Date,USA EQUAL WEIGHTED
1997-12-11,861.43675297
1997-12-12,858.06178341
1997-12-15,864.32569507
1997-12-16,867.32144577
1997-12-17,867.41261928
1997-12-18,857.74850349
1997-12-19,851.57362379
1997-12-22,856.04767006
1997-12-23,847.35600394
1997-12-24,843.87441446
1997-12-25,843.87441446
1997-12-26,846.0019477
1997-12-29,858.43727184
1997-12-30,874.91318203
1997-12-31,878.97212511
1998-01-01,878.97212511
1998-01-02,879.33384256
1998-01-05,879.09986717
1998-01-06,872.00741851
1998-01-07,869.37646117
1998-01-08,861.3792495
1998-01-09,835.45225039
1998-01-12,841.20016861
1998-01-13,851.6017834
1998-01-14,856.4141535
1998-01-15,852.22710673
1998-01-16,861.72924187
1998-01-19,861.72924187
1998-01-20,874.29655656
1998-01-21,869.14708187
1998-01-22,863.4343768
1998-01-23,857.98861027
1998-01-26,856.68624117
1998-01-27,862.55744634
1998-01-28,871.66663021
1998-01-29,878.30368523
1998-01-30,875.02049761
1998-02-02,892.6082115
1998-02-03,897.79273903
1998-02-04,899.96636515
1998-02-05,900.15399282
1998-02-06,905.79915365
1998-02-09,907.07378065
1998-02-10,914.25611963
1998-02-11,914.92594925
1998-02-12,919.41462957
1998-02-13,917.92680423
1998-02-16,917.92680423
1998-02-17,919.64803981
1998-02-18,926.78507215
1998-02-19,923.90583888
1998-02-20,928.61143449
1998-02-23,930.36375471
1998-02-24,923.19393299
1998-02-25,934.00556274
1998-02-26,942.20852625
1998-02-27,943.73564104
1998-03-02,944.44553811
1998-03-03,948.18780561
1998-03-04,946.39359901
1998-03-05,938.72630426
1998-03-06,953.95425158
1998-03-09,953.30882439
1998-03-10,963.79017558
1998-03-11,968.44164889
1998-03-12,969.57604589
1998-03-13,968.76467701
1998-03-16,976.93705183
1998-03-17,977.54925802
1998-03-18,981.79056474
1998-03-19,985.67040334
1998-03-20,989.97811577
1998-03-23,987.95507667
1998-03-24,995.66584531
1998-03-25,993.22264162
1998-03-26,993.01765403
1998-03-27,989.65590572
1998-03-30,985.91821469
1998-03-31,993.03899459
1998-04-01,999.21194986
1998-04-02,1007.10523243
1998-04-03,1008.22263083
1998-04-06,1004.20715991
1998-04-07,994.58458036
1998-04-08,990.82612707
1998-04-09,996.30722426
1998-04-10,996.30722426
1998-04-13,997.27673234
1998-04-14,1007.84304572
1998-04-15,1013.61567476
1998-04-16,1004.72652778
1998-04-17,1013.35329296
1998-04-20,1011.28365357
1998-04-21,1013.98754655
1998-04-22,1013.51785683
1998-04-23,1002.87804431
1998-04-24,992.88239588
1998-04-27,971.74473796
1998-04-28,974.2571963
1998-04-29,983.53692735
1998-04-30,998.5213064
1998-05-01,1003.88605977
1998-05-04,1005.92647124
1998-05-05,1001.97883924
1998-05-06,994.82004575
1998-05-07,987.54742091
1998-05-08,997.08009235
1998-05-11,995.27275518
1998-05-12,997.61945654
1998-05-13,999.93747205
1998-05-14,999.57437883
1998-05-15,992.29798772
1998-05-18,986.4402771
1998-05-19,988.67630548
1998-05-20,993.54015932
1998-05-21,990.85179279
1998-05-22,985.78711646
1998-05-25,985.78711646
1998-05-26,971.28744235
1998-05-27,965.71710603
1998-05-28,973.57706578
1998-05-29,972.30621482
1998-06-01,970.8243856
1998-06-02,971.49153251
1998-06-03,965.68723599
1998-06-04,974.19247165
1998-06-05,985.29870979
1998-06-08,988.75740612
1998-06-09,989.70366185
1998-06-10,981.49053617
1998-06-11,966.70116399
1998-06-12,964.48768183
1998-06-15,946.83928866
1998-06-16,952.94632189
1998-06-17,967.03961118
1998-06-18,962.90509831
1998-06-19,957.6740179
1998-06-22,959.60853457
1998-06-23,968.79708093
1998-06-24,976.29031886
1998-06-25,974.76753459
1998-06-26,977.28008822
1998-06-29,981.13085276
1998-06-30,980.87620747
1998-07-01,992.6687014
1998-07-02,990.59215716
1998-07-03,990.59215716
1998-07-06,997.84083535
1998-07-07,994.60578653
1998-07-08,1000.9588315
1998-07-09,991.99554282
1998-07-10,992.77580404
1998-07-13,989.33629026
1998-07-14,996.76188629
1998-07-15,994.81805167
1998-07-16,1001.43828975
1998-07-17,1002.17638466
1998-07-20,999.90386226
1998-07-21,986.66253044
1998-07-22,984.43757898
1998-07-23,963.63329925
1998-07-24,958.30291976
1998-07-27,958.37743383
1998-07-28,946.14119518
1998-07-29,941.58320577
1998-07-30,953.07204118
1998-07-31,938.75921388
1998-08-03,934.2082152
1998-08-04,904.48467023
1998-08-05,908.02528258
1998-08-06,914.46353556
1998-08-07,920.41743696
1998-08-10,915.71175491
1998-08-11,899.7243621
1998-08-12,915.91295695
1998-08-13,906.65788578
1998-08-14,898.49196423
1998-08-17,909.54480512
1998-08-18,922.87713939
1998-08-19,918.04401849
1998-08-20,915.17950968
1998-08-21,905.36353167
1998-08-24,908.52879283
1998-08-25,909.14880714
1998-08-26,896.35497064
1998-08-27,861.66550428
1998-08-28,851.43884001
1998-08-31,804.52922139
1998-09-01,829.40386583
1998-09-02,829.1054765
1998-09-03,823.37766907
1998-09-04,823.17421035
1998-09-07,823.17421035
1998-09-08,857.74586764
1998-09-09,845.24025984
1998-09-10,826.49303023
1998-09-11,844.39461128
1998-09-14,863.32665191
1998-09-15,870.54482829
1998-09-16,879.15674136
1998-09-17,863.54673901
1998-09-18,866.36885885
1998-09-21,865.65091395
1998-09-22,871.09088638
1998-09-23,895.61454968
1998-09-24,878.70494541
1998-09-25,878.21108803
1998-09-28,882.07628263
1998-09-29,879.36480426
1998-09-30,857.49205343
1998-10-01,832.74379052
1998-10-02,845.81064996
1998-10-05,831.51225523
1998-10-06,828.0260972
1998-10-07,819.43459031
1998-10-08,806.33893625
1998-10-09,823.54376552
1998-10-12,834.99665964
1998-10-13,831.44624097
1998-10-14,838.66087715
1998-10-15,871.3731836
1998-10-16,884.87179693
1998-10-19,895.38228495
1998-10-20,902.72627059
1998-10-21,901.75564374
1998-10-22,905.29119723
1998-10-23,896.87573394
1998-10-26,897.55362755
1998-10-27,896.23858497
1998-10-28,896.48768853
1998-10-29,910.7168975
1998-10-30,925.97034101
1998-11-02,941.03417235
1998-11-03,942.9897185
1998-11-04,954.58218262
1998-11-05,968.32405335
1998-11-06,971.64384643
1998-11-09,963.0346773
1998-11-10,955.85052198
1998-11-11,946.04383944
1998-11-12,946.81571338
1998-11-13,952.36528487
1998-11-16,957.01132862
1998-11-17,958.64941233
1998-11-18,961.1462534
1998-11-19,966.81304067
1998-11-20,973.91201005
1998-11-23,989.97666479
1998-11-24,989.48911955
1998-11-25,990.91638526
1998-11-26,990.91638526
1998-11-27,992.13320398
1998-11-30,971.05765272
1998-12-01,973.71198745
1998-12-02,972.21770068
1998-12-03,958.93920281
1998-12-04,972.52445288
1998-12-07,982.3868104
1998-12-08,976.27522818
1998-12-09,974.5401896
1998-12-10,960.80678578
1998-12-11,956.22608427
1998-12-14,940.32745366
1998-12-15,946.22924164
1998-12-16,945.64600077
1998-12-17,958.4208424
1998-12-18,958.86446501
1998-12-21,967.55938846
1998-12-22,967.27185363
1998-12-23,982.39440224
1998-12-24,982.40798844
1998-12-25,982.40798844
1998-12-28,981.45359023
1998-12-29,994.973884
1998-12-30,992.07278946
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1002.2532589922049
1999-01-05,1012.1468713858004
1999-01-06,1033.5986580831648
1999-01-07,1030.3773094119967
1999-01-08,1039.4412859652164
1999-01-11,1032.691335396237
1999-01-12,1015.7034652370293
1999-01-13,1007.2410013243746
1999-01-14,991.3628280652558
1999-01-15,1012.6299950339381
1999-01-18,1012.6299950339381
1999-01-19,1012.6693751495393
1999-01-20,1010.0126269604292
1999-01-21,998.7383585051446
1999-01-22,989.0775298626967
1999-01-25,993.0722379949548
1999-01-26,995.9698905068044
1999-01-27,986.0725748671266
1999-01-28,994.9461756407132
1999-01-29,1001.5215186883299
1999-02-01,997.7995142367639
1999-02-02,989.9596798013954
1999-02-03,999.4951225755377
1999-02-04,993.3315220504329
1999-02-05,991.5424528451384
1999-02-08,994.2009696744175
1999-02-09,976.5810616380483
1999-02-10,977.1228346287736
1999-02-11,989.0500498604425
1999-02-12,975.5462903564857
1999-02-15,975.5462903564857
1999-02-16,980.6764062833762
1999-02-17,969.0079814450895
1999-02-18,977.792037332008
1999-02-19,981.0450001636698
1999-02-22,1001.8414694083257
1999-02-23,1000.959519135156
1999-02-24,992.6210142393951
1999-02-25,985.4437306070021
1999-02-26,983.1086645005012
1999-03-01,983.5287880839471
1999-03-02,981.0539630739034
1999-03-03,980.3720055476867
1999-03-04,990.127358771147
1999-03-05,1005.3095139251681
1999-03-08,1006.3552227109366
1999-03-09,1001.6574724395545
1999-03-10,1009.5526811090789
1999-03-11,1016.340017911149
1999-03-12,1015.445302537802
1999-03-15,1020.5416453151231
1999-03-16,1018.9439288097938
1999-03-17,1016.8088446073264
1999-03-18,1028.205714243735
1999-03-19,1019.9705169738656
1999-03-22,1017.3859238860376
1999-03-23,995.3652150476461
1999-03-24,1001.6612263752801
1999-03-25,1015.3059281243283
1999-03-26,1011.3405478461505
1999-03-29,1024.7820071143794
1999-03-30,1014.3462017116213
1999-03-31,1008.7852951080285
1999-04-01,1012.797095382638
1999-04-02,1012.797095382638
1999-04-05,1026.2671761111008
1999-04-06,1019.5301432120889
1999-04-07,1020.8765840719287
1999-04-08,1030.9953219872953
1999-04-09,1036.9757634494508
1999-04-12,1045.594074772466
1999-04-13,1046.322970732129
1999-04-14,1057.5445194200001
1999-04-15,1072.9408359806566
1999-04-16,1082.9789540095503
1999-04-19,1088.707282342818
1999-04-20,1086.0046931972383
1999-04-21,1104.366896656077
1999-04-22,1107.8906688669435
1999-04-23,1107.8324918576247
1999-04-26,1106.4190467029919
1999-04-27,1114.7493744006895
1999-04-28,1121.9436810670693
1999-04-29,1126.1375377439774
1999-04-30,1118.4875070360647
1999-05-03,1142.6989288102088
1999-05-04,1133.7067642531524
1999-05-05,1140.6651366827039
1999-05-06,1136.4747989546413
1999-05-07,1143.0593844714067
1999-05-10,1142.8032476418966
1999-05-11,1150.0332284037574
1999-05-12,1149.7636207398712
1999-05-13,1153.1178404415382
1999-05-14,1135.2653940889809
1999-05-17,1129.5799420190676
1999-05-18,1122.3101451775506
1999-05-19,1133.7993233601337
1999-05-20,1135.5854545085522
1999-05-21,1135.014094302871
1999-05-24,1121.299369069606
1999-05-25,1106.8831921755805
1999-05-26,1114.8595329936484
1999-05-27,1096.492001604283
1999-05-28,1107.7484243175093
1999-05-31,1107.7484243175093
1999-06-01,1110.1356471612999
1999-06-02,1113.4788996410155
1999-06-03,1118.9221778224553
1999-06-04,1133.878692198237
1999-06-07,1140.1789134679177
1999-06-08,1131.0720768292929
1999-06-09,1127.7959440718012
1999-06-10,1120.664548133427
1999-06-11,1116.4240915452035
1999-06-14,1119.539175131881
1999-06-15,1124.7881841013927
1999-06-16,1137.7731710909745
1999-06-17,1142.221346183073
1999-06-18,1145.4690225640124
1999-06-21,1144.0669545877329
1999-06-22,1135.5738573285312
1999-06-23,1132.3213818014283
1999-06-24,1116.9855171872302
1999-06-25,1117.201112200643
1999-06-28,1128.889823195044
1999-06-29,1139.5109112679922
1999-06-30,1146.9677458397473
1999-07-01,1152.5150466470093
1999-07-02,1160.0410121718487
1999-07-05,1160.0410121718487
1999-07-06,1156.352474306556
1999-07-07,1156.217933343078
1999-07-08,1155.0912457037125
1999-07-09,1162.8722920713676
1999-07-12,1159.6268278051232
1999-07-13,1154.3851602489851
1999-07-14,1157.464800854452
1999-07-15,1161.2228795154272
1999-07-16,1166.330696297898
1999-07-19,1160.0174691574662
1999-07-20,1144.3539734512613
1999-07-21,1145.8867162748577
1999-07-22,1139.8138190505058
1999-07-23,1136.6710026606934
1999-07-26,1130.5163508237333
1999-07-27,1139.0697792045103
1999-07-28,1137.6705634597677
1999-07-29,1120.4110986496269
1999-07-30,1114.2190840610942
1999-08-02,1114.876639097978
1999-08-03,1108.559426950047
1999-08-04,1098.9282913290042
1999-08-05,1101.598946548222
1999-08-06,1092.8969850149758
1999-08-09,1092.3544964154669
1999-08-10,1078.2950834765995
1999-08-11,1093.3065510789659
1999-08-12,1089.615656291899
1999-08-13,1105.2939668869972
1999-08-16,1106.3013961558484
1999-08-17,1114.4576939159535
1999-08-18,1103.009751648268
1999-08-19,1100.9214360789863
1999-08-20,1111.656913488006
1999-08-23,1124.7713705104609
1999-08-24,1121.268812630893
1999-08-25,1125.1013603161366
1999-08-26,1112.4308030326217
1999-08-27,1102.9999204574085
1999-08-30,1085.547813310019
1999-08-31,1079.8075598562216
1999-09-01,1084.352577630631
1999-09-02,1074.7169297382
1999-09-03,1099.6889554443255
1999-09-06,1099.6889554443255
1999-09-07,1094.4265211056588
1999-09-08,1088.718590018559
1999-09-09,1091.616367549575
1999-09-10,1094.0850532745783
1999-09-13,1088.1794647505806
1999-09-14,1082.2202877183013
1999-09-15,1073.6624330160093
1999-09-16,1068.5969395405766
1999-09-17,1077.6650537352155
1999-09-20,1073.3530973333914
1999-09-21,1053.1748151811983
1999-09-22,1052.2818781868116
1999-09-23,1033.2535957365483
1999-09-24,1028.9477007055432
1999-09-27,1032.8189349796805
1999-09-28,1028.2770241946778
1999-09-29,1027.6695883140867
1999-09-30,1036.6967640586874
1999-10-01,1033.0311598575097
1999-10-04,1045.9951744662376
1999-10-05,1040.0035698845616
1999-10-06,1054.2112103603545
1999-10-07,1050.336362089128
1999-10-08,1057.9712501966146
1999-10-11,1057.3195199208033
1999-10-12,1040.1299073987363
1999-10-13,1021.663198780067
1999-10-14,1025.1021560090887
1999-10-15,998.9329977620922
1999-10-18,1002.0777596742821
1999-10-19,1005.0360790079302
1999-10-20,1018.5412441942832
1999-10-21,1015.2425516217814
1999-10-22,1031.4355845620291
1999-10-25,1028.3062520564479
1999-10-26,1018.2001895779657
1999-10-27,1028.8481793162293
1999-10-28,1061.097789548111
1999-10-29,1079.5486090883487
1999-11-01,1072.259461179623
1999-11-02,1071.5272560406836
1999-11-03,1071.847242381764
1999-11-04,1074.6189967561058
1999-11-05,1079.946485898357
1999-11-08,1084.1902370282062
1999-11-09,1075.6081424393997
1999-11-10,1078.4223527284753
1999-11-11,1080.574917222202
1999-11-12,1093.805628247541
1999-11-15,1099.1581639990761
1999-11-16,1114.8387793539246
1999-11-17,1107.3759466986237
1999-11-18,1115.0556481872827
1999-11-19,1108.4359783929317
1999-11-22,1101.7557714316124
1999-11-23,1090.3112241888593
1999-11-24,1094.7353929342235
1999-11-25,1094.7353929342235
1999-11-26,1093.6328690816472
1999-11-29,1084.483470852746
1999-11-30,1080.9694759923207
1999-12-01,1081.478828745691
1999-12-02,1088.746796074531
1999-12-03,1104.8982727718521
1999-12-06,1097.0516397028123
1999-12-07,1086.4143626867572
1999-12-08,1083.4428039922443
1999-12-09,1081.0040581985736
1999-12-10,1083.9666131381907
1999-12-13,1080.1444083515435
1999-12-14,1075.804957428537
1999-12-15,1081.1277610063526
1999-12-16,1083.2602652647552
1999-12-17,1085.3557771475382
1999-12-20,1082.3190258700454
1999-12-21,1090.3500029460622
1999-12-22,1093.6486938908076
1999-12-23,1113.6204645746006
1999-12-24,1113.6204645746006
1999-12-27,1113.6178253956082
1999-12-28,1119.849215488679
1999-12-29,1130.0890375528265
1999-12-30,1134.08739892512
1999-12-31,1140.319716064257
2000-01-03,1124.0081049693113
2000-01-04,1091.1736763495262
2000-01-05,1094.1758821987664
2000-01-06,1103.7646635503784
2000-01-07,1133.1212953220179
2000-01-10,1144.223946132434
2000-01-11,1131.0487785497187
2000-01-12,1121.7106974425587
2000-01-13,1135.1342644825013
2000-01-14,1136.9409624352265
2000-01-17,1136.9409624352265
2000-01-18,1125.8639795260647
2000-01-19,1128.277348259393
2000-01-20,1117.1236918532793
2000-01-21,1115.9974679420268
2000-01-24,1086.9576288269523
2000-01-25,1082.8450918393203
2000-01-26,1086.6040535442726
2000-01-27,1083.8115680202166
2000-01-28,1057.1906746022014
2000-01-31,1069.773948851389
2000-02-01,1079.1834328589382
2000-02-02,1080.692643128426
2000-02-03,1089.2380073901513
2000-02-04,1083.060993306171
2000-02-07,1078.9107694378145
2000-02-08,1082.6298848482743
2000-02-09,1061.6555783310985
2000-02-10,1056.8204378735527
2000-02-11,1040.0634362010546
2000-02-14,1043.106592474746
2000-02-15,1054.7401502571824
2000-02-16,1048.919555935977
2000-02-17,1051.2317253856986
2000-02-18,1026.1956461056964
2000-02-21,1026.1956461056964
2000-02-22,1027.3452447616166
2000-02-23,1028.1680118824406
2000-02-24,1024.3893329590555
2000-02-25,1016.1446674948558
2000-02-28,1024.0257224626398
2000-02-29,1036.6212273625235
2000-03-01,1043.132749386062
2000-03-02,1036.9075780654377
2000-03-03,1053.2648026185752
2000-03-06,1036.5547491055431
2000-03-07,1010.5328585900329
2000-03-08,1016.5063763346046
2000-03-09,1031.8441154780685
2000-03-10,1029.318180606788
2000-03-13,1028.1079316056118
2000-03-14,1016.7313259706674
2000-03-15,1057.2092453536961
2000-03-16,1120.5835330685516
2000-03-17,1109.9774789085568
2000-03-20,1102.4587295713359
2000-03-21,1122.1913915041991
2000-03-22,1119.8326920995419
2000-03-23,1135.6518358342457
2000-03-24,1135.7782992690472
2000-03-27,1128.232257737521
2000-03-28,1122.6843327501508
2000-03-29,1125.6058155253493
2000-03-30,1132.4298450660947
2000-03-31,1145.7547367734744
2000-04-03,1156.4959828697436
2000-04-04,1149.9437272730993
2000-04-05,1151.943194675699
2000-04-06,1161.1108497121656
2000-04-07,1155.8027106090137
2000-04-10,1159.0168327664126
2000-04-11,1169.5594303437297
2000-04-12,1174.032610479212
2000-04-13,1162.2819077953322
2000-04-14,1098.850658834849
2000-04-17,1113.873757594098
2000-04-18,1129.4887314243224
2000-04-19,1127.2932740795004
2000-04-20,1139.4376859412384
2000-04-21,1139.4376859412384
2000-04-24,1148.6392384712374
2000-04-25,1180.5917948454837
2000-04-26,1171.2726614506541
2000-04-27,1164.22653470816
2000-04-28,1160.3522719873333
2000-05-01,1170.4944107389006
2000-05-02,1159.4545823859282
2000-05-03,1138.0064870852905
2000-05-04,1139.9358880801676
2000-05-05,1151.8246810231165
2000-05-08,1155.823293076102
2000-05-09,1153.0945384133033
2000-05-10,1143.536304878071
2000-05-11,1165.3780685864608
2000-05-12,1170.738954367698
2000-05-15,1188.6259039250867
2000-05-16,1197.1512818413896
2000-05-17,1183.4637519797932
2000-05-18,1183.953719734876
2000-05-19,1167.2294612684932
2000-05-22,1165.0371854001987
2000-05-23,1159.260738186875
2000-05-24,1171.9753322158463
2000-05-25,1155.0460261255814
2000-05-26,1150.4073397074658
2000-05-29,1150.4073397074658
2000-05-30,1170.7802822254914
2000-05-31,1169.4494039019023
2000-06-01,1188.5989969845084
2000-06-02,1205.4475809763323
2000-06-05,1195.1459313647597
2000-06-06,1188.6173332769151
2000-06-07,1190.5272428375588
2000-06-08,1182.3913587007755
2000-06-09,1182.8514629768238
2000-06-12,1176.0284807336568
2000-06-13,1181.9612832727098
2000-06-14,1183.9141495438216
2000-06-15,1181.3884655272977
2000-06-16,1167.8183504793128
2000-06-19,1169.696322200349
2000-06-20,1161.6551008105332
2000-06-21,1160.3209771472907
2000-06-22,1146.716408140144
2000-06-23,1141.753168753989
2000-06-26,1143.415774884887
2000-06-27,1146.723586844817
2000-06-28,1149.4008426031282
2000-06-29,1146.172031755209
2000-06-30,1133.0700390939091
2000-07-03,1153.3123863648084
2000-07-04,1153.3123863648084
2000-07-05,1146.3368104031804
2000-07-06,1150.0706109869839
2000-07-07,1160.273195601668
2000-07-10,1164.4250898651826
2000-07-11,1172.9475038550759
2000-07-12,1180.2186483761025
2000-07-13,1180.4526454739778
2000-07-14,1187.7472683014353
2000-07-17,1185.2481812715941
2000-07-18,1177.8341740450815
2000-07-19,1173.1910779177892
2000-07-20,1180.106216099923
2000-07-21,1168.4499906927197
2000-07-24,1160.2082291293962
2000-07-25,1160.8808959140752
2000-07-26,1145.9058737190294
2000-07-27,1153.6191148357102
2000-07-28,1136.7008090109634
2000-07-31,1142.648947053758
2000-08-01,1154.859294734668
2000-08-02,1157.489594627195
2000-08-03,1162.8393533298895
2000-08-04,1175.808762937897
2000-08-07,1190.5923811868533
2000-08-08,1198.4625353535043
2000-08-09,1189.6129483117813
2000-08-10,1182.9378485984503
2000-08-11,1197.376119996311
2000-08-14,1209.7292754741459
2000-08-15,1200.790100076125
2000-08-16,1198.3148077239368
2000-08-17,1204.1740543432918
2000-08-18,1200.0211774390475
2000-08-21,1200.7222998163027
2000-08-22,1202.4250687691415
2000-08-23,1199.2738351631817
2000-08-24,1200.9205215877419
