Date,CHINA IMI WITH PARTIAL A SHARES
2020-10-14,4060.2328146352875
2020-10-15,3999.5292521046417
2020-10-16,4051.0184241521683
2020-10-19,4037.3798712764697
2020-10-20,4076.3570713915515
2020-10-21,4086.838821144554
2020-10-22,4068.71179369323
2020-10-23,4070.276219457298
2020-10-26,4056.414587870597
2020-10-27,4098.140652950159
2020-10-28,4075.2651935208314
2020-10-29,4121.041754615854
2020-10-30,4035.054926687647
2020-11-02,4099.904763503882
2020-11-03,4059.6072601462183
2020-11-04,4137.000790925687
2020-11-05,4247.3281890722765
2020-11-06,4279.40814982436
2020-11-09,4280.648040113844
2020-11-10,4145.180317374564
2020-11-11,4089.6072919726826
2020-11-12,4151.4988086467865
2020-11-13,4186.96769134269
2020-11-16,4188.244944397176
2020-11-17,4151.9533295019955
2020-11-18,4158.11030349152
2020-11-19,4153.285066122376
2020-11-20,4218.418071006882
2020-11-23,4242.81105460009
2020-11-24,4260.82916357628
2020-11-25,4205.990125681297
2020-11-26,4247.375095757769
2020-11-27,4268.091374357424
2020-11-30,4145.505871958862
2020-12-01,4174.65564172532
2020-12-02,4143.948246391686
2020-12-03,4178.545663104894
2020-12-04,4185.324065031688
2020-12-07,4149.385363646564
2020-12-08,4156.975329470823
2020-12-09,4138.558337568133
2020-12-10,4136.757008939691
2020-12-11,4142.9452607427875
2020-12-14,4097.018511345924
2020-12-15,4097.728130174467
2020-12-16,4155.540813790602
2020-12-17,4205.462233279554
2020-12-18,4191.587463429862
2020-12-21,4187.981022802307
2020-12-22,4147.116065859902
2020-12-23,4177.560787438105
2020-12-24,4072.935990884447
2020-12-25,4074.797495562753
2020-12-28,4017.5556878164616
2020-12-29,4109.018566470651
2020-12-30,4225.442483960158
2020-12-31,4241.353401853311
