Date,CHINA IMI WITH PARTIAL A SHARES
2014-02-26,2086.1428834922376
2014-02-27,2118.0581035643004
2014-02-28,2118.627910708623
2014-03-03,2096.491480076135
2014-03-04,2105.0460791466207
2014-03-05,2093.6601965502095
2014-03-06,2109.2556271808257
2014-03-07,2108.420696428445
2014-03-10,2066.8883551055333
2014-03-11,2069.1755959236493
2014-03-12,2036.5015668111532
2014-03-13,2025.4283460982188
2014-03-14,2000.7799874011787
2014-03-17,1995.5175472373455
2014-03-18,2013.8626707025276
2014-03-19,2014.3670989607226
2014-03-20,1982.2197498821363
2014-03-21,2011.673558378685
2014-03-24,2050.5674472863057
2014-03-25,2029.7168609425494
2014-03-26,2049.3765801489867
2014-03-27,2036.0116408522774
2014-03-28,2063.8507409830436
2014-03-31,2078.5489445616504
2014-04-01,2099.470516348749
2014-04-02,2099.4189737166585
2014-04-03,2103.2034834737615
2014-04-04,2091.056988541111
2014-04-07,2087.01280848635
2014-04-08,2113.7532058141182
2014-04-09,2133.482260533667
2014-04-10,2162.192740449188
2014-04-11,2125.206911802809
2014-04-14,2123.1019521782114
2014-04-15,2085.003525664983
2014-04-16,2085.770040069919
2014-04-17,2095.4289375957674
2014-04-18,2095.446293881573
2014-04-21,2093.701785499122
2014-04-22,2088.3970607970296
2014-04-23,2073.2783971652334
2014-04-24,2076.5699350322498
2014-04-25,2048.6981419674203
2014-04-28,2027.6164750591156
2014-04-29,2048.0552992547996
2014-04-30,2028.4095232277798
2014-05-01,2028.3596543924582
2014-05-02,2037.0377199397144
2014-05-05,2027.7153443423642
2014-05-06,2028.3470022968138
2014-05-07,2002.1378620454059
2014-05-08,2009.0136547019436
2014-05-09,1999.6151543336491
2014-05-12,2034.096332647198
2014-05-13,2045.6276715812223
2014-05-14,2070.1487232908535
2014-05-15,2076.289779999512
2014-05-16,2067.5808611983625
2014-05-19,2064.862126314512
2014-05-20,2069.549994113605
2014-05-21,2083.0605668733756
2014-05-22,2106.5401314632377
2014-05-23,2112.0151351051254
2014-05-26,2115.4483977337945
2014-05-27,2109.561202306572
2014-05-28,2125.4760134736566
2014-05-29,2111.52365228548
2014-05-30,2115.980861038876
2014-06-02,2115.74637391193
2014-06-03,2144.0145928278503
2014-06-04,2127.830910694036
2014-06-05,2133.8947821094466
2014-06-06,2126.5792115097033
2014-06-09,2142.4499721857082
2014-06-10,2168.6627910641414
2014-06-11,2166.947940460103
2014-06-12,2167.757102947873
2014-06-13,2181.8618299987934
2014-06-16,2182.138129945475
2014-06-17,2172.473109365369
2014-06-18,2169.6236810257833
2014-06-19,2162.0250032392537
2014-06-20,2167.3429667772652
2014-06-23,2135.416327700546
2014-06-24,2144.0942212294635
2014-06-25,2142.751946813418
2014-06-26,2175.56529661761
2014-06-27,2174.239032974111
2014-06-30,2181.5064260761587
2014-07-01,2181.7880711595344
2014-07-02,2216.6799268482173
2014-07-03,2229.9220751456423
2014-07-04,2235.5211322623272
2014-07-07,2239.057860181075
2014-07-08,2242.427157897884
2014-07-09,2209.706226111554
2014-07-10,2217.0150351402776
2014-07-11,2216.5908841792602
2014-07-14,2234.016235590287
2014-07-15,2248.5825707833383
2014-07-16,2250.280946807981
2014-07-17,2248.7651739518146
2014-07-18,2242.9129844173485
2014-07-21,2230.99180445728
2014-07-22,2271.2554521460233
2014-07-23,2297.6070948690653
2014-07-24,2315.6759668803234
2014-07-25,2322.191662892972
2014-07-28,2344.5102285799003
2014-07-29,2353.8901983859396
2014-07-30,2350.7721278992226
2014-07-31,2352.995934139979
2014-08-01,2330.3746348291843
2014-08-04,2352.01741045633
2014-08-05,2353.0875572278023
2014-08-06,2351.1114396931916
2014-08-07,2329.5726495513145
2014-08-08,2327.0211343333553
2014-08-11,2360.4246383714
2014-08-12,2369.720107155667
2014-08-13,2393.05169366346
2014-08-14,2372.2496069698223
2014-08-15,2387.036222697539
2014-08-18,2389.347354925238
2014-08-19,2398.338364256538
2014-08-20,2395.3513414029785
2014-08-21,2379.284371610934
2014-08-22,2393.457608014972
2014-08-25,2391.9048459179085
2014-08-26,2384.71651740086
2014-08-27,2376.827662051838
2014-08-28,2354.466025320768
2014-08-29,2362.75983265451
2014-09-01,2364.2139672005737
2014-09-02,2371.4613378357512
2014-09-03,2429.0509410243735
2014-09-04,2440.2190167187896
2014-09-05,2437.4798397619043
2014-09-08,2442.426302628651
2014-09-09,2442.6500741796235
2014-09-10,2393.7066867916337
2014-09-11,2386.618056854198
2014-09-12,2382.6057321773083
2014-09-15,2359.5989124091498
2014-09-16,2326.8445796569445
2014-09-17,2357.808605011071
2014-09-18,2339.304798430008
2014-09-19,2346.815743641308
2014-09-22,2310.1363770221737
2014-09-23,2300.566031937463
2014-09-24,2321.191958301697
2014-09-25,2311.2080147708803
2014-09-26,2294.781384861649
2014-09-29,2262.4782134590455
2014-09-30,2238.0289441396
2014-10-01,2237.9880223954397
2014-10-02,2238.8204087279632
2014-10-03,2252.3872569719742
2014-10-06,2276.0072983880577
2014-10-07,2289.571658935767
2014-10-08,2275.0430045442577
2014-10-09,2295.318391981653
2014-10-10,2253.254971521208
2014-10-13,2242.5244597479987
2014-10-14,2233.597713456053
2014-10-15,2239.6238239757663
2014-10-16,2217.503041587272
2014-10-17,2226.310341877892
2014-10-20,2240.0801183664407
2014-10-21,2235.1817553041715
2014-10-22,2262.696661338963
2014-10-23,2251.973198663322
2014-10-24,2249.714341500778
2014-10-27,2230.205306879401
2014-10-28,2271.23572152822
2014-10-29,2304.5986573759424
2014-10-30,2293.975174296027
2014-10-31,2324.1945461312407
2014-11-03,2317.551758583292
2014-11-04,2321.9305471823895
2014-11-05,2305.2237195055704
2014-11-06,2301.0833610242785
2014-11-07,2289.7225354069265
2014-11-10,2307.360338220501
2014-11-11,2307.4784276013465
2014-11-12,2320.8322903374087
2014-11-13,2329.418150760889
2014-11-14,2336.5962032053662
2014-11-17,2302.5084978021478
2014-11-18,2279.6259324008993
2014-11-19,2267.515690767412
2014-11-20,2268.484964543458
2014-11-21,2279.550689158474
2014-11-24,2341.42068165398
2014-11-25,2335.0658226079318
2014-11-26,2364.3830998890803
2014-11-27,2355.6554945459134
2014-11-28,2363.0313132418364
2014-12-01,2300.479964306999
2014-12-02,2336.82555279794
2014-12-03,2318.8479332689326
2014-12-04,2371.800882863625
2014-12-05,2381.4435974825797
2014-12-08,2399.0273163928655
2014-12-09,2319.485682166706
2014-12-10,2338.2402355661557
2014-12-11,2318.266155283296
2014-12-12,2319.0939982817663
2014-12-15,2306.7408096037816
2014-12-16,2283.570800743107
2014-12-17,2279.581894850704
2014-12-18,2300.951350207528
2014-12-19,2317.5348080879007
2014-12-22,2348.0146471175585
2014-12-23,2332.9006887139067
2014-12-24,2323.175404397827
2014-12-25,2326.6802448869466
2014-12-26,2330.0760755998404
2014-12-29,2382.3422139961153
2014-12-30,2364.482611369471
2014-12-31,2388.207287025304
2015-01-01,2388.207287025304
2015-01-02,2427.4573258064065
2015-01-05,2431.0588622031
2015-01-06,2417.0596116683873
2015-01-07,2431.6722507208488
2015-01-08,2444.963578342631
2015-01-09,2456.6843318760166
2015-01-12,2440.7041131590304
2015-01-13,2453.9135195361387
2015-01-14,2442.732213291949
2015-01-15,2465.683519336888
2015-01-16,2441.9211689255067
2015-01-19,2365.062546585594
2015-01-20,2402.512834107991
2015-01-21,2460.474436240221
2015-01-22,2468.378591200782
2015-01-23,2495.4407207772824
2015-01-26,2497.0703700346007
2015-01-27,2474.2843698534803
2015-01-28,2473.090629464799
2015-01-29,2443.521208531594
2015-01-30,2430.7082051133552
2015-02-02,2416.5364798825185
2015-02-03,2440.5891509952507
2015-02-04,2447.4908153698666
2015-02-05,2453.257344647872
2015-02-06,2433.435319691612
2015-02-09,2416.935898096953
2015-02-10,2424.676807087754
2015-02-11,2414.893437981994
2015-02-12,2437.161298343556
2015-02-13,2463.4913308360733
2015-02-16,2466.0211173994535
2015-02-17,2473.0342332348023
2015-02-18,2477.8629698411246
2015-02-19,2478.2234348375696
2015-02-20,2477.742839619567
2015-02-23,2480.3389794185873
2015-02-24,2483.8709503783966
2015-02-25,2487.531423667926
2015-02-26,2513.388707870425
2015-02-27,2503.349612055706
2015-03-02,2512.1370328927687
2015-03-03,2476.9544535306986
2015-03-04,2456.709929299403
2015-03-05,2448.245315691474
2015-03-06,2448.0759667846937
2015-03-09,2451.4017316128457
2015-03-10,2423.2710560692635
2015-03-11,2405.3976328750146
2015-03-12,2422.600982248462
2015-03-13,2435.4990326927546
2015-03-16,2458.2297183699616
2015-03-17,2464.177322205657
2015-03-18,2492.582873476459
2015-03-19,2517.8132096745544
2015-03-20,2516.175036269283
2015-03-23,2531.7474671242767
2015-03-24,2518.9291504924454
2015-03-25,2520.0387229105645
2015-03-26,2510.762713409624
2015-03-27,2514.624314047556
2015-03-30,2583.44153989916
2015-03-31,2596.829473739798
2015-04-01,2634.428884580263
2015-04-02,2675.9096922779413
2015-04-03,2678.246374262744
2015-04-06,2678.310789145811
2015-04-07,2682.454545283658
2015-04-08,2840.755377916891
2015-04-09,2907.4796622154386
2015-04-10,2949.7377547549904
2015-04-13,3061.274502156406
2015-04-14,2987.783981299739
2015-04-15,2996.477552327537
2015-04-16,3038.84126194406
2015-04-17,3029.6359758898366
2015-04-20,2946.224213182589
2015-04-21,3030.381555935574
2015-04-22,3078.671678455681
2015-04-23,3067.087598950678
2015-04-24,3069.2666505015372
2015-04-27,3115.964023698413
2015-04-28,3104.9570834418864
2015-04-29,3091.223988292286
2015-04-30,3066.2030555257847
2015-05-01,3066.313708852072
2015-05-04,3077.4094795871015
2015-05-05,3016.123477179366
2015-05-06,2984.5521607210276
2015-05-07,2919.517391598503
2015-05-08,2980.1812853025026
2015-05-11,3021.342249080077
2015-05-12,2990.6726791737433
2015-05-13,2981.756156058904
2015-05-14,2985.830854254805
2015-05-15,3020.4561788905808
2015-05-18,3010.008401829503
2015-05-19,3046.1855057908556
2015-05-20,3029.675655649323
2015-05-21,3011.2862427824543
2015-05-22,3059.76940925757
2015-05-25,3066.095408474522
2015-05-26,3128.46035802506
2015-05-27,3117.548132534321
2015-05-28,3025.843173741354
2015-05-29,3017.2853550675495
2015-06-01,3063.696102883478
2015-06-02,3050.6478544445536
2015-06-03,3045.5354819545355
2015-06-04,3040.6425302505345
2015-06-05,3013.4030154428556
2015-06-08,3019.81623528694
2015-06-09,2959.2673004568856
2015-06-10,2930.5259124170266
2015-06-11,2952.9834763251956
2015-06-12,3004.896948016287
2015-06-15,2945.992258270573
2015-06-16,2879.4887265676316
2015-06-17,2912.766353606915
2015-06-18,2892.081771664569
2015-06-19,2862.079358990938
2015-06-22,2894.7457982123265
2015-06-23,2949.3731336876044
2015-06-24,2973.1809317522147
2015-06-25,2936.1152938806085
2015-06-26,2850.9984575427247
2015-06-29,2760.7745801371566
2015-06-30,2815.8069694213877
2015-07-01,2803.687906919023
2015-07-02,2764.590423436495
2015-07-03,2700.5722900868536
2015-07-06,2584.2375908645013
2015-07-07,2490.9706401973135
2015-07-08,2326.7710776036934
2015-07-09,2480.3730541420455
2015-07-10,2571.7209019411202
2015-07-13,2615.91377950244
2015-07-14,2595.032177912889
2015-07-15,2550.8742542980713
2015-07-16,2573.774105347926
2015-07-17,2616.744692006146
2015-07-20,2615.1729769230315
2015-07-21,2640.3779629672927
2015-07-22,2611.341123982734
2015-07-23,2633.3295199510994
2015-07-24,2600.6643844135506
2015-07-27,2476.202005998784
2015-07-28,2472.85359553258
2015-07-29,2498.4834862409875
2015-07-30,2479.8481481212248
2015-07-31,2486.162016555095
2015-08-03,2451.2960812128968
2015-08-04,2466.146735398273
2015-08-05,2474.6971219617503
2015-08-06,2463.7872981429823
2015-08-07,2490.496613676346
2015-08-10,2522.848937004541
2015-08-11,2511.2422413534796
2015-08-12,2451.661696759732
2015-08-13,2470.796485615062
2015-08-14,2471.5739656861056
2015-08-17,2459.234239989858
2015-08-18,2405.9212678687813
2015-08-19,2386.8482505485285
2015-08-20,2330.0002208534647
2015-08-21,2276.169127267929
2015-08-24,2128.587793465179
2015-08-25,2116.5389450374173
2015-08-26,2098.396075523099
2015-08-27,2204.2944928068528
2015-08-28,2201.8354042022183
2015-08-31,2182.577097006248
2015-09-01,2121.9907083297408
2015-09-02,2097.447026891249
2015-09-03,2097.1084698443087
2015-09-04,2087.0899536414845
2015-09-07,2074.895070090402
2015-09-08,2149.367183966489
2015-09-09,2232.674175786621
2015-09-10,2190.9757944666
2015-09-11,2187.669915820836
2015-09-14,2179.2471710025416
2015-09-15,2165.078361042094
2015-09-16,2221.5589847950687
2015-09-17,2219.554285760645
2015-09-18,2241.1905468621376
2015-09-21,2230.5098660056283
2015-09-22,2233.4174675413915
2015-09-23,2178.751218462825
2015-09-24,2169.2189195615974
2015-09-25,2168.823990076506
2015-09-28,2170.413270395108
2015-09-29,2108.4977659407004
2015-09-30,2145.564563576745
2015-10-01,2145.564563576745
2015-10-02,2211.7356083407426
2015-10-05,2242.958133355657
2015-10-06,2242.676875941586
2015-10-07,2319.904100322359
2015-10-08,2298.8041318616583
2015-10-09,2316.7287140617755
2015-10-12,2356.47468106701
2015-10-13,2343.622910401767
2015-10-14,2320.786854173302
2015-10-15,2369.094009581618
2015-10-16,2383.7767775897582
2015-10-19,2392.011032711696
2015-10-20,2389.2944759256484
2015-10-21,2380.8518515643955
2015-10-22,2369.860939038287
2015-10-23,2399.542458504919
2015-10-26,2401.6300951307435
2015-10-27,2396.644526649655
2015-10-28,2369.229117121655
2015-10-29,2353.956598979116
2015-10-30,2347.5306450622907
2015-11-02,2321.1231274883385
2015-11-03,2336.6320590385285
2015-11-04,2393.7246537244064
2015-11-05,2398.9780576711037
2015-11-06,2396.157729112248
2015-11-09,2380.0438662729375
2015-11-10,2346.0719992692566
2015-11-11,2339.6215281329846
2015-11-12,2378.7295797442134
2015-11-13,2334.094311806949
2015-11-16,2298.7682825022384
2015-11-17,2318.943388804797
2015-11-18,2315.143376683668
2015-11-19,2347.8963675644727
2015-11-20,2371.260762604457
2015-11-23,2362.685922834719
2015-11-24,2356.587262995171
2015-11-25,2352.0865646233588
2015-11-26,2343.340676194564
2015-11-27,2286.4450552802236
2015-11-30,2283.030885410768
2015-12-01,2309.795243521379
2015-12-02,2324.973150811949
2015-12-03,2313.8274519632964
2015-12-04,2301.590593215413
2015-12-07,2300.839865986827
2015-12-08,2273.810189218616
2015-12-09,2258.1268570684956
2015-12-10,2243.5363213730607
2015-12-11,2201.087650990761
2015-12-14,2200.2402538960446
2015-12-15,2214.3413631904946
2015-12-16,2252.6026894675747
2015-12-17,2265.425488292683
2015-12-18,2251.4109368573745
2015-12-21,2265.788238131694
2015-12-22,2273.0286055337897
2015-12-23,2293.40509332982
2015-12-24,2296.3561586308
2015-12-25,2297.598370421701
2015-12-28,2268.705482355565
2015-12-29,2277.281396908814
2015-12-30,2259.453394007411
2015-12-31,2261.262094386874
2016-01-01,2261.262094386874
2016-01-04,2173.365160316539
2016-01-05,2167.715466722424
2016-01-06,2156.0024883337055
2016-01-07,2057.154934697597
2016-01-08,2066.262507934758
2016-01-11,1994.75292976572
2016-01-12,1990.942740350746
2016-01-13,1987.9848149661655
2016-01-14,1989.9860480410534
2016-01-15,1938.6729805480845
2016-01-18,1923.9644750052228
2016-01-19,1970.6074818986356
2016-01-20,1905.4357889056514
2016-01-21,1875.016479100648
2016-01-22,1930.9307814444485
2016-01-25,1950.1595869058965
2016-01-26,1895.1864275396367
2016-01-27,1897.7405677866107
2016-01-28,1896.3029432220344
2016-01-29,1945.3927302110737
2016-02-01,1936.8822253070875
2016-02-02,1920.3391320962394
2016-02-03,1879.7929666910331
2016-02-04,1903.9223378359354
2016-02-05,1895.6529475633868
2016-02-08,1888.7804367962449
2016-02-09,1884.6135310470022
2016-02-10,1889.3167530037274
2016-02-11,1821.7647813510214
2016-02-12,1810.0068406659002
2016-02-15,1863.4763507773237
2016-02-16,1912.1906829973893
2016-02-17,1906.4142247806135
2016-02-18,1944.120780003233
2016-02-19,1947.1963793024092
2016-02-22,1971.916567470603
2016-02-23,1954.408980865
2016-02-24,1940.6630961122319
2016-02-25,1892.2284247624
2016-02-26,1932.679621766286
2016-02-29,1908.048950090153
2016-03-01,1947.4618541523348
2016-03-02,2000.2068621442413
2016-03-03,1999.1374772924119
2016-03-04,2028.1824799020599
2016-03-07,2036.7443273260706
2016-03-08,2015.9500149761705
2016-03-09,2007.113412402849
2016-03-10,1998.3632004059289
2016-03-11,2035.0525321127645
2016-03-14,2059.2012627453
2016-03-15,2036.5696229584905
2016-03-16,2034.3640578827485
2016-03-17,2067.283139744671
2016-03-18,2100.1704812117136
2016-03-21,2114.457455748774
2016-03-22,2112.0897748337534
2016-03-23,2100.437130699607
2016-03-24,2075.464149784475
2016-03-25,2076.348786837719
2016-03-28,2074.681573025224
2016-03-29,2079.6436494051213
2016-03-30,2121.685071645613
2016-03-31,2128.279318927868
2016-04-01,2108.0044020907717
2016-04-04,2107.4352604575647
2016-04-05,2082.986647161717
2016-04-06,2093.3277597860333
2016-04-07,2093.9256133340155
2016-04-08,2099.1800138162666
2016-04-11,2117.0140569219816
2016-04-12,2126.027360350362
2016-04-13,2188.515333208146
2016-04-14,2196.5541598798204
2016-04-15,2193.193329772536
2016-04-18,2177.3358164548968
2016-04-19,2195.7824376437234
2016-04-20,2169.475907889659
2016-04-21,2189.705622695037
2016-04-22,2170.7237247404114
2016-04-25,2146.3853499843062
2016-04-26,2147.8793824024656
2016-04-27,2142.006887921752
2016-04-28,2142.09183749173
2016-04-29,2126.5156268982596
2016-05-02,2117.445851667926
2016-05-03,2088.5669407474506
2016-05-04,2083.0704585106746
2016-05-05,2075.768171887079
2016-05-06,2045.7675238596482
2016-05-09,2030.0937322916204
2016-05-10,2036.855053974312
2016-05-11,2030.4662738030254
2016-05-12,2017.7744361084285
2016-05-13,1995.9139729950273
2016-05-16,2021.1243073553478
2016-05-17,2041.661665331693
2016-05-18,2015.5520750949954
2016-05-19,1995.7110390903401
2016-05-20,2009.6393692252273
2016-05-23,2012.1380710822261
2016-05-24,2021.5862746210244
2016-05-25,2044.9465956656002
2016-05-26,2051.127608677904
2016-05-27,2080.0430198772874
2016-05-30,2085.3615647226015
2016-05-31,2105.546939654266
2016-06-01,2090.924566913023
2016-06-02,2097.9213986677414
2016-06-03,2099.2419891160957
2016-06-06,2116.3066306794613
2016-06-07,2142.3425829254884
2016-06-08,2134.727362195527
2016-06-09,2133.8203936790405
2016-06-10,2095.103980169804
2016-06-13,2050.843641962514
2016-06-14,2048.7182622443074
2016-06-15,2063.624904681538
2016-06-16,2037.4320207319188
2016-06-17,2042.4341159969936
2016-06-20,2069.129645388388
2016-06-21,2083.3895968733486
2016-06-22,2104.6694904295064
2016-06-23,2108.1157254388672
2016-06-24,2056.4090501527435
2016-06-27,2051.4571885271143
2016-06-28,2057.3751999609713
2016-06-29,2087.731345125732
2016-06-30,2122.9781239640374
2016-07-01,2122.200889258696
2016-07-04,2142.005506925608
2016-07-05,2118.1330053072597
2016-07-06,2094.1043627324684
2016-07-07,2115.7134279765864
2016-07-08,2105.9196268430856
2016-07-11,2145.180912535227
2016-07-12,2172.032932733967
2016-07-13,2176.4136537127733
2016-07-14,2195.5813679823536
2016-07-15,2198.4523294751357
2016-07-18,2206.8898844999194
2016-07-19,2192.842322505297
2016-07-20,2209.008005782405
2016-07-21,2218.40753580061
2016-07-22,2212.666740439456
2016-07-25,2212.813485543363
2016-07-26,2222.402471385621
2016-07-27,2224.7981064990527
2016-07-28,2220.780761031975
2016-07-29,2187.7174788244565
2016-08-01,2212.2215189163135
2016-08-02,2209.2890412194856
2016-08-03,2186.1198377446367
2016-08-04,2195.4432755413372
2016-08-05,2221.720665860852
2016-08-08,2252.592750681887
2016-08-09,2258.5502387380557
2016-08-10,2264.1208245330527
2016-08-11,2287.5971335077306
2016-08-12,2321.797803516079
2016-08-15,2349.123095053477
2016-08-16,2353.145038262608
2016-08-17,2344.0104912158513
2016-08-18,2364.5197187067765
2016-08-19,2362.6416925298076
2016-08-22,2357.1939534031885
2016-08-23,2349.3743148842495
2016-08-24,2331.4284261751072
2016-08-25,2324.9671205666928
2016-08-26,2340.394737225678
2016-08-29,2338.6683531484223
2016-08-30,2360.2888587820803
2016-08-31,2345.0043299156137
2016-09-01,2355.6429696681957
2016-09-02,2370.06367412835
2016-09-05,2404.3722443131674
2016-09-06,2446.46724334495
2016-09-07,2437.452441422343
2016-09-08,2449.866635974159
2016-09-09,2442.55197931514
2016-09-12,2379.4810133975866
2016-09-13,2374.9938027687926
2016-09-14,2377.2453402995666
2016-09-15,2393.924098080481
2016-09-16,2393.0188129872768
2016-09-19,2410.8616308299524
2016-09-20,2408.3747001303477
2016-09-21,2441.4644652289617
2016-09-22,2463.937933100658
2016-09-23,2451.0287718620593
2016-09-26,2406.119298582578
2016-09-27,2432.0124263452844
2016-09-28,2430.785882788686
2016-09-29,2433.4503284199523
2016-09-30,2397.033339729739
2016-10-03,2420.878148381106
2016-10-04,2434.3349949710396
2016-10-05,2446.8193792598677
2016-10-06,2460.4609773421503
2016-10-07,2447.2570286911896
2016-10-10,2458.1640637134474
2016-10-11,2428.1414563855683
2016-10-12,2410.3621596026624
2016-10-13,2377.1183847426605
2016-10-14,2387.2519477802325
2016-10-17,2374.8773164423988
2016-10-18,2409.957691367428
2016-10-19,2404.272251907501
2016-10-20,2409.0212888537617
2016-10-21,2409.9695053849578
2016-10-24,2433.5189364672387
2016-10-25,2427.1557025415846
2016-10-26,2399.7861759522852
2016-10-27,2382.934132808324
2016-10-28,2364.5617372667916
2016-10-31,2356.0589211266024
2016-11-01,2370.0665018267514
2016-11-02,2331.7624481943258
2016-11-03,2321.591560655231
2016-11-04,2316.8949670921775
2016-11-07,2348.748157425014
2016-12-08,2329.5035716520024
2017-04-03,2532.7625191459533
2017-04-04,2528.8233769889034
2017-04-05,2546.0306870449126
2017-04-06,2539.0171734858172
2017-04-07,2542.339898634835
2017-04-10,2541.712219492811
2017-04-11,2524.2727939191163
2017-04-12,2540.682542850029
2017-04-13,2538.3226945439474
2017-04-14,2536.6908005177156
2017-04-17,2540.147415839421
2017-04-18,2511.5162368759316
2017-04-19,2509.1590729708746
2017-04-20,2534.9166359800065
2017-04-21,2536.2595642090414
2017-04-24,2541.88477872493
2017-04-25,2576.3422358401876
2017-04-26,2575.4598474387267
2017-04-27,2573.122029442209
2017-04-28,2565.4513407870695
2017-05-01,2570.1807861205666
2017-05-02,2574.2321879349797
2017-05-03,2569.9383338972775
2017-05-04,2550.0677114814825
2017-05-05,2529.9328620012107
