Date,EAFE ex UK GROWTH
1984-02-29,246.53601
1984-03-30,279.40381
1984-04-30,273.60685
1984-05-31,242.93192
1984-06-29,244.20363
1984-07-31,226.75098
1984-08-31,245.97079
1984-09-28,246.30625
1984-10-31,259.32116
1984-11-30,262.27022
1984-12-31,266.96448
1985-01-31,273.29051
1985-02-28,277.66307
1985-03-29,294.79189
1985-04-30,288.16368
1985-05-31,300.20824
1985-06-28,313.75525
1985-07-31,323.06723
1985-08-30,327.11814
1985-09-30,346.93063
1985-10-31,369.11239
1985-11-29,377.71543
1985-12-31,403.15886
1986-01-31,415.19146
1986-02-28,461.08359
1986-03-31,536.84315
1986-04-30,560.238
1986-05-30,545.15351
1986-06-30,578.39529
1986-07-31,656.01112
1986-08-29,713.45188
1986-09-30,716.06716
1986-10-31,651.38073
1986-11-28,695.63967
1986-12-31,735.35761
1987-01-30,854.22623
1987-02-27,861.72961
1987-03-31,967.08857
1987-04-30,1095.4936
1987-05-29,1048.3299
1987-06-30,964.18407
1987-07-31,943.35785
1987-08-31,1049.09703
1987-09-30,984.05155
1987-10-30,873.98425
1987-11-30,887.03631
1987-12-31,880.42965
1988-01-29,912.13833
1988-02-29,985.97801
1988-03-31,1041.00527
1988-04-29,1037.05247
1988-05-31,994.25354
1988-06-30,952.33915
1988-07-29,967.76593
1988-08-31,919.28713
1988-09-30,966.21227
1988-10-31,1063.41971
1988-11-30,1139.7971
1988-12-30,1148.01311
1989-01-31,1143.02359
1989-02-28,1140.44476
1989-03-31,1111.78677
1989-04-28,1112.06463
1989-05-31,1040.94447
1989-06-30,1014.32668
1989-07-31,1151.02946
1989-08-31,1088.9273
1989-09-29,1144.45776
1989-10-31,1105.27499
1989-11-30,1170.15505
1989-12-29,1199.51144
1990-01-31,1137.08294
1990-02-28,1039.03847
1990-03-30,905.02823
1990-04-30,903.03504
1990-05-31,1011.55154
1990-06-29,981.93675
1990-07-31,988.20386
1990-08-31,886.39991
1990-09-28,738.95339
1990-10-31,884.48377
1990-11-30,814.00003
1990-12-31,836.99913
1991-01-31,865.39586
1991-02-28,955.13822
1991-03-29,896.99566
1991-04-30,911.81177
1991-05-31,923.8078
1991-06-28,853.91178
1991-07-31,878.41453
1991-08-30,852.87284
1991-09-30,897.3062
1991-10-31,930.37056
1991-11-29,895.63816
1991-12-31,930.69667
1992-01-31,893.09105
1992-02-28,851.65424
1992-03-31,791.50978
1992-04-30,751.89122
1992-05-29,810.57343
1992-06-30,770.68704
1992-07-31,759.88975
1992-08-31,835.9525
1992-09-30,818.23952
1992-10-30,782.02436
1992-11-30,793.61819
1992-12-31,789.33551
1993-01-29,788.66271
1993-02-26,824.45121
1993-03-31,886.24358
1993-04-30,969.73278
1993-05-31,1004.39438
1993-06-30,997.68206
1993-07-30,1034.49111
1993-08-31,1081.13349
1993-09-30,1054.19648
1993-10-29,1086.18275
1993-11-30,956.48943
1993-12-31,1012.66516
1994-01-31,1098.93452
1994-02-28,1100.29718
1994-03-31,1052.16438
1994-04-29,1094.85681
1994-05-31,1091.14419
1994-06-30,1104.86339
1994-07-29,1105.75472
1994-08-31,1123.79686
1994-09-30,1090.78417
1994-10-31,1117.08874
1994-11-30,1065.57781
1994-12-30,1081.16231
1995-01-31,1034.81687
1995-02-28,1032.89399
1995-03-31,1095.51348
1995-04-28,1150.72248
1995-05-31,1131.00189
1995-06-30,1099.49599
1995-07-31,1173.58808
1995-08-31,1119.63445
1995-09-29,1140.81798
1995-10-31,1100.9238
1995-11-30,1137.67504
1995-12-29,1180.01194
1996-01-31,1180.55554
1996-02-29,1184.90833
1996-03-29,1221.48607
1996-04-30,1251.23619
1996-05-31,1216.4483
1996-06-28,1221.60289
1996-07-31,1173.78376
1996-08-30,1163.35304
1996-09-30,1193.20484
1996-10-31,1170.06374
1996-11-29,1203.11027
1996-12-31,1168.71133
1997-01-31,1117.8256101869058
1997-02-28,1131.4844633486846
1997-03-31,1134.4833636418448
1997-04-30,1144.328324164223
1997-05-30,1219.7197280389926
1997-06-30,1300.8639330126782
1997-07-31,1326.0021034610563
1997-08-29,1204.1143631948673
1997-09-30,1272.5775984670656
1997-10-31,1142.4118991008788
1997-11-28,1138.9775792004698
1997-12-31,1142.2890989497214
1998-01-30,1193.7043193071297
1998-02-27,1268.0653774862944
1998-03-31,1276.5667972647514
1998-04-30,1287.2573784321194
1998-05-29,1286.8142999248755
1998-06-30,1302.4001802935054
1998-07-31,1322.6461101977272
1998-08-31,1160.1206147723005
1998-09-30,1130.2631762447552
1998-10-30,1255.217998866248
1998-11-30,1316.2199643916667
1998-12-31,1387.6861580429513
1999-01-29,1390.3258145399727
1999-02-26,1330.8334481532133
1999-03-31,1350.234551922414
1999-04-30,1374.3926116727969
1999-05-31,1317.1332882967617
1999-06-30,1380.2473242530684
1999-07-30,1416.5953826785524
1999-08-31,1427.7105475465294
1999-09-30,1465.9183168067723
1999-10-29,1539.6192580630156
1999-11-30,1666.4964563902097
1999-12-31,1869.5601126662825
2000-01-31,1774.446119681203
2000-02-29,1898.6409180765916
2000-03-31,1915.6163354507146
2000-04-28,1763.5135071401817
2000-05-31,1663.366060307037
2000-06-30,1727.7409771752768
2000-07-31,1596.3547596437215
2000-08-31,1607.7149702317163
2000-09-29,1486.1416277463998
2000-10-31,1410.8028861500345
2000-11-30,1345.0532502321576
2000-12-29,1357.007626661992
2001-01-01,1357.007626661992
2001-01-02,1346.13828897021
2001-01-03,1329.1658744882486
2001-01-04,1356.6290031316676
2001-01-05,1358.291093176608
2001-01-08,1345.3835245672708
2001-01-09,1319.5897417256544
2001-01-10,1312.8508827888552
2001-01-11,1330.3038014566341
2001-01-12,1350.8111409623375
2001-01-15,1344.539610607788
2001-01-16,1337.2209519766286
2001-01-17,1355.2458200106796
2001-01-18,1374.0511673679487
2001-01-19,1372.576778440141
2001-01-22,1371.0248933810867
2001-01-23,1366.5153329464881
2001-01-24,1352.9455275004048
2001-01-25,1353.0648960361107
2001-01-26,1344.93162203263
2001-01-29,1341.5177708374686
2001-01-30,1343.624920376754
2001-01-31,1362.7737971337835
2001-02-01,1362.2970552527665
2001-02-02,1338.3604902106158
2001-02-05,1331.6227371876187
2001-02-06,1328.4063134714413
2001-02-07,1311.8343802808363
2001-02-08,1296.9659759098924
2001-02-09,1280.0746082375872
2001-02-12,1294.3916981608154
2001-02-13,1280.1154197405
2001-02-14,1250.1858421102006
2001-02-15,1259.5632794985586
2001-02-16,1249.6038586935877
2001-02-19,1244.630432991435
2001-02-20,1232.395457770867
2001-02-21,1216.1802016824906
2001-02-22,1201.2539147916812
2001-02-23,1184.7154442424348
2001-02-26,1200.5690359705452
2001-02-27,1210.2156590417721
2001-02-28,1200.4068242632454
2001-03-01,1190.3896982436675
2001-03-02,1183.9187114210938
2001-03-05,1191.434265245018
2001-03-06,1214.8574993310476
2001-03-07,1213.3432955387418
2001-03-08,1204.6170381727748
2001-03-09,1192.0666080972173
2001-03-12,1151.1576819193258
2001-03-13,1126.6598508327734
2001-03-14,1110.919599110879
2001-03-15,1127.0910698751247
2001-03-16,1101.4912651890565
2001-03-19,1101.546519367706
2001-03-20,1117.4526437227516
2001-03-21,1117.6171211548772
2001-03-22,1070.0958759384657
2001-03-23,1116.1644114763305
2001-03-26,1158.5882917770737
2001-03-27,1167.2982447072002
2001-03-28,1152.472916120005
2001-03-29,1122.7597712121924
2001-03-30,1117.8317160542563
2001-04-02,1105.8934884681692
2001-04-03,1090.9735996607612
2001-04-04,1108.3792070638533
2001-04-05,1133.077887796205
2001-04-06,1136.773398680529
2001-04-09,1128.9752075240858
2001-04-10,1130.7187064279815
2001-04-11,1142.275582702879
2001-04-12,1155.5363630245406
2001-04-13,1153.6448448960484
2001-04-16,1141.9237308006088
2001-04-17,1131.9768859087917
2001-04-18,1166.8265893974153
2001-04-19,1189.770458805592
2001-04-20,1187.5006522899084
2001-04-23,1171.796606643952
2001-04-24,1169.475875092758
2001-04-25,1172.9339528819655
2001-04-26,1187.9409328632496
2001-04-27,1188.2509092933037
2001-04-30,1198.0388755003758
2001-05-01,1219.8202832317734
2001-05-02,1221.5733341508885
2001-05-03,1211.484827596859
2001-05-04,1212.5022927349983
2001-05-07,1216.3195317279494
2001-05-08,1202.481837030441
2001-05-09,1189.2248548345387
2001-05-10,1199.2630856253936
2001-05-11,1191.1783217321142
2001-05-14,1171.8691830807693
2001-05-15,1181.2405564767034
2001-05-16,1175.463435430699
2001-05-17,1194.099042835265
2001-05-18,1191.2688299527608
2001-05-21,1200.6942435281046
2001-05-22,1201.4858813188207
2001-05-23,1197.0763657238952
2001-05-24,1192.0408640954151
2001-05-25,1181.0679562850075
2001-05-28,1183.0637140061483
2001-05-29,1176.383561447325
2001-05-30,1155.3879966505162
2001-05-31,1143.9072902446974
2001-06-01,1140.1288327853092
2001-06-04,1143.2961623066076
2001-06-05,1150.0928082149228
2001-06-06,1146.5780735779488
2001-06-07,1149.62220654941
2001-06-08,1147.6950788622842
2001-06-11,1128.5542592630059
2001-06-12,1100.0515655013849
2001-06-13,1107.2614266155676
2001-06-14,1104.366870370872
2001-06-15,1094.1086127531219
2001-06-18,1083.363789392662
2001-06-19,1080.8563579960266
2001-06-20,1072.2985221615618
2001-06-21,1076.6738609515676
2001-06-22,1082.5426909859345
2001-06-25,1082.3103140345052
2001-06-26,1074.649452711012
2001-06-27,1067.265698359225
2001-06-28,1065.4246129048818
2001-06-29,1080.3389060405748
2001-07-02,1086.7722237354346
2001-07-03,1080.3270420560502
2001-07-04,1068.703202799975
2001-07-05,1047.825253842467
2001-07-06,1027.9329638047498
2001-07-09,1030.149623475514
2001-07-10,1032.5480354755634
2001-07-11,1025.5537891260446
2001-07-12,1034.616453614598
2001-07-13,1032.689620162249
2001-07-16,1030.772996398584
2001-07-17,1019.0991482956266
2001-07-18,1020.584874773863
2001-07-19,1038.4509322082774
2001-07-20,1032.7017401579074
2001-07-23,1023.4506274746255
2001-07-24,1023.7595510008625
2001-07-25,1018.0947927328519
2001-07-26,1020.293246490794
2001-07-27,1028.347308588532
2001-07-30,1032.1699443253144
2001-07-31,1048.4048949481128
2001-08-01,1058.336156544369
2001-08-02,1072.9683985295956
2001-08-03,1064.9609600523427
2001-08-06,1060.707085609972
2001-08-07,1059.865575985187
2001-08-08,1049.5643816603174
2001-08-09,1033.0539689291068
2001-08-10,1031.329647574809
2001-08-13,1034.4725486146679
2001-08-14,1049.168654737551
2001-08-15,1057.3401423358437
2001-08-16,1042.120661623251
2001-08-17,1031.2270637793874
2001-08-20,1020.6300113924293
2001-08-21,1028.4232440440487
2001-08-22,1034.2674981691284
2001-08-23,1027.0458724666491
2001-08-24,1038.7178667910075
2001-08-27,1039.0778733643724
2001-08-28,1025.3777956074007
2001-08-29,1019.6014068097388
2001-08-30,998.7736444039502
2001-08-31,994.866393669734
2001-09-03,976.5230899894281
2001-09-04,980.9860398763384
2001-09-05,958.9788163646444
2001-09-06,944.4496079696104
2001-09-07,939.2175785758756
2001-09-10,924.3358759564236
2001-09-11,901.029084428409
2001-09-12,886.652342195985
2001-09-13,894.4258450195911
2001-09-14,884.3649148932182
2001-09-17,878.7681228077777
2001-09-18,880.5687782237242
2001-09-19,885.2646725124171
2001-09-20,860.6419358724544
2001-09-21,830.4128834223449
2001-09-24,855.7528983709299
2001-09-25,875.4804593373183
2001-09-26,875.3833031634939
2001-09-27,877.6254254396586
2001-09-28,895.7413032921355
2001-10-01,890.4053798641128
2001-10-02,902.1400450527934
2001-10-03,899.6154186209619
2001-10-04,923.030747577698
2001-10-05,925.7870892873965
2001-10-08,928.1759888909487
2001-10-09,921.6270037622238
2001-10-10,929.3717981941522
2001-10-11,942.6945747092586
2001-10-12,946.6349734346092
2001-10-15,934.4188305717449
2001-10-16,944.9773574593493
2001-10-17,961.6314728066591
2001-10-18,943.3634480058795
2001-10-19,936.0547336321359
2001-10-22,942.9529161175192
2001-10-23,960.155943603924
2001-10-24,967.1216837239481
2001-10-25,957.9644173390221
2001-10-26,964.6519476720512
2001-10-29,954.3432755053245
2001-10-30,935.7797004197523
2001-10-31,935.3337564070091
2001-11-01,946.7980891286804
2001-11-02,946.4015788263185
2001-11-05,963.0287203514994
2001-11-06,971.0402562532291
2001-11-07,969.0434552112725
2001-11-08,982.5414085418909
2001-11-09,973.2113983121867
2001-11-12,955.4135931132707
2001-11-13,962.309154204878
2001-11-14,970.6050879767304
2001-11-15,983.584122267505
2001-11-16,990.4028219133519
2001-11-19,998.1450157831756
2001-11-20,990.3153926087766
2001-11-21,980.9502829673805
2001-11-22,988.3697537909632
2001-11-23,982.6472602298832
2001-11-26,992.4226902821459
2001-11-27,985.5285649778104
2001-11-28,972.9549107758193
2001-11-29,973.0695801310849
2001-11-30,990.3225392094251
2001-12-03,977.2966042595349
2001-12-04,989.1971370659279
2001-12-05,1011.8907083135414
2001-12-06,1013.3235786707461
2001-12-07,1003.4776815876063
2001-12-10,983.7634477090387
2001-12-11,985.3144881591088
2001-12-12,990.1322515431319
2001-12-13,971.2637306751615
2001-12-14,964.3925034652774
2001-12-17,975.963226862286
2001-12-18,976.8120568555024
2001-12-19,970.0228148883119
2001-12-20,968.3488674641104
2001-12-21,967.3394683313018
2001-12-24,960.658783309531
2001-12-25,958.9050888176487
2001-12-26,956.6556834751665
2001-12-27,977.9190072343469
2001-12-28,985.4270948038576
2001-12-31,992.2119720954986
2002-01-01,992.2119720954986
2002-01-02,991.456638568144
2002-01-03,999.6193342715852
2002-01-04,1004.1854770281798
2002-01-07,995.8785522415999
2002-01-08,978.281970928365
2002-01-09,976.651470016518
2002-01-10,967.3035002553332
2002-01-11,969.8701734620988
2002-01-14,958.0673243249149
2002-01-15,956.3190563873304
2002-01-16,944.3197575528865
2002-01-17,949.1278730566521
2002-01-18,952.4705232383584
2002-01-21,946.5356059815493
2002-01-22,939.4669523819822
2002-01-23,943.7825449047133
2002-01-24,951.2744474311006
2002-01-25,940.1974379335055
2002-01-28,947.0328986687406
2002-01-29,934.3677117339032
2002-01-30,922.12457772237
2002-01-31,931.2383651950623
2002-02-01,927.9235670145713
2002-02-04,923.0310905519082
2002-02-05,907.9277307179839
2002-02-06,903.5956229332932
2002-02-07,913.6812736907567
2002-02-08,914.2343420588738
2002-02-11,927.1892683799865
2002-02-12,933.1327410437998
2002-02-13,936.9013130694182
2002-02-14,943.5106333683844
2002-02-15,937.2222078018763
2002-02-18,931.8519087776797
2002-02-19,916.5030493787057
2002-02-20,911.4785221414139
2002-02-21,923.9373190659925
2002-02-22,923.4238710376471
2002-02-25,925.8208084498051
2002-02-26,925.4323058827638
2002-02-27,938.9951892520533
2002-02-28,945.5921193463483
2002-03-01,952.9118567684989
2002-03-04,984.7517392428546
2002-03-05,980.8703295159776
2002-03-06,988.7689843015606
2002-03-07,1011.8426855974734
2002-03-08,1010.2362795118514
2002-03-11,1010.7550806763344
2002-03-12,994.3446834168893
2002-03-13,985.9834903503289
2002-03-14,997.1737396537094
2002-03-15,1004.291172367729
2002-03-18,999.5909749524328
2002-03-19,1008.4014318709508
2002-03-20,999.5865553810426
2002-03-21,993.7833983714412
2002-03-22,988.6368966371203
2002-03-25,980.842113020394
2002-03-26,980.9578081978253
2002-03-27,981.5402956303753
2002-03-28,989.6514614517424
2002-03-29,983.8628826121785
2002-04-01,986.6299381312792
2002-04-02,986.589824133018
2002-04-03,988.5985073975402
2002-04-04,985.7871331181813
2002-04-05,982.2717595871773
2002-04-08,971.0003047725802
2002-04-09,970.2051056532822
2002-04-10,977.648832865055
2002-04-11,967.6484521968217
2002-04-12,963.5591902082482
2002-04-15,972.9462619895603
2002-04-16,990.3727900297772
2002-04-17,1000.497417951412
2002-04-18,998.4367546405559
2002-04-19,993.0761717208674
2002-04-22,991.377033756629
2002-04-23,991.0268028967963
2002-04-24,986.8300341536818
2002-04-25,989.147517574428
2002-04-26,985.951231174832
2002-04-29,983.7755807044729
2002-04-30,986.4457061806913
2002-05-01,994.7574255902592
2002-05-02,985.5573918000139
2002-05-03,988.954187455638
2002-05-06,987.9424287603099
2002-05-07,977.2366144853439
2002-05-08,989.4507837081248
2002-05-09,989.4624499242368
2002-05-10,984.8085536622826
2002-05-13,987.0707534814969
2002-05-14,986.0617358253905
2002-05-15,999.437896198935
2002-05-16,1002.362254557881
2002-05-17,1013.0494587025353
2002-05-20,1011.4150076451784
2002-05-21,1009.3194343228168
2002-05-22,1009.6688473385432
2002-05-23,1002.8241589705732
2002-05-24,1006.0525443676041
2002-05-27,1003.1552505658157
2002-05-28,1006.39037022937
2002-05-29,1004.7564279855968
2002-05-30,1002.1533397810739
2002-05-31,1001.094101439022
2002-06-03,1000.4902161382978
2002-06-04,982.2435843051123
2002-06-05,978.6089846439427
2002-06-06,982.5348490671125
2002-06-07,970.2256177103773
2002-06-10,968.0293443072627
2002-06-11,971.4367232777496
2002-06-12,956.3433675970201
2002-06-13,947.625829461709
2002-06-14,932.0413687231606
2002-06-17,941.3171061369413
2002-06-18,947.5067991028433
2002-06-19,936.7107858924229
2002-06-20,933.9009018009259
2002-06-21,930.3978155347519
2002-06-24,924.053147532104
2002-06-25,933.7705168371514
2002-06-26,929.9063637695665
2002-06-27,940.2415199344537
2002-06-28,975.318120276541
2002-07-01,971.851820231571
2002-07-02,955.6162057506368
2002-07-03,944.4432492573856
2002-07-04,953.0412643440999
2002-07-05,974.9885761395225
2002-07-08,984.6026107098055
2002-07-09,986.8497065824037
2002-07-10,954.2212689198434
2002-07-11,931.3700565463945
2002-07-12,933.9154512332916
2002-07-15,913.1627839280065
2002-07-16,905.6276391543197
2002-07-17,916.4774780732419
2002-07-18,923.7541599303911
2002-07-19,896.3659422727585
2002-07-22,864.7621596290215
2002-07-23,844.3767768999138
2002-07-24,833.2582333256488
2002-07-25,848.091868005694
2002-07-26,832.3889277090082
2002-07-29,857.6442795262657
2002-07-30,869.6863320206504
2002-07-31,864.8825522474585
2002-08-01,847.3465599888748
2002-08-02,844.4925588998983
2002-08-05,826.0058147613944
2002-08-06,827.4116606719135
2002-08-07,839.4697653783251
2002-08-08,855.7696919601866
2002-08-09,871.3073451429311
2002-08-12,860.1864495904348
2002-08-13,864.5021483490856
2002-08-14,859.8073435896451
2002-08-15,871.6956742560216
2002-08-16,878.6652612412016
2002-08-19,880.2224567085535
2002-08-20,870.6230005219204
2002-08-21,883.5679604830206
2002-08-22,891.0150995809407
2002-08-23,884.3514790676032
2002-08-26,880.1533478535129
2002-08-27,892.6620782462741
2002-08-28,869.8958266926119
2002-08-29,858.4683880072464
2002-08-30,863.7809330498936
2002-09-02,852.2502716750961
2002-09-03,832.1559474258291
2002-09-04,827.3668204390185
2002-09-05,829.2725690971921
2002-09-06,838.2345503395119
2002-09-09,833.0221777987271
2002-09-10,837.522821823493
2002-09-11,851.8645874506806
2002-09-12,836.8129051656379
2002-09-13,821.5583190504163
2002-09-16,812.3209472858289
2002-09-17,813.9247444571636
2002-09-18,802.9994130299774
2002-09-19,800.3058135727533
2002-09-20,790.6793595051555
2002-09-23,776.7993001608656
2002-09-24,766.96609102987
2002-09-25,768.8528276790615
2002-09-26,792.9269022720479
2002-09-27,795.4039884511343
2002-09-30,779.727224250985
2002-10-01,778.3357306564417
2002-10-02,790.9099166756548
2002-10-03,784.1969631725982
2002-10-04,776.0348012358627
2002-10-07,761.1621433677735
2002-10-08,752.9767901814579
2002-10-09,748.618794444901
2002-10-10,755.3540631936331
2002-10-11,778.9230393020688
2002-10-14,776.0272948585177
2002-10-15,806.9518532869554
2002-10-16,801.4377745453137
2002-10-17,811.8674952352599
2002-10-18,812.4250811951537
2002-10-21,813.1135864877198
2002-10-22,803.2077136038722
2002-10-23,792.1867015511561
2002-10-24,800.8806206271587
2002-10-25,807.6590596854064
2002-10-28,817.8662233463823
2002-10-29,797.437683412029
2002-10-30,810.8880696889003
2002-10-31,822.4119321387894
2002-11-01,822.9649165508906
2002-11-04,839.7656859852316
2002-11-05,850.8520123114052
2002-11-06,843.6957473536962
2002-11-07,836.1133477383235
2002-11-08,829.3466197545372
2002-11-11,818.6173513930532
2002-11-12,823.7741135792559
2002-11-13,818.959616863525
2002-11-14,826.5300117298697
2002-11-15,836.5579799706894
2002-11-18,836.9950043126479
2002-11-19,834.268404904266
2002-11-20,830.1715966066785
2002-11-21,847.0133304922094
2002-11-22,848.8556517203897
2002-11-25,847.4551975258421
2002-11-26,836.6326057569213
2002-11-27,848.6749886289126
2002-11-28,858.0426535283226
2002-11-29,853.9819548510953
2002-12-02,849.852167972425
2002-12-03,840.6631795016435
2002-12-04,838.2370849778006
2002-12-05,828.0624872457447
2002-12-06,832.1492490875261
2002-12-09,822.2615429650342
2002-12-10,823.5758303384056
2002-12-11,823.4457443959859
2002-12-12,823.3695423357789
2002-12-13,820.8609948567932
2002-12-16,826.9070243295578
2002-12-17,829.9495547887636
2002-12-18,813.5608029478567
2002-12-19,814.6287914109229
2002-12-20,817.4105678241569
2002-12-23,819.7993829661124
2002-12-24,825.7063570322935
2002-12-25,824.7040158174149
2002-12-26,829.946458841503
2002-12-27,818.6752522554375
2002-12-30,825.0750625878512
2002-12-31,829.0909473681436
2003-01-01,829.0909473681436
2003-01-02,837.3051007213261
2003-01-03,843.4775754591523
2003-01-06,857.8960175579795
2003-01-07,848.545386694958
2003-01-08,833.8855453420939
2003-01-09,844.2302284883974
2003-01-10,845.2011565503391
2003-01-13,847.2098325065066
2003-01-14,854.9918232181014
2003-01-15,849.8713125695135
2003-01-16,846.3018866971385
2003-01-17,838.584686127505
2003-01-20,829.7340297214419
2003-01-21,828.2711716097353
2003-01-22,817.7789074405212
2003-01-23,821.4931963819967
2003-01-24,815.4130001466297
2003-01-27,794.8305581342397
2003-01-28,792.8486894755989
2003-01-29,797.0632714173664
2003-01-30,797.4967760661222
2003-01-31,795.29907459845
2003-02-03,800.891978555228
2003-02-04,795.2279334616693
2003-02-05,798.2372879981363
2003-02-06,785.7274786187222
2003-02-07,779.9100712512454
2003-02-10,774.8942308351471
2003-02-11,780.8654691256053
2003-02-12,776.0056051992361
2003-02-13,775.7474086977543
2003-02-14,785.3254974834373
2003-02-17,791.2110386202006
2003-02-18,796.5934363738318
2003-02-19,789.3669442867323
2003-02-20,789.4985332826375
2003-02-21,791.6529913015842
2003-02-24,791.8872808743683
2003-02-25,773.8564885463438
2003-02-26,774.3957935436279
2003-02-27,775.334804449142
2003-02-28,782.611766808973
2003-03-03,792.867654831998
2003-03-04,786.3998103884976
2003-03-05,783.4012455530934
2003-03-06,774.2371147016918
2003-03-07,763.7661385757671
2003-03-10,754.1425028902648
2003-03-11,746.1129584613049
2003-03-12,735.9719548640811
2003-03-13,744.0083824353518
2003-03-14,761.4596790896968
2003-03-17,770.435459244248
2003-03-18,771.633715939566
2003-03-19,778.7692174528543
2003-03-20,783.3658284083953
2003-03-21,791.8177477626863
2003-03-24,783.9525242859684
2003-03-25,788.4293868118502
2003-03-26,791.1920169687066
2003-03-27,786.959648520275
2003-03-28,785.7502779926884
2003-03-31,769.9028308891732
2003-04-01,776.6930556191013
2003-04-02,788.4681183586564
2003-04-03,788.791837199086
2003-04-04,793.1981398869517
2003-04-07,807.7317254620418
2003-04-08,802.1935756794979
2003-04-09,800.5283077633948
2003-04-10,795.7853639968613
2003-04-11,789.9419187116492
2003-04-14,793.10219451222
2003-04-15,805.660287580067
2003-04-16,805.0697250546112
2003-04-17,814.2317593922194
2003-04-18,814.7429656713168
2003-04-21,812.3773282982654
2003-04-22,817.5431020003593
2003-04-23,819.2049586898511
2003-04-24,820.1568847935208
2003-04-25,807.0710178643551
2003-04-28,815.2531139304554
2003-04-29,814.6007554170804
2003-04-30,830.5488559740385
2003-05-01,836.8900633465511
2003-05-02,833.5583078711156
2003-05-05,844.2251804046856
2003-05-06,860.0877341539923
2003-05-07,860.6874187650789
2003-05-08,849.7566162230455
2003-05-09,856.1861937346665
2003-05-12,861.8016446325709
2003-05-13,859.8608339674214
2003-05-14,859.3976031127
2003-05-15,859.5697511179387
2003-05-16,863.9740863199796
2003-05-19,853.0177489406727
2003-05-20,853.4256007881221
2003-05-21,848.2035545108723
2003-05-22,856.5455953948087
2003-05-23,863.627890163792
2003-05-26,866.1201839200324
2003-05-27,867.6690128335032
2003-05-28,869.7312425441795
2003-05-29,878.4279260136813
2003-05-30,876.2450536147386
2003-06-02,893.9662960868944
2003-06-03,889.2328757707874
2003-06-04,894.6945896504492
2003-06-05,902.8653924363128
2003-06-06,907.8288379500395
2003-06-09,909.3047490717543
2003-06-10,905.9476949258064
2003-06-11,917.6270930670255
2003-06-12,921.2589928595543
2003-06-13,919.8613830986765
2003-06-16,929.1350831606701
2003-06-17,936.8713334771916
2003-06-18,934.2792915902461
2003-06-19,927.9265036123576
2003-06-20,929.5058908671353
2003-06-23,914.3376402638075
2003-06-24,904.2867473171993
2003-06-25,908.9224223095212
2003-06-26,898.5326024881617
2003-06-27,903.3744441946692
2003-06-30,898.5832802483266
2003-07-01,899.846602079281
2003-07-02,916.8520355926083
2003-07-03,924.5969989547447
2003-07-04,917.5862639266596
2003-07-07,931.0032831827515
2003-07-08,930.8786140215356
