Date,KOKUSAI INDEX (WORLD ex JP) GROWTH
1989-03-31,534.36236
1989-04-28,559.92754
1989-05-31,561.14634
1989-06-30,568.0935
1989-07-31,631.74376
1989-08-31,634.31896
1989-09-29,638.89271
1989-10-31,617.74504
1989-11-30,639.20156
1989-12-29,669.58249
1990-01-31,639.42856
1990-02-28,632.83012
1990-03-30,649.68267
1990-04-30,635.94568
1990-05-31,699.56367
1990-06-29,717.02945
1990-07-31,730.41139
1990-08-31,662.6341
1990-09-28,610.95608
1990-10-31,635.75879
1990-11-30,655.61047
1990-12-31,662.33297
1991-01-31,687.95619
1991-02-28,743.14083
1991-03-29,738.96975
1991-04-30,739.19956
1991-05-31,763.71995
1991-06-28,721.22012
1991-07-31,762.48524
1991-08-30,780.05193
1991-09-30,776.54017
1991-10-31,781.18322
1991-11-29,765.38439
1991-12-31,852.51853
1992-01-31,841.52617
1992-02-28,845.20166
1992-03-31,824.29265
1992-04-30,841.64321
1992-05-29,865.22014
1992-06-30,850.03343
1992-07-31,858.17474
1992-08-31,847.11044
1992-09-30,843.51286
1992-10-30,832.12423
1992-11-30,849.93692
1992-12-31,859.33483
1993-01-29,848.35253
1993-02-26,848.67833
1993-03-31,868.65187
1993-04-30,857.45156
1993-05-31,878.74045
1993-06-30,864.01351
1993-07-30,852.18947
1993-08-31,900.94755
1993-09-30,889.70832
1993-10-29,933.95633
1993-11-30,924.07381
1993-12-31,963.93439
1994-01-31,993.29388
1994-02-28,962.47861
1994-03-31,919.32983
1994-04-29,941.25328
1994-05-31,935.60262
1994-06-30,909.74684
1994-07-29,947.30701
1994-08-31,991.97504
1994-09-30,970.97524
1994-10-31,995.76275
1994-11-30,959.16673
1994-12-30,972.08651
1995-01-31,972.07099
1995-02-28,1009.10335
1995-03-31,1046.79561
1995-04-28,1075.87136
1995-05-31,1110.74801
1995-06-30,1137.53566
1995-07-31,1181.78067
1995-08-31,1160.53
1995-09-29,1208.48845
1995-10-31,1213.74357
1995-11-30,1241.2538
1995-12-29,1262.09667
1996-01-31,1300.1926
1996-02-29,1319.8979
1996-03-29,1330.21748
1996-04-30,1346.97026
1996-05-31,1380.15947
1996-06-28,1393.78441
1996-07-31,1346.21064
1996-08-30,1377.55623
1996-09-30,1445.65203
1996-10-31,1475.87149
1996-11-29,1565.4984
1996-12-31,1556.97545
1997-01-31,1623.047378698036
1997-02-28,1633.568815164073
1997-03-31,1597.279955831354
1997-04-30,1667.840214106572
1997-05-30,1751.5316231757704
1997-06-30,1845.0257398557246
1997-07-31,1951.7958504929811
1997-08-29,1809.849756409986
1997-09-30,1929.3821443836646
1997-10-31,1826.0843604111672
1997-11-28,1888.8278396039252
1997-12-31,1920.7132260664146
1998-01-30,1986.0973505909442
1998-02-27,2147.1703474214223
1998-03-31,2250.9055016616603
1998-04-30,2262.225416714051
1998-05-29,2250.531740788863
1998-06-30,2355.9017590830085
1998-07-31,2351.9961259676907
1998-08-31,2076.807662161502
1998-09-30,2131.9857870623428
1998-10-30,2304.8593524308294
1998-11-30,2459.9050225585715
1998-12-31,2647.2962898250735
1999-01-29,2749.598390936583
1999-02-26,2632.2581634718586
1999-03-31,2704.7667534261564
1999-04-30,2686.945980301161
1999-05-31,2597.1537407412
1999-06-30,2745.0872516598606
1999-07-30,2673.174179823536
1999-08-31,2716.220835517107
1999-09-30,2692.924140178647
1999-10-29,2872.733565156866
1999-11-30,3025.2246109074476
1999-12-31,3382.0905260020354
2000-01-31,3173.406369729329
2000-02-29,3296.042303360841
2000-03-31,3503.9752339676197
2000-04-28,3292.3288024752874
2000-05-31,3112.628235008109
2000-06-30,3297.1856612030415
2000-07-31,3168.1070110045516
2000-08-31,3254.7937588168165
2000-09-29,2967.339931062668
2000-10-31,2866.9813948618184
2000-11-30,2631.235105306822
2000-12-29,2606.2701088833046
2001-01-01,2606.2701088833046
2001-01-02,2531.6447274164893
2001-01-03,2628.2140625781763
2001-01-04,2629.5726144700725
2001-01-05,2575.828655076787
2001-01-08,2555.7527514010217
2001-01-09,2553.118624788493
2001-01-10,2566.3818832030656
2001-01-11,2623.3378589337817
2001-01-12,2625.9388140767533
2001-01-15,2622.4519527448665
2001-01-16,2610.177974028166
2001-01-17,2636.071445557389
2001-01-18,2689.3277454122663
2001-01-19,2685.344499379167
2001-01-22,2679.601996318935
2001-01-23,2700.750624505045
2001-01-24,2696.003762826397
2001-01-25,2670.70400444531
2001-01-26,2672.596967193604
2001-01-29,2677.711371565844
2001-01-30,2688.2650206112544
2001-01-31,2689.3892099966884
2001-02-01,2700.9236892455665
2001-02-02,2642.07015166138
2001-02-05,2641.322165028467
2001-02-06,2641.8103520715645
2001-02-07,2603.371429793859
2001-02-08,2563.799605214432
2001-02-09,2507.7335362641434
2001-02-12,2547.186997328523
2001-02-13,2512.537343109643
2001-02-14,2501.021832619824
2001-02-15,2522.370977577266
2001-02-16,2458.7204658933315
2001-02-19,2459.727813573227
2001-02-20,2406.3001787099715
2001-02-21,2375.3477338492157
2001-02-22,2356.257922954167
2001-02-23,2332.736295604591
2001-02-26,2369.311875354614
2001-02-27,2357.6080503084618
2001-02-28,2333.411990219705
2001-03-01,2341.360431648272
2001-03-02,2319.3935952828083
2001-03-05,2333.7535256067004
2001-03-06,2358.781110835481
2001-03-07,2357.7766093422806
2001-03-08,2346.608307716802
2001-03-09,2291.0109482149733
2001-03-12,2192.4055797799547
2001-03-13,2205.171452074581
2001-03-14,2158.724585736534
2001-03-15,2167.4731011084964
2001-03-16,2108.9855212292327
2001-03-19,2127.309248387087
2001-03-20,2109.614898493776
2001-03-21,2071.282436343566
2001-03-22,2039.7195068627539
2001-03-23,2094.6589604703136
2001-03-26,2128.867444900526
2001-03-27,2180.856741905369
2001-03-28,2124.260686755327
2001-03-29,2108.241942743978
2001-03-30,2124.658572713656
2001-04-02,2100.032852108626
2001-04-03,2028.281178833563
2001-04-04,2041.2111339898609
2001-04-05,2120.9323519408367
2001-04-06,2098.204248512108
2001-04-09,2114.652904187058
2001-04-10,2158.22930248425
2001-04-11,2155.593895551925
2001-04-12,2187.11978454586
2001-04-13,2187.11978454586
2001-04-16,2168.27039384095
2001-04-17,2180.860135090645
2001-04-18,2259.8814153420367
2001-04-19,2303.749354253334
2001-04-20,2298.518443937167
2001-04-23,2252.489295792279
2001-04-24,2224.0388664479897
2001-04-25,2253.5739772913507
2001-04-26,2266.9778754269037
2001-04-27,2296.409012811137
2001-04-30,2305.382397255452
2001-05-01,2331.547129336626
2001-05-02,2340.2160354006905
2001-05-03,2297.9269670959825
2001-05-04,2327.6327871728877
2001-05-07,2326.7461446033612
2001-05-08,2326.8830451762915
2001-05-09,2304.5811790069743
2001-05-10,2315.6307576411737
2001-05-11,2292.1324690634215
2001-05-14,2273.0764117959857
2001-05-15,2285.3387115913965
2001-05-16,2336.7550802160586
2001-05-17,2349.158632084884
2001-05-18,2348.951316348789
2001-05-21,2380.5656850195087
2001-05-22,2376.0931948523366
2001-05-23,2338.075665521222
2001-05-24,2344.5296369793314
2001-05-25,2315.8395895067783
2001-05-28,2319.6233968819297
2001-05-29,2294.5236780129535
2001-05-30,2255.452755264821
2001-05-31,2251.511369514309
2001-06-01,2262.5335653030415
2001-06-04,2276.41781895479
2001-06-05,2310.5340319236275
2001-06-06,2292.9222363203
2001-06-07,2310.779946948465
2001-06-08,2290.06599570838
2001-06-11,2257.4284830696984
2001-06-12,2244.7230455176245
2001-06-13,2231.0850377523943
2001-06-14,2205.080680670295
2001-06-15,2185.2787768201415
2001-06-18,2173.8521462813965
2001-06-19,2176.892264413227
2001-06-20,2189.9887565317536
2001-06-21,2204.176008777421
2001-06-22,2190.638335419163
2001-06-25,2187.404477991978
2001-06-26,2170.3868650304726
2001-06-27,2161.392535784584
2001-06-28,2189.148286292804
2001-06-29,2182.4929700745042
2001-07-02,2212.86147678546
2001-07-03,2198.979362338401
2001-07-04,2189.8480479625437
2001-07-05,2145.835363331296
2001-07-06,2096.0108560220765
2001-07-09,2114.3438724392713
2001-07-10,2091.154049520104
2001-07-11,2087.2558966942124
2001-07-12,2129.917318344376
2001-07-13,2143.3067870697337
2001-07-16,2121.8621769480524
2001-07-17,2130.1035266693452
2001-07-18,2132.5546972725156
2001-07-19,2159.5868562164064
2001-07-20,2148.6652325137948
2001-07-23,2118.4308446696364
2001-07-24,2096.1949168358124
2001-07-25,2110.4125266214855
2001-07-26,2121.7345903437376
2001-07-27,2136.411820456333
2001-07-30,2145.4149772600294
2001-07-31,2168.562654707669
2001-08-01,2182.428148699784
2001-08-02,2193.575773853941
2001-08-03,2180.310700467404
2001-08-06,2159.083977767606
2001-08-07,2163.9528201578873
2001-08-08,2124.31407110679
2001-08-09,2119.0767320301006
2001-08-10,2123.3847581498485
2001-08-13,2132.0224492348816
2001-08-14,2134.07591656509
2001-08-15,2127.019561195564
2001-08-16,2125.3205974243533
2001-08-17,2089.6889879927276
2001-08-20,2099.3011524468634
2001-08-21,2084.639300522562
2001-08-22,2100.837752425867
2001-08-23,2092.5435442810626
2001-08-24,2138.8230219629045
2001-08-27,2131.8624146751495
2001-08-28,2096.905991435773
2001-08-29,2076.979073634328
2001-08-30,2031.553809565255
2001-08-31,2034.1674779038526
2001-09-03,2024.700596125924
2001-09-04,2021.4324688372392
2001-09-05,2015.671581737378
2001-09-06,1966.2612828672493
2001-09-07,1939.2346511357855
2001-09-10,1943.777097462121
2001-09-11,1901.64801200628
2001-09-12,1916.857412142519
2001-09-13,1927.1199239640496
2001-09-14,1899.842961141988
2001-09-17,1862.188557454796
2001-09-18,1845.590318148647
2001-09-19,1820.5048175136053
2001-09-20,1760.3665204761717
2001-09-21,1713.2057254287286
2001-09-24,1792.5743974744628
2001-09-25,1815.8274517707518
2001-09-26,1816.2116233307438
2001-09-27,1836.1603329338234
2001-09-28,1869.6622374604794
2001-10-01,1863.1372716439291
2001-10-02,1877.8403378518456
2001-10-03,1909.6078910093665
2001-10-04,1924.1027412762976
2001-10-05,1938.696351760902
2001-10-08,1934.5366736785288
2001-10-09,1919.358672952957
2001-10-10,1958.6959221335153
2001-10-11,1983.9436354438737
2001-10-12,1980.3016398474435
2001-10-15,1970.3952353252466
2001-10-16,1984.0175507600861
2001-10-17,1970.7611850171554
2001-10-18,1956.6385796896527
2001-10-19,1956.1028736826572
2001-10-22,1985.975262811655
2001-10-23,1991.560962377359
2001-10-24,2004.955224565733
2001-10-25,2010.0125041086017
2001-10-26,2022.2980328550827
2001-10-29,1979.3144123019456
2001-10-30,1946.1405523397812
2001-10-31,1952.7389892594606
2001-11-01,1994.880676529749
2001-11-02,2001.1015578967842
2001-11-05,2033.4674692456542
2001-11-06,2060.018257573027
2001-11-07,2061.765374030016
2001-11-08,2071.7239498114272
2001-11-09,2065.67010006424
2001-11-12,2050.660433448367
2001-11-13,2087.1751005913416
2001-11-14,2099.9020347831647
2001-11-15,2108.26981553258
2001-11-16,2109.33431593398
2001-11-19,2128.030009694893
2001-11-20,2105.0483581389653
2001-11-21,2095.5020795094915
2001-11-22,2104.4804612410676
2001-11-23,2110.9531132953803
2001-11-26,2124.0919496291026
2001-11-27,2104.41974184598
2001-11-28,2076.118538802213
2001-11-29,2093.1963440542304
2001-11-30,2106.2142049868935
2001-12-03,2092.545433365002
2001-12-04,2113.4618664849663
2001-12-05,2148.6417153553407
2001-12-06,2145.2842949479455
2001-12-07,2130.5153775262143
2001-12-10,2102.413025206025
2001-12-11,2096.638785741036
2001-12-12,2095.7692433707116
2001-12-13,2072.358911729719
2001-12-14,2076.9725977606267
2001-12-17,2109.2015734385477
2001-12-18,2118.8788091337915
2001-12-19,2121.5629835523678
2001-12-20,2110.7193827647006
2001-12-21,2124.5960986123996
2001-12-24,2115.916882057273
2001-12-25,2115.916882057273
2001-12-26,2120.6534472268504
2001-12-27,2140.758647722317
2001-12-28,2142.3700258605504
2001-12-31,2130.168000920756
2002-01-01,2130.168000920756
2002-01-02,2134.7391599456532
2002-01-03,2148.4016216645364
2002-01-04,2145.729214269432
2002-01-07,2125.7558232884535
2002-01-08,2117.989701446954
2002-01-09,2112.0470676715004
2002-01-10,2114.563347827083
2002-01-11,2109.8543955447612
2002-01-14,2094.018900100683
2002-01-15,2105.9061455700025
2002-01-16,2078.3268987297674
2002-01-17,2096.2464445157007
2002-01-18,2080.8029227176303
2002-01-21,2077.50959758892
2002-01-22,2076.4353885793535
2002-01-23,2086.4843955409115
2002-01-24,2090.395959667527
2002-01-25,2076.0712210252314
2002-01-28,2075.9162340117464
2002-01-29,2037.439823301094
2002-01-30,2044.364816076896
2002-01-31,2073.7277799421295
2002-02-01,2070.0564795334153
2002-02-04,2040.8107847422953
2002-02-05,2035.5999595644278
2002-02-06,2027.2034506966954
2002-02-07,2024.8449969026842
2002-02-08,2040.2875715526438
2002-02-11,2064.1845023569613
2002-02-12,2064.5167945764747
2002-02-13,2081.8488081147334
2002-02-14,2085.1207823007394
2002-02-15,2068.6315356105133
2002-02-18,2062.4948217103893
2002-02-19,2033.2230425375599
2002-02-20,2049.6275083625014
2002-02-21,2034.8860553437662
2002-02-22,2044.743185380795
2002-02-25,2066.581420925839
2002-02-26,2067.2477603307725
2002-02-27,2075.0298347201256
2002-02-28,2072.741037616868
2002-03-01,2105.766968412489
2002-03-04,2132.256381584661
2002-03-05,2113.0055170897817
2002-03-06,2132.7931180479422
2002-03-07,2133.091407056498
2002-03-08,2138.5075850838643
2002-03-11,2137.827370857896
2002-03-12,2130.9921253400425
2002-03-13,2124.9523893128494
2002-03-14,2128.2420525814823
2002-03-15,2147.0590204155465
2002-03-18,2146.4915713195037
2002-03-19,2155.6568717635773
2002-03-20,2127.332982760587
2002-03-21,2123.124355681965
2002-03-22,2123.929826247349
2002-03-25,2098.0497659498046
2002-03-26,2104.557546970598
2002-03-27,2106.4186527574284
2002-03-28,2115.1201451298393
2002-03-29,2115.1201451298393
2002-04-01,2118.5360976801853
2002-04-02,2101.4050308049996
2002-04-03,2087.3295035444203
2002-04-04,2079.30620759316
2002-04-05,2072.2006387313236
2002-04-08,2060.057124601451
2002-04-09,2055.0695845186583
2002-04-10,2079.9998216635317
2002-04-11,2037.8958242705353
2002-04-12,2051.72236123427
2002-04-15,2042.826628974096
2002-04-16,2077.377456600244
2002-04-17,2072.296238822236
2002-04-18,2071.330249669386
2002-04-19,2071.0800296966318
2002-04-22,2047.357297241774
2002-04-23,2035.9612103040852
2002-04-24,2028.60680800141
2002-04-25,2027.9493730352044
2002-04-26,2007.6155674740398
2002-04-29,1994.0255634338232
2002-04-30,2006.1252903674153
2002-05-01,2023.82779119301
2002-05-02,2016.4441772200628
2002-05-03,2003.3791853492203
2002-05-06,1981.3109561241306
2002-05-07,1962.2045009473081
2002-05-08,2017.7955155771097
2002-05-09,1993.15991038262
2002-05-10,1970.6547809861097
2002-05-13,1996.231732892034
2002-05-14,2019.8365099061348
2002-05-15,2018.3243824385097
2002-05-16,2028.9448745043292
2002-05-17,2048.5430900173883
2002-05-20,2026.7165864241103
2002-05-21,2006.9565054088373
2002-05-22,2011.0606135804508
2002-05-23,2019.6216349611316
2002-05-24,2001.0864998281531
2002-05-27,2000.4842228084929
2002-05-28,1989.809396907649
2002-05-29,1982.724793610605
2002-05-30,1977.7653999242896
2002-05-31,1980.6305497464316
2002-06-03,1946.0698535705142
2002-06-04,1940.3131853245338
2002-06-05,1948.6749844209744
2002-06-06,1924.9902822077345
2002-06-07,1910.9360672282485
2002-06-10,1919.3819333899637
2002-06-11,1899.7629583306395
2002-06-12,1898.7944674802545
2002-06-13,1880.2670101539836
2002-06-14,1865.5177888167516
2002-06-17,1912.8509738411385
2002-06-18,1912.304025628124
2002-06-19,1887.4205081129028
2002-06-20,1864.4227254082189
2002-06-21,1836.423554189563
2002-06-24,1835.4036226041615
2002-06-25,1822.1442871376587
2002-06-26,1832.7066569218352
2002-06-27,1858.8574327561994
2002-06-28,1864.1092363930868
2002-07-01,1838.1573940112464
2002-07-02,1797.0858922486404
2002-07-03,1789.5608089322
2002-07-04,1801.9974985524098
2002-07-05,1863.798909668367
2002-07-08,1852.7126593243333
2002-07-09,1816.3393988071869
2002-07-10,1752.2898633266186
2002-07-11,1740.1404924609042
2002-07-12,1738.633627468359
2002-07-15,1716.3346275201416
2002-07-16,1697.4543317368095
2002-07-17,1725.8449551794417
2002-07-18,1699.3224196306298
2002-07-19,1636.5963228981095
2002-07-22,1583.458865661445
2002-07-23,1553.8254843473012
2002-07-24,1604.3271628075938
2002-07-25,1619.8595384859234
2002-07-26,1637.9046336276526
2002-07-29,1716.3351310728453
2002-07-30,1724.1367876051543
2002-07-31,1734.7757527371682
2002-08-01,1679.5135783132534
2002-08-02,1663.146308650814
2002-08-05,1614.264746447823
2002-08-06,1649.8716604602505
2002-08-07,1675.7531403350254
2002-08-08,1727.4512316947319
2002-08-09,1738.7488050347083
2002-08-12,1724.3258416101387
2002-08-13,1705.1180288858454
2002-08-14,1743.231578212658
2002-08-15,1765.9840644445717
2002-08-16,1769.7089867331845
2002-08-19,1803.0220486284302
2002-08-20,1777.6280225386715
2002-08-21,1799.7947194960448
2002-08-22,1822.4075699861833
2002-08-23,1788.3267242514496
2002-08-26,1788.0950591188441
2002-08-27,1779.813214885603
2002-08-28,1743.253808693581
2002-08-29,1734.4286694767418
2002-08-30,1736.197983211827
2002-09-02,1728.9683068355484
2002-09-03,1670.84875354858
2002-09-04,1692.1799524412831
2002-09-05,1672.9782661464067
2002-09-06,1700.8634643080954
2002-09-09,1705.6700211613256
2002-09-10,1723.7266714710745
2002-09-11,1732.2853623616807
2002-09-12,1689.2319921123576
2002-09-13,1685.8497068072836
2002-09-16,1685.1340500370131
2002-09-17,1659.4901140662264
2002-09-18,1642.2233855940685
2002-09-19,1604.722083932697
2002-09-20,1605.5787152627856
2002-09-23,1575.368175379372
2002-09-24,1555.5082989633265
2002-09-25,1589.4996783628583
2002-09-26,1622.7679681347327
2002-09-27,1586.4783491332682
2002-09-30,1557.219723868389
2002-10-01,1604.0874257227206
2002-10-02,1602.1886638741896
2002-10-03,1587.6579163538213
2002-10-04,1554.5219597034193
2002-10-07,1535.5400288433177
2002-10-08,1547.839673504339
2002-10-09,1526.969018300463
2002-10-10,1559.828002926665
2002-10-11,1616.8552948194078
2002-10-14,1630.9501400466286
2002-10-15,1698.178544953737
2002-10-16,1663.0308895140238
2002-10-17,1697.0693671882598
2002-10-18,1702.3911885972582
2002-10-21,1717.4804381913743
2002-10-22,1699.0031221938286
2002-10-23,1690.2463086506862
2002-10-24,1678.3259379467554
2002-10-25,1701.8029892517877
2002-10-28,1698.0572268041885
2002-10-29,1672.2660828638457
2002-10-30,1690.3223879360125
2002-10-31,1697.9734525508072
2002-11-01,1710.0316162926347
2002-11-04,1734.7971588301075
2002-11-05,1745.749766058886
2002-11-06,1751.6489959738942
2002-11-07,1728.782144192066
2002-11-08,1713.3442023471084
2002-11-11,1686.5038872726775
2002-11-12,1697.6669933433845
2002-11-13,1694.4456682724751
2002-11-14,1727.88690833157
2002-11-15,1732.4136759910725
2002-11-18,1725.380364325171
2002-11-19,1718.654964035538
2002-11-20,1734.8281099378517
2002-11-21,1767.3032423205996
2002-11-22,1759.2402878078656
2002-11-25,1752.5397144417366
2002-11-26,1723.51315868634
2002-11-27,1760.1512133957976
2002-11-28,1764.6024676918773
2002-11-29,1756.4293835854087
2002-12-02,1754.4990574712715
2002-12-03,1735.1872520585462
2002-12-04,1738.7339167670689
2002-12-05,1719.6653702698525
2002-12-06,1728.0460883172964
2002-12-09,1699.93091333917
2002-12-10,1713.9518557310346
2002-12-11,1717.8821264833232
2002-12-12,1709.7652321694559
2002-12-13,1692.9831949290128
2002-12-16,1722.3799027083628
2002-12-17,1708.1924305051123
2002-12-18,1686.0547796558767
2002-12-19,1678.3898684068506
2002-12-20,1694.7455617988132
2002-12-23,1701.1050176730498
2002-12-24,1701.2948374680773
2002-12-25,1701.2948374680773
2002-12-26,1695.158004459455
2002-12-27,1668.2119506859035
2002-12-30,1681.7168836620954
2002-12-31,1686.4831862892786
2003-01-01,1686.4831862892786
2003-01-02,1727.439633198938
2003-01-03,1730.0304005595074
2003-01-06,1751.5105692373284
2003-01-07,1740.3111143680183
2003-01-08,1716.8126557887274
2003-01-09,1745.7909441319707
2003-01-10,1746.9518415549228
2003-01-13,1745.0160807772206
2003-01-14,1751.9080427631147
2003-01-15,1728.4487370335135
2003-01-16,1723.4204179123099
2003-01-17,1701.9364335336572
2003-01-20,1695.4990290240444
2003-01-21,1677.3629713551675
2003-01-22,1660.4602326423646
2003-01-23,1667.9570704860016
2003-01-24,1637.4817492169593
2003-01-27,1604.1631932849775
2003-01-28,1617.8280702830955
2003-01-29,1629.5136824132344
2003-01-30,1615.538086905804
2003-01-31,1630.2310593089842
2003-02-03,1642.3064168761675
2003-02-04,1619.5091541377387
2003-02-05,1620.1934814351364
2003-02-06,1605.3430968303567
2003-02-07,1591.6694183735276
2003-02-10,1595.3790090198972
2003-02-11,1594.8486028126047
2003-02-12,1575.9538403637234
2003-02-13,1570.865994422179
2003-02-14,1596.2160539914503
2003-02-17,1602.6449379023868
2003-02-18,1627.0466123685694
2003-02-19,1613.4788043766193
2003-02-20,1605.444891475875
2003-02-21,1625.7314227597788
2003-02-24,1603.0813522272667
2003-02-25,1597.173934445967
2003-02-26,1586.3546209648493
2003-02-27,1597.0262309395246
2003-02-28,1610.5024274600585
2003-03-03,1607.4898654793014
2003-03-04,1585.4901989474145
2003-03-05,1592.1485635933743
2003-03-06,1581.8972853998737
2003-03-07,1585.795279741397
2003-03-10,1553.6141116525312
2003-03-11,1547.739919045932
2003-03-12,1539.7739455854442
2003-03-13,1588.4587786983561
2003-03-14,1601.7933257590134
2003-03-17,1649.7469828998208
2003-03-18,1652.6884138589817
2003-03-19,1669.3682690006951
2003-03-20,1670.3983479702592
2003-03-21,1707.2879487537864
2003-03-24,1654.8184325255372
2003-03-25,1677.111621285181
2003-03-26,1670.6648783601577
2003-03-27,1664.172769287549
2003-03-28,1657.864390698728
2003-03-31,1631.671109926877
2003-04-01,1646.3131945587754
2003-04-02,1683.6084266559028
2003-04-03,1683.228344515418
2003-04-04,1689.953129489358
2003-04-07,1701.57193843179
2003-04-08,1698.5250128028558
2003-04-09,1682.3170698183208
2003-04-10,1684.1398339706907
2003-04-11,1681.2461262915263
2003-04-14,1706.4996719076764
2003-04-15,1720.304995220412
2003-04-16,1700.9199958585975
2003-04-17,1725.1910067968784
2003-04-18,1725.1910067968784
2003-04-21,1718.121598304701
2003-04-22,1747.293735012921
2003-04-23,1756.3785053502147
2003-04-24,1746.9696216588015
2003-04-25,1726.6807229862766
2003-04-28,1753.919846445928
2003-04-29,1756.4912785102094
2003-04-30,1760.4017128125297
2003-05-01,1765.114684494487
2003-05-02,1779.4567414871142
2003-05-05,1783.2852961162457
2003-05-06,1801.932587371465
2003-05-07,1791.48167677913
2003-05-08,1776.9114951687247
2003-05-09,1798.9465853910947
2003-05-12,1816.5745158611044
2003-05-13,1811.1682486610598
2003-05-14,1807.6223504702841
2003-05-15,1818.5585987322222
2003-05-16,1816.8375129960623
2003-05-19,1779.4012873056556
2003-05-20,1777.7191541649456
2003-05-21,1777.1298756944514
2003-05-22,1793.4252033076573
2003-05-23,1791.1775212880227
2003-05-26,1792.8364296082436
2003-05-27,1816.6206522447465
2003-05-28,1822.2894746119212
2003-05-29,1822.6637246880707
2003-05-30,1831.1517529154853
2003-06-02,1839.7650918422553
2003-06-03,1842.304960403299
2003-06-04,1866.5082250955543
2003-06-05,1876.590579184578
2003-06-06,1876.9357999019137
2003-06-09,1859.670664635651
2003-06-10,1868.8826872615641
