Date,WORLD ex AUSTRALIA GROWTH
1990-01-31,806.67358
1990-02-28,765.82044
1990-03-30,718.35049
1990-04-30,710.13588
1990-05-31,793.8497
1990-06-29,789.84954
1990-07-31,793.534
1990-08-31,718.0533
1990-09-28,636.87297
1990-10-31,706.97343
1990-11-30,694.1365
1990-12-31,711.92387
1991-01-31,738.81493
1991-02-28,806.0634
1991-03-29,787.08738
1991-04-30,792.27307
1991-05-31,811.12775
1991-06-28,759.23749
1991-07-31,794.73688
1991-08-30,796.12557
1991-09-30,810.10129
1991-10-31,829.34433
1991-11-29,803.53806
1991-12-31,873.39024
1992-01-31,846.81227
1992-02-28,827.43486
1992-03-31,787.49712
1992-04-30,778.57592
1992-05-29,812.85858
1992-06-30,783.14321
1992-07-31,791.30572
1992-08-31,821.74294
1992-09-30,814.5022
1992-10-30,797.13146
1992-11-30,817.14738
1992-12-31,818.95261
1993-01-29,810.57551
1993-02-26,819.63556
1993-03-31,857.2655
1993-04-30,883.1585
1993-05-31,912.12631
1993-06-30,903.33143
1993-07-30,910.62893
1993-08-31,951.27472
1993-09-30,928.44587
1993-10-29,959.69107
1993-11-30,903.28054
1993-12-31,936.56842
1994-01-31,989.52219
1994-02-28,977.13566
1994-03-31,930.07597
1994-04-29,956.60415
1994-05-31,954.301
1994-06-30,947.18617
1994-07-29,964.0107
1994-08-31,994.8204
1994-09-30,972.43284
1994-10-31,995.58378
1994-11-30,956.09976
1994-12-30,970.10993
1995-01-31,956.50977
1995-02-28,971.26545
1995-03-31,1019.77189
1995-04-28,1056.79874
1995-05-31,1065.90103
1995-06-30,1067.38949
1995-07-31,1118.37461
1995-08-31,1086.04742
1995-09-29,1125.08018
1995-10-31,1112.92812
1995-11-30,1148.45517
1995-12-29,1174.77626
1996-01-31,1195.57
1996-02-29,1203.69645
1996-03-29,1221.57885
1996-04-30,1245.969
1996-05-31,1253.46801
1996-06-28,1263.03986
1996-07-31,1216.18601
1996-08-30,1225.01939
1996-09-30,1282.28284
1996-10-31,1285.65926
1996-11-29,1351.21065
1996-12-31,1324.27994
1997-01-31,1344.114284521843
1997-02-28,1358.9691980868363
1997-03-31,1326.7595592934151
1997-04-30,1387.5780697010664
1997-05-30,1469.3220772746304
1997-06-30,1550.7631280993269
1997-07-31,1624.1028024081681
1997-08-29,1503.298576158444
1997-09-30,1590.374540960588
1997-10-31,1490.4216957155015
1997-11-28,1529.3840667517422
1997-12-31,1542.7672933850151
1998-01-30,1602.6451234095375
1998-02-27,1716.6078910444162
1998-03-31,1776.6309112573667
1998-04-30,1787.6387567657516
1998-05-29,1768.7097190386123
1998-06-30,1845.996987105442
1998-07-31,1842.2345473750356
1998-08-31,1626.4527324254773
1998-09-30,1662.2557429311112
1998-10-30,1807.0922743429605
1998-11-30,1922.186117896932
1998-12-31,2063.7992568864156
1999-01-29,2135.3042719678074
1999-02-26,2050.111082317588
1999-03-31,2125.866149027091
1999-04-30,2120.4446971088732
1999-05-31,2047.7546685415195
1999-06-30,2173.632958062114
1999-07-30,2149.67778783796
1999-08-31,2177.0144304498485
1999-09-30,2180.0309957948484
1999-10-29,2325.524482905491
1999-11-30,2461.3796121823675
1999-12-31,2745.568024339261
2000-01-31,2573.8058973461
2000-02-29,2666.3434933927683
2000-03-31,2826.760007325089
2000-04-28,2636.5571261542195
2000-05-31,2480.7351451778204
2000-06-30,2628.7055591711082
2000-07-31,2497.2211022986166
2000-08-31,2586.740321165877
2000-09-29,2356.093610148999
2000-10-31,2257.740936521269
2000-11-30,2081.1729438353404
2000-12-29,2040.3653055563861
2001-01-01,2040.3653055563861
2001-01-02,1985.7778788975959
2001-01-03,2055.012540077349
2001-01-04,2054.9579403137514
2001-01-05,2016.6667540094847
2001-01-08,2002.6886678111905
2001-01-09,1996.7180702292708
2001-01-10,2005.3102401460708
2001-01-11,2041.792027960233
2001-01-12,2045.5630621125583
2001-01-15,2043.9779286677963
2001-01-16,2039.9924200648043
2001-01-17,2059.9790579716173
2001-01-18,2099.7553219743263
2001-01-19,2101.3482039198316
2001-01-22,2097.272083161886
2001-01-23,2111.0921634144447
2001-01-24,2105.4849597543
2001-01-25,2088.9123029054263
2001-01-26,2088.744258357103
2001-01-29,2093.193651376819
2001-01-30,2099.658717928278
2001-01-31,2101.292491274835
2001-02-01,2110.2218724411046
2001-02-02,2065.4584390979303
2001-02-05,2062.627739437521
2001-02-06,2061.4319725397218
2001-02-07,2034.1280585360287
2001-02-08,2004.0710576629697
2001-02-09,1964.0060496983522
2001-02-12,1991.7468394734024
2001-02-13,1966.0977058191863
2001-02-14,1956.5560214491793
2001-02-15,1974.2246929769403
2001-02-16,1927.925169936405
2001-02-19,1926.7404472901633
2001-02-20,1891.6027641089477
2001-02-21,1864.513313075457
2001-02-22,1850.791248274109
2001-02-23,1836.6839239119327
2001-02-26,1862.2052169700814
2001-02-27,1853.0224489501031
2001-02-28,1831.0955076059527
2001-03-01,1832.1786700522011
2001-03-02,1809.394814431673
2001-03-05,1820.1105348859762
2001-03-06,1843.0116855615158
2001-03-07,1844.0411630430963
2001-03-08,1836.5922091299126
2001-03-09,1797.3978045868173
2001-03-12,1720.5075557477264
2001-03-13,1725.9775703565672
2001-03-14,1692.3618954359204
2001-03-15,1702.4657157152383
2001-03-16,1661.749921225883
2001-03-19,1676.2376304425636
2001-03-20,1662.9572342008491
2001-03-21,1647.5444851462055
2001-03-22,1620.5655107021116
2001-03-23,1668.4932467497856
2001-03-26,1701.3865801474476
2001-03-27,1736.6177848987
2001-03-28,1698.9878858267114
2001-03-29,1675.6123954592124
2001-03-30,1682.760229941575
2001-04-02,1661.7305660498005
2001-04-03,1614.52495694041
2001-04-04,1624.8183850178355
2001-04-05,1683.9233182168348
2001-04-06,1669.5923321971325
2001-04-09,1672.9668348452517
2001-04-10,1699.8579576467466
2001-04-11,1702.780497797282
2001-04-12,1728.1786216772498
2001-04-13,1727.1011431432078
2001-04-16,1710.8630145877923
2001-04-17,1719.8969560813775
2001-04-18,1784.4304056731846
2001-04-19,1819.332433580666
2001-04-20,1812.4313880152024
2001-04-23,1781.1646408129684
2001-04-24,1759.4759530465776
2001-04-25,1781.4545996049228
2001-04-26,1792.5696694659102
2001-04-27,1811.4444391357385
2001-04-30,1817.9080879317114
2001-05-01,1846.0565799892352
2001-05-02,1854.2798261354908
2001-05-03,1825.9648758933192
2001-05-04,1847.24423329853
2001-05-07,1847.5132429698508
2001-05-08,1842.9740456714117
2001-05-09,1823.6221495762377
2001-05-10,1828.8374919153155
2001-05-11,1813.2262592690295
2001-05-14,1795.8117020453196
2001-05-15,1805.3045704832932
2001-05-16,1836.6350468311957
2001-05-17,1850.3273699380557
2001-05-18,1848.9011785421285
2001-05-21,1874.469365946541
2001-05-22,1871.8114473602513
2001-05-23,1849.2159990986113
2001-05-24,1851.612858096531
2001-05-25,1830.1082692500297
2001-05-28,1831.1908562050896
2001-05-29,1816.861553360082
2001-05-30,1783.9779919536031
2001-05-31,1780.4589213064648
2001-06-01,1787.8259095507133
2001-06-04,1796.946648964265
2001-06-05,1818.1037605801366
2001-06-06,1805.1481432981025
2001-06-07,1818.9867527337424
2001-06-08,1803.5517852390676
2001-06-11,1776.6653528244906
2001-06-12,1763.4818059901816
2001-06-13,1753.3947474030253
2001-06-14,1736.535461095165
2001-06-15,1719.8701015333002
2001-06-18,1709.9136586227621
2001-06-19,1711.9114081815414
2001-06-20,1721.4100788281528
2001-06-21,1733.930828657172
2001-06-22,1725.9977134777837
2001-06-25,1722.3052734231644
2001-06-26,1710.4532535170333
2001-06-27,1702.328317137477
2001-06-28,1718.8838290923406
2001-06-29,1717.4868446559249
2001-07-02,1738.2080261341105
2001-07-03,1728.1157887648296
2001-07-04,1719.7709498668241
2001-07-05,1686.2918505534449
2001-07-06,1647.5325870378174
2001-07-09,1659.621310073175
2001-07-10,1644.063725160001
2001-07-11,1639.5760013819752
2001-07-12,1673.3829617593535
2001-07-13,1681.2213015040038
2001-07-16,1665.212938741105
2001-07-17,1669.088571188152
2001-07-18,1668.1534375948668
2001-07-19,1688.7794844505725
2001-07-20,1681.9823925147184
2001-07-23,1655.4971088831114
2001-07-24,1642.8786274292117
2001-07-25,1654.503634502406
2001-07-26,1661.8400675128955
2001-07-27,1670.5478192439969
2001-07-30,1672.7856917592903
2001-07-31,1692.9604769532712
2001-08-01,1703.5010896368628
2001-08-02,1717.5175760910654
2001-08-03,1706.527323509149
2001-08-06,1690.4850162923756
2001-08-07,1694.9392415077332
2001-08-08,1666.3877755047813
2001-08-09,1657.5748496906233
2001-08-10,1661.9175306069365
2001-08-13,1664.514404192176
2001-08-14,1670.9107850798434
2001-08-15,1667.175407198299
2001-08-16,1661.4350325905812
2001-08-17,1634.3651521431166
2001-08-20,1638.9231697504376
2001-08-21,1629.3812397378736
2001-08-22,1642.1351169672914
2001-08-23,1632.6665340199456
2001-08-24,1665.9597508717386
2001-08-27,1661.7665694386017
2001-08-28,1635.9694460673206
2001-08-29,1620.099024306953
2001-08-30,1585.7139930308208
2001-08-31,1586.5834443320011
2001-09-03,1575.141369521135
2001-09-04,1578.5714882150178
2001-09-05,1570.6682459747278
2001-09-06,1535.2410327461753
2001-09-07,1516.2431611742272
2001-09-10,1515.5543787518106
2001-09-11,1489.5691858093035
2001-09-12,1489.6781776232106
2001-09-13,1496.7891029452994
2001-09-14,1483.5361444167386
2001-09-17,1450.0791734057561
2001-09-18,1440.157203731855
2001-09-19,1425.746555694721
2001-09-20,1381.6718135425338
2001-09-21,1343.4793841696876
2001-09-24,1398.4818977519744
2001-09-25,1417.8221662349217
2001-09-26,1415.3163366123545
2001-09-27,1428.0060203941127
2001-09-28,1454.5255107722164
2001-10-01,1450.9692832847925
2001-10-02,1463.7961025655363
2001-10-03,1483.1944052501524
2001-10-04,1497.8698673804615
2001-10-05,1509.2699836685597
2001-10-08,1507.1598762404433
2001-10-09,1491.657072525558
2001-10-10,1519.2115532441221
2001-10-11,1541.9338060935559
2001-10-12,1543.6645573515666
2001-10-15,1533.7723925789123
2001-10-16,1544.0645810074654
2001-10-17,1537.6244602113206
2001-10-18,1524.6037128319065
2001-10-19,1525.0638111188143
2001-10-22,1546.1067407564872
2001-10-23,1552.4960125839816
2001-10-24,1561.317068088059
2001-10-25,1565.6550013683652
2001-10-26,1571.8529992701012
2001-10-29,1540.343769253037
2001-10-30,1514.3731106418213
2001-10-31,1516.2074213435199
2001-11-01,1547.756335690615
2001-11-02,1552.9463352994721
2001-11-05,1577.3394899080452
2001-11-06,1599.110757233403
2001-11-07,1595.505562301279
2001-11-08,1604.9760275160643
2001-11-09,1600.6900239123943
2001-11-12,1586.409942854128
2001-11-13,1609.6293041168387
2001-11-14,1618.6347286218127
2001-11-15,1628.7843403428456
2001-11-16,1631.4522711348752
2001-11-19,1646.7101509133315
2001-11-20,1630.5312914756967
2001-11-21,1623.5214425443153
2001-11-22,1629.1893199919857
2001-11-23,1632.8365034641156
2001-11-26,1646.3289161769405
2001-11-27,1631.781776913416
2001-11-28,1608.5287144684737
2001-11-29,1620.0508712647181
2001-11-30,1631.0614563768083
2001-12-03,1617.2248179187668
2001-12-04,1632.0989869322723
2001-12-05,1660.4104910321068
2001-12-06,1658.4198673736216
2001-12-07,1645.5002786744383
2001-12-10,1622.2121925029833
2001-12-11,1617.2918453723382
2001-12-12,1620.8520308502027
2001-12-13,1600.3377337258635
2001-12-14,1602.4565309733628
2001-12-17,1622.4251521968272
2001-12-18,1630.5997891574157
2001-12-19,1633.237853829675
2001-12-20,1626.6348595522354
2001-12-21,1633.2858744072837
2001-12-24,1626.3608083341805
2001-12-25,1625.4104076503406
2001-12-26,1627.4245436558037
2001-12-27,1643.7298824628388
2001-12-28,1647.5189301406258
2001-12-31,1638.900529942137
2002-01-01,1638.900529942137
2002-01-02,1640.6979280535948
2002-01-03,1651.0063980980283
2002-01-04,1653.3241278032424
2002-01-07,1638.3714274874346
2002-01-08,1628.159352148553
2002-01-09,1622.7010299448743
2002-01-10,1622.0873976508192
2002-01-11,1618.0035904957488
2002-01-14,1607.2699708255118
2002-01-15,1613.4101007332958
2002-01-16,1593.9905827124055
2002-01-17,1606.3204948656999
2002-01-18,1597.292418920048
2002-01-21,1593.9697617100733
2002-01-22,1588.0823455658808
2002-01-23,1593.845356074896
2002-01-24,1597.1066013506145
2002-01-25,1587.8135992185
2002-01-28,1590.246301211935
2002-01-29,1559.5462800922205
2002-01-30,1563.4097623578036
2002-01-31,1584.6046473353706
2002-02-01,1578.8519625929875
2002-02-04,1556.8192857547585
2002-02-05,1549.7550214508358
2002-02-06,1543.9065731980043
2002-02-07,1545.7745115433913
2002-02-08,1556.5889648330062
2002-02-11,1574.4637481794337
2002-02-12,1578.6215579598384
2002-02-13,1591.4488268642997
2002-02-14,1594.5180962354527
2002-02-15,1582.035856553021
2002-02-18,1577.638259301291
2002-02-19,1553.290091473575
2002-02-20,1564.4104581042168
2002-02-21,1558.255137348394
2002-02-22,1566.1929864150995
2002-02-25,1580.7457049186062
2002-02-26,1580.2166775265553
2002-02-27,1588.7972647809092
2002-02-28,1588.421664174374
2002-03-01,1615.3221126288395
2002-03-04,1641.9813498724952
2002-03-05,1627.9284796815746
2002-03-06,1643.22607896049
2002-03-07,1650.2153027343365
2002-03-08,1653.7303215094369
2002-03-11,1655.492231286107
2002-03-12,1645.9063392721966
2002-03-13,1637.6810871649034
2002-03-14,1642.3127333169111
2002-03-15,1656.8836875390077
2002-03-18,1652.0169199617924
2002-03-19,1662.0103011267704
2002-03-20,1638.9308839928165
2002-03-21,1635.499818832945
2002-03-22,1632.4826119565178
2002-03-25,1613.6615175908082
2002-03-26,1618.2350967730004
2002-03-27,1620.6365110235638
2002-03-28,1627.4817256881433
2002-03-29,1624.3498342763908
2002-04-01,1625.2278731610165
2002-04-02,1615.732493381089
2002-04-03,1608.1044820313616
2002-04-04,1604.144151924227
2002-04-05,1598.5054645415457
2002-04-08,1590.793507957707
2002-04-09,1585.301706979494
2002-04-10,1604.4048743086933
2002-04-11,1572.8744362396012
2002-04-12,1580.5012100860486
2002-04-15,1576.419552889724
2002-04-16,1603.0753313801015
2002-04-17,1601.574797599064
2002-04-18,1602.8360759972852
2002-04-19,1600.8534011060542
2002-04-22,1586.8465672487114
2002-04-23,1578.7314472828496
2002-04-24,1573.5469527515615
2002-04-25,1574.4916439531235
2002-04-26,1559.0609253454872
2002-04-29,1549.5902723079128
2002-04-30,1557.2633143412957
2002-05-01,1571.7718889904884
2002-05-02,1565.687412864879
2002-05-03,1557.445679792674
2002-05-06,1541.3577217163436
2002-05-07,1526.3696569068652
2002-05-08,1566.3437222925525
2002-05-09,1549.9852288236032
2002-05-10,1534.374209559742
2002-05-13,1551.247885581396
2002-05-14,1566.5164913947258
2002-05-15,1568.5587991268312
2002-05-16,1577.5285150081704
2002-05-17,1594.5105087337447
2002-05-20,1580.807072896063
2002-05-21,1568.02280595441
2002-05-22,1572.545917651964
2002-05-23,1577.8104070505492
2002-05-24,1565.210113804607
2002-05-27,1563.1415838616008
2002-05-28,1555.7949805782678
2002-05-29,1550.5059779504822
2002-05-30,1548.0437304733948
2002-05-31,1547.6864632294044
2002-06-03,1524.3701749410864
2002-06-04,1517.7006907097386
2002-06-05,1523.3465659594376
2002-06-06,1505.8877878750407
2002-06-07,1494.2156996915057
2002-06-10,1499.2177894668152
2002-06-11,1484.5598997937543
2002-06-12,1482.9935083156104
2002-06-13,1467.726007314629
2002-06-14,1456.2256950055014
2002-06-17,1487.1003959005675
2002-06-18,1488.557248154283
2002-06-19,1467.7814833359255
2002-06-20,1452.687109389957
2002-06-21,1431.2143592277957
2002-06-24,1432.1827339991864
2002-06-25,1422.6647848115736
2002-06-26,1429.1063942719043
2002-06-27,1448.6942188730338
2002-06-28,1457.508776715442
2002-07-01,1438.236626897275
2002-07-02,1408.4133901415034
2002-07-03,1404.9112521495795
2002-07-04,1411.652256325445
2002-07-05,1457.3911084801496
2002-07-08,1450.0647818113655
2002-07-09,1426.3618783828758
2002-07-10,1378.0586047524623
2002-07-11,1368.2741292997605
2002-07-12,1367.5685315770193
2002-07-15,1349.3525047611772
2002-07-16,1333.9973183270063
2002-07-17,1355.2536913717274
2002-07-18,1338.6234246622455
2002-07-19,1290.857607833568
2002-07-22,1251.5116143778775
2002-07-23,1229.363977409334
2002-07-24,1264.4413385358348
2002-07-25,1274.4078237894787
2002-07-26,1282.1948696288537
2002-07-29,1339.402893900347
2002-07-30,1348.447240651311
2002-07-31,1354.8582682644826
2002-08-01,1314.9011947796823
2002-08-02,1302.91782313699
2002-08-05,1268.414202953199
2002-08-06,1290.337535832319
2002-08-07,1312.6663579995288
2002-08-08,1349.0175182570583
2002-08-09,1360.0558154022444
2002-08-12,1348.13178024758
2002-08-13,1333.4693148565118
2002-08-14,1362.9300745481648
2002-08-15,1379.2488022457208
2002-08-16,1382.1015215018444
2002-08-19,1402.4904822173341
2002-08-20,1384.0363522857808
2002-08-21,1401.1081372759804
2002-08-22,1418.0849174406435
2002-08-23,1394.1958186700547
2002-08-26,1396.4766735468554
2002-08-27,1388.8783413377532
2002-08-28,1361.1696724721915
2002-08-29,1353.001968334697
2002-08-30,1354.1978393543668
2002-09-02,1348.022312305621
2002-09-03,1303.8888574288392
2002-09-04,1316.6057026820993
2002-09-05,1304.756266460227
2002-09-06,1323.0461789767874
2002-09-09,1327.659644000773
2002-09-10,1340.2514676224932
2002-09-11,1346.6243911347703
2002-09-12,1316.224999230443
2002-09-13,1310.9418552855388
2002-09-16,1309.3522685487192
2002-09-17,1293.8510453769823
2002-09-18,1281.5416794738474
2002-09-19,1255.830030996421
2002-09-20,1252.5791812184668
2002-09-23,1230.668220654085
2002-09-24,1215.205325642427
2002-09-25,1238.61791491677
2002-09-26,1264.6440840679418
2002-09-27,1240.5041232459164
2002-09-30,1218.8052242895128
2002-10-01,1249.5277173319164
2002-10-02,1246.3275836186706
2002-10-03,1235.0127181561245
2002-10-04,1213.0683790740138
2002-10-07,1195.008561708057
2002-10-08,1204.2581813196673
2002-10-09,1187.7333939058171
2002-10-10,1210.1409844953635
2002-10-11,1252.5511364205959
2002-10-14,1262.4010998916945
2002-10-15,1314.1372240653748
2002-10-16,1289.9586521798492
2002-10-17,1314.5233842693456
2002-10-18,1319.6704026081902
2002-10-21,1329.7448686662735
2002-10-22,1312.8795814541415
2002-10-23,1307.7660079491257
2002-10-24,1297.981889675308
2002-10-25,1317.4054790784107
2002-10-28,1315.017735200873
2002-10-29,1296.0634934969503
2002-10-30,1310.3036225231206
2002-10-31,1314.217039737014
2002-11-01,1324.023604979728
2002-11-04,1341.1750254714723
2002-11-05,1352.507022855614
2002-11-06,1356.0767985321243
2002-11-07,1339.4746022824402
2002-11-08,1327.4228459307378
2002-11-11,1306.0365399641078
2002-11-12,1313.5370137594336
2002-11-13,1311.1157159242628
2002-11-14,1333.843391837834
2002-11-15,1339.6289416538395
2002-11-18,1331.9732146865558
2002-11-19,1327.1056368160444
2002-11-20,1339.071707227472
2002-11-21,1364.5592134029775
2002-11-22,1360.613165340207
2002-11-25,1358.1583937944933
2002-11-26,1336.3542720348876
2002-11-27,1363.4414097025237
2002-11-28,1368.7795449811867
2002-11-29,1362.349154629038
2002-12-02,1358.3995475875474
2002-12-03,1345.6498396943327
2002-12-04,1346.3717591364225
2002-12-05,1330.793081648395
2002-12-06,1337.6778450453237
2002-12-09,1317.2123666153789
2002-12-10,1327.392586171728
2002-12-11,1330.344642837332
2002-12-12,1324.0975196083289
2002-12-13,1312.5496950235683
2002-12-16,1332.7067889926363
2002-12-17,1322.6302764959023
2002-12-18,1304.3566383770624
2002-12-19,1299.9652113848563
2002-12-20,1311.0380086168514
2002-12-23,1315.5850840973885
2002-12-24,1317.0787606557546
2002-12-25,1316.5744165059157
2002-12-26,1314.2182121237627
2002-12-27,1295.2968783364158
2002-12-30,1305.9586818529583
2002-12-31,1309.0636479682214
2003-01-01,1309.0636479682214
2003-01-02,1337.3890100419464
2003-01-03,1338.9639557156531
2003-01-06,1356.8439904904658
2003-01-07,1347.0915504292225
2003-01-08,1328.1753357059995
2003-01-09,1349.5689548817613
2003-01-10,1349.844155385798
2003-01-13,1349.054716442285
2003-01-14,1355.464773372834
2003-01-15,1339.5771103232055
2003-01-16,1335.5372945126273
2003-01-17,1319.741091917659
2003-01-20,1313.3528659026572
2003-01-21,1301.3363007877194
2003-01-22,1287.9986668349302
2003-01-23,1295.505939251882
2003-01-24,1271.544891515693
2003-01-27,1244.9712888748702
2003-01-28,1255.026984020532
2003-01-29,1262.0657721865316
2003-01-30,1250.8934834560391
2003-01-31,1260.2591394090464
2003-02-03,1270.6107057021193
2003-02-04,1254.622694682951
2003-02-05,1255.6934635747602
2003-02-06,1244.676118843221
2003-02-07,1234.1007883104294
2003-02-10,1236.354455917168
2003-02-11,1235.9711577126359
2003-02-12,1224.013452113701
2003-02-13,1220.6051039620736
2003-02-14,1240.1006366225324
2003-02-17,1244.7942766793751
2003-02-18,1262.6163202388589
2003-02-19,1253.0407841893818
2003-02-20,1247.9614274319874
2003-02-21,1260.8875776592595
2003-02-24,1244.8015709331878
2003-02-25,1238.441156937481
2003-02-26,1230.226670034387
2003-02-27,1237.818884348803
2003-02-28,1246.712429277468
2003-03-03,1245.7420675434926
2003-03-04,1230.0089819791021
2003-03-05,1234.8534141841785
2003-03-06,1225.5110767126519
2003-03-07,1227.149058983735
2003-03-10,1202.9259700644473
2003-03-11,1196.5626980837924
2003-03-12,1192.8547692995683
2003-03-13,1226.0641060981357
2003-03-14,1236.863630520766
2003-03-17,1271.0949753305333
2003-03-18,1272.9494497211106
2003-03-19,1284.9933850774323
2003-03-20,1287.6697975535756
2003-03-21,1313.2921876313433
2003-03-24,1279.5304761871946
2003-03-25,1292.4527598011423
2003-03-26,1289.1921997368404
2003-03-27,1284.5174246120012
2003-03-28,1278.5724840389648
2003-03-31,1256.4802978926616
2003-04-01,1267.5692748226927
2003-04-02,1295.119998517184
2003-04-03,1294.1397669264516
2003-04-04,1297.9597060906915
2003-04-07,1307.9683544217212
2003-04-08,1304.589719077092
2003-04-09,1292.1314624573733
2003-04-10,1292.6468797816779
2003-04-11,1287.2888937677064
2003-04-14,1305.261084863075
2003-04-15,1316.4380855249963
2003-04-16,1301.7063627711811
2003-04-17,1320.2694174866715
2003-04-18,1320.5262310621106
2003-04-21,1315.7601107556898
2003-04-22,1334.964496164899
2003-04-23,1341.1815417280382
2003-04-24,1336.447015267436
2003-04-25,1319.0550357825339
2003-04-28,1337.4829197140045
2003-04-29,1338.977165964814
2003-04-30,1346.0525249602213
2003-05-01,1349.5071383582683
2003-05-02,1360.5735293863484
2003-05-05,1363.2384173154755
2003-05-06,1380.240661071714
2003-05-07,1374.6962164590473
2003-05-08,1361.885737109938
2003-05-09,1378.4625761697744
2003-05-12,1391.5631962880966
2003-05-13,1387.4155625231404
2003-05-14,1385.6143015546618
2003-05-15,1392.2201570658465
2003-05-16,1390.328344133693
2003-05-19,1362.022692088211
2003-05-20,1361.5949456464866
2003-05-21,1359.4906631337333
2003-05-22,1371.5816368751466
2003-05-23,1371.8348378656224
2003-05-26,1373.1573438554674
2003-05-27,1388.945754456509
2003-05-28,1392.8106962939978
2003-05-29,1395.4748998698028
2003-05-30,1401.612823610752
2003-06-02,1410.0050360365644
2003-06-03,1412.1928525859691
2003-06-04,1429.4262740089791
2003-06-05,1438.529593304556
