Date,PACIFIC ex JAPAN GROWTH
1991-08-30,865.6094
1991-09-30,869.94447
1991-10-31,895.49389
1991-11-29,882.45304
1991-12-31,898.96391
1992-01-31,921.95604
1992-02-28,950.33565
1992-03-31,942.70224
1992-04-30,986.73227
1992-05-29,1044.11487
1992-06-30,1025.99936
1992-07-31,988.26701
1992-08-31,923.34996
1992-09-30,901.69747
1992-10-30,936.84498
1992-11-30,907.24298
1992-12-31,919.27215
1993-01-29,926.08872
1993-02-26,995.41748
1993-03-31,1013.5889
1993-04-30,1043.25029
1993-05-31,1070.66904
1993-06-30,1053.10166
1993-07-30,1091.36028
1993-08-31,1167.94527
1993-09-30,1184.76069
1993-10-29,1369.00905
1993-11-30,1302.56502
1993-12-31,1517.31253
1994-01-31,1482.76512
1994-02-28,1397.93105
1994-03-31,1255.91211
1994-04-29,1327.1834
1994-05-31,1374.83765
1994-06-30,1320.08735
1994-07-29,1382.58434
1994-08-31,1479.22318
1994-09-30,1439.9739
1994-10-31,1475.37241
1994-11-30,1368.23106
1994-12-30,1356.14742
1995-01-31,1227.7186
1995-02-28,1322.793
1995-03-31,1347.54631
1995-04-28,1370.78844
1995-05-31,1476.05928
1995-06-30,1426.6785
1995-07-31,1500.21163
1995-08-31,1465.66057
1995-09-29,1462.2938
1995-10-31,1448.78235
1995-11-30,1459.97313
1995-12-29,1513.36742
1996-01-31,1590.17571
1996-02-29,1631.87197
1996-03-29,1659.03365
1996-04-30,1705.03993
1996-05-31,1678.96374
1996-06-28,1646.45049
1996-07-31,1553.1284
1996-08-30,1631.53972
1996-09-30,1663.61651
1996-10-31,1703.40419
1996-11-29,1759.6386
1996-12-31,1762.05864
1997-01-31,1732.7939066656734
1997-02-28,1746.2851361217681
1997-03-31,1673.287152556585
1997-04-30,1642.851568204676
1997-05-30,1754.707401884286
1997-06-30,1823.712264442228
1997-07-31,1825.4341451395044
1997-08-29,1504.0189283352431
1997-09-30,1572.2842574384872
1997-10-31,1247.0862525317334
1997-11-28,1207.3808005096018
1997-12-31,1216.020704195417
1998-01-30,1173.4110888993036
1998-02-27,1333.7429066996312
1998-03-31,1321.636257405828
1998-04-30,1230.8026345687113
1998-05-29,1115.3799934574822
1998-06-30,1045.1813143032757
1998-07-31,1036.2400640228236
1998-08-31,921.2626596351314
1998-09-30,994.7489222702337
1998-10-30,1106.8940656840148
1998-11-30,1168.24109706517
1998-12-31,1154.3351665981997
1999-01-29,1183.701009202652
1999-02-26,1165.1302391740512
1999-03-31,1245.0983568183076
1999-04-30,1426.9724953495904
1999-05-31,1304.4996433789677
1999-06-30,1399.8993783522253
1999-07-30,1383.6121701831644
1999-08-31,1370.084260135632
1999-09-30,1351.031106029098
1999-10-29,1377.521163063863
1999-11-30,1517.644009588285
1999-12-31,1625.6168317904082
2000-01-31,1489.56876886206
2000-02-29,1496.863339121405
2000-03-31,1493.113953636006
2000-04-28,1383.0919721859361
2000-05-31,1235.3881543911527
2000-06-30,1374.2579897339883
2000-07-31,1346.8143792293843
2000-08-31,1327.0529154725873
2000-09-29,1222.1747194202378
2000-10-31,1148.1300568107401
2000-11-30,1130.2559133413695
2000-12-29,1160.0023843493036
2001-01-01,1160.0023843493036
2001-01-02,1161.782530699515
2001-01-03,1148.156066882801
2001-01-04,1188.6879368314073
2001-01-05,1202.104274593425
2001-01-08,1180.757614972754
2001-01-09,1182.9526990682623
2001-01-10,1170.9441854928325
2001-01-11,1157.1606857109591
2001-01-12,1170.1192456861652
2001-01-15,1171.8758884940212
2001-01-16,1170.9028219886732
2001-01-17,1165.351532014523
2001-01-18,1181.214406262689
2001-01-19,1209.0984194716816
2001-01-22,1217.5487506044044
2001-01-23,1203.5059266082394
2001-01-24,1196.2905824078612
2001-01-25,1198.78189641156
2001-01-26,1196.324860528647
2001-01-29,1192.218492372248
2001-01-30,1188.0924056460237
2001-01-31,1203.473990225258
2001-02-01,1216.6214574740227
2001-02-02,1205.859656043345
2001-02-05,1184.0920181791469
2001-02-06,1184.7207565451417
2001-02-07,1183.9821819780934
2001-02-08,1180.611645466937
2001-02-09,1173.2749710583685
2001-02-12,1177.01491575637
2001-02-13,1175.9830974136964
2001-02-14,1168.179758046906
2001-02-15,1151.597977367454
2001-02-16,1161.7606477515153
2001-02-19,1150.511368230786
2001-02-20,1146.8006816014426
2001-02-21,1150.0484646465504
2001-02-22,1136.50204432486
2001-02-23,1134.5166153572898
2001-02-26,1132.8297850529102
2001-02-27,1126.4373787656507
2001-02-28,1129.458305111893
2001-03-01,1127.9294085831677
2001-03-02,1127.556777289098
2001-03-05,1122.1837628986823
2001-03-06,1125.832712319391
2001-03-07,1122.4089782310762
2001-03-08,1115.0524513089717
2001-03-09,1110.7241651053498
2001-03-12,1094.137462417086
2001-03-13,1068.8488786034513
2001-03-14,1062.1949405879138
2001-03-15,1062.2884084407694
2001-03-16,1059.2493860610261
2001-03-19,1061.9508406700677
2001-03-20,1055.036932358893
2001-03-21,1045.1659614476066
2001-03-22,1024.225030398374
2001-03-23,1031.573392986863
2001-03-26,1042.3829837610047
2001-03-27,1031.8593317279124
2001-03-28,1026.1995755797743
2001-03-29,1014.4578879357081
2001-03-30,1011.9595145670454
2001-04-02,1013.4126375690911
2001-04-03,1012.1037447986315
2001-04-04,1004.9049788697313
2001-04-05,1012.6797224021132
2001-04-06,1024.7287749670622
2001-04-09,1009.927008912215
2001-04-10,1016.3116622148603
2001-04-11,1043.4854600937226
2001-04-12,1056.078894797675
2001-04-13,1056.078894797675
2001-04-16,1058.386370466605
2001-04-17,1043.812606171677
2001-04-18,1053.5057375632314
2001-04-19,1087.6149373648946
2001-04-20,1092.8130576122405
2001-04-23,1075.570031731471
2001-04-24,1069.4053549082337
2001-04-25,1065.1187501125125
2001-04-26,1066.2713415370401
2001-04-27,1066.1876162677167
2001-04-30,1074.7245782630457
2001-05-01,1081.2701314875858
2001-05-02,1092.3393946437193
2001-05-03,1096.068080338789
2001-05-04,1080.1309742754138
2001-05-07,1087.2724800210656
2001-05-08,1085.4428904100366
2001-05-09,1089.1113666583256
2001-05-10,1100.2009242976017
2001-05-11,1096.6253168453707
2001-05-14,1080.7227258804655
2001-05-15,1086.3152194914414
2001-05-16,1090.7196796407052
2001-05-17,1110.4529979498536
2001-05-18,1097.1929099669794
2001-05-21,1110.4992168063231
2001-05-22,1107.6853218987612
2001-05-23,1101.754956182314
2001-05-24,1097.3519350750591
2001-05-25,1094.9798345818717
2001-05-28,1096.19769773127
2001-05-29,1088.0174475583176
2001-05-30,1077.5862572793717
2001-05-31,1060.5219262973085
2001-06-01,1062.0647590201543
2001-06-04,1070.097646213981
2001-06-05,1078.0888723889939
2001-06-06,1082.9087703585217
2001-06-07,1092.0486053877946
2001-06-08,1102.327658450299
2001-06-11,1090.6493778825138
2001-06-12,1069.5105156102122
2001-06-13,1063.8977328674926
2001-06-14,1061.993340726855
2001-06-15,1058.5743910489382
2001-06-18,1048.0007348808404
2001-06-19,1046.1607821559664
2001-06-20,1039.3028473804955
2001-06-21,1036.2244705124656
2001-06-22,1035.0269558184536
2001-06-25,1028.3643577121238
2001-06-26,1030.5195422125391
2001-06-27,1024.6618314342384
2001-06-28,1019.0043875780365
2001-06-29,1028.0606045378101
2001-07-02,1024.383946442794
2001-07-03,1036.1596052440882
2001-07-04,1042.392019799357
2001-07-05,1025.105195818
2001-07-06,1007.5065087557304
2001-07-09,1000.5392585180828
2001-07-10,1012.6494856408732
2001-07-11,1009.7679015569574
2001-07-12,1012.0018182439227
2001-07-13,1008.0810311976207
2001-07-16,1012.6682011126377
2001-07-17,1005.0868497186549
2001-07-18,1008.95999246537
2001-07-19,1004.4305709100711
2001-07-20,1002.3882106906278
2001-07-23,1001.0940461391206
2001-07-24,989.3171338281732
2001-07-25,985.0046410446879
2001-07-26,976.7956826553828
2001-07-27,978.8535021191303
2001-07-30,982.9205026778598
2001-07-31,1001.9374037861833
2001-08-01,1023.3370617094414
2001-08-02,1028.2201764715774
2001-08-03,1016.5825484165453
2001-08-06,1018.1350272353932
2001-08-07,1015.9339933242089
2001-08-08,1011.5037816669221
2001-08-09,994.2430622366495
2001-08-10,995.782855775882
2001-08-13,987.8450562029429
2001-08-14,994.3886076017491
2001-08-15,1007.4047245573678
2001-08-16,1005.6650081514541
2001-08-17,1016.854648875666
2001-08-20,999.2481079509995
2001-08-21,993.9267776250175
2001-08-22,996.2288103192608
2001-08-23,1001.3005209542159
2001-08-24,1001.7160655583017
2001-08-27,1009.732509591421
2001-08-28,1006.5412470108735
2001-08-29,1007.1710735731383
2001-08-30,1003.8571486406283
2001-08-31,987.1744428800996
2001-09-03,989.9190100569286
2001-09-04,988.6941905046523
2001-09-05,985.2917377926481
2001-09-06,972.7853780641699
2001-09-07,956.9539163268302
2001-09-10,947.304751532564
2001-09-11,957.8888374932283
2001-09-12,899.1539040570018
2001-09-13,904.9585554790558
2001-09-14,902.2083364928715
2001-09-17,858.310907277055
2001-09-18,856.3276740138019
2001-09-19,871.3864860967693
2001-09-20,854.410786184621
2001-09-21,819.057988969756
2001-09-24,830.2127777952776
2001-09-25,845.4913703679897
2001-09-26,846.7248604413667
2001-09-27,860.2077431356452
2001-09-28,878.9597723609637
2001-10-01,883.6418305252088
2001-10-02,890.0534239729113
2001-10-03,890.4606699986116
2001-10-04,904.4479446850589
2001-10-05,926.338539607386
2001-10-08,910.2136958601379
2001-10-09,925.1857768679865
2001-10-10,913.9921594303655
2001-10-11,924.348978421561
2001-10-12,922.5683645063328
2001-10-15,930.7847393206328
2001-10-16,931.1508861031558
2001-10-17,944.2314270848625
2001-10-18,920.6709431139301
2001-10-19,908.6634715547093
2001-10-22,909.6755903483117
2001-10-23,924.0306021477204
2001-10-24,925.4884472153118
2001-10-25,924.5569342311065
2001-10-26,928.223524516219
2001-10-29,923.9180447418024
2001-10-30,922.1114251176954
2001-10-31,915.3619104896682
2001-11-01,918.6873783887718
2001-11-02,918.5528014896695
2001-11-05,926.0448848092885
2001-11-06,935.3491337030262
2001-11-07,928.4624300722415
2001-11-08,941.2194403081907
2001-11-09,945.1332525359917
2001-11-12,955.1674072055105
2001-11-13,953.8760361072748
2001-11-14,976.6424291790344
2001-11-15,993.5299363864533
2001-11-16,987.8228811656049
2001-11-19,995.0161195854085
2001-11-20,993.6969153888843
2001-11-21,985.963843749607
2001-11-22,979.0602388674228
2001-11-23,985.6780630900872
2001-11-26,992.6883038943081
2001-11-27,1003.4838232061859
2001-11-28,992.3122792715611
2001-11-29,989.0126140135295
2001-11-30,1003.3814892650972
2001-12-03,998.9619547330135
2001-12-04,1003.9577955493788
2001-12-05,1014.9673411533604
2001-12-06,1016.9881161116845
2001-12-07,1018.9319598751667
2001-12-10,1014.4198314798859
2001-12-11,1012.5782316137437
2001-12-12,1009.3775857042123
2001-12-13,1002.2651553802486
2001-12-14,996.2145883017176
2001-12-17,995.132248596304
2001-12-18,1000.4989374828522
2001-12-19,1005.3699450981345
2001-12-20,997.5004403379338
2001-12-21,994.0808133281031
2001-12-24,1003.8759620354998
2001-12-25,1003.8759620354997
2001-12-26,1003.6187240351425
2001-12-27,1012.7289541648316
2001-12-28,1017.8188095196044
2001-12-31,1019.870537070347
2002-01-01,1019.870537070347
2002-01-02,1026.869061817391
2002-01-03,1028.6545362890872
2002-01-04,1044.0004412354958
2002-01-07,1052.5604504039784
2002-01-08,1052.073340957416
2002-01-09,1044.8698068931062
2002-01-10,1044.9195353126624
2002-01-11,1042.9136125563825
2002-01-14,1043.877769103938
2002-01-15,1033.4722988175406
2002-01-16,1030.1699272063072
2002-01-17,1022.2841714497509
2002-01-18,1022.67242776289
2002-01-21,1032.4101779316047
2002-01-22,1037.0051190680097
2002-01-23,1038.5081342129627
2002-01-24,1039.2707724517704
2002-01-25,1045.5875690103098
2002-01-28,1048.9297816959643
2002-01-29,1047.2886992260562
2002-01-30,1028.7392295149932
2002-01-31,1032.4713231062867
2002-02-01,1031.877116623791
2002-02-04,1037.3110249927383
2002-02-05,1033.8382155204586
2002-02-06,1034.175280709929
2002-02-07,1024.4803087607713
2002-02-08,1037.1193100235446
2002-02-11,1052.254360779611
2002-02-12,1051.0182503694339
2002-02-13,1051.8598167727228
2002-02-14,1067.079089012976
2002-02-15,1062.2628787292183
2002-02-18,1060.3088779220075
2002-02-19,1054.0027181994778
2002-02-20,1050.0318422071664
2002-02-21,1048.0309699179186
2002-02-22,1039.2855306131576
2002-02-25,1036.808107551211
2002-02-26,1041.8664169145386
2002-02-27,1041.4954755837693
2002-02-28,1042.4087676540266
2002-03-01,1043.2869570643898
2002-03-04,1063.8688947627484
2002-03-05,1066.3174995523257
2002-03-06,1066.223316477478
2002-03-07,1084.6130034649989
2002-03-08,1080.3069777596927
2002-03-11,1078.9694137386236
2002-03-12,1075.0584578886665
2002-03-13,1069.54252899157
2002-03-14,1072.9138766193212
2002-03-15,1068.2449953644436
2002-03-18,1074.6942767853031
2002-03-19,1079.2219208334611
2002-03-20,1089.547876211849
2002-03-21,1080.9439367117864
2002-03-22,1080.563312920746
2002-03-25,1074.0893444354215
2002-03-26,1060.667532178705
2002-03-27,1072.3777285655217
2002-03-28,1083.9703321127604
2002-03-29,1083.9703321127604
2002-04-01,1083.6429285851198
2002-04-02,1077.1282517157372
2002-04-03,1074.4948470350716
2002-04-04,1075.593887325998
2002-04-05,1075.473950149481
2002-04-08,1068.4943852957354
2002-04-09,1064.826146097975
2002-04-10,1065.977017172604
2002-04-11,1072.739678106045
2002-04-12,1070.1278976128942
2002-04-15,1071.6576110423198
2002-04-16,1075.8895871846598
2002-04-17,1092.305331052275
2002-04-18,1092.6010202594534
2002-04-19,1093.9891367470852
2002-04-22,1093.6389676597187
2002-04-23,1095.6106408268843
2002-04-24,1086.5652180685101
2002-04-25,1086.5645820520808
2002-04-26,1084.0974778154548
2002-04-29,1070.7387748809438
2002-04-30,1074.0815649457288
2002-05-01,1078.2499535147078
2002-05-02,1074.7667451894936
2002-05-03,1081.7119078531348
2002-05-06,1075.6865574777325
2002-05-07,1073.4916369823518
2002-05-08,1079.6983629313108
2002-05-09,1083.2221748913166
2002-05-10,1084.3543010926237
2002-05-13,1080.1698116178538
2002-05-14,1081.8138652216621
2002-05-15,1096.7406515686557
2002-05-16,1101.252169485904
2002-05-17,1109.3323901780054
2002-05-20,1101.1560303440508
2002-05-21,1098.6276572788718
2002-05-22,1104.033936758012
2002-05-23,1095.6413160744062
2002-05-24,1097.0356041656526
2002-05-27,1095.9949117568701
2002-05-28,1100.3483875998759
2002-05-29,1098.7513610835406
2002-05-30,1102.4179113832988
2002-05-31,1099.8226966275577
2002-06-03,1105.42983142557
2002-06-04,1104.0026891975147
2002-06-05,1100.1524666691334
2002-06-06,1102.942542463999
2002-06-07,1101.8434029394048
2002-06-10,1100.388062014063
2002-06-11,1094.5575211194443
2002-06-12,1093.081066472246
2002-06-13,1092.8974440976228
2002-06-14,1068.266563485199
2002-06-17,1061.1431203645043
2002-06-18,1073.203106623728
2002-06-19,1062.6841761683859
2002-06-20,1071.9109567283115
2002-06-21,1066.3301294801295
2002-06-24,1065.4097318913705
2002-06-25,1065.0935595483054
2002-06-26,1042.1206662293573
2002-06-27,1056.7607381951987
2002-06-28,1059.1026870215671
2002-07-01,1059.823167003155
2002-07-02,1059.6652376877591
2002-07-03,1061.41764623081
2002-07-04,1064.1393387174724
2002-07-05,1070.5664917586291
2002-07-08,1080.7877832122404
2002-07-09,1091.2824372823254
2002-07-10,1080.4580822008238
2002-07-11,1057.0265386708802
2002-07-12,1062.185183888451
2002-07-15,1062.2067032384614
2002-07-16,1045.5063343250754
2002-07-17,1022.7887448247945
2002-07-18,1032.9207657716752
2002-07-19,1026.078906241876
2002-07-22,1014.7308996961464
2002-07-23,1014.6434980331975
2002-07-24,978.9251526274361
2002-07-25,982.6626109028106
2002-07-26,960.8211143888738
2002-07-29,971.5654622567355
2002-07-30,993.9290671682247
2002-07-31,995.4034987391074
2002-08-01,984.4708451223825
2002-08-02,971.4558482447524
2002-08-05,949.8333769791204
2002-08-06,933.4650883532589
2002-08-07,966.317252620858
2002-08-08,967.9964578586915
2002-08-09,976.4674886591915
2002-08-12,980.199128694998
2002-08-13,982.8040976295533
2002-08-14,976.4855809189843
2002-08-15,990.9658299769624
2002-08-16,994.8889683962173
2002-08-19,993.695591243454
2002-08-20,1008.2736911722174
2002-08-21,1007.8706933467327
2002-08-22,1013.3465770826383
2002-08-23,1009.7837053667813
2002-08-26,1006.0541112466052
2002-08-27,1012.4321699965254
2002-08-28,1003.7096603758315
2002-08-29,999.7657722381474
2002-08-30,994.7708094186247
2002-09-02,993.6043740781116
2002-09-03,988.2799415360159
2002-09-04,978.6019345578859
2002-09-05,974.8120418418985
2002-09-06,976.5856301743855
2002-09-09,985.0642695010623
2002-09-10,988.427113674132
2002-09-11,993.7710145968973
2002-09-12,1000.9340607512813
2002-09-13,992.2396743802534
2002-09-16,989.0221829718971
2002-09-17,997.7266596605223
2002-09-18,983.6960443410396
2002-09-19,981.0693960234091
2002-09-20,972.5695223780978
2002-09-23,960.5375335542712
2002-09-24,954.9036790207853
2002-09-25,945.6436608836613
2002-09-26,946.6345034444237
2002-09-27,952.951988554954
2002-09-30,939.9517398463512
2002-10-01,945.7283258886126
2002-10-02,949.0030702457474
2002-10-03,950.0239484714359
2002-10-04,951.2700118273577
2002-10-07,943.754261831929
2002-10-08,944.0617320095593
2002-10-09,938.3814023161349
2002-10-10,927.5301601741387
2002-10-11,936.6631421852469
2002-10-14,943.2652106284329
2002-10-15,957.4837737726286
2002-10-16,963.8061418208428
2002-10-17,971.7515043063395
2002-10-18,973.2236077876988
2002-10-21,968.7230339529116
2002-10-22,968.2830278556821
2002-10-23,979.302315123541
2002-10-24,981.250124547192
2002-10-25,975.9680722968553
2002-10-28,987.5681732566362
2002-10-29,977.4153623023618
2002-10-30,970.2397706864247
2002-10-31,982.7774823024629
2002-11-01,973.560467213064
2002-11-04,994.443574774514
2002-11-05,994.3882762718508
2002-11-06,1002.7258773222203
2002-11-07,1004.3834251434564
2002-11-08,993.5848475312066
2002-11-11,977.4008666887278
2002-11-12,981.3640204026785
2002-11-13,973.7843533195812
2002-11-14,978.2205461711495
2002-11-15,993.2512169272873
2002-11-18,991.2445915018129
2002-11-19,987.1125118538097
2002-11-20,987.3716546430488
2002-11-21,988.8695073132637
2002-11-22,996.5346429908234
2002-11-25,990.1444886438101
2002-11-26,986.1196270663077
2002-11-27,978.3384133758016
2002-11-28,997.6752021760275
2002-11-29,1000.4033264590744
2002-12-02,1007.3065824808411
2002-12-03,1002.1325393064703
2002-12-04,990.3142063225775
2002-12-05,995.9792589452491
2002-12-06,992.6232521254948
2002-12-09,988.0431559681377
2002-12-10,976.3488665781257
2002-12-11,967.3983746931948
2002-12-12,980.3548809996752
2002-12-13,974.0699457856256
2002-12-16,966.0561247974837
2002-12-17,979.4220208999019
2002-12-18,974.5721404401725
2002-12-19,976.7586823318687
2002-12-20,976.8914248377436
2002-12-23,985.9278710250541
2002-12-24,986.8824890042007
2002-12-25,986.8824890042007
2002-12-26,986.3350070903152
2002-12-27,982.357784481657
2002-12-30,972.8098636339785
2002-12-31,979.3561316169563
2003-01-01,979.3561316169563
2003-01-02,980.9448989143425
2003-01-03,989.8510353661367
2003-01-06,1007.7878325650601
2003-01-07,1005.0119238884926
2003-01-08,1004.4984490638886
2003-01-09,1005.9929151669942
2003-01-10,1013.7987427360785
2003-01-13,1018.006615104995
2003-01-14,1024.9987611370973
2003-01-15,1025.9429804877955
2003-01-16,1022.2757495634015
2003-01-17,1022.9053255617263
2003-01-20,1019.4611015464538
2003-01-21,1018.4277059698134
2003-01-22,1013.9857222406991
2003-01-23,1019.6097687583035
2003-01-24,1020.2928557708159
2003-01-27,1012.9246197458988
2003-01-28,999.9043282375642
2003-01-29,994.5719748923398
2003-01-30,988.2708842973159
2003-01-31,987.6027998238305
2003-02-03,979.5183997724885
2003-02-04,988.7864362260734
2003-02-05,982.7389610446379
2003-02-06,972.5869282060388
2003-02-07,978.4462893780727
2003-02-10,976.2298330886624
2003-02-11,968.2095095794554
2003-02-12,972.7466146078029
2003-02-13,960.5685862964756
2003-02-14,949.9521122612489
2003-02-17,963.0829602218635
2003-02-18,962.5435133697267
2003-02-19,971.0544143195294
2003-02-20,965.1147820196137
2003-02-21,965.8742519004662
2003-02-24,984.4169482363042
2003-02-25,971.8965546649742
2003-02-26,982.0547929560362
2003-02-27,973.2132260696037
2003-02-28,976.9833280052867
2003-03-03,992.9814436255668
2003-03-04,990.9159045124911
2003-03-05,985.0028641252213
2003-03-06,979.7773113282868
2003-03-07,968.7707422526258
2003-03-10,968.479584255823
2003-03-11,954.8755965481832
2003-03-12,945.632604204163
2003-03-13,938.6443003295557
2003-03-14,959.1187713216997
2003-03-17,956.6816266504802
2003-03-18,981.0759170861735
2003-03-19,986.8991752314589
2003-03-20,993.4142151946766
2003-03-21,991.6680401538249
2003-03-24,993.1503030410971
2003-03-25,997.7033219118857
2003-03-26,1008.1078248045951
2003-03-27,1010.319111731059
2003-03-28,1008.9879764381379
2003-03-31,1004.879521995806
2003-04-01,1005.4889628306119
2003-04-02,1005.3522260994116
2003-04-03,1007.5246829793094
2003-04-04,1019.6211839221064
2003-04-07,1030.2123181362617
2003-04-08,1028.4256084088438
2003-04-09,1017.8778753038503
2003-04-10,1025.5967537659135
2003-04-11,1021.8898321339661
2003-04-14,1014.4538166783361
2003-04-15,1027.5512967647348
2003-04-16,1039.9253282060229
2003-04-17,1036.5988456993484
2003-04-18,1036.5988456993484
2003-04-21,1033.7356725190073
2003-04-22,1047.945432549124
2003-04-23,1045.7795512157757
2003-04-24,1041.2476011541298
2003-04-25,1035.4800286271684
2003-04-28,1034.1739377798924
2003-04-29,1055.6672091506773
2003-04-30,1057.3867384249093
2003-05-01,1064.0717816794556
2003-05-02,1054.958711472882
2003-05-05,1067.6052580578632
2003-05-06,1067.0910557355721
2003-05-07,1064.0669999585034
2003-05-08,1068.2773357189517
2003-05-09,1068.3262162792257
2003-05-12,1082.8156269021913
2003-05-13,1079.384480092081
2003-05-14,1076.4989601415232
2003-05-15,1074.4710920808488
2003-05-16,1078.7449898517925
2003-05-19,1085.582534324472
2003-05-20,1081.4990293328171
2003-05-21,1084.995119767145
2003-05-22,1095.407300878699
2003-05-23,1104.6095575478435
2003-05-26,1110.8276749346614
2003-05-27,1105.9204617346554
2003-05-28,1101.0147813008043
2003-05-29,1103.6186883508722
2003-05-30,1107.3193256119393
2003-06-02,1130.0281518016964
2003-06-03,1125.9654169555029
2003-06-04,1136.2620335242923
2003-06-05,1146.6321767646289
2003-06-06,1147.899520573904
2003-06-09,1147.6214207052328
2003-06-10,1148.4826272209398
2003-06-11,1158.6439689170074
2003-06-12,1167.815260819789
2003-06-13,1172.7811216960145
2003-06-16,1169.6884862017293
2003-06-17,1186.2078667771657
2003-06-18,1177.2045141506935
2003-06-19,1177.2229293793243
