Date,ACWI HIGH DIVIDEND YIELD
1997-07-16,838.69446778
1997-07-17,834.76387562
1997-07-18,823.72362621
1997-07-21,819.01649868
1997-07-22,832.51067213
1997-07-23,837.67952939
1997-07-24,834.71072796
1997-07-25,834.06175754
1997-07-28,833.17401272
1997-07-29,836.84653867
1997-07-30,844.79173537
1997-07-31,845.74743997
1997-08-01,838.50811589
1997-08-04,835.52069216
1997-08-05,836.50057869
1997-08-06,843.35216919
1997-08-07,843.44325163
1997-08-08,832.85698336
1997-08-11,837.81701022
1997-08-12,834.64800197
1997-08-13,826.56340721
1997-08-14,825.74700133
1997-08-15,815.38297888
1997-08-18,814.9763556
1997-08-19,822.55752184
1997-08-20,828.8371427
1997-08-21,824.67669089
1997-08-22,820.14466753
1997-08-25,819.90212126
1997-08-26,817.51212514
1997-08-27,819.03796228
1997-08-28,810.44847105
1997-08-29,802.61558413
1997-09-01,802.84681043
1997-09-02,817.21736547
1997-09-03,821.67291488
1997-09-04,822.06515491
1997-09-05,824.77940908
1997-09-08,827.02427729
1997-09-09,829.73960418
1997-09-10,820.50870044
1997-09-11,811.97591139
1997-09-12,820.82655001
1997-09-15,824.34197775
1997-09-16,836.18557217
1997-09-17,839.24954333
1997-09-18,845.65923945
1997-09-19,845.38394958
1997-09-22,847.64905178
1997-09-23,845.30883836
1997-09-24,849.51535196
1997-09-25,849.22904967
1997-09-26,856.10561633
1997-09-29,860.60436598
1997-09-30,861.12712397
1997-10-01,868.79342031
1997-10-02,871.06504657
1997-10-03,876.37284932
1997-10-06,878.69229907
1997-10-07,883.20022857
1997-10-08,877.30824381
1997-10-09,869.56434956
1997-10-10,865.22180007
1997-10-13,871.9937059
1997-10-14,871.15258399
1997-10-15,867.9975609
1997-10-16,865.83533896
1997-10-17,857.57451645
1997-10-20,859.13783889
1997-10-21,866.22008314
1997-10-22,860.88528271
1997-10-23,839.24032559
1997-10-24,836.8865325
1997-10-27,803.030598
1997-10-28,804.00138265
1997-10-29,821.08513834
1997-10-30,809.55568387
1997-10-31,818.04509021
1997-11-03,835.1760876
1997-11-04,835.70117905
1997-11-05,835.86949573
1997-11-06,831.79973356
1997-11-07,819.49236175
1997-11-10,819.91751075
1997-11-11,822.51942955
1997-11-12,808.71282855
1997-11-13,812.25005484
1997-11-14,815.99246893
1997-11-17,831.49797039
1997-11-18,832.91028588
1997-11-19,831.66623175
1997-11-20,842.80633934
1997-11-21,849.7046557
1997-11-24,838.91518017
1997-11-25,834.636775
1997-11-26,834.27531703
1997-11-27,835.56874256
1997-11-28,835.17281447
1997-12-01,846.6316649
1997-12-02,850.56879474
1997-12-03,855.07574108
1997-12-04,858.89999456
1997-12-05,862.38307382
1997-12-08,864.97027758
1997-12-09,861.1325871
1997-12-10,857.01958277
1997-12-11,842.40793617
1997-12-12,843.58258058
1997-12-15,847.44535807
1997-12-16,852.19557187
1997-12-17,857.87495948
1997-12-18,854.02350621
1997-12-19,840.7020104
1997-12-22,842.04532765
1997-12-23,842.27534473
1997-12-24,840.5382235
1997-12-25,840.5382235
1997-12-26,841.31647646
1997-12-29,854.66111558
1997-12-30,860.85587043
1997-12-31,859.01864823
1998-01-01,859.01864823
1998-01-02,862.53863356
1998-01-05,863.72431172
1998-01-06,853.88994799
1998-01-07,849.71177803
1998-01-08,841.65241574
1998-01-09,824.17603473
1998-01-12,815.99665857
1998-01-13,829.30738411
1998-01-14,836.40099931
1998-01-15,831.38165057
1998-01-16,844.0127179
1998-01-19,848.63191898
1998-01-20,852.5720691
1998-01-21,849.36770872
1998-01-22,846.90450481
1998-01-23,844.86683643
1998-01-26,848.16934874
1998-01-27,856.42022335
1998-01-28,859.3495143
1998-01-29,864.15162166
1998-01-30,864.05470473
1998-02-02,884.20288284
1998-02-03,888.86603772
1998-02-04,888.02927413
1998-02-05,893.45629439
1998-02-06,897.29254529
1998-02-09,893.20203436
1998-02-10,894.58605561
1998-02-11,895.66472564
1998-02-12,892.73609546
1998-02-13,888.16243035
1998-02-16,891.13850804
1998-02-17,899.07391724
1998-02-18,906.81003071
1998-02-19,902.20785633
1998-02-20,906.10422474
1998-02-23,908.71333363
1998-02-24,904.56956694
1998-02-25,913.78178341
1998-02-26,920.03790315
1998-02-27,923.60743547
1998-03-02,931.69301412
1998-03-03,933.41378593
1998-03-04,924.12601737
1998-03-05,913.12860607
1998-03-06,927.13033636
1998-03-09,930.75737142
1998-03-10,936.74472698
1998-03-11,942.28685154
1998-03-12,943.48626961
1998-03-13,950.35160584
1998-03-16,955.04484273
1998-03-17,962.23289292
1998-03-18,963.33683168
1998-03-19,971.29784287
1998-03-20,978.84869768
1998-03-23,983.42169468
1998-03-24,990.16856866
1998-03-25,993.11568815
1998-03-26,987.72479798
1998-03-27,988.03067848
1998-03-30,980.70866163
1998-03-31,982.94774148
1998-04-01,988.06706504
1998-04-02,992.8841304
1998-04-03,993.79316677
1998-04-06,1000.0023903
1998-04-07,996.73075024
1998-04-08,991.5529212
1998-04-09,999.85406676
1998-04-10,1000.01478983
1998-04-13,1000.02156154
1998-04-14,1008.95314833
1998-04-15,1011.63063366
1998-04-16,1002.90293146
1998-04-17,1002.94950728
1998-04-20,1007.34484401
1998-04-21,1008.18518351
1998-04-22,1005.79953876
1998-04-23,993.65115564
1998-04-24,984.55892774
1998-04-27,964.53776371
1998-04-28,971.07807519
1998-04-29,972.29997482
1998-04-30,985.5096608
1998-05-01,999.21767904
1998-05-04,1007.27508748
1998-05-05,998.59199791
1998-05-06,994.40813688
1998-05-07,981.40139901
1998-05-08,985.62222872
1998-05-11,991.50568564
1998-05-12,989.15903538
1998-05-13,988.11480065
1998-05-14,985.8019614
1998-05-15,982.4421094
1998-05-18,970.45619284
1998-05-19,977.98405703
1998-05-20,990.24655566
1998-05-21,994.08605588
1998-05-22,995.34277493
1998-05-25,995.64204632
1998-05-26,990.18998748
1998-05-27,972.76708114
1998-05-28,973.8602927
1998-05-29,973.36056381
1998-06-01,971.69873872
1998-06-02,975.03495491
1998-06-03,978.43801953
1998-06-04,980.79774157
1998-06-05,991.95112602
1998-06-08,995.44562645
1998-06-09,991.14148
1998-06-10,980.48260812
1998-06-11,965.10910368
1998-06-12,957.65815314
1998-06-15,938.99165189
1998-06-16,948.24621318
1998-06-17,971.21110249
1998-06-18,970.64049244
1998-06-19,967.0582669
1998-06-22,959.89837083
1998-06-23,966.94688836
1998-06-24,970.53076094
1998-06-25,976.97234039
1998-06-26,973.81803449
1998-06-29,975.72523002
1998-06-30,975.0578188
1998-07-01,985.6352039
1998-07-02,987.97390637
1998-07-03,989.54727833
1998-07-06,993.57388824
1998-07-07,992.52092263
1998-07-08,996.02960259
1998-07-09,986.37924776
1998-07-10,983.40695577
1998-07-13,987.02078832
1998-07-14,1001.40627708
1998-07-15,1003.62730249
1998-07-16,1008.39246538
1998-07-17,1014.6051887
1998-07-20,1015.54343165
1998-07-21,1004.21732323
1998-07-22,995.3708403
1998-07-23,985.93540221
1998-07-24,986.55981315
1998-07-27,978.99909753
1998-07-28,974.01220073
1998-07-29,974.4802712
1998-07-30,984.57128428
1998-07-31,973.21061481
1998-08-03,959.68045008
1998-08-04,945.04525378
1998-08-05,938.59837739
1998-08-06,931.19854192
1998-08-07,935.29069754
1998-08-10,922.02507997
1998-08-11,903.1066135
1998-08-12,913.50302305
1998-08-13,906.91956988
1998-08-14,908.73128273
1998-08-17,913.74325684
1998-08-18,930.4459263
1998-08-19,933.55802199
1998-08-20,927.66157883
1998-08-21,904.28482478
1998-08-24,910.99937747
1998-08-25,917.6488355
1998-08-26,900.38404789
1998-08-27,871.69845221
1998-08-28,868.81596581
1998-08-31,852.62314774
1998-09-01,859.65714322
1998-09-02,865.44250126
1998-09-03,858.13868787
1998-09-04,860.74059278
1998-09-07,875.60303147
1998-09-08,893.23757037
1998-09-09,886.15145311
1998-09-10,867.22876982
1998-09-11,876.54551472
1998-09-14,894.15816104
1998-09-15,902.47167942
1998-09-16,908.28292116
1998-09-17,886.86478413
1998-09-18,881.6786525
1998-09-21,869.20558733
1998-09-22,881.37973106
1998-09-23,904.20264914
1998-09-24,894.84198146
1998-09-25,888.28904034
1998-09-28,893.95481028
1998-09-29,898.07374952
1998-09-30,879.49123038
1998-10-01,858.23071917
1998-10-02,861.81591679
1998-10-05,854.23079425
1998-10-06,866.39535852
1998-10-07,867.87704625
1998-10-08,856.03246219
1998-10-09,867.25294947
1998-10-12,881.6448243
1998-10-13,884.9427082
1998-10-14,891.57540189
1998-10-15,906.76495344
1998-10-16,917.70726905
1998-10-19,914.55942995
1998-10-20,929.05769522
1998-10-21,920.90840889
1998-10-22,920.49796836
1998-10-23,916.04816581
1998-10-26,918.88100948
1998-10-27,921.74492033
1998-10-28,914.81313973
1998-10-29,923.93036291
1998-10-30,934.45291797
1998-11-02,948.79500034
1998-11-03,948.87945042
1998-11-04,961.64459117
1998-11-05,962.2802318
1998-11-06,961.23249853
1998-11-09,947.70615069
1998-11-10,938.9492611
1998-11-11,942.09067592
1998-11-12,935.17108709
1998-11-13,944.0563722
1998-11-16,958.01473345
1998-11-17,956.892302
1998-11-18,956.33787437
1998-11-19,965.52742121
1998-11-20,979.14858541
1998-11-23,993.44314927
1998-11-24,989.70446596
1998-11-25,988.99770955
1998-11-26,997.0114439
1998-11-27,999.59987824
1998-11-30,979.87170573
1998-12-01,962.6288881
1998-12-02,959.49568211
1998-12-03,956.35703564
1998-12-04,962.94378684
1998-12-07,964.75393785
1998-12-08,965.29013836
1998-12-09,969.82267872
1998-12-10,967.39561672
1998-12-11,958.71733048
1998-12-14,952.24007445
1998-12-15,957.37010793
1998-12-16,961.09478639
1998-12-17,972.06486573
1998-12-18,972.89729473
1998-12-21,988.84697621
1998-12-22,985.39506514
1998-12-23,999.01583909
1998-12-24,997.39318851
1998-12-25,997.54157248
1998-12-28,998.61373151
1998-12-29,1008.40182523
1998-12-30,1001.64429222
1998-12-31,1000.0
1999-01-01,1000.0003889734915
1999-01-04,1013.2785209964638
1999-01-05,1021.0517294717685
1999-01-06,1046.2759795188813
1999-01-07,1039.6474957823275
1999-01-08,1040.4316914832095
1999-01-11,1028.0590062681788
1999-01-12,1015.0081290084707
1999-01-13,992.7618376813566
1999-01-14,983.0650366881075
1999-01-15,994.3865736937348
1999-01-18,1007.2604004329918
1999-01-19,1004.1409985294114
1999-01-20,1007.5267290097336
1999-01-21,998.920853514033
1999-01-22,981.6834482784258
1999-01-25,981.1283968878481
1999-01-26,983.978305364244
1999-01-27,976.0695021908006
1999-01-28,982.4883763447489
1999-01-29,986.259098188574
1999-02-01,992.6498055763842
1999-02-02,991.7749399834508
1999-02-03,987.7493139839751
1999-02-04,984.4030257075337
1999-02-05,986.3366317265605
1999-02-08,985.015117044778
1999-02-09,971.8415802561428
1999-02-10,966.1245545598993
1999-02-11,975.7741363930552
1999-02-12,977.4693877462379
1999-02-15,979.183542115462
1999-02-16,981.0712505205017
1999-02-17,976.7841331003748
1999-02-18,979.858366065541
1999-02-19,976.0244615435256
1999-02-22,984.0858438359846
1999-02-23,985.3859569174069
1999-02-24,984.293728391266
1999-02-25,980.7494469455567
1999-02-26,978.1717032321692
1999-03-01,970.5667125562667
1999-03-02,972.3069249245066
1999-03-03,971.5664305091965
1999-03-04,979.8538994309343
1999-03-05,1000.7741293304667
1999-03-08,999.9397925714337
1999-03-09,1002.7264107513469
1999-03-10,1015.5111212038273
1999-03-11,1024.9297327513084
1999-03-12,1030.713153580925
1999-03-15,1028.904750675533
1999-03-16,1027.8391791732483
1999-03-17,1028.2495445088327
1999-03-18,1031.4718580705119
1999-03-19,1032.0931990393412
1999-03-22,1031.0440224508538
1999-03-23,1013.7753859075017
1999-03-24,1010.2309646783239
1999-03-25,1019.496448146473
1999-03-26,1010.4095142621564
1999-03-29,1023.3030669574665
1999-03-30,1017.3566548911076
1999-03-31,1017.6710319205857
1999-04-01,1016.8816589007174
1999-04-02,1016.3260721074024
1999-04-05,1021.1525577311653
1999-04-06,1027.1827471427875
1999-04-07,1037.38561541179
1999-04-08,1047.4539834674215
1999-04-09,1050.531563815089
1999-04-12,1057.286539187394
1999-04-13,1061.348727227077
1999-04-14,1062.165670961019
1999-04-15,1070.4026524156595
1999-04-16,1080.7979136459917
1999-04-19,1092.3005411408753
1999-04-20,1077.0394938452625
1999-04-21,1073.4786342252423
1999-04-22,1080.5711867138698
1999-04-23,1083.0711790312114
1999-04-26,1081.5103868436383
1999-04-27,1100.7354380281236
1999-04-28,1105.3513466138165
1999-04-29,1107.5784467964036
1999-04-30,1108.6857374270207
1999-05-03,1122.4889984685967
1999-05-04,1122.211445458278
1999-05-05,1115.9553672779991
1999-05-06,1117.4474039461543
1999-05-07,1114.9968229767296
1999-05-10,1115.2211952875696
1999-05-11,1113.048138500011
1999-05-12,1103.7884899312123
1999-05-13,1112.400294164332
1999-05-14,1097.468845569609
1999-05-17,1084.3730156593565
1999-05-18,1085.4485059106673
1999-05-19,1093.5283481595768
1999-05-20,1094.7849411883699
1999-05-21,1091.2907932209514
1999-05-24,1084.5651973378565
1999-05-25,1073.2951821039028
1999-05-26,1075.9710131723718
1999-05-27,1057.4976486094324
1999-05-28,1062.1584507837415
1999-05-31,1064.345651394086
1999-06-01,1066.7757747932287
1999-06-02,1067.9149385116896
1999-06-03,1072.5298086088942
1999-06-04,1078.454474085936
1999-06-07,1087.598665390802
1999-06-08,1089.871734793694
1999-06-09,1091.1436276630943
1999-06-10,1088.1201685353444
1999-06-11,1093.2634074171353
1999-06-14,1091.901626835695
1999-06-15,1094.0979305356748
1999-06-16,1098.9255053389131
1999-06-17,1104.037773676804
1999-06-18,1109.5093424291222
1999-06-21,1109.9264610303428
1999-06-22,1104.6730825989373
1999-06-23,1096.6326803684435
1999-06-24,1085.3228010796672
1999-06-25,1089.5750727487527
1999-06-28,1086.8665121201004
1999-06-29,1087.2797298856115
1999-06-30,1089.2662324167973
1999-07-01,1101.7326258093278
1999-07-02,1107.8977453183097
1999-07-05,1120.0558625586332
1999-07-06,1120.413324398224
1999-07-07,1113.7412124846671
1999-07-08,1107.2199177954276
1999-07-09,1110.5150501402536
1999-07-12,1107.9886409982394
1999-07-13,1098.064232632333
1999-07-14,1103.0228873049005
1999-07-15,1115.1458330868554
1999-07-16,1111.217206657051
1999-07-19,1104.1616529768764
1999-07-20,1100.5829655316795
1999-07-21,1095.7003285749931
1999-07-22,1091.3711345381137
1999-07-23,1080.4330867253057
1999-07-26,1080.2712919114085
1999-07-27,1085.9164148249665
1999-07-28,1087.420222191376
1999-07-29,1073.9463131884543
1999-07-30,1080.3542121583462
1999-08-02,1079.9050102739766
1999-08-03,1078.9333912114644
1999-08-04,1081.031904072406
1999-08-05,1072.8501135382826
1999-08-06,1066.930032822689
1999-08-09,1067.8699551110585
1999-08-10,1056.8870319241607
1999-08-11,1061.195553998672
1999-08-12,1071.2528649881524
1999-08-13,1082.5926175928219
1999-08-16,1084.8591221952609
1999-08-17,1083.9773716501375
1999-08-18,1086.2506446959067
1999-08-19,1083.0179064747633
1999-08-20,1093.2035029377637
1999-08-23,1102.976773337798
1999-08-24,1099.1425629799908
1999-08-25,1100.4441638996088
1999-08-26,1093.218890274475
1999-08-27,1090.1805553043464
1999-08-30,1082.192932870645
1999-08-31,1074.4981786624894
1999-09-01,1082.5107019201532
1999-09-02,1073.9205564462904
1999-09-03,1090.3111995611841
1999-09-06,1094.085078296169
1999-09-07,1087.0011052542648
1999-09-08,1087.1590341322838
1999-09-09,1092.554989714859
1999-09-10,1088.4845386060128
1999-09-13,1079.404754110283
1999-09-14,1072.4868041445413
1999-09-15,1061.906071465678
1999-09-16,1057.5993071965524
1999-09-17,1061.8548403130148
1999-09-20,1060.720380843755
1999-09-21,1048.5052970887189
1999-09-22,1044.329419308444
1999-09-23,1040.740154709202
1999-09-24,1034.7131053819799
1999-09-27,1043.6055542114702
1999-09-28,1038.7911937862489
1999-09-29,1039.8444371743674
1999-09-30,1047.518131785465
1999-10-01,1046.0874403796033
1999-10-04,1058.9761255382368
1999-10-05,1056.906061710459
1999-10-06,1065.6136426132787
1999-10-07,1071.3500018135953
1999-10-08,1069.218476814366
1999-10-11,1066.0954068804315
1999-10-12,1058.5285939383339
1999-10-13,1050.1853717481392
1999-10-14,1048.2557500538694
1999-10-15,1030.6326769396194
1999-10-18,1028.8236220227866
1999-10-19,1042.8303200554315
1999-10-20,1048.1665719618957
1999-10-21,1044.3128076323098
1999-10-22,1058.5334232397977
1999-10-25,1049.9871892984152
1999-10-26,1048.5360433722738
1999-10-27,1048.1039581324353
1999-10-28,1066.9843916636487
1999-10-29,1080.57607586942
1999-11-01,1078.1139854328433
1999-11-02,1078.7339284802863
1999-11-03,1079.9838674513642
1999-11-04,1085.2938726071857
1999-11-05,1080.9646086339417
1999-11-08,1082.27421543152
1999-11-09,1085.3256185373177
1999-11-10,1088.872426271097
1999-11-11,1096.290635692391
1999-11-12,1098.6196413774346
1999-11-15,1105.0197310395795
1999-11-16,1115.0527373087953
1999-11-17,1115.7913553609208
1999-11-18,1113.2790650071727
1999-11-19,1110.8603450392445
1999-11-22,1102.0699217683095
1999-11-23,1101.3047556221275
1999-11-24,1094.513854284245
1999-11-25,1105.5926415325912
1999-11-26,1101.2014172838067
1999-11-29,1093.119618932854
1999-11-30,1086.797884047972
1999-12-01,1093.3628900511333
1999-12-02,1093.179649172042
1999-12-03,1106.271270014307
1999-12-06,1107.9256602203504
1999-12-07,1100.2341923717402
1999-12-08,1092.9411283382854
1999-12-09,1096.9434246582348
1999-12-10,1098.6147339436332
1999-12-13,1096.093649318776
1999-12-14,1092.8118772497817
1999-12-15,1091.4480495132946
1999-12-16,1097.9580567346864
1999-12-17,1098.2746053304218
1999-12-20,1096.568682207084
1999-12-21,1095.7723030757497
1999-12-22,1100.085080026455
1999-12-23,1117.916039550797
1999-12-24,1120.9742907599427
1999-12-27,1115.1404621849465
1999-12-28,1116.7648651461457
1999-12-29,1118.566407087699
1999-12-30,1126.036834858811
1999-12-31,1126.39257701788
2000-01-03,1121.3384585699469
2000-01-04,1098.8628451888467
2000-01-05,1096.4062153389852
2000-01-06,1100.5428901230484
2000-01-07,1113.549819725187
2000-01-10,1113.9570942948287
2000-01-11,1104.2970167471406
2000-01-12,1100.300609975205
2000-01-13,1105.3952596834554
2000-01-14,1108.5741785329328
2000-01-17,1107.1796270961256
2000-01-18,1092.803114614115
2000-01-19,1086.926159146302
2000-01-20,1076.984515294409
2000-01-21,1074.7380846245287
2000-01-24,1064.5620807075845
2000-01-25,1051.1145482039747
2000-01-26,1057.650614012108
2000-01-27,1060.0814111199177
2000-01-28,1041.2295591543052
2000-01-31,1037.58466055226
2000-02-01,1040.8375286930886
2000-02-02,1037.3731649819756
2000-02-03,1050.126076258062
2000-02-04,1039.8874808818432
2000-02-07,1034.107059432341
2000-02-08,1048.3679925972908
2000-02-09,1041.7769038906076
2000-02-10,1032.8550980003772
2000-02-11,1020.2206519476102
2000-02-14,1014.9011348721593
2000-02-15,1017.8522231092505
2000-02-16,1026.4409543358493
2000-02-17,1030.5593363123387
2000-02-18,1013.9188792243489
2000-02-21,1010.7355981642122
2000-02-22,1016.8374078074353
2000-02-23,1016.8681842750997
2000-02-24,1005.5935808369519
2000-02-25,999.4744555415913
2000-02-28,995.3915261537635
2000-02-29,1000.8367211111473
2000-03-01,1015.1560022814608
2000-03-02,1022.2171690170161
2000-03-03,1026.3549929207045
2000-03-06,1020.9678569359712
2000-03-07,1012.7555647587324
2000-03-08,1011.7428910936833
2000-03-09,1020.8320564037685
2000-03-10,1017.5708615387284
2000-03-13,1009.444615469364
2000-03-14,1005.558324206042
2000-03-15,1020.1786220014621
2000-03-16,1060.4737933733368
2000-03-17,1050.2968469680695
2000-03-20,1048.1362657355482
2000-03-21,1061.6810811603907
2000-03-22,1051.9764844898514
2000-03-23,1060.7306124211198
2000-03-24,1073.6404510809066
2000-03-27,1069.710459510053
2000-03-28,1069.1281580467755
2000-03-29,1065.5647001981426
2000-03-30,1060.8884037558205
2000-03-31,1069.8084252724705
2000-04-03,1076.5350337677078
2000-04-04,1087.5122011991796
2000-04-05,1079.6307954689073
2000-04-06,1078.8830460602003
2000-04-07,1074.080355051262
2000-04-10,1078.7589652617326
2000-04-11,1081.2440300037902
2000-04-12,1087.0593419483075
2000-04-13,1083.4827860317907
2000-04-14,1054.0674684355
2000-04-17,1040.4263780793938
2000-04-18,1042.1067628155458
2000-04-19,1039.442021170384
2000-04-20,1048.027560358901
2000-04-21,1047.823580335465
2000-04-24,1053.4043804948049
2000-04-25,1066.446971282552
2000-04-26,1061.9588568338863
2000-04-27,1044.157445368492
2000-04-28,1043.3166277556215
2000-05-01,1044.3515793905858
2000-05-02,1049.750713579542
2000-05-03,1030.0273475414333
2000-05-04,1026.8971914736808
2000-05-05,1031.993492104004
2000-05-08,1033.867151193081
2000-05-09,1030.3477737826674
2000-05-10,1031.4518707945783
2000-05-11,1040.6122097426792
2000-05-12,1047.5693684873143
2000-05-15,1056.6046554203551
2000-05-16,1059.3543888106465
2000-05-17,1039.1112042667742
2000-05-18,1041.466540123118
2000-05-19,1029.954487659268
2000-05-22,1032.749629085171
2000-05-23,1035.4184490734665
2000-05-24,1038.5267543478774
2000-05-25,1035.3840874090713
2000-05-26,1040.490994417721
2000-05-29,1046.00673102946
2000-05-30,1058.2967966570943
2000-05-31,1056.3109184486045
2000-06-01,1067.0322574934344
2000-06-02,1082.485819870178
2000-06-05,1078.180028562143
2000-06-06,1085.6600438728904
2000-06-07,1086.075837137755
2000-06-08,1077.8888869161594
2000-06-09,1074.1704505490193
2000-06-12,1075.9795909616234
2000-06-13,1081.9716869311708
2000-06-14,1087.7740154989247
2000-06-15,1076.2106897978847
2000-06-16,1070.432250108269
2000-06-19,1072.5413334044204
2000-06-20,1065.3007098431442
2000-06-21,1058.1541030666594
2000-06-22,1054.4886246173774
2000-06-23,1051.6913138275718
2000-06-26,1053.9876499150794
2000-06-27,1055.2918235423967
2000-06-28,1056.62039270673
2000-06-29,1055.1103701992126
2000-06-30,1053.150161352833
2000-07-03,1068.386936896829
2000-07-04,1068.3482603600298
2000-07-05,1065.519936835501
2000-07-06,1065.7701187575694
2000-07-07,1072.2013894118973
2000-07-10,1074.7692523162684
2000-07-11,1077.0113328713526
2000-07-12,1075.4996294290922
2000-07-13,1067.4058995723856
2000-07-14,1068.3046116170199
2000-07-17,1062.9082664472187
2000-07-18,1058.973033578823
2000-07-19,1057.0885978158497
2000-07-20,1061.146264614502
2000-07-21,1059.9698907624525
2000-07-24,1058.963761295291
2000-07-25,1063.679336224913
2000-07-26,1057.2035246566604
2000-07-27,1059.951478213247
2000-07-28,1052.0252828872262
2000-07-31,1051.8839150569956
2000-08-01,1057.5134665560743
2000-08-02,1061.0420878570567
2000-08-03,1060.0462237028128
2000-08-04,1067.9207810660657
2000-08-07,1078.1924248282812
2000-08-08,1071.9167027821786
2000-08-09,1071.3931165016343
2000-08-10,1078.2182978434655
2000-08-11,1083.878473507891
2000-08-14,1089.6538037555595
2000-08-15,1093.731630538538
2000-08-16,1096.2673347716752
2000-08-17,1096.7541383773105
2000-08-18,1093.8309192483903
2000-08-21,1094.0857118005792
2000-08-22,1094.507200763813
2000-08-23,1092.2412022754845
2000-08-24,1088.0302954626657
