Date,AC ASIA ex JAPAN HIGH DIVIDEND YIELD
1997-09-30,1747.5309297
1997-10-01,1736.51935385
1997-10-02,1737.37609299
1997-10-03,1718.85442485
1997-10-06,1695.24786036
1997-10-07,1694.0650899
1997-10-08,1696.42909323
1997-10-09,1675.48483325
1997-10-10,1690.72194845
1997-10-13,1669.37762539
1997-10-14,1646.42131883
1997-10-15,1613.60496033
1997-10-16,1620.77948265
1997-10-17,1621.22412624
1997-10-20,1557.83711682
1997-10-21,1503.53762223
1997-10-22,1451.36661568
1997-10-23,1369.13239567
1997-10-24,1399.91164156
1997-10-27,1357.33078033
1997-10-28,1223.91573873
1997-10-29,1337.74008295
1997-10-30,1308.36914369
1997-10-31,1336.6967705
1997-11-03,1399.34014951
1997-11-04,1393.10141982
1997-11-05,1376.1147212
1997-11-06,1352.77315947
1997-11-07,1320.77335721
1997-11-10,1310.85732867
1997-11-11,1293.67886531
1997-11-12,1256.3775679
1997-11-13,1256.42050491
1997-11-14,1276.39116001
1997-11-17,1296.18679653
1997-11-18,1272.27534812
1997-11-19,1254.94367706
1997-11-20,1226.30693993
1997-11-21,1267.6350434
1997-11-24,1256.17768451
1997-11-25,1226.63292536
1997-11-26,1246.8520413
1997-11-27,1252.01899386
1997-11-28,1236.23851845
1997-12-01,1232.01370738
1997-12-02,1253.69732335
1997-12-03,1252.79045283
1997-12-04,1284.23381508
1997-12-05,1298.05580425
1997-12-08,1326.67889019
1997-12-09,1289.94109773
1997-12-10,1262.07787811
1997-12-11,1185.87692612
1997-12-12,1170.65872921
1997-12-15,1149.86499216
1997-12-16,1141.13732425
1997-12-17,1163.45911362
1997-12-18,1185.73066371
1997-12-19,1158.02640216
1997-12-22,1138.08529494
1997-12-23,1138.69315114
1997-12-24,1136.288623
1997-12-25,1136.288623
1997-12-26,1146.31875916
1997-12-29,1160.87188654
1997-12-30,1171.17436099
1997-12-31,1178.93011716
1998-01-01,1178.93011716
1998-01-02,1164.11348888
1998-01-05,1124.55408884
1998-01-06,1088.78193135
1998-01-07,1039.90084818
1998-01-08,989.89946348
1998-01-09,952.84079444
1998-01-12,883.02634366
1998-01-13,932.67269043
1998-01-14,995.73658277
1998-01-15,953.16917474
1998-01-16,976.87480926
1998-01-19,1047.68983526
1998-01-20,1045.08142521
1998-01-21,1023.93957506
1998-01-22,981.27325568
1998-01-23,972.05301607
1998-01-26,985.01875352
1998-01-27,1009.58187563
1998-01-28,1014.7257323
1998-01-29,1018.75457816
1998-01-30,1051.14208194
1998-02-02,1173.65151883
1998-02-03,1205.6822096
1998-02-04,1167.76446783
1998-02-05,1188.640516
1998-02-06,1208.54549642
1998-02-09,1237.03340221
1998-02-10,1271.04610596
1998-02-11,1271.94905234
1998-02-12,1223.57005423
1998-02-13,1171.15346213
1998-02-16,1132.8690934
1998-02-17,1148.60369441
1998-02-18,1187.86470726
1998-02-19,1213.24180554
1998-02-20,1207.93946773
1998-02-23,1208.87757825
1998-02-24,1220.10421482
1998-02-25,1219.64190704
1998-02-26,1253.07752838
1998-02-27,1281.8764866
1998-03-02,1286.87680234
1998-03-03,1269.34573712
1998-03-04,1253.07553629
1998-03-05,1196.385327
1998-03-06,1199.03987475
1998-03-09,1190.09967475
1998-03-10,1206.58918722
1998-03-11,1206.78109738
1998-03-12,1193.01790913
1998-03-13,1216.79151653
1998-03-16,1214.99878537
1998-03-17,1213.74547843
1998-03-18,1214.4441351
1998-03-19,1239.64428731
1998-03-20,1247.08220524
1998-03-23,1270.20692774
1998-03-24,1258.61757838
1998-03-25,1278.21871165
1998-03-26,1265.85628381
1998-03-27,1270.75217843
1998-03-30,1244.24785763
1998-03-31,1245.21525181
1998-04-01,1226.41386458
1998-04-02,1205.39661151
1998-04-03,1188.04325411
1998-04-06,1198.50097851
1998-04-07,1199.4633007
1998-04-08,1206.15200433
1998-04-09,1218.45578119
1998-04-10,1219.09228521
1998-04-13,1223.01332697
1998-04-14,1214.5170517
1998-04-15,1211.88938398
1998-04-16,1192.55721224
1998-04-17,1186.00342668
1998-04-20,1199.47861891
1998-04-21,1191.92105584
1998-04-22,1186.23628481
1998-04-23,1177.79456989
1998-04-24,1178.09252161
1998-04-27,1154.58074783
1998-04-28,1159.06792021
1998-04-29,1142.58299454
1998-04-30,1131.05003916
1998-05-01,1144.69293799
1998-05-04,1137.931318
1998-05-05,1118.65047321
1998-05-06,1083.21382213
1998-05-07,1073.91521152
1998-05-08,1077.48539334
1998-05-11,1075.92865742
1998-05-12,1059.61746902
1998-05-13,1013.96817828
1998-05-14,1030.90573433
1998-05-15,1033.28066904
1998-05-18,1014.24584855
1998-05-19,1009.30938737
1998-05-20,1022.42715802
1998-05-21,1037.10827616
1998-05-22,1027.66459926
1998-05-25,1022.66004322
1998-05-26,1010.90961178
1998-05-27,967.37641065
1998-05-28,944.67044695
1998-05-29,937.61438156
1998-06-01,899.8730348
1998-06-02,897.23124525
1998-06-03,916.94581789
1998-06-04,898.67453516
1998-06-05,888.0804616
1998-06-08,878.09892087
1998-06-09,866.27423883
1998-06-10,824.93360766
1998-06-11,816.73340976
1998-06-12,820.40742988
1998-06-15,784.8198672
1998-06-16,786.24737726
1998-06-17,828.66036199
1998-06-18,863.09056143
1998-06-19,866.7890851
1998-06-22,838.59295968
1998-06-23,838.67749767
1998-06-24,838.15109481
1998-06-25,849.63999719
1998-06-26,838.85598047
1998-06-29,826.54008006
1998-06-30,834.59187667
1998-07-01,836.94307306
1998-07-02,856.21570977
1998-07-03,841.53732051
1998-07-06,834.73682582
1998-07-07,828.88240594
1998-07-08,834.66676823
1998-07-09,818.94907643
1998-07-10,798.5154761
1998-07-13,790.6802685
1998-07-14,799.44012735
1998-07-15,817.76759694
1998-07-16,828.5875322
1998-07-17,834.94016601
1998-07-20,834.48071185
1998-07-21,827.18933431
1998-07-22,812.32407226
1998-07-23,797.51391083
1998-07-24,802.87247246
1998-07-27,788.70123871
1998-07-28,781.76910463
1998-07-29,768.51651609
1998-07-30,773.85329217
1998-07-31,774.91750006
1998-08-03,747.64837424
1998-08-04,753.10876391
1998-08-05,753.4330845
1998-08-06,735.68954951
1998-08-07,715.69578913
1998-08-10,706.40736968
1998-08-11,676.61413579
1998-08-12,679.76914217
1998-08-13,664.40895128
1998-08-14,694.62826988
1998-08-17,687.55234496
1998-08-18,685.97029799
1998-08-19,716.30716025
1998-08-20,727.33851588
1998-08-21,711.38911112
1998-08-24,717.35851081
1998-08-25,728.93215619
1998-08-26,729.17079138
1998-08-27,725.29453784
1998-08-28,706.30932392
1998-08-31,676.24654935
1998-09-01,662.89902849
1998-09-02,682.54310736
1998-09-03,693.28269467
1998-09-04,731.91808436
1998-09-07,809.72811252
1998-09-08,785.16884116
1998-09-09,779.240205
1998-09-10,773.47630778
1998-09-11,752.9450494
1998-09-14,768.49141688
1998-09-15,773.25604454
1998-09-16,781.87037808
1998-09-17,764.68586792
1998-09-18,751.74165214
1998-09-21,726.89951835
1998-09-22,738.71879113
1998-09-23,741.35729474
1998-09-24,766.32349815
1998-09-25,760.84143184
1998-09-28,772.15723023
1998-09-29,766.56815331
1998-09-30,734.13642723
1998-10-01,732.47126927
1998-10-02,730.06253566
1998-10-05,713.16867267
1998-10-06,714.64624731
1998-10-07,722.42365027
1998-10-08,740.73868862
1998-10-09,774.663573
1998-10-12,796.02878717
1998-10-13,793.45035989
1998-10-14,786.08430568
1998-10-15,796.41540848
1998-10-16,855.2313265
1998-10-19,855.3441234
1998-10-20,865.51240793
1998-10-21,876.06930311
1998-10-22,871.49665757
1998-10-23,877.19098062
1998-10-26,873.59480075
1998-10-27,886.6031831
1998-10-28,884.04060219
1998-10-29,896.79519161
1998-10-30,918.0685735
1998-11-02,926.84782331
1998-11-03,929.65566298
1998-11-04,940.59456256
1998-11-05,926.28350933
1998-11-06,923.61825062
1998-11-09,905.51359416
1998-11-10,896.74887096
1998-11-11,933.33006905
1998-11-12,914.69740688
1998-11-13,921.51221861
1998-11-16,940.80899755
1998-11-17,934.71645423
1998-11-18,945.31410695
1998-11-19,955.9301136
1998-11-20,954.5872688
1998-11-23,977.93795819
1998-11-24,1008.07343221
1998-11-25,1003.25568551
1998-11-26,1004.39503531
1998-11-27,1002.00460237
1998-11-30,980.34348838
1998-12-01,958.47709244
1998-12-02,965.44936735
1998-12-03,965.37405294
1998-12-04,962.27994621
1998-12-07,998.49553598
1998-12-08,994.57739776
1998-12-09,998.89094824
1998-12-10,1012.43903616
1998-12-11,992.4740131
1998-12-14,978.58883321
1998-12-15,984.32828953
1998-12-16,970.80669937
1998-12-17,963.35148532
1998-12-18,970.30359059
1998-12-21,994.83693624
1998-12-22,995.98898603
1998-12-23,987.68191909
1998-12-24,999.15634062
1998-12-25,999.26388341
1998-12-28,1004.17532376
1998-12-29,1006.3389484
1998-12-30,1007.41788076
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,986.2179451792347
1999-01-05,991.1269764628044
1999-01-06,1015.7475002861619
1999-01-07,1046.5543862995414
1999-01-08,1054.0680240771433
1999-01-11,1062.150651001645
1999-01-12,1057.9340224959763
1999-01-13,1026.5300801018777
1999-01-14,1007.574444229533
1999-01-15,1012.3660069220657
1999-01-18,1025.878670796539
1999-01-19,1005.9348166134989
1999-01-20,1005.7342147890778
1999-01-21,980.4575166261947
1999-01-22,946.2291923860762
1999-01-25,921.0267121367472
1999-01-26,924.8346080805903
1999-01-27,945.0103940299514
1999-01-28,914.4208647470767
1999-01-29,921.5694703803252
1999-02-01,922.0147504858382
1999-02-02,919.3197181532591
1999-02-03,916.0060930317813
1999-02-04,912.2956676185806
1999-02-05,890.8525747215347
1999-02-08,891.1410598493253
1999-02-09,895.8238002501365
1999-02-10,883.2749885031386
1999-02-11,889.4848683045662
1999-02-12,912.916652445539
1999-02-15,910.825292994097
1999-02-16,911.6377679152619
1999-02-17,912.2583800376806
1999-02-18,910.8051150966847
1999-02-19,884.5729473124728
1999-02-22,888.0208494939762
1999-02-23,897.398713488642
1999-02-24,907.5153831170364
1999-02-25,904.4364315828294
1999-02-26,920.0285635316952
1999-03-01,927.3824230239933
1999-03-02,927.2604715895268
1999-03-03,934.02834289689
1999-03-04,933.5822129893025
1999-03-05,961.9560397760913
1999-03-08,983.2569706669401
1999-03-09,997.8768965572082
1999-03-10,1012.2810340856122
1999-03-11,1004.374476755352
1999-03-12,1016.0049652741609
1999-03-15,1010.6172906881237
1999-03-16,1019.7223360848145
1999-03-17,1025.6064438440408
1999-03-18,1004.5299496009812
1999-03-19,1037.9624697263816
1999-03-22,1047.8813859681861
1999-03-23,1044.8287674030237
1999-03-24,1023.8899458520092
1999-03-25,1036.2209642687128
1999-03-26,1035.9962981991441
1999-03-29,1026.9143816185028
1999-03-30,1044.0031402096954
1999-03-31,1050.1912935571163
1999-04-01,1052.377629681203
1999-04-02,1056.4272802772487
1999-04-05,1054.4915394938948
1999-04-06,1055.5708761399344
1999-04-07,1085.551891001647
1999-04-08,1087.6005304880405
1999-04-09,1098.5740002182308
1999-04-12,1084.3089399787618
1999-04-13,1096.6709048940993
1999-04-14,1099.9258526058006
1999-04-15,1123.5274783403831
1999-04-16,1178.2125549714349
1999-04-19,1207.4735017390747
1999-04-20,1185.5063595101674
1999-04-21,1199.4322059741644
1999-04-22,1245.3320406816733
1999-04-23,1261.5964491951781
1999-04-26,1287.4870602833482
1999-04-27,1312.1301639868616
1999-04-28,1282.142161617031
1999-04-29,1280.8887663382757
1999-04-30,1287.5346218997126
1999-05-03,1297.0073314083684
1999-05-04,1314.8564644728883
1999-05-05,1330.236283494231
1999-05-06,1324.1632889125144
1999-05-07,1272.3890782778676
1999-05-10,1285.237187475524
1999-05-11,1267.4522411791943
1999-05-12,1275.532842473433
1999-05-13,1285.657918687134
1999-05-14,1275.2151417304929
1999-05-17,1255.2627664303989
1999-05-18,1264.6285881248943
1999-05-19,1248.95942476334
1999-05-20,1249.6905353280188
1999-05-21,1237.2101066196467
1999-05-24,1248.5167981900797
1999-05-25,1240.9135019510607
1999-05-26,1238.105098111488
1999-05-27,1225.7195652833907
1999-05-28,1204.1148250018289
1999-05-31,1205.9039303773036
1999-06-01,1221.649379669161
1999-06-02,1224.3595495469974
1999-06-03,1229.7934839902898
1999-06-04,1237.7683018690866
1999-06-07,1268.2309537945239
1999-06-08,1278.8093058662369
1999-06-09,1278.7819079719454
1999-06-10,1276.8367585856256
1999-06-11,1287.1961044829452
1999-06-14,1287.3139396596882
1999-06-15,1272.8275207292
1999-06-16,1302.1056025105129
1999-06-17,1315.3793875088895
1999-06-18,1314.738647240491
1999-06-21,1352.7810260931158
1999-06-22,1365.033840685011
1999-06-23,1364.013214540996
1999-06-24,1343.1882741441718
1999-06-25,1336.2138217616744
1999-06-28,1343.9842026594727
1999-06-29,1341.7462224111712
1999-06-30,1324.6094249099901
1999-07-01,1326.0523301734054
1999-07-02,1360.1221101919607
1999-07-05,1385.3971140670722
1999-07-06,1381.4595346025528
1999-07-07,1357.918105215109
1999-07-08,1350.0760761145875
1999-07-09,1356.1221060294522
1999-07-12,1358.3543458970967
1999-07-13,1347.3383413043562
1999-07-14,1317.1713398525337
1999-07-15,1328.475261803906
1999-07-16,1305.376700957929
1999-07-19,1301.7158275734332
1999-07-20,1301.926620145567
1999-07-21,1296.6066160322807
1999-07-22,1292.9280096042482
1999-07-23,1266.944170163218
1999-07-26,1241.8317923144593
1999-07-27,1249.1033514536514
1999-07-28,1259.2071333085821
1999-07-29,1260.6898485449267
1999-07-30,1259.1276143071536
1999-08-02,1268.7887987361755
1999-08-03,1275.4642989640495
1999-08-04,1282.3911356233875
1999-08-05,1253.3769205570322
1999-08-06,1247.88991137683
1999-08-09,1239.4952738201057
1999-08-10,1210.4967939477306
1999-08-11,1184.9281835918518
1999-08-12,1206.7977914761716
1999-08-13,1193.5612546307116
1999-08-16,1221.3015853126037
1999-08-17,1213.0519774219667
1999-08-18,1238.3787011689326
1999-08-19,1269.1625727168596
1999-08-20,1280.411670703225
1999-08-23,1293.594637268085
1999-08-24,1295.7883342838443
1999-08-25,1281.7988898531169
1999-08-26,1291.3156832024945
1999-08-27,1280.1272675221555
1999-08-30,1296.839466270451
1999-08-31,1280.2411529621247
1999-09-01,1278.300675164466
1999-09-02,1263.4377177314188
1999-09-03,1250.64843150025
1999-09-06,1266.0813533727871
1999-09-07,1264.2136280124294
1999-09-08,1256.1446535736882
1999-09-09,1306.9327796098703
1999-09-10,1310.5996675806039
1999-09-13,1312.1688480108185
1999-09-14,1314.820506695412
1999-09-15,1282.8117971720292
1999-09-16,1276.9186242797787
1999-09-17,1289.293218545325
1999-09-20,1285.5708267918476
1999-09-21,1279.8494762092264
1999-09-22,1258.5748562090735
1999-09-23,1267.308033297792
1999-09-24,1256.6677536982256
1999-09-27,1235.0314400701927
1999-09-28,1238.6823853565606
1999-09-29,1238.8706133361813
1999-09-30,1230.5480633002496
1999-10-01,1231.9889071226837
1999-10-04,1236.5853148573324
1999-10-05,1243.0069614278225
1999-10-06,1251.0305247943554
1999-10-07,1261.4279385065809
1999-10-08,1265.1426099805658
1999-10-11,1252.0682288873809
1999-10-12,1238.534916354292
1999-10-13,1222.4298277554904
1999-10-14,1227.3088760592552
1999-10-15,1207.4880033408763
1999-10-18,1209.4346024375675
1999-10-19,1191.2429520035982
1999-10-20,1215.8133160078644
1999-10-21,1216.3868949693756
1999-10-22,1246.274861084994
1999-10-25,1258.6534678933579
1999-10-26,1241.0752444396335
1999-10-27,1236.7749950006348
1999-10-28,1230.8279082521058
1999-10-29,1246.728283522844
1999-11-01,1239.6191307312101
1999-11-02,1247.8604506445301
1999-11-03,1233.0344419609455
1999-11-04,1253.795253533492
1999-11-05,1254.2904922878236
1999-11-08,1257.4349729027817
1999-11-09,1265.637548157527
1999-11-10,1280.2202511742848
1999-11-11,1279.707413669946
1999-11-12,1283.2909061520727
1999-11-15,1279.2577865933104
1999-11-16,1283.8168711710932
1999-11-17,1282.9990729844826
1999-11-18,1284.2942485105134
1999-11-19,1305.4718600509962
1999-11-22,1331.6565735203135
1999-11-23,1326.3940747140437
1999-11-24,1325.6858616637055
1999-11-25,1301.972332649351
1999-11-26,1316.7960699766868
1999-11-29,1317.9857890912012
1999-11-30,1308.6116942192305
1999-12-01,1318.0995498360933
1999-12-02,1340.4683413306504
1999-12-03,1364.7634673022812
1999-12-06,1381.80225268838
1999-12-07,1366.147953396674
1999-12-08,1369.6161845176525
1999-12-09,1402.4501649559386
1999-12-10,1395.802019483128
1999-12-13,1395.6440670904965
1999-12-14,1381.8783141423407
1999-12-15,1349.837612778545
1999-12-16,1339.3898561061735
1999-12-17,1350.9499645706223
1999-12-20,1359.7300186793973
1999-12-21,1346.149599322236
1999-12-22,1339.399084260369
1999-12-23,1344.153401899671
1999-12-24,1355.9938592731983
1999-12-27,1353.208170992687
1999-12-28,1358.7018623065935
1999-12-29,1345.7801148615374
1999-12-30,1355.6421917356788
1999-12-31,1355.7368052517793
2000-01-03,1376.1139987919964
2000-01-04,1386.589118429511
2000-01-05,1335.163238292908
2000-01-06,1306.6227497146547
2000-01-07,1327.9636050029467
2000-01-10,1343.3460142948766
2000-01-11,1327.5996104625535
2000-01-12,1328.8176725488186
2000-01-13,1332.3855591254537
2000-01-14,1335.1938028059865
2000-01-17,1339.310557904493
2000-01-18,1336.0069722071246
2000-01-19,1306.327724608277
2000-01-20,1306.9471367081615
2000-01-21,1311.2459601011562
2000-01-24,1319.5428657655216
2000-01-25,1300.6842570027554
2000-01-26,1317.2518852367423
2000-01-27,1332.8158466292311
2000-01-28,1341.953661410719
2000-01-31,1317.1144324403624
2000-02-01,1324.7612657381956
2000-02-02,1335.7507059734285
2000-02-03,1343.098868090216
2000-02-04,1342.4611874893906
2000-02-07,1347.5387330788126
2000-02-08,1323.7465489587664
2000-02-09,1331.5764794971053
2000-02-10,1323.205216212385
2000-02-11,1316.2972699409743
2000-02-14,1280.807674115491
2000-02-15,1278.7033706599746
2000-02-16,1310.0347209193378
2000-02-17,1318.8090303304107
2000-02-18,1296.0283687391554
2000-02-21,1283.2557533377808
2000-02-22,1259.1569135136108
2000-02-23,1263.2166966665395
2000-02-24,1276.389742777383
2000-02-25,1271.2822707209205
2000-02-28,1262.6403638571228
2000-02-29,1246.5357402672557
2000-03-01,1254.826927718583
2000-03-02,1250.0816705220723
2000-03-03,1243.7475461405493
2000-03-06,1258.4060418895522
2000-03-07,1251.0298303474317
2000-03-08,1256.2204285206535
2000-03-09,1254.960588584043
2000-03-10,1249.0056571353393
2000-03-13,1199.7575372071556
2000-03-14,1200.2412936715855
2000-03-15,1194.2134049770832
2000-03-16,1187.3065724871835
2000-03-17,1219.2864742070426
2000-03-20,1201.9266839026304
2000-03-21,1200.8385870863008
2000-03-22,1207.7633697752487
2000-03-23,1212.6238934284215
2000-03-24,1214.081100372496
2000-03-27,1236.722882304058
2000-03-28,1242.327137802638
2000-03-29,1232.3269846499074
2000-03-30,1234.7562191442566
2000-03-31,1238.8180694409425
2000-04-03,1222.9787479417082
2000-04-04,1211.6286699489044
2000-04-05,1225.5197288980953
2000-04-06,1229.632728349664
2000-04-07,1234.008446456613
2000-04-10,1248.5222163373442
2000-04-11,1237.4316265491184
2000-04-12,1243.0933775719213
2000-04-13,1228.1850143834324
2000-04-14,1241.1535665025722
2000-04-17,1175.857120370368
2000-04-18,1205.697930332628
2000-04-19,1208.483611938591
2000-04-20,1210.401247264458
2000-04-21,1212.4798879812474
2000-04-24,1202.386008224208
2000-04-25,1208.0210494895832
2000-04-26,1194.7683490566092
2000-04-27,1187.9829249288578
2000-04-28,1190.8381535980302
2000-05-01,1190.4820516442612
2000-05-02,1167.6413212675925
2000-05-03,1168.064350286755
2000-05-04,1172.5165067014577
2000-05-05,1176.112603043902
2000-05-08,1154.905389825373
2000-05-09,1150.602431354054
2000-05-10,1132.7851979337665
2000-05-11,1126.9141918105108
2000-05-12,1153.4541323249412
2000-05-15,1144.3222282371032
2000-05-16,1150.5932308929812
2000-05-17,1143.1810309679267
2000-05-18,1119.2737808002516
2000-05-19,1129.938254795436
2000-05-22,1099.0586884478969
2000-05-23,1107.358088783208
2000-05-24,1102.2193306963695
2000-05-25,1105.77809361724
2000-05-26,1092.1899959455923
2000-05-29,1093.940065419174
2000-05-30,1095.3891666994068
2000-05-31,1113.990607965213
2000-06-01,1115.8118122137187
2000-06-02,1134.4567921822336
2000-06-05,1171.7735796849242
2000-06-06,1169.1706127086777
2000-06-07,1186.9360509520727
2000-06-08,1180.2599331802987
2000-06-09,1193.018100791039
2000-06-12,1194.2743728872426
2000-06-13,1168.4206324697752
2000-06-14,1175.2999195308917
2000-06-15,1179.7307038721215
2000-06-16,1198.2681251215981
2000-06-19,1186.0726717071122
2000-06-20,1187.825547421807
2000-06-21,1180.1377529907513
2000-06-22,1175.3380518036936
2000-06-23,1175.7248134922713
2000-06-26,1179.9195099673811
2000-06-27,1184.0372325761882
2000-06-28,1181.353016851692
2000-06-29,1164.6656038745323
2000-06-30,1176.5948004317981
2000-07-03,1185.3718237889607
2000-07-04,1179.5470996502645
2000-07-05,1203.1131540306503
2000-07-06,1214.1086740216801
2000-07-07,1231.2410235822204
2000-07-10,1260.1100065312273
2000-07-11,1264.0195532499813
2000-07-12,1262.9487443720316
2000-07-13,1250.2951864236647
2000-07-14,1249.5620039966057
2000-07-17,1259.1014952414484
2000-07-18,1236.8262111233053
2000-07-19,1254.9609056079184
2000-07-20,1252.2575867077646
