Date,EUROPE ex UK VALUE WEIGHTED
1997-09-18,467.9278458
1997-09-19,468.609199
1997-09-22,471.0723084
1997-09-23,470.0525506
1997-09-24,477.8799923
1997-09-25,478.2912892
1997-09-26,479.2775879
1997-09-29,480.6472502
1997-09-30,483.1562477
1997-10-01,484.6971944
1997-10-02,488.6420186
1997-10-03,494.9728723
1997-10-06,493.304822
1997-10-07,494.7120101
1997-10-08,493.6070342
1997-10-09,485.4929867
1997-10-10,480.2814236
1997-10-13,488.3066749
1997-10-14,488.3316722
1997-10-15,487.3098954
1997-10-16,486.2796924
1997-10-17,474.0603406
1997-10-20,473.2938626
1997-10-21,477.3223158
1997-10-22,476.4915176
1997-10-23,463.9709292
1997-10-24,464.4626769
1997-10-27,453.6985938
1997-10-28,438.6699875
1997-10-29,457.8825777
1997-10-30,453.3444328
1997-10-31,455.8990904
1997-11-03,462.0843454
1997-11-04,462.0944139
1997-11-05,465.9633241
1997-11-06,462.1878412
1997-11-07,455.1835654
1997-11-10,456.3665817
1997-11-11,455.4875939
1997-11-12,448.4105435
1997-11-13,450.6592859
1997-11-14,449.3873901
1997-11-17,458.235127
1997-11-18,462.694709
1997-11-19,460.5022171
1997-11-20,469.0877155
1997-11-21,470.2071029
1997-11-24,463.1968333
1997-11-25,461.1861678
1997-11-26,461.8629158
1997-11-27,462.563963
1997-11-28,463.3749957
1997-12-01,470.0907529
1997-12-02,471.8084232
1997-12-03,472.6699786
1997-12-04,476.6421816
1997-12-05,474.855197
1997-12-08,476.7655483
1997-12-09,475.0816098
1997-12-10,473.7279339
1997-12-11,465.9325933
1997-12-12,467.6615365
1997-12-15,467.9909155
1997-12-16,472.0301103
1997-12-17,477.9048064
1997-12-18,476.0339712
1997-12-19,466.6992027
1997-12-22,466.0433464
1997-12-23,469.0624976
1997-12-24,469.566801
1997-12-25,469.566801
1997-12-26,469.3500284
1997-12-29,477.0127912
1997-12-30,479.3703783
1997-12-31,478.2196364
1998-01-01,478.2196364
1998-01-02,483.3510116
1998-01-05,488.3547358
1998-01-06,484.1709764
1998-01-07,482.4010028
1998-01-08,479.0812346
1998-01-09,471.596194
1998-01-12,459.9669531
1998-01-13,466.4611366
1998-01-14,469.1252958
1998-01-15,467.8759038
1998-01-16,474.0639724
1998-01-19,475.8953668
1998-01-20,478.069674
1998-01-21,480.560627
1998-01-22,484.3565183
1998-01-23,488.2721245
1998-01-26,488.4657444
1998-01-27,492.640989
1998-01-28,494.7577434
1998-01-29,492.5176089
1998-01-30,495.1362638
1998-02-02,501.9386362
1998-02-03,503.0983128
1998-02-04,504.757182
1998-02-05,514.1454353
1998-02-06,515.077693
1998-02-09,509.9159065
1998-02-10,511.3377922
1998-02-11,511.9530453
1998-02-12,509.930746
1998-02-13,506.0118121
1998-02-16,510.7085036
1998-02-17,517.1090377
1998-02-18,519.6986821
1998-02-19,515.8600099
1998-02-20,517.3404397
1998-02-23,526.3822742
1998-02-24,524.2674924
1998-02-25,529.319179
1998-02-26,532.9565915
1998-02-27,534.6014031
1998-03-02,543.4406783
1998-03-03,543.2833608
1998-03-04,535.8170099
1998-03-05,530.5844289
1998-03-06,540.7697964
1998-03-09,547.1942247
1998-03-10,548.6080123
1998-03-11,549.6733176
1998-03-12,553.1948284
1998-03-13,562.818773
1998-03-16,565.3575898
1998-03-17,571.542531
1998-03-18,564.9490017
1998-03-19,567.0323731
1998-03-20,571.5711676
1998-03-23,576.1936403
1998-03-24,583.2791122
1998-03-25,592.9663941
1998-03-26,588.4473279
1998-03-27,591.1660067
1998-03-30,583.7461091
1998-03-31,585.8521908
1998-04-01,591.6106115
1998-04-02,597.1402373
1998-04-03,602.8162782
1998-04-06,613.7472567
1998-04-07,609.2413938
1998-04-08,605.3343173
1998-04-09,609.3181659
1998-04-10,610.5373629
1998-04-13,608.9198914
1998-04-14,618.7963109
1998-04-15,622.5232574
1998-04-16,612.5003949
1998-04-17,611.9925876
1998-04-20,621.1221702
1998-04-21,624.0921098
1998-04-22,619.8559876
1998-04-23,608.0366135
1998-04-24,601.4676808
1998-04-27,584.1344283
1998-04-28,592.7261866
1998-04-29,591.6526365
1998-04-30,602.7027543
1998-05-01,611.8826245
1998-05-04,627.5636518
1998-05-05,623.1010526
1998-05-06,626.4235688
1998-05-07,620.647494
1998-05-08,623.5417833
1998-05-11,633.5161167
1998-05-12,628.3965665
1998-05-13,628.3537309
1998-05-14,625.5740534
1998-05-15,624.9913343
1998-05-18,613.7998432
1998-05-19,624.1550235
1998-05-20,635.4806632
1998-05-21,641.3569566
1998-05-22,643.9184892
1998-05-25,647.9457264
1998-05-26,648.9701904
1998-05-27,631.8860873
1998-05-28,630.6239455
1998-05-29,631.7425945
1998-06-01,630.9393408
1998-06-02,634.0874406
1998-06-03,640.9789781
1998-06-04,640.7764544
1998-06-05,646.2049194
1998-06-08,650.6473447
1998-06-09,645.9930144
1998-06-10,639.8476323
1998-06-11,631.3052155
1998-06-12,620.0273816
1998-06-15,605.4240217
1998-06-16,613.7365706
1998-06-17,628.2042525
1998-06-18,623.665868
1998-06-19,623.5762802
1998-06-22,616.1007438
1998-06-23,620.7376979
1998-06-24,623.4171693
1998-06-25,635.2472828
1998-06-26,630.0237012
1998-06-29,634.0343072
1998-06-30,634.1706057
1998-07-01,639.4319932
1998-07-02,640.0398843
1998-07-03,646.2553576
1998-07-06,651.592144
1998-07-07,652.3268195
1998-07-08,654.2700617
1998-07-09,648.8050459
1998-07-10,648.6333543
1998-07-13,656.9203251
1998-07-14,663.6128607
1998-07-15,665.8488155
1998-07-16,669.2889748
1998-07-17,677.9254115
1998-07-20,684.8991897
1998-07-21,676.6604629
1998-07-22,667.0497536
1998-07-23,662.8921277
1998-07-24,664.5221348
1998-07-27,652.7094486
1998-07-28,654.5031405
1998-07-29,652.5612477
1998-07-30,658.5437104
1998-07-31,652.1280536
1998-08-03,639.5547298
1998-08-04,639.8404713
1998-08-05,630.4278675
1998-08-06,621.2402609
1998-08-07,628.8079193
1998-08-10,614.8235921
1998-08-11,595.3058054
1998-08-12,607.2294554
1998-08-13,601.3772927
1998-08-14,604.1408537
1998-08-17,603.9055448
1998-08-18,619.2846792
1998-08-19,620.3759977
1998-08-20,612.0559679
1998-08-21,586.7287139
1998-08-24,586.9465483
1998-08-25,597.0982453
1998-08-26,578.9014339
1998-08-27,555.9692102
1998-08-28,558.2791785
1998-08-31,554.7157122
1998-09-01,552.6564685
1998-09-02,567.2234139
1998-09-03,561.1379069
1998-09-04,562.1715747
1998-09-07,573.2548993
1998-09-08,585.9252216
1998-09-09,577.2822892
1998-09-10,559.2735748
1998-09-11,557.8104718
1998-09-14,569.7496425
1998-09-15,569.1118664
1998-09-16,574.0387224
1998-09-17,555.5515228
1998-09-18,544.0707115
1998-09-21,525.7957512
1998-09-22,535.9918975
1998-09-23,548.3561604
1998-09-24,545.5678491
1998-09-25,540.5543155
1998-09-28,544.6969051
1998-09-29,541.0814336
1998-09-30,527.831246
1998-10-01,509.5717668
1998-10-02,500.3355557
1998-10-05,495.737412
1998-10-06,515.6768774
1998-10-07,517.9075075
1998-10-08,500.6780437
1998-10-09,504.0101438
1998-10-12,525.1269698
1998-10-13,533.6725905
1998-10-14,542.467034
1998-10-15,552.8014282
1998-10-16,561.9554448
1998-10-19,559.0868949
1998-10-20,569.589717
1998-10-21,559.3905677
1998-10-22,557.7791342
1998-10-23,559.2037121
1998-10-26,562.9155481
1998-10-27,572.1911364
1998-10-28,560.2500296
1998-10-29,562.7897094
1998-10-30,570.4660518
1998-11-02,585.0263221
1998-11-03,579.9344692
1998-11-04,589.9893656
1998-11-05,584.7433611
1998-11-06,584.4049302
1998-11-09,571.6243752
1998-11-10,564.612391
1998-11-11,570.5327952
1998-11-12,563.5593404
1998-11-13,564.1156756
1998-11-16,581.9494426
1998-11-17,577.0046953
1998-11-18,578.1700829
1998-11-19,583.6190766
1998-11-20,593.4757661
1998-11-23,598.7079938
1998-11-24,593.1797233
1998-11-25,591.8508295
1998-11-26,603.3492655
1998-11-27,607.5207223
1998-11-30,599.2228817
1998-12-01,582.5535288
1998-12-02,577.9051362
1998-12-03,584.1501529
1998-12-04,585.4565295
1998-12-07,585.5986372
1998-12-08,588.0051085
1998-12-09,591.956118
1998-12-10,590.842127
1998-12-11,584.400084
1998-12-14,582.1179035
1998-12-15,583.9889525
1998-12-16,589.4876065
1998-12-17,595.9368263
1998-12-18,591.4098525
1998-12-21,602.9273776
1998-12-22,604.2890776
1998-12-23,616.030427
1998-12-24,614.5594813
1998-12-25,614.5594813
1998-12-28,620.8831883
1998-12-29,622.2991617
1998-12-30,621.5125013
1998-12-31,623.1622462
1999-01-01,623.1628084
1999-01-04,654.7470352
1999-01-05,661.7857014
1999-01-06,670.3265314
1999-01-07,658.6159005
1999-01-08,654.4336107
1999-01-11,643.3030215
1999-01-12,634.968698
1999-01-13,614.8843293
1999-01-14,616.274024
1999-01-15,617.499276
1999-01-18,630.5895299
1999-01-19,630.9295017
1999-01-20,634.8138459
1999-01-21,628.9171794
1999-01-22,612.2889394
1999-01-25,611.8988287
1999-01-26,611.9177187
1999-01-27,612.245118
1999-01-28,617.3338685
1999-01-29,617.3358493
1999-02-01,622.183781
1999-02-02,619.8214129
1999-02-03,614.2890108
1999-02-04,611.9938759
1999-02-05,613.7721424
1999-02-08,608.723848
1999-02-09,597.4902243
1999-02-10,594.5334874
1999-02-11,599.9692946
1999-02-12,602.3389346
1999-02-15,601.1442201
1999-02-16,598.1040706
1999-02-17,594.2716339
1999-02-18,594.614795
1999-02-19,591.9292945
1999-02-22,596.3391644
1999-02-23,600.8990341
1999-02-24,601.3766772
1999-02-25,599.0905771
1999-02-26,593.5700494
1999-03-01,583.3977938
1999-03-02,585.3239802
1999-03-03,579.3848756
1999-03-04,580.8537231
1999-03-05,594.7660003
1999-03-08,592.0131412
1999-03-09,592.1222379
1999-03-10,595.0073196
1999-03-11,596.3575639
1999-03-12,605.7599463
1999-03-15,607.4177749
1999-03-16,608.6418531
1999-03-17,612.3097184
1999-03-18,609.9551703
1999-03-19,614.0713589
1999-03-22,609.1332703
1999-03-23,596.9690787
1999-03-24,591.8001083
1999-03-25,599.7080349
1999-03-26,587.8086836
1999-03-29,594.47192
1999-03-30,595.2464644
1999-03-31,602.6270169
1999-04-01,604.0563914
1999-04-02,602.7031962
1999-04-05,599.0276826
1999-04-06,610.1977162
1999-04-07,614.3140828
1999-04-08,617.1006502
1999-04-09,616.5652249
1999-04-12,619.2697248
1999-04-13,621.0639124
1999-04-14,621.4501814
1999-04-15,614.6117662
1999-04-16,614.6779972
1999-04-19,618.433741
1999-04-20,609.156093
1999-04-21,610.537479
1999-04-22,612.9889676
1999-04-23,614.6572171
1999-04-26,615.5340343
1999-04-27,629.7098828
1999-04-28,626.3085887
1999-04-29,624.457063
1999-04-30,626.2158405
1999-05-03,630.0219271
1999-05-04,633.4886082
1999-05-05,629.1136565
1999-05-06,633.2035665
1999-05-07,633.159817
1999-05-10,635.3794564
1999-05-11,631.6307905
1999-05-12,624.7619365
1999-05-13,624.2183459
1999-05-14,620.8744637
1999-05-17,608.5461766
1999-05-18,612.3864907
1999-05-19,619.2366271
1999-05-20,622.5106638
1999-05-21,618.4963314
1999-05-24,618.6999382
1999-05-25,614.4266168
1999-05-26,606.8906294
1999-05-27,598.0463453
1999-05-28,598.7509056
1999-05-31,600.9627554
1999-06-01,600.7275929
1999-06-02,596.8335206
1999-06-03,601.7175831
1999-06-04,602.9380503
1999-06-07,608.2915975
1999-06-08,616.0681359
1999-06-09,618.6111967
1999-06-10,615.9151508
1999-06-11,620.8621879
1999-06-14,615.0595233
1999-06-15,617.3518955
1999-06-16,615.897392
1999-06-17,618.3119278
1999-06-18,625.0601621
1999-06-21,627.1311365
1999-06-22,623.0718211
1999-06-23,618.644909
1999-06-24,616.1880812
1999-06-25,620.1393451
1999-06-28,616.2814305
1999-06-29,617.6115329
1999-06-30,615.2505966
1999-07-01,620.6943008
1999-07-02,621.7590777
1999-07-05,632.9422748
1999-07-06,632.9661276
1999-07-07,628.5277321
1999-07-08,625.8427138
1999-07-09,629.9046516
1999-07-12,627.5918825
1999-07-13,621.7804234
1999-07-14,626.3591769
1999-07-15,633.8463217
1999-07-16,629.9742235
1999-07-19,627.7027336
1999-07-20,631.2879644
1999-07-21,629.5704123
1999-07-22,623.0955583
1999-07-23,616.4472153
1999-07-26,619.190515
1999-07-27,620.6888709
1999-07-28,621.0536676
1999-07-29,614.2357721
1999-07-30,623.0636965
1999-08-02,619.4744431
1999-08-03,617.9816423
1999-08-04,623.9867481
1999-08-05,615.6218089
1999-08-06,615.0855032
1999-08-09,618.1458875
1999-08-10,612.0377318
1999-08-11,611.692709
1999-08-12,622.5552601
1999-08-13,627.4588019
1999-08-16,629.9796925
1999-08-17,628.803635
1999-08-18,628.6622894
1999-08-19,628.4677518
1999-08-20,636.4604897
1999-08-23,638.4155581
1999-08-24,636.8418949
1999-08-25,640.1895762
1999-08-26,638.0140643
1999-08-27,641.0327872
1999-08-30,638.7473692
1999-08-31,633.4503485
1999-09-01,640.66225
1999-09-02,637.3687484
1999-09-03,643.8911831
1999-09-06,647.0479218
1999-09-07,646.8559099
1999-09-08,646.3781679
1999-09-09,648.986018
1999-09-10,647.2965011
1999-09-13,637.9756246
1999-09-14,637.2022904
1999-09-15,632.7311602
1999-09-16,628.4304006
1999-09-17,628.2244266
1999-09-20,632.3540784
1999-09-21,628.5178861
1999-09-22,626.8221181
1999-09-23,625.346549
1999-09-24,619.3086349
1999-09-27,624.0437778
1999-09-28,620.052487
1999-09-29,623.3454972
1999-09-30,627.22434
1999-10-01,628.1212821
1999-10-04,635.9748574
1999-10-05,637.8696627
1999-10-06,641.8500146
1999-10-07,647.158773
1999-10-08,639.3347329
1999-10-11,640.0933877
1999-10-12,640.4779442
1999-10-13,637.635485
1999-10-14,635.9125513
1999-10-15,631.8186315
1999-10-18,623.6636135
1999-10-19,632.4590619
1999-10-20,631.669763
1999-10-21,631.4159516
1999-10-22,635.2146688
1999-10-25,631.2427929
1999-10-26,631.7314908
1999-10-27,627.3121802
1999-10-28,636.9265272
1999-10-29,645.5085498
1999-11-01,643.7212356
1999-11-02,644.6237031
1999-11-03,647.4875522
1999-11-04,650.0910253
1999-11-05,649.0713696
1999-11-08,646.8651196
1999-11-09,650.8654983
1999-11-10,657.3413402
1999-11-11,661.8374009
1999-11-12,655.1744064
1999-11-15,659.63552
1999-11-16,663.8186882
1999-11-17,670.370831
1999-11-18,672.3620007
1999-11-19,670.2763083
1999-11-22,663.5670863
1999-11-23,661.5140083
1999-11-24,654.5503885
1999-11-25,665.696425
1999-11-26,662.1721758
1999-11-29,657.3824968
1999-11-30,653.2323836
1999-12-01,658.6482448
1999-12-02,657.6653983
1999-12-03,666.7617086
1999-12-06,678.4370542
1999-12-07,679.608906
1999-12-08,678.5522233
1999-12-09,675.6896325
1999-12-10,673.0225294
1999-12-13,673.4816379
1999-12-14,672.7651869
1999-12-15,671.7996651
1999-12-16,688.8888684
1999-12-17,684.0349577
1999-12-20,684.8851577
1999-12-21,682.8300201
1999-12-22,689.6984248
1999-12-23,707.2422947
1999-12-24,710.4895321
1999-12-27,708.7054166
1999-12-28,706.989433
1999-12-29,708.3035505
1999-12-30,713.9123369
1999-12-31,713.9123369
2000-01-03,716.6828787
2000-01-04,705.2318711
2000-01-05,697.1472205
2000-01-06,698.7917713
2000-01-07,710.9496355
2000-01-10,716.2398032
2000-01-11,713.7757317
2000-01-12,709.2031857
2000-01-13,712.3577168
2000-01-14,712.2211628
2000-01-17,711.0546957
2000-01-18,699.5419958
2000-01-19,697.656975
2000-01-20,696.3660581
2000-01-21,689.9359242
2000-01-24,684.5814245
2000-01-25,675.695117
2000-01-26,675.266271
2000-01-27,673.2883992
2000-01-28,666.0049359
2000-01-31,650.4340902
2000-02-01,656.5500872
2000-02-02,666.2737117
2000-02-03,687.0845962
2000-02-04,687.9059844
2000-02-07,681.7211901
2000-02-08,698.6190941
2000-02-09,698.398196
2000-02-10,694.9664155
2000-02-11,695.4520364
2000-02-14,689.9978399
2000-02-15,682.4299811
2000-02-16,688.9543315
2000-02-17,695.8596769
2000-02-18,691.7899086
2000-02-21,687.1543471
2000-02-22,701.2564911
2000-02-23,705.9055347
2000-02-24,698.324803
2000-02-25,693.2716654
2000-02-28,678.9818765
2000-02-29,682.10876
2000-03-01,690.6385723
2000-03-02,701.5127583
2000-03-03,700.2178969
2000-03-06,703.2644242
2000-03-07,694.975425
2000-03-08,689.7724576
2000-03-09,695.9786993
2000-03-10,693.5293764
2000-03-13,681.3915801
2000-03-14,681.3598617
2000-03-15,674.5504552
2000-03-16,696.1016919
2000-03-17,695.6362258
2000-03-20,699.7022089
2000-03-21,702.2588425
2000-03-22,695.7134525
2000-03-23,697.3121735
2000-03-24,709.7513978
2000-03-27,708.3399731
2000-03-28,709.7049124
2000-03-29,698.2054625
2000-03-30,689.0829405
2000-03-31,691.6768647
2000-04-03,683.6926285
2000-04-04,691.8548365
2000-04-05,686.6349355
2000-04-06,690.8950745
2000-04-07,694.2928799
2000-04-10,695.3026558
2000-04-11,691.6666285
2000-04-12,689.6842661
2000-04-13,690.0045433
2000-04-14,676.5067718
2000-04-17,667.9677876
2000-04-18,669.180726
2000-04-19,663.9981478
2000-04-20,666.8065638
2000-04-21,666.8065638
2000-04-24,667.0015636
2000-04-25,666.251064
2000-04-26,669.5752869
2000-04-27,652.4852358
2000-04-28,661.6265193
2000-05-01,660.7415345
2000-05-02,670.9345436
2000-05-03,653.2986341
2000-05-04,655.2115194
2000-05-05,659.8791463
2000-05-08,657.4160272
2000-05-09,658.6815219
2000-05-10,658.849093
2000-05-11,660.9196197
2000-05-12,668.3159732
2000-05-15,672.4697913
2000-05-16,676.3482646
2000-05-17,657.8021431
2000-05-18,662.4780293
2000-05-19,648.0959577
2000-05-22,648.6166326
2000-05-23,656.1857942
2000-05-24,648.0145367
2000-05-25,656.2630101
2000-05-26,665.0884577
2000-05-29,672.0552861
2000-05-30,679.4755979
2000-05-31,678.0251935
2000-06-01,686.9895044
2000-06-02,706.6608749
2000-06-05,704.8646569
2000-06-06,712.0993752
2000-06-07,710.1011873
2000-06-08,706.3261932
2000-06-09,705.4421559
2000-06-12,707.5110244
2000-06-13,713.121419
2000-06-14,717.1557126
2000-06-15,708.1529411
2000-06-16,707.9565152
2000-06-19,706.3334337
2000-06-20,704.3462898
2000-06-21,691.7096747
2000-06-22,684.2116271
2000-06-23,682.2583175
2000-06-26,685.0950943
2000-06-27,687.8601648
2000-06-28,694.0690119
2000-06-29,687.9008022
2000-06-30,698.6679223
2000-07-03,699.7455694
2000-07-04,701.2687732
2000-07-05,705.5838132
2000-07-06,705.0091497
2000-07-07,707.8456492
2000-07-10,710.6052204
2000-07-11,708.6031734
2000-07-12,706.7045072
2000-07-13,702.6946491
2000-07-14,706.4913881
2000-07-17,706.5692911
2000-07-18,702.1945371
2000-07-19,696.5488467
2000-07-20,700.4651885
2000-07-21,699.4502665
2000-07-24,701.9091176
2000-07-25,706.3969217
2000-07-26,707.6763191
2000-07-27,699.480657
2000-07-28,689.6537744
2000-07-31,694.0197184
2000-08-01,692.4665727
2000-08-02,687.6687892
2000-08-03,674.4454123
2000-08-04,681.04996
2000-08-07,689.3077512
2000-08-08,684.1015427
2000-08-09,687.4681615
2000-08-10,696.5130923
2000-08-11,694.0103343
2000-08-14,697.5287498
2000-08-15,703.9593506
2000-08-16,706.322886
2000-08-17,704.5095473
2000-08-18,698.2984211
2000-08-21,695.8968833
2000-08-22,691.8181726
2000-08-23,690.803357
2000-08-24,693.2925999
2000-08-25,697.6072223
2000-08-28,695.559175
2000-08-29,690.2695104
2000-08-30,684.6992235
2000-08-31,680.3730399
2000-09-01,695.2524487
2000-09-04,699.9741423
2000-09-05,686.7694662
2000-09-06,680.1482462
2000-09-07,676.8285382
2000-09-08,666.9946808
2000-09-11,664.9109376
2000-09-12,660.9276273
2000-09-13,657.796718
2000-09-14,657.351857
2000-09-15,657.2660304
2000-09-18,643.3555529
2000-09-19,641.3652527
2000-09-20,630.0582141
2000-09-21,626.4917376
2000-09-22,650.9738337
2000-09-25,646.8930558
2000-09-26,649.1468447
2000-09-27,651.6963967
2000-09-28,652.5572752
2000-09-29,650.2793275
2000-10-02,657.6318113
2000-10-03,657.0294161
2000-10-04,651.8300064
2000-10-05,653.6059188
2000-10-06,650.7362319
2000-10-09,639.7867525
2000-10-10,642.6237974
2000-10-11,635.0437031
2000-10-12,626.2147855
2000-10-13,626.8139649
2000-10-16,618.6423939
2000-10-17,617.7807365
2000-10-18,610.1545341
2000-10-19,615.9142385
2000-10-20,616.881153
2000-10-23,617.0949201
2000-10-24,628.7066528
2000-10-25,620.0830394
2000-10-26,618.5336275
2000-10-27,632.0647738
2000-10-30,637.0582578
2000-10-31,648.7669728
2000-11-01,658.8306581
2000-11-02,662.7569242
2000-11-03,666.9263398
2000-11-06,665.9196915
2000-11-07,665.7787375
2000-11-08,660.8586543
2000-11-09,658.8077738
2000-11-10,657.2536622
2000-11-13,646.6103897
2000-11-14,658.3307338
2000-11-15,659.6997615
2000-11-16,653.2523073
2000-11-17,648.9371942
2000-11-20,637.1616882
2000-11-21,637.4181441
2000-11-22,624.5457175
2000-11-23,627.7131216
2000-11-24,632.2593727
2000-11-27,641.2470727
2000-11-28,642.5719411
2000-11-29,646.3921392
2000-11-30,642.1810377
2000-12-01,651.6453469
2000-12-04,652.9992726
2000-12-05,665.9877147
2000-12-06,664.9871474
