Date,EUROPE VALUE WEIGHTED
1997-04-07,400.48589653
1997-04-08,400.14206854
1997-04-09,402.09777178
1997-04-10,402.3016406
1997-04-11,399.23390828
1997-04-14,397.34151845
1997-04-15,401.66935785
1997-04-16,402.37126015
1997-04-17,404.42995521
1997-04-18,404.6792479
1997-04-21,407.56624429
1997-04-22,407.04400974
1997-04-23,409.13080105
1997-04-24,409.13524801
1997-04-25,405.39161998
1997-04-28,405.41030659
1997-04-29,411.05306863
1997-04-30,411.62977952
1997-05-01,414.28865366
1997-05-02,414.51321057
1997-05-05,417.15324977
1997-05-06,422.53790842
1997-05-07,423.38640543
1997-05-08,425.06608899
1997-05-09,429.69871956
1997-05-12,432.99687593
1997-05-13,435.96234723
1997-05-14,438.03490934
1997-05-15,438.50428261
1997-05-16,440.68554592
1997-05-19,437.49471264
1997-05-20,437.60924472
1997-05-21,442.94963753
1997-05-22,440.67549759
1997-05-23,442.68399073
1997-05-26,443.25214991
1997-05-27,441.46572632
1997-05-28,438.64882874
1997-05-29,437.8889714
1997-05-30,430.8961614
1997-06-02,429.56725629
1997-06-03,431.6065631
1997-06-04,431.95723452
1997-06-05,434.46321242
1997-06-06,438.05468525
1997-06-09,442.44577559
1997-06-10,442.66860559
1997-06-11,443.65643218
1997-06-12,447.10628996
1997-06-13,449.35062177
1997-06-16,449.75571713
1997-06-17,445.186021
1997-06-18,446.59283415
1997-06-19,449.63523487
1997-06-20,449.13891718
1997-06-23,451.58196266
1997-06-24,452.36584826
1997-06-25,457.90239466
1997-06-26,458.39005957
1997-06-27,456.20206637
1997-06-30,451.66190671
1997-07-01,459.63214378
1997-07-02,459.43178826
1997-07-03,469.17870347
1997-07-04,469.35761692
1997-07-07,473.18224073
1997-07-08,470.23674931
1997-07-09,471.86631588
1997-07-10,471.03608093
1997-07-11,471.6378924
1997-07-14,471.91180214
1997-07-15,470.11952834
1997-07-16,477.21785837
1997-07-17,477.80345659
1997-07-18,471.50572813
1997-07-21,465.53976189
1997-07-22,470.47597903
1997-07-23,477.10996299
1997-07-24,472.22756481
1997-07-25,471.09942843
1997-07-28,468.57427129
1997-07-29,468.89508996
1997-07-30,472.25867745
1997-07-31,472.78455986
1997-08-01,467.49736205
1997-08-04,461.55606383
1997-08-05,460.7883225
1997-08-06,464.63273568
1997-08-07,470.23502064
1997-08-08,467.80615276
1997-08-11,467.83702124
1997-08-12,468.84550788
1997-08-13,464.8851573
1997-08-14,461.39666087
1997-08-15,460.75313353
1997-08-18,455.68704957
1997-08-19,461.38936742
1997-08-20,462.23124882
1997-08-21,463.68911339
1997-08-22,459.62077367
1997-08-25,459.05218505
1997-08-26,457.94273522
1997-08-27,457.79868843
1997-08-28,454.27356905
1997-08-29,450.60741022
1997-09-01,453.48454187
1997-09-02,457.86219759
1997-09-03,460.70080513
1997-09-04,460.77938845
1997-09-05,464.43055145
1997-09-08,463.23570669
1997-09-09,462.26683573
1997-09-10,458.39686976
1997-09-11,454.51692258
1997-09-12,458.05643186
1997-09-15,463.26146943
1997-09-16,467.28906964
1997-09-17,472.33710602
1997-09-18,476.46872766
1997-09-19,475.85263726
1997-09-22,478.7448925
1997-09-23,477.69541607
1997-09-24,484.29278234
1997-09-25,485.60446353
1997-09-26,489.52181108
1997-09-29,491.59361355
1997-09-30,493.84441981
1997-10-01,496.78845612
1997-10-02,499.36699291
1997-10-03,504.00784023
1997-10-06,501.94617359
1997-10-07,504.18325779
1997-10-08,501.91673546
1997-10-09,495.57419057
1997-10-10,492.06814506
1997-10-13,500.46616498
1997-10-14,499.98594642
1997-10-15,499.02094355
1997-10-16,499.21600641
1997-10-17,490.51087851
1997-10-20,490.08808643
1997-10-21,493.47106987
1997-10-22,490.26372293
1997-10-23,476.57643906
1997-10-24,477.14118167
1997-10-27,468.48002766
1997-10-28,456.90470402
1997-10-29,472.1286915
1997-10-30,466.74327208
1997-10-31,470.4215657
1997-11-03,477.04477982
1997-11-04,477.36026818
1997-11-05,479.16145643
1997-11-06,477.32342059
1997-11-07,470.05564307
1997-11-10,471.00247893
1997-11-11,471.97844759
1997-11-12,464.88571509
1997-11-13,465.18522952
1997-11-14,465.29514023
1997-11-17,474.39332309
1997-11-18,476.79071733
1997-11-19,474.05471239
1997-11-20,481.97192301
1997-11-21,484.11686432
1997-11-24,478.30750654
1997-11-25,474.57418323
1997-11-26,474.64830101
1997-11-27,475.63180066
1997-11-28,475.78799336
1997-12-01,482.7768593
1997-12-02,485.25997348
1997-12-03,486.20868282
1997-12-04,491.12256775
1997-12-05,489.58942178
1997-12-08,491.33853873
1997-12-09,489.59425946
1997-12-10,487.71541846
1997-12-11,480.07162895
1997-12-12,481.48101262
1997-12-15,481.43340933
1997-12-16,486.10720987
1997-12-17,491.49626328
1997-12-18,490.2126368
1997-12-19,480.82942114
1997-12-22,480.01262752
1997-12-23,483.09243613
1997-12-24,482.89259231
1997-12-25,482.89259231
1997-12-26,482.81646846
1997-12-29,490.65975367
1997-12-30,491.59976587
1997-12-31,490.40951102
1998-01-01,490.40951102
1998-01-02,494.42788385
1998-01-05,499.6496268
1998-01-06,496.68754933
1998-01-07,493.94196964
1998-01-08,491.11025593
1998-01-09,483.26259503
1998-01-12,473.57336344
1998-01-13,480.1489661
1998-01-14,482.52978348
1998-01-15,482.93582083
1998-01-16,490.10629376
1998-01-19,491.33694155
1998-01-20,491.95713287
1998-01-21,493.61049357
1998-01-22,497.49179335
1998-01-23,499.80308485
1998-01-26,500.76700392
1998-01-27,504.61749358
1998-01-28,507.28796966
1998-01-29,506.69429111
1998-01-30,509.14427258
1998-02-02,517.27914416
1998-02-03,519.39843958
1998-02-04,520.87652759
1998-02-05,527.83436312
1998-02-06,528.15531942
1998-02-09,522.62008607
1998-02-10,523.03007017
1998-02-11,523.99894965
1998-02-12,522.10022176
1998-02-13,519.54332325
1998-02-16,524.39557839
1998-02-17,530.33720648
1998-02-18,534.1879035
1998-02-19,530.5453528
1998-02-20,532.88633461
1998-02-23,539.25854189
1998-02-24,537.61892492
1998-02-25,543.4654164
1998-02-26,546.26246148
1998-02-27,548.22661431
1998-03-02,556.70010615
1998-03-03,556.71654235
1998-03-04,549.00754635
1998-03-05,543.26219525
1998-03-06,552.17895571
1998-03-09,557.73710927
1998-03-10,559.80187335
1998-03-11,561.70304694
1998-03-12,564.42968153
1998-03-13,572.27925634
1998-03-16,573.58961033
1998-03-17,580.46015933
1998-03-18,577.8142242
1998-03-19,582.30418594
1998-03-20,584.41795132
1998-03-23,589.20616066
1998-03-24,594.37060035
1998-03-25,600.99561704
1998-03-26,596.78946031
1998-03-27,599.3081839
1998-03-30,593.20701436
1998-03-31,594.53144536
1998-04-01,600.5590573
1998-04-02,603.82653091
1998-04-03,606.53627927
1998-04-06,614.67619481
1998-04-07,612.61957035
1998-04-08,609.1401882
1998-04-09,613.86678075
1998-04-10,614.68414059
1998-04-13,612.95586862
1998-04-14,621.68742538
1998-04-15,623.93588544
1998-04-16,615.43401774
1998-04-17,612.03557754
1998-04-20,618.8377936
1998-04-21,620.77891811
1998-04-22,617.35033018
1998-04-23,607.57506249
1998-04-24,602.65615448
1998-04-27,587.39182173
1998-04-28,595.5557265
1998-04-29,595.75953382
1998-04-30,605.81004456
1998-05-01,613.81456036
1998-05-04,624.31066747
1998-05-05,619.8975011
1998-05-06,623.21966347
1998-05-07,615.50636075
1998-05-08,617.28200751
1998-05-11,624.79528961
1998-05-12,619.78550172
1998-05-13,619.93767262
1998-05-14,617.10741374
1998-05-15,615.64771816
1998-05-18,604.29344452
1998-05-19,612.90157972
1998-05-20,622.23892883
1998-05-21,626.85984127
1998-05-22,629.49236323
1998-05-25,631.50661782
1998-05-26,633.58130489
1998-05-27,617.94635471
1998-05-28,616.57130425
1998-05-29,616.99502479
1998-06-01,616.55646429
1998-06-02,618.70330757
1998-06-03,624.61007485
1998-06-04,624.17285574
1998-06-05,629.75216299
1998-06-08,635.19164847
1998-06-09,631.92110237
1998-06-10,625.40569931
1998-06-11,615.41049211
1998-06-12,605.02768179
1998-06-15,594.39542389
1998-06-16,602.69949039
1998-06-17,616.53657469
1998-06-18,614.65139289
1998-06-19,612.12799515
1998-06-22,605.90315817
1998-06-23,609.54113
1998-06-24,611.88979274
1998-06-25,621.73459007
1998-06-26,617.9008293
1998-06-29,621.11457224
1998-06-30,620.06789612
1998-07-01,625.57819432
1998-07-02,627.22448047
1998-07-03,630.51380739
1998-07-06,633.70648996
1998-07-07,633.96373008
1998-07-08,635.24202029
1998-07-09,629.64400135
1998-07-10,628.55128127
1998-07-13,636.21385536
1998-07-14,644.2345897
1998-07-15,647.10357852
1998-07-16,648.5182576
1998-07-17,655.96255073
1998-07-20,661.37528762
1998-07-21,654.75152318
1998-07-22,643.37728032
1998-07-23,639.38827395
1998-07-24,639.81539903
1998-07-27,630.15563957
1998-07-28,630.63813827
1998-07-29,628.43291397
1998-07-30,633.38508848
1998-07-31,626.58918312
1998-08-03,616.69039684
1998-08-04,615.07798959
1998-08-05,606.61400634
1998-08-06,599.38648001
1998-08-07,606.57955995
1998-08-10,594.59088957
1998-08-11,577.22241826
1998-08-12,585.12811455
1998-08-13,578.30270047
1998-08-14,581.03903345
1998-08-17,581.05034557
1998-08-18,596.46664017
1998-08-19,599.21989421
1998-08-20,593.49142448
1998-08-21,570.986443
1998-08-24,574.92924568
1998-08-25,584.71832391
1998-08-26,569.0801952
1998-08-27,549.34589877
1998-08-28,548.73354687
1998-08-31,547.94714732
1998-09-01,544.67263693
1998-09-02,555.473277
1998-09-03,549.02290045
1998-09-04,549.5159646
1998-09-07,562.27932762
1998-09-08,569.20636529
1998-09-09,563.19905737
1998-09-10,547.79283297
1998-09-11,546.43861985
1998-09-14,558.42203395
1998-09-15,558.29150699
1998-09-16,562.04214465
1998-09-17,545.89848167
1998-09-18,536.24133257
1998-09-21,521.91522927
1998-09-22,532.44050347
1998-09-23,543.87112985
1998-09-24,541.37466207
1998-09-25,536.16290444
1998-09-28,541.03184846
1998-09-29,540.13419824
1998-09-30,529.25463101
1998-10-01,512.45162402
1998-10-02,502.06024964
1998-10-05,494.88597498
1998-10-06,513.74831534
1998-10-07,515.25130939
1998-10-08,501.86692525
1998-10-09,508.09572009
1998-10-12,526.39511879
1998-10-13,531.02364839
1998-10-14,538.52916238
1998-10-15,545.81517162
1998-10-16,554.58877544
1998-10-19,550.4471005
1998-10-20,563.71107831
1998-10-21,554.71976801
1998-10-22,554.300596
1998-10-23,554.1772736
1998-10-26,556.2363283
1998-10-27,563.46967955
1998-10-28,555.22285347
1998-10-29,558.9881892
1998-10-30,565.71190444
1998-11-02,578.29086508
1998-11-03,573.41892712
1998-11-04,583.99491083
1998-11-05,576.71242116
1998-11-06,576.84627346
1998-11-09,566.71968111
1998-11-10,562.36027202
1998-11-11,567.65521961
1998-11-12,560.74203358
1998-11-13,563.26817779
1998-11-16,577.20867797
1998-11-17,573.34448575
1998-11-18,572.79227768
1998-11-19,580.52765264
1998-11-20,588.97333758
1998-11-23,597.47621966
1998-11-24,593.42897034
1998-11-25,591.04047143
1998-11-26,600.53465126
1998-11-27,602.38209643
1998-11-30,592.6544954
1998-12-01,575.28339742
1998-12-02,572.02958314
1998-12-03,578.17307048
1998-12-04,579.79863577
1998-12-07,577.8713005
1998-12-08,580.34406628
1998-12-09,584.46011582
1998-12-10,584.58752581
1998-12-11,578.49018711
1998-12-14,577.02013726
1998-12-15,577.91732718
1998-12-16,583.04860149
1998-12-17,588.38683368
1998-12-18,588.59389911
1998-12-21,599.96676551
1998-12-22,599.31071153
1998-12-23,609.26620366
1998-12-24,606.73572155
1998-12-25,606.73572155
1998-12-28,611.09907797
1998-12-29,614.98625545
1998-12-30,611.24369753
1998-12-31,611.52620445
1999-01-01,611.52658104
1999-01-04,630.94328416
1999-01-05,637.25486399
1999-01-06,649.60679889
1999-01-07,639.21350343
1999-01-08,636.34224226
1999-01-11,627.1311355
1999-01-12,619.26142642
1999-01-13,602.95195578
1999-01-14,603.16135971
1999-01-15,606.51418945
1999-01-18,619.14237478
1999-01-19,617.3178521
1999-01-20,620.92591859
1999-01-21,615.06158355
1999-01-22,599.77315846
1999-01-25,600.57635698
1999-01-26,600.84084929
1999-01-27,600.56771435
1999-01-28,603.75795993
1999-01-29,604.40104915
1999-02-01,611.39783416
1999-02-02,612.22811234
1999-02-03,606.14531074
1999-02-04,604.49209546
1999-02-05,603.49483825
1999-02-08,598.98690095
1999-02-09,589.93181355
1999-02-10,586.8523985
1999-02-11,593.58033059
1999-02-12,597.68347488
1999-02-15,598.40825329
1999-02-16,599.49461219
1999-02-17,596.59659492
1999-02-18,596.64324389
1999-02-19,592.74356841
1999-02-22,595.66678279
1999-02-23,599.55230367
1999-02-24,602.98978501
1999-02-25,599.85430523
1999-02-26,595.83202118
1999-03-01,587.20934031
1999-03-02,590.0590024
1999-03-03,586.42041837
1999-03-04,587.69998532
1999-03-05,600.57427124
1999-03-08,598.6243531
1999-03-09,600.32438632
1999-03-10,604.66717494
1999-03-11,608.692425
1999-03-12,615.5444174
1999-03-15,612.5997695
1999-03-16,613.78054593
1999-03-17,614.88531331
1999-03-18,612.41714458
1999-03-19,616.39962222
1999-03-22,612.36152841
1999-03-23,602.05718049
1999-03-24,599.12287191
1999-03-25,605.50195509
1999-03-26,597.3108072
1999-03-29,604.62789833
1999-03-30,604.50063188
1999-03-31,610.44243163
1999-04-01,610.13740718
1999-04-02,609.09004905
1999-04-05,606.28208369
1999-04-06,614.43785803
1999-04-07,620.71994885
1999-04-08,624.44850656
1999-04-09,625.73512177
1999-04-12,627.63607161
1999-04-13,631.89766034
1999-04-14,632.4653769
1999-04-15,628.46175458
1999-04-16,628.76372249
1999-04-19,634.73955715
1999-04-20,623.26599972
1999-04-21,622.00463585
1999-04-22,626.81559377
1999-04-23,629.05406824
1999-04-26,631.3265537
1999-04-27,643.84965962
1999-04-28,641.81319546
1999-04-29,637.4284581
1999-04-30,640.54802586
1999-05-03,643.08293665
1999-05-04,646.36447686
1999-05-05,640.51666049
1999-05-06,644.37922638
1999-05-07,641.92310697
1999-05-10,641.92104543
1999-05-11,639.06528898
1999-05-12,632.85543878
1999-05-13,635.42174238
1999-05-14,628.14069174
1999-05-17,615.94263137
1999-05-18,619.92983119
1999-05-19,626.30608914
1999-05-20,629.76350298
1999-05-21,625.18107511
1999-05-24,624.02271806
1999-05-25,619.27078448
1999-05-26,613.68444827
1999-05-27,607.04300773
1999-05-28,608.6956202
1999-05-31,610.28499836
1999-06-01,612.22890956
1999-06-02,611.74078229
1999-06-03,615.90970142
1999-06-04,617.65831966
1999-06-07,622.16483682
1999-06-08,627.84895429
1999-06-09,629.54681039
1999-06-10,626.67541747
1999-06-11,633.71844893
1999-06-14,628.11939772
1999-06-15,628.34709966
1999-06-16,628.81085715
1999-06-17,630.5504555
1999-06-18,636.35867599
1999-06-21,639.20964028
1999-06-22,635.37791944
1999-06-23,629.22106141
1999-06-24,626.02874419
1999-06-25,629.63145903
1999-06-28,625.67341426
1999-06-29,623.6762096
1999-06-30,621.86568396
1999-07-01,629.88404552
1999-07-02,631.00900705
1999-07-05,641.2016064
1999-07-06,641.44832221
1999-07-07,636.68451344
1999-07-08,633.74667248
1999-07-09,635.99720343
1999-07-12,633.96727282
1999-07-13,626.93312992
1999-07-14,631.3758764
1999-07-15,639.78857198
1999-07-16,636.11566127
1999-07-19,631.84832914
1999-07-20,633.3330522
1999-07-21,630.9376675
1999-07-22,626.8495149
1999-07-23,618.72927627
1999-07-26,622.07635401
1999-07-27,625.17333844
1999-07-28,625.82750588
1999-07-29,619.97916436
1999-07-30,629.81709233
1999-08-02,628.44775147
1999-08-03,627.07201238
1999-08-04,632.27429164
1999-08-05,622.54467947
1999-08-06,622.36398184
1999-08-09,623.34304224
1999-08-10,616.05681746
1999-08-11,616.83893314
1999-08-12,627.48839732
1999-08-13,632.76408235
1999-08-16,634.54574168
1999-08-17,631.3913404
1999-08-18,633.0820933
1999-08-19,632.16349996
1999-08-20,639.44126415
1999-08-23,644.10458564
1999-08-24,640.89290156
1999-08-25,643.23013445
1999-08-26,642.03696821
1999-08-27,644.17235743
1999-08-30,642.56006108
1999-08-31,637.66671247
1999-09-01,643.19605157
1999-09-02,640.09279913
1999-09-03,647.84148981
1999-09-06,650.88702595
1999-09-07,649.10725965
1999-09-08,648.80865185
1999-09-09,651.87232485
1999-09-10,647.45202768
1999-09-13,638.20883748
1999-09-14,635.32105944
1999-09-15,630.9095919
1999-09-16,627.97393003
1999-09-17,628.34878602
1999-09-20,631.04928259
1999-09-21,626.34397876
1999-09-22,623.98380422
1999-09-23,624.10541519
1999-09-24,618.59765735
1999-09-27,626.49151268
1999-09-28,622.01249544
1999-09-29,623.48499821
1999-09-30,626.84190735
1999-10-01,626.8976472
1999-10-04,634.7024682
1999-10-05,636.76898931
1999-10-06,639.53192831
1999-10-07,645.26496548
1999-10-08,639.40459529
1999-10-11,639.7619583
1999-10-12,637.38693514
1999-10-13,633.33730626
1999-10-14,630.67023399
1999-10-15,624.9858734
1999-10-18,617.94124674
1999-10-19,628.03188661
1999-10-20,627.58908639
1999-10-21,625.62012425
1999-10-22,630.29665878
1999-10-25,626.07381189
1999-10-26,627.80341657
1999-10-27,622.35706893
1999-10-28,631.40425921
1999-10-29,640.90612271
1999-11-01,640.38608667
1999-11-02,641.04832279
1999-11-03,643.08415075
1999-11-04,646.18443229
1999-11-05,643.24070172
1999-11-08,640.39480048
1999-11-09,644.65647618
1999-11-10,649.60640904
1999-11-11,654.87998397
1999-11-12,649.57455879
1999-11-15,654.01349777
1999-11-16,658.6003966
1999-11-17,662.72208727
1999-11-18,662.43751087
1999-11-19,659.71975631
1999-11-22,654.65634082
1999-11-23,656.95247358
1999-11-24,650.43871344
1999-11-25,660.31119859
1999-11-26,656.70021065
1999-11-29,653.37777095
1999-11-30,645.65970605
1999-12-01,651.10742396
1999-12-02,650.40025535
1999-12-03,658.33668172
1999-12-06,667.03361186
1999-12-07,667.18298685
1999-12-08,664.63682646
1999-12-09,662.61540475
1999-12-10,662.55576484
1999-12-13,663.2358515
1999-12-14,662.4867358
1999-12-15,659.33313333
1999-12-16,672.25568464
1999-12-17,670.72538411
1999-12-20,671.04950144
1999-12-21,669.87678765
1999-12-22,674.92202142
1999-12-23,689.42023626
1999-12-24,692.56236699
1999-12-27,691.53162671
1999-12-28,689.99700862
1999-12-29,691.57110058
1999-12-30,697.49277514
1999-12-31,697.49277514
2000-01-03,700.92979789
2000-01-04,688.2253112
2000-01-05,680.4370975
2000-01-06,681.0462025
2000-01-07,689.24785177
2000-01-10,694.07873319
2000-01-11,690.48929296
2000-01-12,686.46674887
2000-01-13,687.59120627
2000-01-14,687.91435168
2000-01-17,685.79777014
2000-01-18,674.88275645
2000-01-19,671.67161785
2000-01-20,667.88992302
2000-01-21,663.99256142
2000-01-24,660.28933339
2000-01-25,650.75636099
2000-01-26,652.12149596
2000-01-27,652.2608026
2000-01-28,643.07954973
2000-01-31,629.99086022
2000-02-01,633.47637962
2000-02-02,637.78938396
2000-02-03,652.93810288
2000-02-04,647.25813663
2000-02-07,640.93987257
2000-02-08,656.47305688
2000-02-09,656.57197233
2000-02-10,652.98781235
2000-02-11,650.24496747
2000-02-14,643.37207684
2000-02-15,637.7828443
2000-02-16,647.67677555
2000-02-17,655.30888488
2000-02-18,650.97144489
2000-02-21,646.77713406
2000-02-22,655.79819963
2000-02-23,660.79031921
2000-02-24,653.29884093
2000-02-25,651.16283102
2000-02-28,639.15467114
2000-02-29,643.80224375
2000-03-01,654.22840593
2000-03-02,662.15155093
2000-03-03,662.51327201
2000-03-06,664.56528745
2000-03-07,656.62468528
2000-03-08,651.74332466
2000-03-09,658.67134856
2000-03-10,657.04365176
2000-03-13,646.74066135
2000-03-14,646.90913639
2000-03-15,642.70612443
2000-03-16,664.04770488
2000-03-17,661.40924437
2000-03-20,664.8954936
2000-03-21,669.06490433
2000-03-22,664.70648733
2000-03-23,667.31669552
2000-03-24,680.55458585
2000-03-27,678.91388697
2000-03-28,678.94466457
2000-03-29,669.615713
2000-03-30,661.72259268
2000-03-31,666.46699707
2000-04-03,660.47963605
2000-04-04,668.17228603
2000-04-05,661.83417668
2000-04-06,663.24134995
2000-04-07,667.39374248
2000-04-10,668.30122369
2000-04-11,664.10465777
2000-04-12,662.60155606
2000-04-13,663.47570765
2000-04-14,650.90625853
2000-04-17,639.6729125
2000-04-18,641.02844304
2000-04-19,639.68350035
2000-04-20,643.53909385
2000-04-21,643.53909385
2000-04-24,643.63482058
2000-04-25,645.40242864
2000-04-26,647.27775427
2000-04-27,632.8339494
2000-04-28,640.51058983
2000-05-01,638.50945443
2000-05-02,647.82648288
2000-05-03,631.61646118
2000-05-04,631.18584691
2000-05-05,632.80044642
2000-05-08,631.39739338
2000-05-09,631.50404701
2000-05-10,630.87927177
2000-05-11,634.52327964
2000-05-12,642.3039836
2000-05-15,644.62525183
2000-05-16,647.27644293
2000-05-17,630.78110697
2000-05-18,633.86120593
2000-05-19,621.02094024
2000-05-22,622.84352131
2000-05-23,627.41697996
2000-05-24,622.78027152
2000-05-25,629.90335155
2000-05-26,637.00217322
2000-05-29,642.48069999
2000-05-30,651.13540366
2000-05-31,648.41313938
2000-06-01,656.32086157
2000-06-02,673.83831764
2000-06-05,672.4471687
2000-06-06,680.14273274
2000-06-07,677.15176052
2000-06-08,673.04383846
2000-06-09,670.62300043
2000-06-12,671.96516524
2000-06-13,676.69056102
2000-06-14,679.78728855
2000-06-15,673.51489302
2000-06-16,674.98622973
2000-06-19,673.11289342
2000-06-20,671.70778142
2000-06-21,659.91474253
2000-06-22,654.60350849
2000-06-23,652.38177138
2000-06-26,654.69204796
2000-06-27,655.76541552
2000-06-28,660.50862411
2000-06-29,656.97117841
2000-06-30,665.65839204
2000-07-03,668.76551256
2000-07-04,668.7326948
2000-07-05,669.48366904
2000-07-06,670.42676493
2000-07-07,673.90768279
2000-07-10,674.89696295
2000-07-11,674.29023488
2000-07-12,674.2118518
2000-07-13,668.62556018
2000-07-14,671.96833078
2000-07-17,671.2687508
2000-07-18,666.78334762
2000-07-19,663.39723547
2000-07-20,667.43894108
2000-07-21,665.82908148
2000-07-24,667.50709221
2000-07-25,671.79552705
2000-07-26,671.91192994
2000-07-27,665.38639361
2000-07-28,657.8344605
2000-07-31,661.63080965
2000-08-01,661.53142199
2000-08-02,658.4311621
2000-08-03,648.31742117
2000-08-04,654.80042919
2000-08-07,662.32633362
2000-08-08,657.77402782
2000-08-09,661.20138741
2000-08-10,666.53034416
2000-08-11,665.60304883
2000-08-14,669.80311075
2000-08-15,675.69577866
2000-08-16,677.55976361
2000-08-17,676.0884578
2000-08-18,672.04010342
2000-08-21,670.35734944
2000-08-22,667.94156825
2000-08-23,666.51097519
2000-08-24,667.88984978
2000-08-25,669.2184225
2000-08-28,667.58386174
2000-08-29,662.72475802
2000-08-30,658.37327875
2000-08-31,655.52110459
2000-09-01,667.56293124
2000-09-04,671.35538871
2000-09-05,659.95171395
2000-09-06,654.57100537
2000-09-07,649.08970765
2000-09-08,638.75168008
2000-09-11,636.45739804
2000-09-12,631.5915323
2000-09-13,629.00181319
2000-09-14,629.35407666
2000-09-15,625.88719846
2000-09-18,616.47356006
2000-09-19,615.49581055
2000-09-20,606.64690536
2000-09-21,603.89342384
2000-09-22,626.19175159
2000-09-25,623.69309072
2000-09-26,624.88423888
2000-09-27,628.87349357
2000-09-28,629.93196337
2000-09-29,631.46941665
2000-10-02,634.91289162
2000-10-03,634.23136162
2000-10-04,631.30072083
2000-10-05,632.98646019
2000-10-06,630.92300353
2000-10-09,620.83670573
2000-10-10,620.8745489
2000-10-11,614.85973415
2000-10-12,609.64736286
2000-10-13,610.73258608
2000-10-16,606.01644783
2000-10-17,602.75645467
2000-10-18,598.56842322
2000-10-19,601.92670446
2000-10-20,604.16631349
2000-10-23,606.80927723
2000-10-24,616.53018778
2000-10-25,608.27115712
2000-10-26,605.89154541
2000-10-27,618.55575755
2000-10-30,623.56177274
2000-10-31,633.42826937
2000-11-01,640.87690275
2000-11-02,643.69463866
2000-11-03,646.75856485
2000-11-06,645.69180565
2000-11-07,645.68196904
2000-11-08,641.92075889
2000-11-09,640.20324684
2000-11-10,639.86985049
2000-11-13,631.0996599
2000-11-14,640.12141917
2000-11-15,640.89494689
2000-11-16,636.24831689
2000-11-17,633.74944068
2000-11-20,624.58745342
2000-11-21,625.01627829
2000-11-22,611.86540375
2000-11-23,613.07601381
2000-11-24,617.83475977
2000-11-27,627.30404503
2000-11-28,626.24211942
2000-11-29,627.61859448
2000-11-30,624.5116352
2000-12-01,633.86742175
2000-12-04,637.4409972
2000-12-05,648.21503781
2000-12-06,645.71977291
2000-12-07,646.0357679
2000-12-08,648.73435221
2000-12-11,652.70204081
2000-12-12,650.82671175
2000-12-13,646.66521618
2000-12-14,644.94673989
2000-12-15,641.77604946
2000-12-18,645.15460994
2000-12-19,648.37167304
2000-12-20,643.46470571
2000-12-21,643.69424125
2000-12-22,650.47277539
2000-12-25,650.47277539
2000-12-26,653.65139002
2000-12-27,663.59499878
2000-12-28,664.51169852
2000-12-29,673.53629407
