Date,NORTH AMERICA VALUE WEIGHTED
1998-10-01,596.8406202
1998-10-02,607.6266504
1998-10-05,599.9971076
1998-10-06,598.5683263
1998-10-07,593.8975405
1998-10-08,588.0380493
1998-10-09,599.4824166
1998-10-12,604.9805103
1998-10-13,604.6746133
1998-10-14,609.8872776
1998-10-15,633.5338078
1998-10-16,639.4068328
1998-10-19,642.3195959
1998-10-20,646.4267266
1998-10-21,645.8779621
1998-10-22,648.1654257
1998-10-23,643.6974659
1998-10-26,643.9475873
1998-10-27,640.5272736
1998-10-28,642.0067674
1998-10-29,651.7387415
1998-10-30,659.5919949
1998-11-02,667.5061222
1998-11-03,668.7106752
1998-11-04,674.5600309
1998-11-05,684.2048151
1998-11-06,686.7360767
1998-11-09,679.5059127
1998-11-10,676.8898873
1998-11-11,672.5008383
1998-11-12,671.6727353
1998-11-13,678.1482965
1998-11-16,683.9052487
1998-11-17,685.5245226
1998-11-18,687.2232656
1998-11-19,691.575447
1998-11-20,698.2402762
1998-11-23,712.7684237
1998-11-24,710.1428558
1998-11-25,712.1159509
1998-11-26,712.9105629
1998-11-27,714.476361
1998-11-30,699.1678683
1998-12-01,702.5215759
1998-12-02,700.4962698
1998-12-03,688.8079953
1998-12-04,701.7917197
1998-12-07,705.9683453
1998-12-08,702.7191702
1998-12-09,702.285093
1998-12-10,691.602998
1998-12-11,689.8258332
1998-12-14,677.9138281
1998-12-15,686.7276551
1998-12-16,686.5780806
1998-12-17,697.3033649
1998-12-18,699.86204
1998-12-21,706.106665
1998-12-22,704.9956902
1998-12-23,716.7641148
1998-12-24,716.7938624
1998-12-25,716.7938624
1998-12-28,715.0350755
1998-12-29,723.6953066
1998-12-30,719.3844027
1998-12-31,719.0212584
1999-01-01,719.0212584
1999-01-04,719.7231325
1999-01-05,728.4215121
1999-01-06,746.0077229
1999-01-07,746.1682156
1999-01-08,752.5351961
1999-01-11,746.5999592
1999-01-12,733.2972107
1999-01-13,727.8604901
1999-01-14,714.4450274
1999-01-15,730.4951413
1999-01-18,730.8274942
1999-01-19,732.0698852
1999-01-20,731.5554614
1999-01-21,722.3167003
1999-01-22,716.7732661
1999-01-25,720.9263905
1999-01-26,727.7144084
1999-01-27,719.7171684
1999-01-28,728.740499
1999-01-29,736.6520736
1999-02-01,732.7865757
1999-02-02,725.5468308
1999-02-03,732.0114742
1999-02-04,723.185747
1999-02-05,720.533199
1999-02-08,721.8652807
1999-02-09,708.6290622
1999-02-10,711.5757797
1999-02-11,724.3977194
1999-02-12,713.4939878
1999-02-15,713.6221261
1999-02-16,718.3055091
1999-02-17,711.5402419
1999-02-18,719.5228956
1999-02-19,720.6038231
1999-02-22,737.1449097
1999-02-23,735.1914599
1999-02-24,725.950214
1999-02-25,722.0071253
1999-02-26,718.6754588
1999-03-01,718.0570434
1999-03-02,714.7487999
1999-03-03,714.300653
1999-03-04,724.6164245
1999-03-05,740.8355211
1999-03-08,742.890554
1999-03-09,740.4704524
1999-03-10,746.207969
1999-03-11,751.8505337
1999-03-12,750.3348478
1999-03-15,756.2270418
1999-03-16,754.6351575
1999-03-17,751.1179947
1999-03-18,761.0339008
1999-03-19,752.3614936
1999-03-22,751.2925234
1999-03-23,733.338854
1999-03-24,736.2838721
1999-03-25,746.0457444
1999-03-26,742.7561968
1999-03-29,754.5823019
1999-03-30,747.869027
1999-03-31,741.0976589
1999-04-01,743.8831358
1999-04-02,744.0996307
1999-04-05,757.9857547
1999-04-06,754.7570108
1999-04-07,761.0068752
1999-04-08,771.1494225
1999-04-09,772.4323893
1999-04-12,781.120993
1999-04-13,778.4990766
1999-04-14,774.2199263
1999-04-15,776.7667981
1999-04-16,779.3152463
1999-04-19,774.7446214
1999-04-20,779.1007569
1999-04-21,792.4574007
1999-04-22,799.4925379
1999-04-23,798.281142
1999-04-26,796.2196383
1999-04-27,800.5321988
1999-04-28,801.8000679
1999-04-29,802.0415673
1999-04-30,794.8425517
1999-05-03,810.5270765
1999-05-04,800.1549979
1999-05-05,807.9838649
1999-05-06,802.3472976
1999-05-07,807.5610139
1999-05-10,805.9989868
1999-05-11,811.7498294
1999-05-12,813.0535039
1999-05-13,817.1457323
1999-05-14,800.5213571
1999-05-17,799.8204885
1999-05-18,796.2303566
1999-05-19,802.9776162
1999-05-20,801.9704522
1999-05-21,800.1123183
1999-05-24,789.1434381
1999-05-25,777.048549
1999-05-26,786.9033321
1999-05-27,771.7017185
1999-05-28,781.0725988
1999-05-31,781.2582943
1999-06-01,778.6854147
1999-06-02,779.4805309
1999-06-03,782.8711812
1999-06-04,795.0991477
1999-06-07,799.6133588
1999-06-08,791.2368285
1999-06-09,789.818064
1999-06-10,783.8540393
1999-06-11,779.8957317
1999-06-14,782.9079716
1999-06-15,786.2082227
1999-06-16,798.6020061
1999-06-17,802.1943774
1999-06-18,802.8280254
1999-06-21,802.037076
1999-06-22,796.1588255
1999-06-23,792.2030171
1999-06-24,782.4467703
1999-06-25,783.6779892
1999-06-28,791.611707
1999-06-29,800.4752202
1999-06-30,808.2806053
1999-07-01,814.0969273
1999-07-02,821.1045041
1999-07-05,822.3090873
1999-07-06,820.2202723
1999-07-07,821.1532745
1999-07-08,818.7971965
1999-07-09,822.42388
1999-07-12,820.5320867
1999-07-13,816.6073794
1999-07-14,818.0348743
1999-07-15,823.0684136
1999-07-16,827.0657897
1999-07-19,823.1662571
1999-07-20,809.8210262
1999-07-21,808.6033912
1999-07-22,802.8382122
1999-07-23,800.2680189
1999-07-26,797.3289723
1999-07-27,803.9831403
1999-07-28,803.9165977
1999-07-29,791.3877352
1999-07-30,784.5992203
1999-08-02,785.7651395
1999-08-03,783.3243229
1999-08-04,775.6425517
1999-08-05,779.0228544
1999-08-06,770.7186404
1999-08-09,770.3673775
1999-08-10,761.4705512
1999-08-11,772.0906539
1999-08-12,769.9071653
1999-08-13,784.6063025
1999-08-16,786.3105741
1999-08-17,793.515241
1999-08-18,787.1585617
1999-08-19,783.1197448
1999-08-20,790.5162287
1999-08-23,802.8178813
1999-08-24,803.2940796
1999-08-25,809.153741
1999-08-26,798.0653897
1999-08-27,791.3575662
1999-08-30,777.0986837
1999-08-31,772.2885249
1999-09-01,778.2283065
1999-09-02,770.6658107
1999-09-03,791.5625753
1999-09-06,791.5833328
1999-09-07,787.0368364
1999-09-08,784.594918
1999-09-09,785.9796953
1999-09-10,786.6172034
1999-09-13,783.4789179
1999-09-14,777.4877182
1999-09-15,769.3000784
1999-09-16,767.3066919
1999-09-17,775.0640877
1999-09-20,772.9975544
1999-09-21,757.9074718
1999-09-22,756.6002597
1999-09-23,743.2902692
1999-09-24,740.2474836
1999-09-27,741.9153396
1999-09-28,740.3939944
1999-09-29,734.2328524
1999-09-30,741.1249994
1999-10-01,738.6909103
1999-10-04,750.568947
1999-10-05,747.7945451
1999-10-06,759.586071
1999-10-07,755.2417068
1999-10-08,763.2310412
1999-10-11,761.2817168
1999-10-12,750.042292
1999-10-13,736.5044254
1999-10-14,737.5282497
1999-10-15,717.3142086
1999-10-18,722.6438406
1999-10-19,726.4398855
1999-10-20,737.0201322
1999-10-21,734.5117439
1999-10-22,747.7925986
1999-10-25,742.9095405
1999-10-26,737.3737263
1999-10-27,747.598938
1999-10-28,773.0373081
1999-10-29,784.6035599
1999-11-01,778.6092501
1999-11-02,775.7502136
1999-11-03,777.7065818
1999-11-04,780.6417353
1999-11-05,784.5178991
1999-11-08,787.3039817
1999-11-09,780.9046177
1999-11-10,782.2531019
1999-11-11,783.7392783
1999-11-12,793.5237722
1999-11-15,794.1313077
1999-11-16,805.684105
1999-11-17,800.9140598
1999-11-18,805.4760182
1999-11-19,803.0203124
1999-11-22,801.2432318
1999-11-23,793.1971341
1999-11-24,796.7260852
1999-11-25,797.2892813
1999-11-26,796.4472313
1999-11-29,790.2600661
1999-11-30,784.8872753
1999-12-01,787.4510543
1999-12-02,789.6374203
1999-12-03,803.1348405
1999-12-06,795.6040853
1999-12-07,786.3311515
1999-12-08,782.0775501
1999-12-09,782.9454268
1999-12-10,785.9498944
1999-12-13,782.7855208
1999-12-14,778.1609699
1999-12-15,782.3924258
1999-12-16,781.9010375
1999-12-17,781.6789453
1999-12-20,779.6553402
1999-12-21,783.0535564
1999-12-22,784.9473893
1999-12-23,797.5259996
1999-12-24,798.0040594
1999-12-27,794.0274346
1999-12-28,797.8905493
1999-12-29,800.3376093
1999-12-30,801.9267449
1999-12-31,803.0834557
2000-01-03,791.8640464
2000-01-04,768.9620178
2000-01-05,774.5276379
2000-01-06,781.6596292
2000-01-07,801.3767171
2000-01-10,802.2583289
2000-01-11,794.3429216
2000-01-12,794.8591098
2000-01-13,802.1345123
2000-01-14,806.828975
2000-01-17,807.6522446
2000-01-18,800.167503
2000-01-19,799.2036462
2000-01-20,789.6819928
2000-01-21,785.2909425
2000-01-24,769.9626428
2000-01-25,768.2800438
2000-01-26,772.7485917
2000-01-27,774.9438105
2000-01-28,755.5412883
2000-01-31,769.8517117
2000-02-01,775.5308035
2000-02-02,773.8148181
2000-02-03,777.2520515
2000-02-04,775.0838067
2000-02-07,771.0003367
2000-02-08,773.7954528
2000-02-09,759.5287771
2000-02-10,755.1460505
2000-02-11,743.7310992
2000-02-14,745.4848618
2000-02-15,753.340393
2000-02-16,747.1829735
2000-02-17,743.3073172
2000-02-18,724.6060473
2000-02-21,724.3075302
2000-02-22,728.4967764
2000-02-23,722.9919384
2000-02-24,713.6136196
2000-02-25,705.7919075
2000-02-28,715.6820708
2000-02-29,721.4582919
2000-03-01,727.3415998
2000-03-02,729.3950419
2000-03-03,739.1828228
2000-03-06,728.3083194
2000-03-07,711.6084254
2000-03-08,713.6794052
2000-03-09,723.6717733
2000-03-10,720.5585921
2000-03-13,720.9671129
2000-03-14,711.7863186
2000-03-15,736.6077571
2000-03-16,774.0022867
2000-03-17,769.0150822
2000-03-20,767.222366
2000-03-21,783.4904279
2000-03-22,783.0022213
2000-03-23,797.1290628
2000-03-24,796.7420801
2000-03-27,794.1988296
2000-03-28,789.6738529
2000-03-29,792.9630345
2000-03-30,791.1116598
2000-03-31,795.7427757
2000-04-03,812.8116153
2000-04-04,806.3219614
2000-04-05,803.5862942
2000-04-06,809.3561674
2000-04-07,805.4741276
2000-04-10,811.0417651
2000-04-11,816.1360654
2000-04-12,813.9367754
2000-04-13,804.7875644
2000-04-14,760.4732395
2000-04-17,774.7554797
2000-04-18,788.4448275
2000-04-19,783.2647874
2000-04-20,790.8013285
2000-04-21,790.8013285
2000-04-24,795.8823572
2000-04-25,816.0158562
2000-04-26,810.6556894
2000-04-27,805.1333362
2000-04-28,797.9530518
2000-05-01,805.1269931
2000-05-02,800.7917905
2000-05-03,784.5538392
2000-05-04,783.0829146
2000-05-05,790.5603738
2000-05-08,793.4849192
2000-05-09,790.9473412
2000-05-10,782.081136
2000-05-11,794.4437656
2000-05-12,801.1351721
2000-05-15,816.5991676
2000-05-16,821.8239732
2000-05-17,811.5393191
2000-05-18,812.0735838
2000-05-19,801.2238389
2000-05-22,797.6844949
2000-05-23,791.8133066
2000-05-24,801.4871988
2000-05-25,788.1680619
2000-05-26,785.5392558
2000-05-29,785.9356894
2000-05-30,800.1703268
2000-05-31,799.9648193
2000-06-01,812.0621787
2000-06-02,821.3731734
2000-06-05,816.1666322
2000-06-06,810.9752496
2000-06-07,815.4471507
2000-06-08,808.886005
2000-06-09,804.906077
2000-06-12,803.7698282
2000-06-13,808.4217911
2000-06-14,810.5742006
2000-06-15,805.8543378
2000-06-16,790.7019213
2000-06-19,798.0986103
2000-06-20,790.8797814
2000-06-21,790.3744311
2000-06-22,783.2992295
2000-06-23,781.8907266
2000-06-26,785.1974698
2000-06-27,785.6705543
2000-06-28,785.7460377
2000-06-29,782.702096
2000-06-30,775.9119733
2000-07-03,789.2311928
2000-07-04,789.5246539
2000-07-05,786.5798396
2000-07-06,789.1476625
2000-07-07,798.6250075
2000-07-10,799.5572975
2000-07-11,804.1742178
2000-07-12,806.8530939
2000-07-13,806.9809005
2000-07-14,808.8717869
2000-07-17,804.8056232
2000-07-18,800.7792637
2000-07-19,798.7893431
2000-07-20,804.1742494
2000-07-21,799.9188983
2000-07-24,795.1942046
2000-07-25,797.7993941
2000-07-26,785.692735
2000-07-27,790.2368962
2000-07-28,780.499034
2000-07-31,782.423927
2000-08-01,790.31511
2000-08-02,792.9288422
2000-08-03,799.7724503
2000-08-04,806.7159261
2000-08-07,812.9021489
2000-08-08,816.9305505
2000-08-09,812.0643711
2000-08-10,810.2417518
2000-08-11,818.4900062
2000-08-14,826.5153292
2000-08-15,821.0782914
2000-08-16,818.7136572
2000-08-17,821.8637776
2000-08-18,820.2264022
2000-08-21,822.1020283
2000-08-22,823.1125017
2000-08-23,821.3917689
2000-08-24,821.8249097
2000-08-25,821.9419972
2000-08-28,825.4448471
2000-08-29,821.1947739
2000-08-30,819.0925584
2000-08-31,824.3239603
2000-09-01,826.5080535
2000-09-04,826.4842946
2000-09-05,829.0238345
2000-09-06,828.9468142
2000-09-07,828.3113449
2000-09-08,830.4195705
2000-09-11,834.3861135
2000-09-12,832.988623
2000-09-13,832.5783594
2000-09-14,829.039795
2000-09-15,822.7439231
2000-09-18,810.6819111
2000-09-19,811.0577247
2000-09-20,802.5927389
2000-09-21,802.7782279
2000-09-22,808.1954234
2000-09-25,806.7280761
2000-09-26,801.9995441
2000-09-27,803.3923388
2000-09-28,819.5525691
2000-09-29,814.0346061
2000-10-02,817.2761424
2000-10-03,816.3208047
2000-10-04,818.0788078
2000-10-05,818.7888511
2000-10-06,805.808391
2000-10-09,802.7086743
2000-10-10,796.9087525
2000-10-11,785.4809517
2000-10-12,765.2639379
2000-10-13,778.9041903
2000-10-16,780.645534
2000-10-17,768.6679476
2000-10-18,766.417927
2000-10-19,783.2166825
2000-10-20,784.3814017
2000-10-23,786.0312704
2000-10-24,794.5037374
2000-10-25,785.6075023
2000-10-26,784.0247869
2000-10-27,795.986824
2000-10-30,818.3338874
2000-10-31,828.1546227
2000-11-01,824.8614766
2000-11-02,825.2516908
2000-11-03,822.0475799
2000-11-06,828.9616648
2000-11-07,826.4339899
2000-11-08,824.0641275
2000-11-09,821.4484312
2000-11-10,808.4249099
2000-11-13,803.8735458
2000-11-14,811.5492322
2000-11-15,812.8875521
2000-11-16,808.83822
2000-11-17,804.4151644
2000-11-20,793.4440994
2000-11-21,796.0040345
2000-11-22,786.1551415
2000-11-23,786.5475707
2000-11-24,792.644846
2000-11-27,797.2987797
2000-11-28,796.9192024
2000-11-29,803.8866916
2000-11-30,793.5450394
2000-12-01,795.7458104
2000-12-04,801.0061082
2000-12-05,822.3646155
2000-12-06,809.1380228
2000-12-07,804.854701
2000-12-08,818.0755012
2000-12-11,823.9954759
2000-12-12,826.7293159
2000-12-13,824.4305763
2000-12-14,814.1532428
2000-12-15,799.1891219
2000-12-18,810.4698015
2000-12-19,805.8641857
2000-12-20,786.3796245
2000-12-21,793.0295165
2000-12-22,806.2551058
2000-12-25,806.2551058
2000-12-26,812.9770127
2000-12-27,822.3639866
2000-12-28,825.4537605
2000-12-29,820.8682844
2001-01-01,820.8682844
2001-01-02,811.4190067
2001-01-03,844.1024802
2001-01-04,843.6064698
2001-01-05,824.3617093
2001-01-08,824.0458013
