Date,WORLD IMI VALUE WEIGHTED
1998-01-13,394.1982505995
1998-01-14,398.4479638922
1998-01-15,397.2976705873
1998-01-16,405.0767344229
1998-01-19,408.4971554714
1998-01-20,410.8926208475
1998-01-21,411.8420615316
1998-01-22,410.8162572917
1998-01-23,412.5020137993
1998-01-26,415.8518652624
1998-01-27,419.8555108827
1998-01-28,423.1916143894
1998-01-29,423.1051559267
1998-01-30,420.6217185728
1998-02-02,427.3445056486
1998-02-03,431.4405402362
1998-02-04,433.2506343022
1998-02-05,436.6852159721
1998-02-06,439.1765088997
1998-02-09,439.1980747121
1998-02-10,442.7623740311
1998-02-11,443.3800203325
1998-02-12,443.165791712
1998-02-13,438.9174840953
1998-02-16,438.0106876636
1998-02-17,440.0667306132
1998-02-18,442.6106556865
1998-02-19,441.5711427606
1998-02-20,442.2171855765
1998-02-23,443.8062437201
1998-02-24,441.6476439938
1998-02-25,444.9030543595
1998-02-26,448.7132765976
1998-02-27,452.5230486313
1998-03-02,456.9420880424
1998-03-03,457.3083959727
1998-03-04,453.7767398027
1998-03-05,447.9420692938
1998-03-06,454.0359986567
1998-03-09,454.4304774817
1998-03-10,457.6337947306
1998-03-11,457.6694542615
1998-03-12,457.8997775161
1998-03-13,462.7753898651
1998-03-16,463.391676975
1998-03-17,465.974638234
1998-03-18,464.7797203689
1998-03-19,466.8406948941
1998-03-20,469.1925972682
1998-03-23,469.8169017951
1998-03-24,471.6922665114
1998-03-25,473.8444335631
1998-03-26,474.4286946205
1998-03-27,473.3301498033
1998-03-30,468.3962634904
1998-03-31,469.3799337672
1998-04-01,469.9351409754
1998-04-02,469.0990190366
1998-04-03,469.2642002178
1998-04-06,472.3177943008
1998-04-07,471.302590919
1998-04-08,472.0594909334
1998-04-09,477.4588089919
1998-04-10,477.4523627803
1998-04-13,476.9865411142
1998-04-14,481.3189770638
1998-04-15,483.0067558518
1998-04-16,476.3590209703
1998-04-17,477.158386915
1998-04-20,478.4332495194
1998-04-21,480.0575874548
1998-04-22,479.7323910868
1998-04-23,475.7297608207
1998-04-24,472.7489427762
1998-04-27,461.7772772056
1998-04-28,462.9073801321
1998-04-29,464.6726904122
1998-04-30,471.0403957956
1998-05-01,474.2825953235
1998-05-04,476.9550354702
1998-05-05,475.1678168642
1998-05-06,472.5794636161
1998-05-07,468.4375917662
1998-05-08,471.059500754
1998-05-11,473.4844920715
1998-05-12,472.5981452823
1998-05-13,472.3347514054
1998-05-14,471.3244982805
1998-05-15,469.6549523122
1998-05-18,464.4980576868
1998-05-19,467.8648169456
1998-05-20,472.1143752375
1998-05-21,474.535870541
1998-05-22,474.1588980773
1998-05-25,473.6289800949
1998-05-26,471.0014810374
1998-05-27,464.7743138756
1998-05-28,465.4655957025
1998-05-29,465.2695351484
1998-06-01,461.9259450236
1998-06-02,464.0519943502
1998-06-03,464.1821634782
1998-06-04,465.1223541557
1998-06-05,467.3021049064
1998-06-08,467.6974865514
1998-06-09,467.2389457873
1998-06-10,461.8029050435
1998-06-11,454.7038530179
1998-06-12,451.5098035745
1998-06-15,442.2522839237
1998-06-16,445.8489751157
1998-06-17,456.4781064907
1998-06-18,459.232828666
1998-06-19,459.1813038461
1998-06-22,454.9471546564
1998-06-23,456.4543400246
1998-06-24,458.2311279861
1998-06-25,460.1212896707
1998-06-26,458.9649171784
1998-06-29,461.6029024938
1998-06-30,464.9704976066
1998-07-01,471.0641559185
1998-07-02,470.7180569573
1998-07-03,472.0620854142
1998-07-06,473.5835167865
1998-07-07,474.4744843386
1998-07-08,475.7000418971
1998-07-09,471.6441556942
1998-07-10,470.2306978189
1998-07-13,472.0389314142
1998-07-14,477.3367011779
1998-07-15,477.9187919583
1998-07-16,480.572836851
1998-07-17,482.3103465029
1998-07-20,483.0795683522
1998-07-21,477.9913177883
1998-07-22,473.1318629942
1998-07-23,466.9899139101
1998-07-24,467.2289240888
1998-07-27,462.7453042478
1998-07-28,460.7965936081
1998-07-29,458.5197931578
1998-07-30,462.5412331528
1998-07-31,457.3386549779
1998-08-03,451.0459664736
1998-08-04,443.818274272
1998-08-05,442.8045853674
1998-08-06,441.7417543386
1998-08-07,443.1089768027
1998-08-10,437.622032037
1998-08-11,427.996629601
1998-08-12,433.1849298478
1998-08-13,429.7905163042
1998-08-14,428.3765708955
1998-08-17,429.26761365
1998-08-18,436.5679885579
1998-08-19,438.3960041116
1998-08-20,436.4593916827
1998-08-21,427.1279483763
1998-08-24,427.7391098844
1998-08-25,429.9404463862
1998-08-26,422.8885168535
1998-08-27,409.3691677183
1998-08-28,404.6487866065
1998-08-31,395.7212015
1998-09-01,401.8077102766
1998-09-02,404.9072724338
1998-09-03,403.0396811392
1998-09-04,402.0146757994
1998-09-07,410.176034944
1998-09-08,418.3626436334
1998-09-09,411.0646486383
1998-09-10,405.016154779
1998-09-11,407.7728634374
1998-09-14,414.03292502
1998-09-15,416.1430890658
1998-09-16,417.8760195382
1998-09-17,410.1523228048
1998-09-18,408.4202221995
1998-09-21,402.9947648607
1998-09-22,405.6843508801
1998-09-23,413.2691806029
1998-09-24,411.8891398819
1998-09-25,409.3617606411
1998-09-28,411.511038726
1998-09-29,412.2196190055
1998-09-30,401.9454144811
1998-10-01,391.4957278774
1998-10-02,392.0653637771
1998-10-05,385.8802475093
1998-10-06,390.1065424914
1998-10-07,396.7130396344
1998-10-08,391.3392200014
1998-10-09,396.9789513836
1998-10-12,405.4711588226
1998-10-13,403.4469339256
1998-10-14,406.2453879581
1998-10-15,416.0740137575
1998-10-16,424.5520581474
1998-10-19,427.0184850141
1998-10-20,430.8875245064
1998-10-21,431.5411858619
1998-10-22,432.5387287376
1998-10-23,430.7183388212
1998-10-26,430.2715072877
1998-10-27,430.8639839205
1998-10-28,429.2266967925
1998-10-29,434.5910793909
1998-10-30,439.8727680663
1998-11-02,448.6987845425
1998-11-03,447.8019181737
1998-11-04,454.1735992408
1998-11-05,454.8018621205
1998-11-06,454.0081233314
1998-11-09,446.7587305196
1998-11-10,443.2251796455
1998-11-11,445.9570803916
1998-11-12,441.4965350273
1998-11-13,445.2218289516
1998-11-16,452.5835284904
1998-11-17,451.2900785857
1998-11-18,452.4023895681
1998-11-19,456.3471285994
1998-11-20,460.6259003854
1998-11-23,465.824525061
1998-11-24,466.958063224
1998-11-25,465.8831109275
1998-11-26,468.5593370317
1998-11-27,468.9705713696
1998-11-30,461.8000966923
1998-12-01,458.5653311404
1998-12-02,458.6638155873
1998-12-03,456.4648758343
1998-12-04,459.4943778393
1998-12-07,460.478002507
1998-12-08,460.1722990133
1998-12-09,462.8109146219
1998-12-10,460.435175718
1998-12-11,456.8169407427
1998-12-14,452.3388623937
1998-12-15,453.3531965029
1998-12-16,455.3697219971
1998-12-17,459.2185833466
1998-12-18,461.0780688344
1998-12-21,464.9060170223
1998-12-22,462.6110300938
1998-12-23,468.490074363
1998-12-24,467.7060587278
1998-12-25,468.4200923106
1998-12-28,469.3184518612
1998-12-29,473.4694040929
1998-12-30,472.6657075363
1998-12-31,475.6161693953
1999-01-01,475.6295738482
1999-01-04,478.7590011574
1999-01-05,481.8241981065
1999-01-06,490.0312556404
1999-01-07,489.8953143181
1999-01-08,489.7608835373
1999-01-11,488.1899627363
1999-01-12,480.7597055463
1999-01-13,473.363741267
1999-01-14,470.8284682505
1999-01-15,475.4269390439
1999-01-18,478.8901843223
1999-01-19,479.8291259623
1999-01-20,481.4945044642
1999-01-21,478.0032111029
1999-01-22,471.5681184621
1999-01-25,472.4267933965
1999-01-26,474.7538320445
1999-01-27,472.3018520463
1999-01-28,473.7065392968
1999-01-29,476.8744181629
1999-02-01,478.6623585688
1999-02-02,478.4316855796
1999-02-03,477.9964690114
1999-02-04,474.7610030282
1999-02-05,472.4372482409
1999-02-08,471.4551962369
1999-02-09,464.9097264382
1999-02-10,463.558974569
1999-02-11,468.8380932845
1999-02-12,467.067366038
1999-02-15,466.8263117435
1999-02-16,466.5110030947
1999-02-17,462.9428634104
1999-02-18,464.0094368078
1999-02-19,462.806653161
1999-02-22,468.9190203214
1999-02-23,469.1114610448
1999-02-24,467.2605527212
1999-02-25,466.6720965681
1999-02-26,465.6543832362
1999-03-01,462.7662711633
1999-03-02,460.8684230424
1999-03-03,459.7315825323
1999-03-04,461.6141905199
1999-03-05,472.2881685748
1999-03-08,473.0172250129
1999-03-09,474.2422506814
1999-03-10,479.7108234392
1999-03-11,482.1875323339
1999-03-12,484.4748014924
1999-03-15,487.2012316864
1999-03-16,489.0474310821
1999-03-17,489.7866471556
1999-03-18,490.1167951835
1999-03-19,491.9127802895
1999-03-22,490.1774115931
1999-03-23,482.8805194867
1999-03-24,480.8917210845
1999-03-25,486.6939578563
1999-03-26,483.6388095153
1999-03-29,488.3178633145
1999-03-30,486.1955380371
1999-03-31,487.7259010499
1999-04-01,489.7007037424
1999-04-02,489.0934776038
1999-04-05,491.1084032578
1999-04-06,493.7976775675
1999-04-07,497.1900309123
1999-04-08,502.447837369
1999-04-09,503.9742843372
1999-04-12,505.9448757365
1999-04-13,508.0935998086
1999-04-14,509.7580394533
1999-04-15,509.4293116909
1999-04-16,513.2877043003
1999-04-19,513.3247945663
1999-04-20,510.4474908108
1999-04-21,511.3384221574
1999-04-22,515.1524835863
1999-04-23,517.4875001975
1999-04-26,518.7011588738
1999-04-27,522.7109518845
1999-04-28,523.2618607723
1999-04-29,522.7216126634
1999-04-30,521.6277156941
1999-05-03,525.7910217279
1999-05-04,524.1545842742
1999-05-05,524.5729319178
1999-05-06,527.5858070008
1999-05-07,527.5107470784
1999-05-10,528.1877690088
1999-05-11,527.7437191378
1999-05-12,527.5562776126
1999-05-13,528.1250846089
1999-05-14,521.3284955359
1999-05-17,514.4383001535
1999-05-18,514.4918569238
1999-05-19,514.4737411802
1999-05-20,515.2924200592
1999-05-21,514.5342395486
1999-05-24,511.5050979432
1999-05-25,507.1119897195
1999-05-26,508.0246053435
1999-05-27,502.784061466
1999-05-28,505.8202626109
1999-05-31,505.7415619439
1999-06-01,507.576767648
1999-06-02,507.5246900953
1999-06-03,508.3220735044
1999-06-04,511.6267836327
1999-06-07,516.0858418459
1999-06-08,516.7525373528
1999-06-09,517.8431183047
1999-06-10,517.4988269424
1999-06-11,519.2635658181
1999-06-14,516.6985609478
1999-06-15,517.1815853648
1999-06-16,520.9004554306
1999-06-17,524.0257278779
1999-06-18,525.1151836667
1999-06-21,526.5329973333
1999-06-22,525.1037493559
1999-06-23,521.970983188
1999-06-24,518.2578896675
1999-06-25,519.6805282273
1999-06-28,521.4378383041
1999-06-29,524.2525564102
1999-06-30,526.2405293918
1999-07-01,531.2962218508
1999-07-02,533.9796846627
1999-07-05,537.359544208
1999-07-06,537.0216684552
1999-07-07,535.6613755406
1999-07-08,533.7204964507
1999-07-09,535.5902397015
1999-07-12,535.8524479803
1999-07-13,533.6400708326
1999-07-14,536.4967626294
1999-07-15,541.2154401265
1999-07-16,540.1298396809
1999-07-19,539.4506832234
1999-07-20,536.6077904456
1999-07-21,535.7787851004
1999-07-22,531.2167409818
1999-07-23,527.3851832909
1999-07-26,526.7504306149
1999-07-27,529.1269666124
1999-07-28,530.6478976824
1999-07-29,527.9937960927
1999-07-30,529.52901519
1999-08-02,528.3084779982
1999-08-03,527.2367496051
1999-08-04,525.6895327713
1999-08-05,522.3061188988
1999-08-06,518.6720137385
1999-08-09,517.7327367964
1999-08-10,513.6422748153
1999-08-11,515.6067907265
1999-08-12,519.0221877352
1999-08-13,523.6755266839
1999-08-16,527.2778243106
1999-08-17,528.6285452442
1999-08-18,529.9635268899
1999-08-19,529.4134505654
1999-08-20,534.2507950311
1999-08-23,539.2619378906
1999-08-24,537.3982569797
1999-08-25,538.8470196854
1999-08-26,534.8180273603
1999-08-27,533.1151392771
1999-08-30,530.4984962427
1999-08-31,528.0870939085
1999-09-01,533.8037642198
1999-09-02,531.1886925337
1999-09-03,536.9084159151
1999-09-06,539.1050936766
1999-09-07,536.4763360294
1999-09-08,535.1597793706
1999-09-09,539.3614595069
1999-09-10,538.8518499027
1999-09-13,539.147930283
1999-09-14,536.9003695887
1999-09-15,534.2748814568
1999-09-16,529.9326947178
1999-09-17,530.7063756834
1999-09-20,531.2018477908
1999-09-21,528.7639020424
1999-09-22,525.2397413435
1999-09-23,521.1776234515
1999-09-24,515.7367069774
1999-09-27,516.3643068543
1999-09-28,517.0818800589
1999-09-29,515.6925676158
1999-09-30,521.6786014222
1999-10-01,522.881957481
1999-10-04,526.7680553213
1999-10-05,525.5795886943
1999-10-06,529.0127203053
1999-10-07,529.7158441172
1999-10-08,530.344531961
1999-10-11,531.1391661076
1999-10-12,528.3786752833
1999-10-13,521.2300570785
1999-10-14,521.5263036381
1999-10-15,514.4354781524
1999-10-18,509.8317594045
1999-10-19,512.8655109577
1999-10-20,517.5240608813
1999-10-21,516.0467035139
1999-10-22,521.3707551612
1999-10-25,520.9582069913
1999-10-26,519.4909478374
1999-10-27,519.8673215263
1999-10-28,527.8732416306
1999-10-29,535.9006755602
1999-11-01,534.2582036298
1999-11-02,535.1036281407
1999-11-03,535.4094731376
1999-11-04,538.9567217451
1999-11-05,537.7254902257
1999-11-08,536.7873099762
1999-11-09,537.0239843265
1999-11-10,540.4321777068
1999-11-11,540.4618827345
1999-11-12,541.6828263313
1999-11-15,542.2535926396
1999-11-16,545.5609646128
1999-11-17,547.6848418666
1999-11-18,550.5361304346
1999-11-19,550.0221478839
1999-11-22,549.7105144196
1999-11-23,547.7210652206
1999-11-24,545.9335537671
1999-11-25,547.0583900765
1999-11-26,549.1571951249
1999-11-29,546.907640282
1999-11-30,542.2854620009
1999-12-01,544.0913383404
1999-12-02,545.0317522275
1999-12-03,550.641613739
1999-12-06,550.8921391513
1999-12-07,549.3855684543
1999-12-08,546.6503497928
1999-12-09,546.0711542782
1999-12-10,547.85795814
1999-12-13,545.7932581994
1999-12-14,542.7595462383
1999-12-15,542.0465299492
1999-12-16,545.9062129779
1999-12-17,545.7644955816
1999-12-20,545.0904304482
1999-12-21,546.4025469524
1999-12-22,549.5978064866
1999-12-23,556.5177709878
1999-12-24,557.5412278412
1999-12-27,556.0884854632
1999-12-28,557.6148842929
1999-12-29,559.7070021216
1999-12-30,562.2629207236
1999-12-31,563.7565628807
2000-01-03,562.2824778312
2000-01-04,550.3702641669
2000-01-05,546.8631338748
2000-01-06,545.8974853357
2000-01-07,554.1471581818
2000-01-10,557.1107428068
2000-01-11,555.9936298904
2000-01-12,553.7881631353
2000-01-13,557.5874334737
2000-01-14,559.5770920486
2000-01-17,562.2780457338
2000-01-18,557.4019514944
2000-01-19,554.5135493751
2000-01-20,552.3398069147
2000-01-21,550.7139648072
2000-01-24,545.1537243675
2000-01-25,540.928382141
2000-01-26,543.0630219146
2000-01-27,543.7950096409
2000-01-28,535.4962771171
2000-01-31,534.0233157756
2000-02-01,534.5976805053
2000-02-02,535.8050524442
2000-02-03,541.8453536326
2000-02-04,540.2654504512
2000-02-07,538.0074350738
2000-02-08,541.008938995
2000-02-09,537.409774339
2000-02-10,534.8184599257
2000-02-11,531.3168443309
2000-02-14,528.9957850211
2000-02-15,527.8170734561
2000-02-16,528.8795732282
2000-02-17,530.9260303767
2000-02-18,524.0082412893
2000-02-21,520.5033795883
2000-02-22,522.510445169
2000-02-23,523.8332654632
2000-02-24,520.8770560009
2000-02-25,519.7503173137
2000-02-28,520.1577764349
2000-02-29,523.4794025376
2000-03-01,531.4059728847
2000-03-02,532.5716590545
2000-03-03,535.3809329208
2000-03-06,533.2392185885
2000-03-07,528.2350997777
2000-03-08,527.0928392819
2000-03-09,533.3860568176
2000-03-10,533.2769898466
2000-03-13,527.8092945969
2000-03-14,524.795805634
2000-03-15,528.921659676
2000-03-16,546.5881947818
2000-03-17,546.627032548
2000-03-20,544.9358489679
2000-03-21,549.0755737413
2000-03-22,548.2144271722
2000-03-23,552.3211993212
2000-03-24,556.7060708449
2000-03-27,557.1183331777
2000-03-28,557.1279933943
2000-03-29,557.1864849416
2000-03-30,552.6847280356
2000-03-31,558.7306998733
2000-04-03,558.2978271996
2000-04-04,555.681364241
2000-04-05,554.4736652761
2000-04-06,556.9887913382
2000-04-07,558.0018570689
2000-04-10,557.9471431173
2000-04-11,556.4380210733
2000-04-12,556.3295470512
2000-04-13,552.3618330401
2000-04-14,535.9438741493
2000-04-17,530.537627514
2000-04-18,538.823728674
2000-04-19,538.2217888498
2000-04-20,540.7158199214
2000-04-21,539.2316588073
2000-04-24,541.9567317577
2000-04-25,548.9400874226
2000-04-26,546.7210604339
2000-04-27,541.3074063825
2000-04-28,540.6352415364
2000-05-01,544.6281569423
2000-05-02,545.2813825843
2000-05-03,536.1472500651
2000-05-04,537.1248220775
2000-05-05,539.5462201001
2000-05-08,539.32616674
2000-05-09,537.028595172
2000-05-10,532.9484923057
2000-05-11,535.9193499162
2000-05-12,541.7455410495
2000-05-15,546.7181269575
2000-05-16,549.1877180157
2000-05-17,541.7546101405
2000-05-18,541.5024407268
2000-05-19,535.8547993236
2000-05-22,532.2703251331
2000-05-23,531.883318026
2000-05-24,531.9038856733
2000-05-25,530.4271744447
2000-05-26,531.469366539
2000-05-29,533.4273913076
2000-05-30,541.2038831155
2000-05-31,539.6622333525
2000-06-01,546.0783287813
2000-06-02,556.0177024851
2000-06-05,556.82775357
2000-06-06,559.0593344977
2000-06-07,559.8860264926
2000-06-08,556.6734839251
2000-06-09,555.7355202409
2000-06-12,556.261784777
2000-06-13,558.2240293534
2000-06-14,558.5776773163
2000-06-15,554.6959066918
2000-06-16,552.32680841
2000-06-19,555.378776238
2000-06-20,554.2786427145
2000-06-21,552.4855625581
2000-06-22,549.2422174559
2000-06-23,547.4042540841
2000-06-26,547.8885408177
2000-06-27,550.1568853822
2000-06-28,552.7734727632
2000-06-29,552.7602795402
2000-06-30,552.7427956268
2000-07-03,558.5592620219
2000-07-04,558.5126751922
2000-07-05,556.6445368855
2000-07-06,557.4211667626
2000-07-07,561.0071430767
2000-07-10,564.0355775901
2000-07-11,565.5251112523
2000-07-12,565.7333929689
2000-07-13,562.1631876827
2000-07-14,564.2795036495
2000-07-17,562.3281610868
2000-07-18,557.9825769708
2000-07-19,555.4899296805
2000-07-20,558.5424020835
2000-07-21,555.4404567035
2000-07-24,552.9506901874
2000-07-25,554.535744192
2000-07-26,551.5987730809
2000-07-27,549.0147753944
2000-07-28,541.7319244324
2000-07-31,543.080375336
2000-08-01,546.9044451934
2000-08-02,547.3852026723
2000-08-03,546.6077918682
2000-08-04,550.8155569583
2000-08-07,555.9157970201
2000-08-08,555.1351813636
2000-08-09,555.8822355571
2000-08-10,556.1128470756
2000-08-11,559.9664685197
2000-08-14,562.611811372
2000-08-15,563.3708191986
2000-08-16,563.7504691571
2000-08-17,564.3850489497
2000-08-18,563.3699388546
2000-08-21,562.3965898212
2000-08-22,563.8514702566
2000-08-23,563.6846882069
2000-08-24,565.0754294225
2000-08-25,566.2399486257
2000-08-28,566.8310951958
2000-08-29,565.4544267118
2000-08-30,563.0495677801
2000-08-31,563.7058485262
2000-09-01,568.5798089895
2000-09-04,569.6396573264
2000-09-05,565.9300223011
2000-09-06,563.985067951
2000-09-07,563.554949936
2000-09-08,561.3642938247
2000-09-11,559.8805031805
2000-09-12,556.6667056652
2000-09-13,556.3240624568
2000-09-14,555.6728229768
2000-09-15,552.3698722995
2000-09-18,545.3672886167
2000-09-19,545.9281695296
2000-09-20,543.3345924431
2000-09-21,541.1272856068
2000-09-22,544.3668659931
2000-09-25,544.9484048837
2000-09-26,543.7728782652
2000-09-27,543.6611518365
2000-09-28,548.9996581247
