Date,ACWI IMI WITH PARTIAL A SHARES
2020-10-21,3562.1915246260915
2020-10-22,3567.5821926327235
2020-10-23,3580.461472171048
2020-10-26,3524.9795985796686
2020-10-27,3513.768935702811
2020-10-28,3413.515645749945
2020-10-29,3427.895506229381
2020-10-30,3389.821449023622
2020-11-02,3431.799351353217
2020-11-03,3496.6370795435955
2020-11-04,3558.9678174617234
2020-11-05,3637.3153242969343
2020-11-06,3644.2444533057646
2020-11-09,3696.762910753565
2020-11-10,3701.321679706055
2020-11-11,3726.8249589099946
2020-11-12,3703.0279389019083
2020-11-13,3733.081326167682
2020-11-16,3783.264120056071
2020-11-17,3780.6406194176266
2020-11-18,3764.115144378715
2020-11-19,3766.0533722114246
2020-11-20,3763.66287367825
2020-11-23,3780.109204774668
2020-11-24,3834.3458212965484
2020-11-25,3833.707829270157
2020-11-26,3839.1919685991243
2020-11-27,3855.7335829780177
2020-11-30,3819.761457717845
2020-12-01,3861.3469905958505
2020-12-02,3869.1101263199853
2020-12-03,3885.833674540948
2020-12-04,3917.0153980085197
2020-12-07,3912.15977592253
2020-12-08,3921.7772046755103
2020-12-09,3905.827871511365
2020-12-10,3908.2879527060195
2020-12-11,3900.243477312507
2020-12-14,3895.840463248791
2020-12-15,3929.7638134821573
2020-12-16,3948.574672026887
2020-12-17,3980.1157222344323
2020-12-18,3967.028388039295
2020-12-21,3935.384300042711
2020-12-22,3931.183619500732
2020-12-23,3949.3050226731552
2020-12-24,3957.593642233058
2020-12-25,3958.669692205861
2020-12-28,3977.267834064346
2020-12-29,3988.7876981973345
2020-12-30,4004.867776565508
2020-12-31,4009.0204112075926
