Date,ACWI IMI WITH PARTIAL A SHARES
2015-07-17,2429.79817827838
2015-07-20,2429.28737542694
2015-07-21,2425.2714750004084
2015-07-22,2410.722864480614
2015-07-23,2403.8278721781317
2015-07-24,2379.4884408314283
2015-07-27,2358.463976748628
2015-07-28,2374.330377754283
2015-07-29,2393.6654253722845
2015-07-30,2390.8466480511584
2015-07-31,2400.8391397881715
2015-08-03,2392.4906539143385
2015-08-04,2390.7560018553636
2015-08-05,2395.067408656047
2015-08-06,2381.3455093648586
2015-08-07,2374.7487199881703
2015-08-10,2399.745338348453
2015-08-11,2377.1343853911767
2015-08-12,2364.1707904744767
2015-08-13,2365.0441258747323
2015-08-14,2368.814657669179
2015-08-17,2373.8033933926927
2015-08-18,2365.584839509947
2015-08-19,2341.1947475596508
2015-08-20,2302.78867705324
2015-08-21,2243.5521002038413
2015-08-24,2157.185066213329
2015-08-25,2154.687146030065
2015-08-26,2193.5626039883755
2015-08-27,2241.4212027719336
2015-08-28,2254.2106477916764
2015-08-31,2239.5273928068164
2015-09-01,2181.0043238109483
2015-09-02,2197.458293503736
2015-09-03,2207.5988298931306
2015-09-04,2172.1532007319965
2015-09-07,2172.914633497139
2015-09-08,2210.5278832180206
2015-09-09,2217.063426798067
2015-09-10,2213.0627683661837
2015-09-11,2215.688502193997
2015-09-14,2208.6680551039253
2015-09-15,2224.603706193164
2015-09-16,2252.6091539424506
2015-09-17,2254.031902469209
2015-09-18,2228.952157077885
2015-09-21,2222.6751623971873
2015-09-22,2186.799610049872
2015-09-23,2177.513955246704
2015-09-24,2164.757352123835
2015-09-25,2172.914774566944
2015-09-28,2130.369611947807
2015-09-29,2116.224464448012
2015-09-30,2157.6481869245295
2015-10-01,2166.4071386828336
2015-10-02,2191.7707090539952
2015-10-05,2233.7544854047696
2015-10-06,2239.4982273665573
2015-10-07,2261.0352236834074
2015-10-08,2272.8256045066028
2015-10-09,2288.0287451382205
2015-10-12,2290.319128147572
2015-10-13,2270.661063707864
2015-10-14,2259.470408966449
2015-10-15,2291.9644894699854
2015-10-16,2300.122844223687
2015-10-19,2296.8773100620633
2015-10-20,2293.9241112889563
2015-10-21,2285.7311613016627
2015-10-22,2303.851406873333
2015-10-23,2327.0015792369377
2015-10-26,2324.4834684308225
2015-10-27,2311.2721498692204
2015-10-28,2334.087198643906
2015-10-29,2320.9098981572456
2015-10-30,2321.1123738504566
2015-11-02,2334.280296087226
2015-11-03,2339.607570792444
2015-11-04,2337.4083932144986
2015-11-05,2333.662041067325
2015-11-06,2324.0577595594364
2015-11-09,2306.256688426184
2015-11-10,2302.5922223302646
2015-11-11,2303.8747760783294
2015-11-12,2278.653275854934
2015-11-13,2255.3478283740383
2015-11-16,2269.104229619091
2015-11-17,2281.963937492477
2015-11-18,2300.5009133956123
2015-11-19,2315.2374428978605
2015-11-20,2320.3126172033567
2015-11-23,2313.9937621982276
2015-11-24,2312.204203346618
2015-11-25,2315.2723712158477
2015-11-26,2322.982552796748
2015-11-27,2316.3928357662185
2015-11-30,2306.8593441794665
2015-12-01,2328.522767313556
2015-12-02,2311.145003624527
2015-12-03,2289.1121661175557
2015-12-04,2306.3453891175645
2015-12-07,2294.013137611905
2015-12-08,2271.4497964241727
2015-12-09,2263.090844540448
2015-12-10,2260.847377758187
2015-12-11,2225.009929963252
2015-12-14,2216.4144335339693
2015-12-15,2236.0774708615513
2015-12-16,2265.8337820478355
2015-12-17,2252.4012997450086
2015-12-18,2225.4241155633717
2015-12-21,2232.3878409281037
2015-12-22,2246.998036659606
2015-12-23,2274.9397306687974
2015-12-24,2278.457508539167
2015-12-25,2277.743494242452
2015-12-28,2273.193228556654
2015-12-29,2292.4994279188454
2015-12-30,2279.622092236595
2015-12-31,2263.89013605968
2016-01-01,2263.947004423187
2016-01-04,2217.644459320238
2016-01-05,2217.329650359984
2016-01-06,2190.2522695728776
2016-01-07,2142.308204980551
2016-01-08,2124.2590372985833
2016-01-11,2113.5829045662504
2016-01-12,2117.075914309665
2016-01-13,2096.6520655529434
2016-01-14,2099.7580457724443
2016-01-15,2062.238463656299
2016-01-18,2051.6731979007654
2016-01-19,2061.0028509296676
2016-01-20,2021.778162717018
2016-01-21,2026.8256755826646
2016-01-22,2080.6472870886323
2016-01-25,2063.122834982709
2016-01-26,2079.290452105326
2016-01-27,2075.777839840066
2016-01-28,2078.5524002897887
2016-01-29,2120.7106000724357
2016-02-01,2126.776877395979
2016-02-02,2089.6769048195342
2016-02-03,2090.5053366081866
2016-02-04,2105.465802547252
2016-02-05,2073.9494071792183
2016-02-08,2040.6796177009473
2016-02-09,2026.6206589735966
2016-02-10,2024.9103340785873
2016-02-11,1999.427030549562
2016-02-12,2018.8707377539604
2016-02-15,2044.5932812004676
2016-02-16,2066.7270072207084
2016-02-17,2097.9122714799278
2016-02-18,2101.2966111134297
2016-02-19,2094.3273314733324
2016-02-22,2120.7204259086975
2016-02-23,2099.211480574987
2016-02-24,2091.307838292023
2016-02-25,2114.1935392240625
2016-02-26,2117.1912439318376
2016-02-29,2109.647964761835
2016-03-01,2146.9575603639787
2016-03-02,2167.869136855194
2016-03-03,2184.992081710015
2016-03-04,2200.8937064382167
2016-03-07,2202.9773434909425
2016-03-08,2182.0953098942855
2016-03-09,2187.618808209446
2016-03-10,2186.7603174272567
2016-03-11,2225.6813585895784
2016-03-14,2228.1479236241526
2016-03-15,2213.335083685651
2016-03-16,2217.3718354005905
2016-03-17,2252.374081851446
2016-03-18,2259.338358699108
2016-03-21,2257.5905508380006
2016-03-22,2258.277943443674
2016-03-23,2239.1059146857456
2016-03-24,2227.014820619611
2016-03-25,2228.3072525898074
2016-03-28,2233.3549053818833
2016-03-29,2247.629668843282
2016-03-30,2273.703555233763
2016-03-31,2269.7022808368897
2016-04-01,2257.301819448197
2016-04-04,2257.7118758514994
2016-04-05,2227.0283268743447
2016-04-06,2244.6927043298633
2016-04-07,2230.887567628121
2016-04-08,2246.236431360693
2016-04-11,2248.9390102586453
2016-04-12,2265.2311542220414
2016-04-13,2296.577363799477
2016-04-14,2303.5675846904073
2016-04-15,2302.4766723771586
2016-04-18,2307.7385495459876
2016-04-19,2331.5599837288596
2016-04-20,2332.89912997759
2016-04-21,2327.975128958589
2016-04-22,2321.8462285723213
2016-04-25,2315.699919106897
2016-04-26,2321.5134088924488
2016-04-27,2323.1592190802953
2016-04-28,2313.453052638466
2016-04-29,2305.331557941515
2016-05-02,2310.101370316781
2016-05-03,2284.9462488214745
2016-05-04,2265.443005362107
2016-05-05,2261.3998032926443
2016-05-06,2263.502528916037
2016-05-09,2261.51450274117
2016-05-10,2286.714367491565
2016-05-11,2276.748346416698
2016-05-12,2272.309655335266
2016-05-13,2252.4847447938396
2016-05-16,2268.8919864330237
2016-05-17,2262.18247878522
2016-05-18,2259.391771718566
2016-05-19,2239.89906927948
2016-05-20,2257.3607480643054
2016-05-23,2254.598583998191
2016-05-24,2277.60011768309
2016-05-25,2298.176619462273
2016-05-26,2303.2097377376813
2016-05-27,2310.469096859003
2016-05-30,2311.1978989930794
2016-05-31,2309.936093073284
2016-06-01,2308.8556046123235
2016-06-02,2311.7340069824354
2016-06-03,2319.8828697549084
2016-06-06,2332.3175056891123
2016-06-07,2346.0011166541517
2016-06-08,2355.0063348533126
2016-06-09,2340.830813602173
2016-06-10,2307.2619812046255
2016-06-13,2277.9741033439677
2016-06-14,2257.0437511621813
2016-06-15,2263.2918749561973
2016-06-16,2252.5410035134505
2016-06-17,2264.634283395063
2016-06-20,2304.9438945752427
2016-06-21,2310.854958166066
2016-06-22,2310.461572647619
2016-06-23,2342.1914313252064
2016-06-24,2230.7005747043454
2016-06-27,2179.644035806505
2016-06-28,2217.2566126206675
2016-06-29,2266.143579014274
2016-06-30,2293.421835330182
2016-07-01,2304.4269716582307
2016-07-04,2306.4895085094777
2016-07-05,2282.9968839403514
2016-07-06,2274.4743961810846
2016-07-07,2281.146275183235
2016-07-08,2305.1459695451113
2016-07-11,2328.481953345902
2016-07-12,2349.0574686913465
2016-07-13,2353.8763589194814
2016-07-14,2366.674398623026
2016-07-15,2363.6730700206344
2016-07-18,2368.656878523978
2016-07-19,2361.7630610405636
2016-07-20,2373.5088209462615
2016-07-21,2371.3156827166163
2016-07-22,2372.939146973623
2016-07-25,2369.3464909434697
2016-07-26,2373.458353743859
2016-07-27,2375.297541074206
2016-07-28,2377.855807489502
2016-07-29,2395.45008055384
2016-08-01,2392.502911936938
2016-08-02,2376.822925582129
2016-08-03,2371.232150448861
2016-08-04,2379.1944083847284
2016-08-05,2393.1678732603937
2016-08-08,2399.9974928676615
2016-08-09,2411.8273459626125
2016-08-10,2411.6729441124407
2016-08-11,2423.6628908820594
2016-08-12,2425.529863809133
2016-08-15,2432.4405134242065
2016-08-16,2421.5335031614927
2016-08-17,2419.915906011927
2016-08-18,2429.7599543164197
2016-08-19,2422.1317479597706
2016-08-22,2421.7031225622013
2016-08-23,2430.4559815458365
2016-08-24,2418.129563896154
2016-08-25,2414.434518186653
2016-08-26,2413.8249632755824
2016-08-29,2411.713775752452
2016-08-30,2410.204526695309
2016-08-31,2403.5662070704075
2016-09-01,2408.4437428080705
2016-09-02,2424.9189059131486
2016-09-05,2431.4591155097155
2016-09-06,2446.628455068313
2016-09-07,2450.728838965584
2016-09-08,2447.638738834083
2016-09-09,2396.005711928967
2016-09-12,2399.5113210252985
2016-09-13,2372.396593693289
2016-09-14,2369.333371825612
2016-09-15,2386.101740884436
2016-09-16,2375.3845673491355
2016-09-19,2388.0404402381396
2016-09-20,2387.761287870519
2016-09-21,2413.4236745452636
2016-09-22,2442.1302603970553
2016-09-23,2427.769819386876
2016-09-26,2406.455480803806
2016-09-27,2413.8681646149457
2016-09-28,2423.8679012430453
2016-09-29,2416.2665373002105
2016-09-30,2421.0290502124312
2016-10-03,2419.9903240524013
2016-10-04,2414.2811000032953
2016-10-05,2418.8394059768484
2016-10-06,2415.609539461266
2016-10-07,2406.6166320967377
2016-10-10,2416.728071228123
2016-10-11,2388.8954129002436
2016-10-12,2382.202552911376
2016-10-13,2371.3922625383534
2016-10-14,2377.5406091280515
2016-10-17,2369.7498156691813
2016-10-18,2390.3568560123235
2016-10-19,2399.457249849444
2016-10-20,2395.766186231944
2016-10-21,2391.3922241446526
2016-10-24,2399.6439347979135
2016-10-25,2392.330603215275
2016-10-26,2387.6530044682154
2016-10-27,2377.8696848867
2016-10-28,2373.2733423461254
2016-10-31,2374.2910122862477
2016-11-01,2364.7698925914897
2016-11-02,2346.5574837895215
2016-11-03,2338.8891972371757
2016-11-04,2329.6928260057985
2016-11-07,2365.0695062105715
2016-12-08,2458.9392977429393
2017-04-03,2613.1424666055836
2017-04-04,2614.2557179352616
2017-04-05,2609.7294428070645
2017-04-06,2610.4763904847728
2017-04-07,2608.986203101734
2017-04-10,2610.376683104463
2017-04-11,2612.2731650433698
2017-04-12,2605.984518129494
2017-04-13,2595.015781541634
2017-04-14,2592.8459763901838
2017-04-17,2611.557225409852
2017-04-18,2600.2807650502073
2017-04-19,2597.488560079541
2017-04-20,2613.992048333009
2017-04-21,2609.3903398347607
2017-04-24,2648.3076226154362
2017-04-25,2665.138611147427
2017-04-26,2666.6193999533252
2017-04-27,2664.923730259463
2017-04-28,2659.9168576173756
2017-05-01,2666.019012968028
2017-05-02,2672.962676711375
2017-05-03,2667.5373248068545
2017-05-04,2669.6132485498533
2017-05-05,2682.3630975054
2017-05-08,2685.355649101569
2017-05-09,2682.4169315719428
