Date,AC ASIA IMI WITH PARTIAL A SHARES
2014-06-16,1997.2609698365757
2014-06-17,1996.817303665935
2014-06-18,2001.4776504044687
2014-06-19,2021.769391363601
2014-06-20,2014.9418612266345
2014-06-23,2011.1890147474846
2014-06-24,2015.5262791036241
2014-06-25,2010.4890165766772
2014-06-26,2025.408726718835
2014-06-27,2020.007991665364
2014-06-30,2034.5847571383053
2014-07-01,2043.1915505640086
2014-07-02,2057.8502267595736
2014-07-03,2054.171143031532
2014-07-04,2061.6382837837446
2014-07-07,2061.8645949444385
2014-07-08,2060.4906127658087
2014-07-09,2048.0501385100824
2014-07-10,2047.0804859836776
2014-07-11,2037.1066336675926
2014-07-14,2045.2671948773566
2014-07-15,2054.7745207028806
2014-07-16,2055.079826112721
2014-07-17,2055.5815744164393
2014-07-18,2047.881317097851
2014-07-21,2050.122070379955
2014-07-22,2065.155643394195
2014-07-23,2070.4833034393346
2014-07-24,2068.967171959746
2014-07-25,2076.4352156544237
2014-07-28,2083.460271235446
2014-07-29,2087.040749866122
2014-07-30,2086.2656790843876
2014-07-31,2077.6091524085414
2014-08-01,2063.6169033568603
2014-08-04,2068.1787965192025
2014-08-05,2052.368244015862
2014-08-06,2042.5082020043774
2014-08-07,2043.033056797038
2014-08-08,2016.9844435782077
2014-08-11,2045.0979724830192
2014-08-12,2051.984792398002
2014-08-13,2061.916037252383
2014-08-14,2069.3535707595443
2014-08-15,2072.207887514932
2014-08-18,2069.453985710722
2014-08-19,2081.3289622317116
2014-08-20,2077.4232047123537
2014-08-21,2074.635320100918
2014-08-22,2075.8704960067753
2014-08-25,2079.7580618476345
2014-08-26,2074.0417716322254
2014-08-27,2079.422666492316
2014-08-28,2072.7851517487193
2014-08-29,2068.1234249551576
2014-09-01,2071.89312527625
2014-09-02,2069.32160560901
2014-09-03,2085.495833795641
2014-09-04,2081.145848729663
2014-09-05,2077.755043778393
2014-09-08,2079.0427942937354
2014-09-09,2070.8314431668787
2014-09-10,2060.457656159873
2014-09-11,2057.291834880419
2014-09-12,2052.454613409811
2014-09-15,2044.3894058238968
2014-09-16,2033.9546892451572
2014-09-17,2037.0981363838564
2014-09-18,2031.8140455128355
2014-09-19,2041.3248453264316
2014-09-22,2030.8817334912808
2014-09-23,2026.3026896977956
2014-09-24,2026.0431297861405
2014-09-25,2034.0838105754328
2014-09-26,2022.3112253844429
2014-09-29,2012.8932828260552
2014-09-30,1996.5277865052196
2014-10-01,1987.8600573355757
2014-10-02,1966.4619049359053
2014-10-03,1962.584072059142
2014-10-06,1979.9539227666246
2014-10-07,1984.4662102299817
2014-10-08,1963.66406418875
2014-10-09,1966.0454130068733
2014-10-10,1940.9313888196525
2014-10-13,1937.1329211539967
2014-10-14,1919.2433369621745
2014-10-15,1932.1503287378453
2014-10-16,1903.836876238256
2014-10-17,1885.5588787816173
2014-10-20,1929.51241412939
2014-10-21,1917.10519304859
2014-10-22,1945.9589336853276
2014-10-23,1934.083053391082
2014-10-24,1937.8509672034318
2014-10-27,1947.0820172204453
2014-10-28,1951.7543898396323
2014-10-29,1979.4428742270463
2014-10-30,1975.4704327834716
2014-10-31,1996.8752421108177
2014-11-03,1977.2654420899196
2014-11-04,2004.6797050160083
2014-11-05,1990.1949785872757
2014-11-06,1975.8069306439215
2014-11-07,1974.8791447919734
2014-11-10,1986.9643984371687
2014-11-11,1986.7821331694336
2014-11-12,1993.7014686225511
2014-11-13,1999.4328482910864
2014-11-14,1999.561962040366
2014-11-17,1970.7656579154834
2014-11-18,1985.5915446209224
2014-11-19,1975.9461281429424
2014-11-20,1971.7783102690585
2014-11-21,1982.6691368155728
2014-11-24,1988.8199863326442
2014-11-25,1998.0180019441036
2014-11-26,2005.1360330208774
2014-11-27,1995.6851904577998
2014-11-28,1999.3098211124613
2014-12-01,1991.4119597019526
2014-12-02,1994.703166790609
2014-12-03,1989.0441992491599
2014-12-04,2003.1674582676912
2014-12-05,1994.662711223709
2014-12-08,1994.921480940114
2014-12-09,1991.476225767593
2014-12-10,1974.4946317420893
2014-12-11,1953.6949937629586
2014-12-12,1961.1052326737733
2014-12-15,1941.331698896413
2014-12-16,1923.1391378476917
2014-12-17,1914.143359697304
2014-12-18,1926.339831571994
2014-12-19,1954.3200628526213
2014-12-22,1963.1780696095118
2014-12-23,1951.9735366493464
2014-12-24,1962.9349141081211
2014-12-25,1959.29849284653
2014-12-26,1967.7672712537747
2014-12-29,1974.0018091946547
2014-12-30,1968.2612511894476
2014-12-31,1969.8493063829835
2015-01-01,1969.87850854629
2015-01-02,1972.8547431222453
2015-01-05,1965.659277762316
2015-01-06,1932.4959747383464
2015-01-07,1929.9621607096003
2015-01-08,1952.9004757916407
2015-01-09,1967.1370547599859
2015-01-12,1969.9145180472208
2015-01-13,1971.4325396634974
2015-01-14,1969.6042505151643
2015-01-15,1989.6582097992887
2015-01-16,1970.1122678024306
2015-01-19,1969.8217267557457
2015-01-20,1985.9352378093372
2015-01-21,2000.220521314865
2015-01-22,2001.3401542891468
2015-01-23,2024.2271957726207
2015-01-26,2019.109312461983
2015-01-27,2043.8878098828097
2015-01-28,2043.579979513278
2015-01-29,2018.7980655819138
2015-01-30,2018.2569647732037
2015-02-02,2014.0181208342583
2015-02-03,2005.9430560948035
2015-02-04,2030.199106988294
2015-02-05,2022.542942131187
2015-02-06,2015.0154393496623
2015-02-09,2014.0266009223333
2015-02-10,2009.9793322449227
2015-02-11,2001.0924907664134
2015-02-12,2025.6334176443843
2015-02-13,2040.5165989531595
2015-02-16,2047.4808039083432
2015-02-17,2045.7089794214369
2015-02-18,2059.931806963551
2015-02-19,2068.7848780794034
2015-02-20,2073.889169924662
2015-02-23,2072.6953614340537
2015-02-24,2076.938523546818
2015-02-25,2087.1515686821035
2015-02-26,2093.7372286505038
2015-02-27,2091.741969190771
2015-03-02,2089.918264191414
2015-03-03,2095.1336775614177
2015-03-04,2082.9602938462294
2015-03-05,2077.7750302280547
2015-03-06,2085.065608967076
2015-03-09,2066.5031599169547
2015-03-10,2051.5731343355505
2015-03-11,2044.5781851396036
2015-03-12,2064.263843068186
2015-03-13,2071.630567502522
2015-03-16,2069.3884300164736
2015-03-17,2084.5171151332565
2015-03-18,2101.3567946707894
2015-03-19,2109.1163222057958
2015-03-20,2115.865483413458
2015-03-23,2133.017863359796
2015-03-24,2130.8636974440606
2015-03-25,2139.426686674593
2015-03-26,2118.377809851606
2015-03-27,2112.849753449028
2015-03-30,2120.2916151798036
2015-03-31,2116.6067714539718
2015-04-01,2114.6087707701595
2015-04-02,2139.84363640114
2015-04-03,2148.0725480091
2015-04-06,2158.213102272864
2015-04-07,2160.846684138317
2015-04-08,2192.7716806431836
2015-04-09,2206.133057717597
2015-04-10,2214.5306243731884
2015-04-13,2226.112465405814
2015-04-14,2232.2512512805856
2015-04-15,2225.6808633584833
2015-04-16,2245.566725297663
2015-04-17,2238.8804729786784
2015-04-20,2217.9604115789125
2015-04-21,2241.6912612863894
2015-04-22,2256.32953400906
2015-04-23,2262.9008123265216
2015-04-24,2269.242001137089
2015-04-27,2275.3131464103517
2015-04-28,2281.6640794793716
2015-04-29,2273.790832958959
2015-04-30,2236.8532706094343
2015-05-01,2228.239906993482
2015-05-04,2232.2224827637638
2015-05-05,2223.7950296712615
2015-05-06,2219.6366634998276
2015-05-07,2192.5161982081368
2015-05-08,2208.911592310572
2015-05-11,2220.8589841698877
2015-05-12,2213.9483627860277
2015-05-13,2226.014978000322
2015-05-14,2220.745553312746
2015-05-15,2238.5143201507053
2015-05-18,2246.916494432343
2015-05-19,2249.6181278099093
2015-05-20,2248.443925448988
2015-05-21,2246.547858438084
2015-05-22,2257.330191322698
2015-05-25,2263.6415874981453
2015-05-26,2251.9774368964777
2015-05-27,2238.1161799269694
2015-05-28,2228.201245426562
2015-05-29,2228.0294082601918
2015-06-01,2230.680641252111
2015-06-02,2220.6146616123206
2015-06-03,2217.598595534458
2015-06-04,2210.054051812
2015-06-05,2192.3298577622622
2015-06-08,2183.3158696295827
2015-06-09,2160.3675292184394
2015-06-10,2172.928994469955
2015-06-11,2179.7799055779083
2015-06-12,2191.410821214009
2015-06-15,2177.2770117554505
2015-06-16,2160.05304009617
2015-06-17,2158.292243125991
2015-06-18,2162.142263001695
2015-06-19,2170.7220333729874
2015-06-22,2190.1660579783766
2015-06-23,2210.141498671359
2015-06-24,2210.379258003078
2015-06-25,2205.159178436394
2015-06-26,2187.3102302945495
2015-06-29,2146.052340744218
2015-06-30,2166.984727339541
2015-07-01,2168.985514823519
2015-07-02,2170.7406393115766
2015-07-03,2166.1962777409312
2015-07-06,2118.722053199558
2015-07-07,2117.4307845127737
2015-07-08,2052.6567978387307
2015-07-09,2074.5394207165955
2015-07-10,2080.5631469094524
2015-07-13,2108.1579696306812
2015-07-14,2118.5849429569857
2015-07-15,2115.703588977961
2015-07-16,2128.30219228954
2015-07-17,2136.9648817555117
2015-07-20,2130.5849017740306
2015-07-21,2143.667608611896
2015-07-22,2124.7004944803934
2015-07-23,2126.976109579918
2015-07-24,2114.385027810246
2015-07-27,2079.621504233625
2015-07-28,2070.078008793766
2015-07-29,2076.846886358948
2015-07-30,2075.5902252258393
2015-07-31,2091.0549664859846
2015-08-03,2079.258502086542
2015-08-04,2083.4106810028525
2015-08-05,2079.2905899541265
2015-08-06,2080.330914154969
2015-08-07,2089.4565462434807
2015-08-10,2097.589605713883
2015-08-11,2079.576387572544
2015-08-12,2050.349822640377
2015-08-13,2054.661352678096
2015-08-14,2054.856627214061
2015-08-17,2047.8654684738017
2015-08-18,2035.6765740451067
2015-08-19,2014.6536748951398
2015-08-20,1989.2362160047373
2015-08-21,1945.3647822406895
2015-08-24,1864.192930580954
2015-08-25,1838.6411726089334
2015-08-26,1873.895585719635
2015-08-27,1903.6470795292535
2015-08-28,1941.7278378574824
2015-08-31,1929.1542516321374
2015-09-01,1886.1461430206741
2015-09-02,1869.598725098118
2015-09-03,1876.5066828193249
2015-09-04,1855.5590901979665
2015-09-07,1845.2231097850204
2015-09-08,1839.7107801598422
2015-09-09,1918.2200792277538
2015-09-10,1893.5412057786841
2015-09-11,1895.9476754015607
2015-09-14,1891.3507333108678
2015-09-15,1884.897910760927
2015-09-16,1906.5176773671203
2015-09-17,1921.7082176638003
2015-09-18,1920.0673731854042
2015-09-21,1902.644248995061
2015-09-22,1904.6691784940078
2015-09-23,1879.3469104024234
2015-09-24,1862.0043571695965
2015-09-25,1866.373470672652
2015-09-28,1866.4332441046254
2015-09-29,1815.7147702032912
2015-09-30,1854.6514497986464
2015-10-01,1881.5120646134405
2015-10-02,1894.4749758773416
2015-10-05,1913.2947208263154
2015-10-06,1927.8683353244046
2015-10-07,1964.3771862869737
2015-10-08,1955.0588730126924
2015-10-09,1982.05435794281
2015-10-12,1997.7382527363927
2015-10-13,1981.8667236418273
2015-10-14,1962.4450924973091
2015-10-15,2000.8079827408715
2015-10-16,2007.7005781295059
2015-10-19,2001.4898954229757
2015-10-20,1997.250830103149
2015-10-21,2011.2544773569075
2015-10-22,1998.7746245635253
2015-10-23,2025.2159793055953
2015-10-26,2034.6741608849136
2015-10-27,2026.7926238496434
2015-10-28,2021.704140541616
2015-10-29,2005.728088449832
2015-10-30,2014.6117824738187
2015-11-02,1992.5826903878456
2015-11-03,1997.8294659736637
2015-11-04,2017.393459665168
2015-11-05,2021.6160981243972
2015-11-06,2007.2321086867391
2015-11-09,2011.238094567043
2015-11-10,1996.9202331249433
2015-11-11,2000.875394382295
2015-11-12,2006.2116363690482
2015-11-13,1988.6244194128926
2015-11-16,1965.2421913958767
2015-11-17,1981.5763606481949
2015-11-18,1975.7132530891056
2015-11-19,2007.0395944899496
2015-11-20,2016.6702439045728
2015-11-23,2012.6971377674597
2015-11-24,2019.015476358961
2015-11-25,2009.8709730906792
2015-11-26,2019.0543532330726
2015-11-27,1998.3596314538888
2015-11-30,1977.2089798031618
2015-12-01,2007.8725929243715
2015-12-02,2002.6556576341775
2015-12-03,2000.6322820381765
2015-12-04,1979.2459008673695
2015-12-07,1983.6623462764694
2015-12-08,1962.2518157803659
2015-12-09,1953.7765696701258
2015-12-10,1947.0421748776446
2015-12-11,1944.408420982526
2015-12-14,1926.8485986205405
2015-12-15,1908.650720566221
2015-12-16,1946.5477531693323
2015-12-17,1962.9118111909538
2015-12-18,1948.7207991488988
2015-12-21,1953.524483827958
2015-12-22,1960.3056094954493
2015-12-23,1966.3468721376173
2015-12-24,1967.2306369951891
2015-12-25,1963.79860391191
2015-12-28,1965.9223284816558
2015-12-29,1974.9745498914265
2015-12-30,1972.7259253754987
2015-12-31,1977.14635086923
2016-01-01,1977.4298098180109
2016-01-04,1929.6082143425037
2016-01-05,1927.1682639823216
2016-01-06,1912.3466119310383
2016-01-07,1868.9458604896759
2016-01-08,1870.2397065045893
2016-01-11,1850.449905126996
2016-01-12,1815.431609976149
2016-01-13,1844.8830291004704
2016-01-14,1816.0453525265082
2016-01-15,1808.5821172942065
2016-01-18,1789.9815784612035
2016-01-19,1803.3146550894883
2016-01-20,1755.4088584993265
2016-01-21,1715.5830777876772
2016-01-22,1775.907230623584
2016-01-25,1796.1110653427688
2016-01-26,1761.5647205251278
2016-01-27,1789.8595219007748
2016-01-28,1786.4439689566918
2016-01-29,1816.1996102691523
2016-02-01,1835.7117268157824
2016-02-02,1824.9143345192217
2016-02-03,1797.702905074241
2016-02-04,1808.1484161462186
2016-02-05,1800.369154582512
2016-02-08,1815.581867178769
2016-02-09,1771.1825310131271
2016-02-10,1747.547770817598
2016-02-11,1744.3505569848792
2016-02-12,1686.663864225152
2016-02-15,1755.292822376101
2016-02-16,1773.8329956560412
2016-02-17,1757.2940454181244
2016-02-18,1794.9048762946566
2016-02-19,1788.954317830727
2016-02-22,1798.9716153393406
2016-02-23,1796.3305459498004
2016-02-24,1792.6981355545868
2016-02-25,1787.8514262024505
2016-02-26,1791.9164549466461
2016-02-29,1786.1463236474785
2016-03-01,1795.994252073028
2016-03-02,1845.9434721526698
2016-03-03,1869.5033859486998
2016-03-04,1882.289294185903
2016-03-07,1878.1607117958622
2016-03-08,1869.234684599631
2016-03-09,1854.2916518871098
2016-03-10,1866.1601066895278
2016-03-11,1881.7385842427711
2016-03-14,1902.2264296673632
2016-03-15,1893.0202115173647
2016-03-16,1880.0659833288155
2016-03-17,1914.7069257776607
2016-03-18,1917.6930841817064
2016-03-21,1919.3596287097619
2016-03-22,1935.678019631975
2016-03-23,1920.7771135591481
2016-03-24,1904.6235139820635
2016-03-25,1911.0059875984514
2016-03-28,1913.4132315566642
2016-03-29,1918.9311494834444
2016-03-30,1933.3508299105108
2016-03-31,1931.2853956185772
2016-04-01,1889.5125075525953
2016-04-04,1902.2369588205102
2016-04-05,1873.8673670705325
2016-04-06,1876.4112517409233
2016-04-07,1897.496798339998
2016-04-08,1905.377949902651
2016-04-11,1910.8186264552776
2016-04-12,1921.9578320159599
2016-04-13,1955.1087139352765
2016-04-14,1984.458850378874
2016-04-15,1983.3304836183152
2016-04-18,1951.9047565827157
2016-04-19,1984.414090163031
2016-04-20,1980.616408719815
2016-04-21,2004.665487465963
2016-04-22,1988.937620647592
2016-04-25,1984.2825446663394
2016-04-26,1976.6707208573291
2016-04-27,1968.7400512260733
2016-04-28,1958.4871067557497
2016-04-29,1965.334608415891
2016-05-02,1937.5567532371736
2016-05-03,1930.6653929178567
2016-05-04,1915.7783160389076
2016-05-05,1910.11486261595
2016-05-06,1907.3921809400645
2016-05-09,1895.5546798830467
2016-05-10,1910.6053711007644
2016-05-11,1912.136078021008
2016-05-12,1910.920927833851
2016-05-13,1885.8050599283624
2016-05-16,1892.390376704857
2016-05-17,1909.6253240815745
2016-05-18,1896.768496309764
2016-05-19,1881.3403839888504
2016-05-20,1885.229584506788
2016-05-23,1896.881247230489
2016-05-24,1880.9334529110222
2016-05-25,1903.8560929411692
2016-05-26,1912.7731110810655
2016-05-27,1926.1897056719615
2016-05-30,1926.7431422803952
2016-05-31,1942.3162301656077
2016-06-01,1941.596618517576
2016-06-02,1932.56780078282
2016-06-03,1955.7359405073944
2016-06-06,1954.8949582823432
2016-06-07,1976.0734839214858
2016-06-08,1991.326483735534
2016-06-09,1981.7158577006794
2016-06-10,1962.4791947786143
2016-06-13,1915.031908474275
2016-06-14,1907.5233908272182
2016-06-15,1916.5129705027605
2016-06-16,1897.4178605157454
2016-06-17,1905.044369064609
2016-06-20,1937.9004026301359
2016-06-21,1952.2071479263298
2016-06-22,1949.0594620169204
2016-06-23,1952.112875784569
2016-06-24,1883.268708734807
2016-06-27,1900.4110785173668
2016-06-28,1899.12507565901
2016-06-29,1932.616382357263
2016-06-30,1947.5186811353929
2016-07-01,1958.9435000287256
2016-07-04,1972.8869657177042
2016-07-05,1968.3576569186203
2016-07-06,1944.9273898290212
2016-07-07,1949.9076949744529
2016-07-08,1935.6542115529544
2016-07-11,1969.786258972268
2016-07-12,1982.7473030617714
2016-07-13,1999.8822508559829
2016-07-14,2005.1806022312114
2016-07-15,2009.7096877818215
2016-07-18,2011.4213601930685
2016-07-19,2015.4535072445074
2016-07-20,2015.1039532240686
2016-07-21,2027.1661694826469
2016-07-22,2018.0745825051965
2016-07-25,2018.1855549987533
2016-07-26,2023.2978276558783
2016-07-27,2027.8318033778028
2016-07-28,2028.423698603512
2016-07-29,2052.1179457883945
2016-08-01,2066.8958283298525
2016-08-02,2060.305652256261
2016-08-03,2022.862527211722
2016-08-04,2037.882704223935
2016-08-05,2041.8400484192491
2016-08-08,2065.0260860760304
2016-08-09,2081.788949141982
2016-08-10,2090.4176652932774
2016-08-11,2091.1341717776154
2016-08-12,2107.1716434819873
2016-08-15,2106.556649238281
2016-08-16,2100.739524068281
2016-08-17,2104.5260489612265
2016-08-18,2098.0995068126786
2016-08-19,2095.114972197453
2016-08-22,2093.1481996180187
2016-08-23,2093.674795596707
2016-08-24,2090.4309496122605
2016-08-25,2091.436811941976
2016-08-26,2081.9358002277813
2016-08-29,2079.211953287478
2016-08-30,2080.1856644371437
2016-08-31,2083.7259750111734
2016-09-01,2089.4965606315805
2016-09-02,2087.7148543080457
2016-09-05,2112.090426525532
2016-09-06,2143.1871049154083
2016-09-07,2149.919399844051
2016-09-08,2150.4010381186567
2016-09-09,2128.0424878363006
2016-09-12,2090.922308448271
2016-09-13,2086.210513122302
2016-09-14,2075.565507184491
2016-09-15,2072.688667352292
2016-09-16,2081.5395716707476
2016-09-19,2099.7150555292646
2016-09-20,2104.0458512478567
2016-09-21,2147.0019284475425
2016-09-22,2158.620007382046
2016-09-23,2153.3843107542302
2016-09-26,2134.3612082861205
2016-09-27,2154.502541809869
2016-09-28,2143.774824262509
2016-09-29,2145.653192882371
2016-09-30,2122.5458926551623
2016-10-03,2134.5839615566115
2016-10-04,2134.4379275660444
2016-10-05,2132.8142834756914
2016-10-06,2136.3909079735417
2016-10-07,2135.859935736132
2016-10-10,2133.426725316365
2016-10-11,2123.0210977996358
2016-10-12,2104.0111360018072
2016-10-13,2095.0369743699403
2016-10-14,2095.7106622616748
2016-10-17,2097.2072935914593
2016-10-18,2115.9182880959
2016-10-19,2125.702274519462
2016-10-20,2129.5864165523562
2016-10-21,2123.593608598646
2016-10-24,2129.294688094884
2016-10-25,2132.6390662101703
2016-10-26,2128.303169975582
2016-10-27,2115.6319007804223
2016-10-28,2115.1093458440373
2016-10-31,2116.9598735629443
2016-11-01,2125.6629221768517
2016-11-02,2104.11568368789
2016-11-03,2101.667323121769
2016-11-04,2084.6637383474526
2016-11-07,2090.117316524829
2016-12-08,2095.0462959122233
2017-04-03,2248.0097243333626
2017-04-04,2242.097804146961
2017-04-05,2243.8442021345663
2017-04-06,2225.1182629074174
2017-04-07,2231.4197387513914
2017-04-10,2230.502834094832
2017-04-11,2235.4396049736056
2017-04-12,2231.916066121111
2017-04-13,2231.5661680821736
2017-04-14,2221.5488284153816
2017-04-17,2232.2715950680085
2017-04-18,2225.9373723717476
2017-04-19,2219.0075465408963
2017-04-20,2224.9104970484022
2017-04-21,2241.4723307346753
2017-04-24,2248.7154742749476
2017-04-25,2267.1290363045323
2017-04-26,2277.051968598415
2017-04-27,2279.5338784621413
