Date,AC ASIA IMI WITH PARTIAL A SHARES
2020-10-07,2882.218154695323
2020-10-08,2900.6909522630244
2020-10-09,2902.013830682142
2020-10-12,2926.8765954152104
2020-10-13,2928.4732707358794
2020-10-14,2925.8317142656297
2020-10-15,2891.9009235644976
2020-10-16,2886.0495699228277
2020-10-19,2904.3243955090306
2020-10-20,2903.487001819674
2020-10-21,2929.2478807124417
2020-10-22,2908.8328422535556
2020-10-23,2913.530316929627
2020-10-26,2901.9886714957665
2020-10-27,2911.2313572586213
2020-10-28,2900.086717149483
2020-10-29,2895.2401775494864
2020-10-30,2845.0690953929866
2020-11-02,2877.829375005962
2020-11-03,2888.8522563502443
2020-11-04,2923.251751675905
2020-11-05,2993.655884561082
2020-11-06,3016.566361616322
2020-11-09,3024.6933782599112
2020-11-10,3023.4123040824757
2020-11-11,3039.6025792825253
2020-11-12,3049.3094267156976
2020-11-13,3051.408281549739
2020-11-16,3091.6432039880415
2020-11-17,3097.319328663831
2020-11-18,3102.5271003691505
2020-11-19,3094.3929393426856
2020-11-20,3112.47529472792
2020-11-23,3122.412815166755
2020-11-24,3151.3888513633833
2020-11-25,3143.2324964134336
2020-11-26,3169.9141863814452
2020-11-27,3183.7701186857735
2020-11-30,3120.3158749920763
2020-12-01,3149.8017539808675
2020-12-02,3157.6229937637877
2020-12-03,3182.0169752488123
2020-12-04,3196.009284568607
2020-12-07,3187.2809064160797
2020-12-08,3185.5027109387147
2020-12-09,3205.6087597301075
2020-12-10,3194.4899760958156
2020-12-11,3209.2119432102418
2020-12-14,3204.245795820544
2020-12-15,3197.7737737654707
2020-12-16,3226.913091235927
2020-12-17,3246.406374857273
2020-12-18,3236.437578897005
2020-12-21,3222.1931892642187
2020-12-22,3180.697705714309
2020-12-23,3200.788568965719
2020-12-24,3201.6958934567774
2020-12-25,3206.3592423581194
2020-12-28,3210.2175553598995
2020-12-29,3260.3163973192236
2020-12-30,3293.9370581192443
2020-12-31,3297.3267102913173
