Date,CHINA ALL SHARES MINIMUM VOLATILITY(CNY)
2009-03-27,1195.7293707273122
2009-03-30,1170.6065411996908
2009-03-31,1185.2081449008374
2009-04-01,1191.8502410527965
2009-04-02,1214.4269965350354
2009-04-03,1210.8011415788517
2009-04-06,1217.3829011329635
2009-04-07,1217.3901152203853
2009-04-08,1188.5785583609481
2009-04-09,1210.2831606906796
2009-04-10,1224.4112354575007
2009-04-13,1235.0690700291934
2009-04-14,1257.5489884224824
2009-04-15,1267.110408523492
2009-04-16,1262.993442001929
2009-04-17,1248.2080140817523
2009-04-20,1269.9141740356945
2009-04-21,1258.7823202602635
2009-04-22,1230.7999257280192
2009-04-23,1244.9786270959637
2009-04-24,1245.3480674523596
2009-04-27,1221.3330756874593
2009-04-28,1216.6373230391052
2009-04-29,1253.0947491250292
2009-04-30,1266.4577777244583
2009-05-01,1266.4658410321647
2009-05-04,1309.7909599313116
2009-05-05,1309.0515638386926
2009-05-06,1320.723614725328
2009-05-07,1321.6449228909755
2009-05-08,1331.625605010901
2009-05-11,1313.2297153914221
2009-05-12,1319.0522361716537
2009-05-13,1318.5871279354992
2009-05-14,1305.2313224716622
2009-05-15,1324.1826884654445
2009-05-18,1336.6826166047479
2009-05-19,1349.2107700618558
2009-05-20,1342.1850658311037
2009-05-21,1323.05156342624
2009-05-22,1318.0784569039993
2009-05-25,1323.8531148354793
2009-05-26,1315.7283355629731
2009-05-27,1351.5228958554399
2009-05-28,1351.5319421814359
2009-05-29,1362.6523498487506
2009-06-01,1408.9135819669386
2009-06-02,1401.3121655062243
2009-06-03,1427.4785430494096
2009-06-04,1423.733898994205
2009-06-05,1435.1282414808838
2009-06-08,1434.0305369876555
2009-06-09,1432.5829667507871
2009-06-10,1465.7760037490334
2009-06-11,1463.0241473592466
2009-06-12,1445.1136098713134
2009-06-15,1458.4448861225624
2009-06-16,1445.8837431207915
2009-06-17,1456.743218589672
2009-06-18,1458.209435017426
2009-06-19,1473.8533775236676
2009-06-22,1485.4756776430033
2009-06-23,1476.4399878342101
2009-06-24,1493.5335857659823
2009-06-25,1502.8036224269365
2009-06-26,1517.4689172776116
2009-06-29,1530.9694871522636
2009-06-30,1518.6315108447518
2009-07-01,1533.6181201589955
2009-07-02,1543.8543003946982
2009-07-03,1549.0952198423504
2009-07-06,1551.4173751663807
2009-07-07,1540.872976227866
2009-07-08,1528.9187831791485
2009-07-09,1548.7267855981477
2009-07-10,1546.625931646243
2009-07-13,1524.5728560729215
2009-07-14,1563.5699336517146
2009-07-15,1579.1041806611254
2009-07-16,1583.3273958496827
2009-07-17,1594.0468469778402
2009-07-20,1626.9789019802697
2009-07-21,1611.2789137466289
2009-07-22,1621.463845641074
2009-07-23,1646.0226421297234
2009-07-24,1655.4585371508765
2009-07-27,1685.6588051387785
2009-07-28,1697.2279524369762
2009-07-29,1635.888262688779
2009-07-30,1654.9452767936039
2009-07-31,1686.0538379935003
2009-08-03,1712.9465045166228
2009-08-04,1701.971637437713
2009-08-05,1686.5768440343675
2009-08-06,1684.7967486957368
2009-08-07,1646.7886735738139
2009-08-10,1657.967991276222
2009-08-11,1666.1802728967139
2009-08-12,1605.7344153170118
2009-08-13,1621.0957795303614
2009-08-14,1593.6456020650814
2009-08-17,1521.021636810729
2009-08-18,1530.856990379315
2009-08-19,1498.6085802792766
2009-08-20,1537.7468173275583
2009-08-21,1551.7929225153634
2009-08-24,1569.9932888591327
2009-08-25,1542.834972761366
2009-08-26,1553.3518492241335
2009-08-27,1551.0448284643778
2009-08-28,1522.0514804116592
2009-08-31,1469.9258433221685
2009-09-01,1480.887712871949
2009-09-02,1480.5155895257496
2009-09-03,1525.291133391035
2009-09-04,1550.2675023732234
2009-09-07,1570.6773513854487
2009-09-08,1592.9311059953407
2009-09-09,1582.1539058748183
2009-09-10,1588.2702348193582
2009-09-11,1610.7210149423424
2009-09-14,1617.632394460364
2009-09-15,1613.3455412704907
2009-09-16,1617.8452376130153
2009-09-17,1641.7329267029502
2009-09-18,1615.2396004301017
2009-09-21,1613.2768545305696
2009-09-22,1604.5810408923778
2009-09-23,1594.1032004667627
2009-09-24,1585.3574085136024
2009-09-25,1583.9001554102872
2009-09-28,1549.3663070619907
2009-09-29,1562.3432190820279
2009-09-30,1567.045545649332
2009-10-01,1567.045545649332
2009-10-02,1555.0934140163993
2009-10-05,1559.0655226254758
2009-10-06,1576.3993341419907
2009-10-07,1586.5504932672109
2009-10-08,1595.4628638027723
2009-10-09,1629.0931940050307
2009-10-12,1622.0409853374379
2009-10-13,1637.8512135555434
2009-10-14,1659.8106371778683
2009-10-15,1662.474587910234
2009-10-16,1656.6763394324307
2009-10-19,1682.4921607213175
2009-10-20,1697.6397871012307
2009-10-21,1692.4982224078599
2009-10-22,1687.8090607119884
2009-10-23,1717.9619870388417
2009-10-26,1714.6713690116674
2009-10-27,1686.3146516430995
2009-10-28,1672.5097607351934
2009-10-29,1638.539765961227
2009-10-30,1659.0403281353117
2009-11-02,1686.478301801701
2009-11-03,1684.4825615253635
2009-11-04,1704.2659180230169
2009-11-05,1707.630211463836
2009-11-06,1719.321438948624
2009-11-09,1730.9364158220342
2009-11-10,1737.7109366013503
2009-11-11,1739.6969637992734
2009-11-12,1743.3212248336981
2009-11-13,1757.8835007153652
2009-11-16,1789.0791398013325
2009-11-17,1792.7585255013414
2009-11-18,1795.0098467749408
2009-11-19,1790.6891337545972
2009-11-20,1777.3059347330116
2009-11-23,1789.4593906248544
2009-11-24,1755.1159915949336
2009-11-25,1780.5153222561828
2009-11-26,1742.7807763332253
2009-11-27,1692.059005409332
2009-11-30,1747.5659974222622
2009-12-01,1772.5530623925679
2009-12-02,1784.182455843869
2009-12-03,1785.0075118720226
2009-12-04,1801.6541311975172
2009-12-07,1801.640287090012
2009-12-08,1784.729340741295
2009-12-09,1760.5406536618004
2009-12-10,1761.9064619628234
2009-12-11,1768.195635385875
2009-12-14,1795.6915991633307
2009-12-15,1784.2925863620358
2009-12-16,1770.5617289857955
2009-12-17,1741.4456991061472
2009-12-18,1714.6321736751795
2009-12-21,1710.6386131902143
2009-12-22,1702.488119767539
2009-12-23,1720.4670704343948
2009-12-24,1744.0707476126813
2009-12-25,1741.19604195297
2009-12-28,1757.730333391301
2009-12-29,1766.908841889894
2009-12-30,1783.915382564058
2009-12-31,1803.361359459552
2010-01-01,1803.3613594595515
2010-01-04,1793.4568889574914
2010-01-05,1817.653067681452
2010-01-06,1812.1764968762316
2010-01-07,1787.4405746375805
2010-01-08,1795.7327575221007
2010-01-11,1794.513751682477
2010-01-12,1811.74011507386
2010-01-13,1769.9034408452872
2010-01-14,1787.5906037359844
2010-01-15,1789.1074470162903
2010-01-18,1788.9001510102278
2010-01-19,1793.0399114496374
2010-01-20,1759.848414280648
2010-01-21,1747.8498498911079
2010-01-22,1743.3531359640044
2010-01-25,1728.1843926929494
2010-01-26,1687.7875657414447
2010-01-27,1667.2122812112332
2010-01-28,1678.5397269822383
2010-01-29,1671.6159907124818
2010-02-01,1664.2110275738182
2010-02-02,1664.7815345639008
2010-02-03,1698.1768965784097
2010-02-04,1682.3392534614704
2010-02-05,1639.8681999461144
2010-02-08,1631.033352567733
2010-02-09,1644.419992492395
2010-02-10,1658.9141493346528
2010-02-11,1669.9424693048063
2010-02-12,1678.560779549468
2010-02-15,1678.445860288799
2010-02-16,1678.571228368295
2010-02-17,1689.5991563353812
2010-02-18,1687.888432386911
2010-02-19,1668.023796050111
2010-02-22,1677.3353926164405
2010-02-23,1678.345120604051
2010-02-24,1686.155832596216
2010-02-25,1691.3929256079598
2010-02-26,1698.7984950964333
2010-03-01,1722.284545923068
2010-03-02,1718.0519393163709
2010-03-03,1729.9078230189723
2010-03-04,1698.6840063945654
2010-03-05,1709.414515307739
2010-03-08,1732.1703115064156
2010-03-09,1738.748012486985
2010-03-10,1738.969397946453
2010-03-11,1741.9984276445182
2010-03-12,1726.7439508293273
2010-03-15,1705.8249426052907
2010-03-16,1711.3383211568348
2010-03-17,1739.2814758135416
2010-03-18,1733.8539314595337
2010-03-19,1739.0625619597613
2010-03-22,1730.8715071333843
2010-03-23,1722.0782755381263
2010-03-24,1722.4545133844533
2010-03-25,1710.4761070111256
2010-03-26,1726.6235546356315
2010-03-29,1754.054776636551
2010-03-30,1757.0300362604319
2010-03-31,1746.7904543173422
2010-04-01,1770.4875239072758
2010-04-02,1770.0287885884663
2010-04-05,1770.1591837117276
2010-04-06,1770.1250000060788
2010-04-07,1784.9903256926941
2010-04-08,1769.3988344999846
2010-04-09,1786.305665002613
2010-04-12,1771.7075631521498
2010-04-13,1777.7775438899482
2010-04-14,1781.3291982694427
2010-04-15,1777.235685999814
2010-04-16,1758.6274303117787
2010-04-19,1702.2895880111641
2010-04-20,1716.0350413884862
2010-04-21,1731.5301871220393
2010-04-22,1717.065990230106
2010-04-23,1715.2006308672915
2010-04-26,1726.4675920879229
2010-04-27,1702.1812663548733
2010-04-28,1689.6324069782027
2010-04-29,1677.5232125663026
2010-04-30,1693.9528612016225
2010-05-03,1686.9042356636055
2010-05-04,1677.157441709143
2010-05-05,1661.2031332253484
2010-05-06,1610.7248198152365
2010-05-07,1589.4832968699102
2010-05-10,1612.6467586608533
2010-05-11,1593.0956172659055
2010-05-12,1600.4580855479082
2010-05-13,1629.3901056382717
2010-05-14,1617.4946595494903
2010-05-17,1564.1068308158003
2010-05-18,1579.2310961033547
2010-05-19,1560.5731166653884
2010-05-20,1538.1493749847834
2010-05-21,1545.0831084783824
2010-05-24,1575.9312552097558
2010-05-25,1528.3215478042111
2010-05-26,1553.8752713795625
2010-05-27,1575.2831028154528
2010-05-28,1592.404179791771
2010-05-31,1584.5493720475597
2010-06-01,1560.2742228651077
2010-06-02,1553.2507202287613
2010-06-03,1564.953571424873
2010-06-04,1567.5002448482446
2010-06-07,1541.3928065868881
2010-06-08,1542.7239899068393
2010-06-09,1568.426713000498
2010-06-10,1561.8041742442692
2010-06-11,1575.5691411131513
2010-06-14,1587.1802644264005
2010-06-15,1591.2527931393613
2010-06-16,1591.3011178098484
2010-06-17,1593.1515337729754
2010-06-18,1589.0319777765897
2010-06-21,1635.8953905140816
2010-06-22,1629.632237966245
2010-06-23,1627.6411333914639
2010-06-24,1624.152991848702
2010-06-25,1616.3482231138448
2010-06-28,1616.388594779596
2010-06-29,1573.1960126134277
2010-06-30,1578.32930296413
2010-07-01,1571.1723073156038
2010-07-02,1560.9824835353127
2010-07-05,1557.9487613357808
2010-07-06,1584.513474875843
2010-07-07,1582.4787558235867
2010-07-08,1590.3244218663535
2010-07-09,1618.6085904968165
2010-07-12,1625.0390879710437
2010-07-13,1615.4880422631659
2010-07-14,1620.6180604286446
2010-07-15,1598.5979589954727
2010-07-16,1598.6900417581737
2010-07-19,1609.1915817707968
2010-07-20,1631.5966486951522
2010-07-21,1645.5736992209493
2010-07-22,1651.7321734828083
2010-07-23,1665.987453809926
2010-07-26,1665.2355955707064
2010-07-27,1670.004707907606
2010-07-28,1689.3399571694583
2010-07-29,1686.1723860684926
2010-07-30,1686.7594090041023
2010-08-02,1714.6829952337114
2010-08-03,1700.2713057249691
2010-08-04,1702.1221738674474
2010-08-05,1698.501983309337
2010-08-06,1708.6290948109233
2010-08-09,1717.194945279272
2010-08-10,1685.9502913153487
2010-08-11,1680.4456094277284
2010-08-12,1664.922759547925
2010-08-13,1675.549690987331
2010-08-16,1690.4323621347967
2010-08-17,1696.2260172977487
2010-08-18,1691.501840949289
2010-08-19,1698.83217290218
2010-08-20,1683.35747670652
2010-08-23,1674.5841901409526
2010-08-24,1678.1943388669479
2010-08-25,1659.8649301896355
2010-08-26,1659.5395360036575
2010-08-27,1663.3983682212593
2010-08-30,1683.088717958317
2010-08-31,1675.3775771523576
2010-09-01,1681.309850887179
2010-09-02,1698.405656073789
2010-09-03,1701.9764195687471
2010-09-06,1726.7203904681135
2010-09-07,1726.036957359768
2010-09-08,1712.2957723861434
2010-09-09,1708.5654161987197
2010-09-10,1718.3103632556238
2010-09-13,1737.6317947587213
2010-09-14,1742.6668668324442
2010-09-15,1733.5165778016292
2010-09-16,1718.4797333964837
2010-09-17,1732.704765579245
2010-09-20,1734.8900934438254
2010-09-21,1745.56291646112
2010-09-22,1748.8650493931016
2010-09-23,1748.7446423317037
2010-09-24,1750.8982459965139
2010-09-27,1771.0641150126914
2010-09-28,1757.6555848577589
2010-09-29,1761.803228047674
2010-09-30,1775.2471590439686
2010-10-01,1775.8325377145613
2010-10-04,1788.5400579615355
2010-10-05,1789.1927612549919
2010-10-06,1795.844918201453
2010-10-07,1794.8709342371226
2010-10-08,1820.957113441671
2010-10-11,1831.7929771929942
2010-10-12,1825.6952400062585
2010-10-13,1848.1023941079754
2010-10-14,1858.538888592637
2010-10-15,1882.156027669129
2010-10-18,1876.8427374482878
2010-10-19,1894.830469783366
2010-10-20,1884.414955756812
2010-10-21,1880.8434195866334
2010-10-22,1870.4003167790004
2010-10-25,1890.906243143986
2010-10-26,1882.6129265141844
2010-10-27,1852.063990408918
2010-10-28,1850.6569454028904
2010-10-29,1849.4085000266675
2010-11-01,1877.7754569326858
2010-11-02,1880.390789325671
2010-11-03,1898.588861827018
2010-11-04,1916.757334478224
2010-11-05,1938.2227773701484
2010-11-08,1946.5948463953564
2010-11-09,1942.2612761365997
2010-11-10,1933.7137078568874
2010-11-11,1948.331029145005
2010-11-12,1884.7818007412404
2010-11-15,1891.6572838682698
2010-11-16,1860.630710289281
2010-11-17,1815.1206661551555
2010-11-18,1838.8227642682468
2010-11-19,1854.4179325096954
2010-11-22,1856.3720027446238
2010-11-23,1826.572668469473
2010-11-24,1836.0392603542796
2010-11-25,1851.8249258958047
2010-11-26,1835.6476740774199
2010-11-29,1840.8708385057218
2010-11-30,1817.1096257527101
2010-12-01,1822.1671004025216
2010-12-02,1837.8251440533245
2010-12-03,1842.1974430779064
2010-12-06,1840.701389662956
2010-12-07,1847.6997695622279
2010-12-08,1829.0332763950782
2010-12-09,1825.1749990447172
2010-12-10,1828.2435758820764
2010-12-13,1851.606848443155
2010-12-14,1855.65351674609
2010-12-15,1835.8066560527252
2010-12-16,1815.6135091349838
2010-12-17,1820.049734795459
2010-12-20,1798.4236291179157
2010-12-21,1819.3034886857001
2010-12-22,1816.1145005071148
2010-12-23,1809.8574973913749
2010-12-24,1808.9142668212112
2010-12-27,1791.3818504584694
2010-12-28,1772.7289002797336
2010-12-29,1787.113130370064
2010-12-30,1794.3215107743163
2010-12-31,1813.9217547185242
2011-01-03,1825.3267902062514
2011-01-04,1843.8869258177
2011-01-05,1839.5499191022675
2011-01-06,1835.3630988306509
2011-01-07,1842.132646177315
2011-01-10,1819.850778182501
2011-01-11,1829.1599824516486
2011-01-12,1838.4897947921042
2011-01-13,1847.180486187441
2011-01-14,1842.841137078703
2011-01-17,1802.1131781692159
2011-01-18,1806.5347726856805
2011-01-19,1831.3771768293775
2011-01-20,1794.1118112587517
2011-01-21,1795.3303978945728
2011-01-24,1788.4699246982095
2011-01-25,1790.8616366023962
2011-01-26,1800.6553012342376
2011-01-27,1815.6529743020626
2011-01-28,1807.784291017209
2011-01-31,1814.2969922510256
2011-02-01,1815.4203290728449
2011-02-02,1829.4876593639667
2011-02-03,1829.6359647304507
2011-02-04,1829.500553743732
2011-02-07,1813.5915965284212
2011-02-08,1813.6603355749264
2011-02-09,1788.3170846660462
2011-02-10,1775.7199453006638
2011-02-11,1782.4821101227806
2011-02-14,1816.1877120910947
2011-02-15,1810.6028230230095
2011-02-16,1816.6212923811397
2011-02-17,1820.9131266085524
2011-02-18,1825.256265534378
2011-02-21,1829.0142941035883
2011-02-22,1783.27698668839
2011-02-23,1778.382977694929
2011-02-24,1763.9410344182002
2011-02-25,1772.3999717759627
2011-02-28,1791.4082761150091
2011-03-01,1812.94211109233
2011-03-02,1807.4886942703354
2011-03-03,1815.175491881059
2011-03-04,1838.223306458245
2011-03-07,1842.3577373158369
2011-03-08,1845.1954932518308
2011-03-09,1851.5910825909023
2011-03-10,1836.1515849442956
2011-03-11,1815.7326661600023
2011-03-14,1823.1403234442998
2011-03-15,1787.7001499661694
2011-03-16,1799.536322792515
2011-03-17,1774.6017816984474
2011-03-18,1778.2648806928394
2011-03-21,1791.0445112114026
2011-03-22,1810.8997155690115
2011-03-23,1822.161572586507
2011-03-24,1828.8541439101887
2011-03-25,1840.819344861372
2011-03-28,1827.1597551282591
2011-03-29,1824.2377987346192
2011-03-30,1837.0910537323982
2011-03-31,1830.1070396655443
2011-04-01,1845.600541214492
2011-04-04,1860.111593414328
2011-04-05,1860.2754537971796
2011-04-06,1874.4345283246166
2011-04-07,1878.7882798259911
2011-04-08,1896.648141889052
2011-04-11,1893.2805177513299
2011-04-12,1880.5836878274088
2011-04-13,1902.1138530604028
2011-04-14,1897.7442209253006
2011-04-15,1902.7614414311345
2011-04-18,1899.5420223519473
2011-04-19,1874.9744758984461
2011-04-20,1893.846774559331
2011-04-21,1906.4802726553519
2011-04-22,1902.4859841957552
2011-04-25,1897.1969901002792
2011-04-26,1889.0794256635968
2011-04-27,1875.9927742676796
2011-04-28,1857.1344057459228
2011-04-29,1856.9560207033524
2011-05-02,1857.2103903762024
2011-05-03,1860.581869309187
2011-05-04,1837.0197665474636
2011-05-05,1837.744969007739
2011-05-06,1843.842508428396
2011-05-09,1849.9896804157418
2011-05-10,1854.5440145841642
2011-05-11,1856.4642520702307
2011-05-12,1833.2018525851236
2011-05-13,1843.6019889434137
2011-05-16,1824.398773163908
2011-05-17,1831.155987443411
2011-05-18,1847.7923758284642
2011-05-19,1847.5058276019565
2011-05-20,1849.388160259654
2011-05-23,1800.2686459615504
2011-05-24,1801.4617195600822
2011-05-25,1791.7702223852011
2011-05-26,1792.3307287490638
2011-05-27,1798.4716234053149
2011-05-30,1805.928260203142
2011-05-31,1830.5030317291698
2011-06-01,1832.2733724207221
2011-06-02,1805.6138550022126
2011-06-03,1807.3266555905077
2011-06-06,1807.1696080010117
2011-06-07,1808.353822462258
2011-06-08,1799.9510878046895
2011-06-09,1778.3043515479399
2011-06-10,1772.6791025409602
2011-06-13,1768.8365115934466
2011-06-14,1775.9748902181684
2011-06-15,1767.06893715688
2011-06-16,1742.3891839608798
2011-06-17,1732.0666365973736
2011-06-20,1723.5160666461245
2011-06-21,1740.7767720507895
2011-06-22,1748.2315472327434
2011-06-23,1751.6481738767675
2011-06-24,1785.4151138723837
2011-06-27,1782.353420433262
2011-06-28,1785.3085938430515
2011-06-29,1779.4675259784772
2011-06-30,1798.4655294590334
2011-07-01,1797.1090472188625
2011-07-04,1831.066222187195
2011-07-05,1826.2384416824968
2011-07-06,1820.6979535818646
2011-07-07,1818.6531835996025
2011-07-08,1823.4496019695769
2011-07-11,1810.118381907333
2011-07-12,1766.0626447596792
2011-07-13,1791.6504634270952
2011-07-14,1794.6520301321373
2011-07-15,1798.3912154729474
2011-07-18,1791.118348245479
2011-07-19,1780.9562022710197
2011-07-20,1786.7500219768667
2011-07-21,1780.4802543244155
2011-07-22,1796.3433040674342
2011-07-25,1760.7150650540966
2011-07-26,1771.211073043651
2011-07-27,1774.5259401315916
2011-07-28,1767.8549117320833
2011-07-29,1765.3315863591085
2011-08-01,1772.0750635130214
2011-08-02,1753.8359016000559
2011-08-03,1740.1643093079313
2011-08-04,1739.444362908294
2011-08-05,1690.2939251917992
2011-08-08,1645.1237534876607
2011-08-09,1611.1879577381087
2011-08-10,1635.8184925617984
2011-08-11,1650.505690064872
2011-08-12,1660.3760046551809
2011-08-15,1693.3510269684318
2011-08-16,1684.7334789062031
2011-08-17,1681.5747440785083
2011-08-18,1662.8333540740116
2011-08-19,1631.9446657053309
2011-08-22,1612.6118443483083
2011-08-23,1639.1643637648733
2011-08-24,1624.5804144768051
2011-08-25,1661.9989099551617
2011-08-26,1656.6036304126828
2011-08-29,1659.7004145881056
2011-08-30,1667.9009825461123
2011-08-31,1684.1562745381461
2011-09-01,1689.7881282771557
2011-09-02,1671.422652489415
2011-09-05,1637.3322050789927
2011-09-06,1636.3128189024812
2011-09-07,1664.6738180732352
2011-09-08,1661.7280311164448
2011-09-09,1659.8841076365256
2011-09-12,1628.232208073565
2011-09-13,1620.233441427696
2011-09-14,1621.7170858890129
2011-09-15,1628.8104057758223
2011-09-16,1638.617570658048
2011-09-19,1608.1557870008003
2011-09-20,1611.4458973282342
2011-09-21,1626.0955165628354
2011-09-22,1560.9484603276594
2011-09-23,1541.3351644559903
2011-09-26,1504.2149242510566
2011-09-27,1543.5373656570096
2011-09-28,1548.153999528763
2011-09-29,1544.8623359986182
2011-09-30,1534.0849202836655
2011-10-03,1494.2382478856111
2011-10-04,1473.0316222412466
2011-10-05,1473.276546854622
2011-10-06,1508.6241920139591
2011-10-07,1524.9473436298729
2011-10-10,1519.1647458945147
2011-10-11,1540.0747302169764
2011-10-12,1568.5820170840848
2011-10-13,1589.9297407913107
2011-10-14,1577.2917759495558
2011-10-17,1600.2833587626333
2011-10-18,1554.0239433987983
2011-10-19,1564.8711338195953
2011-10-20,1538.9681699287266
2011-10-21,1544.9687245997065
2011-10-24,1589.4034606908945
2011-10-25,1615.9805890269015
2011-10-26,1628.08940395301
2011-10-27,1654.7760996502554
2011-10-28,1671.1216424236356
2011-10-31,1658.1171037175452
2011-11-01,1642.8406580800963
2011-11-02,1666.1150730112483
2011-11-03,1651.0095661773971
2011-11-04,1678.7487333700622
2011-11-07,1671.17348276387
2011-11-08,1670.8762788951171
2011-11-09,1685.9968857494619
2011-11-10,1637.9779341812093
2011-11-11,1650.5215441649823
2011-11-14,1682.400015096156
2011-11-15,1677.1571373999186
2011-11-16,1644.304944390421
2011-11-17,1642.5404258515798
2011-11-18,1613.0635280483925
2011-11-21,1604.749366128322
2011-11-22,1609.1623623631942
2011-11-23,1592.322732734702
2011-11-24,1595.102753402808
2011-11-25,1581.816739969697
2011-11-28,1595.0866800280905
2011-11-29,1613.7588991380514
2011-11-30,1586.1177690500524
2011-12-01,1631.6762627772848
2011-12-02,1627.0848414893621
2011-12-05,1621.7054532410634
2011-12-06,1607.290673161492
2011-12-07,1619.845722348664
2011-12-08,1619.5526253661735
2011-12-09,1599.0107837799671
2011-12-12,1592.681065835077
2011-12-13,1576.5672749910657
2011-12-14,1570.6051365451399
2011-12-15,1545.5068915763004
2011-12-16,1573.2918929389825
2011-12-19,1567.327055521432
2011-12-20,1563.8124901633944
2011-12-21,1572.1021133482202
2011-12-22,1576.6733902372123
2011-12-23,1590.99865075385
2011-12-26,1580.7112972983236
2011-12-27,1572.2109260177438
2011-12-28,1568.7223103982226
2011-12-29,1569.3578423571464
2011-12-30,1581.6060816249944
2012-01-02,1581.6060816249942
2012-01-03,1599.1293469814575
2012-01-04,1577.0792794319216
2012-01-05,1578.173960608545
2012-01-06,1573.2533791074557
2012-01-09,1597.3430134702146
2012-01-10,1620.7996572284328
2012-01-11,1617.3473162497644
2012-01-12,1613.293420511218
2012-01-13,1608.4183858348372
2012-01-16,1581.5283792373043
2012-01-17,1629.460914551999
2012-01-18,1612.4436935143774
2012-01-19,1631.610512456431
2012-01-20,1641.0452183562882
2012-01-23,1641.1571107945847
2012-01-24,1641.1927195864184
2012-01-25,1640.974030589041
2012-01-26,1648.569317658757
2012-01-27,1652.82983624887
2012-01-30,1624.682336319821
2012-01-31,1641.5706810784402
2012-02-01,1631.514969772208
2012-02-02,1665.413079392548
2012-02-03,1672.6489860170823
2012-02-06,1667.8575100076375
2012-02-07,1656.8936937698916
2012-02-08,1688.6085655656116
2012-02-09,1690.0844438345564
2012-02-10,1681.2480306807322
2012-02-13,1679.5139415334113
2012-02-14,1671.932010396275
2012-02-15,1691.523091121917
2012-02-16,1685.944375512898
2012-02-17,1693.0746442733844
2012-02-20,1686.943805936859
2012-02-21,1694.0798307547059
2012-02-22,1708.5933157844136
2012-02-23,1705.066696739924
2012-02-24,1719.0953538034685
2012-02-27,1713.5673769954997
2012-02-28,1727.3669798298806
2012-02-29,1729.7212276583036
2012-03-01,1715.9404718699334
2012-03-02,1736.873757555755
2012-03-05,1714.7804438038886
2012-03-06,1690.957468012068
2012-03-07,1681.3522657734854
2012-03-08,1700.3508378353165
2012-03-09,1714.5642822067555
2012-03-12,1708.237318358379
2012-03-13,1722.5289397275926
2012-03-14,1703.9582742053433
2012-03-15,1698.4938054628358
2012-03-16,1711.180245941803
2012-03-19,1698.8083325857692
2012-03-20,1678.3324253853834
2012-03-21,1669.7839343470164
2012-03-22,1675.261879060052
2012-03-23,1660.6238192482697
2012-03-26,1660.7516497109482
2012-03-27,1668.625222287492
2012-03-28,1644.6584586128865
2012-03-29,1629.1448169236792
2012-03-30,1645.1418072391257
2012-04-02,1644.5567477789884
2012-04-03,1652.9442335634383
2012-04-04,1652.865314818806
2012-04-05,1657.2754904675303
2012-04-06,1656.868912080692
2012-04-09,1647.5063730585994
2012-04-10,1643.8739281135126
2012-04-11,1637.0292411636228
2012-04-12,1658.0680028620573
