Date,GOLDEN DRAGON WITH PARTIAL A SHARES
2010-05-31,1751.1096198126413
2010-06-01,1718.2392544748452
2010-06-02,1705.1416281614224
2010-06-03,1740.5375854551723
2010-06-04,1737.7033600773048
2010-06-07,1694.5160731561014
2010-06-08,1696.9309332387033
2010-06-09,1699.031371201124
2010-06-10,1707.6576988560885
2010-06-11,1734.557363458551
2010-06-14,1756.9736923891294
2010-06-15,1762.4036024884103
2010-06-16,1762.474621199912
2010-06-17,1776.297121942656
2010-06-18,1784.1168478644302
2010-06-21,1846.2974949554477
2010-06-22,1834.436345723817
2010-06-23,1827.5196429987777
2010-06-24,1820.4985772741136
2010-06-25,1806.9437840418104
2010-06-28,1807.3869631273553
2010-06-29,1771.0545228695746
2010-06-30,1762.1060670340053
2010-07-01,1752.6964544103707
2010-07-02,1740.995526261384
2010-07-05,1746.1628374533357
2010-07-06,1777.0849009470555
2010-07-07,1765.4909993702202
2010-07-08,1784.5083003182713
2010-07-09,1813.3613776781453
2010-07-12,1818.7674536918119
2010-07-13,1810.2719436736193
2010-07-14,1827.3895095935625
2010-07-15,1807.9879884105787
2010-07-16,1802.22139657936
2010-07-19,1794.4083905049038
2010-07-20,1815.655046143973
2010-07-21,1828.6824864940575
2010-07-22,1831.1113775497854
2010-07-23,1856.5849701592176
2010-07-26,1857.5228697315197
2010-07-27,1863.202488575978
2010-07-28,1870.7966388039588
2010-07-29,1874.8373424017427
2010-07-30,1869.8986777904342
2010-08-02,1910.8134663169126
2010-08-03,1914.3019989772422
2010-08-04,1917.8147285535374
2010-08-05,1913.9713456888383
2010-08-06,1921.6540762823486
2010-08-09,1936.6703673254488
2010-08-10,1908.4787143104938
2010-08-11,1890.3635186881786
2010-08-12,1873.5612333250772
2010-08-13,1880.8288511994615
2010-08-16,1886.0887570387204
2010-08-17,1886.8176783896345
2010-08-18,1884.193155871795
2010-08-19,1890.6440171045447
2010-08-20,1884.1386887891194
2010-08-23,1878.9573321500213
2010-08-24,1864.56326668048
2010-08-25,1846.6838281439937
2010-08-26,1842.54790678886
2010-08-27,1844.0192766503365
2010-08-30,1856.0259552476625
2010-08-31,1839.969608728751
2010-09-01,1850.6643780764646
2010-09-02,1872.119879807359
2010-09-03,1889.73483705545
2010-09-06,1918.6667127337678
2010-09-07,1918.7841273926042
2010-09-08,1898.5499701629738
2010-09-09,1906.6130856084435
2010-09-10,1915.2624503218096
2010-09-13,1957.4798610683604
2010-09-14,1964.2360016352245
2010-09-15,1965.8484549752834
2010-09-16,1957.2713139845798
2010-09-17,1980.8233612465456
2010-09-20,1985.8824509574742
2010-09-21,1991.209200377712
2010-09-22,1995.568101175071
2010-09-23,1997.7137835652045
2010-09-24,2000.6877078175287
2010-09-27,2019.9379667242913
2010-09-28,2006.2596040994536
2010-09-29,2031.981159792786
2010-09-30,2032.7319497174158
2010-10-01,2036.1126014610632
2010-10-04,2057.4751240114347
2010-10-05,2051.258083774646
2010-10-06,2074.62524300658
2010-10-07,2077.400668270738
2010-10-08,2073.712507974354
2010-10-11,2088.685295796457
2010-10-12,2075.314073598225
2010-10-13,2102.6939591048176
2010-10-14,2134.402153428085
2010-10-15,2131.8873490388924
2010-10-18,2100.7955129766824
2010-10-19,2116.4707503046093
2010-10-20,2105.267281439415
2010-10-21,2115.788261864636
2010-10-22,2111.579308934702
2010-10-25,2137.6661560071584
2010-10-26,2136.060376079972
2010-10-27,2098.7774964276064
2010-10-28,2107.932506072652
2010-10-29,2100.7310200025413
2010-11-01,2147.7816229438376
2010-11-02,2147.6457393474248
2010-11-03,2174.2631855559503
2010-11-04,2198.944212854776
2010-11-05,2225.5249603944508
2010-11-08,2233.720609407411
2010-11-09,2219.314641594017
2010-11-10,2205.889158679379
2010-11-11,2216.096084579699
2010-11-12,2169.4103328765555
2010-11-15,2150.0809964701702
2010-11-16,2134.544283737725
2010-11-17,2091.329759873489
2010-11-18,2124.7593497260077
2010-11-19,2128.7923840916496
2010-11-22,2134.1524574349746
2010-11-23,2088.885870981455
2010-11-24,2092.3881340765074
2010-11-25,2104.639613393273
2010-11-26,2087.689364086988
2010-11-29,2105.732981797628
2010-11-30,2094.4030836961874
2010-12-01,2122.5553777346768
2010-12-02,2144.8533460149893
2010-12-03,2144.1102388768745
2010-12-06,2145.3265417502967
2010-12-07,2156.1559119004305
2010-12-08,2136.1257836210607
2010-12-09,2141.910049367721
2010-12-10,2134.6841137752217
2010-12-13,2144.7606777555284
2010-12-14,2156.2896658670875
2010-12-15,2132.9496190015375
2010-12-16,2112.9192851958296
2010-12-17,2121.306282868872
2010-12-20,2108.172976127065
2010-12-21,2133.772061893542
2010-12-22,2138.6232654118407
2010-12-23,2132.6225965357658
2010-12-24,2127.7651450658627
2010-12-27,2132.805867943032
2010-12-28,2116.7259816899405
2010-12-29,2139.9865329634004
2010-12-30,2154.134505490831
2010-12-31,2163.90998019509
2011-01-03,2197.447056610219
2011-01-04,2212.906361985641
2011-01-05,2201.7109291393335
2011-01-06,2204.4255847151835
2011-01-07,2191.038588053622
2011-01-10,2185.135365105787
2011-01-11,2206.9029662677144
2011-01-12,2227.7138062641015
2011-01-13,2233.8635659664815
2011-01-14,2233.0282464934953
2011-01-17,2215.187365022466
2011-01-18,2220.511218087333
2011-01-19,2246.016386665545
2011-01-20,2210.9558395775966
2011-01-21,2192.636175174389
2011-01-24,2184.3067170303407
2011-01-25,2189.0674115844236
2011-01-26,2200.1208262316372
2011-01-27,2203.898782532925
2011-01-28,2196.7417547228347
2011-01-31,2187.216859754146
2011-02-01,2187.08894804027
2011-02-02,2211.909489942277
2011-02-03,2212.1310871895885
2011-02-04,2211.928756669636
2011-02-07,2187.1563825431067
2011-02-08,2177.0564672064484
2011-02-09,2142.2376877674883
2011-02-10,2092.052338390207
2011-02-11,2079.2172442492365
2011-02-14,2110.5642786381413
2011-02-15,2100.8713342550404
2011-02-16,2111.9488881857114
2011-02-17,2116.131270514443
2011-02-18,2144.1655220863386
2011-02-21,2137.7970407099897
2011-02-22,2089.0469065646844
2011-02-23,2066.4031394000303
2011-02-24,2041.9115015619961
2011-02-25,2072.260185983554
2011-02-28,2093.812414534558
2011-03-01,2127.728647267098
2011-03-02,2102.4312276119754
2011-03-03,2122.990384301671
2011-03-04,2153.0464297169715
2011-03-07,2141.370605958151
2011-03-08,2161.794566765418
2011-03-09,2169.493604918137
2011-03-10,2145.2656369485617
2011-03-11,2112.5970048643644
2011-03-14,2118.3321519745155
2011-03-15,2056.3453486896974
2011-03-16,2070.1094004717042
2011-03-17,2035.72590969626
2011-03-18,2046.5857410502806
2011-03-21,2079.4465395218936
2011-03-22,2097.502754880342
2011-03-23,2099.0700837386003
2011-03-24,2108.899992669317
2011-03-25,2127.262524561885
2011-03-28,2114.204182107452
2011-03-29,2120.1834295194653
2011-03-30,2148.5257127297323
2011-03-31,2162.0986577496287
2011-04-01,2183.634757585862
2011-04-04,2209.005720900326
2011-04-05,2209.2526261719536
2011-04-06,2237.4486525068974
2011-04-07,2240.3400184480224
2011-04-08,2246.498876065347
2011-04-11,2241.237928984278
2011-04-12,2203.748324632408
2011-04-13,2222.826484289965
2011-04-14,2221.197170457563
2011-04-15,2217.3686273818203
2011-04-18,2208.578908372191
2011-04-19,2183.842337701262
2011-04-20,2223.7853456996386
2011-04-21,2255.536470766786
2011-04-22,2256.480463224172
2011-04-25,2252.46004380878
2011-04-26,2242.00619811178
2011-04-27,2243.2321810403514
2011-04-28,2239.1265609293473
2011-04-29,2233.5531078405265
2011-05-02,2233.935063342196
2011-05-03,2224.5273265521655
2011-05-04,2200.5673806825794
2011-05-05,2202.2748817576553
2011-05-06,2197.8779101653527
2011-05-09,2217.033912316304
2011-05-10,2215.654881522531
2011-05-11,2222.4558582746477
2011-05-12,2202.252569116287
2011-05-13,2212.568022098206
2011-05-16,2180.5789308934354
2011-05-17,2177.5670415266595
2011-05-18,2194.8687703034707
2011-05-19,2200.47310198557
2011-05-20,2198.0125577358367
2011-05-23,2152.7046312812327
2011-05-24,2160.3539014436174
2011-05-25,2153.8727122853797
2011-05-26,2165.62564005305
2011-05-27,2183.667604097669
2011-05-30,2192.0482191533233
2011-05-31,2236.771278908844
2011-06-01,2244.179237433106
2011-06-02,2214.31930769409
2011-06-03,2202.466715847177
2011-06-06,2202.2269971052865
2011-06-07,2197.175744866552
2011-06-08,2179.7085888706756
2011-06-09,2169.003860057228
2011-06-10,2140.422133562654
2011-06-13,2131.9770330836996
2011-06-14,2143.812577404788
2011-06-15,2136.223123157866
2011-06-16,2095.417714604834
2011-06-17,2076.2943126293812
2011-06-20,2064.466267647495
2011-06-21,2089.1347963520325
2011-06-22,2097.4432008860854
2011-06-23,2087.5837828771514
2011-06-24,2114.9647057803795
2011-06-27,2106.8889033607984
2011-06-28,2106.502025570362
2011-06-29,2118.1883858226283
2011-06-30,2150.1683067895074
2011-07-01,2156.1008424126776
2011-07-04,2191.493539592628
2011-07-05,2189.828836388015
2011-07-06,2180.099865550299
2011-07-07,2175.83227188056
2011-07-08,2188.7268291870605
2011-07-11,2156.203312174571
2011-07-12,2093.0419224577627
2011-07-13,2118.1850226870324
2011-07-14,2122.9108532582513
2011-07-15,2120.7912055390884
2011-07-18,2109.216218856461
2011-07-19,2111.119080517246
2011-07-20,2138.4330776876523
2011-07-21,2136.953382942996
2011-07-22,2170.486564280487
2011-07-25,2150.5477495002656
2011-07-26,2179.8177464124133
2011-07-27,2182.7094098594193
2011-07-28,2176.62814461758
2011-07-29,2154.607073779537
2011-08-01,2178.8742614518346
2011-08-02,2149.482533554091
2011-08-03,2109.5436281258926
2011-08-04,2090.379692761988
2011-08-05,1992.247896702724
2011-08-08,1938.8991122253215
2011-08-09,1867.054600203698
2011-08-10,1913.3994208335614
2011-08-11,1906.484090866597
2011-08-12,1900.650804729163
2011-08-15,1958.036512370204
2011-08-16,1956.490081026478
2011-08-17,1955.8990209080591
2011-08-18,1924.9188027994753
2011-08-19,1859.1239530817584
2011-08-22,1848.170823750607
2011-08-23,1895.5635685908194
2011-08-24,1869.4849447285412
2011-08-25,1884.2939505467398
2011-08-26,1875.9692281088633
2011-08-29,1906.1723681997075
2011-08-30,1935.7023255704592
2011-08-31,1970.9087799871622
2011-09-01,1980.1373168596947
2011-09-02,1951.9548468992768
2011-09-05,1894.4441096337202
2011-09-06,1882.4482163032908
2011-09-07,1919.8980109218116
2011-09-08,1915.4158049767748
2011-09-09,1914.1914530744784
2011-09-12,1858.4465196218177
2011-09-13,1835.1499069902593
2011-09-14,1814.037150852454
2011-09-15,1834.28486622734
2011-09-16,1864.4113498207905
2011-09-19,1815.6586334931435
2011-09-20,1815.7374454091312
2011-09-21,1809.5768140930604
2011-09-22,1713.6229155227402
2011-09-23,1679.8934225192738
2011-09-26,1633.6562544086287
2011-09-27,1704.8513487248968
2011-09-28,1709.019311330044
2011-09-29,1710.7963512604197
2011-09-30,1679.8018072570383
2011-10-03,1602.1873962993518
2011-10-04,1564.810722143297
2011-10-05,1562.0448467112114
2011-10-06,1636.7976116070577
2011-10-07,1684.6003280834473
2011-10-10,1682.325333035212
2011-10-11,1733.590291364634
2011-10-12,1752.6647045839522
2011-10-13,1793.0770169685156
2011-10-14,1765.4148550233367
2011-10-17,1806.2066012411374
2011-10-18,1735.387248951158
2011-10-19,1748.2828008942422
2011-10-20,1711.1739220382653
2011-10-21,1715.6126858407758
2011-10-24,1786.942331266877
2011-10-25,1804.4961221273115
2011-10-26,1819.785958136395
2011-10-27,1873.2270257184507
2011-10-28,1896.7896823316173
2011-10-31,1878.7326780196581
2011-11-01,1846.6845089409253
2011-11-02,1871.2952681197635
2011-11-03,1833.8337250354066
2011-11-04,1886.778508004496
2011-11-07,1878.0459492548994
2011-11-08,1872.5633977728978
2011-11-09,1891.0527543770345
2011-11-10,1807.1361293930215
2011-11-11,1824.597857984811
2011-11-14,1863.1755409607051
2011-11-15,1852.260001523201
2011-11-16,1817.7040402626901
2011-11-17,1809.669307257721
2011-11-18,1771.520329855219
2011-11-21,1736.7620430175064
2011-11-22,1738.2063036964778
2011-11-23,1696.842308206044
2011-11-24,1705.4172845730127
2011-11-25,1682.8090911731376
2011-11-28,1716.5110722756267
2011-11-29,1738.6950771609768
2011-11-30,1720.331431802535
2011-12-01,1814.8127282480991
2011-12-02,1809.75846894919
2011-12-05,1811.618125928956
2011-12-06,1782.5666514074571
2011-12-07,1809.8745852959169
2011-12-08,1798.6660028538492
2011-12-09,1756.1813214972133
2011-12-12,1759.6160949111859
2011-12-13,1746.7741020199874
2011-12-14,1741.5252633825646
2011-12-15,1702.9656392987044
2011-12-16,1725.210581513403
2011-12-19,1700.9703495480169
2011-12-20,1703.061125355852
2011-12-21,1750.3177284321573
2011-12-22,1749.4261444264587
2011-12-23,1779.0156383543315
2011-12-26,1776.9136059017549
2011-12-27,1775.9507625788906
2011-12-28,1763.762740725111
2011-12-29,1760.0234796410125
2011-12-30,1762.5159368564182
2012-01-02,1753.8664882520409
2012-01-03,1788.0447966701163
2012-01-04,1781.3066580850705
2012-01-05,1787.3515210533621
2012-01-06,1772.014385045198
2012-01-09,1789.9696064697712
2012-01-10,1813.9738641071253
2012-01-11,1825.399472292641
2012-01-12,1825.7849275020865
2012-01-13,1832.6753898175527
2012-01-16,1808.1768048133135
2012-01-17,1861.00287334547
2012-01-18,1864.210258421249
2012-01-19,1887.8133075708804
2012-01-20,1891.7963678152203
2012-01-23,1891.9853735265324
2012-01-24,1892.045522944419
2012-01-25,1891.6761193445438
2012-01-26,1918.605410897997
2012-01-27,1921.4071486232185
2012-01-30,1910.6414570308377
2012-01-31,1936.3429841106847
2012-02-01,1931.9161556947834
2012-02-02,1969.4092407785026
2012-02-03,1974.379699714869
2012-02-06,1968.8641077850862
2012-02-07,1967.3820935182057
2012-02-08,2007.2245575598647
2012-02-09,2015.4782387457929
2012-02-10,1989.872644868823
2012-02-13,1995.8032626779993
2012-02-14,1994.257611376249
2012-02-15,2036.0888253421358
2012-02-16,2017.7797385911567
2012-02-17,2034.5596668247463
2012-02-20,2035.123509967852
2012-02-21,2032.5754698985259
2012-02-22,2049.3684171939512
2012-02-23,2031.6172240301983
2012-02-24,2038.2677020716221
2012-02-27,2026.7704801529308
2012-02-28,2052.008238159756
2012-02-29,2075.945637625754
2012-03-01,2048.772318601169
2012-03-02,2062.9315202218463
2012-03-05,2030.1467782453456
2012-03-06,1990.7662924123456
2012-03-07,1978.024356048516
2012-03-08,2008.238591278866
2012-03-09,2021.529429402441
2012-03-12,2016.1839551171854
2012-03-13,2039.748902415859
2012-03-14,2042.7577799379062
2012-03-15,2038.7568683875043
2012-03-16,2031.7508360248776
2012-03-19,2015.3175995769768
2012-03-20,1991.7587131245277
2012-03-21,1985.4130377868562
2012-03-22,1993.7762985107363
2012-03-23,1980.892405463706
2012-03-26,1969.973886800807
2012-03-27,2003.437655352943
2012-03-28,1993.0029196164055
2012-03-29,1966.120342062524
2012-03-30,1971.8327240032381
2012-04-02,1966.177641053147
2012-04-03,1981.0015881473848
2012-04-04,1980.868764059426
2012-04-05,1963.1064555521668
2012-04-06,1967.0485060633346
2012-04-09,1957.8597099945664
2012-04-10,1943.295814748906
2012-04-11,1932.4375999448832
2012-04-12,1948.3111936512103
2012-04-13,1982.6516665088434
2012-04-16,1973.7413080230679
2012-04-17,1956.1460728623224
2012-04-18,1972.3664428826708
