Date,EM ASIA WITH PARTIAL A SHARES
2020-10-19,4087.6826096378636
2020-10-20,4108.834355163043
2020-10-21,4122.7016025060675
2020-10-22,4112.327582890264
2020-10-23,4114.907938334592
2020-10-26,4101.90221961588
2020-10-27,4123.644615302074
2020-10-28,4099.959470325999
2020-10-29,4104.758798132452
2020-10-30,4033.8296052072224
2020-11-02,4077.6141498317597
2020-11-03,4081.634181157562
2020-11-04,4132.1716872726665
2020-11-05,4236.778535840735
2020-11-06,4273.582074379502
2020-11-09,4304.468978592071
2020-11-10,4244.271232531682
2020-11-11,4243.963294917046
2020-11-12,4264.514208216369
2020-11-13,4296.48423251427
2020-11-16,4339.4855912588455
2020-11-17,4327.452545150924
2020-11-18,4348.751401678286
2020-11-19,4324.601391595957
2020-11-20,4364.839206475694
2020-11-23,4415.0944234960425
2020-11-24,4423.709289936575
2020-11-25,4383.874840901064
2020-11-26,4430.444969630164
2020-11-27,4437.821767654395
2020-11-30,4338.387886223577
2020-12-01,4393.617391569793
2020-12-02,4406.658357575781
2020-12-03,4442.660972194502
2020-12-04,4488.780267608964
2020-12-07,4492.9935092730575
2020-12-08,4495.905652831864
2020-12-09,4509.636041785444
2020-12-10,4492.137935694572
2020-12-11,4507.480196061973
2020-12-14,4476.387382585979
2020-12-15,4466.816402091991
2020-12-16,4520.276911633104
2020-12-17,4543.789043515117
2020-12-18,4529.23380750877
2020-12-21,4506.480958626122
2020-12-22,4464.840431927527
2020-12-23,4499.022386533287
2020-12-24,4477.5201626446915
2020-12-25,4483.0063284825565
2020-12-28,4470.164941779664
2020-12-29,4533.077066367633
2020-12-30,4630.193359864459
2020-12-31,4642.433736802603
