Date,EM ASIA WITH PARTIAL A SHARES
2013-02-28,2479.167343993109
2013-03-28,2412.8627236207217
2013-03-29,2420.1049817323533
2013-04-29,2426.321622969133
2013-04-30,2455.5773955784334
2013-05-30,2453.113951916233
2013-05-31,2437.1779206177835
2013-06-27,2231.042733954095
2013-06-28,2291.278775483059
2013-07-30,2338.667160970926
2013-07-31,2321.3555229041335
2013-08-29,2268.758100972051
2013-08-30,2295.9991674221064
2013-09-27,2450.455299218781
2013-09-30,2415.587996099189
2013-10-30,2545.1839037353166
2013-10-31,2530.4927600096644
2013-11-28,2521.813943472369
2013-11-29,2536.5950039000604
2013-12-30,2498.4851270386152
2013-12-31,2504.6340582428516
2014-01-01,2504.512823117287
2014-01-02,2478.945752698595
2014-01-03,2441.343155894751
2014-01-06,2423.5004191313656
2014-01-07,2417.1897107417217
2014-01-08,2433.951061884376
2014-01-09,2417.2564795240746
2014-01-10,2420.468749304765
2014-01-13,2445.5349087403642
2014-01-14,2440.0121831489755
2014-01-15,2446.6159101243306
2014-01-16,2448.693386447802
2014-01-17,2444.3426871871343
2014-01-20,2438.236839799288
2014-01-21,2443.8643978351593
2014-01-22,2456.414291370526
2014-01-23,2432.3858294972033
2014-01-24,2409.7694024119505
2014-01-27,2352.2150833897485
2014-01-28,2360.769500519721
2014-01-29,2390.8425716362863
2014-01-30,2383.8144207378236
2014-01-31,2385.5853687741633
2014-02-03,2367.973304572696
2014-02-04,2327.1136698024106
2014-02-05,2320.495694410822
2014-02-06,2337.2334796203263
2014-02-07,2364.229697789323
2014-02-10,2364.89256383204
2014-02-11,2386.9681066312282
2014-02-12,2412.668223907467
2014-02-13,2395.7972520888293
2014-02-14,2416.49303950805
2014-02-17,2439.976419278075
2014-02-18,2434.053278103
2014-02-19,2437.6531606113813
2014-02-20,2411.8389910570913
2014-02-21,2434.1351302125
2014-02-24,2417.2443175392214
2014-02-25,2419.738044019807
2014-02-26,2435.771893663921
2014-02-27,2454.0075365409657
2014-02-28,2461.3266384871044
2014-03-03,2439.5382481953043
2014-03-04,2436.814226331516
2014-03-05,2448.6814315439537
2014-03-06,2472.414259316911
2014-03-07,2479.822583703564
2014-03-10,2448.109383039664
2014-03-11,2454.6210323723644
2014-03-12,2422.5125411256518
2014-03-13,2424.716050007146
2014-03-14,2407.5047935288726
2014-03-17,2412.414066792439
2014-03-18,2422.8200938737878
2014-03-19,2416.291425962605
2014-03-20,2377.5969356806118
2014-03-21,2391.8281219797846
2014-03-24,2421.6476063536834
2014-03-25,2416.7055139713666
2014-03-26,2441.9097782199174
2014-03-27,2449.7867272831522
2014-03-28,2474.8220977045185
2014-03-31,2492.9751075977974
2014-04-01,2514.4065791017106
2014-04-02,2523.321763485055
2014-04-03,2519.1047468855095
2014-04-04,2512.9995023801243
2014-04-07,2518.3531543482504
2014-04-08,2534.760648716846
2014-04-09,2557.7754527042666
2014-04-10,2573.315107717049
2014-04-11,2554.1946594884266
2014-04-14,2547.571761507884
2014-04-15,2532.926170435241
2014-04-16,2531.9097388255836
2014-04-17,2540.4908366263576
2014-04-18,2547.7315921430823
2014-04-21,2544.930432061273
2014-04-22,2542.0917188764056
2014-04-23,2532.088674747461
2014-04-24,2534.3927895338925
2014-04-25,2503.8901792208007
2014-04-28,2498.8863578638875
2014-04-29,2512.212752274834
2014-04-30,2495.901366688085
2014-05-01,2495.882358364141
2014-05-02,2507.643103556389
2014-05-05,2502.9954331351228
2014-05-06,2505.234487536193
2014-05-07,2489.4768054680812
2014-05-08,2498.9032995142697
2014-05-09,2502.9424848770086
2014-05-12,2521.1113430317387
2014-05-13,2540.5176766898753
2014-05-14,2569.351043805937
2014-05-15,2576.877448589981
2014-05-16,2581.9970815816246
2014-05-19,2592.2803363563467
2014-05-20,2583.2519741089754
2014-05-21,2583.543564667551
2014-05-22,2608.2190720427525
2014-05-23,2613.139467004681
2014-05-26,2607.7014216014463
2014-05-27,2599.3620534115216
2014-05-28,2620.301156067078
2014-05-29,2610.433559297251
2014-05-30,2597.5591583092005
2014-06-02,2603.6628679997984
2014-06-03,2628.18831107952
2014-06-04,2616.300100119024
2014-06-05,2622.748636984421
2014-06-06,2625.884493903649
2014-06-09,2635.7830224198224
2014-06-10,2661.584338720963
2014-06-11,2659.701899909437
2014-06-12,2653.382822900012
2014-06-13,2641.988339969124
2014-06-16,2640.1291078435283
2014-06-17,2644.4067082218126
2014-06-18,2632.8207338039215
2014-06-19,2637.956006334787
2014-06-20,2625.53205291383
2014-06-23,2617.200634521678
2014-06-24,2633.189430513138
2014-06-25,2624.2924935131805
2014-06-26,2650.040934181176
2014-06-27,2649.2538547924664
2014-06-30,2670.299567250731
2014-07-01,2671.613879120012
2014-07-02,2706.855186905886
2014-07-03,2710.943114664405
2014-07-04,2714.612474325711
2014-07-07,2721.9937446156086
2014-07-08,2720.996480710747
2014-07-09,2701.3444405245987
2014-07-10,2712.219063365548
2014-07-11,2690.8223404145538
2014-07-14,2700.732610445278
2014-07-15,2714.5701666247487
2014-07-16,2712.2360014759925
2014-07-17,2711.5885544931293
2014-07-18,2706.8150411601905
2014-07-21,2709.2250942497544
2014-07-22,2735.8288359117296
2014-07-23,2751.118169142935
2014-07-24,2758.4691217860286
2014-07-25,2755.337306719082
2014-07-28,2765.4875798875146
2014-07-29,2777.877749441097
2014-07-30,2789.038771634651
2014-07-31,2763.7842543154648
2014-08-01,2733.034675513454
2014-08-04,2759.855438987603
2014-08-05,2750.7261609069124
2014-08-06,2737.4975270065934
2014-08-07,2723.24890927284
2014-08-08,2704.660833316661
2014-08-11,2738.0955557486072
2014-08-12,2749.0872919552744
2014-08-13,2772.1120161591016
2014-08-14,2775.630202434808
2014-08-15,2781.780202716121
2014-08-18,2778.670570246531
2014-08-19,2796.027383429807
2014-08-20,2796.862545221783
2014-08-21,2776.5644039359036
2014-08-22,2799.4017211751357
2014-08-25,2793.043799650053
2014-08-26,2794.178410061049
2014-08-27,2805.286570316467
2014-08-28,2796.832813240873
2014-08-29,2793.5205682644805
2014-09-01,2804.970399431947
2014-09-02,2788.0327646782653
2014-09-03,2817.886889023083
2014-09-04,2822.4046089797807
2014-09-05,2812.6573851340518
2014-09-08,2821.055313143342
2014-09-09,2817.745780246949
2014-09-10,2784.2360656810374
2014-09-11,2766.2304883881757
2014-09-12,2762.170935789595
2014-09-15,2739.237547808928
2014-09-16,2717.4921927879327
2014-09-17,2748.4080562157483
2014-09-18,2735.6997519451234
2014-09-19,2737.2170703547126
2014-09-22,2711.885672727356
2014-09-23,2693.2306034161834
2014-09-24,2701.1484912916535
2014-09-25,2684.2382836463853
2014-09-26,2675.220760992994
2014-09-29,2649.388782642992
2014-09-30,2634.8305607814104
2014-10-01,2622.7385069111215
2014-10-02,2610.0721580791037
2014-10-03,2623.772684513843
2014-10-06,2625.4282712883733
2014-10-07,2629.209823856775
2014-10-08,2601.4086870722363
2014-10-09,2624.101925358545
2014-10-10,2592.568657934032
2014-10-13,2570.0003265664477
2014-10-14,2573.3484521416462
2014-10-15,2570.0829192360234
2014-10-16,2547.3697947970127
2014-10-17,2543.391876148585
2014-10-20,2579.8230804239533
2014-10-21,2574.901640444657
2014-10-22,2605.276687484763
2014-10-23,2598.449909814983
2014-10-24,2591.9880194219063
2014-10-27,2588.9236445530387
2014-10-28,2612.1538903687165
2014-10-29,2655.745571713445
2014-10-30,2649.3308407864865
2014-10-31,2674.1293742100975
2014-11-03,2663.6511434169333
2014-11-04,2653.5544870764293
2014-11-05,2635.4910858369344
2014-11-06,2632.380489590237
2014-11-07,2619.012848829823
2014-11-10,2650.5983866168513
2014-11-11,2645.981230716274
2014-11-12,2643.800496612486
2014-11-13,2648.1885726857713
2014-11-14,2643.017552947138
2014-11-17,2627.764821579423
2014-11-18,2622.593278836872
2014-11-19,2616.7374505593084
2014-11-20,2612.6610064597826
2014-11-21,2623.3535940844113
2014-11-24,2663.1342046819386
2014-11-25,2658.3536493387096
2014-11-26,2675.2673870559433
2014-11-27,2684.3352303099664
2014-11-28,2682.036599951397
2014-12-01,2636.1827577916274
2014-12-02,2648.2386854070155
2014-12-03,2642.5945111768146
2014-12-04,2669.62883114592
2014-12-05,2671.426921260398
2014-12-08,2664.645875577389
2014-12-09,2630.037280541258
2014-12-10,2626.302971432237
2014-12-11,2598.675991771532
2014-12-12,2593.865128891778
2014-12-15,2576.015205307482
2014-12-16,2551.988192591983
2014-12-17,2537.731672263043
2014-12-18,2560.791886258266
2014-12-19,2590.804485296301
2014-12-22,2622.566400543385
2014-12-23,2605.2957826846305
2014-12-24,2602.7800561961044
2014-12-25,2600.4838382733633
2014-12-26,2610.1783073043584
2014-12-29,2635.4828468022356
2014-12-30,2623.5226348285573
2014-12-31,2639.0426681987688
2015-01-01,2638.935349657157
2015-01-02,2654.987367088696
2015-01-05,2635.306514396159
2015-01-06,2597.438613914392
2015-01-07,2608.4240643441826
2015-01-08,2645.352975519897
2015-01-09,2663.3092146295494
2015-01-12,2660.2462864704275
2015-01-13,2669.557687733716
2015-01-14,2660.033065075397
2015-01-15,2679.1856275171726
2015-01-16,2667.110968671406
2015-01-19,2649.9768924051946
2015-01-20,2668.135313126133
2015-01-21,2711.0987348354097
2015-01-22,2719.336448605613
2015-01-23,2756.3443873695774
2015-01-26,2755.7620469513577
2015-01-27,2756.968134672802
2015-01-28,2752.979379115859
2015-01-29,2718.139569588933
2015-01-30,2699.0971493127645
2015-02-02,2691.8980001836235
2015-02-03,2711.2915966029454
2015-02-04,2736.8992272502646
2015-02-05,2728.143156594858
2015-02-06,2723.245061028331
2015-02-09,2701.321699123737
2015-02-10,2699.5392308948144
2015-02-11,2697.668613432604
2015-02-12,2701.5977277277843
2015-02-13,2736.3427452682604
2015-02-16,2732.716412693096
2015-02-17,2734.445332115431
2015-02-18,2738.008462992844
2015-02-19,2739.458160201355
2015-02-20,2738.0388828723235
2015-02-23,2732.486595708898
2015-02-24,2740.1504446982435
2015-02-25,2762.9385113386843
2015-02-26,2769.9835168237278
2015-02-27,2763.9941484742594
2015-03-02,2770.7525339483414
2015-03-03,2764.6611562251064
2015-03-04,2751.77997097944
2015-03-05,2739.6876408002026
2015-03-06,2752.741480980355
2015-03-09,2719.8131539003048
2015-03-10,2692.2229469100494
2015-03-11,2679.1717016308153
2015-03-12,2694.237030298266
2015-03-13,2691.8480361351503
2015-03-16,2691.9827762813097
2015-03-17,2718.2886615719995
2015-03-18,2737.07189765309
2015-03-19,2766.081599413446
2015-03-20,2756.228622314512
2015-03-23,2770.2926268689257
2015-03-24,2773.5156651258326
2015-03-25,2769.0990697776006
2015-03-26,2739.982006237325
2015-03-27,2733.4579131214796
2015-03-30,2767.5242310133485
2015-03-31,2783.496421342951
2015-04-01,2792.6799225232216
2015-04-02,2819.647899433271
2015-04-03,2824.714242031235
2015-04-06,2840.3033252860746
2015-04-07,2847.589516687565
2015-04-08,2907.104127293883
2015-04-09,2934.6686911459833
2015-04-10,2961.158588722417
2015-04-13,3002.0191268190147
2015-04-14,2977.942006740844
2015-04-15,2971.7008803654585
2015-04-16,3012.8960178558114
2015-04-17,3003.8858239372985
2015-04-20,2967.3830237084803
2015-04-21,2993.1383020653757
2015-04-22,3019.667223717923
2015-04-23,3027.864712002988
2015-04-24,3036.647470901071
2015-04-27,3051.903647689591
2015-04-28,3046.0421770774915
2015-04-29,3023.532606551938
2015-04-30,2993.7423344359754
2015-05-01,2993.7857532340754
2015-05-04,3005.4732147217474
2015-05-05,2981.761983412283
2015-05-06,2954.714322645881
2015-05-07,2904.608193141595
2015-05-08,2931.017689007961
2015-05-11,2948.287441672203
2015-05-12,2922.3910823801716
2015-05-13,2930.452704605817
2015-05-14,2935.516658153645
2015-05-15,2951.232635596433
2015-05-18,2953.6032069901694
2015-05-19,2972.805876730446
2015-05-20,2964.060662596803
2015-05-21,2945.5904328335914
2015-05-22,2980.7950492370833
2015-05-25,2977.3170069574285
2015-05-26,2982.0206807269074
2015-05-27,2957.9357617781557
2015-05-28,2923.760284510169
2015-05-29,2917.123743047941
2015-06-01,2922.0136032724563
2015-06-02,2893.871712427014
2015-06-03,2887.3959584408794
2015-06-04,2872.999259307148
2015-06-05,2863.4856507019367
2015-06-08,2847.04623606613
2015-06-09,2812.544489166531
2015-06-10,2816.0966786829076
2015-06-11,2819.785835303106
2015-06-12,2834.420901250043
2015-06-15,2802.249299833367
2015-06-16,2772.0992008833773
2015-06-17,2792.9536216015804
2015-06-18,2797.7839516171853
2015-06-19,2790.3300590303033
2015-06-22,2826.8540060766604
2015-06-23,2853.899842973829
2015-06-24,2862.2529489838525
2015-06-25,2846.5745064274975
2015-06-26,2814.159602106587
2015-06-29,2753.8458358089033
2015-06-30,2794.1280429485278
2015-07-01,2802.664221419642
2015-07-02,2789.1633491605226
2015-07-03,2768.810284713915
2015-07-06,2701.3278042040342
2015-07-07,2667.2913010581756
2015-07-08,2569.786605656846
2015-07-09,2623.1430526554395
2015-07-10,2662.0787193634687
2015-07-13,2694.9009719359674
2015-07-14,2676.820351239379
2015-07-15,2669.113147218099
2015-07-16,2680.219475878542
2015-07-17,2694.361484418013
2015-07-20,2680.7128892199353
2015-07-21,2692.912320990979
2015-07-22,2677.353051750536
2015-07-23,2664.632613763798
2015-07-24,2637.2390188544596
2015-07-27,2571.7192336738567
2015-07-28,2569.5203184528923
2015-07-29,2585.9386664537665
2015-07-30,2574.95838172982
2015-07-31,2586.9913513911465
2015-08-03,2562.8632459351948
2015-08-04,2570.8729502075344
2015-08-05,2572.566402754424
2015-08-06,2554.1649422752807
2015-08-07,2557.3257583480463
2015-08-10,2564.3096774222845
2015-08-11,2535.695546828468
2015-08-12,2480.343727860019
2015-08-13,2498.6338558044436
2015-08-14,2499.5739481927567
2015-08-17,2471.177606827457
2015-08-18,2445.984468118278
2015-08-19,2431.5516389566947
2015-08-20,2394.6268804411243
2015-08-21,2340.4147560494434
2015-08-24,2214.5790698171854
2015-08-25,2249.302349009161
2015-08-26,2251.539093297877
2015-08-27,2320.7215942855228
2015-08-28,2346.5479986438104
2015-08-31,2344.3567802447737
2015-09-01,2302.2277287743204
2015-09-02,2286.9433772910543
2015-09-03,2290.6502269960915
2015-09-04,2265.199868776014
2015-09-07,2237.9503437932344
2015-09-08,2274.0443821567746
2015-09-09,2351.5001224043676
2015-09-10,2332.6367683151207
2015-09-11,2330.0061390905144
2015-09-14,2337.30914888317
2015-09-15,2325.8592395550404
2015-09-16,2370.0315604146595
2015-09-17,2389.240039941205
2015-09-18,2407.554003898627
2015-09-21,2370.3088865190066
2015-09-22,2365.7836078551395
2015-09-23,2308.952203644817
2015-09-24,2300.1741454350727
2015-09-25,2295.763249706241
2015-09-28,2289.1090188259027
2015-09-29,2265.560553292151
2015-09-30,2308.039640362837
2015-10-01,2324.9767447672684
2015-10-02,2343.8179484857333
2015-10-05,2379.61717304702
2015-10-06,2398.5819962917044
2015-10-07,2464.050107391173
2015-10-08,2456.182916481208
2015-10-09,2478.4218942846674
2015-10-12,2510.3105087304757
2015-10-13,2488.0909328219036
2015-10-14,2473.018772243611
2015-10-15,2523.7960171908885
2015-10-16,2526.40849401946
2015-10-19,2539.1690028286052
2015-10-20,2530.039913952065
2015-10-21,2524.1218871296805
2015-10-22,2510.9124644894055
2015-10-23,2546.2072153344784
2015-10-26,2547.8101929219
2015-10-27,2539.5135950361487
2015-10-28,2522.067808864584
2015-10-29,2490.8777976312235
2015-10-30,2489.8409086203987
2015-11-02,2490.1253549544117
2015-11-03,2511.9143127616617
2015-11-04,2548.689940280438
2015-11-05,2536.7593846601285
2015-11-06,2518.0595535834495
2015-11-09,2489.146817684088
2015-11-10,2453.299044059207
2015-11-11,2446.2652089081034
2015-11-12,2459.4237187905787
2015-11-13,2425.104519061225
2015-11-16,2391.4800537521605
2015-11-17,2416.813888857536
2015-11-18,2405.423169928682
2015-11-19,2446.4995098468603
2015-11-20,2464.5007711467983
2015-11-23,2459.2324481644464
2015-11-24,2460.1058383132113
2015-11-25,2464.0668187574647
2015-11-26,2470.4970314840016
2015-11-27,2435.233664071921
2015-11-30,2409.4730214645338
2015-12-01,2446.8527878421687
2015-12-02,2443.08620561631
2015-12-03,2428.666238965953
2015-12-04,2414.0652500516735
2015-12-07,2409.5427181601626
2015-12-08,2377.0436834942266
2015-12-09,2359.562681930148
2015-12-10,2356.633199403768
2015-12-11,2327.943823524586
2015-12-14,2313.566075230138
2015-12-15,2328.177234470821
2015-12-16,2368.665846368314
2015-12-17,2388.4657222792594
2015-12-18,2365.7557516129423
2015-12-21,2379.4169670545084
2015-12-22,2389.374094876842
2015-12-23,2407.3924056209735
2015-12-24,2409.328300730782
2015-12-25,2410.793502034996
2015-12-28,2395.0620368561363
2015-12-29,2397.2256863913112
2015-12-30,2383.21293315497
2015-12-31,2390.210304443008
2016-01-01,2390.496394355402
2016-01-04,2307.851637076485
2016-01-05,2307.53541031306
2016-01-06,2285.796149289441
2016-01-07,2217.249822917437
2016-01-08,2229.971527570972
2016-01-11,2177.528142163654
2016-01-12,2175.7128757524974
2016-01-13,2192.616752865338
2016-01-14,2175.7077465591397
2016-01-15,2142.4834675401416
2016-01-18,2130.97656242683
2016-01-19,2165.157599410875
2016-01-20,2103.632447400001
2016-01-21,2084.2689734651913
2016-01-22,2143.769358434832
2016-01-25,2167.004017447388
2016-01-26,2128.432227117545
2016-01-27,2143.506927373295
2016-01-28,2147.8162830735955
2016-01-29,2199.345702492985
2016-02-01,2202.1671694131683
2016-02-02,2174.227259354677
2016-02-03,2136.821434439391
2016-02-04,2173.5714642645844
2016-02-05,2181.543712681344
2016-02-08,2174.3751241771643
2016-02-09,2166.811300322896
2016-02-10,2167.369814781109
2016-02-11,2112.143722750878
2016-02-12,2098.3319658970386
2016-02-15,2142.1262457640755
2016-02-16,2167.9821850443373
2016-02-17,2161.7983237704507
2016-02-18,2195.8797216889284
2016-02-19,2192.649366895511
2016-02-22,2204.116510305448
2016-02-23,2192.98151755793
2016-02-24,2177.581030378212
2016-02-25,2159.4124839354736
2016-02-26,2184.0316650786403
2016-02-29,2171.8517968593087
2016-03-01,2206.225100345088
2016-03-02,2256.0557696836936
2016-03-03,2276.882981457749
2016-03-04,2298.1653611555957
2016-03-07,2306.791220637176
2016-03-08,2287.647604551665
2016-03-09,2281.479087776539
2016-03-10,2290.2001380708507
2016-03-11,2320.1239997528824
2016-03-14,2340.2531222621037
2016-03-15,2313.771782396039
2016-03-16,2315.909256539055
2016-03-17,2356.672266787688
2016-03-18,2388.8998223664275
2016-03-21,2398.6298330200593
2016-03-22,2402.8606552795936
2016-03-23,2392.452558047717
2016-03-24,2371.085804422245
2016-03-25,2366.3191089823927
2016-03-28,2360.363654790319
2016-03-29,2366.149217971199
2016-03-30,2411.8104801290124
2016-03-31,2421.181716101406
2016-04-01,2391.6090824453922
2016-04-04,2399.4250310908265
2016-04-05,2367.4419994378986
2016-04-06,2363.0123056933594
2016-04-07,2364.756980966439
2016-04-08,2368.3608558648357
2016-04-11,2384.6511247379094
2016-04-12,2395.8008523832955
2016-04-13,2435.909482760807
2016-04-14,2442.264160258766
2016-04-15,2447.6401840629715
2016-04-18,2438.7159048344183
2016-04-19,2453.8403394787288
2016-04-20,2437.84690234396
2016-04-21,2455.965895014764
2016-04-22,2435.713967608275
2016-04-25,2418.8527540875702
2016-04-26,2421.6107769234345
2016-04-27,2419.321344409513
2016-04-28,2407.2947196257546
2016-04-29,2392.1589124136403
2016-05-02,2383.7244387320316
2016-05-03,2360.610001248513
2016-05-04,2341.1051233737303
2016-05-05,2335.339663660389
2016-05-06,2321.399217272194
2016-05-09,2311.2660460760335
2016-05-10,2315.956525520674
2016-05-11,2314.724710765924
2016-05-12,2311.2295643015723
2016-05-13,2284.4916812212687
2016-05-16,2294.043852586682
2016-05-17,2313.4975022761837
2016-05-18,2293.1234043181967
2016-05-19,2266.127147943269
2016-05-20,2271.991995672102
2016-05-23,2290.9471438980277
2016-05-24,2280.6283729747856
2016-05-25,2320.1127885673886
2016-05-26,2329.657405222504
2016-05-27,2356.6919128504223
2016-05-30,2355.991795992358
2016-05-31,2365.3808015582563
2016-06-01,2362.8309160815224
2016-06-02,2370.1316824204805
2016-06-03,2376.1353963244414
2016-06-06,2393.463426104361
2016-06-07,2432.363934804389
2016-06-08,2440.8426352538395
2016-06-09,2434.738022822828
2016-06-10,2406.4570724956347
2016-06-13,2356.9584652384256
2016-06-14,2355.701769019384
2016-06-15,2367.353270006783
2016-06-16,2344.3829326313585
2016-06-17,2353.6040255662087
2016-06-20,2386.6049600938786
2016-06-21,2400.943784764954
2016-06-22,2416.2111104447577
2016-06-23,2421.034193377351
2016-06-24,2344.7466460711944
2016-06-27,2340.463298898334
2016-06-28,2357.0161413168967
2016-06-29,2393.850370433161
2016-06-30,2430.647042042363
2016-07-01,2446.125096245809
2016-07-04,2461.9148451032365
2016-07-05,2438.4755629323877
2016-07-06,2402.2278440423834
2016-07-07,2428.223221810896
2016-07-08,2417.8808608715917
2016-07-11,2471.4187147173443
2016-07-12,2489.9905289837247
2016-07-13,2501.038096937008
2016-07-14,2519.7330383101244
2016-07-15,2532.5096124166294
2016-07-18,2536.5701187096956
2016-07-19,2533.213229706484
2016-07-20,2537.7124095175955
2016-07-21,2543.0671334381445
2016-07-22,2538.365578195184
2016-07-25,2540.369986606373
2016-07-26,2550.3750375100753
2016-07-27,2559.726384594046
2016-07-28,2567.8118621637427
2016-07-29,2546.6403248450515
2016-08-01,2587.5351763686367
2016-08-02,2575.6650157429194
2016-08-03,2541.478214411558
2016-08-04,2553.846521948898
2016-08-05,2589.773718804843
2016-08-08,2616.8807897592724
2016-08-09,2623.9374198740875
2016-08-10,2636.0423359168617
2016-08-11,2640.969202274326
2016-08-12,2656.241899245795
2016-08-15,2669.718246368552
2016-08-16,2677.1793379955952
2016-08-17,2659.2948193755738
2016-08-18,2679.4467763555667
2016-08-19,2663.8308438782083
2016-08-22,2647.3173160401157
2016-08-23,2655.4375497037386
2016-08-24,2639.2773328073486
2016-08-25,2645.836477541021
2016-08-26,2651.10546730223
2016-08-29,2640.8906265203805
2016-08-30,2659.6794662987895
2016-08-31,2651.859600444422
2016-09-01,2644.6764995830063
2016-09-02,2657.855446630371
2016-09-05,2694.128609026104
2016-09-06,2730.9185074226807
2016-09-07,2739.0288048401735
2016-09-08,2742.933618066242
2016-09-09,2710.1762544116564
2016-09-12,2635.3964295696287
2016-09-13,2634.3928486977793
2016-09-14,2631.984407440162
2016-09-15,2641.9154288969316
2016-09-16,2641.804362245341
2016-09-19,2676.8000005991316
2016-09-20,2677.3076259058075
2016-09-21,2700.722157774369
2016-09-22,2733.8136585502903
2016-09-23,2729.3730665713056
2016-09-26,2692.113235194944
2016-09-27,2715.6432747050085
2016-09-28,2712.369570771956
2016-09-29,2717.389111425093
2016-09-30,2685.8867900949826
2016-10-03,2710.658024402621
2016-10-04,2723.857999931211
2016-10-05,2721.6544394621774
2016-10-06,2732.3303886293033
2016-10-07,2717.7311625272937
2016-10-10,2723.170145409546
2016-10-11,2688.291506007436
2016-10-12,2676.8854474304294
2016-10-13,2640.3900763071542
2016-10-14,2654.2709112188804
2016-10-17,2643.1058791632304
2016-10-18,2681.678220583806
2016-10-19,2689.8174266848114
2016-10-20,2691.985034527408
2016-10-21,2682.6272484623223
2016-10-24,2702.176396172577
2016-10-25,2700.3204103447297
2016-10-26,2674.7852107132508
2016-10-27,2658.6093820885067
2016-10-28,2651.6707966520216
2016-10-31,2647.9014810810063
2016-11-01,2656.3350635477723
2016-11-02,2614.798412218265
2016-11-03,2606.510561625029
2016-11-04,2599.5343645504927
2016-11-07,2626.6274391436637
2016-12-08,2606.3100449746526
2017-04-03,2877.8798769622363
2017-04-04,2873.015668678161
2017-04-05,2891.279027059302
2017-04-06,2875.259132719082
2017-04-07,2871.6334456075183
2017-04-10,2863.104291736304
2017-04-11,2849.431680181807
2017-04-12,2862.4225843585546
2017-04-13,2875.262996371519
2017-04-14,2866.6071820593556
2017-04-17,2862.056531213989
2017-04-18,2844.615336446737
2017-04-19,2835.1983175358373
2017-04-20,2852.715437002604
2017-04-21,2869.6173321192846
2017-04-24,2885.5920891289747
2017-04-25,2928.426815226893
2017-04-26,2935.628839235759
2017-04-27,2930.696802629984
2017-04-28,2921.014712263926
2017-05-01,2923.3281798174844
2017-05-02,2945.1901044952115
2017-05-03,2944.8776941298365
2017-05-04,2940.8019479310624
2017-05-05,2924.2309139583663
2017-05-08,2955.8673757908814
2017-05-09,2969.7534236068473
