Date,USA VALUE WEIGHTED
1997-05-23,554.787162
1997-05-26,554.787162
1997-05-27,555.0506046
1997-05-28,554.0184651
1997-05-29,552.1887704
1997-05-30,555.4320256
1997-06-02,553.7077543
1997-06-03,554.273146
1997-06-04,551.6337193
1997-06-05,553.6953985
1997-06-06,562.1879434
1997-06-09,564.5986161
1997-06-10,567.1725802
1997-06-11,570.2967691
1997-06-12,579.3212447
1997-06-13,585.1974153
1997-06-16,585.8226067
1997-06-17,585.7470803
1997-06-18,583.4325135
1997-06-19,588.4045195
1997-06-20,588.2911171
1997-06-23,575.671303
1997-06-24,586.3468066
1997-06-25,581.5425575
1997-06-26,578.5757425
1997-06-27,580.628205
1997-06-30,579.0374006
1997-07-01,583.8908279
1997-07-02,591.5034481
1997-07-03,599.204555
1997-07-04,599.204555
1997-07-07,596.1415548
1997-07-08,599.9102008
1997-07-09,592.6367923
1997-07-10,596.7270795
1997-07-11,598.7957186
1997-07-14,598.513489
1997-07-15,602.5749929
1997-07-16,608.9355238
1997-07-17,605.4183603
1997-07-18,596.3135995
1997-07-21,594.8829623
1997-07-22,607.9990561
1997-07-23,609.4745104
1997-07-24,612.1514189
1997-07-25,611.1595424
1997-07-28,611.1369142
1997-07-29,615.9147453
1997-07-30,623.4082617
1997-07-31,625.1731234
1997-08-01,620.7103803
1997-08-04,622.1841962
1997-08-05,622.7735353
1997-08-06,628.3852429
1997-08-07,622.8653608
1997-08-08,611.1923162
1997-08-11,615.4104678
1997-08-12,609.152562
1997-08-13,606.6364818
1997-08-14,608.4280451
1997-08-15,594.3191545
1997-08-18,601.5271575
1997-08-19,609.0338663
1997-08-20,616.8364797
1997-08-21,608.3579292
1997-08-22,607.3851778
1997-08-25,606.1745874
1997-08-26,601.9192958
1997-08-27,602.8275466
1997-08-28,596.8981846
1997-08-29,593.9585503
1997-09-01,593.9585503
1997-09-02,610.4940397
1997-09-03,611.6013995
1997-09-04,612.8774544
1997-09-05,611.8383141
1997-09-08,614.8412209
1997-09-09,616.8262889
1997-09-10,608.9471831
1997-09-11,604.6970692
1997-09-12,611.9824429
1997-09-15,610.8416424
1997-09-16,625.9358475
1997-09-17,624.6144019
1997-09-18,627.9989061
1997-09-19,628.7198954
1997-09-22,631.5465347
1997-09-23,628.6397834
1997-09-24,624.3604123
1997-09-25,619.5628986
1997-09-26,624.6910033
1997-09-29,629.5341926
1997-09-30,626.3524747
1997-10-01,631.0157734
1997-10-02,633.6478476
1997-10-03,636.6062677
1997-10-06,641.7780934
1997-10-07,647.4948565
1997-10-08,641.726604
1997-10-09,640.0019303
1997-10-10,637.7524212
1997-10-13,639.2090098
1997-10-14,640.1144547
1997-10-15,637.8007199
1997-10-16,632.2636112
1997-10-17,625.9014675
1997-10-20,632.5186857
1997-10-21,644.1312458
1997-10-22,642.6269234
1997-10-23,630.8015846
1997-10-24,625.642919
1997-10-27,584.9212661
1997-10-28,610.1568383
1997-10-29,610.8464922
1997-10-30,601.2152809
1997-10-31,608.1230599
1997-11-03,622.8029515
1997-11-04,623.3351737
1997-11-05,624.4544351
1997-11-06,621.689695
1997-11-07,614.9641743
1997-11-10,612.0657183
1997-11-11,613.4248427
1997-11-12,602.8234096
1997-11-13,608.5632029
1997-11-14,614.96391
1997-11-17,626.5070529
1997-11-18,623.2527498
1997-11-19,627.0840536
1997-11-20,636.444873
1997-11-21,639.516673
1997-11-24,629.8688245
1997-11-25,632.7622085
1997-11-26,633.4451535
1997-11-27,633.4451535
1997-11-28,636.2320942
1997-12-01,649.0953954
1997-12-02,647.6176923
1997-12-03,650.3377694
1997-12-04,648.9887192
1997-12-05,655.7476883
1997-12-08,655.0611492
1997-12-09,651.4150038
1997-12-10,647.0521168
1997-12-11,637.8484564
1997-12-12,636.8404348
1997-12-15,644.2268674
1997-12-16,646.6785057
1997-12-17,645.4337181
1997-12-18,638.9355639
1997-12-19,633.7344758
1997-12-22,638.106816
1997-12-23,629.4833989
1997-12-24,626.0327393
1997-12-25,626.0327393
1997-12-26,628.2087165
1997-12-29,638.0379588
1997-12-30,648.6699905
1997-12-31,648.9012499
1998-01-01,648.9012499
1998-01-02,651.1110907
1998-01-05,651.2435175
1998-01-06,644.396833
1998-01-07,643.4413886
1998-01-08,637.3773788
1998-01-09,619.0639196
1998-01-12,625.7941432
1998-01-13,633.7136364
1998-01-14,637.7885966
1998-01-15,633.1236202
1998-01-16,639.263209
1998-01-19,639.263209
1998-01-20,649.0994517
1998-01-21,643.6208401
1998-01-22,638.7192161
1998-01-23,634.4120502
1998-01-26,634.834853
1998-01-27,641.1704727
1998-01-28,646.2657898
1998-01-29,651.8855305
1998-01-30,647.9475267
1998-02-02,661.1380936
1998-02-03,665.3115363
1998-02-04,665.5077778
1998-02-05,664.4819454
1998-02-06,669.765175
1998-02-09,669.7416973
1998-02-10,674.1601256
1998-02-11,674.9687138
1998-02-12,677.8613211
1998-02-13,675.7132602
1998-02-16,675.7132602
1998-02-17,678.1930642
1998-02-18,683.8112059
1998-02-19,680.8873123
1998-02-20,684.2998171
1998-02-23,685.623552
1998-02-24,681.2907405
1998-02-25,688.9821024
1998-02-26,692.4646596
1998-02-27,693.6049788
1998-03-02,693.5054489
1998-03-03,696.655786
1998-03-04,693.5825273
1998-03-05,686.9922229
1998-03-06,699.0768278
1998-03-09,698.4516949
1998-03-10,705.6854465
1998-03-11,709.6311612
1998-03-12,710.3821492
1998-03-13,709.2337137
1998-03-16,716.6293415
1998-03-17,718.0653026
1998-03-18,721.5798322
1998-03-19,724.3859443
1998-03-20,731.0596287
1998-03-23,726.7469657
1998-03-24,732.9703996
1998-03-25,729.8152972
1998-03-26,728.4555994
1998-03-27,725.3659923
1998-03-30,723.6768028
1998-03-31,728.8478936
1998-04-01,732.0754443
1998-04-02,739.2093333
1998-04-03,740.0569596
1998-04-06,741.2235892
1998-04-07,734.2206301
1998-04-08,728.8517874
1998-04-09,735.09788
1998-04-10,735.09788
1998-04-13,735.8770315
1998-04-14,741.7519908
1998-04-15,744.5957007
1998-04-16,738.1394538
1998-04-17,747.1112516
1998-04-20,745.8775755
1998-04-21,746.9121861
1998-04-22,748.2914442
1998-04-23,740.8938786
1998-04-24,733.4751446
1998-04-27,719.677537
1998-04-28,719.0465979
1998-04-29,724.0708382
1998-04-30,735.1277866
1998-05-01,741.3949111
1998-05-04,742.5938541
1998-05-05,738.1302393
1998-05-06,732.2129058
1998-05-07,727.1739603
1998-05-08,734.4837372
1998-05-11,734.1113491
1998-05-12,739.2681499
1998-05-13,741.659024
1998-05-14,740.2690876
1998-05-15,735.0584922
1998-05-18,732.6522761
1998-05-19,733.6553327
1998-05-20,740.1310417
1998-05-21,737.9279936
1998-05-22,735.8847974
1998-05-25,735.8847974
1998-05-26,725.5920596
1998-05-27,722.9591662
1998-05-28,727.0888855
1998-05-29,723.4838101
1998-06-01,724.175231
1998-06-02,724.6932091
1998-06-03,718.7846167
1998-06-04,725.5378944
1998-06-05,737.5496568
1998-06-08,739.1869919
1998-06-09,740.1570324
1998-06-10,735.9570719
1998-06-11,725.2016884
1998-06-12,726.5734008
1998-06-15,712.0638885
1998-06-16,717.0656523
1998-06-17,728.8452871
1998-06-18,727.2831025
1998-06-19,722.7643863
1998-06-22,724.2446845
1998-06-23,732.4748951
1998-06-24,739.1163192
1998-06-25,737.0914756
1998-06-26,739.0299342
1998-06-29,741.8986512
1998-06-30,738.9334144
1998-07-01,749.1804099
1998-07-02,748.453163
1998-07-03,748.453163
1998-07-06,754.6071629
1998-07-07,753.7184677
1998-07-08,760.9172082
1998-07-09,754.7369366
1998-07-10,756.9439731
1998-07-13,755.3569729
1998-07-14,763.7158425
1998-07-15,760.5813154
1998-07-16,765.4175178
1998-07-17,766.5593067
1998-07-20,763.9599992
1998-07-21,752.4349273
1998-07-22,753.0230608
1998-07-23,738.9635184
1998-07-24,738.1027955
1998-07-27,742.4671664
1998-07-28,732.5940716
1998-07-29,730.8785121
1998-07-30,740.0641495
1998-07-31,728.7617189
1998-08-03,723.1256151
1998-08-04,698.0097503
1998-08-05,703.139637
1998-08-06,707.9609505
1998-08-07,709.4782071
1998-08-10,705.7134706
1998-08-11,696.542684
1998-08-12,707.4079893
1998-08-13,701.2272651
1998-08-14,695.0127488
1998-08-17,707.3309165
1998-08-18,717.6203491
1998-08-19,713.9035149
1998-08-20,708.8977442
1998-08-21,702.5250169
1998-08-24,706.3920889
1998-08-25,707.7274398
1998-08-26,700.957372
1998-08-27,675.3371161
1998-08-28,667.3861619
1998-08-31,629.851683
1998-09-01,649.5805348
1998-09-02,646.3871505
1998-09-03,641.3644746
1998-09-04,637.4132854
1998-09-07,637.4132854
1998-09-08,666.2484211
1998-09-09,657.3460855
1998-09-10,642.0408914
1998-09-11,658.7922799
1998-09-14,673.2711898
1998-09-15,679.8421603
1998-09-16,685.4613862
1998-09-17,670.2038935
1998-09-18,671.5172719
1998-09-21,673.5842394
1998-09-22,676.7917644
1998-09-23,698.647423
1998-09-24,683.7931151
1998-09-25,684.7376411
1998-09-28,688.0317389
1998-09-29,688.4572987
1998-09-30,669.2471824
1998-10-01,652.2598038
1998-10-02,664.3533509
1998-10-05,656.7446704
1998-10-06,654.5920663
1998-10-07,648.0876681
1998-10-08,641.9973794
1998-10-09,654.7408437
1998-10-12,660.8331946
1998-10-13,660.2066836
1998-10-14,666.0338674
1998-10-15,691.5557972
1998-10-16,698.1715714
1998-10-19,702.0030212
1998-10-20,706.2093929
1998-10-21,705.941405
1998-10-22,708.6647336
1998-10-23,703.5370111
1998-10-26,703.3826214
1998-10-27,699.1648224
1998-10-28,700.8247924
1998-10-29,711.6356364
1998-10-30,719.9784635
1998-11-02,728.3077259
1998-11-03,729.444306
1998-11-04,735.6507222
1998-11-05,746.185292
1998-11-06,749.3671552
1998-11-09,741.6532935
1998-11-10,739.4690742
1998-11-11,734.4267079
1998-11-12,733.8493413
1998-11-13,740.689699
1998-11-16,747.3060126
1998-11-17,749.1803523
1998-11-18,751.3141656
1998-11-19,755.488883
1998-11-20,762.558043
1998-11-23,778.23017
1998-11-24,776.0133408
1998-11-25,778.6631201
1998-11-26,778.6631201
1998-11-27,781.5148552
1998-11-30,764.3979796
1998-12-01,767.4614961
1998-12-02,765.922606
1998-12-03,753.0502004
1998-12-04,767.5672168
1998-12-07,772.5177275
1998-12-08,768.7437235
1998-12-09,768.1174004
1998-12-10,756.6288333
1998-12-11,754.8807652
1998-12-14,741.1043658
1998-12-15,751.3022279
1998-12-16,750.624089
1998-12-17,763.1301108
1998-12-18,765.5922824
1998-12-21,773.1154812
1998-12-22,772.1297892
1998-12-23,785.3421189
1998-12-24,785.0521358
1998-12-25,785.0521358
1998-12-28,783.0425824
1998-12-29,793.2363386
1998-12-30,788.6955426
1998-12-31,787.2518098
1999-01-01,787.2518098
1999-01-04,787.0247604
1999-01-05,796.2611848
1999-01-06,814.8717172
1999-01-07,815.2413569
1999-01-08,822.0461636
1999-01-11,815.1799063
1999-01-12,801.0142257
1999-01-13,796.0728139
1999-01-14,780.8664151
1999-01-15,798.1175543
1999-01-18,798.1175543
1999-01-19,800.3690601
1999-01-20,800.0582799
1999-01-21,789.6099988
1999-01-22,783.7539303
1999-01-25,788.1637036
1999-01-26,795.774619
1999-01-27,786.5636468
1999-01-28,797.2624216
1999-01-29,805.0619461
1999-02-01,800.5141257
1999-02-02,793.1294816
1999-02-03,800.3637048
1999-02-04,789.9784208
1999-02-05,786.5301647
1999-02-08,788.2841814
1999-02-09,774.1746291
1999-02-10,777.796644
1999-02-11,791.6523215
1999-02-12,779.5972386
1999-02-15,779.5972386
1999-02-16,785.7906596
1999-02-17,778.4727512
1999-02-18,787.1176143
1999-02-19,788.2239211
1999-02-22,806.7891491
1999-02-23,805.216561
1999-02-24,795.5424352
1999-02-25,791.073997
1999-02-26,787.1863535
1999-03-01,787.0520991
1999-03-02,783.9451565
1999-03-03,783.8959447
1999-03-04,794.949691
1999-03-05,812.1979733
1999-03-08,813.9448658
1999-03-09,811.4743153
1999-03-10,817.6673731
1999-03-11,824.3177365
1999-03-12,822.5735467
1999-03-15,829.2088413
1999-03-16,827.1638944
1999-03-17,823.0061222
1999-03-18,834.5124509
1999-03-19,824.1428014
1999-03-22,822.5607878
1999-03-23,802.6268645
1999-03-24,805.4094971
1999-03-25,816.4320048
1999-03-26,812.4476288
1999-03-29,826.2195424
1999-03-30,819.2814461
1999-03-31,811.2327997
1999-04-01,814.0417123
1999-04-02,814.0417123
1999-04-05,829.1760483
1999-04-06,825.5443083
1999-04-07,832.3725517
1999-04-08,842.7052749
1999-04-09,844.894262
1999-04-12,854.0757921
1999-04-13,851.0863062
1999-04-14,845.7481132
1999-04-15,848.0744332
1999-04-16,850.6354116
1999-04-19,846.0999372
1999-04-20,851.2592229
1999-04-21,866.101523
1999-04-22,873.9109289
1999-04-23,872.313781
1999-04-26,870.2319484
1999-04-27,875.2079304
1999-04-28,876.0758211
1999-04-29,876.0740611
1999-04-30,868.0623115
1999-05-03,885.7323531
1999-05-04,873.5951496
1999-05-05,882.9154764
1999-05-06,876.4947523
1999-05-07,883.1143613
1999-05-10,881.1078341
1999-05-11,887.4561858
1999-05-12,889.433563
1999-05-13,893.8129286
1999-05-14,876.2323256
1999-05-17,875.2639398
1999-05-18,870.6849198
1999-05-19,878.1773732
1999-05-20,877.4067815
1999-05-21,875.0500725
1999-05-24,862.1193719
1999-05-25,849.4646366
1999-05-26,861.5213511
1999-05-27,844.4631321
1999-05-28,854.7989433
1999-05-31,854.7989433
1999-06-01,851.8236979
1999-06-02,852.6416497
1999-06-03,856.2360648
1999-06-04,869.6940803
1999-06-07,874.4418686
1999-06-08,865.3850698
1999-06-09,863.6388285
1999-06-10,856.4531025
1999-06-11,851.8236237
1999-06-14,855.2113162
1999-06-15,859.383745
1999-06-16,873.3364447
1999-06-17,877.5213824
1999-06-18,877.8402239
1999-06-21,877.4104513
1999-06-22,870.916986
1999-06-23,866.5383811
1999-06-24,855.3276787
1999-06-25,855.9059838
1999-06-28,865.5482568
1999-06-29,876.0125348
1999-06-30,884.6885825
1999-07-01,891.0366136
1999-07-02,897.8709612
1999-07-05,897.8709612
1999-07-06,896.0358054
1999-07-07,897.7511165
1999-07-08,895.2273849
1999-07-09,899.0055034
1999-07-12,897.3806726
1999-07-13,893.2505502
1999-07-14,893.7327553
1999-07-15,899.3318815
1999-07-16,904.3263092
1999-07-19,900.1759193
1999-07-20,885.4409379
1999-07-21,884.7321647
1999-07-22,878.3834328
1999-07-23,875.6259987
1999-07-26,873.0346577
1999-07-27,880.6052963
1999-07-28,879.8018183
1999-07-29,865.6333213
1999-07-30,856.9103168
1999-08-02,858.5903233
1999-08-03,855.4887316
1999-08-04,846.6724673
1999-08-05,851.4410391
1999-08-06,842.0435959
1999-08-09,841.7474449
1999-08-10,831.8517529
1999-08-11,842.710659
1999-08-12,839.8764648
1999-08-13,856.1445378
1999-08-16,857.8412296
1999-08-17,866.3636681
1999-08-18,858.9835506
1999-08-19,854.3166769
1999-08-20,862.7446198
1999-08-23,876.6622608
1999-08-24,877.3264039
1999-08-25,883.8876739
1999-08-26,871.8169435
1999-08-27,863.9589424
1999-08-30,847.7114261
1999-08-31,842.6812766
1999-09-01,849.3248012
1999-09-02,841.417306
1999-09-03,864.8333329
1999-09-06,864.8333329
1999-09-07,859.113088
1999-09-08,856.1216468
1999-09-09,856.7092693
1999-09-10,856.9602859
1999-09-13,853.4501742
1999-09-14,846.3217122
1999-09-15,837.4625178
1999-09-16,835.7554643
1999-09-17,844.248562
1999-09-20,842.0811174
1999-09-21,825.5985232
1999-09-22,824.4268046
1999-09-23,809.6169137
1999-09-24,806.6476953
1999-09-27,807.2821475
1999-09-28,805.2878094
1999-09-29,798.1239025
1999-09-30,805.8313487
1999-10-01,803.2987882
1999-10-04,816.488222
1999-10-05,813.4990638
1999-10-06,827.2111842
1999-10-07,821.8941033
1999-10-08,831.0543017
1999-10-11,828.7211954
1999-10-12,815.6961244
1999-10-13,800.8142558
1999-10-14,802.5281525
1999-10-15,779.6393999
1999-10-18,785.9744461
1999-10-19,790.3835771
1999-10-20,802.0510076
1999-10-21,798.846849
1999-10-22,813.4786654
1999-10-25,807.6384593
1999-10-26,801.1106569
1999-10-27,813.688149
1999-10-28,842.5503447
1999-10-29,854.4202812
1999-11-01,847.4510329
1999-11-02,844.6119514
1999-11-03,847.0025296
1999-11-04,850.3714525
1999-11-05,854.5144795
1999-11-08,858.3975212
1999-11-09,850.8525376
1999-11-10,852.0485786
1999-11-11,852.5008385
1999-11-12,863.283664
1999-11-15,863.4336944
1999-11-16,877.4895676
1999-11-17,871.8288534
1999-11-18,877.0771748
1999-11-19,873.7764522
1999-11-22,872.3590672
1999-11-23,862.3863124
1999-11-24,865.9995655
1999-11-25,865.9995655
1999-11-26,864.759602
1999-11-29,858.8716774
1999-11-30,854.4232297
1999-12-01,856.9460578
1999-12-02,859.3273207
1999-12-03,874.3574209
1999-12-06,865.2708592
1999-12-07,854.4928755
1999-12-08,850.4587268
1999-12-09,851.1710943
1999-12-10,854.2382304
1999-12-13,850.6019606
1999-12-14,845.664401
1999-12-15,849.9991191
1999-12-16,849.1621714
1999-12-17,848.7255608
1999-12-20,846.5139697
1999-12-21,850.1731138
1999-12-22,852.181119
1999-12-23,866.0783699
1999-12-24,866.0783699
1999-12-27,860.991147
1999-12-28,865.0236697
1999-12-29,867.797894
1999-12-30,870.0966453
1999-12-31,871.7206298
2000-01-03,858.4123473
2000-01-04,832.8817377
2000-01-05,839.3492872
2000-01-06,847.5929943
2000-01-07,869.3262967
2000-01-10,869.8804772
2000-01-11,861.7092491
2000-01-12,862.808288
2000-01-13,870.9660054
2000-01-14,876.9534517
2000-01-17,876.9534517
2000-01-18,867.674476
2000-01-19,867.0896733
2000-01-20,856.1757919
2000-01-21,851.7924495
2000-01-24,834.8178447
2000-01-25,832.2748567
2000-01-26,836.5456331
2000-01-27,837.8089565
2000-01-28,816.9546572
2000-01-31,833.6233479
2000-02-01,839.4415778
2000-02-02,837.0912139
2000-02-03,840.5517333
2000-02-04,837.1493226
2000-02-07,832.7476262
2000-02-08,835.7418514
2000-02-09,819.6638506
2000-02-10,814.3472593
2000-02-11,801.860917
2000-02-14,802.9018416
2000-02-15,811.8316601
2000-02-16,804.1161038
2000-02-17,799.6348236
2000-02-18,778.7691236
2000-02-21,778.7691236
2000-02-22,784.3898915
2000-02-23,777.9959873
2000-02-24,767.8886488
2000-02-25,758.5739001
2000-02-28,769.4945353
2000-02-29,777.3698048
2000-03-01,782.6291644
2000-03-02,784.6008044
2000-03-03,796.3424457
2000-03-06,783.6386152
2000-03-07,765.1076099
2000-03-08,768.7058271
2000-03-09,779.7408756
2000-03-10,776.0677565
2000-03-13,776.1714906
2000-03-14,765.763758
2000-03-15,794.112693
2000-03-16,835.9623475
2000-03-17,830.8816699
2000-03-20,827.9565147
2000-03-21,845.9538393
2000-03-22,844.5196614
2000-03-23,860.4819793
2000-03-24,859.6403941
2000-03-27,856.5615559
2000-03-28,851.6127168
2000-03-29,855.9419237
2000-03-30,854.4318849
2000-03-31,859.763317
2000-04-03,878.8131572
2000-04-04,872.1322345
2000-04-05,868.8985998
2000-04-06,874.8926288
2000-04-07,871.7138174
2000-04-10,877.3584446
2000-04-11,883.0874019
2000-04-12,880.6193393
2000-04-13,870.1764037
2000-04-14,822.2407724
2000-04-17,837.6875147
2000-04-18,852.4383387
2000-04-19,846.1699207
2000-04-20,854.87026
2000-04-21,854.87026
2000-04-24,861.1983568
2000-04-25,883.1906389
2000-04-26,875.9522288
2000-04-27,870.304878
2000-04-28,862.3251326
2000-05-01,869.8277669
2000-05-02,864.7866098
2000-05-03,846.6776253
2000-05-04,844.9959936
2000-05-05,853.0096567
2000-05-08,857.3930443
2000-05-09,853.6231536
2000-05-10,843.4264288
2000-05-11,857.399843
2000-05-12,864.990762
2000-05-15,882.0188577
2000-05-16,887.0595959
2000-05-17,875.6238694
2000-05-18,876.3325881
2000-05-19,864.2420232
2000-05-22,860.3206417
2000-05-23,854.2742939
2000-05-24,864.9307497
2000-05-25,850.5917376
2000-05-26,847.4224669
2000-05-29,847.4224669
2000-05-30,863.1553393
2000-05-31,863.5410243
2000-06-01,876.0583412
2000-06-02,885.84287
2000-06-05,880.1122369
2000-06-06,874.7883062
2000-06-07,880.057766
2000-06-08,871.644248
2000-06-09,866.4187182
2000-06-12,864.8793484
2000-06-13,870.6031506
2000-06-14,872.2493636
2000-06-15,867.2067686
2000-06-16,849.8426459
2000-06-19,857.4311752
2000-06-20,849.2480701
2000-06-21,848.9926579
2000-06-22,841.4303999
2000-06-23,839.7195412
2000-06-26,843.6829902
2000-06-27,844.2717685
2000-06-28,844.208191
2000-06-29,841.1471316
2000-06-30,833.2381889
2000-07-03,848.4894809
2000-07-04,848.4894809
2000-07-05,845.3745044
2000-07-06,848.4565787
2000-07-07,858.5618829
2000-07-10,860.1001954
2000-07-11,864.7434413
2000-07-12,867.0273273
2000-07-13,867.0462982
2000-07-14,869.3346775
2000-07-17,864.3701724
2000-07-18,859.9462306
2000-07-19,857.7233201
2000-07-20,863.7933674
2000-07-21,858.5234428
2000-07-24,852.9365483
2000-07-25,855.7131369
2000-07-26,841.7469808
2000-07-27,847.2968716
2000-07-28,837.2750089
2000-07-31,839.9210776
2000-08-01,849.009412
2000-08-02,851.5303477
2000-08-03,859.3050356
2000-08-04,867.0861378
2000-08-07,874.4179501
2000-08-08,877.9592155
2000-08-09,872.1798401
2000-08-10,870.1824557
2000-08-11,879.1052825
2000-08-14,887.5289642
2000-08-15,881.3688463
2000-08-16,878.2227532
2000-08-17,881.7251629
2000-08-18,879.7468707
2000-08-21,882.0257986
2000-08-22,883.3282234
2000-08-23,881.9108289
2000-08-24,881.9876711
2000-08-25,881.4380011
2000-08-28,885.4705817
2000-08-29,881.1917672
2000-08-30,878.0126003
2000-08-31,883.6478994
2000-09-01,885.497806
2000-09-04,885.497806
2000-09-05,888.3189828
2000-09-06,888.7448893
2000-09-07,888.4111689
2000-09-08,891.2404528
2000-09-11,895.3100985
2000-09-12,893.5129644
2000-09-13,892.5444161
2000-09-14,887.7361676
2000-09-15,880.4753763
2000-09-18,867.5513582
2000-09-19,867.5578175
2000-09-20,858.0204401
2000-09-21,859.1791449
2000-09-22,866.0875772
2000-09-25,863.9603205
2000-09-26,858.8980626
2000-09-27,861.1854761
2000-09-28,879.5648404
2000-09-29,872.8577906
2000-10-02,876.9449732
2000-10-03,875.6850866
2000-10-04,877.071087
2000-10-05,877.0419607
2000-10-06,862.9862464
2000-10-09,859.5523962
2000-10-10,853.4592705
2000-10-11,841.4718181
2000-10-12,819.2528855
2000-10-13,834.6327251
2000-10-16,836.3027172
2000-10-17,824.1470264
2000-10-18,821.8610627
2000-10-19,840.6109321
2000-10-20,841.2801616
2000-10-23,842.4317957
2000-10-24,851.8093204
2000-10-25,842.5213025
2000-10-26,840.7689908
2000-10-27,854.7817611
2000-10-30,879.4927884
2000-10-31,889.5507527
2000-11-01,885.9423188
2000-11-02,886.4173472
2000-11-03,882.2810571
2000-11-06,890.1075449
2000-11-07,887.3605162
2000-11-08,885.1767956
2000-11-09,882.6601415
2000-11-10,868.8170513
2000-11-13,864.2415374
2000-11-14,872.160101
2000-11-15,873.9579748
2000-11-16,870.2518288
2000-11-17,865.3099469
2000-11-20,853.1318772
2000-11-21,855.9721129
2000-11-22,845.2611429
2000-11-23,845.2611429
2000-11-24,851.3514373
2000-11-27,856.0417701
2000-11-28,856.1033016
2000-11-29,864.8893373
2000-11-30,852.8940834
2000-12-01,854.9194576
2000-12-04,860.7479563
2000-12-05,884.2900423
2000-12-06,869.1046814
2000-12-07,864.0245885
2000-12-08,877.537191
2000-12-11,883.9672617
2000-12-12,887.8984255
2000-12-13,885.858659
2000-12-14,874.6361399
2000-12-15,857.8292091
2000-12-18,870.44186
2000-12-19,865.1184892
2000-12-20,843.6106475
2000-12-21,851.1457347
2000-12-22,865.3608383
2000-12-25,865.3608383
2000-12-26,872.8944535
2000-12-27,883.0647013
2000-12-28,886.0502928
2000-12-29,880.2461323
2001-01-01,880.2461323
2001-01-02,870.6993048
2001-01-03,907.1615582
2001-01-04,906.9965184
2001-01-05,885.8192796
2001-01-08,885.2132066
2001-01-09,889.1011148
2001-01-10,897.1437657
