Date,JAPAN HIGH DIVIDEND YIELD
1999-04-08,1067.5682833597582
1999-04-09,1056.0337505381901
1999-04-12,1050.6005432032157
1999-04-13,1064.070448194032
1999-04-14,1097.2269621985379
1999-04-15,1097.0209787739257
1999-04-16,1127.9488906479294
1999-04-19,1136.9021962753984
1999-04-20,1133.7865112269565
1999-04-21,1101.8476173878287
1999-04-22,1087.0476455093108
1999-04-23,1101.0622027991676
1999-04-26,1097.763874207106
1999-04-27,1094.1398587272424
1999-04-28,1095.9729111472893
1999-04-29,1096.2489169171479
1999-04-30,1082.478626775395
1999-05-03,1075.6300627267017
1999-05-04,1068.4698692222362
1999-05-05,1067.410667369228
1999-05-06,1111.6979728853364
1999-05-07,1106.5739341149383
1999-05-10,1111.5000400947267
1999-05-11,1091.0803993055583
1999-05-12,1089.8044144090136
1999-05-13,1076.2594129808588
1999-05-14,1064.0321679927426
1999-05-17,1034.1529170752767
1999-05-18,1030.240972824935
1999-05-19,1007.5378945424557
1999-05-20,1009.4419697663544
1999-05-21,1019.6531117133685
1999-05-24,1022.705132185961
1999-05-25,1028.4336584618316
1999-05-26,1040.468071905619
1999-05-27,1038.8661993333405
1999-05-28,1033.8458331071279
1999-05-31,1033.7014781814264
1999-06-01,1052.1060333271064
1999-06-02,1052.2196423959474
1999-06-03,1038.0858941839704
1999-06-04,1035.0307652708032
1999-06-07,1047.4786527160327
1999-06-08,1066.1526798581233
1999-06-09,1077.7562599027096
1999-06-10,1101.685183872511
1999-06-11,1107.6225548921966
1999-06-14,1079.6424085101398
1999-06-15,1083.205883707682
1999-06-16,1082.2129704545616
1999-06-17,1097.1282826272395
1999-06-18,1080.7761193879142
1999-06-21,1072.192056054746
1999-06-22,1077.7440531065176
1999-06-23,1061.1525731906108
1999-06-24,1063.8749610263528
1999-06-25,1064.634985218114
1999-06-28,1069.2412639454597
1999-06-29,1075.1260120427792
1999-06-30,1055.5362795971423
1999-07-01,1068.5648502727477
1999-07-02,1065.9844180284617
1999-07-05,1061.735656152995
1999-07-06,1062.2587861347029
1999-07-07,1065.4442323515225
1999-07-08,1061.8856351239858
1999-07-09,1064.381750302407
1999-07-12,1069.4280296935315
1999-07-13,1075.5670059881836
1999-07-14,1083.4426201011056
1999-07-15,1078.1763817364033
1999-07-16,1066.6246994719893
1999-07-19,1093.114144206011
1999-07-20,1091.7858818167554
1999-07-21,1106.7974157188687
1999-07-22,1095.1940134559156
1999-07-23,1095.1534151515016
1999-07-26,1085.2895798147538
1999-07-27,1081.1908524932321
1999-07-28,1083.694729567551
1999-07-29,1098.7027790603897
1999-07-30,1121.5645734648608
1999-08-02,1120.7201132565353
1999-08-03,1125.8780331386404
1999-08-04,1124.2826162527356
1999-08-05,1119.8812944613676
1999-08-06,1099.5606760021024
1999-08-09,1095.3449260016412
1999-08-10,1106.5582282335654
1999-08-11,1095.8384324697727
1999-08-12,1104.1377888244508
1999-08-13,1097.2945144233809
1999-08-16,1121.458118579131
1999-08-17,1125.8275626374273
1999-08-18,1134.5388473807225
1999-08-19,1145.5960314671527
1999-08-20,1158.7550369587489
1999-08-23,1171.3242170820542
1999-08-24,1159.7196510750741
1999-08-25,1149.1038390526785
1999-08-26,1129.9132006086295
1999-08-27,1122.6589600826082
1999-08-30,1138.74226646743
1999-08-31,1129.5030546288654
1999-09-01,1165.85481658638
1999-09-02,1158.3701188853056
1999-09-03,1146.0550642307783
1999-09-06,1144.1816591571321
1999-09-07,1119.6586431245544
1999-09-08,1102.2317543254362
1999-09-09,1128.1870625167312
1999-09-10,1119.7880802502357
1999-09-13,1145.3594318273124
1999-09-14,1141.9426239037264
1999-09-15,1153.4912192662498
1999-09-16,1132.310596710102
1999-09-17,1111.4356810390987
1999-09-20,1115.7840192578815
1999-09-21,1160.4424818262792
1999-09-22,1145.0250384575957
1999-09-23,1142.9886066933711
1999-09-24,1116.5272177540373
1999-09-27,1099.1476729935491
1999-09-28,1123.330570323907
1999-09-29,1116.0130184178902
1999-09-30,1146.1605917190386
1999-10-01,1149.3139097338003
1999-10-04,1138.338285332758
1999-10-05,1123.2434765329342
1999-10-06,1108.5808529580847
1999-10-07,1104.2860209479536
1999-10-08,1105.0432800403569
1999-10-11,1111.928768737727
1999-10-12,1103.6037781377358
1999-10-13,1079.4386634129096
1999-10-14,1073.3358771875837
1999-10-15,1078.8365299309264
1999-10-18,1086.2048536502152
1999-10-19,1103.2755252140223
1999-10-20,1106.5920011011897
1999-10-21,1092.3828999000386
1999-10-22,1091.714095286857
1999-10-25,1104.6168664205916
1999-10-26,1105.757525642097
1999-10-27,1106.0115941496188
1999-10-28,1090.3560026726386
1999-10-29,1118.8414484071304
1999-11-01,1118.629555729612
1999-11-02,1126.377964993626
1999-11-03,1116.5651892346127
1999-11-04,1128.2313986772886
1999-11-05,1095.589224411156
1999-11-08,1068.6391701070618
1999-11-09,1065.8419509848468
1999-11-10,1078.4740517251862
1999-11-11,1057.2547215427667
1999-11-12,1063.2746826755135
1999-11-15,1073.9293122603917
1999-11-16,1050.2083243096563
1999-11-17,1090.9567449975157
1999-11-18,1100.2076463396452
1999-11-19,1102.4504124847824
1999-11-22,1091.6518777969607
1999-11-23,1098.4131171015413
1999-11-24,1073.0742195307303
1999-11-25,1059.5889737978066
1999-11-26,1091.4212653689847
1999-11-29,1110.5943388303729
1999-11-30,1098.938288532711
1999-12-01,1106.6387547649763
1999-12-02,1121.7514329084236
1999-12-03,1107.9676205499204
1999-12-06,1098.0594610957153
1999-12-07,1101.7121756949243
1999-12-08,1081.2131760493658
1999-12-09,1079.8409624322796
1999-12-10,1086.7367608323175
1999-12-13,1063.880108638593
1999-12-14,1063.1402693726861
1999-12-15,1063.5167761758792
1999-12-16,1063.6943679387844
1999-12-17,1056.91799153541
1999-12-20,1055.604934238334
1999-12-21,1060.0417981520543
1999-12-22,1064.32301698636
1999-12-23,1061.6575056002716
1999-12-24,1047.779075494595
1999-12-27,1054.1738184015921
1999-12-28,1041.1604941729706
1999-12-29,1035.9072782420242
1999-12-30,1030.322426575372
1999-12-31,1030.322426575372
2000-01-03,1039.6160486210786
2000-01-04,1028.909741066555
2000-01-05,1027.185444507575
2000-01-06,1005.1035074858098
2000-01-07,1021.0640255211022
2000-01-10,1021.984732487307
2000-01-11,1027.3422746289546
2000-01-12,1020.9214639687634
2000-01-13,1044.178208636668
2000-01-14,1072.1426848925653
2000-01-17,1102.7545139949102
2000-01-18,1100.6382050776838
2000-01-19,1096.5573844782841
2000-01-20,1101.4820958762282
2000-01-21,1098.6188328309638
2000-01-24,1096.980112971955
2000-01-25,1078.3213431730064
2000-01-26,1078.6800630739158
2000-01-27,1076.979397649379
2000-01-28,1063.0764121299335
2000-01-31,1072.3636224450408
2000-02-01,1050.8589452660683
2000-02-02,1049.318454990081
2000-02-03,1052.3632558929396
2000-02-04,1050.4263045923626
2000-02-07,1034.9874333478067
2000-02-08,1022.5832992453435
2000-02-09,1019.1299748757054
2000-02-10,1004.466999267149
2000-02-11,1000.7780051000751
2000-02-14,994.2802551275017
2000-02-15,975.6783726131887
2000-02-16,972.7017884625255
2000-02-17,979.3081954816452
2000-02-18,959.4706250614356
2000-02-21,934.1876009614331
2000-02-22,939.2271225757735
2000-02-23,954.6401725732898
2000-02-24,957.8199885514589
2000-02-25,967.3102221420462
2000-02-28,975.6957274998484
2000-02-29,966.3968181250787
2000-03-01,990.9814764660318
2000-03-02,988.8691050665096
2000-03-03,992.9480857007841
2000-03-06,1000.794040641915
2000-03-07,1023.7499954643757
2000-03-08,1006.831392515172
2000-03-09,1007.8784206468791
2000-03-10,1022.6322640710067
2000-03-13,1026.5318162202077
2000-03-14,1025.7062463348561
2000-03-15,1009.5893453036621
2000-03-16,1020.0263280266549
2000-03-17,1025.1603837602192
2000-03-20,1020.5436273291557
2000-03-21,1010.3773966841378
2000-03-22,997.873088282576
2000-03-23,1001.6015440344469
2000-03-24,1021.2683231060337
2000-03-27,1048.7444213803637
2000-03-28,1057.207410990734
2000-03-29,1078.4325462631598
2000-03-30,1060.710317274554
2000-03-31,1094.1693436410849
2000-04-03,1100.6863572336883
2000-04-04,1104.0950169599555
2000-04-05,1117.7273248283145
2000-04-06,1114.160309295592
2000-04-07,1107.2794119386522
2000-04-10,1091.2526146411467
2000-04-11,1077.9579076287218
2000-04-12,1104.6481046565898
2000-04-13,1107.7662831307032
2000-04-14,1119.628712409326
2000-04-17,1105.4899758953559
2000-04-18,1112.9085483316626
2000-04-19,1103.235534699617
2000-04-20,1089.5991939410364
2000-04-21,1069.021908689295
2000-04-24,1108.7162606500085
2000-04-25,1108.4071394997047
2000-04-26,1097.9622992760485
2000-04-27,1088.3042670075642
2000-04-28,1074.9440729548915
2000-05-01,1080.4551163836038
2000-05-02,1088.5008980202063
2000-05-03,1086.7044448808522
2000-05-04,1096.8619710418782
2000-05-05,1091.3072168033716
2000-05-08,1098.8672466722871
2000-05-09,1096.5491301419313
2000-05-10,1095.1188243683803
2000-05-11,1096.1693714521095
2000-05-12,1113.6112862045275
2000-05-15,1111.6174918550473
2000-05-16,1111.3687017408172
2000-05-17,1106.2746881321946
2000-05-18,1108.4918885756854
2000-05-19,1136.4412727357533
2000-05-22,1125.4627627089944
2000-05-23,1141.978684924009
2000-05-24,1135.3267210155923
2000-05-25,1130.8791759762555
2000-05-26,1124.4944336243675
2000-05-29,1132.190382141778
2000-05-30,1129.6819892629499
2000-05-31,1102.3274760320708
2000-06-01,1106.8928026045867
2000-06-02,1099.33362202942
2000-06-05,1112.0948522067522
2000-06-06,1135.2824635548398
2000-06-07,1147.170026111965
2000-06-08,1149.6182590573076
2000-06-09,1151.7934549271397
2000-06-12,1160.651615064241
2000-06-13,1162.7601124966316
2000-06-14,1149.187942344917
2000-06-15,1135.51408510844
2000-06-16,1146.201952499285
2000-06-19,1162.15867336388
2000-06-20,1176.1387289637632
2000-06-21,1185.1400204243166
2000-06-22,1185.2327064545248
2000-06-23,1187.0843878806331
2000-06-26,1170.6752710139046
2000-06-27,1194.6318456607821
2000-06-28,1200.9718848527107
2000-06-29,1212.3500210006014
2000-06-30,1208.1568240298748
2000-07-03,1220.7893959453859
2000-07-04,1213.30039183803
2000-07-05,1195.5429014508743
2000-07-06,1198.2889516362422
2000-07-07,1193.8605082644099
2000-07-10,1211.4287589814508
2000-07-11,1211.9592650048398
2000-07-12,1201.895033482831
2000-07-13,1179.7279055001015
2000-07-14,1180.6479715090811
2000-07-17,1168.9968236600994
2000-07-18,1153.5432604709952
2000-07-19,1156.4349404251082
2000-07-20,1155.6865080487237
2000-07-21,1132.9698902783127
2000-07-24,1134.1937540731367
2000-07-25,1131.8881801360167
2000-07-26,1124.6106711933887
2000-07-27,1114.4324722049396
2000-07-28,1103.4967765234233
2000-07-31,1099.4419127692627
2000-08-01,1109.2179594406991
2000-08-02,1111.2672202073572
2000-08-03,1110.3332874462308
2000-08-04,1114.7849905761766
2000-08-07,1129.2390128835914
