Date,PACIFIC ex JP MINIMUM VOLATILITY (JPY)
1997-03-25,1121.33239992
1997-03-26,1118.67003497
1997-03-27,1118.60729062
1997-03-28,1117.86161548
1997-03-31,1118.40537653
1997-04-01,1099.56441921
1997-04-02,1102.29942655
1997-04-03,1091.4376229
1997-04-04,1095.85070691
1997-04-07,1095.45781267
1997-04-08,1106.22146835
1997-04-09,1111.9561813
1997-04-10,1105.98703979
1997-04-11,1106.17242092
1997-04-14,1089.28484226
1997-04-15,1088.94509089
1997-04-16,1097.26222518
1997-04-17,1102.44191577
1997-04-18,1107.56901307
1997-04-21,1114.62956542
1997-04-22,1112.68356184
1997-04-23,1114.19595687
1997-04-24,1109.14663621
1997-04-25,1106.27794222
1997-04-28,1098.23128086
1997-04-29,1100.48855949
1997-04-30,1114.5026646
1997-05-01,1117.44143843
1997-05-02,1123.14525074
1997-05-05,1124.80352838
1997-05-06,1133.69107559
1997-05-07,1139.52639616
1997-05-08,1140.52836023
1997-05-09,1147.65226254
1997-05-12,1151.63290125
1997-05-13,1150.7142013
1997-05-14,1153.13653519
1997-05-15,1148.20475377
1997-05-16,1145.57285746
1997-05-19,1137.98672737
1997-05-20,1142.09276981
1997-05-21,1148.18061457
1997-05-22,1151.7431352
1997-05-23,1147.80833485
1997-05-26,1156.74168503
1997-05-27,1155.10507993
1997-05-28,1158.35357099
1997-05-29,1161.67309327
1997-05-30,1169.85037276
1997-06-02,1184.14263118
1997-06-03,1182.00138359
1997-06-04,1182.9501009
1997-06-05,1181.57252869
1997-06-06,1182.87412832
1997-06-09,1182.66850539
1997-06-10,1178.86910672
1997-06-11,1179.612199
1997-06-12,1166.05677762
1997-06-13,1165.91170595
1997-06-16,1175.00697913
1997-06-17,1181.49810405
1997-06-18,1185.98940126
1997-06-19,1199.82142889
1997-06-20,1217.50690709
1997-06-23,1219.19238095
1997-06-24,1214.23709755
1997-06-25,1215.49559195
1997-06-26,1220.3745372
1997-06-27,1217.7004115
1997-06-30,1229.81424078
1997-07-01,1232.91208248
1997-07-02,1239.36011485
1997-07-03,1237.38720408
1997-07-04,1224.77144417
1997-07-07,1218.67550142
1997-07-08,1218.05073976
1997-07-09,1205.81623834
1997-07-10,1198.6051573
1997-07-11,1204.88256555
1997-07-14,1194.99379751
1997-07-15,1193.41933128
1997-07-16,1189.9296201
1997-07-17,1195.29543039
1997-07-18,1193.62421031
1997-07-21,1199.93655885
1997-07-22,1196.03287983
1997-07-23,1208.08340021
1997-07-24,1207.43048915
1997-07-25,1205.52135352
1997-07-28,1210.14462197
1997-07-29,1221.90593218
1997-07-30,1221.12991144
1997-07-31,1223.87675613
1997-08-01,1213.40106052
1997-08-04,1205.15468094
1997-08-05,1188.16455744
1997-08-06,1189.87217433
1997-08-07,1182.42691007
1997-08-08,1176.05999679
1997-08-11,1155.08900988
1997-08-12,1147.41914297
1997-08-13,1150.39745776
1997-08-14,1150.17265662
1997-08-15,1147.62576752
1997-08-18,1133.1295115
1997-08-19,1127.42757925
1997-08-20,1153.87483792
1997-08-21,1150.93535535
1997-08-22,1142.54667595
1997-08-25,1142.13393546
1997-08-26,1131.5899756
1997-08-27,1119.64031034
1997-08-28,1087.99636956
1997-08-29,1057.78678207
1997-09-01,1034.62202834
1997-09-02,1032.28997166
1997-09-03,1055.77231296
1997-09-04,1044.80882763
1997-09-05,1086.61873074
1997-09-08,1116.0993194
1997-09-09,1126.72549819
1997-09-10,1110.8431596
1997-09-11,1088.28154888
1997-09-12,1092.64723433
1997-09-15,1100.68892759
1997-09-16,1090.45097484
1997-09-17,1092.75470344
1997-09-18,1090.50056016
1997-09-19,1096.23676949
1997-09-22,1084.35147334
1997-09-23,1096.75956478
1997-09-24,1099.30279918
1997-09-25,1111.69078363
1997-09-26,1108.55892676
1997-09-29,1104.57162993
1997-09-30,1110.2096514
1997-10-01,1105.20504859
1997-10-02,1109.18546384
1997-10-03,1103.15825178
1997-10-06,1090.7857076
1997-10-07,1092.48097962
1997-10-08,1107.1506553
1997-10-09,1097.95873608
1997-10-10,1101.00722508
1997-10-13,1087.42961761
1997-10-14,1082.81324468
1997-10-15,1065.71235708
1997-10-16,1068.93381213
1997-10-17,1060.98494516
1997-10-20,1035.10058051
1997-10-21,1021.42202013
1997-10-22,997.46069108
1997-10-23,947.24358662
1997-10-24,948.98856168
1997-10-27,924.17549593
1997-10-28,853.4001081
1997-10-29,937.24374883
1997-10-30,921.56350911
1997-10-31,946.21130837
1997-11-03,993.35044839
1997-11-04,987.85815688
1997-11-05,986.25390499
1997-11-06,977.4106162
1997-11-07,953.0932192
1997-11-10,942.29634696
1997-11-11,943.97189399
1997-11-12,926.94767203
1997-11-13,931.06779086
1997-11-14,934.13085822
1997-11-17,944.63132248
1997-11-18,929.5913495
1997-11-19,907.40355403
1997-11-20,889.45868559
1997-11-21,923.84537281
1997-11-24,926.37828795
1997-11-25,904.43032072
1997-11-26,909.02902871
1997-11-27,913.62295085
1997-11-28,911.95683767
1997-12-01,915.85523243
1997-12-02,936.50574311
1997-12-03,940.34043972
1997-12-04,947.66085422
1997-12-05,959.03433494
1997-12-08,984.12426059
1997-12-09,971.71387116
1997-12-10,959.04043609
1997-12-11,916.15165879
1997-12-12,909.17829156
1997-12-15,901.12627773
1997-12-16,887.55558145
1997-12-17,904.40028381
1997-12-18,917.17007839
1997-12-19,900.94639093
1997-12-22,891.54152577
1997-12-23,904.02773622
1997-12-24,899.54286891
1997-12-25,899.54286891
1997-12-26,900.26731373
1997-12-29,907.10112529
1997-12-30,916.26679925
1997-12-31,921.70340227
1998-01-01,921.70340227
1998-01-02,907.24864374
1998-01-05,884.63726985
1998-01-06,868.6589567
1998-01-07,857.31113058
1998-01-08,841.48308771
1998-01-09,823.80983608
1998-01-12,783.35481129
1998-01-13,816.56250765
1998-01-14,854.24383735
1998-01-15,841.14950846
1998-01-16,863.07029652
1998-01-19,893.9930363
1998-01-20,889.49209695
1998-01-21,881.29406546
1998-01-22,859.25169419
1998-01-23,860.68728127
1998-01-26,869.13721906
1998-01-27,875.0518568
1998-01-28,881.74688613
1998-01-29,883.1530228
1998-01-30,893.56061414
1998-02-02,933.04964838
1998-02-03,962.25445488
1998-02-04,947.50059619
1998-02-05,955.34301827
1998-02-06,959.66306369
1998-02-09,971.8644441
1998-02-10,984.7447491
1998-02-11,983.64441704
1998-02-12,964.64567424
1998-02-13,943.36130357
1998-02-16,916.85559842
1998-02-17,940.45018519
1998-02-18,956.64332677
1998-02-19,972.3863956
1998-02-20,965.26350085
1998-02-23,961.43267954
1998-02-24,965.94971301
1998-02-25,974.07152194
1998-02-26,987.51497599
1998-02-27,998.32548896
1998-03-02,998.55931598
1998-03-03,984.39472024
1998-03-04,974.03848759
1998-03-05,949.645509
1998-03-06,952.08913259
1998-03-09,948.05899232
1998-03-10,959.67073697
1998-03-11,965.86596772
1998-03-12,963.45065782
1998-03-13,983.66140809
1998-03-16,979.65003197
1998-03-17,985.97172088
1998-03-18,985.43571213
1998-03-19,996.10258082
1998-03-20,1003.37249796
1998-03-23,1009.24956601
1998-03-24,1009.06714766
1998-03-25,1014.86143058
1998-03-26,1008.02715647
1998-03-27,1005.95785528
1998-03-30,986.3118996
1998-03-31,990.00816178
1998-04-01,981.64263261
1998-04-02,967.13531853
1998-04-03,961.34246646
1998-04-06,969.58910343
1998-04-07,967.36771165
1998-04-08,973.94506694
1998-04-09,981.6111539
1998-04-10,980.9429072
1998-04-13,977.6434101
1998-04-14,973.3626976
1998-04-15,973.15461098
1998-04-16,964.3892697
1998-04-17,958.39129251
1998-04-20,959.25543709
1998-04-21,956.97950374
1998-04-22,956.1442974
1998-04-23,958.78011476
1998-04-24,955.39034124
1998-04-27,936.42762018
1998-04-28,930.17413524
1998-04-29,924.87285203
1998-04-30,927.00102512
1998-05-01,942.37664661
1998-05-04,937.18104989
1998-05-05,922.93572468
1998-05-06,904.44156172
1998-05-07,895.04621929
1998-05-08,897.43828603
1998-05-11,897.96994977
1998-05-12,892.15080492
1998-05-13,870.77624623
1998-05-14,876.466026
1998-05-15,880.40715471
1998-05-18,864.67539166
1998-05-19,863.79087234
1998-05-20,867.14799561
1998-05-21,881.44333714
1998-05-22,882.4770434
1998-05-25,873.49162014
1998-05-26,872.78061926
1998-05-27,851.67092824
1998-05-28,846.09028434
1998-05-29,845.92646149
1998-06-01,819.63814883
1998-06-02,819.88851913
1998-06-03,819.72974822
1998-06-04,810.09399361
1998-06-05,796.26246969
1998-06-08,787.50620334
1998-06-09,781.96243744
1998-06-10,755.51477252
1998-06-11,745.74387556
1998-06-12,749.91960129
1998-06-15,728.16938221
1998-06-16,726.31470312
1998-06-17,759.57989527
1998-06-18,787.07570427
1998-06-19,799.70159633
1998-06-22,776.689174
1998-06-23,774.87544633
1998-06-24,776.01670784
1998-06-25,778.91366294
1998-06-26,778.92085814
1998-06-29,771.70699394
1998-06-30,789.78359098
1998-07-01,798.80098955
1998-07-02,814.66373987
1998-07-03,814.99151816
1998-07-06,813.42810633
1998-07-07,818.7614146
1998-07-08,817.45667306
1998-07-09,810.01938557
1998-07-10,795.47803783
1998-07-13,788.81889535
1998-07-14,804.66466801
1998-07-15,813.81513689
1998-07-16,828.90614113
1998-07-17,831.38024491
1998-07-20,830.73048166
1998-07-21,826.54471058
1998-07-22,810.17209904
1998-07-23,802.83756502
1998-07-24,806.98488008
1998-07-27,790.20725254
1998-07-28,794.28834034
1998-07-29,780.32144198
1998-07-30,786.26508649
1998-07-31,787.4349203
1998-08-03,769.94240776
1998-08-04,777.76405653
1998-08-05,769.45221546
1998-08-06,754.35930627
1998-08-07,745.46818732
1998-08-10,738.54030598
1998-08-11,716.37726805
1998-08-12,719.35236749
1998-08-13,703.31061388
1998-08-14,718.10808734
1998-08-17,708.37701781
1998-08-18,707.69985521
1998-08-19,734.17187764
1998-08-20,739.94920443
1998-08-21,721.40803349
1998-08-24,714.91937748
1998-08-25,721.08466868
1998-08-26,716.90261252
1998-08-27,699.54232565
1998-08-28,688.72214658
1998-08-31,669.57323566
1998-09-01,661.70807644
1998-09-02,684.55720994
1998-09-03,686.05362202
1998-09-04,700.53014722
1998-09-07,742.47075285
1998-09-08,727.24237411
1998-09-09,725.61669968
1998-09-10,729.40026947
1998-09-11,712.8796359
1998-09-14,722.48626576
1998-09-15,732.97692897
1998-09-16,737.40928113
1998-09-17,733.86624307
1998-09-18,723.3779072
1998-09-21,706.99818672
1998-09-22,712.2623659
1998-09-23,714.22526813
1998-09-24,737.88659826
1998-09-25,730.52019953
1998-09-28,740.98968812
1998-09-29,750.52982932
1998-09-30,731.26864245
1998-10-01,729.34776919
1998-10-02,723.10289864
1998-10-05,712.26364558
1998-10-06,708.69156622
1998-10-07,746.56843297
1998-10-08,748.80223679
1998-10-09,754.27264684
1998-10-12,774.45520142
1998-10-13,779.66854804
1998-10-14,766.10938341
1998-10-15,770.66635409
1998-10-16,805.51441231
1998-10-19,801.01955497
1998-10-20,800.71516521
1998-10-21,805.48413511
1998-10-22,802.34994808
1998-10-23,801.31937146
1998-10-26,803.91003976
1998-10-27,810.74293868
1998-10-28,821.17212153
1998-10-29,832.12016308
1998-10-30,839.01487386
1998-11-02,849.84121716
1998-11-03,852.52217507
1998-11-04,857.9284319
1998-11-05,858.43180998
1998-11-06,856.44993199
1998-11-09,842.38640128
1998-11-10,826.82513418
1998-11-11,850.73122124
1998-11-12,842.5317259
1998-11-13,843.32650353
1998-11-16,850.08342412
1998-11-17,842.67295352
1998-11-18,852.37567605
1998-11-19,861.25263902
1998-11-20,862.67505152
1998-11-23,874.77405372
1998-11-24,893.59695586
1998-11-25,889.6217379
1998-11-26,892.14157209
1998-11-27,892.50770395
1998-11-30,879.01632348
1998-12-01,857.15573508
1998-12-02,867.72618659
1998-12-03,854.72201908
1998-12-04,846.54565443
1998-12-07,863.954138
1998-12-08,861.37511889
1998-12-09,859.16072211
1998-12-10,867.46481409
1998-12-11,850.50329677
1998-12-14,835.73089109
1998-12-15,846.56114815
1998-12-16,846.3203824
1998-12-17,861.31222989
1998-12-18,868.07006587
1998-12-21,868.54456518
1998-12-22,872.06796698
1998-12-23,865.11934073
1998-12-24,869.64112498
1998-12-25,869.64112498
1998-12-28,863.65471346
1998-12-29,868.96920269
1998-12-30,869.56641656
1998-12-31,870.63971925
1999-01-01,870.63971925
1999-01-04,873.4137959
1999-01-05,874.64407078
1999-01-06,895.99767424
1999-01-07,922.08339791
1999-01-08,917.89994528
1999-01-11,919.03609752
1999-01-12,916.45531191
1999-01-13,890.84526633
1999-01-14,884.60553772
1999-01-15,890.83741018
1999-01-18,903.30838975
1999-01-19,906.45825017
1999-01-20,911.92186125
1999-01-21,899.50232332
1999-01-22,880.20697123
1999-01-25,862.96752841
1999-01-26,864.59869696
1999-01-27,873.20429055
1999-01-28,864.66761737
1999-01-29,870.78000921
1999-02-01,883.91532886
1999-02-02,882.13343433
1999-02-03,880.82936179
1999-02-04,885.37520208
1999-02-05,880.75991445
1999-02-08,875.95218685
1999-02-09,871.95675276
1999-02-10,849.80219228
1999-02-11,858.7000716
1999-02-12,868.02238062
1999-02-15,862.41614098
1999-02-16,853.60757689
1999-02-17,856.08444247
1999-02-18,854.94680127
1999-02-19,861.80208531
1999-02-22,869.69636794
1999-02-23,871.40551893
1999-02-24,869.22987959
1999-02-25,859.30275684
1999-02-26,857.89238127
1999-03-01,865.9892155
1999-03-02,862.04916509
1999-03-03,865.28957869
1999-03-04,863.01377073
1999-03-05,876.54835835
1999-03-08,884.56939777
1999-03-09,893.25265273
1999-03-10,899.59254611
1999-03-11,897.20511703
1999-03-12,909.82801986
1999-03-15,915.66011745
1999-03-16,911.07343055
1999-03-17,908.35989114
1999-03-18,902.51883929
1999-03-19,913.08016924
1999-03-22,916.86068551
1999-03-23,919.55331732
1999-03-24,908.34705485
1999-03-25,915.25744994
1999-03-26,912.86773856
1999-03-29,907.78736625
1999-03-30,914.5845909
1999-03-31,917.61218083
1999-04-01,925.97575764
1999-04-02,923.22111673
1999-04-05,923.88566709
1999-04-06,929.03315865
1999-04-07,942.07662533
1999-04-08,943.95201962
1999-04-09,957.1715201
1999-04-12,955.0156981
1999-04-13,964.5328318
1999-04-14,968.84547742
1999-04-15,969.77020297
1999-04-16,995.85639258
1999-04-19,1021.72679522
1999-04-20,1004.28369371
1999-04-21,1007.4481041
1999-04-22,1031.90610545
1999-04-23,1035.71385837
1999-04-26,1040.19208023
1999-04-27,1058.50377059
1999-04-28,1043.86559835
1999-04-29,1042.19934397
1999-04-30,1052.00629443
1999-05-03,1048.94614951
1999-05-04,1059.09846679
1999-05-05,1054.77376389
1999-05-06,1066.30277905
1999-05-07,1034.64223554
1999-05-10,1043.56905425
1999-05-11,1044.36832503
1999-05-12,1049.40064533
1999-05-13,1054.16005026
1999-05-14,1048.90491932
1999-05-17,1030.77466894
1999-05-18,1032.34321009
1999-05-19,1016.15247739
1999-05-20,1010.31980076
1999-05-21,1007.30635134
1999-05-24,1009.58072523
1999-05-25,996.90583764
1999-05-26,994.59772025
1999-05-27,990.38209094
1999-05-28,983.79124111
1999-05-31,977.56588121
1999-06-01,980.220064
1999-06-02,984.78042746
1999-06-03,993.19596445
1999-06-04,995.07126516
1999-06-07,1008.67848538
1999-06-08,1020.0495037
1999-06-09,1026.38021369
1999-06-10,1026.62930905
1999-06-11,1027.04779356
1999-06-14,1022.84654168
1999-06-15,1013.0601065
1999-06-16,1021.87856513
1999-06-17,1035.48772715
1999-06-18,1032.7156878
1999-06-21,1041.50542523
1999-06-22,1050.89969401
1999-06-23,1047.99335505
1999-06-24,1041.68025631
1999-06-25,1046.5980012
1999-06-28,1047.32318408
1999-06-29,1041.92770778
1999-06-30,1033.35994131
1999-07-01,1045.89870632
1999-07-02,1066.5163495
1999-07-05,1078.55710129
1999-07-06,1075.53327114
1999-07-07,1063.52303246
1999-07-08,1067.82533306
1999-07-09,1069.74340306
1999-07-12,1064.19525334
1999-07-13,1058.82265322
1999-07-14,1047.13997635
1999-07-15,1057.82599153
1999-07-16,1045.26778628
1999-07-19,1042.09448092
1999-07-20,1054.38628027
1999-07-21,1046.7034611
1999-07-22,1037.68972527
1999-07-23,1029.09954235
1999-07-26,1020.97689522
1999-07-27,1020.31905942
1999-07-28,1033.40571717
1999-07-29,1041.97458288
1999-07-30,1039.67078991
1999-08-02,1037.07025339
1999-08-03,1051.45708587
1999-08-04,1052.40883014
1999-08-05,1040.01809326
1999-08-06,1036.12116063
1999-08-09,1025.95941892
1999-08-10,1008.79070605
1999-08-11,996.47851434
1999-08-12,1007.04866531
1999-08-13,1006.72066918
1999-08-16,1022.83352644
1999-08-17,1010.99175447
1999-08-18,1033.37080703
1999-08-19,1032.30623567
1999-08-20,1034.79952082
1999-08-23,1040.7009413
1999-08-24,1037.17319945
1999-08-25,1032.62189611
1999-08-26,1034.87744336
1999-08-27,1025.73687346
1999-08-30,1026.74042088
1999-08-31,1013.01772694
1999-09-01,1025.01597689
1999-09-02,1028.73117302
1999-09-03,1017.17526712
1999-09-06,1029.94951886
1999-09-07,1036.71210479
1999-09-08,1034.02049932
1999-09-09,1054.06745706
1999-09-10,1051.20684434
1999-09-13,1054.64012076
1999-09-14,1048.77710859
1999-09-15,1027.09508542
1999-09-16,1017.50636083
1999-09-17,1025.66001426
1999-09-20,1020.41950216
1999-09-21,1021.98146914
1999-09-22,1012.69591948
1999-09-23,1014.4947013
1999-09-24,1007.12588666
1999-09-27,1001.89532992
1999-09-28,1007.23402061
1999-09-29,1005.47388981
1999-09-30,999.44142904
1999-10-01,1010.18907679
1999-10-04,1013.00137923
1999-10-05,1026.58508452
1999-10-06,1026.56447165
1999-10-07,1034.00219238
1999-10-08,1029.15624745
1999-10-11,1032.18496443
1999-10-12,1032.6585931
1999-10-13,1017.39004082
1999-10-14,1020.11205601
1999-10-15,1005.39289512
1999-10-18,990.90602601
1999-10-19,982.74626431
1999-10-20,1002.88514283
1999-10-21,1006.73158253
1999-10-22,1017.45192377
1999-10-25,1026.90753221
1999-10-26,1017.42719811
1999-10-27,1001.27345458
1999-10-28,1011.94798354
1999-10-29,1026.51830118
1999-11-01,1032.45816159
1999-11-02,1037.80449952
1999-11-03,1041.80711288
1999-11-04,1042.80018361
1999-11-05,1035.83939881
1999-11-08,1028.36539242
1999-11-09,1031.21784645
1999-11-10,1047.2611665
1999-11-11,1058.51601526
1999-11-12,1072.18005002
1999-11-15,1075.02749073
1999-11-16,1077.61470271
1999-11-17,1077.56582955
1999-11-18,1081.69696831
1999-11-19,1095.21557233
1999-11-22,1096.21868875
1999-11-23,1102.33487057
1999-11-24,1086.09563992
1999-11-25,1084.97671265
1999-11-26,1098.97804568
1999-11-29,1109.33695277
1999-11-30,1097.31623332
1999-12-01,1103.45496059
1999-12-02,1116.47652949
1999-12-03,1122.41321135
1999-12-06,1135.23319732
1999-12-07,1137.64786503
1999-12-08,1147.14821414
1999-12-09,1159.33083388
1999-12-10,1150.37268888
1999-12-13,1148.53658371
1999-12-14,1147.39849572
1999-12-15,1133.07675034
1999-12-16,1141.64135067
1999-12-17,1152.18858497
1999-12-20,1159.46482155
1999-12-21,1155.51203664
1999-12-22,1158.77462736
1999-12-23,1159.59003112
1999-12-24,1169.26821354
1999-12-27,1168.96124993
1999-12-28,1167.97061557
1999-12-29,1166.37523315
1999-12-30,1170.76199787
1999-12-31,1170.76199787
2000-01-03,1183.42729362
2000-01-04,1167.00044276
2000-01-05,1119.46953332
2000-01-06,1097.85919052
2000-01-07,1116.3741564
2000-01-10,1135.87325513
2000-01-11,1155.54903223
2000-01-12,1143.5846753
2000-01-13,1141.97856079
2000-01-14,1153.43715825
2000-01-17,1144.58956356
2000-01-18,1147.31925595
2000-01-19,1122.15875433
2000-01-20,1140.9342896
2000-01-21,1121.27385978
2000-01-24,1108.50354192
2000-01-25,1101.22927648
2000-01-26,1105.93694224
2000-01-27,1122.44371595
2000-01-28,1110.58470188
2000-01-31,1097.65544946
2000-02-01,1094.31870893
2000-02-02,1117.34116781
2000-02-03,1116.17540236
2000-02-04,1108.10999758
2000-02-07,1111.30790307
2000-02-08,1099.4908983
2000-02-09,1109.83523719
2000-02-10,1116.6373405
2000-02-11,1123.65635756
2000-02-14,1109.27411583
2000-02-15,1101.37971495
2000-02-16,1111.24337212
2000-02-17,1115.59168015
2000-02-18,1089.21914802
2000-02-21,1081.16738291
2000-02-22,1074.7033373
2000-02-23,1084.90033941
2000-02-24,1090.16539158
2000-02-25,1091.65217439
2000-02-28,1074.05459167
2000-02-29,1086.03244417
2000-03-01,1085.21808847
2000-03-02,1087.68539768
2000-03-03,1095.69164333
2000-03-06,1097.81578455
2000-03-07,1105.88604144
2000-03-08,1111.22118044
2000-03-09,1107.83737505
2000-03-10,1110.59297589
2000-03-13,1097.65520988
2000-03-14,1082.88549736
2000-03-15,1074.11886484
2000-03-16,1067.33830191
2000-03-17,1092.8473759
2000-03-20,1091.17957118
2000-03-21,1096.51610839
2000-03-22,1109.33337998
2000-03-23,1107.40741605
2000-03-24,1113.48546594
2000-03-27,1122.41279963
2000-03-28,1125.45260173
2000-03-29,1122.3621476
2000-03-30,1111.58148907
2000-03-31,1096.79477762
2000-04-03,1094.79565686
2000-04-04,1095.07471483
2000-04-05,1089.56147714
2000-04-06,1092.87797406
2000-04-07,1100.25089062
2000-04-10,1103.83862961
2000-04-11,1095.09225251
2000-04-12,1098.48992901
2000-04-13,1085.64243033
2000-04-14,1087.07435608
2000-04-17,1013.46074289
2000-04-18,1044.80328459
2000-04-19,1068.33067412
2000-04-20,1073.50464006
2000-04-21,1073.50464006
2000-04-24,1072.36532847
2000-04-25,1079.34549117
2000-04-26,1080.32744489
2000-04-27,1081.44087971
2000-04-28,1086.42314418
2000-05-01,1082.0367779
2000-05-02,1089.08241033
2000-05-03,1087.26572771
2000-05-04,1073.84682789
2000-05-05,1082.14247649
2000-05-08,1067.54382728
2000-05-09,1057.09906554
2000-05-10,1041.63398154
2000-05-11,1030.10261664
2000-05-12,1048.81125112
2000-05-15,1038.71221562
2000-05-16,1055.42567914
2000-05-17,1037.1220926
2000-05-18,1020.29651435
2000-05-19,1024.56218781
2000-05-22,1009.72685558
2000-05-23,1017.21351884
2000-05-24,1004.14915658
2000-05-25,998.30191112
2000-05-26,988.29056862
2000-05-29,993.24232805
2000-05-30,993.29108722
2000-05-31,1002.62792439
2000-06-01,1016.44930187
2000-06-02,1040.42383113
2000-06-05,1057.35742592
2000-06-06,1070.67219299
2000-06-07,1071.53252629
2000-06-08,1071.56850651
2000-06-09,1078.15374782
2000-06-12,1082.50341235
2000-06-13,1076.28551063
2000-06-14,1085.44429075
2000-06-15,1087.481238
2000-06-16,1099.63401085
2000-06-19,1089.95739499
2000-06-20,1087.25004946
2000-06-21,1093.2846098
2000-06-22,1090.3939077
2000-06-23,1087.12306148
2000-06-26,1091.00553779
2000-06-27,1099.85117686
2000-06-28,1106.88210047
2000-06-29,1108.09562555
2000-06-30,1119.54193368
2000-07-03,1119.91922637
2000-07-04,1117.76762933
2000-07-05,1119.98076671
2000-07-06,1115.53271541
2000-07-07,1115.20463566
2000-07-10,1127.00357967
2000-07-11,1124.68045037
2000-07-12,1129.98571584
2000-07-13,1116.26797703
2000-07-14,1114.29075936
2000-07-17,1119.30821336
2000-07-18,1113.73948025
2000-07-19,1121.22144778
2000-07-20,1126.73220767
