Date,WORLD ex USA VALUE
1991-07-31,1683.0986
1991-08-30,1650.23561
1991-09-30,1746.68233
1991-10-31,1748.27732
1991-11-29,1649.33929
1991-12-31,1730.60371
1992-01-31,1717.76805
1992-02-28,1664.06685
1992-03-31,1555.5819
1992-04-30,1602.04072
1992-05-29,1694.37208
1992-06-30,1612.97563
1992-07-31,1561.04175
1992-08-31,1630.91117
1992-09-30,1595.38569
1992-10-30,1515.57098
1992-11-30,1518.41702
1992-12-31,1532.91023
1993-01-29,1544.85252
1993-02-26,1596.54843
1993-03-31,1757.96655
1993-04-30,1942.77999
1993-05-31,1969.36681
1993-06-30,1928.2766
1993-07-30,2003.41578
1993-08-31,2113.17049
1993-09-30,2068.01185
1993-10-29,2133.25206
1993-11-30,1973.01082
1993-12-31,2133.69641
1994-01-31,2330.03093
1994-02-28,2330.34271
1994-03-31,2242.27183
1994-04-29,2335.74473
1994-05-31,2337.80907
1994-06-30,2376.54356
1994-07-29,2403.49776
1994-08-31,2466.30619
1994-09-30,2397.10494
1994-10-31,2486.08369
1994-11-30,2360.08475
1994-12-30,2358.76338
1995-01-31,2267.76187
1995-02-28,2260.19247
1995-03-31,2397.31879
1995-04-28,2472.64759
1995-05-31,2446.31832
1995-06-30,2413.65672
1995-07-31,2555.62535
1995-08-31,2472.29345
1995-09-29,2512.73915
1995-10-31,2448.16945
1995-11-30,2517.18153
1995-12-29,2630.43982
1996-01-31,2653.12942
1996-02-29,2659.99754
1996-03-29,2711.23141
1996-04-30,2803.03074
1996-05-31,2760.97572
1996-06-28,2787.3388
1996-07-31,2716.13712
1996-08-30,2728.79429
1996-09-30,2800.40502
1996-10-31,2776.75354
1996-11-29,2915.09289
1996-12-31,2887.40503
1997-01-31,2818.5272958082537
1997-02-28,2867.522997866252
1997-03-31,2864.3795575405934
1997-04-30,2868.609882130846
1997-05-30,3072.731628388012
1997-06-30,3227.0938469619427
1997-07-31,3261.439872172465
1997-08-29,3027.761283760812
1997-09-30,3163.7477207468773
1997-10-31,2982.487431845388
1997-11-28,2922.7504548991606
1997-12-31,2938.4764311945555
1998-01-30,3069.1037011259914
1998-02-27,3260.958738778152
1998-03-31,3422.485019742193
1998-04-30,3443.2353276299577
1998-05-29,3427.257455205105
1998-06-30,3425.0741307151216
1998-07-31,3462.3785375293673
1998-08-31,2962.2593727522712
1998-09-30,2879.980794970243
1998-10-30,3183.9921947634607
1998-11-30,3349.6261069934853
1998-12-31,3416.0631451776662
1999-01-29,3382.3217258957143
1999-02-26,3328.05497480762
1999-03-31,3556.4040960567118
1999-04-30,3811.7253958144315
1999-05-31,3586.2576168771293
1999-06-30,3724.6615143486365
1999-07-30,3864.648481481419
1999-08-31,3873.9772388300707
1999-09-30,3887.9675494376806
1999-10-29,3972.132025706947
1999-11-30,3958.535044448286
1999-12-31,4219.971302282779
2000-01-31,3928.6538819611483
2000-02-29,3906.4788605146077
2000-03-31,4143.2185509672145
2000-04-28,3992.679510303407
2000-05-31,4043.768748113188
2000-06-30,4213.1119494868535
2000-07-31,4122.915056090618
2000-08-31,4164.747663982741
2000-09-29,4046.921066068854
2000-10-31,4045.6313408471265
2000-11-30,3925.1502688670976
2000-12-29,4138.84000152867
2001-01-01,4138.84000152867
2001-01-02,4132.2748148306955
2001-01-03,4109.671783936478
2001-01-04,4144.038770340632
2001-01-05,4164.56384549069
2001-01-08,4150.809174453188
2001-01-09,4087.7981201561224
2001-01-10,4053.4321568147025
2001-01-11,4063.7861485407984
2001-01-12,4053.781013155316
2001-01-15,4040.8737351340815
2001-01-16,4032.8349591600295
2001-01-17,4060.6119859982605
2001-01-18,4089.3831459803873
2001-01-19,4058.985666203083
2001-01-22,4074.83642156109
2001-01-23,4087.3033464649634
2001-01-24,4062.517510707023
2001-01-25,4079.0651837983596
2001-01-26,4081.118729947198
2001-01-29,4094.8559211434413
2001-01-30,4124.681454043107
2001-01-31,4142.235037829992
2001-02-01,4160.574936928261
2001-02-02,4122.817516971328
2001-02-05,4129.289300971383
2001-02-06,4116.427276007845
2001-02-07,4091.0557488414097
2001-02-08,4043.7317191931947
2001-02-09,4037.7389385686497
2001-02-12,4070.6714913452533
2001-02-13,4056.2029311109777
2001-02-14,4046.8857701063766
2001-02-15,4028.5301556133377
2001-02-16,4008.8371651102684
2001-02-19,4004.475963636455
2001-02-20,3963.8384708549966
2001-02-21,3930.902664973724
2001-02-22,3926.601864161264
2001-02-23,3908.570401318451
2001-02-26,3934.9618451569777
2001-02-27,3956.1401050540967
2001-02-28,3943.2447773869394
2001-03-01,3947.016258224921
2001-03-02,3924.3635126164486
2001-03-05,3934.5170083077496
2001-03-06,3989.662831521673
2001-03-07,3989.640154493324
2001-03-08,4004.899457203609
2001-03-09,3978.2200076496233
2001-03-12,3894.137684390949
2001-03-13,3807.706009075259
2001-03-14,3728.3721619219964
2001-03-15,3759.213511373417
2001-03-16,3666.484929640838
2001-03-19,3658.432118182743
2001-03-20,3697.358595859186
2001-03-21,3675.077864325818
2001-03-22,3510.713077059802
2001-03-23,3579.519312539256
2001-03-26,3695.972492399372
2001-03-27,3765.264211781668
2001-03-28,3727.653676313343
2001-03-29,3688.5632027435045
2001-03-30,3694.1461069261527
2001-04-02,3670.867153949107
2001-04-03,3636.5389671466546
2001-04-04,3704.9321854364175
2001-04-05,3745.6905852949844
2001-04-06,3755.484786036602
2001-04-09,3770.6698325746347
2001-04-10,3796.157620688528
2001-04-11,3803.0828005018425
2001-04-12,3841.2931081220386
2001-04-13,3838.681728827453
2001-04-16,3809.5144078031103
2001-04-17,3793.723004680281
2001-04-18,3848.812684705199
2001-04-19,3910.9420162165197
2001-04-20,3916.9491196740596
2001-04-23,3898.300512336702
2001-04-24,3899.5596001658787
2001-04-25,3911.726719131146
2001-04-26,3943.862704628769
2001-04-27,3952.7902852673733
2001-04-30,3952.1685303900513
2001-05-01,3995.4602194119357
2001-05-02,3987.675217435693
2001-05-03,3949.5260965386938
2001-05-04,3974.4378312885556
2001-05-07,3987.8993109181597
2001-05-08,3939.5699791660454
2001-05-09,3923.60940647631
2001-05-10,3957.6729410525363
2001-05-11,3930.761304815406
2001-05-14,3870.5238912169684
2001-05-15,3921.333218758848
2001-05-16,3931.9879316793404
2001-05-17,3962.573837068795
2001-05-18,3960.786605824899
2001-05-21,3987.074961531109
2001-05-22,3969.307295415212
2001-05-23,3943.01363980935
2001-05-24,3938.577717669876
2001-05-25,3920.092604376241
2001-05-28,3917.93026641177
2001-05-29,3897.9284612767874
2001-05-30,3860.873356989277
2001-05-31,3845.6887372962738
2001-06-01,3837.8691242008167
2001-06-04,3848.1477951190454
2001-06-05,3870.150966433659
2001-06-06,3845.6158118504413
2001-06-07,3855.6916804701145
2001-06-08,3845.14489432531
2001-06-11,3797.352352758332
2001-06-12,3765.434247146586
2001-06-13,3797.068650447063
2001-06-14,3783.7267452099454
2001-06-15,3764.8198752487456
2001-06-18,3730.9243208372086
2001-06-19,3728.058391361441
2001-06-20,3698.0981407177346
2001-06-21,3713.4511309351437
2001-06-22,3733.5256234599456
2001-06-25,3751.0855215293614
2001-06-26,3718.459125087871
2001-06-27,3705.727521555439
2001-06-28,3688.5247973855385
2001-06-29,3720.9065955047913
2001-07-02,3751.810931487675
2001-07-03,3732.926185721423
2001-07-04,3716.8403216655074
2001-07-05,3678.5292196769205
2001-07-06,3624.878473806634
2001-07-09,3629.46663774266
2001-07-10,3644.641061493185
2001-07-11,3618.931023498067
2001-07-12,3640.9561216879997
2001-07-13,3651.4832460946895
2001-07-16,3647.8471675698265
2001-07-17,3602.7379201309077
2001-07-18,3610.669779124551
2001-07-19,3631.781756585731
2001-07-20,3626.68650113868
2001-07-23,3597.572357242725
2001-07-24,3589.5764473216473
2001-07-25,3579.28423032601
2001-07-26,3588.2259969151487
2001-07-27,3619.9294816861507
2001-07-30,3633.8042080076084
2001-07-31,3676.601138977116
2001-08-01,3702.0467526564466
2001-08-02,3730.746521144514
2001-08-03,3714.0262077284056
2001-08-06,3699.3282831446686
2001-08-07,3700.996951879166
2001-08-08,3669.7780504894067
2001-08-09,3642.5850930217885
2001-08-10,3645.0337897242316
2001-08-13,3656.0580995721407
2001-08-14,3715.949624221407
2001-08-15,3755.4862906515
2001-08-16,3727.892490848757
2001-08-17,3698.802457122057
2001-08-20,3677.6556410026355
2001-08-21,3712.8452327795367
2001-08-22,3742.4360608691263
2001-08-23,3716.6913315521747
2001-08-24,3749.268341496566
2001-08-27,3753.2414446693574
2001-08-28,3719.1228377489697
2001-08-29,3709.1822391404708
2001-08-30,3646.6930059623983
2001-08-31,3650.620024979542
2001-09-03,3602.147689519536
2001-09-04,3615.831345947268
2001-09-05,3569.3582390550973
2001-09-06,3520.7119391071583
2001-09-07,3481.9918713523984
2001-09-10,3419.7478819306925
2001-09-11,3322.1366482439175
2001-09-12,3264.2033486095365
2001-09-13,3308.965570036451
2001-09-14,3249.515082024039
2001-09-17,3261.2378696054207
2001-09-18,3255.0027323105473
2001-09-19,3230.8163912246378
2001-09-20,3125.318916098739
2001-09-21,3016.604988471951
2001-09-24,3115.45286763106
2001-09-25,3155.2724490112423
2001-09-26,3175.7115436364843
2001-09-27,3194.991868895197
2001-09-28,3264.720753483635
2001-10-01,3241.6417039920034
2001-10-02,3278.5640442100616
2001-10-03,3279.483879592207
2001-10-04,3356.0421993955256
2001-10-05,3350.545600930017
2001-10-08,3344.9230908198047
2001-10-09,3320.4258675970054
2001-10-10,3345.2451214809666
2001-10-11,3365.616286441969
2001-10-12,3378.4708389685247
2001-10-15,3327.0773907565435
2001-10-16,3352.8673326230205
2001-10-17,3399.4462340973396
2001-10-18,3335.0462002868776
2001-10-19,3273.072803188514
2001-10-22,3284.763644832378
2001-10-23,3343.8593851925407
2001-10-24,3358.63976413444
2001-10-25,3337.103089109255
2001-10-26,3376.2128722224725
2001-10-29,3346.6533465145662
2001-10-30,3296.2602665824766
2001-10-31,3300.1311685879054
2001-11-01,3326.348132419249
2001-11-02,3320.7028919614645
2001-11-05,3348.778028819
2001-11-06,3352.697334067432
2001-11-07,3363.722409375168
2001-11-08,3400.270988433353
2001-11-09,3377.5266461875526
2001-11-12,3329.3262009474465
2001-11-13,3355.1074219172647
2001-11-14,3346.81753465101
2001-11-15,3345.7252971294092
2001-11-16,3374.6571455182757
2001-11-19,3402.289269020292
2001-11-20,3393.0972987788505
2001-11-21,3376.2364756189077
2001-11-22,3399.670394613586
2001-11-23,3384.9659849349664
2001-11-26,3398.5139862425485
2001-11-27,3381.386555720546
2001-11-28,3347.99960206791
2001-11-29,3350.5972320625856
2001-11-30,3383.5711377921602
2001-12-03,3335.231318619457
2001-12-04,3358.7871199021297
2001-12-05,3450.9427959571562
2001-12-06,3485.1470844306336
2001-12-07,3452.165843536594
2001-12-10,3383.7679339027386
2001-12-11,3372.833647366054
2001-12-12,3384.4325710193316
2001-12-13,3326.910211960638
2001-12-14,3315.944024902721
2001-12-17,3368.8650069278287
2001-12-18,3363.818869886943
2001-12-19,3332.0402063347105
2001-12-20,3314.628044020862
2001-12-21,3320.8718309134933
2001-12-24,3308.930267402585
2001-12-25,3308.4069634427733
2001-12-26,3307.242449420412
2001-12-27,3369.778082638304
2001-12-28,3385.163183025367
2001-12-31,3403.001762591314
2002-01-01,3403.001762591314
2002-01-02,3405.4731801297585
2002-01-03,3451.507294205969
2002-01-04,3474.478292484148
2002-01-07,3453.53707809061
2002-01-08,3411.7053490446947
2002-01-09,3396.129706374054
2002-01-10,3371.0363435850045
2002-01-11,3372.429961201754
2002-01-14,3327.527756755696
2002-01-15,3326.0863603556645
2002-01-16,3277.2586121635877
2002-01-17,3300.6488621803455
2002-01-18,3303.466038218336
2002-01-21,3293.8980653288418
2002-01-22,3271.926334503274
2002-01-23,3280.012349183958
2002-01-24,3302.1988915288193
2002-01-25,3272.4364740566466
2002-01-28,3293.0899231636554
2002-01-29,3246.8029742557937
2002-01-30,3205.1138720838494
2002-01-31,3234.8585052544618
2002-02-01,3228.3167908598016
2002-02-04,3203.055003515571
2002-02-05,3149.5240799888325
2002-02-06,3115.6684601480792
2002-02-07,3148.348034095811
2002-02-08,3167.7907142534013
2002-02-11,3209.63817739134
2002-02-12,3208.1102210379872
2002-02-13,3219.057566488429
2002-02-14,3248.2224694158986
2002-02-15,3234.9610645026955
2002-02-18,3219.0930287559577
2002-02-19,3154.9812060450117
2002-02-20,3126.208209410286
2002-02-21,3165.0809301828895
2002-02-22,3155.4752944482407
2002-02-25,3176.019810592346
2002-02-26,3186.019367794178
2002-02-27,3227.9090342457985
2002-02-28,3232.0387974879563
2002-03-01,3274.389938349598
2002-03-04,3394.959836061325
2002-03-05,3385.068796878212
2002-03-06,3417.8904683790743
2002-03-07,3487.7151274730654
2002-03-08,3491.864611557823
2002-03-11,3491.373090435583
2002-03-12,3435.639345276407
2002-03-13,3426.328750315596
2002-03-14,3457.7642261809037
2002-03-15,3491.6900681482903
2002-03-18,3484.359393126993
2002-03-19,3510.3030828998617
2002-03-20,3484.830808329125
2002-03-21,3470.4247894129703
2002-03-22,3453.3662120318436
2002-03-25,3421.5127815042088
2002-03-26,3425.3434186480504
2002-03-27,3428.5787238692947
2002-03-28,3464.0783381745578
2002-03-29,3448.7205363671264
2002-04-01,3463.6949341730674
2002-04-02,3462.3528582366853
2002-04-03,3474.2660267009182
2002-04-04,3462.2645124714586
2002-04-05,3452.3701502030485
2002-04-08,3401.5491999451338
2002-04-09,3394.079813017544
2002-04-10,3429.2359929531563
2002-04-11,3390.974253006488
2002-04-12,3380.1175042226328
2002-04-15,3413.7645220464015
2002-04-16,3476.5724123752043
2002-04-17,3504.870070304846
2002-04-18,3508.325418422927
2002-04-19,3509.4369270306292
2002-04-22,3500.2103967524085
2002-04-23,3488.491129716036
2002-04-24,3485.3616387119077
2002-04-25,3481.6991510967123
2002-04-26,3460.3885619405755
2002-04-29,3460.4493643033934
2002-04-30,3470.7520417351234
2002-05-01,3483.4092127547965
2002-05-02,3477.8410840041315
2002-05-03,3491.5559833054112
2002-05-06,3483.735784118245
2002-05-07,3435.436579290624
2002-05-08,3488.521985905385
2002-05-09,3487.252606738578
2002-05-10,3472.9290914114645
2002-05-13,3485.128450161604
2002-05-14,3491.955913308163
2002-05-15,3539.0420437279968
2002-05-16,3549.313273926453
2002-05-17,3587.523588001272
2002-05-20,3577.544061901355
2002-05-21,3571.437625420285
2002-05-22,3569.0083997170514
2002-05-23,3564.9288787634946
2002-05-24,3582.8420764214034
2002-05-27,3572.9979253473566
2002-05-28,3570.2318720901258
2002-05-29,3569.0805851444948
2002-05-30,3547.6147955984993
2002-05-31,3547.961660233672
2002-06-03,3550.5826995631
2002-06-04,3509.941643300058
2002-06-05,3469.628799586486
2002-06-06,3474.309940654179
2002-06-07,3433.9176658516244
2002-06-10,3428.5693900233605
2002-06-11,3448.863793524423
2002-06-12,3406.098053330014
2002-06-13,3358.302650136194
2002-06-14,3282.7283255666707
2002-06-17,3324.6347612255126
2002-06-18,3333.0711729486125
2002-06-19,3289.9254736502658
2002-06-20,3271.9498042031178
2002-06-21,3272.686276831129
2002-06-24,3239.8618692340274
2002-06-25,3273.3080221305518
2002-06-26,3249.685813727072
2002-06-27,3264.828130411403
2002-06-28,3362.1942139072116
2002-07-01,3375.4220357588924
2002-07-02,3293.908035353935
2002-07-03,3229.7866050155235
2002-07-04,3261.332005943533
2002-07-05,3349.4896325803834
2002-07-08,3374.2589904120587
2002-07-09,3379.9708098148335
2002-07-10,3299.149612397547
2002-07-11,3208.583757590273
2002-07-12,3212.678314358061
2002-07-15,3123.3852295400043
2002-07-16,3128.3443599335797
2002-07-17,3188.6936263306484
2002-07-18,3241.083105699642
2002-07-19,3140.2560141263893
2002-07-22,3011.3094846990157
2002-07-23,2935.995739175633
2002-07-24,2903.271605949126
2002-07-25,2979.1064226809253
2002-07-26,2940.8974444004025
2002-07-29,3033.7996459194474
2002-07-30,3058.4302229469295
2002-07-31,3052.0650020018998
2002-08-01,2967.5720875767975
2002-08-02,2957.727385151889
2002-08-05,2893.9394107481703
2002-08-06,2909.536706327521
2002-08-07,2921.388248021799
2002-08-08,2992.331646973018
2002-08-09,3045.224157981418
2002-08-12,3004.2807409655748
2002-08-13,3024.2119884785993
2002-08-14,3012.5600522993586
2002-08-15,3067.616614475776
2002-08-16,3082.3908490123304
2002-08-19,3124.3529268122443
2002-08-20,3099.020605770467
2002-08-21,3130.029956145399
2002-08-22,3165.4686293525483
2002-08-23,3137.5142154566934
2002-08-26,3140.1647546613367
2002-08-27,3192.244483031346
2002-08-28,3098.7822611078336
2002-08-29,3057.2446405189467
2002-08-30,3063.8416039159006
2002-09-02,3028.9921485865275
2002-09-03,2949.540329504997
2002-09-04,2928.809428536586
2002-09-05,2916.98234797328
2002-09-06,2957.0446469818507
2002-09-09,2931.829180046308
2002-09-10,2972.0069616574156
2002-09-11,3001.9738579450727
2002-09-12,2937.8394882350913
2002-09-13,2890.101609850521
2002-09-16,2871.459150906282
2002-09-17,2859.8113659997516
2002-09-18,2797.5557964971
2002-09-19,2788.341587532998
2002-09-20,2766.3418283204473
2002-09-23,2689.8267323702285
2002-09-24,2647.6539389617947
2002-09-25,2661.899678109549
2002-09-26,2749.8537422471627
2002-09-27,2756.9107789506056
2002-09-30,2683.030170616123
2002-10-01,2682.2187527427577
2002-10-02,2713.862863638119
2002-10-03,2678.4749422099503
2002-10-04,2628.5814407721323
2002-10-07,2570.756018641636
2002-10-08,2542.9145868583896
2002-10-09,2529.571467093027
2002-10-10,2566.637099807095
2002-10-11,2673.915117943739
2002-10-14,2648.017529022694
2002-10-15,2784.1711689874624
2002-10-16,2761.392660247313
2002-10-17,2809.7967379380357
2002-10-18,2811.186212793867
2002-10-21,2818.256702404631
2002-10-22,2779.4333455439955
2002-10-23,2731.715917907425
2002-10-24,2779.354496945909
2002-10-25,2775.738845825997
2002-10-28,2815.410636879872
2002-10-29,2734.43514429269
2002-10-30,2779.9080068846465
2002-10-31,2815.961962181463
2002-11-01,2806.9806616068854
2002-11-04,2880.426825756064
2002-11-05,2912.6768099888263
2002-11-06,2881.994766033244
2002-11-07,2865.9304283593115
2002-11-08,2841.831250597253
2002-11-11,2803.949861887043
2002-11-12,2833.2111401427906
2002-11-13,2808.423741358065
2002-11-14,2830.341924001535
2002-11-15,2867.971591871712
2002-11-18,2882.409610597064
2002-11-19,2867.744771128597
2002-11-20,2858.4497658180944
2002-11-21,2939.203400560898
2002-11-22,2954.113947466394
2002-11-25,2938.9973038725116
2002-11-26,2891.829545916447
2002-11-27,2934.4136879248226
2002-11-28,2987.6959808789
2002-11-29,2986.821966196774
2002-12-02,2984.5407824113554
2002-12-03,2935.703715758971
2002-12-04,2902.019418504379
2002-12-05,2871.0950712342733
2002-12-06,2878.587495385183
2002-12-09,2823.6797273864863
2002-12-10,2838.6781573498683
2002-12-11,2860.4480313795443
2002-12-12,2840.136858759291
2002-12-13,2819.5331917520143
2002-12-16,2874.9726626108477
2002-12-17,2870.48476592827
2002-12-18,2809.5134451876747
2002-12-19,2802.390848266965
2002-12-20,2827.826142577675
2002-12-23,2836.157890766218
2002-12-24,2845.8105796976765
2002-12-25,2844.5272930605774
2002-12-26,2856.8986503367955
2002-12-27,2812.0380740477713
2002-12-30,2842.1575648259736
2002-12-31,2861.8383166812864
2003-01-01,2861.8383166812864
2003-01-02,2905.246138853055
2003-01-03,2934.8161063677658
2003-01-06,2977.095141571932
2003-01-07,2936.623823911433
2003-01-08,2886.46683963451
2003-01-09,2918.4357560212343
2003-01-10,2944.1874768565553
2003-01-13,2959.258719309717
2003-01-14,2988.0641466715097
2003-01-15,2969.0315641549187
2003-01-16,2971.440880716337
2003-01-17,2937.428321424762
2003-01-20,2903.183158894138
2003-01-21,2885.9016372627857
2003-01-22,2848.295037078816
2003-01-23,2864.5488035325284
2003-01-24,2854.4982370361736
2003-01-27,2773.6807594084225
2003-01-28,2765.735775370098
2003-01-29,2757.6571808679028
2003-01-30,2780.7526674183955
2003-01-31,2774.1606767286517
2003-02-03,2821.8522218001735
2003-02-04,2787.9800834046537
2003-02-05,2820.9894659595893
2003-02-06,2774.6153856971023
2003-02-07,2752.831330295347
2003-02-10,2725.5549317221557
2003-02-11,2759.535693445099
2003-02-12,2745.36432520712
2003-02-13,2753.130681243737
2003-02-14,2781.17328508111
2003-02-17,2820.5199382762708
2003-02-18,2825.2028798695815
2003-02-19,2789.6586107185244
2003-02-20,2783.7993626354564
2003-02-21,2784.6407293624425
2003-02-24,2751.2843711209393
2003-02-25,2677.342921700789
2003-02-26,2669.0126126954315
2003-02-27,2679.2043279524596
2003-02-28,2713.938247853132
2003-03-03,2734.244598219078
2003-03-04,2698.3368722438418
2003-03-05,2695.327909904833
2003-03-06,2674.238164378451
2003-03-07,2632.9763572889915
2003-03-10,2571.678524567053
2003-03-11,2559.67423163263
2003-03-12,2497.618779630416
2003-03-13,2570.7219709025917
2003-03-14,2636.951800312522
2003-03-17,2677.0479601947122
2003-03-18,2685.4004225414956
2003-03-19,2705.2378350832278
2003-03-20,2708.6346918579775
2003-03-21,2755.642174098607
2003-03-24,2708.555702060306
2003-03-25,2720.4481290829417
2003-03-26,2727.561697457787
2003-03-27,2702.583762820333
2003-03-28,2694.155503894923
2003-03-31,2639.7559527381327
2003-04-01,2661.5393516968843
2003-04-02,2708.4824235549268
2003-04-03,2716.427220224595
2003-04-04,2734.1786882122133
2003-04-07,2802.6136531168772
2003-04-08,2771.1482962793166
2003-04-09,2764.3971218190172
2003-04-10,2754.6676597655755
2003-04-11,2751.4282203301545
2003-04-14,2772.4625343157745
2003-04-15,2820.329603575306
2003-04-16,2815.134463797223
2003-04-17,2834.451691863625
2003-04-18,2835.0304518841326
2003-04-21,2823.171298765921
2003-04-22,2856.580233492131
2003-04-23,2886.3347379232473
2003-04-24,2867.9405259125137
2003-04-25,2830.118995343268
2003-04-28,2870.666948911997
2003-04-29,2878.3141178357496
2003-04-30,2922.0771636911677
2003-05-01,2932.6667463313547
2003-05-02,2944.583072865398
2003-05-05,2972.7336984636618
2003-05-06,3031.3587359429484
2003-05-07,3013.1818599850385
2003-05-08,2973.4706975018644
2003-05-09,3003.6107360286865
2003-05-12,3022.6358215280898
2003-05-13,3028.662696904018
2003-05-14,3039.5456089117574
2003-05-15,3055.5222960598953
2003-05-16,3076.4475834853724
2003-05-19,3020.6342875867845
2003-05-20,3023.3878524231573
2003-05-21,3009.6653616437684
2003-05-22,3044.1474577585027
2003-05-23,3063.7882057743564
2003-05-26,3071.182890716351
2003-05-27,3073.411342486122
2003-05-28,3099.1064365899565
2003-05-29,3134.424950068405
2003-05-30,3124.9271046951635
2003-06-02,3175.5685941659212
2003-06-03,3158.5209369747304
2003-06-04,3181.3856715244847
2003-06-05,3216.081950799253
2003-06-06,3239.82331510277
2003-06-09,3227.7256204874584
2003-06-10,3226.7219212467962
2003-06-11,3285.757288490936
