Date,EUROPE VALUE
2001-05-10,4107.767561424639
2001-05-11,4067.486720705219
2001-05-14,3997.148202247082
2001-05-15,4060.8890561811454
2001-05-16,4090.876621910319
2001-05-17,4116.02021909182
2001-05-18,4126.220536684186
2001-05-21,4140.5757350209315
2001-05-22,4118.462646890176
2001-05-23,4064.4535272226126
2001-05-24,4057.025407288114
2001-05-25,4046.2372861922863
2001-05-28,4061.3531334754966
2001-05-29,4014.2830466515
2001-05-30,3985.441285441396
2001-05-31,3961.1886411550017
2001-06-01,3946.6136172102315
2001-06-04,3961.43327611789
2001-06-05,3999.9122711912073
2001-06-06,3961.300652450105
2001-06-07,3968.194137544732
2001-06-08,3955.317886634059
2001-06-11,3899.014274603986
2001-06-12,3883.076692652337
2001-06-13,3926.1659109261027
2001-06-14,3916.6738377719917
2001-06-15,3903.920312754669
2001-06-18,3861.7325390990613
2001-06-19,3864.9167725149264
2001-06-20,3826.9383839582483
2001-06-21,3825.750845022529
2001-06-22,3844.6050019200406
2001-06-25,3879.0802976910936
2001-06-26,3825.337945691505
2001-06-27,3817.181501961444
2001-06-28,3808.3634571839434
2001-06-29,3830.1533534747828
2001-07-02,3884.635126914585
2001-07-03,3845.9893165303038
2001-07-04,3832.7983350635154
2001-07-05,3790.1405636448785
2001-07-06,3743.748055183675
2001-07-09,3756.690311024933
2001-07-10,3761.6141119852996
2001-07-11,3733.0050056251002
2001-07-12,3742.5945921255898
2001-07-13,3769.8603221145263
2001-07-16,3768.125230983009
2001-07-17,3717.180601927398
2001-07-18,3744.591023299941
2001-07-19,3780.713751007768
2001-07-20,3772.8070189691084
2001-07-23,3777.646347280798
2001-07-24,3748.6775377218546
2001-07-25,3714.854352501337
2001-07-26,3729.4302008653754
2001-07-27,3776.5702491755487
2001-07-30,3822.3608074954905
2001-07-31,3857.550576107602
2001-08-01,3878.6699060416217
2001-08-02,3887.6268509859256
2001-08-03,3877.539164645357
2001-08-06,3855.750480851856
2001-08-07,3849.8830686827964
2001-08-08,3808.107491930713
2001-08-09,3791.349697039309
2001-08-10,3788.462601782165
2001-08-13,3820.436611903911
2001-08-14,3868.302287827906
2001-08-15,3907.7093043842615
2001-08-16,3881.73747563023
2001-08-17,3839.5310432714414
2001-08-20,3825.762472703408
2001-08-21,3860.6051386452627
2001-08-22,3887.8992338715034
2001-08-23,3863.2600820117823
2001-08-24,3919.9198433269094
2001-08-27,3912.5496546708364
2001-08-28,3872.4943329301364
2001-08-29,3879.641701063738
2001-08-30,3811.46684961105
2001-08-31,3817.4104108236506
2001-09-03,3772.3722070703952
2001-09-04,3768.1006023561063
2001-09-05,3724.696486845019
2001-09-06,3657.185897302021
2001-09-07,3608.054178280585
2001-09-10,3552.7315762053154
2001-09-11,3390.757631226594
2001-09-12,3398.1978191428966
2001-09-13,3434.9048502475557
2001-09-14,3308.782720813248
2001-09-17,3390.3211023442173
2001-09-18,3369.093928153261
2001-09-19,3304.975057819531
2001-09-20,3155.222833056152
2001-09-21,3033.5275966385366
2001-09-24,3182.4132998629816
2001-09-25,3240.693462376239
2001-09-26,3294.9818573215525
2001-09-27,3333.7193019199676
2001-09-28,3406.151452349407
2001-10-01,3351.7275899500346
2001-10-02,3383.9901382108155
2001-10-03,3403.977513112446
2001-10-04,3499.269770871509
2001-10-05,3498.688501569836
2001-10-08,3491.5361496062133
2001-10-09,3479.2562490213268
2001-10-10,3539.7380020297446
2001-10-11,3546.079369942732
2001-10-12,3549.006662580403
2001-10-15,3474.204628462171
2001-10-16,3508.9911595834883
2001-10-17,3573.997382827726
2001-10-18,3505.878139957494
2001-10-19,3414.462200125246
2001-10-22,3439.408648015362
2001-10-23,3512.0034292403748
2001-10-24,3522.252789216874
2001-10-25,3477.063378723785
2001-10-26,3546.495273420623
2001-10-29,3531.306980714564
2001-10-30,3460.8419332487247
2001-10-31,3477.0477851433375
2001-11-01,3509.541774462374
2001-11-02,3508.2740927567997
2001-11-05,3551.8959263381653
2001-11-06,3542.295184771286
2001-11-07,3590.490003989093
2001-11-08,3630.4810412015286
2001-11-09,3604.8418143553067
2001-11-12,3533.0184295584354
2001-11-13,3591.477708422419
2001-11-14,3578.988033107918
2001-11-15,3562.2541480046566
2001-11-16,3606.5017890887725
2001-11-19,3633.8535267717507
2001-11-20,3616.7413173738328
2001-11-21,3591.631574913251
2001-11-22,3627.716988446846
2001-11-23,3606.827528269823
2001-11-26,3606.898700237309
2001-11-27,3585.14216318079
2001-11-28,3559.2839432830533
2001-11-29,3560.829650834153
2001-11-30,3595.41273914063
2001-12-03,3555.13104911669
2001-12-04,3592.935258064497
2001-12-05,3700.299326748996
2001-12-06,3740.2332385248014
2001-12-07,3707.294270504405
2001-12-10,3637.9578622257054
2001-12-11,3631.669390712783
2001-12-12,3622.497273707419
2001-12-13,3572.024116966339
2001-12-14,3565.703622380353
2001-12-17,3665.4597156744226
2001-12-18,3653.976738442147
2001-12-19,3608.310542238712
2001-12-20,3575.585934984674
2001-12-21,3592.739853242896
2001-12-24,3576.3028243771378
2001-12-25,3576.3028243771378
2001-12-26,3585.32216832185
2001-12-27,3661.234617534187
2001-12-28,3664.4133724871654
2001-12-31,3689.9092489347536
2002-01-01,3689.9092489347536
2002-01-02,3699.9760851236792
2002-01-03,3761.4955666465544
2002-01-04,3762.363692861148
2002-01-07,3718.603936097096
2002-01-08,3687.1033768271636
2002-01-09,3669.5651744960705
2002-01-10,3643.363985515483
2002-01-11,3653.400041523221
2002-01-14,3585.8063708689533
2002-01-15,3602.021121998711
2002-01-16,3532.1293078091103
2002-01-17,3574.0224068254274
2002-01-18,3564.776004907282
2002-01-21,3546.1381981554428
2002-01-22,3542.626939268589
2002-01-23,3557.560937456435
2002-01-24,3584.5216863442247
2002-01-25,3529.3979887453725
2002-01-28,3547.1665221081216
2002-01-29,3491.1019080755204
2002-01-30,3446.932395835838
2002-01-31,3478.9307205034984
2002-02-01,3486.685342313854
2002-02-04,3458.001629111536
2002-02-05,3402.591648276181
2002-02-06,3356.970338367471
2002-02-07,3398.601401125176
2002-02-08,3416.124603738731
2002-02-11,3462.33889105297
2002-02-12,3440.5251576393557
2002-02-13,3451.628233393276
2002-02-14,3489.1008501077304
2002-02-15,3467.4689536172805
2002-02-18,3437.9637494250237
2002-02-19,3378.2734223432813
2002-02-20,3342.1841407569527
2002-02-21,3379.3148663713173
2002-02-22,3361.661350776954
2002-02-25,3397.118099346484
2002-02-26,3421.178013922064
2002-02-27,3460.149833031232
2002-02-28,3453.602076029257
2002-03-01,3493.225536286694
2002-03-04,3604.7593255382294
2002-03-05,3593.9702873484853
2002-03-06,3634.150208172956
2002-03-07,3681.0686633068763
2002-03-08,3685.0998130104867
2002-03-11,3665.462068598561
2002-03-12,3618.6715737248996
2002-03-13,3631.332458701264
2002-03-14,3663.8013600972686
2002-03-15,3704.481377905277
2002-03-18,3717.482030299042
2002-03-19,3734.9387528288776
2002-03-20,3708.8854110768334
2002-03-21,3697.3891098542417
2002-03-22,3698.620430959282
2002-03-25,3664.4778569439914
2002-03-26,3674.1972617970914
2002-03-27,3663.4914220245482
2002-03-28,3704.0954636281626
2002-03-29,3704.0954636281626
2002-04-01,3738.5842699580494
2002-04-02,3724.0096928783996
2002-04-03,3724.7183329204913
2002-04-04,3700.6989805490875
2002-04-05,3685.0400348922785
2002-04-08,3614.3498734577747
2002-04-09,3621.7872002262984
2002-04-10,3665.972568485974
2002-04-11,3621.9892501758586
2002-04-12,3620.197981137497
2002-04-15,3656.5691642897905
2002-04-16,3732.311729584947
2002-04-17,3753.9412708613972
2002-04-18,3748.181453109879
2002-04-19,3754.7054691605963
2002-04-22,3726.431953485658
2002-04-23,3706.7737678439507
2002-04-24,3703.4847730698352
2002-04-25,3686.0416781219214
2002-04-26,3663.4035690322903
2002-04-29,3671.1564892426086
2002-04-30,3689.601963523519
2002-05-01,3695.8624279666587
2002-05-02,3682.9037453620444
2002-05-03,3697.1671270938014
2002-05-06,3695.8794814790353
2002-05-07,3640.3286590783905
2002-05-08,3714.9719738013473
2002-05-09,3708.649190790255
2002-05-10,3686.090387207017
2002-05-13,3713.853807744672
2002-05-14,3732.132852110718
2002-05-15,3769.8462148621093
2002-05-16,3769.4584121386097
2002-05-17,3797.694302133319
2002-05-20,3777.2903908485087
2002-05-21,3761.7386132468196
2002-05-22,3744.5396009210717
2002-05-23,3740.5430825899384
2002-05-24,3759.038766074632
2002-05-27,3748.357634549391
2002-05-28,3743.547457246645
2002-05-29,3752.2818121947707
2002-05-30,3715.837993512545
2002-05-31,3731.8186338705195
2002-06-03,3720.256667181929
2002-06-04,3672.33043204718
2002-06-05,3623.8910113783563
2002-06-06,3636.403112020832
2002-06-07,3581.0808344628595
2002-06-10,3579.189982396568
2002-06-11,3618.0285262294165
2002-06-12,3558.9506739012154
2002-06-13,3503.7555930626245
2002-06-14,3414.1714436174484
2002-06-17,3508.302501197469
2002-06-18,3506.8830245709764
2002-06-19,3470.9374184459725
2002-06-20,3421.703724271747
2002-06-21,3430.67892184769
2002-06-24,3368.509691461655
2002-06-25,3427.165863235528
2002-06-26,3412.8826625287656
2002-06-27,3424.009709035813
2002-06-28,3541.5011871226075
2002-07-01,3560.571037729249
2002-07-02,3439.131200800563
2002-07-03,3321.2433962469
2002-07-04,3376.949664892673
2002-07-05,3495.184840405541
2002-07-08,3527.8496886452895
2002-07-09,3512.730620240315
2002-07-10,3407.2471112292146
2002-07-11,3285.314485126147
2002-07-12,3289.5357312690717
2002-07-15,3165.8129241746196
2002-07-16,3192.0704111898854
2002-07-17,3295.989480758184
2002-07-18,3360.864792341246
2002-07-19,3221.77304275796
2002-07-22,3037.2761804028473
2002-07-23,2933.872924502429
2002-07-24,2891.4655178526878
2002-07-25,3029.0565197618616
2002-07-26,3022.5405621400027
2002-07-29,3164.3427275817357
2002-07-30,3174.3000728200236
2002-07-31,3171.9256262469144
2002-08-01,3049.1219056558607
2002-08-02,3039.221267012022
2002-08-05,2948.0763581364176
2002-08-06,3012.124495649452
2002-08-07,2988.1160063091406
2002-08-08,3095.5875734902284
2002-08-09,3150.2565682598643
2002-08-12,3099.522086485087
2002-08-13,3132.657116074115
2002-08-14,3089.8528157050355
2002-08-15,3166.977680211546
2002-08-16,3191.1685416438204
2002-08-19,3279.2972406774875
2002-08-20,3243.043553055497
2002-08-21,3285.292380147348
2002-08-22,3330.1766686903757
2002-08-23,3287.2830443304842
2002-08-26,3269.0562704137787
2002-08-27,3357.6581615982773
2002-08-28,3228.4913742513713
2002-08-29,3182.8330124890567
2002-08-30,3193.243528969107
2002-09-02,3147.0313846352806
2002-09-03,3052.3730889209887
2002-09-04,3049.8725544182153
2002-09-05,3017.8992324795718
2002-09-06,3091.4685139848407
2002-09-09,3033.7713239685586
2002-09-10,3095.793830047303
2002-09-11,3140.5645468703765
2002-09-12,3041.0088714747785
2002-09-13,2985.2290261573585
2002-09-16,2967.8679855387954
2002-09-17,2928.936611721653
2002-09-18,2832.529324702989
2002-09-19,2789.1907870965797
2002-09-20,2798.77310771502
2002-09-23,2691.70795828932
2002-09-24,2641.533896203065
2002-09-25,2671.3584078057447
2002-09-26,2783.7908376308005
2002-09-27,2775.7964599829784
2002-09-30,2669.499279675489
2002-10-01,2693.5720548089857
2002-10-02,2761.2627602485463
2002-10-03,2724.513916075466
2002-10-04,2649.780701482998
2002-10-07,2610.1423714973766
2002-10-08,2563.918075788736
2002-10-09,2563.489759640667
2002-10-10,2624.7671902348234
2002-10-11,2775.238654646091
2002-10-14,2732.701636418818
2002-10-15,2903.819542227168
2002-10-16,2863.566966660696
2002-10-17,2930.5317977179175
2002-10-18,2926.4612225356605
2002-10-21,2936.4276915258524
2002-10-22,2907.7510313628422
2002-10-23,2819.16356504715
2002-10-24,2899.60863807281
2002-10-25,2881.843005929841
2002-10-28,2938.125552886292
2002-10-29,2817.333315483793
2002-10-30,2886.9037314235065
2002-10-31,2946.100428990279
2002-11-01,2926.733203621761
2002-11-04,3032.6331863791843
2002-11-05,3062.946962768443
2002-11-06,3013.3998513882166
2002-11-07,2987.442160473609
2002-11-08,2961.2094557787445
2002-11-11,2937.2715694206663
2002-11-12,2983.4770279802897
2002-11-13,2956.068832647208
2002-11-14,3003.031200299768
2002-11-15,3039.869310288183
2002-11-18,3084.101169112589
2002-11-19,3072.76974250938
2002-11-20,3046.5503391570405
2002-11-21,3145.1649165663835
2002-11-22,3161.8418165739727
2002-11-25,3121.1419420910197
2002-11-26,3057.3077635285326
2002-11-27,3117.547830200725
2002-11-28,3175.035044521809
2002-11-29,3171.387015546468
2002-12-02,3176.964665212654
2002-12-03,3108.0517796938448
2002-12-04,3086.306671601664
2002-12-05,3054.286665958254
2002-12-06,3059.8374778455836
2002-12-09,2982.870042317242
2002-12-10,3000.0489137990908
2002-12-11,3037.946324057082
2002-12-12,3002.503067057083
2002-12-13,2972.702732318962
2002-12-16,3065.055998213368
2002-12-17,3048.9715908295584
2002-12-18,2982.037816147262
2002-12-19,2959.397249499338
2002-12-20,2994.9557234720896
2002-12-23,3000.6765378693726
2002-12-24,3008.636616918714
2002-12-25,3008.636616918714
2002-12-26,3012.476088295263
2002-12-27,2940.3361714799967
2002-12-30,2984.7810795852292
2002-12-31,3015.568699763822
2003-01-01,3015.568699763822
2003-01-02,3081.947851420305
2003-01-03,3119.3359405198526
2003-01-06,3150.990558375377
2003-01-07,3110.4161751942775
2003-01-08,3051.6845698883453
2003-01-09,3093.5745138435364
2003-01-10,3128.39773787643
2003-01-13,3142.091955841717
2003-01-14,3168.639564455025
2003-01-15,3124.0581947472438
2003-01-16,3126.2837213611147
2003-01-17,3068.865429469016
2003-01-20,3026.961193623941
2003-01-21,2996.652648525377
2003-01-22,2946.2398701537336
2003-01-23,2945.294524622644
2003-01-24,2935.2861558032555
2003-01-27,2840.523271206799
2003-01-28,2843.174894765821
2003-01-29,2844.6431583669155
2003-01-30,2888.2412744947424
2003-01-31,2885.80086670939
2003-02-03,2943.426874968578
2003-02-04,2878.875940970364
2003-02-05,2934.7322750616772
2003-02-06,2872.025801853186
2003-02-07,2842.938872274165
2003-02-10,2804.953342574909
2003-02-11,2860.9587211606095
2003-02-12,2819.7346934551024
2003-02-13,2835.921983500501
2003-02-14,2870.877356970079
2003-02-17,2916.376957182717
2003-02-18,2918.479542923012
2003-02-19,2865.167960584903
2003-02-20,2863.4554583105914
2003-02-21,2877.194005146293
2003-02-24,2816.9549254537806
2003-02-25,2725.546594558592
2003-02-26,2709.6213069418786
2003-02-27,2727.2965714338907
2003-02-28,2784.4524535709966
2003-03-03,2808.4591882650616
2003-03-04,2752.1599868195904
2003-03-05,2748.0005307562224
2003-03-06,2725.3798581357923
2003-03-07,2680.890693866057
2003-03-10,2607.3247207861473
2003-03-11,2609.8925719072363
2003-03-12,2512.104838698308
2003-03-13,2634.636403059622
2003-03-14,2728.570560214959
2003-03-17,2800.176075564305
2003-03-18,2799.3618215959523
2003-03-19,2823.6141855077544
2003-03-20,2811.0287758058125
2003-03-21,2891.803735386631
2003-03-24,2798.072213992431
2003-03-25,2828.10172809129
2003-03-26,2826.133537275775
2003-03-27,2783.836354052156
2003-03-28,2779.534311275815
2003-03-31,2722.113447857929
2003-04-01,2755.4471751374467
2003-04-02,2821.180058697753
2003-04-03,2842.522978644437
2003-04-04,2866.217453104088
2003-04-07,2952.744731166972
2003-04-08,2912.0290921880032
2003-04-09,2913.289283064394
2003-04-10,2897.1635026814915
2003-04-11,2906.310486777473
2003-04-14,2946.864329871361
2003-04-15,3004.0264557961705
2003-04-16,2994.098766412319
2003-04-17,3021.2624302536515
2003-04-18,3021.2624302536515
2003-04-21,3000.2577135514202
2003-04-22,3055.4054780287047
2003-04-23,3101.9454215569644
2003-04-24,3069.905393211056
2003-04-25,3028.1093539006933
2003-04-28,3096.4184923176176
2003-04-29,3099.9417205401214
2003-04-30,3125.8178246377233
2003-05-01,3131.1940639444683
2003-05-02,3147.149741596832
2003-05-05,3182.869555338043
2003-05-06,3251.1731593343166
2003-05-07,3213.5225196230763
2003-05-08,3157.222001686054
2003-05-09,3195.32979576429
2003-05-12,3207.7934197976765
2003-05-13,3211.776632072474
2003-05-14,3218.5331928853525
2003-05-15,3256.8765273002914
2003-05-16,3289.165757876223
2003-05-19,3218.4942089475685
2003-05-20,3226.639686254439
2003-05-21,3212.2014579134816
2003-05-22,3254.502127430012
2003-05-23,3266.4265390318537
2003-05-26,3272.173326770023
2003-05-27,3288.3690583469875
2003-05-28,3333.9891711407336
2003-05-29,3375.6343479696175
2003-05-30,3365.91329506782
2003-06-02,3420.515360031605
2003-06-03,3397.247322401002
2003-06-04,3418.2854642394905
2003-06-05,3444.1971198130295
2003-06-06,3484.903222642696
2003-06-09,3457.4295935050504
2003-06-10,3453.180551309012
2003-06-11,3530.9410406885636
2003-06-12,3560.0287320171756
2003-06-13,3529.564660109974
2003-06-16,3600.6637317085506
2003-06-17,3629.9610975504393
2003-06-18,3611.505190835571
2003-06-19,3551.0080846162678
