Date,EUROPE ex UK VALUE
2001-02-12,3238.7378166553185
2001-02-13,3216.1299440798907
2001-02-14,3194.083699108113
2001-02-15,3149.134338133508
2001-02-16,3154.427961934967
2001-02-19,3180.5576155062176
2001-02-20,3127.1983154819163
2001-02-21,3108.4097207750597
2001-02-22,3063.7175189782274
2001-02-23,3027.7057582273537
2001-02-26,3063.8222711172425
2001-02-27,3105.6941448307307
2001-02-28,3106.788029904229
2001-03-01,3107.3300704123717
2001-03-02,3118.8131844492154
2001-03-05,3112.1682559087158
2001-03-06,3151.382613851564
2001-03-07,3155.3550872930364
2001-03-08,3165.715311161652
2001-03-09,3152.166866193824
2001-03-12,3082.836392521045
2001-03-13,3012.743377924109
2001-03-14,2938.7430994928313
2001-03-15,2950.7466689647113
2001-03-16,2863.696841424571
2001-03-19,2841.984337184369
2001-03-20,2886.879577019878
2001-03-21,2812.8245285036
2001-03-22,2643.5767047897734
2001-03-23,2716.466946968292
2001-03-26,2808.8289120915233
2001-03-27,2878.2876541849264
2001-03-28,2819.3226474952125
2001-03-29,2813.4391508128833
2001-03-30,2847.3264915018867
2001-04-02,2835.0725686710643
2001-04-03,2772.468045830021
2001-04-04,2827.229760376745
2001-04-05,2856.467319356783
2001-04-06,2863.6554796696064
2001-04-09,2908.2209661156285
2001-04-10,2929.991481642646
2001-04-11,2924.510560282759
2001-04-12,2960.9152050877647
2001-04-13,2960.9152050877647
2001-04-16,2931.134812104127
2001-04-17,2912.734798800435
2001-04-18,2940.5486713027512
2001-04-19,2988.4355872584156
2001-04-20,3005.5410073393355
2001-04-23,2970.403089630651
2001-04-24,2993.260520449511
2001-04-25,2999.324459598502
2001-04-26,3023.520460051114
2001-04-27,3026.648809849516
2001-04-30,3030.8906803827504
2001-05-01,3047.1562982792575
2001-05-02,3032.639495550067
2001-05-03,2994.461967101854
2001-05-04,3005.117510877908
2001-05-07,3016.3779436344316
2001-05-08,2989.4971348749045
2001-05-09,2976.1513363894423
2001-05-10,3028.841356872719
2001-05-11,2997.169262163852
2001-05-14,2973.675890702141
2001-05-15,3005.3346370280865
2001-05-16,3023.5303784611356
2001-05-17,3042.5066739560884
2001-05-18,3054.063786823298
2001-05-21,3057.573235830804
2001-05-22,3037.337713658724
2001-05-23,3001.8881261130828
2001-05-24,3004.0443970981532
2001-05-25,2980.913108878699
2001-05-28,2997.6123114341367
2001-05-29,2958.7594723595535
2001-05-30,2940.776413367466
2001-05-31,2917.1384001968872
2001-06-01,2909.0017752301883
2001-06-04,2917.04504721172
2001-06-05,2945.8189439115013
2001-06-06,2926.888392851647
2001-06-07,2928.9616566687178
2001-06-08,2919.883369762338
2001-06-11,2885.6055479686815
2001-06-12,2875.2949888272224
2001-06-13,2907.3284201225856
2001-06-14,2901.6983965731756
2001-06-15,2893.0041383826947
2001-06-18,2858.720119804032
2001-06-19,2858.2026129355163
2001-06-20,2821.7460067260618
2001-06-21,2823.4087284860457
2001-06-22,2841.1228000110455
2001-06-25,2877.3032140029586
2001-06-26,2836.288978489944
2001-06-27,2819.481509646537
2001-06-28,2806.978473757084
2001-06-29,2837.077205476117
2001-07-02,2866.115050741373
2001-07-03,2845.4680789467598
2001-07-04,2838.088212106948
2001-07-05,2802.6777374356457
2001-07-06,2768.4519925698683
2001-07-09,2780.7678157434552
2001-07-10,2784.591741220338
2001-07-11,2771.1018943336353
2001-07-12,2763.3736749478962
2001-07-13,2784.2783899289548
2001-07-16,2786.5765770345924
2001-07-17,2756.3178421921307
2001-07-18,2780.605779684552
2001-07-19,2806.0263194292766
2001-07-20,2800.8392013770053
2001-07-23,2799.6579403274186
2001-07-24,2791.461452065237
2001-07-25,2766.1016902773117
2001-07-26,2784.2345169744012
2001-07-27,2809.0074555016104
2001-07-30,2841.9041026059467
2001-07-31,2859.944686577812
2001-08-01,2876.4659122028247
2001-08-02,2871.2157951114473
2001-08-03,2862.2188844353136
2001-08-06,2858.7664562826267
2001-08-07,2848.910586053752
2001-08-08,2818.391092980674
2001-08-09,2811.7902519457084
2001-08-10,2802.1260182909273
2001-08-13,2834.9649397715757
2001-08-14,2867.389500025723
2001-08-15,2898.8708680082577
2001-08-16,2881.782600856846
2001-08-17,2845.467149267639
2001-08-20,2826.9516105667067
2001-08-21,2844.170362163528
2001-08-22,2870.30757064665
2001-08-23,2855.1756756654668
2001-08-24,2899.94411326372
2001-08-27,2895.2312633005627
2001-08-28,2855.3274046659712
2001-08-29,2862.060501472222
2001-08-30,2810.086707698086
2001-08-31,2811.130760642721
2001-09-03,2768.7511213883504
2001-09-04,2748.351939451212
2001-09-05,2705.686901886522
2001-09-06,2663.6977977421952
2001-09-07,2638.6750415054807
2001-09-10,2593.4942815959976
2001-09-11,2462.719743563305
2001-09-12,2457.5419869143243
2001-09-13,2479.21087294245
2001-09-14,2385.367916486063
2001-09-17,2437.4195747995723
2001-09-18,2416.137253544718
2001-09-19,2373.630366848057
2001-09-20,2252.518225910647
2001-09-21,2152.1757270824974
2001-09-24,2274.387697055952
2001-09-25,2323.1074439886042
2001-09-26,2359.717157560539
2001-09-27,2394.194623664649
2001-09-28,2440.176719363318
2001-10-01,2405.0287655012116
2001-10-02,2433.1368237697307
2001-10-03,2438.6850260586652
2001-10-04,2500.9684796793795
2001-10-05,2491.835347208708
2001-10-08,2489.9972207606615
2001-10-09,2486.014999594607
2001-10-10,2530.5958815890363
2001-10-11,2545.4944163160712
2001-10-12,2552.0628628233508
2001-10-15,2492.267794680302
2001-10-16,2522.9078077129157
2001-10-17,2556.99367304636
2001-10-18,2511.109859488734
2001-10-19,2448.66202968056
2001-10-22,2473.301837125712
2001-10-23,2525.3195429083953
2001-10-24,2544.209806649841
2001-10-25,2510.921083581479
2001-10-26,2552.2930821331406
2001-10-29,2544.1351017844972
2001-10-30,2488.5428059936257
2001-10-31,2498.963457682716
2001-11-01,2526.437253032971
2001-11-02,2514.1787071434733
2001-11-05,2545.632519229663
2001-11-06,2532.523200620254
2001-11-07,2570.322257380764
2001-11-08,2605.6951278279826
2001-11-09,2584.227561264665
2001-11-12,2532.9887731716203
2001-11-13,2574.4928804551246
2001-11-14,2574.088966578218
2001-11-15,2571.745457613628
2001-11-16,2611.3837311653915
2001-11-19,2632.887298513691
2001-11-20,2619.5573972059165
2001-11-21,2596.06649821104
2001-11-22,2626.927359013586
2001-11-23,2620.5573374299092
2001-11-26,2614.4638464654035
2001-11-27,2593.0777640056044
2001-11-28,2573.4379587973003
2001-11-29,2572.932494815031
2001-11-30,2604.0259303697317
2001-12-03,2579.028239938504
2001-12-04,2609.0619408239586
2001-12-05,2691.3613226297603
2001-12-06,2711.3869943551776
2001-12-07,2693.70069930916
2001-12-10,2643.8404123594723
2001-12-11,2646.737597691182
2001-12-12,2636.2787327386936
2001-12-13,2595.329656661897
2001-12-14,2582.8761143303623
2001-12-17,2661.119357934426
2001-12-18,2643.7108276590334
2001-12-19,2614.583307320541
2001-12-20,2594.467523498626
2001-12-21,2604.9280764840455
2001-12-24,2571.524054745507
2001-12-25,2571.524054745507
2001-12-26,2572.7533902591335
2001-12-27,2643.3615256997155
2001-12-28,2644.524149605584
2001-12-31,2670.9712851135287
2002-01-01,2670.9712851135287
2002-01-02,2696.075166826564
2002-01-03,2739.3877355313234
2002-01-04,2730.183300823006
2002-01-07,2692.9891790509837
2002-01-08,2671.0755453249
2002-01-09,2670.8587635357208
2002-01-10,2651.83011736598
2002-01-11,2659.6047747923467
2002-01-14,2603.794535580359
2002-01-15,2609.4882932525074
2002-01-16,2548.260944167586
2002-01-17,2589.8180712611193
2002-01-18,2590.313021605655
2002-01-21,2566.0773915321406
2002-01-22,2572.4439863901152
2002-01-23,2587.4098154661388
2002-01-24,2599.7348401820927
2002-01-25,2557.045443952101
2002-01-28,2567.64551307217
2002-01-29,2533.517941133864
2002-01-30,2494.407392038705
2002-01-31,2511.5587013746494
2002-02-01,2510.5606076331496
2002-02-04,2489.6529021623564
2002-02-05,2454.098748029093
2002-02-06,2417.1791929534056
2002-02-07,2446.085128952712
2002-02-08,2456.043734339006
2002-02-11,2498.253998137084
2002-02-12,2480.5455703967177
2002-02-13,2487.374996003417
2002-02-14,2517.6889343598677
2002-02-15,2496.689971030103
2002-02-18,2472.264459454148
2002-02-19,2424.4717339326185
2002-02-20,2407.2432215253107
2002-02-21,2432.875538488793
2002-02-22,2417.0981262022
2002-02-25,2441.324302706883
2002-02-26,2453.665938808659
2002-02-27,2484.4444267445037
2002-02-28,2504.057590446805
2002-03-01,2527.4942297350426
2002-03-04,2614.1199749254693
2002-03-05,2609.16226963611
2002-03-06,2634.7941948368284
2002-03-07,2668.0112546396977
2002-03-08,2681.323095886073
2002-03-11,2666.7872172831208
2002-03-12,2630.4173048625526
2002-03-13,2635.162269075077
2002-03-14,2666.645477544278
2002-03-15,2696.9815503794885
2002-03-18,2708.231754698985
2002-03-19,2727.9950842215067
2002-03-20,2706.116529582891
2002-03-21,2690.2547252971503
2002-03-22,2699.7413422381273
2002-03-25,2678.1705943988586
2002-03-26,2687.5103411510713
2002-03-27,2674.9622608873615
2002-03-28,2704.6159230832122
2002-03-29,2704.6159230832122
2002-04-01,2728.5245933702045
2002-04-02,2716.8808989663403
2002-04-03,2718.5119079963865
2002-04-04,2699.217908626464
2002-04-05,2680.1664668605617
2002-04-08,2619.846766919702
2002-04-09,2636.724921192185
2002-04-10,2672.5591270053624
2002-04-11,2652.0434242820975
2002-04-12,2649.6380978834463
2002-04-15,2671.707569900997
2002-04-16,2730.497304893388
2002-04-17,2750.2808524855664
2002-04-18,2750.857921338584
2002-04-19,2755.4433137965807
2002-04-22,2729.383922103645
2002-04-23,2724.464450582812
2002-04-24,2714.818921075729
2002-04-25,2688.6830597757425
2002-04-26,2680.0395895686875
2002-04-29,2683.10919070083
2002-04-30,2697.28232717612
2002-05-01,2713.3355727203775
2002-05-02,2684.631011313777
2002-05-03,2692.7219520349367
2002-05-06,2692.0985543980337
2002-05-07,2657.9537060133766
2002-05-08,2713.0931432870943
2002-05-09,2704.9668799621923
2002-05-10,2685.342623196861
2002-05-13,2706.498184764641
2002-05-14,2721.8442796616605
2002-05-15,2754.598509943678
2002-05-16,2753.3298019150297
2002-05-17,2788.819319879486
2002-05-20,2772.5684205269554
2002-05-21,2760.7316268404834
2002-05-22,2756.41741094632
2002-05-23,2745.212853606542
2002-05-24,2748.8357101534025
2002-05-27,2754.17016726859
2002-05-28,2767.9197793812496
2002-05-29,2772.8683394863788
2002-05-30,2741.077800487173
2002-05-31,2740.5504101044544
2002-06-03,2728.402195314314
2002-06-04,2668.1364877361493
2002-06-05,2651.854176553263
2002-06-06,2674.8046469937467
2002-06-07,2622.3701583351744
2002-06-10,2622.542630653437
2002-06-11,2653.199339134571
2002-06-12,2602.930454554038
2002-06-13,2566.2598910314537
2002-06-14,2508.2139863319544
2002-06-17,2579.537019843207
2002-06-18,2586.7743683696913
2002-06-19,2557.633519512219
2002-06-20,2512.3597653964252
2002-06-21,2516.2204080743254
2002-06-24,2453.9625659270187
2002-06-25,2496.709440021881
2002-06-26,2493.4883824096064
2002-06-27,2508.5131067660272
2002-06-28,2610.350884110799
2002-07-01,2614.7735488294315
2002-07-02,2514.0603751691324
2002-07-03,2430.9328999718955
2002-07-04,2472.635259601563
2002-07-05,2561.7425957642117
2002-07-08,2588.769576322521
2002-07-09,2582.319405672969
2002-07-10,2491.393339198755
2002-07-11,2408.0224953588636
2002-07-12,2416.898883830055
2002-07-15,2339.333084132784
2002-07-16,2344.3087849615686
2002-07-17,2412.067916713234
2002-07-18,2446.5512882065937
2002-07-19,2341.9342392757094
2002-07-22,2200.9494788503403
2002-07-23,2099.54557331042
2002-07-24,2066.7766902757926
2002-07-25,2163.496435157297
2002-07-26,2151.9537432204474
2002-07-29,2264.5469640965052
2002-07-30,2268.69900658088
2002-07-31,2245.275697901996
2002-08-01,2175.151643199046
2002-08-02,2147.131237598101
2002-08-05,2067.2999691855325
2002-08-06,2115.669945029696
2002-08-07,2108.4633507706358
2002-08-08,2189.6936214005764
2002-08-09,2238.2525841273246
2002-08-12,2209.573463756869
2002-08-13,2225.609953581573
2002-08-14,2187.713202117681
2002-08-15,2230.013839593883
2002-08-16,2252.6908073651935
2002-08-19,2322.3753656617264
2002-08-20,2296.4739146672937
2002-08-21,2342.0591562560635
2002-08-22,2373.9025375601186
2002-08-23,2343.4119610849284
2002-08-26,2318.2395909106967
2002-08-27,2394.211241031566
2002-08-28,2301.019253310247
2002-08-29,2254.787646961329
2002-08-30,2266.105637866735
2002-09-02,2228.128180285069
2002-09-03,2163.9928138116156
2002-09-04,2168.103195897782
2002-09-05,2135.155132863693
2002-09-06,2192.3857922993693
2002-09-09,2146.8294594769995
2002-09-10,2185.8568432550537
2002-09-11,2235.6940388087305
2002-09-12,2157.699833297476
2002-09-13,2115.502289946132
2002-09-16,2092.1231624479424
2002-09-17,2067.0808756635743
2002-09-18,1998.147649210716
2002-09-19,1960.4812259636972
2002-09-20,1952.6294807944341
2002-09-23,1861.0004648393883
2002-09-24,1831.1208711846803
2002-09-25,1866.6536546342347
2002-09-26,1951.787025642971
2002-09-27,1930.395684012316
2002-09-30,1859.2924423142586
2002-10-01,1867.7956949784566
2002-10-02,1918.0815220232232
2002-10-03,1879.1550180302993
2002-10-04,1813.3019883119891
2002-10-07,1778.5211246154843
2002-10-08,1744.3200104037442
2002-10-09,1735.0408251039762
2002-10-10,1791.2446081792577
2002-10-11,1902.084168683176
2002-10-14,1877.7991063043905
2002-10-15,2004.9169834249403
2002-10-16,1984.0431204438214
2002-10-17,2026.6304610904087
2002-10-18,2028.9987704384491
2002-10-21,2043.2635836816205
2002-10-22,2021.7579337629104
2002-10-23,1944.1645214480297
2002-10-24,1993.3635124389934
2002-10-25,1988.0767286301368
2002-10-28,2039.0180851393775
2002-10-29,1952.9542742741132
2002-10-30,2014.5013372466508
2002-10-31,2065.7602346684985
2002-11-01,2055.8611760753856
2002-11-04,2139.1920143204907
2002-11-05,2168.143792155405
2002-11-06,2135.4500608442004
2002-11-07,2089.795908802397
2002-11-08,2070.5403040600827
2002-11-11,2048.6601436407086
2002-11-12,2068.738476586974
2002-11-13,2053.6494381257066
2002-11-14,2109.9236782066832
2002-11-15,2131.110590002906
2002-11-18,2164.202139386865
2002-11-19,2153.442859940337
2002-11-20,2134.4645492763602
2002-11-21,2211.509888714105
2002-11-22,2232.4285809615367
2002-11-25,2218.0077056474397
2002-11-26,2166.667575556746
2002-11-27,2225.6349388838566
2002-11-28,2258.073299795356
2002-11-29,2259.014870068661
2002-12-02,2268.925584271061
2002-12-03,2209.7435277992595
2002-12-04,2194.1617104323136
2002-12-05,2163.139053584397
2002-12-06,2173.449722638636
2002-12-09,2112.3627102421606
2002-12-10,2140.8756385054603
2002-12-11,2164.510915578368
2002-12-12,2141.1506050510234
2002-12-13,2119.7178072039997
2002-12-16,2184.539456345547
2002-12-17,2179.477680229251
2002-12-18,2124.9394894084817
2002-12-19,2097.0686574772253
2002-12-20,2121.9242429751807
2002-12-23,2121.659861406323
2002-12-24,2126.9897033228817
2002-12-25,2126.9897033228817
2002-12-26,2131.8684535670545
2002-12-27,2081.3348406590108
2002-12-30,2106.4873971091733
2002-12-31,2125.8141357798518
2003-01-01,2125.8141357798518
2003-01-02,2187.7685788119907
2003-01-03,2221.1760320408544
2003-01-06,2249.8356616588744
2003-01-07,2222.386713480748
2003-01-08,2174.5343874994237
2003-01-09,2215.1256176360384
2003-01-10,2233.9423029523623
2003-01-13,2260.364933309216
2003-01-14,2289.479321462808
2003-01-15,2262.7861739427035
2003-01-16,2262.811441204549
2003-01-17,2211.187469835808
2003-01-20,2188.56906311593
2003-01-21,2163.2349101868094
2003-01-22,2118.921305992092
2003-01-23,2130.544577569398
2003-01-24,2114.46055582113
2003-01-27,2042.2573671240625
2003-01-28,2038.633878774451
2003-01-29,2043.8433949904397
2003-01-30,2063.241234251941
2003-01-31,2069.4811526968642
2003-02-03,2093.536733642096
2003-02-04,2046.4851166791977
2003-02-05,2076.225591606155
2003-02-06,2039.7807581168088
2003-02-07,2005.3381816512476
2003-02-10,1971.885392762952
2003-02-11,2014.2543217961515
2003-02-12,1979.1101279252541
2003-02-13,1991.8982185362947
2003-02-14,2041.9162157015176
2003-02-17,2076.721611364015
2003-02-18,2075.4078977627514
2003-02-19,2033.4651698040573
2003-02-20,2021.8743429264848
2003-02-21,2028.9209279251713
2003-02-24,1967.3594075789717
2003-02-25,1896.0957926406413
2003-02-26,1875.7296783787533
2003-02-27,1905.8664356631355
2003-02-28,1945.0718367026036
2003-03-03,1956.5426357481688
2003-03-04,1910.4546459090693
2003-03-05,1907.5265344828745
2003-03-06,1880.6485681139566
2003-03-07,1852.490045516525
2003-03-10,1796.0840697235624
2003-03-11,1786.6952885699443
2003-03-12,1724.043171236334
2003-03-13,1803.3577421656482
2003-03-14,1887.9888032761805
2003-03-17,1935.9750591562176
2003-03-18,1936.542957433513
2003-03-19,1954.486674724485
2003-03-20,1936.6282631549311
2003-03-21,2000.3438197202906
2003-03-24,1920.4578084853708
2003-03-25,1960.1776047146732
2003-03-26,1945.1559940561717
2003-03-27,1923.3170631358003
2003-03-28,1926.3208895339112
2003-03-31,1880.6162086663644
2003-04-01,1898.1519788077212
2003-04-02,1954.9253669835905
2003-04-03,1969.1726161764684
2003-04-04,1991.0238774965221
2003-04-07,2064.3449316072447
2003-04-08,2042.5314124314907
2003-04-09,2042.8992553744654
2003-04-10,2024.3145583125736
2003-04-11,2036.3650027460337
2003-04-14,2066.900072355292
2003-04-15,2109.8301508006725
2003-04-16,2112.0066469508706
2003-04-17,2134.1693174232873
2003-04-18,2134.1693174232873
2003-04-21,2123.048813352511
2003-04-22,2163.913989553446
2003-04-23,2198.09940238089
2003-04-24,2169.5824242233257
2003-04-25,2141.242822085094
2003-04-28,2190.872056763501
2003-04-29,2194.1394880204825
2003-04-30,2227.4971330349026
2003-05-01,2248.3199712481614
2003-05-02,2243.7939541085066
2003-05-05,2283.688414819555
2003-05-06,2336.3866040995895
2003-05-07,2316.5351673552195
2003-05-08,2266.595905283573
2003-05-09,2292.7310065048546
2003-05-12,2296.926278679621
2003-05-13,2298.3482674160473
2003-05-14,2301.338126627501
2003-05-15,2321.0193273521004
2003-05-16,2349.3811904156023
2003-05-19,2289.1425062386397
2003-05-20,2285.9152969277234
2003-05-21,2272.830483433449
2003-05-22,2313.245095465414
2003-05-23,2321.4278759876715
2003-05-26,2327.58143630947
2003-05-27,2339.395261846727
2003-05-28,2365.134343948508
2003-05-29,2388.616094620867
2003-05-30,2397.894276296888
2003-06-02,2432.1453823147044
2003-06-03,2414.9203504171205
2003-06-04,2434.5385303868375
2003-06-05,2450.4939194921926
2003-06-06,2469.912178127209
2003-06-09,2460.3073898004354
2003-06-10,2459.662822207638
2003-06-11,2516.333438736431
2003-06-12,2539.7495483764824
2003-06-13,2512.2381719189057
2003-06-16,2575.5407405048736
