Date,WORLD ex AUSTRALIA VALUE
1990-11-30,1169.36634
1990-12-31,1189.46773
1991-01-31,1230.44764
1991-02-28,1346.38381
1991-03-29,1295.96037
1991-04-30,1304.81264
1991-05-31,1333.38061
1991-06-28,1250.25174
1991-07-31,1308.29668
1991-08-30,1298.1194
1991-09-30,1342.48848
1991-10-31,1351.88996
1991-11-29,1275.60903
1991-12-31,1353.4228
1992-01-31,1344.27121
1992-02-28,1327.26716
1992-03-31,1263.23035
1992-04-30,1311.08467
1992-05-29,1358.01082
1992-06-30,1315.78739
1992-07-31,1310.33161
1992-08-31,1328.64143
1992-09-30,1317.39386
1992-10-30,1275.04619
1992-11-30,1288.32364
1992-12-31,1302.41662
1993-01-29,1325.10521
1993-02-26,1369.61545
1993-03-31,1465.66776
1993-04-30,1556.90024
1993-05-31,1578.14657
1993-06-30,1566.69771
1993-07-30,1613.13811
1993-08-31,1689.56539
1993-09-30,1667.2339
1993-10-29,1697.07384
1993-11-30,1603.92114
1993-12-31,1694.40069
1994-01-31,1819.20672
1994-02-28,1796.53234
1994-03-31,1729.32907
1994-04-29,1787.54456
1994-05-31,1798.53529
1994-06-30,1804.08299
1994-07-29,1837.46244
1994-08-31,1887.00996
1994-09-30,1830.53981
1994-10-31,1890.8152
1994-11-30,1801.45189
1994-12-30,1807.82275
1995-01-31,1782.32469
1995-02-28,1804.33892
1995-03-31,1890.73053
1995-04-28,1951.36992
1995-05-31,1968.95098
1995-06-30,1964.93721
1995-07-31,2063.94305
1995-08-31,2028.02749
1995-09-29,2075.94166
1995-10-31,2032.50679
1995-11-30,2109.10679
1995-12-29,2184.0644
1996-01-31,2222.47263
1996-02-29,2231.85076
1996-03-29,2273.68419
1996-04-30,2331.96517
1996-05-31,2321.69174
1996-06-28,2332.3508
1996-07-31,2254.25164
1996-08-30,2284.70131
1996-09-30,2358.2755
1996-10-31,2380.10461
1996-11-29,2525.5979
1996-12-31,2492.68882
1997-01-31,2518.505766941476
1997-02-28,2546.288386865731
1997-03-31,2503.562581357712
1997-04-30,2552.415957154404
1997-05-30,2719.9097109862437
1997-06-30,2840.709443145043
1997-07-31,2971.6842746105617
1997-08-29,2794.9998197055556
1997-09-30,2936.1510123205403
1997-10-31,2818.4122281149807
1997-11-28,2846.3702864886372
1997-12-31,2888.756627743236
1998-01-30,2933.673447749341
1998-02-27,3124.8780538096894
1998-03-31,3282.3711218732637
1998-04-30,3327.3039177898295
1998-05-29,3281.791985750607
1998-06-30,3293.967097514731
1998-07-31,3289.559422868916
1998-08-31,2793.0844854558654
1998-09-30,2826.3472972961017
1998-10-30,3090.375927839446
1998-11-30,3259.932574585125
1998-12-31,3341.2700398763072
1999-01-01,3341.2707415430154
1999-01-04,3371.690967081365
1999-01-05,3402.0661188868767
1999-01-06,3474.3959947734957
1999-01-07,3468.216917263351
1999-01-08,3479.4401096764946
1999-01-11,3449.4117817011224
1999-01-12,3399.836188674963
1999-01-13,3347.2601351529956
1999-01-14,3315.827905744969
1999-01-15,3363.8283238362283
1999-01-18,3386.6964103542473
1999-01-19,3385.494822822507
1999-01-20,3401.869251256127
1999-01-21,3371.4452500826324
1999-01-22,3327.2254456287924
1999-01-25,3333.785427923482
1999-01-26,3342.301423112216
1999-01-27,3309.4801609232118
1999-01-28,3337.2102297143556
1999-01-29,3361.9307497551818
1999-02-01,3368.70173325289
1999-02-02,3355.525869215743
1999-02-03,3360.38631450465
1999-02-04,3334.5607028108348
1999-02-05,3327.5552289817283
1999-02-08,3324.492086259971
1999-02-09,3270.981813634854
1999-02-10,3267.7680798724
1999-02-11,3313.501746955907
1999-02-12,3301.8586237241525
1999-02-15,3302.2548649381815
1999-02-16,3315.8529652702678
1999-02-17,3288.4399830059083
1999-02-18,3306.4406409806365
1999-02-19,3297.3365822648843
1999-02-22,3347.5374939790063
1999-02-23,3352.8265573886283
1999-02-24,3338.9506638654266
1999-02-25,3329.5323252897238
1999-02-26,3319.620314065629
1999-03-01,3294.848204815387
1999-03-02,3284.6984622279547
1999-03-03,3279.105276419303
1999-03-04,3310.8983964043373
1999-03-05,3394.946807987511
1999-03-08,3395.796125418947
1999-03-09,3397.5860771920097
1999-03-10,3442.0673026137697
1999-03-11,3474.654776138084
1999-03-12,3488.0615887603876
1999-03-15,3505.3918877270153
1999-03-16,3510.6985596297477
1999-03-17,3518.704042169089
1999-03-18,3532.524504022329
1999-03-19,3529.6668494080245
1999-03-22,3514.4117464377623
1999-03-23,3447.8835516102836
1999-03-24,3432.549327365478
1999-03-25,3473.2413186731155
1999-03-26,3455.0295592572675
1999-03-29,3491.9808985171626
1999-03-30,3471.319219669976
1999-03-31,3475.485382457297
1999-04-01,3487.0354179057404
1999-04-02,3483.674601436131
1999-04-05,3509.253059385096
1999-04-06,3522.8956320214133
1999-04-07,3557.149196438412
1999-04-08,3594.508638420977
1999-04-09,3604.384730992143
1999-04-12,3626.4703588922234
1999-04-13,3635.1052698816766
1999-04-14,3643.913559373499
1999-04-15,3652.268505346311
1999-04-16,3679.4153888646947
1999-04-19,3704.8906683948285
1999-04-20,3680.0893898571385
1999-04-21,3698.2416412535763
1999-04-22,3722.518407220407
1999-04-23,3729.887511467953
1999-04-26,3725.4524098551224
1999-04-27,3765.980411629203
1999-04-28,3771.6485755375493
1999-04-29,3770.569545790872
1999-04-30,3750.1007584630875
1999-05-03,3796.129259214914
1999-05-04,3773.636865100179
1999-05-05,3784.384427723145
1999-05-06,3800.6133104338282
1999-05-07,3805.2639239642313
1999-05-10,3796.466393361937
1999-05-11,3793.8362124119476
1999-05-12,3779.1569105076574
1999-05-13,3788.51403701623
1999-05-14,3728.016132944019
1999-05-17,3684.764695373136
1999-05-18,3683.4020252127734
1999-05-19,3695.294641078405
1999-05-20,3699.7616184074163
1999-05-21,3693.253225322142
1999-05-24,3666.8976213746014
1999-05-25,3626.709192874674
1999-05-26,3646.379115948624
1999-05-27,3589.07165698669
1999-05-28,3612.719796408218
1999-05-31,3613.0259235692715
1999-06-01,3616.778036173251
1999-06-02,3624.6072667179888
1999-06-03,3636.263053363194
1999-06-04,3663.228171791409
1999-06-07,3696.2992273285945
1999-06-08,3693.017732609732
1999-06-09,3695.781698012118
1999-06-10,3689.589155183713
1999-06-11,3705.513681606464
1999-06-14,3694.993893362116
1999-06-15,3710.3979167380553
1999-06-16,3739.135512097023
1999-06-17,3760.2153174769996
1999-06-18,3771.625888313979
1999-06-21,3774.313104743549
1999-06-22,3750.990304785804
1999-06-23,3724.286507087408
1999-06-24,3686.51542063593
1999-06-25,3695.618142843666
1999-06-28,3713.1087559468074
1999-06-29,3734.660615958018
1999-06-30,3733.338776117542
1999-07-01,3776.4400904255335
1999-07-02,3796.2010631080702
1999-07-05,3823.6433148979795
1999-07-06,3817.172043322848
1999-07-07,3806.799003658651
1999-07-08,3799.5234549722213
1999-07-09,3814.2280837034136
1999-07-12,3812.4491581214834
1999-07-13,3786.758099372174
1999-07-14,3804.541641619711
1999-07-15,3838.1219067109737
1999-07-16,3841.1133123649747
1999-07-19,3836.33182128711
1999-07-20,3809.5126829469377
1999-07-21,3800.08726087875
1999-07-22,3768.6632175823206
1999-07-23,3741.7404330455115
1999-07-26,3738.5079547581336
1999-07-27,3758.5325536468167
1999-07-28,3765.021901492864
1999-07-29,3734.4625788827543
1999-07-30,3746.630481986972
1999-08-02,3737.062755227786
1999-08-03,3730.699640563845
1999-08-04,3720.503688211762
1999-08-05,3708.7235729083727
1999-08-06,3680.6827660035206
1999-08-09,3674.8986934374902
1999-08-10,3636.910056893716
1999-08-11,3660.5748358400424
1999-08-12,3682.864515101458
1999-08-13,3727.4136017177284
1999-08-16,3746.731655643779
1999-08-17,3761.8401436846907
1999-08-18,3757.3183027016253
1999-08-19,3743.8083116604903
1999-08-20,3782.4561807831324
1999-08-23,3831.2055445538304
1999-08-24,3819.477218936059
1999-08-25,3821.9215584464314
1999-08-26,3784.461677886467
1999-08-27,3764.9756583155117
1999-08-30,3727.033665901494
1999-08-31,3689.816017337647
1999-09-01,3735.0517450288858
1999-09-02,3706.6499473089248
1999-09-03,3768.92370299463
1999-09-06,3781.854852414056
1999-09-07,3755.5353675956467
1999-09-08,3743.379693539775
1999-09-09,3765.5188485858944
1999-09-10,3757.180776026784
1999-09-13,3752.14381144167
1999-09-14,3730.08835521005
1999-09-15,3703.165269958937
1999-09-16,3676.4343411478176
1999-09-17,3686.2416369688626
1999-09-20,3685.287136356571
1999-09-21,3656.0295057285966
1999-09-22,3631.442502838563
1999-09-23,3606.629964220839
1999-09-24,3573.2129535837244
1999-09-27,3575.8502514388992
1999-09-28,3576.72005085568
1999-09-29,3571.73868500403
1999-09-30,3616.6591203725316
1999-10-01,3608.9932445200434
1999-10-04,3640.898397289515
1999-10-05,3626.420273254326
1999-10-06,3664.767361247978
1999-10-07,3671.3886224351995
1999-10-08,3675.977389057164
1999-10-11,3679.2642966334915
1999-10-12,3645.9016818726263
1999-10-13,3591.8431068339655
1999-10-14,3594.768956769784
1999-10-15,3531.7388043724523
1999-10-18,3520.196119718096
1999-10-19,3549.185646838071
1999-10-20,3579.2508624346838
1999-10-21,3573.5988702733302
1999-10-22,3620.983091343836
1999-10-25,3607.3590961689406
1999-10-26,3599.3709882338067
1999-10-27,3612.3400944808864
1999-10-28,3695.6518562583683
1999-10-29,3753.957619882817
1999-11-01,3733.626225579073
1999-11-02,3731.0728604272995
1999-11-03,3729.2001119826496
1999-11-04,3754.436824831936
1999-11-05,3746.78621858353
1999-11-08,3744.4411482060427
1999-11-09,3740.5453609903493
1999-11-10,3761.0608592732906
1999-11-11,3755.6196678387532
1999-11-12,3770.376353557166
1999-11-15,3776.3584631984595
1999-11-16,3811.8903307073138
1999-11-17,3823.7420160149577
1999-11-18,3843.373447658048
1999-11-19,3824.770926711037
1999-11-22,3807.77171419266
1999-11-23,3784.642574246426
1999-11-24,3775.6258229168157
1999-11-25,3787.626762757141
1999-11-26,3786.286479106045
1999-11-29,3766.3203858557604
1999-11-30,3736.8547193832796
1999-12-01,3759.2911890093706
1999-12-02,3769.2169996787297
1999-12-03,3819.668874185547
1999-12-06,3816.868622590527
1999-12-07,3802.2223324342312
1999-12-08,3779.0186487534074
1999-12-09,3790.4266468124556
1999-12-10,3800.99805767892
1999-12-13,3783.432666952286
1999-12-14,3763.3279778207475
1999-12-15,3764.520477097979
1999-12-16,3789.241799043615
1999-12-17,3792.0912341336216
1999-12-20,3790.942739382815
1999-12-21,3790.257144183333
1999-12-22,3805.6784753380784
1999-12-23,3866.9042416757757
1999-12-24,3871.194766533981
1999-12-27,3837.8178177246446
1999-12-28,3864.5176727243934
1999-12-29,3873.1767410962348
1999-12-30,3891.421712736279
1999-12-31,3898.8234182878673
2000-01-03,3876.482660499089
2000-01-04,3780.7914932238655
2000-01-05,3767.7178386372384
2000-01-06,3773.113121021428
2000-01-07,3830.825675562997
2000-01-10,3845.3441287275673
2000-01-11,3827.544715447341
2000-01-12,3823.2185058251093
2000-01-13,3861.9720927318135
2000-01-14,3879.947724593943
2000-01-17,3892.6345269353533
2000-01-18,3835.535128858802
2000-01-19,3825.053063553204
2000-01-20,3800.4694353459113
2000-01-21,3791.766629749248
2000-01-24,3751.504258943338
2000-01-25,3718.004351396534
2000-01-26,3738.492317614347
2000-01-27,3743.695009193438
2000-01-28,3679.973213897852
2000-01-31,3694.7556608082728
2000-02-01,3707.1785028165327
2000-02-02,3720.4795308293737
2000-02-03,3750.158696085579
2000-02-04,3735.250383532756
2000-02-07,3718.903754465867
2000-02-08,3745.2922365106006
2000-02-09,3698.620006672892
2000-02-10,3676.7986732329655
2000-02-11,3652.4134496406405
2000-02-14,3621.069095634662
2000-02-15,3615.156952188004
2000-02-16,3626.090824028394
2000-02-17,3634.046922596546
2000-02-18,3563.5915326149975
2000-02-21,3532.816297134911
2000-02-22,3564.562572513986
2000-02-23,3569.5762818596227
2000-02-24,3541.377599945386
2000-02-25,3525.9594095844777
2000-02-28,3528.558917675502
2000-02-29,3565.1730613466602
2000-03-01,3607.134161869856
2000-03-02,3620.6000815591647
2000-03-03,3642.0951399796973
2000-03-06,3632.7788772037125
2000-03-07,3602.672129620504
2000-03-08,3598.0073491051326
2000-03-09,3631.613909991609
2000-03-10,3626.0406047396946
2000-03-13,3593.0331001586674
2000-03-14,3576.6489820419315
2000-03-15,3610.8833007435005
2000-03-16,3753.1257772936897
2000-03-17,3738.6056534941
2000-03-20,3740.081191756409
2000-03-21,3784.0818088956335
2000-03-22,3769.6684386738175
2000-03-23,3805.2413369787614
2000-03-24,3831.97216555178
2000-03-27,3830.923474537064
2000-03-28,3833.2964445193843
2000-03-29,3836.2545042983875
2000-03-30,3814.0205240085365
2000-03-31,3857.2241480051493
2000-04-03,3903.159527560964
2000-04-04,3907.6119035399006
2000-04-05,3888.867612505097
2000-04-06,3900.999496718285
2000-04-07,3886.1801955993246
2000-04-10,3888.666067096292
2000-04-11,3890.5844238769864
2000-04-12,3903.8173902191147
2000-04-13,3886.6455676904784
2000-04-14,3757.924275436057
2000-04-17,3727.6629272881037
2000-04-18,3781.6242713686042
2000-04-19,3778.8075138995873
2000-04-20,3801.682717322791
2000-04-21,3791.2993531341713
2000-04-24,3819.476049491545
2000-04-25,3870.3871481526426
2000-04-26,3848.0008059489733
2000-04-27,3805.3621907161037
2000-04-28,3790.304890932203
2000-05-01,3806.889785965635
2000-05-02,3801.9636847204447
2000-05-03,3730.685540404277
2000-05-04,3733.7515566182683
2000-05-05,3755.1400285245286
2000-05-08,3769.798280427567
2000-05-09,3755.481773624207
2000-05-10,3744.8875752960707
2000-05-11,3778.484747213736
2000-05-12,3813.1453451469915
2000-05-15,3860.119124605799
2000-05-16,3866.363791246826
2000-05-17,3806.1312508411825
2000-05-18,3819.525466875435
2000-05-19,3777.3979323078647
2000-05-22,3766.448623799891
2000-05-23,3775.688538555464
2000-05-24,3781.0350718097725
2000-05-25,3762.9030685097764
2000-05-26,3768.317997561801
2000-05-29,3778.1065154452217
2000-05-30,3827.2811894792953
2000-05-31,3821.025329583635
2000-06-01,3870.52681324031
2000-06-02,3929.375767135141
2000-06-05,3922.852171271185
2000-06-06,3933.7227928697203
2000-06-07,3937.694827867724
2000-06-08,3920.4783325586545
2000-06-09,3907.4986344855483
2000-06-12,3911.6411410809874
2000-06-13,3930.06360098555
2000-06-14,3941.0774628306945
2000-06-15,3907.967214195941
2000-06-16,3880.3746720796385
2000-06-19,3900.151382144063
2000-06-20,3889.9111913766515
2000-06-21,3876.2463992945695
2000-06-22,3854.870891516064
2000-06-23,3835.764172920036
2000-06-26,3844.018613490048
2000-06-27,3857.821333199376
2000-06-28,3867.2881201906575
2000-06-29,3855.513952347939
2000-06-30,3849.3681873000924
2000-07-03,3899.303867207136
2000-07-04,3901.938487713944
2000-07-05,3886.5547846591294
2000-07-06,3890.185861812555
2000-07-07,3918.7544906284766
2000-07-10,3932.830531889938
2000-07-11,3951.809355811111
2000-07-12,3950.93752345612
2000-07-13,3933.1709082211746
2000-07-14,3940.823323087331
2000-07-17,3915.3953824358905
2000-07-18,3887.2282772251583
2000-07-19,3879.880204798763
2000-07-20,3896.1263951560345
2000-07-21,3867.5205101880874
2000-07-24,3859.4878021357176
2000-07-25,3876.9928672740334
2000-07-26,3847.0854803786883
2000-07-27,3844.270732674807
2000-07-28,3801.883386954754
2000-07-31,3822.7097846992815
2000-08-01,3846.960322176792
2000-08-02,3857.197087274661
2000-08-03,3850.3456081715412
2000-08-04,3888.948180909282
2000-08-07,3919.936611030382
2000-08-08,3906.1291425496806
2000-08-09,3905.382003071923
2000-08-10,3903.8422909661376
2000-08-11,3924.308021104995
2000-08-14,3951.603005308163
2000-08-15,3953.7523703255583
2000-08-16,3955.1609249870708
2000-08-17,3953.4691113340464
2000-08-18,3948.7878423228785
2000-08-21,3947.6545633284227
2000-08-22,3953.2893033011123
2000-08-23,3954.7741527740927
2000-08-24,3956.1505403979018
2000-08-25,3964.2629570518166
2000-08-28,3971.687104792256
2000-08-29,3957.8195567578987
2000-08-30,3937.6771347123936
2000-08-31,3937.903579775027
2000-09-01,3976.8991856401453
2000-09-04,3977.8262003391033
2000-09-05,3957.7912057644653
2000-09-06,3939.8615447569755
2000-09-07,3932.127897444125
2000-09-08,3922.2457432849974
2000-09-11,3920.4241616015156
2000-09-12,3902.3209740851175
2000-09-13,3894.7879220398286
2000-09-14,3886.5544087528842
2000-09-15,3870.3397992236655
2000-09-18,3814.914460822083
2000-09-19,3819.0809707456715
2000-09-20,3777.6940828545826
2000-09-21,3762.3515085066183
2000-09-22,3814.168088753389
2000-09-25,3819.624011271904
2000-09-26,3816.807043181283
2000-09-27,3818.3164935021086
2000-09-28,3873.6638256468627
2000-09-29,3870.2373290473247
2000-10-02,3892.779622803469
2000-10-03,3897.165416860042
2000-10-04,3893.995968873509
2000-10-05,3899.9272741107766
2000-10-06,3856.417363821793
2000-10-09,3827.679952390448
2000-10-10,3816.9792616977384
2000-10-11,3765.5895749972783
2000-10-12,3704.8394153356253
2000-10-13,3742.7061783494005
2000-10-16,3733.435652276975
2000-10-17,3691.449243046319
2000-10-18,3680.595055580486
2000-10-19,3722.3651141915866
2000-10-20,3747.174842012121
2000-10-23,3762.9966642672694
2000-10-24,3798.336654857718
2000-10-25,3752.1352139826663
2000-10-26,3730.98083332951
2000-10-27,3787.8470708596174
2000-10-30,3857.5953698017647
2000-10-31,3902.5838634862894
2000-11-01,3905.040904729897
2000-11-02,3904.701455372896
2000-11-03,3911.5626688750526
2000-11-06,3920.4621761396047
2000-11-07,3924.15922573238
2000-11-08,3905.49633028149
2000-11-09,3881.4431327281486
2000-11-10,3849.2873155418333
2000-11-13,3810.094909340967
2000-11-14,3846.6971950835937
2000-11-15,3848.66634319704
2000-11-16,3824.650838350435
2000-11-17,3801.4444961862164
2000-11-20,3748.4163954455616
2000-11-21,3750.8177856943366
2000-11-22,3695.5114505654597
2000-11-23,3699.676323841226
2000-11-24,3720.9406087895823
2000-11-27,3747.634301739379
2000-11-28,3744.561118184415
2000-11-29,3746.39947840095
2000-11-30,3722.0769918116976
2000-12-01,3749.0837294245534
2000-12-04,3768.142415859648
2000-12-05,3822.686482853665
2000-12-06,3797.5418784263875
2000-12-07,3791.1743737878646
2000-12-08,3818.52694954925
2000-12-11,3837.3916847331384
2000-12-12,3842.052563825729
2000-12-13,3838.6169016008125
2000-12-14,3800.7627478182967
2000-12-15,3758.4788777452995
2000-12-18,3805.6162017971637
2000-12-19,3788.443364134005
2000-12-20,3729.229763115771
2000-12-21,3745.213059989429
2000-12-22,3781.137343944312
2000-12-25,3793.131277701155
2000-12-26,3824.578236003793
2000-12-27,3872.4466490503364
2000-12-28,3885.6819662433645
2000-12-29,3898.097193766299
2001-01-01,3898.097193766299
2001-01-02,3868.520897204649
2001-01-03,3910.0146482155283
2001-01-04,3905.6283627725547
2001-01-05,3872.474987706279
2001-01-08,3870.0573840887623
2001-01-09,3841.767986775566
2001-01-10,3841.6379302667306
2001-01-11,3847.68598980273
2001-01-12,3833.9237585461046
2001-01-15,3828.5457759628807
2001-01-16,3844.898029852812
2001-01-17,3855.87610083208
2001-01-18,3876.3864548571014
2001-01-19,3849.1061743459372
2001-01-22,3856.9820026633365
2001-01-23,3885.901222254992
2001-01-24,3885.3792361657906
2001-01-25,3895.2900307653613
2001-01-26,3884.179815232802
2001-01-29,3904.155652379632
2001-01-30,3935.3125904854323
2001-01-31,3936.3991740078723
2001-02-01,3950.348369792644
2001-02-02,3907.7084249152285
2001-02-05,3929.1489327189997
2001-02-06,3916.336745536369
2001-02-07,3896.2989175213015
2001-02-08,3877.7108835482263
2001-02-09,3862.841522842055
2001-02-12,3896.75139374921
2001-02-13,3883.3986534141422
2001-02-14,3856.401031351936
2001-02-15,3859.177616929585
2001-02-16,3836.3350663532656
2001-02-19,3834.7809237750866
2001-02-20,3789.755923126149
2001-02-21,3740.6581434030454
2001-02-22,3739.886367517977
2001-02-23,3715.3481324554687
2001-02-26,3765.2113952631526
2001-02-27,3773.0831811053795
2001-02-28,3742.4228935433266
2001-03-01,3734.6317910760663
2001-03-02,3733.915845387978
2001-03-05,3749.196436869157
2001-03-06,3794.2113207245634
2001-03-07,3812.637836391674
2001-03-08,3833.898043139216
2001-03-09,3785.982056750826
2001-03-12,3671.945820497503
2001-03-13,3650.1844022684745
2001-03-14,3557.6402488388712
2001-03-15,3597.5299143119632
2001-03-16,3516.1467682529874
2001-03-19,3546.194051279797
2001-03-20,3524.456152902481
2001-03-21,3473.9409693868424
2001-03-22,3365.2439959410426
2001-03-23,3435.655381318303
2001-03-26,3527.422531387879
2001-03-27,3606.8510591811782
2001-03-28,3547.3124742027894
2001-03-29,3527.2576332358153
2001-03-30,3554.638958364021
2001-04-02,3525.1566197921175
2001-04-03,3448.422879911063
2001-04-04,3472.8021933635537
2001-04-05,3560.1515672153264
2001-04-06,3525.1949950506123
2001-04-09,3551.5843399350056
2001-04-10,3611.370450565455
2001-04-11,3605.0383709024977
2001-04-12,3640.8982153373213
2001-04-13,3639.6702421650402
2001-04-16,3633.181801478619
2001-04-17,3640.681917202525
2001-04-18,3731.311675005477
2001-04-19,3765.870056673178
2001-04-20,3748.8676711202083
2001-04-23,3724.340024967304
2001-04-24,3714.224709731118
2001-04-25,3745.6140079613574
2001-04-26,3776.807521878316
2001-04-27,3803.08926673518
2001-04-30,3790.92562345686
2001-05-01,3833.0293762907318
2001-05-02,3822.1138017515027
2001-05-03,3781.6245299357915
2001-05-04,3817.1133255319087
2001-05-07,3819.1284464908504
2001-05-08,3782.8841718952426
2001-05-09,3774.503666606038
2001-05-10,3794.7077388738808
2001-05-11,3767.71708478245
2001-05-14,3753.004373203282
2001-05-15,3776.912766637005
2001-05-16,3829.2461523164166
2001-05-17,3844.927725180378
2001-05-18,3851.8338051199703
2001-05-21,3882.980123296936
2001-05-22,3875.5691819316
2001-05-23,3837.496249005098
2001-05-24,3838.195882814574
2001-05-25,3810.8183624171493
2001-05-28,3809.95020343314
2001-05-29,3790.7587459183724
2001-05-30,3753.635949142611
2001-05-31,3766.732315049538
2001-06-01,3762.078304769891
2001-06-04,3776.4010133682564
2001-06-05,3801.702824785684
2001-06-06,3764.7387697552977
2001-06-07,3764.699384487074
2001-06-08,3747.241414156285
2001-06-11,3719.5705094772998
2001-06-12,3701.1843695802067
2001-06-13,3703.5464899539625
2001-06-14,3660.7278290652407
2001-06-15,3649.8173991732783
2001-06-18,3623.481465678517
2001-06-19,3628.8413679293308
2001-06-20,3626.641725011322
2001-06-21,3660.0322225668847
2001-06-22,3655.273585257498
2001-06-25,3648.279404855662
2001-06-26,3628.9235959706552
2001-06-27,3618.9234721992834
2001-06-28,3628.394287775318
2001-06-29,3655.5478765882017
2001-07-02,3685.986398752653
2001-07-03,3673.365970254068
2001-07-04,3665.6198274799535
2001-07-05,3634.4193377317333
2001-07-06,3576.175432987372
2001-07-09,3587.649068591286
2001-07-10,3576.0445421149475
2001-07-11,3558.249719503453
2001-07-12,3603.066367274702
2001-07-13,3615.3339956536624
2001-07-16,3602.028928858178
2001-07-17,3597.9200237779996
