Date,NORDIC COUNTRIES VALUE
1989-07-31,1357.11365
1989-08-31,1321.3646
1989-09-29,1303.27096
1989-10-31,1240.02209
1989-11-30,1233.63602
1989-12-29,1348.24912
1990-01-31,1362.10307
1990-02-28,1336.8583
1990-03-30,1303.03066
1990-04-30,1305.50385
1990-05-31,1429.58654
1990-06-29,1487.45318
1990-07-31,1583.63048
1990-08-31,1426.07769
1990-09-28,1198.41801
1990-10-31,1204.25883
1990-11-30,1151.59427
1990-12-31,1148.80358
1991-01-31,1235.3168
1991-02-28,1344.94037
1991-03-29,1307.10167
1991-04-30,1223.70487
1991-05-31,1308.52243
1991-06-28,1253.22274
1991-07-31,1312.44731
1991-08-30,1288.60085
1991-09-30,1275.60047
1991-10-31,1209.93008
1991-11-29,1168.65972
1991-12-31,1228.06651
1992-01-31,1243.07247
1992-02-28,1181.22923
1992-03-31,1206.22831
1992-04-30,1223.12155
1992-05-29,1277.94047
1992-06-30,1198.43872
1992-07-31,1146.18513
1992-08-31,1011.21426
1992-09-30,887.98398
1992-10-30,832.50207
1992-11-30,917.4755
1992-12-31,889.12613
1993-01-29,923.41892
1993-02-26,929.23564
1993-03-31,952.29639
1993-04-30,1049.84126
1993-05-31,1100.77888
1993-06-30,1060.18845
1993-07-30,1112.67682
1993-08-31,1211.42921
1993-09-30,1183.20769
1993-10-29,1316.62691
1993-11-30,1234.98667
1993-12-31,1344.59751
1994-01-31,1619.72844
1994-02-28,1568.03203
1994-03-31,1462.61982
1994-04-29,1546.01927
1994-05-31,1486.93408
1994-06-30,1430.43108
1994-07-29,1537.04642
1994-08-31,1484.8039
1994-09-30,1478.60118
1994-10-31,1556.50276
1994-11-30,1501.98649
1994-12-30,1516.81614
1995-01-31,1538.23661
1995-02-28,1579.29396
1995-03-31,1487.19919
1995-04-28,1627.7195
1995-05-31,1633.29649
1995-06-30,1670.73393
1995-07-31,1816.87939
1995-08-31,1662.52066
1995-09-29,1805.87849
1995-10-31,1734.78518
1995-11-30,1762.84356
1995-12-29,1759.54624
1996-01-31,1699.56201
1996-02-29,1809.19657
1996-03-29,1825.53663
1996-04-30,1855.60283
1996-05-31,1885.86083
1996-06-28,1958.01046
1996-07-31,1931.12365
1996-08-30,2020.85088
1996-09-30,2058.24188
1996-10-31,2095.65796
1996-11-29,2187.40488
1996-12-31,2248.86803
1997-01-31,2275.8095685775484
1997-02-28,2324.508642018982
1997-03-31,2415.0538400231626
1997-04-30,2291.1572107568645
1997-05-30,2419.5106255293945
1997-06-30,2512.0414860126234
1997-07-31,2599.636792897262
1997-08-29,2508.4829499913108
1997-09-30,2745.0571108332565
1997-10-31,2555.4728562782384
1997-11-28,2603.956775503743
1997-12-31,2591.352963223247
1998-01-30,2635.0309700506555
1998-02-27,2775.493669933625
1998-03-31,3018.2448397711823
1998-04-30,3106.80203999223
1998-05-29,3137.9449810338206
1998-06-30,3042.000966774289
1998-07-31,3101.9916609277684
1998-08-31,2559.749473168156
1998-09-30,2398.2450461163585
1998-10-30,2569.483659492232
1998-11-30,2622.76580500039
1998-12-31,2760.1394644814063
1999-01-29,2812.5811464290523
1999-02-26,2720.628250553697
1999-03-31,2867.4670355122835
1999-04-30,3047.4818012685137
1999-05-31,2920.0329444890162
1999-06-30,3005.928313959961
1999-07-30,3180.2620408716166
1999-08-31,3204.4124418054043
1999-09-30,3243.9408420844093
1999-10-29,3230.9026075267134
1999-11-30,3379.680133620463
1999-12-31,3925.2202410757827
2000-01-31,3695.137851960903
2000-02-29,3900.5475858940763
2000-03-31,3934.4303660391784
2000-04-28,3664.7856221638885
2000-05-31,3714.9269962306
2000-06-30,3716.1837508469407
2000-07-31,3567.9048561084082
2000-08-31,3447.193056465632
2000-09-29,3338.193626212405
2000-10-31,3219.6763212903543
2000-11-30,3057.0635566115693
2000-12-29,3219.65944478682
2001-01-01,3219.65944478682
2001-01-02,3216.02158284189
2001-01-03,3151.065891570913
2001-01-04,3287.5627941933403
2001-01-05,3369.64078418251
2001-01-08,3371.5522413539575
2001-01-09,3320.007651832393
2001-01-10,3308.849649165054
2001-01-11,3357.987221819778
2001-01-12,3375.594291622967
2001-01-15,3362.3556719772114
2001-01-16,3301.677891852242
2001-01-17,3348.1531167516055
2001-01-18,3393.6073115619733
2001-01-19,3404.6340147688934
2001-01-22,3375.898986546269
2001-01-23,3355.5172331494095
2001-01-24,3346.8790715536497
2001-01-25,3352.0091806761434
2001-01-26,3350.6241817248733
2001-01-29,3360.790015115049
2001-01-30,3413.4133190954676
2001-01-31,3466.521617973605
2001-02-01,3475.068945499428
2001-02-02,3408.479726282937
2001-02-05,3377.516522663107
2001-02-06,3398.258167709331
2001-02-07,3368.9627175917403
2001-02-08,3315.784226223151
2001-02-09,3282.8127213551325
2001-02-12,3287.8530320682107
2001-02-13,3246.6606160436636
2001-02-14,3167.550020024972
2001-02-15,3206.0672100208253
2001-02-16,3212.933433609978
2001-02-19,3235.745939644951
2001-02-20,3197.5661036990705
2001-02-21,3166.6889654167435
2001-02-22,3084.2745758348383
2001-02-23,3039.754422397901
2001-02-26,3079.236798094038
2001-02-27,3139.5005532243986
2001-02-28,3126.191562326832
2001-03-01,3106.4096495796625
2001-03-02,3133.0240438387923
2001-03-05,3135.143060830498
2001-03-06,3200.3239416754213
2001-03-07,3203.1194647061016
2001-03-08,3205.990521907931
2001-03-09,3192.0231116042164
2001-03-12,3117.4657697127873
2001-03-13,3058.213517147838
2001-03-14,2970.707363270838
2001-03-15,2994.3513538693583
2001-03-16,2894.707207305159
2001-03-19,2849.2205113091404
2001-03-20,2863.3569510942825
2001-03-21,2778.6434909391883
2001-03-22,2630.160336533504
2001-03-23,2712.5590987483606
2001-03-26,2830.3534650240117
2001-03-27,2851.6518332124715
2001-03-28,2784.797472369268
2001-03-29,2706.1095533989446
2001-03-30,2739.1150738856154
2001-04-02,2696.0617917420273
2001-04-03,2685.6707739876265
2001-04-04,2729.992428570568
2001-04-05,2789.2347032908033
2001-04-06,2792.526597852568
2001-04-09,2861.651146876428
2001-04-10,2876.1835506324455
2001-04-11,2858.3214102727948
2001-04-12,2861.653577242581
2001-04-13,2861.653577242581
2001-04-16,2838.052069750543
2001-04-17,2840.8739361741023
2001-04-18,2893.3538950589764
2001-04-19,3003.2867309013404
2001-04-20,2990.0748582840342
2001-04-23,2944.457141075937
2001-04-24,2933.9415769664283
2001-04-25,2967.277068660903
2001-04-26,2992.54244792865
2001-04-27,3018.7298164100202
2001-04-30,3061.0560424174287
2001-05-01,3073.0422527263036
2001-05-02,3039.6284441939
2001-05-03,3017.488050807367
2001-05-04,3033.9241263968506
2001-05-07,3061.9965115742266
2001-05-08,3003.184826299715
2001-05-09,3000.9474504634
2001-05-10,3052.887058514548
2001-05-11,3016.355500587713
2001-05-14,2986.1914503401154
2001-05-15,3004.5914565413027
2001-05-16,3010.7872333088426
2001-05-17,3064.27625049674
2001-05-18,3079.1627467813382
2001-05-21,3100.241481388196
2001-05-22,3064.923824272552
2001-05-23,3014.2133118215106
2001-05-24,3004.8674240355617
2001-05-25,3007.2588735519444
2001-05-28,3017.355700986067
2001-05-29,2976.7094586954054
2001-05-30,2954.6951745996575
2001-05-31,2925.034913311278
2001-06-01,2887.020969572876
2001-06-04,2887.6015091458066
2001-06-05,2923.15612641541
2001-06-06,2920.078890285757
2001-06-07,2898.7506960821534
2001-06-08,2892.426023116615
2001-06-11,2825.3801972733986
2001-06-12,2835.2818928284983
2001-06-13,2888.4512288024434
2001-06-14,2868.5135766921344
2001-06-15,2895.2063854741727
2001-06-18,2873.893127005099
2001-06-19,2846.0183264123034
2001-06-20,2797.4438887060483
2001-06-21,2792.940264921665
2001-06-22,2799.223044295074
2001-06-25,2842.229317822476
2001-06-26,2810.217875479368
2001-06-27,2808.6912276298635
2001-06-28,2830.546687690898
2001-06-29,2824.7660518302446
2001-07-02,2840.0786847751583
2001-07-03,2845.5583340747608
2001-07-04,2829.0463351149538
2001-07-05,2794.782863460406
2001-07-06,2750.3636816713743
2001-07-09,2730.616071747221
2001-07-10,2779.778358674292
2001-07-11,2766.18532448868
2001-07-12,2748.8668467717994
2001-07-13,2761.6632704924114
2001-07-16,2791.040388479845
2001-07-17,2715.8521394502413
2001-07-18,2759.298921390105
2001-07-19,2797.497635281411
2001-07-20,2773.17360352917
2001-07-23,2769.0340582812587
2001-07-24,2773.788455325978
2001-07-25,2760.0182619075294
2001-07-26,2779.4479400298287
2001-07-27,2803.911743521907
2001-07-30,2826.9164657354577
2001-07-31,2840.628747504332
2001-08-01,2867.269260862144
2001-08-02,2887.0471784868896
2001-08-03,2895.2144355220476
2001-08-06,2881.987755041133
2001-08-07,2864.727746707163
2001-08-08,2845.1695363549316
2001-08-09,2838.6866943061495
2001-08-10,2837.222111087316
2001-08-13,2863.9270737467355
2001-08-14,2878.317355569036
2001-08-15,2911.5334958702733
2001-08-16,2890.127233348936
2001-08-17,2861.796466487194
2001-08-20,2791.0205118811978
2001-08-21,2806.6067578820075
2001-08-22,2864.4397085722144
2001-08-23,2865.515288046177
2001-08-24,2901.262182452971
2001-08-27,2889.7298574316674
2001-08-28,2866.0311897865454
2001-08-29,2853.252877194466
2001-08-30,2799.5155183302163
2001-08-31,2790.9700690464097
2001-09-03,2737.6911570444304
2001-09-04,2725.158731053006
2001-09-05,2742.3768040970153
2001-09-06,2719.669276071136
2001-09-07,2707.469044754056
2001-09-10,2657.9453394684447
2001-09-11,2561.588276538572
2001-09-12,2569.4684034509787
2001-09-13,2608.8706716510815
2001-09-14,2602.338110389333
2001-09-17,2571.841751660011
2001-09-18,2511.0806553451266
2001-09-19,2528.2450202848554
2001-09-20,2406.651785064551
2001-09-21,2287.371937800138
2001-09-24,2356.399977332977
2001-09-25,2391.7846213840317
2001-09-26,2391.3018338298025
2001-09-27,2409.0960540659134
2001-09-28,2447.3435687248275
2001-10-01,2444.003585489011
2001-10-02,2464.4397597176926
2001-10-03,2452.8811372701107
2001-10-04,2526.3601563981947
2001-10-05,2528.9491807754193
2001-10-08,2527.4709532627094
2001-10-09,2541.4924138098067
2001-10-10,2553.204373722679
2001-10-11,2628.3605977203238
2001-10-12,2631.333775212568
2001-10-15,2598.035950948293
2001-10-16,2606.956664976902
2001-10-17,2661.4182555203397
2001-10-18,2610.76849700914
2001-10-19,2552.9483090475233
2001-10-22,2544.1554465664435
2001-10-23,2595.888639769954
2001-10-24,2630.7723150361467
2001-10-25,2581.5305257637688
2001-10-26,2618.090115681512
2001-10-29,2611.6175736982136
2001-10-30,2540.3178461387356
2001-10-31,2546.614608074723
2001-11-01,2547.5384759998246
2001-11-02,2552.901453997431
2001-11-05,2579.9371507767987
2001-11-06,2588.1030567780517
2001-11-07,2630.125764229044
2001-11-08,2656.0560948827238
2001-11-09,2623.1383709810825
2001-11-12,2598.5744753821614
2001-11-13,2628.348166309337
2001-11-14,2660.641860186389
2001-11-15,2668.6005210410367
2001-11-16,2697.7000142732695
2001-11-19,2697.6882037904643
2001-11-20,2673.9518860116195
2001-11-21,2652.659173231996
2001-11-22,2691.316498106243
2001-11-23,2692.3235534793253
2001-11-26,2708.1406941675637
2001-11-27,2710.922293644356
2001-11-28,2689.8227314149713
2001-11-29,2689.3136816575125
2001-11-30,2720.250984620488
2001-12-03,2699.398509698119
2001-12-04,2731.2724385484175
2001-12-05,2793.457320275324
2001-12-06,2801.4589367378526
2001-12-07,2803.2735575815245
2001-12-10,2761.195441306914
2001-12-11,2756.2118332544555
2001-12-12,2758.4904573726863
2001-12-13,2744.685143294778
2001-12-14,2724.0658987372803
2001-12-17,2751.537853342525
2001-12-18,2780.395309982756
2001-12-19,2749.7502387895156
2001-12-20,2735.764574404566
2001-12-21,2733.6874034642256
2001-12-24,2701.3841418195184
2001-12-25,2701.3841418195184
2001-12-26,2698.3133500134372
2001-12-27,2779.601688868662
2001-12-28,2801.0918795133466
2001-12-31,2825.389910378934
2002-01-01,2825.389910378934
2002-01-02,2861.427450387558
2002-01-03,2936.4227776907533
2002-01-04,2944.626161202336
2002-01-07,2939.1869179552937
2002-01-08,2880.014600651293
2002-01-09,2885.981573081889
2002-01-10,2890.607439472777
2002-01-11,2897.883667966916
2002-01-14,2834.315580525111
2002-01-15,2807.8146014017116
2002-01-16,2744.433094061919
2002-01-17,2777.993424553388
2002-01-18,2791.5638626564473
2002-01-21,2776.810842761854
2002-01-22,2790.2434214618283
2002-01-23,2789.7411429019226
2002-01-24,2790.680179878235
2002-01-25,2740.394271191297
2002-01-28,2735.5313944243576
2002-01-29,2725.8426862456217
2002-01-30,2696.94090778119
2002-01-31,2752.943060811281
2002-02-01,2777.921292317145
2002-02-04,2790.076316964195
2002-02-05,2772.452421987811
2002-02-06,2750.8567982243135
2002-02-07,2749.1669315152267
2002-02-08,2765.9209429192133
2002-02-11,2811.6964612169113
2002-02-12,2812.8578683036717
2002-02-13,2816.4272291284497
2002-02-14,2832.644352571023
2002-02-15,2837.5040536386637
2002-02-18,2796.842178458927
2002-02-19,2789.215463264764
2002-02-20,2768.253031253862
2002-02-21,2785.789565155098
2002-02-22,2795.0730547231146
2002-02-25,2812.3499798996104
2002-02-26,2831.0012868957424
2002-02-27,2871.3108280124966
2002-02-28,2873.907582225931
2002-03-01,2880.730137530554
2002-03-04,2974.5673469000326
2002-03-05,2979.171959401316
2002-03-06,2965.465172716625
2002-03-07,3001.2251359743814
2002-03-08,3016.4838253507537
2002-03-11,3004.2169567710803
2002-03-12,2986.1400302392135
2002-03-13,2992.082058008721
2002-03-14,3000.7049383921017
2002-03-15,2999.269517777087
2002-03-18,3009.3443253059017
2002-03-19,3010.6599227193174
2002-03-20,3018.990995797218
2002-03-21,3027.532174017651
2002-03-22,3030.504393070844
2002-03-25,3007.0636865522215
2002-03-26,3003.363116795893
2002-03-27,2989.0815791520868
2002-03-28,3001.736452008159
2002-03-29,3001.736452008159
2002-04-01,3028.6191305228485
2002-04-02,3042.786105228243
2002-04-03,3026.8689652471094
2002-04-04,3012.247792973629
2002-04-05,3021.434734896239
2002-04-08,2988.4575989968607
2002-04-09,2995.0528739007073
2002-04-10,2998.6094538949906
2002-04-11,2996.541865770477
2002-04-12,3002.898950009864
2002-04-15,3014.2612556761355
2002-04-16,3064.127990995521
2002-04-17,3102.2637792811056
2002-04-18,3092.8630844302256
2002-04-19,3093.403364335211
2002-04-22,3047.8962702338695
2002-04-23,3037.227032072606
2002-04-24,3007.094325772716
2002-04-25,2975.694416537254
2002-04-26,3036.826148914244
2002-04-29,3032.137598012472
2002-04-30,3055.3141448078177
2002-05-01,3066.8187969178252
2002-05-02,3083.7446069550633
2002-05-03,3091.4179183535375
2002-05-06,3080.043944745592
2002-05-07,3073.464058474752
2002-05-08,3132.272525599229
2002-05-09,3130.0972095329985
2002-05-10,3137.851544646232
2002-05-13,3140.558428288434
2002-05-14,3148.448595943308
2002-05-15,3159.247485584218
2002-05-16,3151.094893506799
2002-05-17,3186.580697588053
2002-05-20,3189.908557859826
2002-05-21,3162.4451020294982
2002-05-22,3161.9380663739526
2002-05-23,3162.449973224311
2002-05-24,3171.8210084873476
2002-05-27,3154.337397926425
2002-05-28,3174.1276715309664
2002-05-29,3157.4033609671237
2002-05-30,3150.172369092655
2002-05-31,3126.9469250582524
2002-06-03,3144.520326974615
2002-06-04,3108.0121980765043
2002-06-05,3095.5274968220447
2002-06-06,3123.4316336013376
2002-06-07,3068.5138750458186
2002-06-10,3081.003048395621
2002-06-11,3090.956287027692
2002-06-12,3074.4867042537
2002-06-13,3069.9123180318466
2002-06-14,3002.187081962248
2002-06-17,3047.3316385042126
2002-06-18,3077.232923843672
2002-06-19,3050.155395859882
2002-06-20,2993.8693773458467
2002-06-21,3010.189594624009
2002-06-24,2984.271292105872
2002-06-25,3032.539816621061
2002-06-26,3025.919819277651
2002-06-27,3061.186741832547
2002-06-28,3129.124429382474
2002-07-01,3128.2552611351575
2002-07-02,3099.4593118434973
2002-07-03,3004.0002038420134
2002-07-04,3016.0675634798413
2002-07-05,3048.0668309589546
2002-07-08,3094.845097572589
2002-07-09,3094.1550432783642
2002-07-10,3029.522858347119
2002-07-11,2954.694226144638
2002-07-12,2942.402200524155
2002-07-15,2937.727125708468
2002-07-16,2912.088417061683
2002-07-17,2972.233774981962
2002-07-18,2980.2301115888313
2002-07-19,2918.8450823804437
2002-07-22,2769.2097106075353
2002-07-23,2647.0846250679997
2002-07-24,2515.50919187274
2002-07-25,2648.416011848586
2002-07-26,2566.716053733584
2002-07-29,2712.5951305776766
2002-07-30,2772.668033779864
2002-07-31,2768.437094534332
2002-08-01,2719.938632982939
2002-08-02,2647.5360353997335
2002-08-05,2562.4051336004895
2002-08-06,2558.969751639386
2002-08-07,2591.792924418455
2002-08-08,2616.5507337248355
2002-08-09,2629.4514178546424
2002-08-12,2645.4907586025674
2002-08-13,2641.5414617655892
2002-08-14,2646.073381595964
2002-08-15,2688.2652172029607
2002-08-16,2668.335777545069
2002-08-19,2697.0596784324994
2002-08-20,2704.0514136353872
2002-08-21,2782.2581802638324
2002-08-22,2829.0618381637164
2002-08-23,2798.846144982427
2002-08-26,2787.465389638005
2002-08-27,2841.3305934007394
2002-08-28,2814.962631087361
2002-08-29,2763.026848221436
2002-08-30,2752.8526340845037
2002-09-02,2758.253493750132
2002-09-03,2676.564217311838
2002-09-04,2655.5796019991826
2002-09-05,2643.930621478821
2002-09-06,2674.1794828170346
2002-09-09,2644.6876759341358
2002-09-10,2671.1368604014206
2002-09-11,2730.472209305124
2002-09-12,2686.361055024215
2002-09-13,2669.232213372155
2002-09-16,2665.984018512073
2002-09-17,2648.3367234327043
2002-09-18,2572.1176683386298
2002-09-19,2547.9722172725524
2002-09-20,2536.611273806459
2002-09-23,2471.356960174009
2002-09-24,2409.9272464637675
2002-09-25,2415.899224933752
2002-09-26,2480.046664184649
2002-09-27,2480.3407469692056
2002-09-30,2400.7460346009398
2002-10-01,2397.1703299975275
2002-10-02,2419.7078349500607
2002-10-03,2387.1249821545953
2002-10-04,2371.9817998260887
2002-10-07,2288.632650078286
2002-10-08,2256.8209054098984
2002-10-09,2256.33367521304
2002-10-10,2294.8332142300014
2002-10-11,2443.32087748143
2002-10-14,2432.3736170150587
2002-10-15,2559.1499747991234
2002-10-16,2515.115707876125
2002-10-17,2510.739992554692
2002-10-18,2532.0687873590646
2002-10-21,2531.012045896875
2002-10-22,2521.890199147181
2002-10-23,2460.25920478501
2002-10-24,2514.3219553965278
2002-10-25,2487.4857600810474
2002-10-28,2534.474723609412
2002-10-29,2445.0522933077546
2002-10-30,2501.2969125780965
2002-10-31,2560.259195453519
2002-11-01,2526.5082472251415
2002-11-04,2612.337890279264
2002-11-05,2656.5535687419847
2002-11-06,2642.3589464404877
2002-11-07,2639.108326969946
2002-11-08,2636.0425294879074
2002-11-11,2598.325272365706
2002-11-12,2618.79190640001
2002-11-13,2626.175942367056
2002-11-14,2654.8664315169513
2002-11-15,2654.9349376127852
2002-11-18,2690.040072262419
2002-11-19,2665.757189556731
2002-11-20,2656.08377989768
2002-11-21,2739.8538489101106
2002-11-22,2766.4835704880975
2002-11-25,2754.6572543380753
2002-11-26,2730.0843245556175
2002-11-27,2803.5188245008667
2002-11-28,2862.96432345538
2002-11-29,2874.7677879668845
2002-12-02,2860.448996125181
2002-12-03,2784.88312552758
2002-12-04,2765.626918350386
2002-12-05,2760.1547265223053
2002-12-06,2769.565191951277
2002-12-09,2729.1991354766856
2002-12-10,2731.587211885811
2002-12-11,2740.7301846803184
2002-12-12,2713.7844570157777
2002-12-13,2723.4402541249724
2002-12-16,2730.410028554241
2002-12-17,2719.4026708016163
2002-12-18,2683.2312003531633
2002-12-19,2667.6622722221073
2002-12-20,2677.2814995607305
2002-12-23,2662.895631850128
2002-12-24,2675.193942839483
2002-12-25,2675.193942839483
2002-12-26,2680.7535295543
2002-12-27,2643.503173435266
2002-12-30,2652.048588965218
2002-12-31,2664.337277719613
2003-01-01,2664.337277719613
2003-01-02,2759.3236807343455
2003-01-03,2802.920888682579
2003-01-06,2822.63391747914
2003-01-07,2825.2443831336573
2003-01-08,2755.5799015039292
2003-01-09,2783.7497202875206
2003-01-10,2826.9682556711964
2003-01-13,2865.4626610942883
2003-01-14,2916.606745501128
2003-01-15,2899.7363112193275
2003-01-16,2911.661756347605
2003-01-17,2870.861782022017
2003-01-20,2894.0275836765836
2003-01-21,2849.4157205321517
2003-01-22,2815.510158169222
2003-01-23,2816.5268336669537
2003-01-24,2816.674655433426
2003-01-27,2724.2086130962493
2003-01-28,2687.8722428612355
2003-01-29,2661.2394186888428
2003-01-30,2646.067118398406
2003-01-31,2620.4503970800884
2003-02-03,2624.6110312257447
2003-02-04,2579.311342233475
2003-02-05,2608.9419532862726
2003-02-06,2622.410176924401
2003-02-07,2604.0381580126123
2003-02-10,2556.313345869522
2003-02-11,2585.862528713181
2003-02-12,2588.4703194115623
2003-02-13,2579.8510987971245
2003-02-14,2594.7935730237346
2003-02-17,2639.6009392891
2003-02-18,2637.163390491989
2003-02-19,2649.007021777941
2003-02-20,2603.5405444426756
2003-02-21,2583.2546512901695
2003-02-24,2568.3641605802845
2003-02-25,2509.3570841987625
2003-02-26,2484.393075833726
2003-02-27,2470.4881223605366
2003-02-28,2503.532928462153
2003-03-03,2520.7242710922737
2003-03-04,2487.415602072682
2003-03-05,2484.4773019472223
2003-03-06,2455.2746567673394
2003-03-07,2439.032183753383
2003-03-10,2423.739144684139
2003-03-11,2395.44684483609
2003-03-12,2384.827864786219
2003-03-13,2416.9390293804163
2003-03-14,2497.829470422883
2003-03-17,2552.0009349595744
2003-03-18,2555.947452773156
2003-03-19,2579.795850241287
2003-03-20,2576.7591666197336
2003-03-21,2609.5691616151903
2003-03-24,2574.21717983393
2003-03-25,2582.648529202976
2003-03-26,2574.7364614282355
2003-03-27,2561.4751086046613
2003-03-28,2560.54388403918
2003-03-31,2509.0098709624335
2003-04-01,2533.6394548078647
2003-04-02,2589.9202374789857
2003-04-03,2594.768722091189
2003-04-04,2582.301842890369
2003-04-07,2666.0002725460627
2003-04-08,2642.855092484323
2003-04-09,2645.337687479478
2003-04-10,2644.899846984945
2003-04-11,2640.627687042004
2003-04-14,2649.81575061151
2003-04-15,2703.274630916674
2003-04-16,2732.780895902771
2003-04-17,2756.086626340958
2003-04-18,2756.086626340958
2003-04-21,2747.1203729345234
2003-04-22,2761.9782776508246
2003-04-23,2818.4461426159623
2003-04-24,2829.9114324307516
2003-04-25,2806.5066985443354
2003-04-28,2862.794758823407
2003-04-29,2952.427333990042
2003-04-30,2991.1937684119903
2003-05-01,3010.075131656756
2003-05-02,3012.569195241823
2003-05-05,3057.6890773796595
2003-05-06,3098.1420469949885
2003-05-07,3040.7980063423397
2003-05-08,2989.2254710231905
2003-05-09,3021.334459574969
2003-05-12,3034.068597920355
2003-05-13,3055.308362457964
2003-05-14,3039.636625437712
2003-05-15,3052.4086237012575
2003-05-16,3072.2364054361265
2003-05-19,3051.3923789414603
2003-05-20,3015.2682888292293
2003-05-21,3013.559012263532
2003-05-22,3036.309975411326
2003-05-23,3060.1366378555995
2003-05-26,3060.3129343516093
2003-05-27,3069.3913088380764
2003-05-28,3113.9611890004117
2003-05-29,3132.968093137293
2003-05-30,3144.0097902741118
2003-06-02,3181.5197510137114
2003-06-03,3148.6138813984303
2003-06-04,3166.1473093922355
2003-06-05,3182.7485376426375
2003-06-06,3225.136543411652
2003-06-09,3221.5189888026425
2003-06-10,3194.623392046601
2003-06-11,3259.2532760268423
2003-06-12,3243.9981400674815
2003-06-13,3207.0443755448723
