Date,FAR EAST VALUE
1992-11-30,2594.45781
1992-12-31,2559.37689
1993-01-29,2561.01349
1993-02-26,2662.76473
1993-03-31,3075.1893
1993-04-30,3664.04429
1993-05-31,3716.64541
1993-06-30,3583.26859
1993-07-30,3783.16794
1993-08-31,3911.43018
1993-09-30,3779.69943
1993-10-29,3839.43705
1993-11-30,3353.4658
1993-12-31,3626.41994
1994-01-31,4079.41744
1994-02-28,4228.73301
1994-03-31,4050.38076
1994-04-29,4221.85508
1994-05-31,4358.7645
1994-06-30,4551.92425
1994-07-29,4439.86449
1994-08-31,4551.73102
1994-09-30,4457.19667
1994-10-31,4590.69887
1994-11-30,4312.69539
1994-12-30,4309.5404
1995-01-31,4023.4534
1995-02-28,3913.89031
1995-03-31,4256.58328
1995-04-28,4376.84074
1995-05-31,4174.31421
1995-06-30,4073.25377
1995-07-31,4353.80516
1995-08-31,4249.01151
1995-09-29,4278.05049
1995-10-31,4076.9097
1995-11-30,4271.49025
1995-12-29,4518.27992
1996-01-31,4572.97474
1996-02-29,4513.82901
1996-03-29,4643.31314
1996-04-30,4917.37685
1996-05-31,4720.54849
1996-06-28,4783.20148
1996-07-31,4581.07269
1996-08-30,4437.49138
1996-09-30,4605.28319
1996-10-31,4367.30385
1996-11-29,4543.84775
1996-12-31,4346.39494
1997-01-31,4033.230731204235
1997-02-28,4074.472788021824
1997-03-31,3898.2397399683214
1997-04-30,3918.8811291884585
1997-05-30,4348.671406089206
1997-06-30,4648.659553312766
1997-07-31,4421.035581361822
1997-08-29,3988.98276239843
1997-09-30,3858.7772284279117
1997-10-31,3492.1081598527558
1997-11-28,3202.539830216626
1997-12-31,2999.2771249211055
1998-01-30,3175.9156781146994
1998-02-27,3328.4519892391463
1998-03-31,3123.7570822526736
1998-04-30,3015.1007026695756
1998-05-29,2811.679383682588
1998-06-30,2821.8352010687545
1998-07-31,2731.8257912583326
1998-08-31,2417.29349510244
1998-09-30,2366.225623856961
1998-10-30,2906.220183444522
1998-11-30,3062.6367677132826
1998-12-31,3158.202875454463
1999-01-29,3168.3333322148433
1999-02-26,3081.7774968314907
1999-03-31,3541.6450326719264
1999-04-30,3761.6829707233733
1999-05-31,3535.5319010132534
1999-06-30,3874.7085379843734
1999-07-30,4164.890799842903
1999-08-31,4171.318674008614
1999-09-30,4338.898592191689
1999-10-29,4471.4133683155615
1999-11-30,4482.157470657594
1999-12-31,4651.382357879286
2000-01-31,4541.480213448688
2000-02-29,4269.1772764746265
2000-03-31,4812.557812994321
2000-04-28,4633.181966426889
2000-05-31,4508.870525732614
2000-06-30,4818.570029067117
2000-07-31,4400.746682327522
2000-08-31,4571.399545786798
2000-09-29,4511.162490271976
2000-10-31,4437.946529874166
2000-11-30,4235.443774787007
2000-12-29,4157.777814858828
2001-01-01,4157.777814858828
2001-01-02,4142.723688648832
2001-01-03,4138.403749093512
2001-01-04,4092.329337572324
2001-01-05,4124.355673449832
2001-01-08,4123.591782669329
2001-01-09,4055.0375671868087
2001-01-10,4005.205132405789
2001-01-11,3878.890366603141
2001-01-12,3855.4141419063653
2001-01-15,3839.445850135838
2001-01-16,3925.0010962360457
2001-01-17,3964.776575054046
2001-01-18,4004.215349702049
2001-01-19,4002.999232016441
2001-01-22,4021.06201444227
2001-01-23,4013.4990165925883
2001-01-24,3976.780187682381
2001-01-25,3994.9682626146687
2001-01-26,3978.440711140312
2001-01-29,4010.2392010880917
2001-01-30,4026.9144070318534
2001-01-31,4046.8189721440826
2001-02-01,4083.4122726137257
2001-02-02,4031.893936514301
2001-02-05,3984.294877749051
2001-02-06,3968.909118797816
2001-02-07,3957.7977468352074
2001-02-08,3916.1269260801573
2001-02-09,3930.7714056797645
2001-02-12,3931.8389006583316
2001-02-13,3947.8589585808418
2001-02-14,3977.577562071232
2001-02-15,4013.8555781351483
2001-02-16,3979.7669926233384
2001-02-19,3932.4416974702362
2001-02-20,3971.9435077193666
2001-02-21,3932.690766633339
2001-02-22,3980.931175159901
2001-02-23,4028.5624922599427
2001-02-26,4069.735063726396
2001-02-27,4053.688097184458
2001-02-28,4008.9989110308215
2001-03-01,3984.1863125947784
2001-03-02,3847.8002798944594
2001-03-05,3845.5479457282804
2001-03-06,3915.852773001632
2001-03-07,3911.8795490042503
2001-03-08,3928.1934817076854
2001-03-09,3923.971780111486
2001-03-12,3802.8768104327114
2001-03-13,3712.9038730851657
2001-03-14,3625.437864896513
2001-03-15,3679.3220141677853
2001-03-16,3650.4231079616147
2001-03-19,3669.12701941977
2001-03-20,3654.0339434361426
2001-03-21,3835.4512142060566
2001-03-22,3732.8908512526073
2001-03-23,3800.498488161211
2001-03-26,3911.887527359569
2001-03-27,3908.7974065409235
2001-03-28,3980.753461242806
2001-03-29,3839.6446900636206
2001-03-30,3787.260996284485
2001-04-02,3722.8525444659203
2001-04-03,3826.0102520159403
2001-04-04,3881.7755534135
2001-04-05,3940.489407330917
2001-04-06,3917.57749076481
2001-04-09,3780.5203442848097
2001-04-10,3755.2720228116686
2001-04-11,3807.176040015371
2001-04-12,3873.0029347765517
2001-04-13,3861.9478926488227
2001-04-16,3827.090954959931
2001-04-17,3832.566569633594
2001-04-18,3947.2391387462767
2001-04-19,3994.50276401057
2001-04-20,3963.3504523422434
2001-04-23,3988.826813453468
2001-04-24,3975.9897959188197
2001-04-25,4013.0861686802787
2001-04-26,4061.7999045439274
2001-04-27,4067.5462512016757
2001-04-30,4078.858139940445
2001-05-01,4230.397650446166
2001-05-02,4267.654264331304
2001-05-03,4296.5960445773735
2001-05-04,4291.024224914163
2001-05-07,4311.2557538986475
2001-05-08,4203.861825931362
2001-05-09,4151.833086454699
2001-05-10,4103.541338849816
2001-05-11,4115.46077881472
2001-05-14,4056.0580123549944
2001-05-15,4085.436794742473
2001-05-16,4035.0514743162494
2001-05-17,4077.9786677112324
2001-05-18,4038.1535435563
2001-05-21,4097.929070778835
2001-05-22,4098.42173527058
2001-05-23,4143.966584415416
2001-05-24,4152.443063337496
2001-05-25,4100.214776383948
2001-05-28,4049.812756843693
2001-05-29,4098.005521635574
2001-05-30,4031.895821575894
2001-05-31,4040.781841481658
2001-06-01,4027.4158241195832
2001-06-04,4020.962930237707
2001-06-05,4008.475764393046
2001-06-06,4003.1692925801553
2001-06-07,4019.5965588137647
2001-06-08,4006.7069738757987
2001-06-11,3959.632075832928
2001-06-12,3866.8757361976027
2001-06-13,3874.908360606884
2001-06-14,3852.649630414928
2001-06-15,3816.593481196496
2001-06-18,3806.595790678481
2001-06-19,3787.503631093851
2001-06-20,3766.0967811604037
2001-06-21,3830.9771141913448
2001-06-22,3860.610414086595
2001-06-25,3843.9462014396468
2001-06-26,3853.3143044361273
2001-06-27,3836.4388942353066
2001-06-28,3792.5658833345333
2001-06-29,3849.7882063603224
2001-07-02,3833.945513688569
2001-07-03,3848.9872260466614
2001-07-04,3816.7937643446794
2001-07-05,3787.954598911265
2001-07-06,3709.3123751659414
2001-07-09,3692.426489289012
2001-07-10,3745.3697141080424
2001-07-11,3718.7630312625365
2001-07-12,3779.1466352167736
2001-07-13,3736.3608310620866
2001-07-16,3727.8483111930727
2001-07-17,3680.938555145419
2001-07-18,3632.5109390485436
2001-07-19,3623.6179601992267
2001-07-20,3635.529718874835
2001-07-23,3501.3926494063858
2001-07-24,3543.2421636881954
2001-07-25,3594.710237288438
2001-07-26,3605.597169797524
2001-07-27,3605.0438300602345
2001-07-30,3531.414838959557
2001-07-31,3608.2928015172893
2001-08-01,3642.4796600140676
2001-08-02,3725.990452051937
2001-08-03,3685.314874013775
2001-08-06,3683.581346855747
2001-08-07,3705.4580424469655
2001-08-08,3695.0261576136304
2001-08-09,3619.962735280021
2001-08-10,3642.1555997064625
2001-08-13,3598.8465508835434
2001-08-14,3721.358410418082
2001-08-15,3772.1876984383507
2001-08-16,3729.117261692534
2001-08-17,3725.2029671292253
2001-08-20,3678.652329709782
2001-08-21,3731.52630810397
2001-08-22,3770.760346303539
2001-08-23,3736.369231328847
2001-08-24,3708.643227995596
2001-08-27,3743.4902325707076
2001-08-28,3717.199652744303
2001-08-29,3670.145567491647
2001-08-30,3606.0496085459495
2001-08-31,3623.4725327108044
2001-09-03,3549.6082894085416
2001-09-04,3609.14431891981
2001-09-05,3537.6312769298106
2001-09-06,3523.075116795104
2001-09-07,3516.909865033296
2001-09-10,3407.7809419104724
2001-09-11,3462.0070543533434
2001-09-12,3221.773339926246
2001-09-13,3301.6048886987533
2001-09-14,3421.4055030360323
2001-09-17,3280.7465961326657
2001-09-18,3320.7536403924446
2001-09-19,3410.7524726440934
2001-09-20,3404.66769782264
2001-09-21,3291.034295114531
2001-09-24,3277.553457374143
2001-09-25,3274.42105357153
2001-09-26,3220.644971888547
2001-09-27,3198.5305787085363
2001-09-28,3269.2488406219277
2001-10-01,3312.4763611980247
2001-10-02,3360.9817808682155
2001-10-03,3308.911746945858
2001-10-04,3372.21246415059
2001-10-05,3336.536154895203
2001-10-08,3336.9374677736996
2001-10-09,3274.4698634147767
2001-10-10,3210.5391497068317
2001-10-11,3260.8628882327557
2001-10-12,3301.393726283762
2001-10-15,3287.4152868630376
2001-10-16,3293.7310153392436
2001-10-17,3308.582034397511
2001-10-18,3245.2849239166467
2001-10-19,3242.9667782706
2001-10-22,3227.2878324057338
2001-10-23,3266.568759923787
2001-10-24,3297.4584489795707
2001-10-25,3334.415761775921
2001-10-26,3303.5682449891638
2001-10-29,3237.6799397621126
2001-10-30,3223.8139911004914
2001-10-31,3192.2661327193437
2001-11-01,3201.609067430461
2001-11-02,3184.6067713460884
2001-11-05,3181.839655221406
2001-11-06,3204.4052835229004
2001-11-07,3124.1270079409933
2001-11-08,3169.110872866342
2001-11-09,3131.2897346651926
2001-11-12,3119.516498764723
2001-11-13,3057.008811365562
2001-11-14,3051.4354220818263
2001-11-15,3097.7504282249424
2001-11-16,3091.1609022804823
2001-11-19,3125.0437100712757
2001-11-20,3133.4455073044846
2001-11-21,3147.1451508098708
2001-11-22,3141.233242175391
2001-11-23,3129.901626214046
2001-11-26,3180.872225141217
2001-11-27,3159.5350150348117
2001-11-28,3102.1086103214875
2001-11-29,3109.2294164596433
2001-11-30,3145.1837457206548
2001-12-03,3068.244519136028
2001-12-04,3060.100682559901
2001-12-05,3123.815759838138
2001-12-06,3153.7059392315414
2001-12-07,3101.5343122573863
2001-12-10,3022.888625381806
2001-12-11,2994.349947383572
2001-12-12,3059.735027618048
2001-12-13,2977.187416619213
2001-12-14,2956.7352827963073
2001-12-17,2899.2277677428124
2001-12-18,2903.7433351658633
2001-12-19,2912.1735887287673
2001-12-20,2941.4222062548683
2001-12-21,2909.618598532923
2001-12-24,2902.304261698069
2001-12-25,2900.153013517227
2001-12-26,2871.881054147449
2001-12-27,2916.665600415522
2001-12-28,2965.1836348265424
2001-12-31,2968.7248737752093
2002-01-01,2968.7248737752093
2002-01-02,2947.7628705479106
2002-01-03,2959.3952701950375
2002-01-04,3036.256360833659
2002-01-07,3059.028934696338
2002-01-08,2985.1742610172164
2002-01-09,2972.367082321975
2002-01-10,2945.9500988155655
2002-01-11,2926.6818606405277
2002-01-14,2936.067664576356
2002-01-15,2880.899937968178
2002-01-16,2874.6366997503733
2002-01-17,2865.938330129404
2002-01-18,2909.678044639533
2002-01-21,2920.130668319187
2002-01-22,2831.7689800349526
2002-01-23,2813.2869408399165
2002-01-24,2825.990076015916
2002-01-25,2850.9073918838812
2002-01-28,2893.6825675065757
2002-01-29,2851.24153370289
2002-01-30,2809.6436727964374
2002-01-31,2828.548524348155
2002-02-01,2783.5128951704837
2002-02-04,2767.759530871446
2002-02-05,2711.077959126837
2002-02-06,2703.123599057722
2002-02-07,2733.5929730310954
2002-02-08,2744.5992979186276
2002-02-11,2772.742899596821
2002-02-12,2839.3790413678203
2002-02-13,2859.182916127562
2002-02-14,2875.6626381418437
2002-02-15,2877.494216161188
2002-02-18,2883.456737489813
2002-02-19,2787.792824700445
2002-02-20,2772.4481141427045
2002-02-21,2840.794361666691
2002-02-22,2851.2629481142308
2002-02-25,2837.2626186969583
2002-02-26,2811.110512991468
2002-02-27,2874.6814931069184
2002-02-28,2907.8943856562764
2002-03-01,2962.821933107263
2002-03-04,3137.154271488353
2002-03-05,3128.314420851585
2002-03-06,3139.3857101263866
2002-03-07,3281.2260620146217
2002-03-08,3303.6403907856024
2002-03-11,3359.7652332890307
2002-03-12,3266.293176446084
2002-03-13,3198.7488435582773
2002-03-14,3241.6193561569617
2002-03-15,3271.6555406815323
2002-03-18,3199.350986806732
2002-03-19,3256.352763486526
2002-03-20,3215.1385026267285
2002-03-21,3195.515454853639
2002-03-22,3123.2509140816596
2002-03-25,3101.7478757697177
2002-03-26,3099.3672955841166
2002-03-27,3134.8604196326737
2002-03-28,3164.888794902144
2002-03-29,3101.8755591907407
2002-04-01,3068.78341805573
2002-04-02,3109.8805773022514
2002-04-03,3167.822132248559
2002-04-04,3192.006549841498
2002-04-05,3187.085895823264
2002-04-08,3181.0025782830794
2002-04-09,3133.080343857962
2002-04-10,3150.6772943408178
2002-04-11,3115.7834411210138
2002-04-12,3072.8439374835925
2002-04-15,3111.735476389385
2002-04-16,3150.16407560625
2002-04-17,3196.659512981714
2002-04-18,3228.9318011925
2002-04-19,3207.474549441578
2002-04-22,3253.2223670776157
2002-04-23,3270.0883983401213
2002-04-24,3262.249938229554
2002-04-25,3290.690685342288
2002-04-26,3266.5908484844335
2002-04-29,3258.070072003982
2002-04-30,3248.415668794245
2002-05-01,3274.821424547263
2002-05-02,3285.743171157434
2002-05-03,3304.451956738598
2002-05-06,3291.7713743828062
2002-05-07,3241.3753274520577
2002-05-08,3245.401696699414
2002-05-09,3266.143548588112
2002-05-10,3266.2653022989757
2002-05-13,3240.9748478441843
2002-05-14,3209.827372472226
2002-05-15,3283.5158331693856
2002-05-16,3322.930021647218
2002-05-17,3391.5943941841047
2002-05-20,3405.7574854718414
2002-05-21,3429.543837937451
2002-05-22,3465.3460387363875
2002-05-23,3454.657307585321
2002-05-24,3481.7977206638807
2002-05-27,3467.6969236447426
2002-05-28,3461.9802265147637
2002-05-29,3436.6489849345935
2002-05-30,3446.8682894439294
2002-05-31,3399.607407655947
2002-06-03,3443.4269292793583
2002-06-04,3403.7148263833215
2002-06-05,3370.92564195321
2002-06-06,3353.2444567893663
2002-06-07,3333.673784378328
2002-06-10,3320.8636321680933
2002-06-11,3319.1159785900913
2002-06-12,3295.125582694004
2002-06-13,3254.308061242345
2002-06-14,3204.050112372613
2002-06-17,3114.899686493258
2002-06-18,3148.876099657251
2002-06-19,3070.1787897488784
2002-06-20,3119.0089043101066
2002-06-21,3109.3638461174023
2002-06-24,3136.0136070411436
2002-06-25,3127.398206100241
2002-06-26,3096.1649829294533
2002-06-27,3114.723629503681
2002-06-28,3203.0522254768844
2002-07-01,3203.5580542787275
2002-07-02,3205.259730562917
2002-07-03,3268.855649399362
2002-07-04,3248.70576328889
2002-07-05,3281.18372900626
2002-07-08,3288.126788265313
2002-07-09,3347.0994685365513
2002-07-10,3316.6559050992955
2002-07-11,3291.007970998823
2002-07-12,3305.994668171678
2002-07-15,3276.9044125015575
2002-07-16,3229.862805171914
2002-07-17,3219.9033210491057
2002-07-18,3260.7607180899845
2002-07-19,3231.6201301136157
2002-07-22,3220.800815365731
2002-07-23,3216.468324337762
2002-07-24,3190.831292580748
2002-07-25,3140.003993456204
2002-07-26,3009.4359294898754
2002-07-29,2989.500065819747
2002-07-30,3047.14904008362
2002-07-31,3025.3283091354547
2002-08-01,3013.046017843314
2002-08-02,3007.873126850899
2002-08-05,3003.0661238648963
2002-08-06,2908.7811380742905
2002-08-07,2995.1747412001887
2002-08-08,2991.199401091926
2002-08-09,3052.139787645581
2002-08-12,3019.162363010093
2002-08-13,3011.1333858168005
2002-08-14,3067.979022186464
2002-08-15,3079.5256166240956
2002-08-16,3073.4926757848957
2002-08-19,3007.1353820081295
2002-08-20,2994.21540274036
2002-08-21,3012.521441919002
2002-08-22,3026.369365055567
2002-08-23,3032.930755125893
2002-08-26,3084.162945144266
2002-08-27,3065.4649581090057
2002-08-28,3031.484475218081
2002-08-29,2986.701033475049
2002-08-30,2985.981479350093
2002-09-02,2956.486586526194
2002-09-03,2894.724628863404
2002-09-04,2827.710756271879
2002-09-05,2870.5354285266994
2002-09-06,2841.748276154833
2002-09-09,2874.2753637312303
2002-09-10,2874.803662392565
2002-09-11,2866.626429068575
2002-09-12,2876.052429215244
2002-09-13,2831.878785189622
2002-09-16,2802.5945048193985
2002-09-17,2861.092679924065
2002-09-18,2875.649918680393
2002-09-19,2957.7267466345957
2002-09-20,2847.5378650158837
2002-09-23,2834.5085504925646
2002-09-24,2798.5042897960225
2002-09-25,2776.6965278777316
2002-09-26,2834.184379313359
2002-09-27,2891.082735882004
2002-09-30,2871.834646239914
2002-10-01,2799.2855391040953
2002-10-02,2759.025760889625
2002-10-03,2715.9414275545596
2002-10-04,2718.1809449286666
2002-10-07,2600.476638368092
2002-10-08,2604.6564471003403
2002-10-09,2570.79112751922
2002-10-10,2557.918059945627
2002-10-11,2579.028400700233
2002-10-14,2577.7563815237563
2002-10-15,2651.919703369085
2002-10-16,2670.7692686202604
2002-10-17,2675.4639979212084
2002-10-18,2682.7551678668437
2002-10-21,2678.315710548846
2002-10-22,2600.8725919959193
2002-10-23,2626.970591709906
2002-10-24,2611.0074220314955
2002-10-25,2644.0444701110264
2002-10-28,2646.1992719336868
2002-10-29,2649.9050123040615
2002-10-30,2659.2703809571026
2002-10-31,2649.4128997392863
2002-11-01,2659.7817639479417
2002-11-04,2663.2995787083164
2002-11-05,2717.7895854697913
2002-11-06,2713.653666520814
2002-11-07,2725.78116814992
2002-11-08,2704.1919044635542
2002-11-11,2635.9612450041727
2002-11-12,2628.944533122835
2002-11-13,2606.980023128012
2002-11-14,2564.6205009013242
2002-11-15,2607.1751940208324
2002-11-18,2548.8257027753125
2002-11-19,2524.749446700171
2002-11-20,2544.4223516892384
2002-11-21,2594.705766686784
2002-11-22,2609.9514366872477
2002-11-25,2650.1213577689496
2002-11-26,2639.081287988917
2002-11-27,2654.0864092385755
2002-11-28,2706.735215643497
2002-11-29,2714.5106413850517
2002-12-02,2672.8068051760665
2002-12-03,2661.7078786109755
2002-12-04,2592.707568970727
2002-12-05,2558.5766540074924
2002-12-06,2574.755049297649
2002-12-09,2558.726470165584
2002-12-10,2568.896860234041
2002-12-11,2556.50038661512
2002-12-12,2559.7330092452175
2002-12-13,2556.090329028842
2002-12-16,2531.2155262031906
2002-12-17,2554.446778445038
2002-12-18,2493.451993674692
2002-12-19,2525.402689943489
2002-12-20,2535.3968780823684
2002-12-23,2541.089803701379
2002-12-24,2561.492871979064
2002-12-25,2556.151172748604
2002-12-26,2598.73788371565
2002-12-27,2620.7446593199147
2002-12-30,2630.1216322286004
2002-12-31,2629.871338709929
2003-01-01,2629.871338709929
2003-01-02,2607.5090892277954
2003-01-03,2615.248737824666
2003-01-06,2676.960804021839
2003-01-07,2622.759899657692
2003-01-08,2586.881367144089
2003-01-09,2592.4934459656643
2003-01-10,2589.7553752562317
2003-01-13,2607.4028574091867
2003-01-14,2650.8889890760074
2003-01-15,2692.4841521583116
2003-01-16,2700.248042754334
2003-01-17,2719.4689647195955
2003-01-20,2691.0206616138103
2003-01-21,2715.534447090779
2003-01-22,2702.6939588327036
2003-01-23,2763.827620900549
2003-01-24,2754.0603639581623
2003-01-27,2690.330416909452
2003-01-28,2666.4236310210017
2003-01-29,2622.1482884067846
2003-01-30,2606.2735682048506
2003-01-31,2585.9444318845435
2003-02-03,2624.7330227281273
2003-02-04,2659.6473644785647
2003-02-05,2655.3727938087536
2003-02-06,2641.3610133785623
2003-02-07,2626.2650934710105
2003-02-10,2623.6635746589864
2003-02-11,2617.287770110906
2003-02-12,2666.0192846196355
2003-02-13,2658.5103412436733
2003-02-14,2679.9316861121033
2003-02-17,2708.0238820139866
2003-02-18,2715.8188132651867
2003-02-19,2709.734603010341
2003-02-20,2690.116053390283
2003-02-21,2653.1606876442374
2003-02-24,2671.8025721649187
2003-02-25,2621.642617901911
2003-02-26,2623.96609122045
2003-02-27,2612.2800582351806
2003-02-28,2601.169592028907
2003-03-03,2616.8762278766526
2003-03-04,2621.817817083417
2003-03-05,2625.163116379303
2003-03-06,2607.6622761004746
2003-03-07,2555.725150214302
2003-03-10,2507.4734886663896
2003-03-11,2461.7232651253385
2003-03-12,2487.343358483193
2003-03-13,2454.415201126417
2003-03-14,2469.0221464343394
2003-03-17,2431.3137547522524
2003-03-18,2448.6662776440517
2003-03-19,2463.0568761338072
2003-03-20,2499.9894004774237
2003-03-21,2475.0737936873766
2003-03-24,2549.3286048682353
2003-03-25,2513.000255199815
2003-03-26,2542.1630370340004
2003-03-27,2551.17636950473
2003-03-28,2522.2027905901464
2003-03-31,2457.5369430654864
2003-04-01,2462.2052367338524
2003-04-02,2474.126389945637
2003-04-03,2442.9634729026156
2003-04-04,2447.412936908367
2003-04-07,2489.0330830565936
2003-04-08,2462.347574584039
2003-04-09,2436.3876700203928
2003-04-10,2437.5771398615275
2003-04-11,2396.1399917427684
2003-04-14,2368.0831595123577
2003-04-15,2402.238807597878
2003-04-16,2399.707859298104
2003-04-17,2404.5088679125292
2003-04-18,2406.9231930362444
2003-04-21,2411.1269862650283
2003-04-22,2385.3553225996898
2003-04-23,2378.285780886245
2003-04-24,2391.4918846223695
2003-04-25,2353.212287372153
2003-04-28,2335.2465363554334
2003-04-29,2348.9446034594334
2003-04-30,2445.4222066808534
2003-05-01,2470.965671768494
2003-05-02,2479.3833715305755
2003-05-05,2490.292802773519
2003-05-06,2542.731238025918
2003-05-07,2571.991900797158
2003-05-08,2556.8538755069494
2003-05-09,2573.4591485259193
2003-05-12,2605.068023812567
2003-05-13,2618.0099498708773
2003-05-14,2636.252996964488
2003-05-15,2602.194632385226
2003-05-16,2595.939666563892
2003-05-19,2548.8307625954517
2003-05-20,2546.1249997500095
2003-05-21,2527.962072277406
2003-05-22,2550.7438772790106
2003-05-23,2599.7456350217594
2003-05-26,2609.169264967682
2003-05-27,2569.657622382815
2003-05-28,2562.752665987633
2003-05-29,2591.123266878829
2003-05-30,2569.8633996556123
2003-06-02,2611.751915139649
2003-06-03,2607.6898106892277
2003-06-04,2618.4207812596537
2003-06-05,2675.933391899018
2003-06-06,2679.6631125135773
2003-06-09,2711.914521169454
2003-06-10,2714.27268025305
2003-06-11,2731.7196578526523
2003-06-12,2732.108805118385
