Date,EAFE ex UK VALUE
1994-06-30,2422.70237
1994-07-29,2430.74768
1994-08-31,2476.48072
1994-09-30,2406.99938
1994-10-31,2487.47158
1994-11-30,2359.29242
1994-12-30,2358.33593
1995-01-31,2258.07074
1995-02-28,2241.70528
1995-03-31,2375.01736
1995-04-28,2455.63652
1995-05-31,2406.23176
1995-06-30,2372.51355
1995-07-31,2513.78785
1995-08-31,2423.40472
1995-09-29,2464.57326
1995-10-31,2392.90765
1995-11-30,2468.38116
1995-12-29,2589.98352
1996-01-31,2615.74128
1996-02-29,2618.62094
1996-03-29,2678.06704
1996-04-30,2778.58451
1996-05-31,2720.84604
1996-06-28,2760.39732
1996-07-31,2668.55908
1996-08-30,2650.96248
1996-09-30,2726.1021
1996-10-31,2657.15599
1996-11-29,2774.19707
1996-12-31,2720.91142
1997-01-31,2643.3737082544235
1997-02-28,2678.8942265767237
1997-03-31,2682.303250831814
1997-04-30,2670.633207124833
1997-05-30,2867.73614142035
1997-06-30,3048.2088507540548
1997-07-31,3044.5965247487948
1997-08-29,2789.5075539153477
1997-09-30,2900.258197055498
1997-10-31,2696.026786550436
1997-11-28,2627.2532952640263
1997-12-31,2624.4180039134235
1998-01-30,2742.1456684112977
1998-02-27,2915.3635855246243
1998-03-31,3043.1784847256818
1998-04-30,3075.6861358123333
1998-05-29,3101.522112355512
1998-06-30,3096.779486303531
1998-07-31,3165.6151572577223
1998-08-31,2678.285041453141
1998-09-30,2567.0542723947874
1998-10-30,2885.581025120191
1998-11-30,3051.7404064754533
1998-12-31,3139.1730756105444
1999-01-29,3125.7115838191194
1999-02-26,3031.618655586939
1999-03-31,3259.3014018418035
1999-04-30,3464.0598430743703
1999-05-31,3262.452039459107
1999-06-30,3428.87740673359
1999-07-30,3569.2778839237594
1999-08-31,3582.108953285163
1999-09-30,3609.404099137106
1999-10-29,3714.3408845897557
1999-11-30,3711.9130141492246
1999-12-31,3979.166594911116
2000-01-31,3725.769123365445
2000-02-29,3748.870595458214
2000-03-31,3959.153645944015
2000-04-28,3840.4190378186554
2000-05-31,3889.0111942190442
2000-06-30,4099.7839822050255
2000-07-31,3965.709424394823
2000-08-31,4001.9959141327477
2000-09-29,3876.320560107392
2000-10-31,3827.5782754495617
2000-11-30,3761.4241346118956
2000-12-29,3927.159942051239
2001-01-01,3927.159942051239
2001-01-02,3934.788051419846
2001-01-03,3919.3898668232378
2001-01-04,3933.684248185952
2001-01-05,3955.895613862133
2001-01-08,3949.7665779701238
2001-01-09,3887.0452155615226
2001-01-10,3852.4317877156213
2001-01-11,3852.021695324333
2001-01-12,3845.749657182242
2001-01-15,3837.0083519693057
2001-01-16,3844.652857665648
2001-01-17,3861.224224270901
2001-01-18,3900.6617138957517
2001-01-19,3866.438958552818
2001-01-22,3886.175922817179
2001-01-23,3891.2105184919837
2001-01-24,3853.772859201587
2001-01-25,3875.0015966061715
2001-01-26,3873.841230959909
2001-01-29,3880.782575556728
2001-01-30,3904.9870269074054
2001-01-31,3940.5157100833326
2001-02-01,3956.1233950026617
2001-02-02,3910.0312393374647
2001-02-05,3913.079203617154
2001-02-06,3904.790690042597
2001-02-07,3885.2069992653815
2001-02-08,3838.149817069917
2001-02-09,3842.6625229643173
2001-02-12,3864.0867753063517
2001-02-13,3852.105780833913
2001-02-14,3844.296286263912
2001-02-15,3820.5457977920514
2001-02-16,3814.5051540112695
2001-02-19,3817.5277228716036
2001-02-20,3789.0367835158595
2001-02-21,3763.349856317172
2001-02-22,3743.8160944293677
2001-02-23,3731.8046578908893
2001-02-26,3773.3345359832238
2001-02-27,3800.1518528683637
2001-02-28,3787.7967379353327
2001-03-01,3782.2310342129886
2001-03-02,3749.141171637992
2001-03-05,3741.3266820794515
2001-03-06,3790.8450979341205
2001-03-07,3793.0218338750233
2001-03-08,3805.2877905846385
2001-03-09,3793.5745163917836
2001-03-12,3701.3338659424303
2001-03-13,3614.0327233077733
2001-03-14,3529.1696216635014
2001-03-15,3553.821217657904
2001-03-16,3477.2091928981813
2001-03-19,3465.7759400925997
2001-03-20,3496.635965480299
2001-03-21,3491.929192212706
2001-03-22,3325.9194116905005
2001-03-23,3402.505338991257
2001-03-26,3511.001348940303
2001-03-27,3564.3320272940755
2001-03-28,3540.238647394245
2001-03-29,3491.917972064229
2001-03-30,3500.146643087959
2001-04-02,3471.7712746656002
2001-04-03,3453.392821858464
2001-04-04,3514.817614985669
2001-04-05,3556.299991249796
2001-04-06,3557.1258528160724
2001-04-09,3548.558490420107
2001-04-10,3558.991618286474
2001-04-11,3574.3096565332976
2001-04-12,3624.8906464522593
2001-04-13,3621.5272639041145
2001-04-16,3588.099317737807
2001-04-17,3573.903702674047
2001-04-18,3628.3422553187274
2001-04-19,3687.7628492063627
2001-04-20,3692.5059314678997
2001-04-23,3671.3136444768456
2001-04-24,3684.1463727315477
2001-04-25,3700.5070507142646
2001-04-26,3735.6163784223186
2001-04-27,3739.796583862364
2001-04-30,3748.441993394159
2001-05-01,3808.6677292139757
2001-05-02,3810.155312403336
2001-05-03,3791.148250131733
2001-05-04,3795.886542632026
2001-05-07,3811.296021141736
2001-05-08,3757.5394993739387
2001-05-09,3731.70326643745
2001-05-10,3761.901986860562
2001-05-11,3739.4619353114754
2001-05-14,3702.1954600469267
2001-05-15,3735.885641335505
2001-05-16,3734.1418025506046
2001-05-17,3764.6683887659224
2001-05-18,3760.4907745058554
2001-05-21,3784.6940413943726
2001-05-22,3767.5294253414763
2001-05-23,3752.4111905998657
2001-05-24,3755.0576102052974
2001-05-25,3722.862074148074
2001-05-28,3720.072614685185
2001-05-29,3703.1623195517714
2001-05-30,3667.4160555383523
2001-05-31,3648.2514422827326
2001-06-01,3639.122818797081
2001-06-04,3645.2152060795156
2001-06-05,3663.975567194989
2001-06-06,3650.1483240578004
2001-06-07,3659.6426443651267
2001-06-08,3649.4887505427105
2001-06-11,3608.067851505779
2001-06-12,3573.0578652248423
2001-06-13,3601.570394932022
2001-06-14,3590.722399488059
2001-06-15,3573.8680288480305
2001-06-18,3540.7641084383936
2001-06-19,3533.640278492898
2001-06-20,3499.334988945977
2001-06-21,3520.807556985961
2001-06-22,3544.5115027074794
2001-06-25,3566.428718001239
2001-06-26,3539.107489647855
2001-06-27,3519.1327406803844
2001-06-28,3494.1312612356833
2001-06-29,3537.3581281310035
2001-07-02,3553.413762590119
2001-07-03,3543.796263934145
2001-07-04,3528.741469887966
2001-07-05,3488.288647172322
2001-07-06,3433.8842037507898
2001-07-09,3437.6894407148175
2001-07-10,3458.1767630546346
2001-07-11,3439.0262798647072
2001-07-12,3451.03691535536
2001-07-13,3456.0801812181394
2001-07-16,3458.1421264794603
2001-07-17,3418.1650708451007
2001-07-18,3424.3948693794923
2001-07-19,3441.385337206319
2001-07-20,3437.7475680149387
2001-07-23,3396.246800522893
2001-07-24,3402.834577251584
2001-07-25,3397.556564055698
2001-07-26,3412.784902307096
2001-07-27,3430.942651009445
2001-07-30,3435.734379615437
2001-07-31,3474.155854369344
2001-08-01,3502.0342431187228
2001-08-02,3526.8274912017055
2001-08-03,3506.4465748209795
2001-08-06,3501.924937807287
2001-08-07,3500.629012997461
2001-08-08,3474.266674732659
2001-08-09,3446.6027782711108
2001-08-10,3446.205015891809
2001-08-13,3457.7623321313063
2001-08-14,3519.683710105652
2001-08-15,3561.8889762346644
2001-08-16,3533.179341358938
2001-08-17,3506.1950232795266
2001-08-20,3475.040966004215
2001-08-21,3506.258607476889
2001-08-22,3539.6978634878406
2001-08-23,3515.5987322673354
2001-08-24,3541.9721139423264
2001-08-27,3549.2350567325434
2001-08-28,3509.7772076918714
2001-08-29,3499.559750729058
2001-08-30,3438.121871221757
2001-08-31,3439.7339279129883
2001-09-03,3382.533781351384
2001-09-04,3384.745601107717
2001-09-05,3329.620330204224
2001-09-06,3291.3108661347624
2001-09-07,3266.983243687373
2001-09-10,3197.7544548598444
2001-09-11,3114.7144315657506
2001-09-12,3028.3730984095364
2001-09-13,3070.0840167717565
2001-09-14,3032.6187981540106
2001-09-17,3020.1697922803414
2001-09-18,3015.757785613913
2001-09-19,3010.297637201394
2001-09-20,2911.9470640782692
2001-09-21,2796.8032374448967
2001-09-24,2888.81646398278
2001-09-25,2927.8640450289176
2001-09-26,2938.7862301490613
2001-09-27,2957.8504682133553
2001-09-28,3018.346510931968
2001-10-01,3006.9880536003243
2001-10-02,3046.7724732076554
2001-10-03,3034.805258160117
2001-10-04,3103.0067128849373
2001-10-05,3089.09750856207
2001-10-08,3086.1641918774767
2001-10-09,3062.8311550421145
2001-10-10,3076.981943944427
2001-10-11,3106.659749141438
2001-10-12,3127.2793751879917
2001-10-15,3078.5495961330244
2001-10-16,3104.9837873737715
2001-10-17,3138.4790020359264
2001-10-18,3080.564178355385
2001-10-19,3028.9589585315357
2001-10-22,3043.6654842099456
2001-10-23,3098.3928516856827
2001-10-24,3125.1446466501147
2001-10-25,3109.7488029539463
2001-10-26,3131.8163097220404
2001-10-29,3103.5717510064833
2001-10-30,3056.473615453543
2001-10-31,3055.0739268522298
2001-11-01,3080.936536664917
2001-11-02,3063.9394897200186
2001-11-05,3086.9923910002176
2001-11-06,3088.272540997429
2001-11-07,3092.0744777737
2001-11-08,3133.582388874025
2001-11-09,3106.9820617275004
2001-11-12,3065.5992515449825
2001-11-13,3078.3513306582417
2001-11-14,3077.5023661707305
2001-11-15,3089.908810494471
2001-11-16,3120.139544630825
2001-11-19,3147.3611629737848
2001-11-20,3140.8644228585886
2001-11-21,3124.3405428709707
2001-11-22,3146.5430598903417
2001-11-23,3138.7208063089743
2001-11-26,3150.655340339131
2001-11-27,3129.089369573427
2001-11-28,3094.9181905772225
2001-11-29,3094.5611022877347
2001-11-30,3131.1010751695217
2001-12-03,3085.8011591575882
2001-12-04,3103.295590812268
2001-12-05,3187.80915293948
2001-12-06,3214.0989769060493
2001-12-07,3184.5490881389273
2001-12-10,3120.4675137272434
2001-12-11,3113.285012856894
2001-12-12,3126.9299330789054
2001-12-13,3069.0590603600986
2001-12-14,3051.614788650345
2001-12-17,3091.1615330192726
2001-12-18,3080.2889211098004
2001-12-19,3060.291657276187
2001-12-20,3054.0397019531524
2001-12-21,3053.584144353325
2001-12-24,3027.4261756067863
2001-12-25,3026.7259119194255
2001-12-26,3018.3297583364556
2001-12-27,3086.0662506460044
2001-12-28,3103.859285816931
2001-12-31,3125.2725323107597
2002-01-01,3125.2725323107597
2002-01-02,3138.666509856932
2002-01-03,3173.691410422064
2002-01-04,3194.214376070393
2002-01-07,3174.753205492897
2002-01-08,3134.5392653061426
2002-01-09,3129.4997482606072
2002-01-10,3106.787102970881
2002-01-11,3106.05165246731
2002-01-14,3066.1481645854547
2002-01-15,3052.8210116180912
2002-01-16,3005.398564460122
2002-01-17,3031.209386227647
2002-01-18,3045.6670107270925
2002-01-21,3031.6167618948584
2002-01-22,3009.603335707416
2002-01-23,3015.300232443041
2002-01-24,3028.4578273547345
2002-01-25,3005.3946417066386
2002-01-28,3026.6802789754365
2002-01-29,2988.004260733277
2002-01-30,2941.505849309715
2002-01-31,2962.419491853312
2002-02-01,2946.5405001749514
2002-02-04,2926.734076547799
2002-02-05,2880.114885419444
2002-02-06,2847.4584024557635
2002-02-07,2877.816494107698
2002-02-08,2893.0011970471633
2002-02-11,2935.4942664107903
2002-02-12,2942.6439010098206
2002-02-13,2953.1380163957942
2002-02-14,2983.4886734874663
2002-02-15,2969.824702286944
2002-02-18,2953.8503345560575
2002-02-19,2887.1541563863993
2002-02-20,2867.335525536987
2002-02-21,2908.02979703464
2002-02-22,2897.666019352372
2002-02-25,2911.100247387457
2002-02-26,2913.147061971471
2002-02-27,2955.9533090317373
2002-02-28,2982.0829030634304
2002-03-01,3018.4471189100373
2002-03-04,3140.5778128933885
2002-03-05,3134.388767428495
2002-03-06,3158.379169195327
2002-03-07,3233.99723798585
2002-03-08,3248.88760304994
2002-03-11,3255.3754900181916
2002-03-12,3196.392651505285
2002-03-13,3177.7890007197957
2002-03-14,3216.6103909702274
2002-03-15,3247.3732571298237
2002-03-18,3235.3616776407553
2002-03-19,3268.498482157306
2002-03-20,3241.6164776703126
2002-03-21,3222.0831483276374
2002-03-22,3205.412962858335
2002-03-25,3181.234095339959
2002-03-26,3184.6034645238688
2002-03-27,3187.7756088950505
2002-03-28,3221.7319575883002
2002-03-29,3201.2354450688244
2002-04-01,3208.5811031133253
2002-04-02,3210.818471924741
2002-04-03,3228.6085832036433
2002-04-04,3221.568337426026
2002-04-05,3207.6906156626555
2002-04-08,3159.591853843142
2002-04-09,3155.0474328533155
2002-04-10,3188.739938556719
2002-04-11,3163.132509275662
2002-04-12,3146.5037940204516
2002-04-15,3175.4104897602847
2002-04-16,3232.786659831239
2002-04-17,3265.4730491948335
2002-04-18,3277.793752003113
2002-04-19,3274.3663669338202
2002-04-22,3270.484557484353
2002-04-23,3272.0958210431613
2002-04-24,3262.8353674305877
2002-04-25,3253.4384909293253
2002-04-26,3240.0628607651784
2002-04-29,3236.5974691296833
2002-04-30,3242.573170801727
2002-05-01,3264.6756790661484
2002-05-02,3247.625170490138
2002-05-03,3261.2186715271405
2002-05-06,3254.62224383661
2002-05-07,3213.1517502986962
2002-05-08,3256.0814182414742
2002-05-09,3256.373425103344
2002-05-10,3242.4802665429206
2002-05-13,3249.1509419893396
2002-05-14,3250.8934553160193
2002-05-15,3305.3938704629018
2002-05-16,3317.270955509638
2002-05-17,3369.012202810975
2002-05-20,3361.009489252708
2002-05-21,3359.5816564764514
2002-05-22,3369.718586072934
2002-05-23,3356.9399214183227
2002-05-24,3368.900038297795
2002-05-27,3368.4383043722264
2002-05-28,3378.762024569053
2002-05-29,3375.619212580531
2002-05-30,3355.7191806658593
2002-05-31,3338.734532777744
2002-06-03,3346.871028869649
2002-06-04,3290.203380144242
2002-06-05,3266.241767730195
2002-06-06,3278.582637291184
2002-06-07,3234.1302358220955
2002-06-10,3228.485478249195
2002-06-11,3248.013071756118
2002-06-12,3204.1895498736585
2002-06-13,3162.2640474663763
2002-06-14,3098.768963233148
2002-06-17,3120.4299758396023
2002-06-18,3139.276486243135
2002-06-19,3091.5010743652274
2002-06-20,3076.9807222711465
2002-06-21,3075.6646620215124
2002-06-24,3038.1355896716473
2002-06-25,3063.75646848672
2002-06-26,3044.2829577320276
2002-06-27,3062.8688027152716
2002-06-28,3165.070270186838
2002-07-01,3169.343843359921
2002-07-02,3096.676136502751
2002-07-03,3052.7953197194897
2002-07-04,3076.994562389675
2002-07-05,3154.1886520387607
2002-07-08,3179.869384094652
2002-07-09,3198.490697376722
2002-07-10,3120.1563860338524
2002-07-11,3044.849841574598
2002-07-12,3056.2999676779314
2002-07-15,2990.517694552341
2002-07-16,2976.419774205523
2002-07-17,3017.911848815393
2002-07-18,3058.5159726239203
2002-07-19,2971.2510202838057
2002-07-22,2862.2946848102506
2002-07-23,2785.9116750156436
2002-07-24,2745.798857342612
2002-07-25,2800.3821167678952
2002-07-26,2744.1940224984523
2002-07-29,2822.246844669832
2002-07-30,2850.696442392056
2002-07-31,2826.750842184388
2002-08-01,2769.705567788281
2002-08-02,2746.97345962846
2002-08-05,2682.352415033241
2002-08-06,2682.6870080166063
2002-08-07,2714.3080821267286
2002-08-08,2771.499627901344
2002-08-09,2829.0370550551097
2002-08-12,2798.7553089067683
2002-08-13,2808.340703716533
2002-08-14,2799.8490635250373
2002-08-15,2837.867786055781
2002-08-16,2853.4134344650247
2002-08-19,2880.793092703403
2002-08-20,2860.606183549773
2002-08-21,2897.738290291007
2002-08-22,2926.834409891852
2002-08-23,2907.6676486263777
2002-08-26,2906.624587500164
2002-08-27,2956.9193040862187
2002-08-28,2876.9651150510213
2002-08-29,2828.111216509551
2002-08-30,2835.131188423548
2002-09-02,2799.7281338641014
2002-09-03,2732.3927187588515
2002-09-04,2708.577719447907
2002-09-05,2699.7572499880353
2002-09-06,2731.047066264341
2002-09-09,2711.6776502561147
2002-09-10,2739.2938740049017
2002-09-11,2775.1812209327754
2002-09-12,2723.321648887869
2002-09-13,2676.8067561183257
2002-09-16,2649.08403886099
2002-09-17,2652.9094525220644
2002-09-18,2605.7583210881967
2002-09-19,2605.7711990326025
2002-09-20,2560.0983671119448
2002-09-23,2487.388627351566
2002-09-24,2453.412103952032
2002-09-25,2468.4791512848133
2002-09-26,2549.448886344669
2002-09-27,2553.755549218079
2002-09-30,2493.3802981279746
2002-10-01,2475.2700112306584
2002-10-02,2499.43675664901
2002-10-03,2457.9291994617943
2002-10-04,2410.6409357965313
2002-10-07,2343.578520817819
2002-10-08,2319.665123782784
2002-10-09,2300.34358721726
2002-10-10,2334.090427000359
2002-10-11,2423.9305979932205
2002-10-14,2407.717024034594
2002-10-15,2527.4090705741464
2002-10-16,2518.5267947878733
2002-10-17,2550.9995004022253
2002-10-18,2556.748450046003
2002-10-21,2565.810458109908
2002-10-22,2526.0751258234163
2002-10-23,2481.1339636242055
2002-10-24,2511.4540198565887
2002-10-25,2517.3510974606597
2002-10-28,2558.2483662844243
2002-10-29,2495.1575239547697
2002-10-30,2540.7268907886187
2002-10-31,2577.775505672349
2002-11-01,2572.476836454842
2002-11-04,2637.5594213539966
2002-11-05,2676.775864586719
2002-11-06,2653.8990909280265
2002-11-07,2622.5241937356345
2002-11-08,2600.0165205609896
2002-11-11,2556.8568246314744
2002-11-12,2570.431846629704
2002-11-13,2551.456732655321
2002-11-14,2578.2337535502475
2002-11-15,2610.820395976246
2002-11-18,2615.4778365282364
2002-11-19,2598.608192827425
2002-11-20,2591.893191564263
2002-11-21,2668.3055286412246
2002-11-22,2690.4282651758094
2002-11-25,2693.053536703242
2002-11-26,2651.117775939166
2002-11-27,2695.543175362904
2002-11-28,2741.0838809142283
2002-11-29,2745.0412880154813
2002-12-02,2739.482706498046
2002-12-03,2691.0852815677376
2002-12-04,2654.354008197569
2002-12-05,2620.109482555205
2002-12-06,2632.550952874739
2002-12-09,2582.461568212561
2002-12-10,2604.8555242753505
2002-12-11,2618.2347614547434
2002-12-12,2603.7000432947434
2002-12-13,2586.0101245759206
2002-12-16,2625.381746543258
2002-12-17,2631.4070063329823
2002-12-18,2569.9487124104576
2002-12-19,2560.007420827475
2002-12-20,2581.5732635287495
2002-12-23,2584.786629955471
2002-12-24,2595.3617347885406
2002-12-25,2593.597175104528
2002-12-26,2611.30765233008
2002-12-27,2579.939130337021
2002-12-30,2600.7890279099156
2002-12-31,2615.2988297907705
2003-01-01,2615.2988297907705
2003-01-02,2655.4675229148975
2003-01-03,2685.8785502537
2003-01-06,2732.4879882760233
2003-01-07,2693.843357325597
2003-01-08,2645.6057950577874
2003-01-09,2678.3034574407234
2003-01-10,2693.097612866703
2003-01-13,2719.497004821522
2003-01-14,2756.2767054637484
2003-01-15,2750.5088912804704
2003-01-16,2752.0478643017645
2003-01-17,2720.5952904208675
2003-01-20,2694.5528171344567
2003-01-21,2681.5138601150597
2003-01-22,2641.1910967388976
2003-01-23,2671.341910760649
2003-01-24,2656.6834562637623
2003-01-27,2581.147770622374
2003-01-28,2565.910522826073
2003-01-29,2555.4396928375845
2003-01-30,2565.2836045285044
2003-01-31,2562.030058163284
2003-02-03,2591.4976188380615
2003-02-04,2570.2975999350892
2003-02-05,2588.9109742461364
2003-02-06,2555.5812129360534
2003-02-07,2526.5331714237373
2003-02-10,2500.1553106575097
2003-02-11,2528.044239353365
2003-02-12,2519.478365605491
2003-02-13,2524.8230882040957
2003-02-14,2567.856445598152
2003-02-17,2604.1000207427296
2003-02-18,2606.149650412446
2003-02-19,2574.709819137598
2003-02-20,2558.423867662991
2003-02-21,2551.990269441629
2003-02-24,2515.555223713846
2003-02-25,2441.917044081213
2003-02-26,2429.0923146748496
2003-02-27,2445.9850000833085
2003-02-28,2472.328878118773
2003-03-03,2488.897936917989
2003-03-04,2456.0566301274534
2003-03-05,2453.430372230994
2003-03-06,2427.0863791474753
2003-03-07,2386.6672014232386
2003-03-10,2328.487337665172
2003-03-11,2302.2418170264737
2003-03-12,2260.6936265772533
2003-03-13,2308.314325579738
2003-03-14,2379.675908182795
2003-03-17,2401.2332657489214
2003-03-18,2412.7694562679426
2003-03-19,2431.523529906046
2003-03-20,2432.416179737402
2003-03-21,2471.3861314731257
2003-03-24,2436.322066735654
2003-03-25,2454.3153105205306
2003-03-26,2455.115909679918
2003-03-27,2441.915169018908
2003-03-28,2435.81397002252
2003-03-31,2380.7260841904435
2003-04-01,2394.09193936821
2003-04-02,2440.2293634815605
2003-04-03,2442.3386974698524
2003-04-04,2461.6759925283536
2003-04-07,2532.017774154754
2003-04-08,2507.486273153385
2003-04-09,2498.8189414450612
2003-04-10,2484.528298586714
2003-04-11,2480.2661578783964
2003-04-14,2493.8162973302783
2003-04-15,2539.4058237472727
2003-04-16,2542.8320246439603
2003-04-17,2559.826007473802
2003-04-18,2560.6212981268077
2003-04-21,2553.272370467156
2003-04-22,2578.8592165533105
2003-04-23,2603.7250048830065
2003-04-24,2587.749862972396
2003-04-25,2553.184190513313
2003-04-28,2582.684288915481
2003-04-29,2591.8326088314366
2003-04-30,2650.672772251027
2003-05-01,2675.444060508477
2003-05-02,2673.1625348187526
2003-05-05,2706.501814997015
2003-05-06,2763.1362357586186
2003-05-07,2758.1830648518585
2003-05-08,2717.373356174139
2003-05-09,2742.4985989412216
2003-05-12,2757.045506235778
2003-05-13,2763.3500580113423
2003-05-14,2771.4470322714733
2003-05-15,2773.0002656914085
2003-05-16,2793.420778707888
2003-05-19,2733.5621559419483
2003-05-20,2728.7437928983577
2003-05-21,2713.6646932494164
2003-05-22,2753.2781861569792
2003-05-23,2777.7712327452186
2003-05-26,2786.5671527303634
2003-05-27,2781.1042033839017
2003-05-28,2796.75899770409
2003-05-29,2824.0310692491894
2003-05-30,2824.6255547946835
2003-06-02,2867.1196400032977
2003-06-03,2853.00449439936
2003-06-04,2873.9357626112187
2003-06-05,2906.008599662831
2003-06-06,2919.8089921596384
2003-06-09,2922.6616403682733
2003-06-10,2923.250889991333
