Date,EASEA INDEX (EAFE ex JAPAN) VALUE
2000-11-30,3899.5984848493276
2000-12-29,4223.751287002844
2001-01-01,4223.751287002844
2001-01-02,4225.779146894695
2001-01-03,4189.665271525313
2001-01-04,4267.982479056849
2001-01-05,4293.9806367734245
2001-01-08,4272.841139785158
2001-01-09,4208.866288705933
2001-01-10,4175.755696905007
2001-01-11,4231.009876892495
2001-01-12,4229.778214020591
2001-01-15,4214.454599852503
2001-01-16,4169.387191220402
2001-01-17,4197.710853694366
2001-01-18,4228.212408565062
2001-01-19,4185.667203586389
2001-01-22,4197.701622321666
2001-01-23,4212.288431228717
2001-01-24,4191.292082300253
2001-01-25,4206.733059835159
2001-01-26,4214.514948623628
2001-01-29,4220.171664503851
2001-01-30,4255.427559163262
2001-01-31,4277.23729586582
2001-02-01,4285.776053296236
2001-02-02,4244.667708101367
2001-02-05,4268.239188284664
2001-02-06,4257.898585660578
2001-02-07,4227.613895749997
2001-02-08,4176.326712719096
2001-02-09,4161.71762880101
2001-02-12,4210.325862264371
2001-02-13,4185.921134394557
2001-02-14,4163.659794803816
2001-02-15,4123.594938548048
2001-02-16,4108.957058223846
2001-02-19,4121.259754444092
2001-02-20,4052.6009764114165
2001-02-21,4028.6232006375567
2001-02-22,3999.3840531114356
2001-02-23,3960.508121440731
2001-02-26,3978.6422062003157
2001-02-27,4015.1233878741923
2001-02-28,4012.5961080747475
2001-03-01,4020.7452676746216
2001-03-02,4034.8086498650114
2001-03-05,4046.3387162866634
2001-03-06,4101.808696203999
2001-03-07,4100.098911346519
2001-03-08,4115.590624703389
2001-03-09,4081.8626057998094
2001-03-12,4003.4989590067153
2001-03-13,3908.0254599862
2001-03-14,3830.256401965978
2001-03-15,3858.3794803886026
2001-03-16,3744.8555659061753
2001-03-19,3724.278671705014
2001-03-20,3781.924727345982
2001-03-21,3693.8597677058174
2001-03-22,3501.394872359909
2001-03-23,3575.1007757523994
2001-03-26,3696.4841538252817
2001-03-27,3789.5718381229613
2001-03-28,3717.838220255504
2001-03-29,3710.964487900168
2001-03-30,3734.2853860938935
2001-04-02,3719.7679278164683
2001-04-03,3643.2528966809145
2001-04-04,3713.4578282054076
2001-04-05,3750.991380322741
2001-04-06,3771.3910032171993
2001-04-09,3827.440758038963
2001-04-10,3863.654764306089
2001-04-11,3860.364253318537
2001-04-12,3894.226724331267
2001-04-13,3894.226724331267
2001-04-16,3864.8571416335026
2001-04-17,3836.581227431695
2001-04-18,3873.8358363878265
2001-04-19,3945.9138958791245
2001-04-20,3963.639342834381
2001-04-23,3931.2392964571345
2001-04-24,3938.2554013579725
2001-04-25,3939.339452795684
2001-04-26,3966.5936742726253
2001-04-27,3976.5667001881734
2001-04-30,3976.411022360699
2001-05-01,3986.4274225786266
2001-05-02,3965.5760430914675
2001-05-03,3904.7452466175987
2001-05-04,3937.897386037667
2001-05-07,3951.1656090020806
2001-05-08,3919.6563493669573
2001-05-09,3909.961658229605
2001-05-10,3969.845459924937
2001-05-11,3934.4832040582996
2001-05-14,3867.2197618065125
2001-05-15,3924.6512449400643
2001-05-16,3951.2459917628926
2001-05-17,3978.3589625697227
2001-05-18,3985.305896054721
2001-05-21,4003.1778731314853
2001-05-22,3982.9538405573844
2001-05-23,3933.461607722469
2001-05-24,3924.862679273157
2001-05-25,3915.7678867694026
2001-05-28,3928.886637414709
2001-05-29,3885.4574276064154
2001-05-30,3856.4931163135034
2001-05-31,3829.314226340658
2001-06-01,3817.522155943076
2001-06-04,3833.816227483605
2001-06-05,3870.258792056313
2001-06-06,3839.026386653351
2001-06-07,3849.234037433566
2001-06-08,3839.3535647160134
2001-06-11,3786.806200616263
2001-06-12,3772.75231542795
2001-06-13,3812.471089182449
2001-06-14,3802.5876468493016
2001-06-15,3790.810159908387
2001-06-18,3749.4497411221546
2001-06-19,3751.794142473685
2001-06-20,3717.12799113021
2001-06-21,3717.04375620137
2001-06-22,3735.45121992138
2001-06-25,3765.0123927542236
2001-06-26,3717.8344995958696
2001-06-27,3708.4115091807143
2001-06-28,3697.5103962152953
2001-06-29,3721.2006291596354
2001-07-02,3767.137883992191
2001-07-03,3734.7731639514973
2001-07-04,3723.8277796080088
2001-07-05,3680.396890643785
2001-07-06,3634.0950930088247
2001-07-09,3642.657548899139
2001-07-10,3650.0986837082555
2001-07-11,3623.7241811130157
2001-07-12,3633.555661930598
2001-07-13,3658.99595265413
2001-07-16,3660.286438402712
2001-07-17,3611.0766104360946
2001-07-18,3638.2857441347846
2001-07-19,3670.2314476058073
2001-07-20,3660.1665025679185
2001-07-23,3664.4168688610944
2001-07-24,3638.1703282947587
2001-07-25,3606.5227692666085
2001-07-26,3616.665573872357
2001-07-27,3658.6775431478222
2001-07-30,3701.9359148968556
2001-07-31,3736.8451884263714
2001-08-01,3761.2104326998274
2001-08-02,3771.4068047573724
2001-08-03,3760.0552203984503
2001-08-06,3738.0006129397398
2001-08-07,3731.2751867297147
2001-08-08,3692.2386320607475
2001-08-09,3676.794066976867
2001-08-10,3676.7243560792585
2001-08-13,3703.6485289921543
2001-08-14,3747.5493510934343
2001-08-15,3785.8398806871483
2001-08-16,3759.2020977761995
2001-08-17,3724.8450060690825
2001-08-20,3709.839261387516
2001-08-21,3743.600866869502
2001-08-22,3768.812807053021
2001-08-23,3744.89326419828
2001-08-24,3795.23610321143
2001-08-27,3790.163462304847
2001-08-28,3752.7265439307193
2001-08-29,3757.980263969141
2001-08-30,3694.269626366596
2001-08-31,3694.6019065327696
2001-09-03,3652.925268538901
2001-09-04,3648.990021727759
2001-09-05,3608.801019105597
2001-09-06,3544.2024864549885
2001-09-07,3494.1917973603304
2001-09-10,3443.576206554242
2001-09-11,3300.868975379336
2001-09-12,3289.801783858777
2001-09-13,3323.612964181847
2001-09-14,3206.3739454286115
2001-09-17,3263.0748199575282
2001-09-18,3241.8647184157994
2001-09-19,3184.6357123598686
2001-09-20,3045.701772681104
2001-09-21,2928.9660223133405
2001-09-24,3066.7068141265754
2001-09-25,3120.672749045235
2001-09-26,3167.500852170394
2001-09-27,3204.8653070619894
2001-09-28,3274.385237953845
2001-10-01,3228.6338656346734
2001-10-02,3260.6251569535584
2001-10-03,3278.954166918949
2001-10-04,3368.3872917435115
2001-10-05,3372.442744050537
2001-10-08,3360.9704004490754
2001-10-09,3351.732017614903
2001-10-10,3404.370002774087
2001-10-11,3414.711001653514
2001-10-12,3419.450146887016
2001-10-15,3354.8735790212777
2001-10-16,3387.2153283707044
2001-10-17,3449.284359119995
2001-10-18,3382.176188279036
2001-10-19,3297.2460634116073
2001-10-22,3319.5417964043627
2001-10-23,3388.8972789183986
2001-10-24,3401.493915256153
2001-10-25,3359.7161473646925
2001-10-26,3422.7004748742556
2001-10-29,3404.553016547496
2001-10-30,3341.0452038929425
2001-10-31,3355.971722562755
2001-11-01,3386.3469308887616
2001-11-02,3382.224222367265
2001-11-05,3422.058739485285
2001-11-06,3417.6194371441643
2001-11-07,3459.4149597106484
2001-11-08,3497.550654864833
2001-11-09,3479.482614774224
2001-11-12,3418.7228801428128
2001-11-13,3470.144348086057
2001-11-14,3461.9927735914243
2001-11-15,3450.4191746822107
2001-11-16,3491.5216677266776
2001-11-19,3517.197534310564
2001-11-20,3503.2694247815016
2001-11-21,3479.5848571436995
2001-11-22,3511.568120562503
2001-11-23,3494.0205819799007
2001-11-26,3496.209598728363
2001-11-27,3477.6950355927693
2001-11-28,3450.940223239493
2001-11-29,3450.473076635452
2001-11-30,3484.329819608304
2001-12-03,3447.9349825335044
2001-12-04,3484.6166110000327
2001-12-05,3587.913760195728
2001-12-06,3625.9991108519007
2001-12-07,3599.406017515194
2001-12-10,3536.5964693637047
2001-12-11,3528.6117351750286
2001-12-12,3522.8421946238936
2001-12-13,3474.1792725724795
2001-12-14,3465.537090223752
2001-12-17,3553.897032406262
2001-12-18,3545.5423132531623
2001-12-19,3506.095816143133
2001-12-20,3476.5821464220503
2001-12-21,3489.803578650766
2001-12-24,3476.529105008191
2001-12-25,3476.529105008191
2001-12-26,3484.095996081565
2001-12-27,3554.0481080690265
2001-12-28,3559.296092685344
2001-12-31,3582.687442755614
2002-01-01,3582.687442755614
2002-01-02,3592.897150514561
2002-01-03,3647.413627474063
2002-01-04,3654.4310449278037
2002-01-07,3620.380203837204
2002-01-08,3592.2878030965635
2002-01-09,3574.72591735829
2002-01-10,3550.322799386265
2002-01-11,3556.6824537291072
2002-01-14,3496.261460995151
2002-01-15,3508.893186267471
2002-01-16,3445.6075518436774
2002-01-17,3480.6054832149034
2002-01-18,3471.801832560479
2002-01-21,3458.2589391990177
2002-01-22,3454.684103384656
2002-01-23,3467.9290109345598
2002-01-24,3491.5382060577654
2002-01-25,3445.6721121806377
2002-01-28,3461.820214421547
2002-01-29,3415.7188139274385
2002-01-30,3369.5298306175687
2002-01-31,3400.73770724457
2002-02-01,3405.4483024863503
2002-02-04,3381.473243638797
2002-02-05,3328.220291913216
2002-02-06,3286.221589067663
2002-02-07,3319.7086024213536
2002-02-08,3339.4522349566496
2002-02-11,3384.7674487920085
2002-02-12,3364.1458220632358
2002-02-13,3372.9169805801753
2002-02-14,3409.8319926241743
2002-02-15,3392.9694173180546
2002-02-18,3368.1953143192536
2002-02-19,3312.450440240798
2002-02-20,3278.1854009798144
2002-02-21,3310.4117126008155
2002-02-22,3289.6832800184443
2002-02-25,3317.507468200402
2002-02-26,3339.093560976892
2002-02-27,3374.4036224299275
2002-02-28,3367.6979987135096
2002-03-01,3403.3970339075245
2002-03-04,3508.516398221117
2002-03-05,3503.44168501191
2002-03-06,3539.6643622001952
2002-03-07,3587.6635053276
2002-03-08,3588.6581843902154
2002-03-11,3571.0698917114414
2002-03-12,3527.1610878860056
2002-03-13,3537.6225638140018
2002-03-14,3568.085185113467
2002-03-15,3602.0575474973225
2002-03-18,3617.191222814374
2002-03-19,3632.9357145031395
2002-03-20,3611.1422609065003
2002-03-21,3596.878537134577
2002-03-22,3598.155082459394
2002-03-25,3567.121468361016
2002-03-26,3571.9570274292137
2002-03-27,3565.85917285908
2002-03-28,3603.9462483892735
2002-03-29,3603.9462483892735
2002-04-01,3634.2726406939046
2002-04-02,3617.071262921574
2002-04-03,3614.135506128742
2002-04-04,3592.734691954252
2002-04-05,3581.1235129299253
2002-04-08,3515.2805279311824
2002-04-09,3520.025027651925
2002-04-10,3558.538164558103
2002-04-11,3522.4024525967593
2002-04-12,3520.7502232773004
2002-04-15,3553.1881506135715
2002-04-16,3622.009984459018
2002-04-17,3647.5690169211157
2002-04-18,3645.135267792358
2002-04-19,3651.442171374735
2002-04-22,3626.7584046504203
2002-04-23,3611.2985569236735
2002-04-24,3610.590035872426
2002-04-25,3595.5868382494427
2002-04-26,3576.5846195716117
2002-04-29,3579.261861833691
2002-04-30,3596.532188523888
2002-05-01,3603.710719773253
2002-05-02,3597.026134948549
2002-05-03,3610.115253044768
2002-05-06,3605.6651162952307
2002-05-07,3557.3619947282714
2002-05-08,3623.1020070081636
2002-05-09,3616.2480716806213
2002-05-10,3596.859841356375
2002-05-13,3621.295105315905
2002-05-14,3637.2523611138718
2002-05-15,3679.0614742097237
2002-05-16,3678.431906934861
2002-05-17,3707.9103153765327
2002-05-20,3689.1910505444384
2002-05-21,3672.866658273299
2002-05-22,3659.8910424978435
2002-05-23,3652.4962479158567
2002-05-24,3669.427614183256
2002-05-27,3659.5674673158037
2002-05-28,3656.6061902067504
2002-05-29,3663.2888040925986
2002-05-30,3630.4631044952635
2002-05-31,3640.646959289835
2002-06-03,3632.76265197953
2002-06-04,3589.8067939713997
2002-06-05,3546.4057537240833
2002-06-06,3558.902906022228
2002-06-07,3509.968127329686
2002-06-10,3507.5753692585313
2002-06-11,3538.883620141067
2002-06-12,3486.4430603189853
2002-06-13,3435.826710991614
2002-06-14,3349.86052000396
2002-06-17,3432.2123626916346
2002-06-18,3432.6825120259905
2002-06-19,3397.855572931354
2002-06-20,3357.3970102237236
2002-06-21,3362.9056940139385
2002-06-24,3306.1537844525874
2002-06-25,3355.609198513661
2002-06-26,3333.9576720455766
2002-06-27,3346.510301537689
2002-06-28,3449.7928946393945
2002-07-01,3467.346449119558
2002-07-02,3358.5928160308345
2002-07-03,3250.978813167091
2002-07-04,3303.0344746657206
2002-07-05,3411.356784451437
2002-07-08,3443.382745134289
2002-07-09,3434.002555582003
2002-07-10,3338.1911502546595
2002-07-11,3221.533018892028
2002-07-12,3226.072573698227
2002-07-15,3116.9200972330004
2002-07-16,3135.9532061481614
2002-07-17,3222.673939919771
2002-07-18,3282.705078396074
2002-07-19,3156.7945819982283
2002-07-22,2987.625956608294
2002-07-23,2896.8715406320184
2002-07-24,2848.310560977109
2002-07-25,2970.379325598547
2002-07-26,2958.076841224482
2002-07-29,3088.937398250513
2002-07-30,3105.2387636873273
2002-07-31,3103.4770431530333
2002-08-01,2992.162653265243
2002-08-02,2981.405063874031
2002-08-05,2893.0336514616833
2002-08-06,2944.154472674994
2002-08-07,2933.6696836487263
2002-08-08,3028.11552545409
2002-08-09,3077.5134716154325
2002-08-12,3033.1676157558977
2002-08-13,3065.875431161536
2002-08-14,3026.924754714406
2002-08-15,3100.8624106616626
2002-08-16,3123.746393414839
2002-08-19,3200.7558168266714
2002-08-20,3173.405927203117
2002-08-21,3209.325686489294
2002-08-22,3250.6812887187907
2002-08-23,3212.7121369390643
2002-08-26,3195.5394348714385
2002-08-27,3274.6849541379343
2002-08-28,3158.2585119794826
2002-08-29,3116.147303270407
2002-08-30,3124.6324271250805
2002-09-02,3084.053113331015
2002-09-03,2999.6688950528996
2002-09-04,2993.8034937542593
2002-09-05,2965.0245994299466
2002-09-06,3029.59359687647
2002-09-09,2980.0868779116163
2002-09-10,3035.9024225200233
2002-09-11,3078.3812314365996
2002-09-12,2990.942457749968
2002-09-13,2938.5628980622614
2002-09-16,2920.400746590275
2002-09-17,2890.033835378061
2002-09-18,2800.264601795508
2002-09-19,2761.2586983773213
2002-09-20,2764.6143297223966
2002-09-23,2666.7735473194766
2002-09-24,2619.9770924404693
2002-09-25,2641.92236717272
2002-09-26,2743.756332998643
2002-09-27,2738.368759917614
2002-09-30,2639.0299004000112
2002-10-01,2660.240734303608
2002-10-02,2721.1462887977873
2002-10-03,2688.1580514290104
2002-10-04,2621.927078750258
2002-10-07,2583.941462239273
2002-10-08,2543.372862342078
2002-10-09,2541.0976127095446
2002-10-10,2591.287393884813
2002-10-11,2728.3626331579076
2002-10-14,2692.5268828768885
2002-10-15,2851.7884141004233
2002-10-16,2817.065576205659
2002-10-17,2878.875746826972
2002-10-18,2877.3941394846684
2002-10-21,2886.235803625713
2002-10-22,2862.714052619808
2002-10-23,2788.3832957615523
2002-10-24,2859.93326843157
2002-10-25,2843.8856198152516
2002-10-28,2898.7293086362324
2002-10-29,2786.675126278179
2002-10-30,2845.870924541533
2002-10-31,2901.272269334358
2002-11-01,2881.0662999153187
2002-11-04,2981.284448490056
2002-11-05,3007.4039837694277
2002-11-06,2966.17600274251
2002-11-07,2940.949420870494
2002-11-08,2915.926858201551
2002-11-11,2887.9123599509835
2002-11-12,2930.4358038271967
2002-11-13,2905.3267819164976
2002-11-14,2948.460847398459
2002-11-15,2986.1631955678877
2002-11-18,3024.3296285383594
2002-11-19,3013.772344098533
2002-11-20,2990.876751465161
2002-11-21,3082.788182696233
2002-11-22,3100.7545150807864
2002-11-25,3064.4875106320396
2002-11-26,3005.762901390912
2002-11-27,3055.4660300893966
2002-11-28,3112.5179379131614
2002-11-29,3109.112631216707
2002-12-02,3115.7912596728434
2002-12-03,3052.6905195232475
2002-12-04,3027.9417096489824
2002-12-05,2999.150359353737
2002-12-06,3003.5953138151194
2002-12-09,2933.827620984056
2002-12-10,2947.3437232358465
2002-12-11,2980.8387354563624
2002-12-12,2950.812435235479
2002-12-13,2923.181844460827
2002-12-16,3005.361067873982
2002-12-17,2992.776706910877
2002-12-18,2930.1962061163968
2002-12-19,2910.5275611053544
2002-12-20,2942.572431162659
2002-12-23,2948.8883361797693
2002-12-24,2955.683083194285
2002-12-25,2955.683083194285
2002-12-26,2959.0520894150245
2002-12-27,2892.304006692582
2002-12-30,2929.7033131266758
2002-12-31,2958.398476853192
2003-01-01,2958.398476853192
2003-01-02,3019.28341296237
2003-01-03,3058.2753724192826
2003-01-06,3091.4083253403805
2003-01-07,3054.0509369222573
2003-01-08,3001.205436148929
2003-01-09,3039.506843832851
2003-01-10,3073.0545305244295
2003-01-13,3088.2357754451714
2003-01-14,3113.016117826299
2003-01-15,3073.7857784441326
2003-01-16,3073.3097233713224
2003-01-17,3020.8581282872747
2003-01-20,2982.71680074569
2003-01-21,2953.243795488867
2003-01-22,2905.2680696350208
2003-01-23,2906.1908093907678
2003-01-24,2896.874009316992
2003-01-27,2809.123857794757
2003-01-28,2807.543789005105
2003-01-29,2807.9088189669246
2003-01-30,2848.0287399499116
2003-01-31,2844.288349681615
2003-02-03,2894.6989808172557
2003-02-04,2839.0560181463793
2003-02-05,2886.005240871919
2003-02-06,2827.7041497538694
2003-02-07,2803.0197190852678
2003-02-10,2769.1834829219843
2003-02-11,2818.1652266155434
2003-02-12,2784.087801035267
2003-02-13,2794.788401335691
2003-02-14,2824.9429603393596
2003-02-17,2869.384756694835
2003-02-18,2872.026014278375
2003-02-19,2826.861476703481
2003-02-20,2823.079037736297
2003-02-21,2834.821918935925
2003-02-24,2783.4473464396106
2003-02-25,2695.7725987961026
2003-02-26,2682.7681999616257
2003-02-27,2696.97109547929
2003-02-28,2749.282022134185
2003-03-03,2774.8828791053
2003-03-04,2723.2951392967534
2003-03-05,2717.6700097870294
2003-03-06,2695.3203567775013
2003-03-07,2651.776629626485
2003-03-10,2584.04959862658
2003-03-11,2581.822273207496
2003-03-12,2491.144085348741
2003-03-13,2599.7805523737657
2003-03-14,2689.143125193655
2003-03-17,2749.9429871929733
2003-03-18,2756.7763005413226
2003-03-19,2781.980250160895
2003-03-20,2773.339001089252
2003-03-21,2845.1947627985587
2003-03-24,2759.4709263196733
2003-03-25,2786.518508146362
2003-03-26,2787.3345620111286
2003-03-27,2747.74365910677
2003-03-28,2744.8143108023296
2003-03-31,2690.4988356246477
2003-04-01,2719.166050751878
2003-04-02,2778.610211482037
2003-04-03,2798.8034534527214
2003-04-04,2823.555627168233
2003-04-07,2904.41813022921
2003-04-08,2866.361435083912
2003-04-09,2864.1802515595923
2003-04-10,2849.0977729007645
2003-04-11,2858.0743595722683
2003-04-14,2892.744162040339
2003-04-15,2947.2385785733823
2003-04-16,2941.155904344316
2003-04-17,2963.7571323981165
2003-04-18,2963.7571323981165
2003-04-21,2944.239410983208
2003-04-22,2997.2826915402934
2003-04-23,3040.146004141829
2003-04-24,3011.4278381913837
2003-04-25,2973.085508682437
2003-04-28,3034.1522712597425
2003-04-29,3043.095613081787
2003-04-30,3067.53219284426
2003-05-01,3073.229974776938
2003-05-02,3087.118192528362
2003-05-05,3120.9967032696372
2003-05-06,3182.2366841317944
2003-05-07,3148.0714606533297
2003-05-08,3099.0845011355095
2003-05-09,3134.5319917165743
2003-05-12,3148.673895779378
2003-05-13,3153.560599621912
2003-05-14,3158.9738531168296
2003-05-15,3191.83649608447
2003-05-16,3221.569702651669
2003-05-19,3157.903738646725
2003-05-20,3163.511881123604
2003-05-21,3150.94114821858
2003-05-22,3191.9741298233057
2003-05-23,3206.9432402687817
2003-05-26,3215.3385127201336
2003-05-27,3227.6456879694206
2003-05-28,3268.1033710193947
2003-05-29,3305.713718960595
2003-05-30,3297.522922158528
2003-06-02,3351.634701637721
2003-06-03,3331.001045154397
2003-06-04,3353.4297753348865
2003-06-05,3378.140635402601
2003-06-06,3413.0280373764635
2003-06-09,3388.2366704055476
2003-06-10,3384.6673012798847
2003-06-11,3457.3129926988045
2003-06-12,3484.991074158943
2003-06-13,3459.831886316567
