Date,EM ASIA IMI WITH PARTIAL A SHARES
2012-09-28,2357.6979630559204
2012-10-30,2328.5414079789844
2012-10-31,2344.0606165064373
2012-11-29,2391.0720088542676
2012-11-30,2407.0697866360806
2012-12-28,2491.4271687817213
2012-12-31,2495.396311551428
2013-01-30,2537.4929907547075
2013-01-31,2529.822960527861
2013-02-27,2508.54836434777
2013-02-28,2534.3886721842537
2013-03-28,2477.0409320877147
2013-03-29,2484.5311743269067
2013-04-29,2496.7876466998528
2013-04-30,2525.1000540343216
2013-05-30,2531.5669844961894
2013-05-31,2515.6312782494574
2013-06-27,2295.2452416382043
2013-06-28,2352.616322236065
2013-07-30,2399.9206088641313
2013-07-31,2382.0562912357223
2013-08-29,2323.4787540986877
2013-08-30,2350.0571310531614
2013-09-27,2507.5245474668372
2013-09-30,2475.2002806527207
2013-10-30,2602.66399020226
2013-10-31,2588.6232672356487
2013-11-28,2574.696065495959
2013-11-29,2589.790356941044
2013-12-30,2553.946476638988
2013-12-31,2561.0271457470767
2014-01-01,2561.069068619336
2014-01-02,2537.6545846752215
2014-01-03,2503.4088436779266
2014-01-06,2485.2542993712586
2014-01-07,2480.851609624923
2014-01-08,2498.3510204150753
2014-01-09,2482.454337161128
2014-01-10,2485.770653229042
2014-01-13,2510.0889153318467
2014-01-14,2504.72569577597
2014-01-15,2511.145735823387
2014-01-16,2513.5127793846773
2014-01-17,2509.2284951856877
2014-01-20,2503.3009719076877
2014-01-21,2508.8975732149515
2014-01-22,2520.0728403776443
2014-01-23,2497.468247000631
2014-01-24,2475.551108431235
2014-01-27,2417.5923855099463
2014-01-28,2426.2167868816014
2014-01-29,2456.032033537526
2014-01-30,2449.2708598459158
2014-01-31,2451.417039496459
2014-02-03,2434.810401392426
2014-02-04,2396.825004104331
2014-02-05,2390.7837569815597
2014-02-06,2407.3782013444256
2014-02-07,2434.8046001262232
2014-02-10,2437.1780605036265
2014-02-11,2458.4900469245567
2014-02-12,2484.1310713044163
2014-02-13,2468.0308609731474
2014-02-14,2487.4880737697977
2014-02-17,2511.046481077265
2014-02-18,2505.6462175329743
2014-02-19,2510.1825097524243
2014-02-20,2484.9739498937483
2014-02-21,2506.831569768341
2014-02-24,2490.9223059629567
2014-02-25,2492.716048304894
2014-02-26,2508.8772549585465
2014-02-27,2525.673770614426
2014-02-28,2533.2991005643094
2014-03-03,2513.9200615298146
2014-03-04,2512.7448687749484
2014-03-05,2526.6303090381766
2014-03-06,2551.8346564159106
2014-03-07,2558.2493264273685
2014-03-10,2527.728416175427
2014-03-11,2536.2202731575594
2014-03-12,2504.43593324362
2014-03-13,2507.8188269739976
2014-03-14,2490.541406671057
2014-03-17,2495.9493027981016
2014-03-18,2506.9329902390164
2014-03-19,2501.1366975097644
2014-03-20,2462.281086559463
2014-03-21,2475.3660363952554
2014-03-24,2501.418720156642
2014-03-25,2496.2719264412835
2014-03-26,2520.9809885125915
2014-03-27,2526.0042174699693
2014-03-28,2549.2366575145893
2014-03-31,2567.810086147197
2014-04-01,2590.5513310545716
2014-04-02,2601.2133688611734
2014-04-03,2596.948964298462
2014-04-04,2592.192846134373
2014-04-07,2594.924489421622
2014-04-08,2609.6675970129822
2014-04-09,2633.454927763434
2014-04-10,2647.5670200093914
2014-04-11,2628.504667197321
2014-04-14,2620.7578697381045
2014-04-15,2607.9039228581273
2014-04-16,2608.421098066896
2014-04-17,2617.273877541095
2014-04-18,2624.1623221888594
2014-04-21,2621.335261802208
2014-04-22,2618.953869810528
2014-04-23,2609.2777898131885
2014-04-24,2609.919440544466
2014-04-25,2578.4941996610737
2014-04-28,2573.443066091654
2014-04-29,2587.0790448200714
2014-04-30,2571.076328225993
2014-05-01,2571.057909824525
2014-05-02,2583.6081907713565
2014-05-05,2580.595703897172
2014-05-06,2582.97298610722
2014-05-07,2567.7778607204323
2014-05-08,2575.034648626411
2014-05-09,2577.8557454850256
2014-05-12,2594.5938781462737
2014-05-13,2612.955314512273
2014-05-14,2640.277144722049
2014-05-15,2646.9837376039295
2014-05-16,2650.744274067996
2014-05-19,2661.4719251483866
2014-05-20,2652.5539274740104
2014-05-21,2653.603528773932
2014-05-22,2679.0820593929434
2014-05-23,2685.2316052928786
2014-05-26,2680.371608351873
2014-05-27,2672.5688118344638
2014-05-28,2693.12618085454
2014-05-29,2683.9801988610484
2014-05-30,2673.2718010059634
2014-06-02,2678.1160894265813
2014-06-03,2699.464943121932
2014-06-04,2689.2393454064363
2014-06-05,2696.1086591866415
2014-06-06,2699.8018115875216
2014-06-09,2710.5973938594043
2014-06-10,2734.530080328039
2014-06-11,2734.1698115056497
2014-06-12,2729.297859054212
2014-06-13,2717.9625686854365
2014-06-16,2715.8171043511056
2014-06-17,2718.851484692568
2014-06-18,2706.73673834348
2014-06-19,2712.6532496934174
2014-06-20,2701.1012683368353
2014-06-23,2691.071036703813
2014-06-24,2707.118604966458
2014-06-25,2698.6314640104365
2014-06-26,2724.1176648527703
2014-06-27,2724.2833932252615
2014-06-30,2745.965097679457
2014-07-01,2748.5342889387452
2014-07-02,2781.863646902461
2014-07-03,2787.245744219698
2014-07-04,2791.580112220501
2014-07-07,2797.6067365046447
2014-07-08,2795.963982125986
2014-07-09,2777.3216343139375
2014-07-10,2788.6392281350663
2014-07-11,2765.651524300582
2014-07-14,2776.5744130395024
2014-07-15,2789.112546855747
2014-07-16,2786.602889355264
2014-07-17,2786.564127140652
2014-07-18,2781.951384105522
2014-07-21,2785.4463007494155
2014-07-22,2810.3987856659674
2014-07-23,2825.2936182272247
2014-07-24,2831.844419426939
2014-07-25,2829.5456067276114
2014-07-28,2837.6838616769896
2014-07-29,2845.7208298087858
2014-07-30,2856.479075012404
2014-07-31,2833.162183444145
2014-08-01,2803.40686478133
2014-08-04,2829.8030267178365
2014-08-05,2822.189449127367
2014-08-06,2807.1197646566593
2014-08-07,2792.3899892459945
2014-08-08,2774.761910244781
2014-08-11,2807.8676498577893
2014-08-12,2818.3259679033963
2014-08-13,2841.3151202115246
2014-08-14,2845.784512896909
2014-08-15,2851.541942481242
2014-08-18,2848.254370953893
2014-08-19,2866.537689842795
2014-08-20,2866.161075646852
2014-08-21,2847.103389398017
2014-08-22,2871.033814673032
2014-08-25,2866.046114201134
2014-08-26,2867.657128070222
2014-08-27,2879.4382199221604
2014-08-28,2871.298336658169
2014-08-29,2868.1072550713316
2014-09-01,2879.5812698806035
2014-09-02,2864.0471709164012
2014-09-03,2891.416981052856
2014-09-04,2896.12671451422
2014-09-05,2888.1132133333886
2014-09-08,2896.5339068578014
2014-09-09,2893.246924912309
2014-09-10,2862.343694836372
2014-09-11,2844.7096125944836
2014-09-12,2839.689449948109
2014-09-15,2817.4453096813977
2014-09-16,2794.8120669002956
2014-09-17,2824.7301366684906
2014-09-18,2813.2495586161704
2014-09-19,2817.8198774504303
2014-09-22,2793.4431305602407
2014-09-23,2775.941789113064
2014-09-24,2784.003723365481
2014-09-25,2766.453839263367
2014-09-26,2757.333740538168
2014-09-29,2730.1889946702854
2014-09-30,2717.4650007507303
2014-10-01,2705.538523366862
2014-10-02,2694.1707419254717
2014-10-03,2707.0287468459233
2014-10-06,2707.862683451856
2014-10-07,2710.535676762322
2014-10-08,2683.6995789232974
2014-10-09,2704.6958374515725
2014-10-10,2673.40251732139
2014-10-13,2645.75331003274
2014-10-14,2649.177521269837
2014-10-15,2644.3435308322273
2014-10-16,2621.237091781946
2014-10-17,2617.4215906123445
2014-10-20,2653.467797777342
2014-10-21,2649.8545616659303
2014-10-22,2679.908394869844
2014-10-23,2673.383767045485
2014-10-24,2665.4288134110498
2014-10-27,2659.9274807852908
2014-10-28,2683.510961194504
2014-10-29,2726.212161109078
2014-10-30,2718.6638299488886
2014-10-31,2741.827012602416
2014-11-03,2732.864060555459
2014-11-04,2722.5183996714604
2014-11-05,2705.345379751095
2014-11-06,2700.1474295298003
2014-11-07,2688.0295521088797
2014-11-10,2717.5816911723114
2014-11-11,2713.401245366103
2014-11-12,2710.8168781284166
2014-11-13,2714.9255995360486
2014-11-14,2709.515635729361
2014-11-17,2694.2725704000536
2014-11-18,2689.1664856795437
2014-11-19,2684.121803728612
2014-11-20,2679.879476602367
2014-11-21,2690.3543986618392
2014-11-24,2726.7365316487317
2014-11-25,2722.2001874987336
2014-11-26,2737.9789701539244
2014-11-27,2746.0865165487753
2014-11-28,2742.5303721076657
2014-12-01,2697.7025403508305
2014-12-02,2711.7792037746735
2014-12-03,2708.2668828287165
2014-12-04,2732.8869444893326
2014-12-05,2733.9575058296427
2014-12-08,2724.2042197994115
2014-12-09,2690.3213886770327
2014-12-10,2688.8564362617703
2014-12-11,2662.3557801994343
2014-12-12,2657.425219023174
2014-12-15,2639.0868477423824
2014-12-16,2615.3170532471995
2014-12-17,2600.6708157119488
2014-12-18,2621.712207429115
2014-12-19,2649.394785972647
2014-12-22,2678.6197682319103
2014-12-23,2662.431791594411
2014-12-24,2661.901023381865
2014-12-25,2659.856521002742
2014-12-26,2669.5228437245282
2014-12-29,2693.272636794525
2014-12-30,2683.074989045717
2014-12-31,2699.6731534438063
2015-01-01,2699.763887334587
2015-01-02,2714.9802119587775
2015-01-05,2696.922483944966
2015-01-06,2660.4957730352294
2015-01-07,2670.6381036297566
2015-01-08,2705.9841797104627
2015-01-09,2724.2826769693484
2015-01-12,2721.874821280867
2015-01-13,2730.501396505713
2015-01-14,2721.804123918855
2015-01-15,2740.316020645588
2015-01-16,2728.4714096320104
2015-01-19,2711.95162717406
2015-01-20,2729.1205590717564
2015-01-21,2769.3686582900204
2015-01-22,2778.4203319679673
2015-01-23,2812.889684668514
2015-01-26,2812.7209204040005
2015-01-27,2815.794621067365
2015-01-28,2814.025365660314
2015-01-29,2780.2652848812722
2015-01-30,2763.001368362155
2015-02-02,2754.389495668129
2015-02-03,2773.6255535997357
2015-02-04,2798.2270667934067
2015-02-05,2789.157677696186
2015-02-06,2784.5274040857444
2015-02-09,2761.6042234240085
2015-02-10,2760.507655106695
2015-02-11,2760.2317003380954
2015-02-12,2763.1002333776146
2015-02-13,2798.162930606228
2015-02-16,2794.525200843341
2015-02-17,2796.240792418609
2015-02-18,2800.52945292342
2015-02-19,2801.883392998765
2015-02-20,2800.9846742232103
2015-02-23,2795.8321230209076
2015-02-24,2804.376271702252
2015-02-25,2826.541914315882
2015-02-26,2834.063853685931
2015-02-27,2829.5846592785024
2015-03-02,2835.9958586304424
2015-03-03,2831.098734418624
2015-03-04,2818.947832481354
2015-03-05,2808.595791866839
2015-03-06,2821.7633349670973
2015-03-09,2789.0932986552475
2015-03-10,2762.1283329011576
2015-03-11,2747.6369165270676
2015-03-12,2763.9793161770513
2015-03-13,2761.8665789952925
2015-03-16,2761.3193687521207
2015-03-17,2785.916320471666
2015-03-18,2803.4471909472854
2015-03-19,2832.85881128755
2015-03-20,2824.538282816908
2015-03-23,2838.0635180433487
2015-03-24,2842.7347545810007
2015-03-25,2839.363067777068
2015-03-26,2810.3829370847275
2015-03-27,2805.1641021487912
2015-03-30,2838.671923622079
2015-03-31,2854.6241821346653
2015-04-01,2866.212288066833
2015-04-02,2895.0438115978473
2015-04-03,2900.9388034514877
2015-04-06,2917.4397394695147
2015-04-07,2925.578675236478
2015-04-08,2983.739970029269
2015-04-09,3009.3703102752056
2015-04-10,3035.80523929737
2015-04-13,3076.4766595383685
2015-04-14,3053.6091968785554
2015-04-15,3046.352219521911
2015-04-16,3087.1057922557625
2015-04-17,3079.4502837502237
2015-04-20,3042.25680967352
2015-04-21,3066.0577257900422
2015-04-22,3092.8847143010735
2015-04-23,3099.910107039041
2015-04-24,3106.7514418177448
2015-04-27,3123.758220349531
2015-04-28,3118.4158525225484
2015-04-29,3099.370833104133
2015-04-30,3072.5483557935936
2015-05-01,3072.5898551678756
2015-05-04,3083.318239500717
2015-05-05,3059.2243300573277
2015-05-06,3030.72737050667
2015-05-07,2979.428726901782
2015-05-08,3008.1293882574428
2015-05-11,3026.2072204317656
2015-05-12,3001.2483615751617
2015-05-13,3011.723804215978
2015-05-14,3020.880950967259
2015-05-15,3037.2847747604706
2015-05-18,3041.996096345304
2015-05-19,3061.7189921756026
2015-05-20,3054.8631755248034
2015-05-21,3039.379150051484
2015-05-22,3072.4165400954857
2015-05-25,3069.556718481436
2015-05-26,3074.828157649302
2015-05-27,3052.8273969697475
2015-05-28,3019.7720797400607
2015-05-29,3015.8503154210944
2015-06-01,3023.8847653357643
2015-06-02,2995.3906165225612
2015-06-03,2987.2816189783834
2015-06-04,2970.77438925756
2015-06-05,2962.158295700395
2015-06-08,2942.8820348150193
2015-06-09,2906.1633747294386
2015-06-10,2913.6673417814986
2015-06-11,2917.9534537617465
2015-06-12,2932.3009270584803
2015-06-15,2900.5270810815123
2015-06-16,2870.627861365316
2015-06-17,2892.9674158059306
2015-06-18,2901.9724615716814
2015-06-19,2892.6911088882803
2015-06-22,2927.6317598627115
2015-06-23,2952.7626402326914
2015-06-24,2960.655978253196
2015-06-25,2946.9622944870544
2015-06-26,2912.2698643203616
2015-06-29,2845.0744045487518
2015-06-30,2886.2308858445244
2015-07-01,2895.7961184093674
2015-07-02,2880.0833809346204
2015-07-03,2856.0973478332153
2015-07-06,2783.873117301077
2015-07-07,2742.8133589862346
2015-07-08,2642.971416670302
2015-07-09,2702.898590343318
2015-07-10,2743.646010997709
2015-07-13,2781.0290600451103
2015-07-14,2765.391901419756
2015-07-15,2755.2872919237084
2015-07-16,2766.9627581984178
2015-07-17,2782.805521986973
2015-07-20,2771.367085738353
2015-07-21,2780.169286608568
2015-07-22,2765.4403324883933
2015-07-23,2754.461842564385
2015-07-24,2726.642465252968
2015-07-27,2653.1360032724465
2015-07-28,2650.7041302350517
2015-07-29,2667.2676959795676
2015-07-30,2655.418378589809
2015-07-31,2666.4668678761286
2015-08-03,2640.4052371287808
2015-08-04,2650.61269089195
2015-08-05,2655.185026011983
2015-08-06,2639.18902841536
2015-08-07,2643.631291189556
2015-08-10,2653.4748062853823
2015-08-11,2620.386650542641
2015-08-12,2561.4064634139568
2015-08-13,2583.002583194646
2015-08-14,2585.45616763034
2015-08-17,2557.1050137988277
2015-08-18,2527.606572964707
2015-08-19,2510.586364680648
2015-08-20,2472.0543583841413
2015-08-21,2412.952841225485
2015-08-24,2278.173662689377
2015-08-25,2312.955371254571
2015-08-26,2320.812966891373
2015-08-27,2390.8316220026395
2015-08-28,2419.7261662030587
2015-08-31,2415.121773405303
2015-09-01,2373.8796585538576
2015-09-02,2358.6107310546786
2015-09-03,2363.1343361223794
2015-09-04,2333.9170628776337
2015-09-07,2308.447904786907
2015-09-08,2343.037953643031
2015-09-09,2422.4029101832734
2015-09-10,2405.7999652905564
2015-09-11,2406.138043694614
2015-09-14,2409.913924812203
2015-09-15,2397.659806371656
2015-09-16,2442.13337840127
2015-09-17,2460.8622969727044
2015-09-18,2483.9523549227097
2015-09-21,2449.0375690971096
2015-09-22,2444.9503156931337
2015-09-23,2388.2813711769377
2015-09-24,2379.3335555958747
2015-09-25,2374.7476416850914
2015-09-28,2368.631552537702
2015-09-29,2346.011168865393
2015-09-30,2385.465126113199
2015-10-01,2403.666051800967
2015-10-02,2421.052518234935
2015-10-05,2457.9876959738654
2015-10-06,2475.436477874467
2015-10-07,2536.1142279709234
2015-10-08,2527.955303278219
2015-10-09,2550.4511674353707
2015-10-12,2584.0788617589665
2015-10-13,2562.5681749578966
2015-10-14,2548.2310835621556
2015-10-15,2600.014561702035
2015-10-16,2603.1903151051843
2015-10-19,2615.6087208194162
2015-10-20,2608.5328054743823
2015-10-21,2599.9149041061537
2015-10-22,2586.7337221713283
2015-10-23,2622.0783939727057
2015-10-26,2624.4603412855295
2015-10-27,2616.214227332613
2015-10-28,2600.209255095191
2015-10-29,2569.599129180844
2015-10-30,2567.6584809268143
2015-11-02,2566.2928916553565
2015-11-03,2588.305804036215
2015-11-04,2624.4408734731383
2015-11-05,2612.904437268435
2015-11-06,2595.733544085833
2015-11-09,2563.8216953801025
2015-11-10,2528.5613879773355
2015-11-11,2522.60952074679
2015-11-12,2535.0712878317468
2015-11-13,2501.6508257692853
2015-11-16,2469.8161262562
2015-11-17,2496.221831030906
2015-11-18,2483.861227813953
2015-11-19,2526.2716166122455
2015-11-20,2545.614691718317
2015-11-23,2540.861377553383
2015-11-24,2542.0149856281187
2015-11-25,2546.8605473084344
2015-11-26,2552.853824183063
2015-11-27,2517.636636573748
2015-11-30,2492.9068494034404
2015-12-01,2528.7592554364355
2015-12-02,2525.303729459926
2015-12-03,2511.858690029661
2015-12-04,2498.503953506906
2015-12-07,2494.318826043925
2015-12-08,2459.439945302744
2015-12-09,2440.2623325354525
2015-12-10,2436.47075413815
2015-12-11,2406.1319559683916
2015-12-14,2390.349184538575
2015-12-15,2407.0669905269447
2015-12-16,2446.769807492139
2015-12-17,2469.421894753983
2015-12-18,2449.382551634567
2015-12-21,2463.6591713382136
2015-12-22,2472.80027232139
2015-12-23,2489.6150314590095
2015-12-24,2491.6522028224476
2015-12-25,2493.863661912736
2015-12-28,2478.7048336553175
2015-12-29,2483.4763359168737
2015-12-30,2472.4150296332255
2015-12-31,2479.209354938644
2016-01-01,2480.026683073722
2016-01-04,2395.7904566778348
2016-01-05,2395.981016981738
2016-01-06,2376.0374624717124
2016-01-07,2304.9817421086445
2016-01-08,2319.9934362106874
2016-01-11,2264.2676459002273
2016-01-12,2259.5421840959184
2016-01-13,2275.820956040635
2016-01-14,2257.187067243898
2016-01-15,2222.2271402528745
2016-01-18,2212.0707522843927
2016-01-19,2247.0134504601283
2016-01-20,2185.049205881098
2016-01-21,2164.9475671750165
2016-01-22,2223.584359872486
2016-01-25,2248.1365682217724
2016-01-26,2208.9546506517704
2016-01-27,2222.570573676967
2016-01-28,2226.1910934737684
2016-01-29,2277.727954079155
2016-02-01,2280.4417545247557
2016-02-02,2255.5843341616187
2016-02-03,2217.475738867298
2016-02-04,2253.3403374516333
2016-02-05,2261.275487125475
2016-02-08,2254.60495150538
2016-02-09,2247.0070382641766
2016-02-10,2247.492850868847
2016-02-11,2190.629850857317
2016-02-12,2172.414802443487
2016-02-15,2217.6834537615555
2016-02-16,2242.9446736434634
2016-02-17,2235.595993110269
2016-02-18,2269.5682566049436
2016-02-19,2267.841025933004
2016-02-22,2280.6140070710253
2016-02-23,2269.766660346522
2016-02-24,2254.752324751833
2016-02-25,2235.35320155319
2016-02-26,2259.2211212769275
2016-02-29,2247.5171743042156
2016-03-01,2281.989539754233
2016-03-02,2331.713243875426
2016-03-03,2352.972094932699
2016-03-04,2374.593382756024
2016-03-07,2383.588750723063
2016-03-08,2365.4339605722816
2016-03-09,2358.853327255602
2016-03-10,2368.1583446710906
2016-03-11,2396.693015924685
2016-03-14,2416.703651265981
2016-03-15,2389.8156299168536
2016-03-16,2391.9495663008474
2016-03-17,2432.4352247994343
2016-03-18,2465.209048887127
2016-03-21,2475.1263852867082
2016-03-22,2479.45246048038
2016-03-23,2469.038326698252
2016-03-24,2447.392480959534
2016-03-25,2443.1968091711396
2016-03-28,2435.88484074286
2016-03-29,2440.683724988029
2016-03-30,2487.60500675751
2016-03-31,2497.9556429512368
2016-04-01,2470.3358369363973
2016-04-04,2478.4464351773304
2016-04-05,2448.5205382386366
2016-04-06,2444.981973649469
2016-04-07,2446.9946045079855
2016-04-08,2450.7271870913214
2016-04-11,2466.954628938752
2016-04-12,2477.0071693081863
2016-04-13,2515.3546921592338
2016-04-14,2520.9154697128693
2016-04-15,2526.3534881912183
2016-04-18,2517.9290748546387
2016-04-19,2534.8553303312965
2016-04-20,2518.5583290159066
2016-04-21,2534.711287307073
2016-04-22,2514.4436916005925
2016-04-25,2498.498074934114
2016-04-26,2500.843940469708
2016-04-27,2498.411818027335
2016-04-28,2487.8004762561714
2016-04-29,2473.5136625025225
2016-05-02,2464.5879326073173
2016-05-03,2444.4281211948196
2016-05-04,2422.43449632988
2016-05-05,2417.075157984185
2016-05-06,2402.4071183885917
2016-05-09,2389.987680217753
2016-05-10,2394.6480202201883
2016-05-11,2393.93414016438
2016-05-12,2390.0346036147375
2016-05-13,2364.4929164074592
2016-05-16,2372.5775199586237
2016-05-17,2391.55617664184
2016-05-18,2370.578988033463
2016-05-19,2342.8369257822183
2016-05-20,2349.1769351171633
2016-05-23,2368.6465838717204
2016-05-24,2357.569769551712
2016-05-25,2395.0803116059
2016-05-26,2404.9612007442142
2016-05-27,2430.922211860431
2016-05-30,2429.4735944700346
2016-05-31,2439.8338366521803
2016-06-01,2438.192730114608
2016-06-02,2445.6104286720515
2016-06-03,2451.6678136809787
2016-06-06,2468.881073239848
2016-06-07,2508.4744198083163
2016-06-08,2517.3071665513007
2016-06-09,2511.835942028648
2016-06-10,2484.598825120759
2016-06-13,2433.4672713219547
2016-06-14,2432.200655718357
2016-06-15,2444.0893076508273
2016-06-16,2420.594074486874
2016-06-17,2430.1210128459593
2016-06-20,2462.5397040077924
2016-06-21,2476.787915592112
2016-06-22,2490.9299626814463
2016-06-23,2494.76154853085
2016-06-24,2414.5828557546097
2016-06-27,2412.8324820391217
2016-06-28,2431.403236746318
2016-06-29,2469.0752268757587
2016-06-30,2504.261910848634
2016-07-01,2519.763386136827
2016-07-04,2535.9867507977538
2016-07-05,2514.045750688831
2016-07-06,2478.786796106322
2016-07-07,2504.444052871601
2016-07-08,2493.27607330263
2016-07-11,2544.6753995607355
2016-07-12,2562.534541150194
2016-07-13,2573.8188401135103
2016-07-14,2591.8501806471777
2016-07-15,2603.165597890171
2016-07-18,2606.471085626884
2016-07-19,2603.529990838116
2016-07-20,2608.049074954011
2016-07-21,2613.947163839646
2016-07-22,2611.0070849227195
2016-07-25,2611.6138201422937
2016-07-26,2621.5746584103645
2016-07-27,2629.4766879830445
2016-07-28,2638.002133853012
2016-07-29,2618.703634073852
2016-08-01,2657.862318735805
2016-08-02,2646.267661701831
2016-08-03,2613.3605899704753
2016-08-04,2626.0968243717602
2016-08-05,2660.5069288926106
2016-08-08,2686.2401514957464
2016-08-09,2693.5692928531867
2016-08-10,2706.023243663817
2016-08-11,2709.2824126656274
2016-08-12,2723.144465065539
2016-08-15,2736.432108148508
2016-08-16,2744.344769050774
2016-08-17,2725.5785284155745
2016-08-18,2745.4744707711493
2016-08-19,2728.900354591114
2016-08-22,2710.715884351058
2016-08-23,2719.134751657299
2016-08-24,2704.1493861500016
2016-08-25,2710.8882017115275
2016-08-26,2716.579081588318
2016-08-29,2704.142304477529
2016-08-30,2723.4992482663015
2016-08-31,2717.1592379337158
2016-09-01,2709.4582231938493
2016-09-02,2722.056951099073
2016-09-05,2757.286492420019
2016-09-06,2792.4680031417147
2016-09-07,2801.3657679022217
2016-09-08,2805.263305265782
2016-09-09,2773.239634683634
2016-09-12,2697.800969169014
2016-09-13,2695.829940030915
2016-09-14,2694.7151934081285
2016-09-15,2705.0993250870683
2016-09-16,2705.477640397771
2016-09-19,2739.80909952142
2016-09-20,2740.5156813633407
2016-09-21,2763.2382544822444
2016-09-22,2796.7159171391345
2016-09-23,2793.632100474776
2016-09-26,2756.8574098856575
2016-09-27,2780.492916743352
2016-09-28,2777.7029982690883
2016-09-29,2781.0636715653277
2016-09-30,2751.007230449267
2016-10-03,2775.8337074260216
2016-10-04,2788.5584553336553
2016-10-05,2786.3880585606444
2016-10-06,2795.6278887793906
2016-10-07,2779.7120253746207
2016-10-10,2785.089700283677
2016-10-11,2751.224651342459
2016-10-12,2739.5918863856846
2016-10-13,2702.3933841812145
2016-10-14,2716.498603683961
2016-10-17,2704.1853049658994
2016-10-18,2742.2177092798547
2016-10-19,2750.908116080599
2016-10-20,2752.806576073817
2016-10-21,2743.5120895521404
2016-10-24,2761.783820611051
2016-10-25,2759.581849416987
2016-10-26,2735.5462884173658
2016-10-27,2720.8964430890696
2016-10-28,2712.264101868058
2016-10-31,2707.6227944740517
2016-11-01,2715.548748787646
2016-11-02,2671.7706961738086
2016-11-03,2664.9834331030174
2016-11-04,2657.4088491320854
2016-11-07,2684.288944617064
2016-12-08,2658.3149732540037
2017-04-03,2939.4618636121018
2017-04-04,2934.617881628307
2017-04-05,2953.1394307883884
2017-04-06,2937.506741973564
2017-04-07,2934.2806393541587
2017-04-10,2923.805730943281
2017-04-11,2911.2767954662318
2017-04-12,2922.8713991939358
2017-04-13,2936.7967195527144
2017-04-14,2926.1413432073873
2017-04-17,2922.150997594175
2017-04-18,2905.9504508217456
2017-04-19,2897.4255516396656
2017-04-20,2913.8562560915775
2017-04-21,2930.133180228573
2017-04-24,2943.400852069991
2017-04-25,2986.0110535814915
2017-04-26,2993.4577505351713
2017-04-27,2987.9863401877737
2017-04-28,2978.7069677018067
2017-05-01,2980.763165906979
2017-05-02,3001.694769557461
2017-05-03,3000.7802259806754
2017-05-04,2997.856926045642
2017-05-05,2980.5492976153546
2017-05-08,3010.147240106792
2017-05-09,3020.899053486557
