Date,EM ASIA IMI WITH PARTIAL A SHARES
2020-10-19,4050.307633032855
2020-10-20,4071.935750563484
2020-10-21,4085.3617556559784
2020-10-22,4074.396864161145
2020-10-23,4076.6834448523773
2020-10-26,4061.143583630515
2020-10-27,4080.568311439906
2020-10-28,4059.6475061720785
2020-10-29,4062.903296027404
2020-10-30,3993.5568306415853
2020-11-02,4032.878706115637
2020-11-03,4041.8115163719444
2020-11-04,4088.5805865013567
2020-11-05,4191.026038259902
2020-11-06,4224.780264702103
2020-11-09,4258.704631594495
2020-11-10,4203.532159312468
2020-11-11,4204.651694816169
2020-11-12,4222.835668577809
2020-11-13,4252.695197284516
2020-11-16,4295.658797491555
2020-11-17,4286.273512095478
2020-11-18,4308.136339960999
2020-11-19,4286.384702562352
2020-11-20,4325.752494927828
2020-11-23,4375.372843160936
2020-11-24,4382.738551914627
2020-11-25,4344.871293019681
2020-11-26,4390.81055356639
2020-11-27,4402.214350599476
2020-11-30,4312.4744477454
2020-12-01,4364.638393383434
2020-12-02,4378.425165642828
2020-12-03,4411.772364721481
2020-12-04,4456.885701957686
2020-12-07,4461.763540703214
2020-12-08,4463.77463584264
2020-12-09,4477.850610578075
2020-12-10,4461.685752129176
2020-12-11,4475.60291929919
2020-12-14,4449.9842158133715
2020-12-15,4440.1931962355475
2020-12-16,4493.768726153731
2020-12-17,4516.17433087118
2020-12-18,4503.881600618924
2020-12-21,4479.871449703453
2020-12-22,4435.124664358018
2020-12-23,4469.502141340988
2020-12-24,4452.836002094801
2020-12-25,4458.69496071667
2020-12-28,4450.549844752657
2020-12-29,4510.500230237431
2020-12-30,4601.111028869751
2020-12-31,4613.224471944131
