Date,AC ASIA ex JAPAN VALUE WEIGHTED
1997-07-01,373.22499708
1997-07-02,379.05855215
1997-07-03,378.29116547
1997-07-04,376.42222159
1997-07-07,373.65778498
1997-07-08,371.59394083
1997-07-09,371.04489032
1997-07-10,371.07128245
1997-07-11,371.26568588
1997-07-14,369.37322771
1997-07-15,369.28307494
1997-07-16,366.51724
1997-07-17,367.9266174
1997-07-18,367.07590749
1997-07-21,368.42744243
1997-07-22,366.49496128
1997-07-23,367.46935487
1997-07-24,368.81206687
1997-07-25,368.72762552
1997-07-28,371.43350782
1997-07-29,373.86739063
1997-07-30,373.847543
1997-07-31,376.10702857
1997-08-01,374.6285561
1997-08-04,375.72744805
1997-08-05,374.20448053
1997-08-06,375.11310761
1997-08-07,372.84640877
1997-08-08,371.24989839
1997-08-11,368.22079707
1997-08-12,364.76262424
1997-08-13,364.68542838
1997-08-14,361.24868151
1997-08-15,356.04786265
1997-08-18,351.15137878
1997-08-19,344.81312521
1997-08-20,352.56833356
1997-08-21,350.89188937
1997-08-22,345.09192748
1997-08-25,343.47430884
1997-08-26,341.65373353
1997-08-27,339.25106471
1997-08-28,323.88773351
1997-08-29,314.69619683
1997-09-01,304.58549222
1997-09-02,306.01005286
1997-09-03,311.51396165
1997-09-04,307.37086402
1997-09-05,320.2980532
1997-09-08,327.13607756
1997-09-09,330.46163761
1997-09-10,326.48520732
1997-09-11,320.80308617
1997-09-12,321.73383679
1997-09-15,322.0779017
1997-09-16,318.57237382
1997-09-17,316.51997607
1997-09-18,315.3893403
1997-09-19,313.64844038
1997-09-22,306.57883187
1997-09-23,306.70678245
1997-09-24,308.06961809
1997-09-25,311.56176256
1997-09-26,310.64127557
1997-09-29,309.93403587
1997-09-30,311.2210976
1997-10-01,307.73303626
1997-10-02,306.70580981
1997-10-03,303.63447397
1997-10-06,299.59679525
1997-10-07,298.63296008
1997-10-08,299.72762216
1997-10-09,298.79313547
1997-10-10,301.82374203
1997-10-13,299.70774802
1997-10-14,297.53320211
1997-10-15,290.66504318
1997-10-16,288.03063181
1997-10-17,287.29454767
1997-10-20,275.06052976
1997-10-21,269.93418473
1997-10-22,264.14219052
1997-10-23,253.57496172
1997-10-24,252.5891796
1997-10-27,244.6822057
1997-10-28,223.13542752
1997-10-29,237.93384646
1997-10-30,233.72125996
1997-10-31,236.1430383
1997-11-03,250.15004721
1997-11-04,251.47827088
1997-11-05,250.77044183
1997-11-06,247.52237
1997-11-07,240.34351793
1997-11-10,237.27604606
1997-11-11,235.72703458
1997-11-12,230.95541642
1997-11-13,229.07935106
1997-11-14,230.81403166
1997-11-17,231.36204556
1997-11-18,225.79692403
1997-11-19,221.44768889
1997-11-20,213.45501509
1997-11-21,223.09917008
1997-11-24,219.26764628
1997-11-25,213.3055228
1997-11-26,215.61413182
1997-11-27,216.83500994
1997-11-28,212.9721127
1997-12-01,209.65586981
1997-12-02,210.89070852
1997-12-03,211.7698716
1997-12-04,218.45893632
1997-12-05,221.22163702
1997-12-08,224.84989077
1997-12-09,215.18536784
1997-12-10,211.33705616
1997-12-11,197.01767527
1997-12-12,192.71083227
1997-12-15,191.01484263
1997-12-16,192.32466347
1997-12-17,196.35170714
1997-12-18,200.42188014
1997-12-19,194.25316582
1997-12-22,189.50622366
1997-12-23,185.19012435
1997-12-24,184.13391951
1997-12-25,184.13391951
1997-12-26,190.59970444
1997-12-29,193.35101994
1997-12-30,192.60321181
1997-12-31,193.20225354
1998-01-01,193.20225354
1998-01-02,190.96620827
1998-01-05,184.94974416
1998-01-06,179.41412425
1998-01-07,172.52635415
1998-01-08,164.29306693
1998-01-09,158.41641123
1998-01-12,151.03446417
1998-01-13,158.53328695
1998-01-14,169.45494277
1998-01-15,166.59219412
1998-01-16,169.28272518
1998-01-19,183.24538718
1998-01-20,181.98449492
1998-01-21,177.49848397
1998-01-22,169.1739581
1998-01-23,167.2808812
1998-01-26,171.68681152
1998-01-27,174.99643058
1998-01-28,175.5351806
1998-01-29,175.94397149
1998-01-30,185.05233179
1998-02-02,201.99308355
1998-02-03,208.65773542
1998-02-04,203.49754852
1998-02-05,206.97780527
1998-02-06,211.99200119
1998-02-09,215.96345808
1998-02-10,221.06221876
1998-02-11,221.06067186
1998-02-12,212.24680507
1998-02-13,204.62186262
1998-02-16,196.48461886
1998-02-17,200.1856511
1998-02-18,206.97772303
1998-02-19,212.361635
1998-02-20,212.75278869
1998-02-23,213.38656755
1998-02-24,214.62642866
1998-02-25,213.5631398
1998-02-26,218.95105617
1998-02-27,225.41497696
1998-03-02,230.00915913
1998-03-03,225.65808827
1998-03-04,221.88563457
1998-03-05,210.96647515
1998-03-06,209.31907963
1998-03-09,208.20958987
1998-03-10,212.43600042
1998-03-11,213.64683963
1998-03-12,213.21377506
1998-03-13,218.10990892
1998-03-16,218.43317449
1998-03-17,217.66729736
1998-03-18,218.58313577
1998-03-19,223.97218815
1998-03-20,225.97348533
1998-03-23,229.97340751
1998-03-24,227.80820241
1998-03-25,230.56748079
1998-03-26,227.82525111
1998-03-27,229.43898429
1998-03-30,223.64851248
1998-03-31,222.41389925
1998-04-01,217.81898555
1998-04-02,212.92778831
1998-04-03,208.61548525
1998-04-06,209.93753093
1998-04-07,212.54372092
1998-04-08,214.63309936
1998-04-09,218.49391201
1998-04-10,218.20052223
1998-04-13,219.55048768
1998-04-14,216.19988774
1998-04-15,214.97657283
1998-04-16,210.41785201
1998-04-17,209.49219473
1998-04-20,209.89781824
1998-04-21,209.66634163
1998-04-22,207.9753888
1998-04-23,206.05253876
1998-04-24,205.51485418
1998-04-27,201.39793502
1998-04-28,202.63424721
1998-04-29,201.40799539
1998-04-30,201.16163169
1998-05-01,202.58936822
1998-05-04,199.74069561
1998-05-05,196.9067911
1998-05-06,189.447546
1998-05-07,187.967397
1998-05-08,187.92237288
1998-05-11,187.29518844
1998-05-12,183.6244427
1998-05-13,176.07967272
1998-05-14,178.18169091
1998-05-15,177.75898332
1998-05-18,174.43587062
1998-05-19,174.14185971
1998-05-20,177.9453714
1998-05-21,181.0793279
1998-05-22,179.01088203
1998-05-25,176.41200984
1998-05-26,172.98423205
1998-05-27,166.74144132
1998-05-28,165.05185995
1998-05-29,164.56212055
1998-06-01,158.10657863
1998-06-02,156.84162286
1998-06-03,160.13196508
1998-06-04,156.45741113
1998-06-05,155.21531493
1998-06-08,153.02753115
1998-06-09,150.71738975
1998-06-10,142.79764475
1998-06-11,142.10119204
1998-06-12,140.03959327
1998-06-15,132.81144569
1998-06-16,132.44599293
1998-06-17,141.31180122
1998-06-18,149.23792872
1998-06-19,148.53495398
1998-06-22,142.62654946
1998-06-23,141.91431687
1998-06-24,141.82938069
1998-06-25,143.53734975
1998-06-26,142.11599264
1998-06-29,140.45804027
1998-06-30,141.56608212
1998-07-01,144.28358325
1998-07-02,147.19908731
1998-07-03,145.13685574
1998-07-06,144.59881942
1998-07-07,144.49334341
1998-07-08,145.44685386
1998-07-09,143.87910876
1998-07-10,140.32104175
1998-07-13,137.85883673
1998-07-14,139.60379776
1998-07-15,143.10219952
1998-07-16,147.13862375
1998-07-17,148.50843034
1998-07-20,149.5067182
1998-07-21,148.35215347
1998-07-22,145.53198427
1998-07-23,142.13442658
1998-07-24,143.15278448
1998-07-27,140.43620887
1998-07-28,139.25269695
1998-07-29,138.27240801
1998-07-30,139.56016357
1998-07-31,139.62625072
1998-08-03,134.41052685
1998-08-04,135.27458217
1998-08-05,133.24817359
1998-08-06,129.32397674
1998-08-07,126.97394316
1998-08-10,124.94064106
1998-08-11,121.14202453
1998-08-12,121.13513881
1998-08-13,118.61460367
1998-08-14,122.81417703
1998-08-17,121.00068506
1998-08-18,120.520969
1998-08-19,126.16476134
1998-08-20,128.8425453
1998-08-21,126.07675394
1998-08-24,124.85652255
1998-08-25,126.4002779
1998-08-26,126.53376101
1998-08-27,125.75656234
1998-08-28,122.32298093
1998-08-31,117.33280756
1998-09-01,115.19716504
1998-09-02,118.81097035
1998-09-03,119.5007304
1998-09-04,122.84002171
1998-09-07,135.05285267
1998-09-08,131.48131563
1998-09-09,130.80288079
1998-09-10,130.74670513
1998-09-11,126.30360941
1998-09-14,127.31227567
1998-09-15,127.89780777
1998-09-16,130.25148843
1998-09-17,127.99641911
1998-09-18,125.2756621
1998-09-21,121.98130224
1998-09-22,122.93818174
1998-09-23,123.48537791
1998-09-24,129.8509053
1998-09-25,128.73243621
1998-09-28,130.65091476
1998-09-29,130.81584085
1998-09-30,126.04139932
1998-10-01,124.6013401
1998-10-02,123.75659699
1998-10-05,121.78411381
1998-10-06,122.45590654
1998-10-07,125.93194744
1998-10-08,129.53566036
1998-10-09,137.47073295
1998-10-12,144.58177752
1998-10-13,142.82273792
1998-10-14,141.27861814
1998-10-15,145.98361456
1998-10-16,156.45341759
1998-10-19,155.9630953
1998-10-20,159.13537722
1998-10-21,159.81509925
1998-10-22,158.34610741
1998-10-23,158.52574971
1998-10-26,158.71711544
1998-10-27,159.00990661
1998-10-28,159.95042756
1998-10-29,162.65124636
1998-10-30,166.0209867
1998-11-02,169.95516282
1998-11-03,171.29012776
1998-11-04,173.94500604
1998-11-05,172.78799334
1998-11-06,172.16284643
1998-11-09,170.40277067
1998-11-10,165.95367288
1998-11-11,171.87951104
1998-11-12,168.408472
1998-11-13,169.84423173
1998-11-16,175.51675477
1998-11-17,176.19067603
1998-11-18,178.09328648
1998-11-19,182.80535075
1998-11-20,185.57055136
1998-11-23,189.55188046
1998-11-24,193.858814
1998-11-25,192.82684922
1998-11-26,191.56364332
1998-11-27,190.94276198
1998-11-30,188.32257365
1998-12-01,182.91164345
1998-12-02,185.05735773
1998-12-03,185.74475246
1998-12-04,187.67368321
1998-12-07,197.85821136
1998-12-08,196.98865693
1998-12-09,198.59407133
1998-12-10,204.15153128
1998-12-11,198.47356405
1998-12-14,197.20570518
1998-12-15,199.60319626
1998-12-16,196.8719316
1998-12-17,194.62290544
1998-12-18,195.95568049
1998-12-21,203.13781681
1998-12-22,202.00717788
1998-12-23,200.74956864
1998-12-24,202.06244125
1998-12-25,202.18976511
1998-12-28,202.10273103
1998-12-29,202.13054942
1998-12-30,202.98715016
1998-12-31,201.99717752
1999-01-01,201.99717752
1999-01-04,205.61187223
1999-01-05,208.77580992
1999-01-06,215.87895758
1999-01-07,225.70770504
1999-01-08,224.24342893
1999-01-11,225.24170853
1999-01-12,222.46280053
1999-01-13,216.91390761
1999-01-14,209.77183181
1999-01-15,212.20604958
1999-01-18,215.96987647
1999-01-19,214.19461932
1999-01-20,214.61192995
1999-01-21,208.0391244
1999-01-22,199.45684072
1999-01-25,193.76607695
1999-01-26,194.56833448
1999-01-27,201.09199549
1999-01-28,197.70209993
1999-01-29,198.00751866
1999-02-01,198.23548168
1999-02-02,195.85026971
1999-02-03,193.43859343
1999-02-04,191.62148387
1999-02-05,189.31556449
1999-02-08,187.43823374
1999-02-09,184.64851422
1999-02-10,183.60359859
1999-02-11,185.49815314
1999-02-12,191.24816331
1999-02-15,191.36577172
1999-02-16,191.5012059
1999-02-17,191.33853807
1999-02-18,188.7159638
1999-02-19,184.89943676
1999-02-22,184.25702005
1999-02-23,184.81630137
1999-02-24,186.38929521
1999-02-25,186.21315529
1999-02-26,189.85993401
1999-03-01,192.33503116
1999-03-02,192.75652389
1999-03-03,193.22733022
1999-03-04,191.8826329
1999-03-05,194.28457566
1999-03-08,199.47542132
1999-03-09,201.15549932
1999-03-10,202.79451435
1999-03-11,203.02044663
1999-03-12,205.642335
1999-03-15,207.58353185
1999-03-16,209.13642189
1999-03-17,208.68191362
1999-03-18,204.91108679
1999-03-19,211.74906521
1999-03-22,213.56680994
1999-03-23,214.12741223
1999-03-24,211.08433413
1999-03-25,211.54994169
1999-03-26,210.56974539
1999-03-29,208.5666884
1999-03-30,213.57196249
1999-03-31,214.18848295
1999-04-01,218.14437505
1999-04-02,220.58554987
1999-04-05,219.77043509
1999-04-06,222.73717109
1999-04-07,227.26871044
1999-04-08,229.41085571
1999-04-09,232.7661317
1999-04-12,231.88435164
1999-04-13,233.80148366
1999-04-14,234.2950426
1999-04-15,239.65503374
1999-04-16,247.90201804
1999-04-19,258.4176752
1999-04-20,255.65088764
1999-04-21,253.55837982
1999-04-22,256.15871433
1999-04-23,258.14232715
1999-04-26,263.54394766
1999-04-27,269.6644282
1999-04-28,267.23378858
1999-04-29,262.13693023
1999-04-30,264.63889181
1999-05-03,266.01741804
1999-05-04,273.284531
1999-05-05,275.66592439
1999-05-06,282.94981786
1999-05-07,278.56947551
1999-05-10,280.18490194
1999-05-11,276.14399425
1999-05-12,275.60680238
1999-05-13,272.67630541
1999-05-14,271.73386582
1999-05-17,266.39952612
1999-05-18,270.06553152
1999-05-19,269.36472059
1999-05-20,265.43668351
1999-05-21,264.57019243
1999-05-24,264.70111633
1999-05-25,264.56214962
1999-05-26,265.75897875
1999-05-27,265.82533432
1999-05-28,263.3438884
1999-05-31,264.81689204
1999-06-01,268.38679741
1999-06-02,271.2909212
1999-06-03,272.99743862
1999-06-04,275.59977551
1999-06-07,284.13126956
1999-06-08,288.42649715
1999-06-09,285.21756916
1999-06-10,290.8096237
1999-06-11,291.65480283
1999-06-14,289.12638438
1999-06-15,285.96013071
1999-06-16,291.89956716
1999-06-17,296.63992697
1999-06-18,297.58615263
1999-06-21,309.00704277
1999-06-22,313.12765558
1999-06-23,312.64538294
1999-06-24,310.53345529
1999-06-25,309.41128096
1999-06-28,313.0339506
1999-06-29,313.35065903
1999-06-30,308.78999639
1999-07-01,312.38079488
1999-07-02,319.55024335
1999-07-05,325.4953804
1999-07-06,326.14835043
1999-07-07,324.91061064
1999-07-08,323.27722194
1999-07-09,326.23862532
1999-07-12,325.76186803
1999-07-13,321.73987312
1999-07-14,314.24771916
1999-07-15,316.91434394
1999-07-16,315.70354158
1999-07-19,315.08950702
1999-07-20,314.29344229
1999-07-21,309.68635038
1999-07-22,308.19314365
1999-07-23,296.90291679
1999-07-26,290.28437044
1999-07-27,296.0436044
1999-07-28,301.27955317
1999-07-29,306.0932106
1999-07-30,303.23400543
1999-08-02,302.43310424
1999-08-03,305.34295744
1999-08-04,305.7741744
1999-08-05,297.46736641
1999-08-06,294.91445339
1999-08-09,294.65088027
1999-08-10,292.77659672
1999-08-11,285.95257528
1999-08-12,289.60377557
1999-08-13,285.58252014
1999-08-16,291.27130822
1999-08-17,287.6716565
1999-08-18,291.59901431
1999-08-19,295.68790597
1999-08-20,299.84608107
1999-08-23,305.24470102
1999-08-24,306.40881655
1999-08-25,309.97266494
1999-08-26,311.63990049
1999-08-27,310.16125776
1999-08-30,310.4668606
1999-08-31,307.91834995
1999-09-01,304.67257106
1999-09-02,301.34128179
1999-09-03,299.63343482
1999-09-06,305.07186374
1999-09-07,304.38264284
1999-09-08,301.77558603
1999-09-09,307.89563815
1999-09-10,310.05896409
1999-09-13,312.92425999
1999-09-14,311.29741655
1999-09-15,304.71981718
1999-09-16,299.29017652
1999-09-17,300.90035458
1999-09-20,301.03671204
1999-09-21,301.67282299
1999-09-22,297.48343841
1999-09-23,297.14094208
1999-09-24,294.90996209
1999-09-27,288.00681352
1999-09-28,287.25035135
1999-09-29,285.11178334
1999-09-30,282.02653803
1999-10-01,283.70040289
1999-10-04,282.26123819
1999-10-05,282.21541063
1999-10-06,287.10186244
1999-10-07,291.23558985
1999-10-08,290.18050308
1999-10-11,289.65086904
1999-10-12,291.12556988
1999-10-13,287.584871
1999-10-14,288.67973606
1999-10-15,284.44926012
1999-10-18,280.78459667
1999-10-19,278.33989664
1999-10-20,284.97823531
1999-10-21,284.57514462
1999-10-22,287.57743839
1999-10-25,287.01841927
1999-10-26,285.61478056
1999-10-27,282.64950834
1999-10-28,285.1497182
1999-10-29,288.74847469
1999-11-01,292.2593869
1999-11-02,294.8639613
1999-11-03,293.53904107
1999-11-04,298.85596888
1999-11-05,299.04850158
1999-11-08,298.57106268
1999-11-09,301.01779645
1999-11-10,301.86549053
1999-11-11,303.58314152
1999-11-12,306.07713146
1999-11-15,307.28876469
1999-11-16,310.47486589
1999-11-17,306.27090955
1999-11-18,306.87722149
1999-11-19,312.66092198
1999-11-22,314.05506649
1999-11-23,312.86316467
1999-11-24,312.17696699
1999-11-25,309.44438923
1999-11-26,309.16514014
1999-11-29,312.11054754
1999-11-30,314.1453123
1999-12-01,316.43657787
1999-12-02,318.89260146
1999-12-03,321.38194967
1999-12-06,326.3804512
1999-12-07,324.02818978
1999-12-08,324.4799301
1999-12-09,325.30803951
1999-12-10,329.1365221
1999-12-13,330.06628044
1999-12-14,326.8871891
1999-12-15,320.18285065
1999-12-16,318.32048325
1999-12-17,319.6833568
1999-12-20,321.89958371
1999-12-21,319.11638105
1999-12-22,320.11288742
1999-12-23,319.6007877
1999-12-24,322.58180663
1999-12-27,321.45953224
1999-12-28,323.53370811
1999-12-29,322.2617517
1999-12-30,324.61011804
1999-12-31,324.74068883
2000-01-03,330.98719054
2000-01-04,339.55012131
2000-01-05,324.81227219
2000-01-06,316.87302483
2000-01-07,321.92075
2000-01-10,327.65964055
2000-01-11,323.25905359
2000-01-12,324.92444435
2000-01-13,324.43042006
2000-01-14,325.47282129
2000-01-17,327.75003544
2000-01-18,326.94116532
2000-01-19,317.43164772
2000-01-20,319.33472241
2000-01-21,317.3819897
2000-01-24,317.73699721
2000-01-25,312.22031441
2000-01-26,314.61891856
2000-01-27,319.95563465
2000-01-28,322.32764171
2000-01-31,317.1922519
2000-02-01,317.06170382
2000-02-02,320.07701883
2000-02-03,321.24472474
2000-02-04,321.91857956
2000-02-07,322.97613693
2000-02-08,320.46499841
2000-02-09,322.19990483
2000-02-10,320.94711029
2000-02-11,322.13052079
2000-02-14,315.02724645
2000-02-15,310.00573311
2000-02-16,312.3727051
2000-02-17,316.08758228
2000-02-18,310.45130185
2000-02-21,304.43223102
2000-02-22,299.01551308
2000-02-23,302.67049239
2000-02-24,302.79080833
2000-02-25,301.40358513
2000-02-28,296.86046465
2000-02-29,295.25708704
2000-03-01,295.73085318
2000-03-02,298.93684311
2000-03-03,296.97459965
2000-03-06,302.71330996
2000-03-07,303.26332318
2000-03-08,303.74009817
2000-03-09,300.60998422
2000-03-10,301.23738326
2000-03-13,290.88375522
2000-03-14,290.65617501
2000-03-15,287.41773712
2000-03-16,286.05523126
2000-03-17,293.19376637
2000-03-20,290.81821438
2000-03-21,293.89713022
2000-03-22,297.73634431
2000-03-23,299.54198031
2000-03-24,301.12779203
2000-03-27,305.97704597
2000-03-28,307.47265386
2000-03-29,307.36945739
2000-03-30,304.64628752
2000-03-31,302.93596867
2000-04-03,299.74516571
2000-04-04,296.34454488
2000-04-05,295.79490781
2000-04-06,295.30966819
2000-04-07,300.31615515
2000-04-10,304.48532728
2000-04-11,301.29328455
2000-04-12,300.89735812
2000-04-13,297.83795654
2000-04-14,296.30872919
2000-04-17,275.01943135
2000-04-18,282.84157969
2000-04-19,283.5367128
2000-04-20,283.41084837
2000-04-21,284.26987741
2000-04-24,280.18863685
2000-04-25,280.02620363
2000-04-26,277.94505141
2000-04-27,276.78017529
2000-04-28,280.38015852
2000-05-01,280.09409255
2000-05-02,277.76904696
2000-05-03,276.19875596
2000-05-04,275.4205401
2000-05-05,277.28580218
2000-05-08,274.24975734
2000-05-09,272.48297053
2000-05-10,269.09620646
2000-05-11,265.53307398
2000-05-12,266.79154625
2000-05-15,263.91093086
2000-05-16,266.83110439
2000-05-17,265.2625917
2000-05-18,260.71450062
2000-05-19,261.22461254
2000-05-22,252.17590508
2000-05-23,250.4077863
2000-05-24,249.20523998
2000-05-25,250.51971586
2000-05-26,244.498417
2000-05-29,245.35939421
2000-05-30,247.96294183
2000-05-31,253.43927169
2000-06-01,254.27721996
2000-06-02,260.16950723
2000-06-05,269.39811989
2000-06-06,269.43535627
2000-06-07,273.78304496
2000-06-08,271.82625617
2000-06-09,277.75276671
2000-06-12,278.66230528
2000-06-13,271.39494249
2000-06-14,273.53480633
2000-06-15,269.58600297
2000-06-16,271.17447444
2000-06-19,268.62020283
2000-06-20,271.12006805
2000-06-21,270.77637731
2000-06-22,270.11383532
2000-06-23,269.25558776
2000-06-26,269.67749099
2000-06-27,271.66084373
2000-06-28,273.66240975
2000-06-29,270.65866839
2000-06-30,271.69479172
2000-07-03,274.31927891
2000-07-04,272.98847254
2000-07-05,276.71264559
2000-07-06,278.27441753
2000-07-07,280.97273614
2000-07-10,285.00439485
2000-07-11,285.42292796
2000-07-12,286.80405777
2000-07-13,285.68988639
2000-07-14,284.74587023
2000-07-17,285.48901581
2000-07-18,281.37653075
2000-07-19,282.39056953
2000-07-20,280.94810704
2000-07-21,282.13559484
2000-07-24,275.02674297
2000-07-25,273.40009567
2000-07-26,273.70470754
2000-07-27,272.25117105
2000-07-28,268.21990697
2000-07-31,267.78706445
2000-08-01,269.7997329
2000-08-02,272.49902277
2000-08-03,271.90402848
2000-08-04,272.15731602
2000-08-07,268.99969338
2000-08-08,267.22657624
2000-08-09,271.89642311
2000-08-10,274.42714679
2000-08-11,273.82814365
2000-08-14,276.16254292
2000-08-15,278.19879781
2000-08-16,281.29207563
2000-08-17,281.57915604
2000-08-18,279.04205976
2000-08-21,278.95613695
2000-08-22,281.16491063
2000-08-23,278.09006549
2000-08-24,275.97421376
2000-08-25,276.11894346
2000-08-28,274.99257138
2000-08-29,274.8316321
2000-08-30,272.53735799
2000-08-31,270.23967029
2000-09-01,272.02952435
2000-09-04,274.9909129
2000-09-05,274.4604853
2000-09-06,272.7886599
2000-09-07,268.54095309
2000-09-08,267.39122072
2000-09-11,265.06802378
2000-09-12,261.97139449
2000-09-13,261.54036475
2000-09-14,258.65087769
2000-09-15,254.46063981
2000-09-18,241.35946022
2000-09-19,239.61830228
2000-09-20,243.22875118
2000-09-21,240.37916691
2000-09-22,231.02566043
2000-09-25,240.12996102
2000-09-26,240.23846345
2000-09-27,242.53973799
2000-09-28,241.93798146
2000-09-29,244.25918373
2000-10-02,239.9123439
2000-10-03,241.76297073
2000-10-04,242.58470986
2000-10-05,243.76146356
2000-10-06,244.09754275
2000-10-09,238.10927719
2000-10-10,236.7425032
2000-10-11,231.34546077
2000-10-12,228.96654401
2000-10-13,225.51599452
2000-10-16,229.24782335
2000-10-17,222.36525244
2000-10-18,219.62435435
2000-10-19,219.28410273
2000-10-20,226.49399666
2000-10-23,224.75195136
2000-10-24,227.05364237
2000-10-25,227.79087815
2000-10-26,226.40670958
2000-10-27,224.44218578
2000-10-30,222.39381435
2000-10-31,224.57344622
2000-11-01,231.91152248
2000-11-02,234.35550944
2000-11-03,236.141852
2000-11-06,235.6549347
2000-11-07,236.69837756
2000-11-08,236.94967274
2000-11-09,236.9359269
2000-11-10,235.58183353
2000-11-13,227.78676338
2000-11-14,232.42772382
2000-11-15,232.48191948
2000-11-16,230.90864057
2000-11-17,229.17071931
2000-11-20,225.94835426
2000-11-21,224.09251604
2000-11-22,220.95140466
2000-11-23,219.21177926
2000-11-24,222.93375174
2000-11-27,226.89017381
2000-11-28,225.67028388
2000-11-29,220.58223827
2000-11-30,217.10987274
2000-12-01,219.71024605
2000-12-04,217.52572154
2000-12-05,221.11885145
2000-12-06,224.42969279
2000-12-07,225.01593731
2000-12-08,228.28080648
2000-12-11,233.17312518
2000-12-12,230.95386299
2000-12-13,233.76453027
2000-12-14,231.27651553
2000-12-15,225.89471436
2000-12-18,226.34017888
2000-12-19,225.86970531
2000-12-20,221.91093994
2000-12-21,219.35006491
2000-12-22,217.8298284
2000-12-25,217.81910723
2000-12-26,216.46170575
2000-12-27,215.90527087
2000-12-28,218.05283249
2000-12-29,219.07161113
