Date,KOREA IMI VALUE WEIGHTED
2000-03-31,1806.266428191205
2000-04-03,1766.5023941957443
2000-04-04,1748.5126630447367
2000-04-05,1726.2693828425195
2000-04-06,1689.3512657379074
2000-04-07,1738.8727246594167
2000-04-10,1805.232877185781
2000-04-11,1762.7276136399416
2000-04-12,1749.108983017156
2000-04-13,1756.1839514482979
2000-04-14,1712.6497024166424
2000-04-17,1533.6287114903523
2000-04-18,1624.8225651363564
2000-04-19,1651.3227828148035
2000-04-20,1660.0443749680549
2000-04-21,1676.8304220226125
2000-04-24,1635.379262022303
2000-04-25,1637.2594983112276
2000-04-26,1585.6078215421364
2000-04-27,1564.276432106623
2000-04-28,1619.7203476932539
2000-05-01,1624.4360866603108
2000-05-02,1652.9497898771012
2000-05-03,1686.213332482321
2000-05-04,1675.6065288572356
2000-05-05,1674.3276268317911
2000-05-08,1705.1730080601637
2000-05-09,1681.0186144554527
2000-05-10,1665.9610348589501
2000-05-11,1674.8380292441243
2000-05-12,1628.0653102281847
2000-05-15,1571.2531304507124
2000-05-16,1606.3501022301957
2000-05-17,1554.8948553214386
2000-05-18,1495.512910421428
2000-05-19,1510.3353034303416
2000-05-22,1402.7433425166266
2000-05-23,1385.7396274922266
2000-05-24,1416.5094127874609
2000-05-25,1488.0221553825108
2000-05-26,1346.4984319524383
2000-05-29,1359.2105289304618
2000-05-30,1418.2382932746866
2000-05-31,1495.9240606829721
2000-06-01,1485.3775036462835
2000-06-02,1524.992343565494
2000-06-05,1632.8796156281655
2000-06-06,1609.798859973105
2000-06-07,1682.5237598262022
2000-06-08,1653.5638143030587
2000-06-09,1722.0891650849571
2000-06-12,1750.8482911610968
2000-06-13,1630.788043837695
2000-06-14,1644.7211393339553
2000-06-15,1553.468508543028
2000-06-16,1521.121180137212
2000-06-19,1499.3329529655266
2000-06-20,1573.7247716459217
2000-06-21,1587.5611190240904
2000-06-22,1597.7373150511662
2000-06-23,1602.5839179455697
2000-06-26,1626.3703598889194
2000-06-27,1660.5037468681473
2000-06-28,1672.0129485250006
2000-06-29,1651.8581722029646
2000-06-30,1654.906061685417
2000-07-03,1705.719132943231
2000-07-04,1674.5078594965603
2000-07-05,1678.7314672812813
2000-07-06,1712.909776827855
2000-07-07,1747.5717945195927
2000-07-10,1753.819850386223
2000-07-11,1728.866278491442
2000-07-12,1739.4858946874108
2000-07-13,1771.1330905630364
2000-07-14,1728.321702905511
2000-07-17,1732.681133524311
2000-07-18,1692.6440918832482
2000-07-19,1682.8508525722068
2000-07-20,1658.6493499826279
2000-07-21,1653.705533546247
2000-07-24,1565.9383786715305
2000-07-25,1557.4873069198302
2000-07-26,1562.8621406798125
2000-07-27,1556.7631442925474
2000-07-28,1532.7648017030976
2000-07-31,1561.4036088133778
2000-08-01,1599.2568923304257
2000-08-02,1630.9965603851072
2000-08-03,1639.6673486622453
2000-08-04,1607.7024215126314
2000-08-07,1535.4382127216988
2000-08-08,1533.3388210110024
2000-08-09,1622.0829257347737
2000-08-10,1638.454065983566
2000-08-11,1632.519298808083
2000-08-14,1666.6693164145584
2000-08-15,1650.487165782871
2000-08-16,1676.92968498004
2000-08-17,1656.7588750461257
2000-08-18,1645.065190221194
2000-08-21,1634.8207101415867
2000-08-22,1674.5062525666146
2000-08-23,1652.0035647409816
2000-08-24,1631.6330542808932
2000-08-25,1648.9472511333217
2000-08-28,1669.0623232906146
2000-08-29,1683.6555545056713
2000-08-30,1670.1609205681864
2000-08-31,1628.376479311957
2000-09-01,1626.5739611860315
2000-09-04,1609.2753922186662
2000-09-05,1642.0294398997928
2000-09-06,1645.9842322482523
2000-09-07,1610.0507442025266
2000-09-08,1615.5768716904308
2000-09-11,1624.2002803812825
2000-09-12,1626.2760562711624
2000-09-13,1618.3043269539023
2000-09-14,1609.8205159436461
2000-09-15,1561.255917160948
2000-09-18,1432.0377711271233
2000-09-19,1400.817757927873
2000-09-20,1482.5967671098488
2000-09-21,1445.5934977705147
2000-09-22,1314.0451445177698
2000-09-25,1411.3774110315617
2000-09-26,1417.159768425024
2000-09-27,1453.3132793114999
2000-09-28,1452.5089410639125
2000-09-29,1467.324722226436
2000-10-02,1416.3409343460617
2000-10-03,1424.3206835928734
2000-10-04,1449.310095380301
2000-10-05,1469.4724858788356
2000-10-06,1471.8574155628226
2000-10-09,1441.6579876656951
2000-10-10,1436.956273145876
2000-10-11,1375.2612145256219
2000-10-12,1336.3964833271418
2000-10-13,1306.9451269596577
2000-10-16,1377.4142423658016
2000-10-17,1282.046387316861
2000-10-18,1283.4761833718358
2000-10-19,1283.48453482013
2000-10-20,1342.9031426058427
2000-10-23,1290.8098531929836
2000-10-24,1329.6444196629554
2000-10-25,1337.8381246249794
2000-10-26,1312.715046275745
2000-10-27,1282.9562783277881
2000-10-30,1261.8205591011188
2000-10-31,1273.727593504437
2000-11-01,1328.911747574735
2000-11-02,1351.6995105933795
2000-11-03,1343.443974608756
2000-11-06,1338.239660676932
2000-11-07,1327.0157397492123
2000-11-08,1343.458853572352
2000-11-09,1350.2862183811308
2000-11-10,1353.2193107005899
2000-11-13,1300.839721753491
2000-11-14,1337.8793875867618
2000-11-15,1347.9911573982406
2000-11-16,1347.2360111439928
2000-11-17,1339.8895369901577
2000-11-20,1303.758481642028
2000-11-21,1274.8796484259244
2000-11-22,1245.1565232242765
2000-11-23,1205.0903024616157
2000-11-24,1246.1680084919929
2000-11-27,1272.3310053297932
2000-11-28,1237.2277262807563
2000-11-29,1179.3015231353893
2000-11-30,1133.783968978552
2000-12-01,1143.6036005969574
2000-12-04,1088.513161676006
2000-12-05,1136.046548134708
2000-12-06,1144.571033921551
2000-12-07,1147.5119281040033
2000-12-08,1182.9231282442768
2000-12-11,1242.4596860285915
2000-12-12,1211.3627679804606
2000-12-13,1234.371653980137
2000-12-14,1192.9270996088678
2000-12-15,1155.085534805514
2000-12-18,1162.4876380781616
2000-12-19,1141.1855413820379
2000-12-20,1080.3896865367608
2000-12-21,1059.2654860950015
2000-12-22,1025.4511009291082
2000-12-25,1025.7278947064497
2000-12-26,1024.6402058383383
2000-12-27,1017.6890123275717
2000-12-28,1027.9216676211017
2000-12-29,1003.4576252351652
2001-01-01,1003.1710263459923
2001-01-02,1008.3065232954274
2001-01-03,1016.6409441468472
2001-01-04,1096.9975221213233
2001-01-05,1148.6812090917701
2001-01-08,1163.7144852319593
2001-01-09,1192.4024056789888
2001-01-10,1105.5579118368025
2001-01-11,1101.9625712692687
2001-01-12,1148.9630436099358
2001-01-15,1179.1475033095282
2001-01-16,1194.189163736076
2001-01-17,1189.4063009387185
2001-01-18,1184.5756653218539
2001-01-19,1242.0652806330131
2001-01-22,1274.3689555632302
2001-01-23,1269.0774581698884
2001-01-24,1290.3137352491192
2001-01-25,1292.9847418565212
2001-01-26,1220.0571112183861
2001-01-29,1257.6914410350587
2001-01-30,1234.4168640183166
2001-01-31,1287.7472535048796
2001-02-01,1258.5472750841577
2001-02-02,1262.2847508549137
2001-02-05,1172.8774659210512
2001-02-06,1205.7785224390304
2001-02-07,1177.9937937264458
2001-02-08,1226.4769720108204
2001-02-09,1238.358178203843
2001-02-12,1239.8889310425109
2001-02-13,1269.2806414253903
2001-02-14,1295.9088192232186
2001-02-15,1314.376467161818
2001-02-16,1300.2576971572553
2001-02-19,1276.0934280584574
2001-02-20,1340.9451992199663
2001-02-21,1308.798511704985
2001-02-22,1290.745197588444
2001-02-23,1282.7295550240458
2001-02-26,1288.8740315658042
2001-02-27,1255.7043309199382
2001-02-28,1248.1301765993921
2001-03-01,1227.8154568237878
2001-03-02,1170.1998046026067
2001-03-05,1173.2903771404385
2001-03-06,1185.3303401082335
2001-03-07,1178.2817108825955
2001-03-08,1200.5343003455378
2001-03-09,1179.6457129305625
2001-03-12,1133.7514023264016
2001-03-13,1109.1440712984208
2001-03-14,1144.460110299449
2001-03-15,1137.0279946451233
2001-03-16,1139.6033551145722
2001-03-19,1130.3839030153156
2001-03-20,1117.97687432325
2001-03-21,1118.3064174129538
2001-03-22,1108.476631326541
2001-03-23,1128.7366109480124
2001-03-26,1141.6114611838095
2001-03-27,1113.5036747680595
2001-03-28,1126.0040616005238
2001-03-29,1108.0658003581557
2001-03-30,1094.008023168253
2001-04-02,1069.4674492008635
2001-04-03,1049.2582936008168
2001-04-04,994.848853503946
2001-04-05,1001.7282455312987
2001-04-06,1037.0479946125604
2001-04-09,1021.9421356822675
2001-04-10,1028.8355043642662
2001-04-11,1067.6273348246991
2001-04-12,1070.1518922144512
2001-04-13,1073.1130146575845
2001-04-16,1062.8356408213454
2001-04-17,1078.7768778878701
2001-04-18,1151.5156369267363
2001-04-19,1179.0874460544687
2001-04-20,1141.9369903972554
2001-04-23,1161.086729140087
2001-04-24,1161.9895264416543
2001-04-25,1180.6230194406064
2001-04-26,1157.2380478469156
2001-04-27,1152.5469777840137
2001-04-30,1211.1623414940975
2001-05-01,1204.7752862289954
2001-05-02,1235.046339567287
2001-05-03,1238.8822170596936
2001-05-04,1247.3373802127464
2001-05-07,1274.3344604187644
2001-05-08,1269.0647102935297
2001-05-09,1245.308274656624
2001-05-10,1251.9770494954566
2001-05-11,1278.2165108854495
2001-05-14,1290.3077212891442
2001-05-15,1278.4730631103232
2001-05-16,1245.047098935803
2001-05-17,1311.8847935913968
2001-05-18,1332.2177188827766
2001-05-21,1382.1130435941939
2001-05-22,1395.5570933595425
2001-05-23,1436.9041832402265
2001-05-24,1451.8873199836157
2001-05-25,1453.760553036677
2001-05-28,1418.9931202457428
2001-05-29,1467.2270470984536
2001-05-30,1460.0268386540345
2001-05-31,1452.5468023043716
2001-06-01,1441.6030463887455
2001-06-04,1447.9827695235008
2001-06-05,1416.3615582552445
2001-06-06,1419.555862126577
2001-06-07,1415.4904982808746
2001-06-08,1469.3356861213756
2001-06-11,1451.643111635307
2001-06-12,1438.4721884149008
2001-06-13,1447.5734705308219
2001-06-14,1441.673535908686
2001-06-15,1446.8690960945078
2001-06-18,1424.408432344199
2001-06-19,1412.5687671569874
2001-06-20,1397.6511793149411
2001-06-21,1387.714277236632
2001-06-22,1393.4628687786983
2001-06-25,1387.381944269982
2001-06-26,1368.4141419481302
2001-06-27,1370.9498295859858
2001-06-28,1377.271768479696
2001-06-29,1414.2852140070693
2001-07-02,1412.2564771011375
2001-07-03,1409.0215143542455
2001-07-04,1415.1060156548883
2001-07-05,1422.4449660499904
2001-07-06,1374.6636629835077
2001-07-09,1327.7345830083107
2001-07-10,1311.9624271560656
2001-07-11,1278.9855099311003
2001-07-12,1316.0637912163288
2001-07-13,1279.0149844502423
2001-07-16,1267.7306991593039
2001-07-17,1271.004064891253
2001-07-18,1220.052442979679
2001-07-19,1232.7436278021376
2001-07-20,1205.295578250501
2001-07-23,1176.8293336749057
2001-07-24,1171.685507818496
2001-07-25,1160.0503198667934
2001-07-26,1187.4186397320661
2001-07-27,1216.3190653152385
2001-07-30,1191.057264953231
2001-07-31,1213.1305389250306
2001-08-01,1252.4775514141284
2001-08-02,1268.153271283724
2001-08-03,1269.1104506741885
2001-08-06,1283.171519625226
2001-08-07,1284.3308530765628
2001-08-08,1284.8381646528292
2001-08-09,1232.0979989244263
2001-08-10,1240.117593870439
2001-08-13,1243.1435161001623
2001-08-14,1277.4692460565263
2001-08-15,1258.2602364297297
2001-08-16,1280.630295811077
2001-08-17,1267.9531440729238
2001-08-20,1240.2718808171635
2001-08-21,1249.1586199612946
2001-08-22,1253.145414930241
2001-08-23,1249.8185420286497
2001-08-24,1246.7440948634267
2001-08-27,1268.8489174967979
2001-08-28,1262.2243857286005
2001-08-29,1233.308707247278
2001-08-30,1225.121398924951
2001-08-31,1186.7887049943254
2001-09-03,1177.042708330957
2001-09-04,1232.2207993697664
2001-09-05,1226.065809891922
2001-09-06,1225.3130673119929
2001-09-07,1213.4504073353328
2001-09-10,1210.174008028364
2001-09-11,1173.031568112916
2001-09-12,1040.5261909977532
2001-09-13,1078.0165123369009
2001-09-14,1020.5636012263973
2001-09-17,983.4457085253346
2001-09-18,1021.575638981549
2001-09-19,1019.3834106065954
2001-09-20,1010.5255024421074
2001-09-21,1010.3019599911887
2001-09-24,1023.049760330314
2001-09-25,992.0819486165477
2001-09-26,1001.4921044566796
2001-09-27,1005.7076100349691
2001-09-28,1031.3348266761507
2001-10-01,1025.7034254165887
2001-10-02,1019.9978480172094
2001-10-03,1013.5551204878298
2001-10-04,1067.908240804435
2001-10-05,1062.56082992444
2001-10-08,1053.479028915376
2001-10-09,1077.3177800429644
2001-10-10,1075.9034779116153
2001-10-11,1116.6646994588698
2001-10-12,1112.828348282898
2001-10-15,1111.3606693080585
2001-10-16,1124.9286328655135
2001-10-17,1137.1043615248063
2001-10-18,1135.1044484027993
2001-10-19,1150.293255018711
2001-10-22,1160.9610771461732
2001-10-23,1166.3562466544975
2001-10-24,1190.2282970420586
2001-10-25,1187.3370395607167
2001-10-26,1191.0943626027188
2001-10-29,1180.8497998354947
2001-10-30,1139.1312818785957
2001-10-31,1159.7470448905708
2001-11-01,1163.1237901750071
2001-11-02,1178.5889614918315
2001-11-05,1212.06355405407
2001-11-06,1223.0206235416963
2001-11-07,1212.9433832331035
2001-11-08,1246.965619222142
2001-11-09,1270.4152338828694
2001-11-12,1291.754386402488
2001-11-13,1317.9154428281292
2001-11-14,1358.0800161725608
2001-11-15,1364.963495530942
2001-11-16,1368.2711151694505
2001-11-19,1415.8067144344736
2001-11-20,1388.3375326789323
2001-11-21,1400.4724426756911
2001-11-22,1425.1344704438952
2001-11-23,1481.4942427723274
2001-11-26,1561.8783035128265
2001-11-27,1547.3135171545707
2001-11-28,1442.9618025496
2001-11-29,1449.093593277245
2001-11-30,1469.7472431306169
2001-12-03,1504.9300299941663
2001-12-04,1495.9206046143681
2001-12-05,1585.6916915968684
2001-12-06,1577.0957580450304
2001-12-07,1627.1680763105521
2001-12-10,1547.5891251132498
2001-12-11,1550.916916857342
2001-12-12,1570.4084165251052
2001-12-13,1558.0893558415348
2001-12-14,1506.371846802177
2001-12-17,1446.4886827830112
2001-12-18,1435.238236966208
2001-12-19,1443.5273223499184
2001-12-20,1473.558371297143
2001-12-21,1442.7065067040064
2001-12-24,1463.8320335749706
2001-12-25,1463.880134624536
2001-12-26,1474.2225943160395
2001-12-27,1474.9123386680005
2001-12-28,1540.3959307873208
2001-12-31,1536.435188742715
2002-01-01,1536.539443246059
2002-01-02,1572.650063432121
2002-01-03,1591.67534432367
2002-01-04,1647.5213145895475
2002-01-07,1670.0765540212844
2002-01-08,1634.7202447600941
2002-01-09,1677.0596851500013
2002-01-10,1627.7676810369396
2002-01-11,1621.8095049057483
2002-01-14,1652.5731689634797
2002-01-15,1597.4045908815187
2002-01-16,1598.2728753090119
2002-01-17,1604.5634225976446
2002-01-18,1584.1368124523904
2002-01-21,1611.09571144418
2002-01-22,1614.6889887638426
2002-01-23,1658.2408424653934
2002-01-24,1703.2059487114286
2002-01-25,1774.2820446013284
2002-01-28,1810.0034415432071
2002-01-29,1809.7796645536343
2002-01-30,1750.6692893808834
2002-01-31,1750.515827133598
2002-02-01,1726.7824431577253
2002-02-04,1684.7214288838009
2002-02-05,1705.5545904224869
2002-02-06,1712.4571001001698
2002-02-07,1678.6604280410438
2002-02-08,1700.8178551978845
2002-02-11,1684.3898651062423
2002-02-12,1686.6453134558647
2002-02-13,1694.2520376332916
2002-02-14,1837.1165310828374
2002-02-15,1817.077681393722
2002-02-18,1845.507299476153
2002-02-19,1814.950478006208
2002-02-20,1814.0046160399452
2002-02-21,1839.8844965196427
2002-02-22,1830.7253692172048
2002-02-25,1832.7835733667719
2002-02-26,1871.9361395072167
2002-02-27,1934.0839340249706
2002-02-28,1932.386507431328
2002-03-01,1930.8625921461094
2002-03-04,1960.537739415926
2002-03-05,1977.4609317421334
2002-03-06,1974.3263141033526
2002-03-07,1936.2733607878774
2002-03-08,1938.6972167874012
2002-03-11,1946.8985902991346
2002-03-12,1998.126341287845
2002-03-13,2003.1238086855278
2002-03-14,2002.6298068443878
2002-03-15,2028.2655305736014
2002-03-18,2059.785417293997
2002-03-19,2095.178287622888
2002-03-20,2080.6684429898064
2002-03-21,2079.032441713689
2002-03-22,2111.6468322919027
2002-03-25,2085.7637379121097
2002-03-26,2085.187134679844
2002-03-27,2153.603124216827
2002-03-28,2137.838629207712
2002-03-29,2140.6412172907526
2002-04-01,2069.757831745298
2002-04-02,2128.748069290927
2002-04-03,2162.703936614928
2002-04-04,2155.3557939693023
2002-04-05,2161.6989334633718
2002-04-08,2131.64474911484
2002-04-09,2092.963283918718
2002-04-10,2014.6144109096542
2002-04-11,2027.2931816785251
2002-04-12,2060.0122390451943
2002-04-15,2110.8607197063475
2002-04-16,2125.8141808091304
2002-04-17,2185.2027821321767
2002-04-18,2198.7172914339585
2002-04-19,2172.2744545215373
2002-04-22,2231.046287054972
2002-04-23,2231.2480749675
2002-04-24,2197.650783128454
2002-04-25,2073.591347688573
2002-04-26,2088.150945398928
2002-04-29,2008.320474719811
2002-04-30,2012.4963904332146
2002-05-01,2001.1702686155036
2002-05-02,2068.3724338872603
2002-05-03,2052.2516339960366
2002-05-06,1977.9796091704004
2002-05-07,1987.3038031799053
2002-05-08,2032.5866229750313
2002-05-09,2035.5876443420314
2002-05-10,1974.5753112506932
2002-05-13,1984.8024272615835
2002-05-14,2036.4373625378757
2002-05-15,2087.627738371511
2002-05-16,2081.7321825315753
2002-05-17,2114.0416597043177
2002-05-20,2100.32528893942
2002-05-21,2030.1900927183501
2002-05-22,2077.7650583216446
2002-05-23,2045.7440638696626
