Date,CHINA IMI WITH PARTIAL A SHARES
2016-05-31,2456.4871908582627
2016-06-29,2442.17371075322
2016-06-30,2481.9514716274284
2016-07-28,2602.38196637193
2016-07-29,2540.941168340893
2016-08-30,2748.9962514335884
2016-08-31,2734.6277204887983
2016-09-29,2814.520046798018
2016-09-30,2770.303347251277
2016-10-28,2810.040062551111
2016-10-31,2791.5064101069433
2018-03-30,3582.058111238863
2018-04-11,3625.778618720298
2018-04-12,3631.9481351811155
2018-04-13,3596.689381800001
2018-04-16,3547.0768928328234
2018-04-17,3529.9546403925674
2018-04-18,3540.824752692998
2018-04-19,3585.795593814757
2018-04-20,3559.318638232337
2018-04-23,3536.402958224668
2018-04-24,3577.2226344955734
2018-04-25,3547.997320059364
2018-04-26,3547.645312012171
2018-04-27,3593.142301085437
2018-04-30,3644.616261760792
2018-05-01,3678.3114391178524
2018-05-02,3677.3823107911007
2018-05-03,3645.6139309312844
2018-05-04,3649.855089200911
2018-05-07,3693.99267309279
2018-05-08,3760.6304011635534
2018-05-09,3770.2269329227206
2018-05-10,3797.0210598138733
2018-05-11,3788.7411634881023
2018-05-14,3829.661494912095
2018-05-15,3825.379094938681
2018-05-16,3862.440579565532
2018-05-17,3852.006610631619
2018-05-18,3860.8344920398317
2018-05-21,3869.4306871697368
2018-05-22,3857.7109510103496
2018-05-23,3848.9109514776073
2018-05-24,3854.6679756119506
2018-05-25,3870.9071271947464
2018-05-28,3897.2875723608604
2018-05-29,3878.147043451873
2018-05-30,3816.671995700043
2018-05-31,3849.648369291123
