Date,ACWI EQUAL WEIGHTED
1998-02-10,1007.79007872
1998-02-11,1010.42859367
1998-02-12,1000.22829967
1998-02-13,985.94735791
1998-02-16,973.96480864
1998-02-17,980.06412131
1998-02-18,985.73445741
1998-02-19,991.74955086
1998-02-20,992.51968714
1998-02-23,998.2873751
1998-02-24,997.18322372
1998-02-25,1000.30338792
1998-02-26,1013.67905106
1998-02-27,1026.00411024
1998-03-02,1043.86964046
1998-03-03,1039.53200212
1998-03-04,1031.99765531
1998-03-05,1013.58997772
1998-03-06,1020.34873649
1998-03-09,1021.08493707
1998-03-10,1029.84928446
1998-03-11,1032.58397272
1998-03-12,1034.68640278
1998-03-13,1051.62407528
1998-03-16,1051.09371026
1998-03-17,1054.83201219
1998-03-18,1049.82607206
1998-03-19,1057.99002175
1998-03-20,1066.11506186
1998-03-23,1077.98835449
1998-03-24,1077.39644163
1998-03-25,1086.17486378
1998-03-26,1087.45325013
1998-03-27,1087.90668754
1998-03-30,1071.68930104
1998-03-31,1071.62623229
1998-04-01,1065.32817747
1998-04-02,1057.15123803
1998-04-03,1053.05742227
1998-04-06,1060.90293389
1998-04-07,1064.86606602
1998-04-08,1069.81102888
1998-04-09,1079.97281161
1998-04-10,1081.01946777
1998-04-13,1085.02985729
1998-04-14,1088.44568434
1998-04-15,1093.72782215
1998-04-16,1079.29446963
1998-04-17,1080.55783678
1998-04-20,1080.13831364
1998-04-21,1086.21509595
1998-04-22,1085.8944221
1998-04-23,1076.97175193
1998-04-24,1070.72873242
1998-04-27,1046.91843488
1998-04-28,1047.11141402
1998-04-29,1050.13870729
1998-04-30,1062.94086672
1998-05-01,1065.84142853
1998-05-04,1066.93577477
1998-05-05,1064.70831914
1998-05-06,1048.6630474
1998-05-07,1039.56440083
1998-05-08,1043.97328138
1998-05-11,1044.38237371
1998-05-12,1035.74789704
1998-05-13,1022.56533315
1998-05-14,1022.21227615
1998-05-15,1018.91498331
1998-05-18,1004.77962238
1998-05-19,1008.52318887
1998-05-20,1021.72495483
1998-05-21,1029.54434728
1998-05-22,1027.23187988
1998-05-25,1023.9953799
1998-05-26,1013.49138018
1998-05-27,993.40407341
1998-05-28,993.47019155
1998-05-29,993.31412919
1998-06-01,976.27377421
1998-06-02,977.66197722
1998-06-03,982.24919981
1998-06-04,982.99272534
1998-06-05,981.71315511
1998-06-08,981.1897539
1998-06-09,978.10477775
1998-06-10,956.54961757
1998-06-11,943.38484508
1998-06-12,930.47240119
1998-06-15,901.61511105
1998-06-16,903.28851404
1998-06-17,929.53315887
1998-06-18,943.68747712
1998-06-19,942.82486141
1998-06-22,928.47666644
1998-06-23,926.15918206
1998-06-24,927.00303722
1998-06-25,927.17073629
1998-06-26,918.53845763
1998-06-29,920.50486965
1998-06-30,930.64434496
1998-07-01,943.72199447
1998-07-02,944.4032796
1998-07-03,947.94491104
1998-07-06,950.51112916
1998-07-07,955.88092275
1998-07-08,954.81730425
1998-07-09,946.47808906
1998-07-10,939.07042876
1998-07-13,939.81101971
1998-07-14,951.81368777
1998-07-15,956.21103724
1998-07-16,966.39120363
1998-07-17,972.07696118
1998-07-20,977.2178554
1998-07-21,969.58037228
1998-07-22,958.13264247
1998-07-23,944.05306012
1998-07-24,945.43386017
1998-07-27,935.9310674
1998-07-28,932.32227432
1998-07-29,928.20663869
1998-07-30,935.494798
1998-07-31,932.36538945
1998-08-03,916.31887154
1998-08-04,908.18620115
1998-08-05,900.81237989
1998-08-06,890.74358984
1998-08-07,889.03703912
1998-08-10,873.81597518
1998-08-11,852.6499577
1998-08-12,857.74542512
1998-08-13,848.66532659
1998-08-14,848.94064348
1998-08-17,843.42083276
1998-08-18,850.231292
1998-08-19,860.73730185
1998-08-20,861.4099516
1998-08-21,840.61350295
1998-08-24,834.40780044
1998-08-25,837.05062733
1998-08-26,821.29333626
1998-08-27,794.02355956
1998-08-28,781.96029128
1998-08-31,773.53348811
1998-09-01,777.77777748
1998-09-02,789.68769003
1998-09-03,787.34983359
1998-09-04,794.04005275
1998-09-07,828.35815945
1998-09-08,824.09622408
1998-09-09,815.742453
1998-09-10,804.60592947
1998-09-11,799.92979805
1998-09-14,814.7990688
1998-09-15,818.85718674
1998-09-16,823.0786623
1998-09-17,808.1303285
1998-09-18,806.02218306
1998-09-21,791.4276091
1998-09-22,798.20012113
1998-09-23,808.59839002
1998-09-24,819.40925784
1998-09-25,813.84075614
1998-09-28,819.21345807
1998-09-29,820.35410893
1998-09-30,793.65322382
1998-10-01,775.00335585
1998-10-02,774.0008864
1998-10-05,764.24373203
1998-10-06,772.76337319
1998-10-07,792.08725032
1998-10-08,790.77045073
1998-10-09,802.82424529
1998-10-12,821.96317904
1998-10-13,816.34400912
1998-10-14,817.79153506
1998-10-15,836.2234224
1998-10-16,856.25938391
1998-10-19,864.61475481
1998-10-20,873.80755481
1998-10-21,879.54022826
1998-10-22,880.73862696
1998-10-23,876.70738668
1998-10-26,877.88611434
1998-10-27,877.3095039
1998-10-28,874.75491792
1998-10-29,885.79017412
1998-10-30,891.58468812
1998-11-02,912.12110658
1998-11-03,915.80154138
1998-11-04,929.52361037
1998-11-05,934.28782941
1998-11-06,936.86336785
1998-11-09,925.76872414
1998-11-10,911.166678
1998-11-11,923.22211519
1998-11-12,908.25144468
1998-11-13,916.45308811
1998-11-16,933.97190776
1998-11-17,934.60834433
1998-11-18,940.11725676
1998-11-19,949.87455018
1998-11-20,965.50224565
1998-11-23,985.15415293
1998-11-24,989.7262731
1998-11-25,985.52829257
1998-11-26,989.8373757
1998-11-27,988.96013031
1998-11-30,978.12824375
1998-12-01,969.41829028
1998-12-02,973.45526052
1998-12-03,966.11206779
1998-12-04,968.82259103
1998-12-07,979.02853604
1998-12-08,978.8250742
1998-12-09,983.50492988
1998-12-10,987.55762166
1998-12-11,978.97260899
1998-12-14,973.08816976
1998-12-15,975.26355461
1998-12-16,971.30204903
1998-12-17,966.46204181
1998-12-18,969.3156005
1998-12-21,981.33753589
1998-12-22,975.56971518
1998-12-23,981.79604287
1998-12-24,982.33423105
1998-12-25,985.05978913
1998-12-28,985.71738528
1998-12-29,990.96615718
1998-12-30,993.97160224
1998-12-31,1000.0
1999-01-01,1000.0000578506207
1999-01-04,1011.0517494662648
1999-01-05,1018.4753850061293
1999-01-06,1036.5859129555486
1999-01-07,1039.9044916108264
1999-01-08,1039.016136497547
1999-01-11,1040.2102390543623
1999-01-12,1024.527058581049
1999-01-13,997.3846167919943
1999-01-14,988.126815636282
1999-01-15,997.4382499437892
1999-01-18,1004.6958736281209
1999-01-19,1002.1639334618022
1999-01-20,1004.713677676648
1999-01-21,996.8886471545997
1999-01-22,980.1240914438308
1999-01-25,973.1468888002573
1999-01-26,978.9654907011034
1999-01-27,982.2009834639707
1999-01-28,980.444893857476
1999-01-29,984.8267778053035
1999-02-01,990.7065797770663
1999-02-02,992.0825682228738
1999-02-03,989.2953603690372
1999-02-04,985.2326821245036
1999-02-05,981.1539608815102
1999-02-08,980.0958985026723
1999-02-09,969.3845945540928
1999-02-10,968.8473340717627
1999-02-11,976.2734920078226
1999-02-12,979.9323531669529
1999-02-15,980.3084916537671
1999-02-16,979.0915449423522
1999-02-17,973.7102112714725
1999-02-18,972.3442003725604
1999-02-19,968.0134147427468
1999-02-22,973.3562596213283
1999-02-23,970.4530276542284
1999-02-24,967.8753256787221
1999-02-25,968.8240535761779
1999-02-26,971.2858675682555
1999-03-01,969.9420271409908
1999-03-02,965.4666750349146
1999-03-03,967.6128503534505
1999-03-04,966.1121475006719
1999-03-05,982.8667039959272
1999-03-08,990.0414451334923
1999-03-09,994.55525117393
1999-03-10,1004.1248616676656
1999-03-11,1007.7831141149272
1999-03-12,1015.3443357181785
1999-03-15,1023.972684921839
1999-03-16,1028.885603594497
1999-03-17,1033.2678833559546
1999-03-18,1031.9944497269462
1999-03-19,1043.4075737794715
1999-03-22,1042.7164243461948
1999-03-23,1035.8268711232151
1999-03-24,1028.8633815769513
1999-03-25,1040.759729755708
1999-03-26,1035.4562396780705
1999-03-29,1039.870326799131
1999-03-30,1039.5105331210254
1999-03-31,1045.8292575645512
1999-04-01,1050.352959732935
1999-04-02,1051.9513712911516
1999-04-05,1052.0778329155646
1999-04-06,1061.5925763314085
1999-04-07,1068.0167168700243
1999-04-08,1077.000574484938
1999-04-09,1079.8831892607654
1999-04-12,1080.786489786258
1999-04-13,1087.0774250183335
1999-04-14,1100.0624587035838
1999-04-15,1109.3176608832546
1999-04-16,1128.1689119852465
1999-04-19,1141.4769359462225
1999-04-20,1137.3159887473957
1999-04-21,1133.0811346581893
1999-04-22,1137.560778988949
1999-04-23,1143.2659994982591
1999-04-26,1146.6974149871864
1999-04-27,1155.3595055113492
1999-04-28,1162.069947098875
1999-04-29,1164.7657822321034
1999-04-30,1171.6425684863443
1999-05-03,1185.4106212767795
1999-05-04,1197.348931621765
1999-05-05,1203.2579653997057
1999-05-06,1223.9742161787633
1999-05-07,1222.8995076628419
1999-05-10,1228.5273676795753
1999-05-11,1227.347084511119
1999-05-12,1222.7910128615524
1999-05-13,1220.5064064593594
1999-05-14,1218.0483501206995
1999-05-17,1198.1336273822442
1999-05-18,1201.7484085864464
1999-05-19,1201.2074568649632
1999-05-20,1199.547022606822
1999-05-21,1194.1345591007441
1999-05-24,1193.800906957817
1999-05-25,1185.6218547414737
1999-05-26,1184.8276504083253
1999-05-27,1178.4661096923865
1999-05-28,1175.0882928957349
1999-05-31,1177.9707959750085
1999-06-01,1185.400750351982
1999-06-02,1184.36747210529
1999-06-03,1187.7527228750655
1999-06-04,1195.4523251417609
1999-06-07,1209.0077989328772
1999-06-08,1220.7300300784427
1999-06-09,1220.2518781730516
1999-06-10,1229.8410472823919
1999-06-11,1237.3097334308206
1999-06-14,1233.9443128550226
1999-06-15,1231.5402184610675
1999-06-16,1237.3128824780747
1999-06-17,1248.8852900807178
1999-06-18,1253.687405857653
1999-06-21,1262.6775050793462
1999-06-22,1266.618768638987
1999-06-23,1261.6368865132033
1999-06-24,1256.5816579636733
1999-06-25,1255.756388566961
1999-06-28,1262.2601884383143
1999-06-29,1267.2591262212607
1999-06-30,1265.0575539772542
1999-07-01,1275.2003810701603
1999-07-02,1283.1448395881916
1999-07-05,1294.8328304801557
1999-07-06,1295.7491128949412
1999-07-07,1290.5616210127582
1999-07-08,1288.2720307396885
1999-07-09,1295.1105909004038
1999-07-12,1295.2808929492287
1999-07-13,1285.4840906001505
1999-07-14,1285.3249521475996
1999-07-15,1293.1279637196692
1999-07-16,1288.2710703890996
1999-07-19,1290.7589975585015
1999-07-20,1289.814592610871
1999-07-21,1286.6165733361477
1999-07-22,1279.2877548908405
1999-07-23,1265.594034180224
1999-07-26,1255.1235177272051
1999-07-27,1255.1111776823518
1999-07-28,1264.296474543428
1999-07-29,1265.9886005445899
1999-07-30,1268.8366436543226
1999-08-02,1260.6679750604765
1999-08-03,1263.4165695184365
1999-08-04,1264.8190682179907
1999-08-05,1250.2712879213466
1999-08-06,1242.415707290518
1999-08-09,1241.6961622193442
1999-08-10,1233.5187851074706
1999-08-11,1228.2480527762746
1999-08-12,1238.8546088403982
1999-08-13,1240.8193521490075
1999-08-16,1254.4031525732141
1999-08-17,1251.0932559417254
1999-08-18,1254.8653720842544
1999-08-19,1258.2957803822812
1999-08-20,1270.5352111220864
1999-08-23,1284.5464411443136
1999-08-24,1279.6729246778234
1999-08-25,1281.2158951065437
1999-08-26,1273.4905362839816
1999-08-27,1270.9546469857796
1999-08-30,1269.8205786881747
1999-08-31,1263.9171420573268
1999-09-01,1271.4362036193036
1999-09-02,1265.547437772989
1999-09-03,1269.1870349387268
1999-09-06,1276.2713832015058
1999-09-07,1271.2822369450666
1999-09-08,1264.8202932802367
1999-09-09,1275.9042668267277
1999-09-10,1281.54387230232
1999-09-13,1285.0214293220085
1999-09-14,1281.5763613514468
1999-09-15,1273.0291343043061
1999-09-16,1261.241160940858
1999-09-17,1261.056521996236
1999-09-20,1264.1762622004583
1999-09-21,1260.6426267397364
1999-09-22,1251.963002777944
1999-09-23,1244.1141997390491
1999-09-24,1232.271451246933
1999-09-27,1229.7985252564413
1999-09-28,1232.5262014976784
1999-09-29,1231.7410203747418
1999-09-30,1240.622437675323
1999-10-01,1245.5980852476491
1999-10-04,1252.1900588751207
1999-10-05,1250.3150409272482
1999-10-06,1256.8381163854833
1999-10-07,1264.899396037601
1999-10-08,1262.126131207346
1999-10-11,1264.515810056407
1999-10-12,1263.7417420329398
1999-10-13,1247.3941783618677
1999-10-14,1246.3555512467224
1999-10-15,1234.388444714336
1999-10-18,1220.1325928472615
1999-10-19,1224.5987021775936
1999-10-20,1236.4610317513793
1999-10-21,1236.2817541001684
1999-10-22,1241.653353745831
1999-10-25,1241.730674010215
1999-10-26,1237.7009769558197
1999-10-27,1231.1820954584318
1999-10-28,1239.4297673156107
1999-10-29,1257.576891797065
1999-11-01,1258.8848561925954
1999-11-02,1263.759600555066
1999-11-03,1264.5732716403747
1999-11-04,1272.1921724308738
1999-11-05,1272.2900864428666
1999-11-08,1269.8655699605613
1999-11-09,1274.79784273506
1999-11-10,1280.8962799807528
1999-11-11,1278.803105851835
1999-11-12,1279.2944379182893
1999-11-15,1282.477687384658
1999-11-16,1285.965256547283
1999-11-17,1290.5480406875768
1999-11-18,1294.7566442488896
1999-11-19,1296.7365929171374
1999-11-22,1299.2879878884432
1999-11-23,1295.0528510035476
1999-11-24,1283.883838168394
1999-11-25,1284.274791309672
1999-11-26,1282.5568928166936
1999-11-29,1280.9411933323645
1999-11-30,1276.8935978563618
1999-12-01,1284.681898966526
1999-12-02,1293.0547069949682
1999-12-03,1302.4835128642035
1999-12-06,1308.6549085324107
1999-12-07,1305.2735294597849
1999-12-08,1302.8835977901701
1999-12-09,1303.881621072346
1999-12-10,1311.6220302046968
1999-12-13,1315.3641640053509
1999-12-14,1310.2994594609318
1999-12-15,1309.9857392973786
1999-12-16,1317.4653249299672
1999-12-17,1316.8493609377113
1999-12-20,1322.2399109780047
1999-12-21,1322.5071357458617
1999-12-22,1331.8780727995934
1999-12-23,1342.0093631703799
1999-12-24,1345.516753731944
1999-12-27,1349.019727012185
1999-12-28,1348.6506312675579
1999-12-29,1353.1679701173598
1999-12-30,1360.8174284166298
1999-12-31,1362.9792414077674
2000-01-03,1375.2847561669835
2000-01-04,1368.7736525159812
2000-01-05,1352.969898458363
2000-01-06,1351.6233033437886
2000-01-07,1370.1074871522758
2000-01-10,1388.3460793417428
2000-01-11,1384.3190473247132
2000-01-12,1382.36846592926
2000-01-13,1397.2461573039552
2000-01-14,1407.063633098263
2000-01-17,1417.998610170414
2000-01-18,1411.117233662516
2000-01-19,1395.0216925750256
2000-01-20,1393.284203127816
2000-01-21,1388.4590461658404
2000-01-24,1381.7346078660592
2000-01-25,1365.7482225872925
2000-01-26,1370.281625385808
2000-01-27,1371.2000818356378
2000-01-28,1358.4692913837323
2000-01-31,1347.448501520965
2000-02-01,1347.9569274582493
2000-02-02,1352.3511940242684
2000-02-03,1367.3720821250952
2000-02-04,1372.3429190176603
2000-02-07,1371.1581715240934
2000-02-08,1376.3647695341424
2000-02-09,1373.9107990575367
2000-02-10,1370.737219387795
2000-02-11,1363.8952985426722
2000-02-14,1353.2736299628887
2000-02-15,1348.734899423793
2000-02-16,1350.9531375560475
2000-02-17,1355.6908682790772
2000-02-18,1346.6194069394048
2000-02-21,1335.021801067037
2000-02-22,1328.727742114578
2000-02-23,1334.6488537501114
2000-02-24,1333.2148996929695
2000-02-25,1330.4339425083824
2000-02-28,1319.0896514028914
2000-02-29,1320.5470432897398
2000-03-01,1338.724428704729
2000-03-02,1342.1028003801018
2000-03-03,1341.931015064861
2000-03-06,1342.0680120148684
2000-03-07,1335.555728599746
2000-03-08,1330.2859308606855
2000-03-09,1343.3988742864435
2000-03-10,1343.562457140231
2000-03-13,1331.328837179826
2000-03-14,1328.136587466384
2000-03-15,1329.6047610416733
2000-03-16,1354.4698871463252
2000-03-17,1358.6865825052926
2000-03-20,1355.391270908732
2000-03-21,1361.5319718015407
2000-03-22,1360.8255997349142
2000-03-23,1367.8058752561687
2000-03-24,1376.3550314219713
2000-03-27,1385.0044813828702
2000-03-28,1386.3078413941096
2000-03-29,1382.8886810722229
2000-03-30,1371.0455403910273
2000-03-31,1381.9352095681452
2000-04-03,1379.868733968776
2000-04-04,1372.686289749175
2000-04-05,1369.3040092069632
2000-04-06,1376.5401205635249
2000-04-07,1381.503538926718
2000-04-10,1385.7909802235931
2000-04-11,1377.844560362082
2000-04-12,1383.2630304451025
2000-04-13,1375.5460189467763
2000-04-14,1354.7328762704922
2000-04-17,1313.705025167909
2000-04-18,1330.2916116543054
2000-04-19,1332.2164052122482
2000-04-20,1333.959526542878
2000-04-21,1331.0536424396041
2000-04-24,1337.120239230207
2000-04-25,1344.0514782806422
2000-04-26,1337.2656374884507
2000-04-27,1324.2025245806922
2000-04-28,1325.9285847984468
2000-05-01,1327.3413310785759
2000-05-02,1330.3819232116853
2000-05-03,1314.9461461625235
2000-05-04,1315.7166251846002
2000-05-05,1320.6891221481135
2000-05-08,1316.6116486358499
2000-05-09,1314.2824533374348
2000-05-10,1309.5948340228101
2000-05-11,1306.3419123282613
2000-05-12,1315.9839238329548
2000-05-15,1321.813539725635
2000-05-16,1327.0472708205516
2000-05-17,1311.952795036804
2000-05-18,1308.2169652300697
2000-05-19,1299.5186726130723
2000-05-22,1285.2489308910413
2000-05-23,1281.8818191097357
2000-05-24,1276.9783763440687
2000-05-25,1280.939116496992
2000-05-26,1276.8060722787995
2000-05-29,1283.7969080894713
2000-05-30,1296.2992605144518
2000-05-31,1295.029839154366
2000-06-01,1304.6598115753097
2000-06-02,1327.3487169481461
2000-06-05,1336.9262339705065
2000-06-06,1341.5523185612556
2000-06-07,1341.6907170861582
2000-06-08,1339.7513881702712
2000-06-09,1340.3188806766736
2000-06-12,1343.067484017665
2000-06-13,1340.3959679930758
2000-06-14,1342.5646339305256
2000-06-15,1332.0811802251885
2000-06-16,1334.2897496977387
2000-06-19,1334.3532652115568
2000-06-20,1338.1796055815278
2000-06-21,1333.7726215876794
2000-06-22,1327.9024401687861
2000-06-23,1323.2586669077662
2000-06-26,1320.3830277597983
2000-06-27,1328.5094681485514
2000-06-28,1333.9859847754255
2000-06-29,1331.0712588699894
2000-06-30,1339.4266980549723
2000-07-03,1348.8511343751916
2000-07-04,1347.4625968432342
2000-07-05,1346.632532066653
2000-07-06,1345.0896634437293
2000-07-07,1350.310699921502
2000-07-10,1358.2474345175592
2000-07-11,1357.9102410604887
2000-07-12,1360.5495380572174
2000-07-13,1350.1472543195337
2000-07-14,1355.4293685512212
2000-07-17,1355.1527228950624
2000-07-18,1342.9182583213494
2000-07-19,1336.6706761283926
2000-07-20,1339.4384819237316
2000-07-21,1337.519149261783
2000-07-24,1325.7487907790658
2000-07-25,1326.0162671433982
2000-07-26,1319.7879663531708
2000-07-27,1313.3139704188345
2000-07-28,1297.6638511111344
