Date,AC ASIA ex JAPAN EQUAL WEIGHTED
1997-05-30,1969.2470607
1997-06-02,1991.75111401
1997-06-03,1999.24487316
1997-06-04,1996.36568069
1997-06-05,2000.35627723
1997-06-06,1998.27675271
1997-06-09,2005.9213186
1997-06-10,2002.49430573
1997-06-11,1995.77297932
1997-06-12,1993.93617423
1997-06-13,1996.7587942
1997-06-16,2010.25119122
1997-06-17,2011.92894282
1997-06-18,1992.32721002
1997-06-19,1993.90468396
1997-06-20,2006.09077628
1997-06-23,2007.65618182
1997-06-24,2001.7082724
1997-06-25,1996.84348265
1997-06-26,2001.02808329
1997-06-27,1996.44971828
1997-06-30,2014.5828047
1997-07-01,2026.5505803
1997-07-02,2056.75805269
1997-07-03,2064.39351071
1997-07-04,2072.86061832
1997-07-07,2057.89317719
1997-07-08,2042.67099745
1997-07-09,2047.70253216
1997-07-10,2044.74886618
1997-07-11,2030.53606734
1997-07-14,2019.55713716
1997-07-15,2014.24753955
1997-07-16,2001.23340556
1997-07-17,2005.91176688
1997-07-18,1996.14254372
1997-07-21,2004.73809077
1997-07-22,1995.34048767
1997-07-23,1987.29205899
1997-07-24,1996.28181603
1997-07-25,1997.55924696
1997-07-28,2016.59070407
1997-07-29,2027.91684755
1997-07-30,2027.7828573
1997-07-31,2037.36401468
1997-08-01,2022.73776933
1997-08-04,2031.57291023
1997-08-05,2025.98674036
1997-08-06,2020.45613611
1997-08-07,2005.50275879
1997-08-08,2000.29620672
1997-08-11,1994.73592912
1997-08-12,1975.84903178
1997-08-13,1965.19262761
1997-08-14,1949.69129311
1997-08-15,1936.48735734
1997-08-18,1900.01687423
1997-08-19,1875.85470963
1997-08-20,1901.61825968
1997-08-21,1901.43936315
1997-08-22,1873.4948251
1997-08-25,1855.93690729
1997-08-26,1847.23924576
1997-08-27,1828.0087963
1997-08-28,1760.41415319
1997-08-29,1727.10761554
1997-09-01,1683.17856215
1997-09-02,1674.95745933
1997-09-03,1669.95583238
1997-09-04,1664.0893331
1997-09-05,1739.63676129
1997-09-08,1786.72494482
1997-09-09,1798.97787664
1997-09-10,1774.96165871
1997-09-11,1756.64864951
1997-09-12,1756.45047465
1997-09-15,1749.09728202
1997-09-16,1729.67556981
1997-09-17,1711.23323761
1997-09-18,1700.08961663
1997-09-19,1696.18858844
1997-09-22,1663.1666839
1997-09-23,1669.99431029
1997-09-24,1677.66985977
1997-09-25,1681.09946582
1997-09-26,1669.50567952
1997-09-29,1652.27211643
1997-09-30,1653.91185414
1997-10-01,1626.42052103
1997-10-02,1613.96511435
1997-10-03,1590.69518931
1997-10-06,1576.72041279
1997-10-07,1567.47112127
1997-10-08,1574.48815377
1997-10-09,1587.94534667
1997-10-10,1610.24494337
1997-10-13,1597.56993918
1997-10-14,1593.34442988
1997-10-15,1562.84335377
1997-10-16,1539.05649949
1997-10-17,1535.78235384
1997-10-20,1475.98782527
1997-10-21,1470.45086088
1997-10-22,1466.78797606
1997-10-23,1441.76531391
1997-10-24,1412.28496729
1997-10-27,1378.9249434
1997-10-28,1276.95188368
1997-10-29,1312.02248875
1997-10-30,1300.4770983
1997-10-31,1307.73792848
1997-11-03,1368.68580266
1997-11-04,1395.90292753
1997-11-05,1396.62087004
1997-11-06,1389.76795063
1997-11-07,1359.26899106
1997-11-10,1347.25499655
1997-11-11,1339.15214292
1997-11-12,1321.56467828
1997-11-13,1304.70286859
1997-11-14,1306.72166537
1997-11-17,1281.86969171
1997-11-18,1250.92691265
1997-11-19,1222.58666839
1997-11-20,1170.2122622
1997-11-21,1200.52033101
1997-11-24,1163.91569342
1997-11-25,1122.86960231
1997-11-26,1123.00372567
1997-11-27,1123.53363929
1997-11-28,1095.05898403
1997-12-01,1053.28017559
1997-12-02,1038.1963496
1997-12-03,1041.04457065
1997-12-04,1073.92000625
1997-12-05,1080.12293563
1997-12-08,1082.4777757
1997-12-09,1034.59773978
1997-12-10,1023.82973476
1997-12-11,960.62960224
1997-12-12,928.61825671
1997-12-15,918.09610144
1997-12-16,931.43236176
1997-12-17,944.64187687
1997-12-18,962.00027937
1997-12-19,939.40040077
1997-12-22,917.76541371
1997-12-23,882.15706645
1997-12-24,877.79243765
1997-12-25,877.79243765
1997-12-26,915.53896732
1997-12-29,922.23769736
1997-12-30,909.10710173
1997-12-31,910.75492821
1998-01-01,910.75492821
1998-01-02,902.06007109
1998-01-05,876.31347832
1998-01-06,850.78797444
1998-01-07,826.02880636
1998-01-08,790.79829919
1998-01-09,772.35814974
1998-01-12,755.46023085
1998-01-13,778.27010843
1998-01-14,828.01490497
1998-01-15,828.801998
1998-01-16,834.3769011
1998-01-19,886.04468595
1998-01-20,870.94952007
1998-01-21,854.66850341
1998-01-22,825.83731071
1998-01-23,814.60713141
1998-01-26,835.18595425
1998-01-27,845.03194191
1998-01-28,849.23161874
1998-01-29,851.333279
1998-01-30,903.51663029
1998-02-02,954.04370005
1998-02-03,994.54684987
1998-02-04,982.10476816
1998-02-05,1009.13934129
1998-02-06,1035.86643501
1998-02-09,1045.70376727
1998-02-10,1072.52875111
1998-02-11,1077.74245079
1998-02-12,1031.21372969
1998-02-13,1003.73583621
1998-02-16,962.50081977
1998-02-17,979.04865572
1998-02-18,997.85360536
1998-02-19,1033.70049336
1998-02-20,1034.42468217
1998-02-23,1042.04651687
1998-02-24,1057.01592807
1998-02-25,1048.61069052
1998-02-26,1075.05311853
1998-02-27,1093.7592854
1998-03-02,1123.32092068
1998-03-03,1101.8685326
1998-03-04,1089.94473905
1998-03-05,1047.4148388
1998-03-06,1036.46325305
1998-03-09,1023.86565152
1998-03-10,1043.56794559
1998-03-11,1051.93451947
1998-03-12,1058.68734284
1998-03-13,1092.38067164
1998-03-16,1095.8142864
1998-03-17,1093.4732258
1998-03-18,1094.47505459
1998-03-19,1117.30961139
1998-03-20,1132.76308634
1998-03-23,1169.58433964
1998-03-24,1158.46419862
1998-03-25,1176.9044013
1998-03-26,1169.37962859
1998-03-27,1175.9353015
1998-03-30,1146.73836732
1998-03-31,1144.56723793
1998-04-01,1121.95354263
1998-04-02,1097.64299819
1998-04-03,1077.0963948
1998-04-06,1083.43446379
1998-04-07,1099.0523048
1998-04-08,1107.42390626
1998-04-09,1122.44604131
1998-04-10,1127.97808595
1998-04-13,1140.63856249
1998-04-14,1122.3738928
1998-04-15,1120.52987087
1998-04-16,1096.45514692
1998-04-17,1095.08854947
1998-04-20,1083.54392946
1998-04-21,1083.80197667
1998-04-22,1078.2449381
1998-04-23,1059.6952398
1998-04-24,1056.18538099
1998-04-27,1034.14863335
1998-04-28,1033.04034304
1998-04-29,1031.79204754
1998-04-30,1034.618108
1998-05-01,1035.41903728
1998-05-04,1021.46766284
1998-05-05,1016.11777719
1998-05-06,969.33163527
1998-05-07,963.68977461
1998-05-08,964.54540725
1998-05-11,954.52117281
1998-05-12,930.93074279
1998-05-13,882.693278
1998-05-14,886.49515712
1998-05-15,883.43174844
1998-05-18,868.09111854
1998-05-19,870.79686566
1998-05-20,896.94975392
1998-05-21,907.50936037
1998-05-22,900.50558278
1998-05-25,894.50987786
1998-05-26,877.42122054
1998-05-27,858.00002576
1998-05-28,843.22569565
1998-05-29,841.86198866
1998-06-01,812.18385971
1998-06-02,801.13891249
1998-06-03,814.66201754
1998-06-04,806.0580572
1998-06-05,798.62267144
1998-06-08,791.05940568
1998-06-09,783.19401432
1998-06-10,750.33801866
1998-06-11,743.39767843
1998-06-12,725.27845835
1998-06-15,687.6206029
1998-06-16,678.23026088
1998-06-17,709.75375575
1998-06-18,745.20161434
1998-06-19,738.29048262
1998-06-22,718.51501239
1998-06-23,709.03843443
1998-06-24,706.98425515
1998-06-25,705.43690228
1998-06-26,695.60389785
1998-06-29,687.9815323
1998-06-30,696.59678297
1998-07-01,709.3536019
1998-07-02,714.29336644
1998-07-03,711.44175104
1998-07-06,714.18541272
1998-07-07,720.03183331
1998-07-08,718.0937614
1998-07-09,715.54762734
1998-07-10,700.68892423
1998-07-13,686.52914532
1998-07-14,695.37412499
1998-07-15,707.95505788
1998-07-16,728.23362786
1998-07-17,737.50197492
1998-07-20,747.78080937
1998-07-21,745.13969374
1998-07-22,736.47881713
1998-07-23,718.67540783
1998-07-24,724.04796338
1998-07-27,721.54810532
1998-07-28,714.87297558
1998-07-29,712.47189973
1998-07-30,717.9895082
1998-07-31,723.83100352
1998-08-03,701.24623533
1998-08-04,701.58350823
1998-08-05,689.69367127
1998-08-06,667.88204727
1998-08-07,661.0664169
1998-08-10,640.12512684
1998-08-11,628.74828177
1998-08-12,627.13265652
1998-08-13,622.74880358
1998-08-14,631.02289664
1998-08-17,622.3089232
1998-08-18,615.02776829
1998-08-19,639.37093479
1998-08-20,652.19749289
1998-08-21,639.96104081
1998-08-24,627.54949683
1998-08-25,629.3276391
1998-08-26,624.38528972
1998-08-27,618.20373237
1998-08-28,599.76375865
1998-08-31,587.77766448
1998-09-01,582.03037375
1998-09-02,597.77581645
1998-09-03,604.13941205
1998-09-04,629.83546736
1998-09-07,694.01492701
1998-09-08,651.91246878
1998-09-09,659.75123068
1998-09-10,657.95546943
1998-09-11,645.82278082
1998-09-14,663.42818697
1998-09-15,663.06582316
1998-09-16,675.51480112
1998-09-17,667.97304526
1998-09-18,662.21490364
1998-09-21,648.82214339
1998-09-22,651.17857499
1998-09-23,650.39723129
1998-09-24,675.71794915
1998-09-25,676.08328663
1998-09-28,679.89928709
1998-09-29,679.17266854
1998-09-30,641.80162275
1998-10-01,637.43486796
1998-10-02,630.42111116
1998-10-05,626.34954149
1998-10-06,637.25428717
1998-10-07,650.64207809
1998-10-08,675.70124237
1998-10-09,695.20673451
1998-10-12,717.76709321
1998-10-13,708.46794254
1998-10-14,704.16924611
1998-10-15,721.60898987
1998-10-16,749.31392592
1998-10-19,762.43446925
1998-10-20,776.21072243
1998-10-21,784.96140444
1998-10-22,777.86904783
1998-10-23,774.34559007
1998-10-26,781.10359241
1998-10-27,774.81304834
1998-10-28,780.23782089
1998-10-29,794.06850316
1998-10-30,787.3176849
1998-11-02,804.67440006
1998-11-03,815.02379318
1998-11-04,822.04868232
1998-11-05,834.19280444
1998-11-06,843.55566496
1998-11-09,841.8800739
1998-11-10,821.84673429
1998-11-11,852.92194193
1998-11-12,831.88689907
1998-11-13,839.77132275
1998-11-16,860.48934175
1998-11-17,868.76481096
1998-11-18,880.05966852
1998-11-19,894.89672579
1998-11-20,923.48730115
1998-11-23,964.93921643
1998-11-24,974.83054978
1998-11-25,967.89224118
1998-11-26,966.99404076
1998-11-27,970.30220686
1998-11-30,964.75820815
1998-12-01,952.58991361
1998-12-02,958.26555727
1998-12-03,952.59464577
1998-12-04,957.06807003
1998-12-07,995.53177227
1998-12-08,996.60130625
1998-12-09,1001.65524494
1998-12-10,1025.78178618
1998-12-11,1019.34965757
1998-12-14,1024.43743034
1998-12-15,1036.35556392
1998-12-16,1014.22495784
1998-12-17,979.44265565
1998-12-18,978.34657746
1998-12-21,1006.22459798
1998-12-22,994.12994473
1998-12-23,985.3608027
1998-12-24,991.54986331
1998-12-25,994.56842752
1998-12-28,990.124494
1998-12-29,989.82958893
1998-12-30,999.32129435
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1014.5396057347507
1999-01-05,1031.358843710938
1999-01-06,1061.6539376373232
1999-01-07,1089.8338018474137
1999-01-08,1090.2094317329643
1999-01-11,1099.6227496295992
1999-01-12,1089.5851869146493
1999-01-13,1060.040326575334
1999-01-14,1025.557824781452
1999-01-15,1038.9890542618618
1999-01-18,1050.987352586272
1999-01-19,1040.1900897419534
1999-01-20,1039.2280786209578
1999-01-21,1024.07531995599
1999-01-22,996.2808071635307
1999-01-25,963.3434292048281
1999-01-26,967.8703389806349
1999-01-27,988.6446516889312
1999-01-28,982.5023946769209
1999-01-29,982.8022697290068
1999-02-01,979.5055873996749
1999-02-02,969.0462313815359
1999-02-03,962.9554618520301
1999-02-04,948.6104143862121
1999-02-05,940.0601210999982
1999-02-08,939.1386404480721
1999-02-09,927.0590852454695
1999-02-10,931.5139264423273
1999-02-11,933.817806489448
1999-02-12,950.1696978240572
1999-02-15,951.8407557375684
1999-02-16,954.5633287650709
1999-02-17,952.6230955685045
1999-02-18,947.721073382366
1999-02-19,935.8009714403809
1999-02-22,935.5498374948304
1999-02-23,933.2182503461411
1999-02-24,930.4608879994092
1999-02-25,929.4408051242493
1999-02-26,941.5692600545524
1999-03-01,950.9956377923878
1999-03-02,949.1676018561652
1999-03-03,955.4124639830763
1999-03-04,950.0644973549719
1999-03-05,952.9982563815502
1999-03-08,967.2521720170953
1999-03-09,968.8357487124023
1999-03-10,972.4891801291695
1999-03-11,971.5915028328021
1999-03-12,979.9022394337369
1999-03-15,991.0542019625923
1999-03-16,993.712473405837
1999-03-17,999.9614347531186
1999-03-18,999.639975148908
1999-03-19,1020.9671742570047
1999-03-22,1033.1531975149367
1999-03-23,1040.5847862085063
1999-03-24,1031.266158398878
1999-03-25,1033.2262575459338
1999-03-26,1031.500004590748
1999-03-29,1028.2773329013548
1999-03-30,1035.8131902853747
1999-03-31,1039.267011300402
1999-04-01,1051.845463791892
1999-04-02,1062.4543270990246
1999-04-05,1055.5328022181834
1999-04-06,1068.3418920205015
1999-04-07,1074.7295160090557
1999-04-08,1084.1107049875775
1999-04-09,1094.7314712774628
1999-04-12,1090.8401259611765
1999-04-13,1099.2113799278854
1999-04-14,1111.0969594840383
1999-04-15,1134.5684587590533
1999-04-16,1167.7750540376246
1999-04-19,1197.5187851839528
1999-04-20,1204.4482724947368
1999-04-21,1195.3843703712673
1999-04-22,1201.7104523565301
1999-04-23,1209.2069565263203
1999-04-26,1223.1915018668674
1999-04-27,1240.3515576359016
1999-04-28,1248.7528588533278
1999-04-29,1251.3442442708026
1999-04-30,1277.5407570539278
1999-05-03,1306.7562870719953
1999-05-04,1355.5153462626965
1999-05-05,1373.5166852393202
1999-05-06,1408.0815709919211
1999-05-07,1397.6688815757293
1999-05-10,1406.661993284561
1999-05-11,1406.59813950347
1999-05-12,1407.105307260323
1999-05-13,1388.702556737552
1999-05-14,1398.968317830748
1999-05-17,1367.6687156836965
1999-05-18,1373.0509232963998
1999-05-19,1383.425239064956
1999-05-20,1377.3154557196988
1999-05-21,1371.819611848841
1999-05-24,1395.76998970181
1999-05-25,1403.6174878496063
1999-05-26,1400.380135240244
1999-05-27,1402.9002078152234
1999-05-28,1383.8662487567162
1999-05-31,1391.7780983390533
1999-06-01,1400.2457773352976
1999-06-02,1406.4240220008658
1999-06-03,1418.6404417303825
1999-06-04,1432.7955774119075
1999-06-07,1463.5297366418622
1999-06-08,1500.4850729280117
1999-06-09,1488.8504965960014
1999-06-10,1517.22349486546
1999-06-11,1533.1562413061883
1999-06-14,1545.9282636933283
1999-06-15,1527.877337446338
1999-06-16,1543.0904763632125
1999-06-17,1572.2176697015982
1999-06-18,1579.1684186916204
1999-06-21,1624.3258420677428
1999-06-22,1659.6131538496065
1999-06-23,1674.3038349625203
1999-06-24,1675.1649357429583
1999-06-25,1662.2616447784376
1999-06-28,1689.0721941318263
1999-06-29,1703.4594268164205
1999-06-30,1681.5461344977448
1999-07-01,1686.4678236010022
1999-07-02,1707.122332094957
1999-07-05,1735.692831751406
1999-07-06,1745.4479863775427
1999-07-07,1736.539619337799
1999-07-08,1742.0545799825468
1999-07-09,1761.0991302155846
1999-07-12,1771.7351687961302
1999-07-13,1743.0030998600253
1999-07-14,1710.1436722879807
1999-07-15,1712.918897431105
1999-07-16,1705.3377811196954
1999-07-19,1701.7727663967783
1999-07-20,1706.7840732488496
1999-07-21,1692.5195270864567
1999-07-22,1682.41174220645
1999-07-23,1635.3323532246823
1999-07-26,1587.8997309615402
1999-07-27,1590.057692855333
1999-07-28,1629.291731622271
1999-07-29,1648.9816159162535
1999-07-30,1634.599326700052
1999-08-02,1625.8156663697287
1999-08-03,1638.9163740377087
1999-08-04,1644.6759642898141
1999-08-05,1603.9611068525776
1999-08-06,1588.1381577235934
1999-08-09,1587.3028202490498
1999-08-10,1566.8225181659675
1999-08-11,1519.4644857518945
1999-08-12,1543.7712789852317
1999-08-13,1526.7497125619668
1999-08-16,1559.5609949610132
1999-08-17,1543.173682736048
1999-08-18,1566.157884461532
1999-08-19,1586.1617634662648
1999-08-20,1601.6255540789468
1999-08-23,1628.5404743029897
1999-08-24,1630.702267906631
1999-08-25,1640.2861200502134
1999-08-26,1640.8443187853084
1999-08-27,1631.2588482886536
1999-08-30,1621.8870601666752
1999-08-31,1620.1427139621865
1999-09-01,1598.0629561815842
1999-09-02,1574.5933257950226
1999-09-03,1562.375536281821
1999-09-06,1568.0707621018712
1999-09-07,1564.041968871157
1999-09-08,1539.2328983422037
1999-09-09,1556.5822981385736
1999-09-10,1586.7736630748404
1999-09-13,1603.7718003210448
1999-09-14,1594.1321464292614
1999-09-15,1571.5175244279517
1999-09-16,1549.1261823467405
1999-09-17,1547.4233313731033
1999-09-20,1551.956696511373
1999-09-21,1547.6866708087573
1999-09-22,1535.6039555311595
1999-09-23,1523.0163557032809
1999-09-24,1514.5499725881436
1999-09-27,1495.1652997253536
1999-09-28,1488.3087248818606
1999-09-29,1487.3807328116416
1999-09-30,1483.0463006116843
1999-10-01,1498.7176861043547
1999-10-04,1502.8026163968007
1999-10-05,1500.0278989841763
1999-10-06,1517.540281301243
1999-10-07,1539.558052695284
1999-10-08,1535.075747342411
1999-10-11,1538.0660598863676
1999-10-12,1545.6738571776116
1999-10-13,1527.4331394534868
1999-10-14,1525.8778872578825
1999-10-15,1512.7765804336382
1999-10-18,1499.3259442786632
1999-10-19,1500.4518587820094
1999-10-20,1526.434576507811
1999-10-21,1542.7732069642107
1999-10-22,1540.7516675405243
1999-10-25,1532.3280449421027
1999-10-26,1527.4555840982182
1999-10-27,1514.4247997588698
1999-10-28,1513.1101206012447
1999-10-29,1528.9321957821237
1999-11-01,1541.4572428979109
1999-11-02,1556.0066590976962
1999-11-03,1549.4136993339466
1999-11-04,1562.1089154826016
1999-11-05,1565.621069827515
1999-11-08,1563.0701795102436
1999-11-09,1574.1420257635402
1999-11-10,1574.9845260524478
1999-11-11,1575.90426090907
1999-11-12,1575.41416335425
1999-11-15,1583.2312872414789
1999-11-16,1584.986146156799
1999-11-17,1564.4848937331383
1999-11-18,1570.6229274060306
1999-11-19,1578.3306675728275
1999-11-22,1587.2962404139141
1999-11-23,1571.3481946747113
1999-11-24,1553.673984486336
1999-11-25,1538.8202279719717
1999-11-26,1516.7874989842935
1999-11-29,1516.2802197317585
1999-11-30,1529.84788930051
1999-12-01,1538.7191686482236
1999-12-02,1553.0273497119292
1999-12-03,1562.872464645861
1999-12-06,1572.9113314829244
1999-12-07,1561.0410016792932
1999-12-08,1561.8071165210229
1999-12-09,1561.6785778256428
1999-12-10,1579.351839673233
1999-12-13,1597.2542538861755
1999-12-14,1594.1301376474828
1999-12-15,1585.838550902851
1999-12-16,1574.877313381608
1999-12-17,1564.505134379478
1999-12-20,1576.7158354401126
1999-12-21,1566.0765267957222
1999-12-22,1576.3211988520159
1999-12-23,1581.6915671334252
1999-12-24,1582.6683552510237
1999-12-27,1580.903030615714
1999-12-28,1583.2417640866554
1999-12-29,1581.7029138982311
1999-12-30,1596.5538383804303
1999-12-31,1598.6553136963198
2000-01-03,1625.7626946377286
2000-01-04,1669.0188132535689
2000-01-05,1621.4692116012552
2000-01-06,1609.2854856623283
2000-01-07,1628.6555644588675
2000-01-10,1654.9712212517063
2000-01-11,1635.6739277435258
2000-01-12,1646.5733480722654
2000-01-13,1644.9460492076566
2000-01-14,1656.4731957042318
2000-01-17,1669.7181130400602
2000-01-18,1663.3954887498178
2000-01-19,1639.1629925665159
2000-01-20,1642.62201665796
2000-01-21,1649.7223431001305
2000-01-24,1655.6496160313943
2000-01-25,1630.6154626542652
2000-01-26,1637.932119583847
2000-01-27,1656.4056651198107
2000-01-28,1660.8580904841967
2000-01-31,1655.0768973623722
2000-02-01,1651.382765195933
2000-02-02,1658.8757376983863
2000-02-03,1667.0722693735354
2000-02-04,1676.555498200466
2000-02-07,1682.4924764834086
2000-02-08,1676.4661928282499
2000-02-09,1683.9990144154654
2000-02-10,1690.3820819861658
2000-02-11,1684.2431316151851
2000-02-14,1667.0796298348807
2000-02-15,1648.4208319448073
2000-02-16,1650.4667368836865
2000-02-17,1671.456603492755
2000-02-18,1671.1573706031238
2000-02-21,1662.026285010883
2000-02-22,1627.7535786185904
2000-02-23,1632.714111760891
2000-02-24,1616.9727899584068
2000-02-25,1603.1527691425813
2000-02-28,1587.5809273799616
2000-02-29,1567.874453435542
2000-03-01,1575.3589498375118
2000-03-02,1581.4414257536766
2000-03-03,1568.2572423400313
2000-03-06,1593.4650050183434
2000-03-07,1592.2244038772105
2000-03-08,1588.4882509375257
2000-03-09,1589.1154749194511
2000-03-10,1587.163536019054
2000-03-13,1559.7623949463325
2000-03-14,1563.1004439804165
2000-03-15,1542.5602333759723
2000-03-16,1533.344326841113
2000-03-17,1560.2620218766847
2000-03-20,1553.4103946463024
2000-03-21,1563.5443817455653
2000-03-22,1584.1305415001611
2000-03-23,1593.621847710033
2000-03-24,1592.4591835982703
2000-03-27,1609.39033288553
2000-03-28,1618.5174419041036
2000-03-29,1610.6776690068893
2000-03-30,1598.4581704990292
2000-03-31,1599.8415503463095
2000-04-03,1581.733739012371
2000-04-04,1558.774677991612
2000-04-05,1553.5527853158023
2000-04-06,1552.7447677150965
2000-04-07,1575.6412902728416
2000-04-10,1597.200590103234
2000-04-11,1588.7678841927639
2000-04-12,1589.639540757875
2000-04-13,1578.6355100863636
2000-04-14,1582.0273512039842
2000-04-17,1492.5897368821463
2000-04-18,1525.2495720912148
2000-04-19,1524.2976230742931
2000-04-20,1518.1648428005058
2000-04-21,1526.1233031584093
2000-04-24,1510.75804504759
2000-04-25,1505.128016749822
2000-04-26,1487.3432323918266
2000-04-27,1474.5647351053165
2000-04-28,1477.9063903351346
2000-05-01,1476.939682987333
2000-05-02,1460.8727061741567
2000-05-03,1451.1210601764542
2000-05-04,1452.2973945808617
2000-05-05,1463.4935964251656
2000-05-08,1446.1743184164986
2000-05-09,1434.9300629127072
2000-05-10,1422.8391532842468
2000-05-11,1395.0178571560064
2000-05-12,1395.1677112513191
2000-05-15,1383.827428308143
2000-05-16,1391.511774986359
2000-05-17,1386.863194211522
2000-05-18,1367.5497341903197
2000-05-19,1361.9746664828472
2000-05-22,1317.3284191346759
2000-05-23,1300.264102123496
2000-05-24,1295.3757309886319
2000-05-25,1306.9040325860867
2000-05-26,1274.1674203372165
2000-05-29,1284.1065082873013
2000-05-30,1293.1664169241994
2000-05-31,1314.3196712523104
2000-06-01,1305.319938074605
2000-06-02,1331.441694192612
2000-06-05,1363.2210648636387
2000-06-06,1359.1217600707403
2000-06-07,1363.7161676768274
2000-06-08,1361.1425070101393
2000-06-09,1366.2291167465887
2000-06-12,1367.9639095859754
2000-06-13,1352.5104325718828
2000-06-14,1357.83697011884
2000-06-15,1345.9008698793782
2000-06-16,1351.2130738203373
2000-06-19,1342.9885630991455
2000-06-20,1354.0265166096108
2000-06-21,1353.7598058948709
2000-06-22,1351.3047578247276
2000-06-23,1347.0029980597967
2000-06-26,1345.7640797220438
2000-06-27,1345.913978242087
2000-06-28,1354.9918914026653
2000-06-29,1340.3284475260164
2000-06-30,1348.3112955160277
2000-07-03,1348.7418891458155
2000-07-04,1343.4187440347018
2000-07-05,1351.9575450377315
2000-07-06,1353.6040652521328
2000-07-07,1361.502965604758
2000-07-10,1373.4819547988143
2000-07-11,1374.5025097101416
2000-07-12,1383.1895194531294
2000-07-13,1375.7479756048467
2000-07-14,1371.7222672817838
2000-07-17,1376.687059094588
2000-07-18,1358.1395514988808
2000-07-19,1360.111189065799
2000-07-20,1354.360783912904
2000-07-21,1353.6381327876977
2000-07-24,1324.3277567626178
2000-07-25,1319.9181594224124
2000-07-26,1310.5144881620724
