Date,CHINA WITH PARTIAL A SHARES
2020-10-13,4043.5128436679415
2020-10-14,4041.180424292261
2020-10-15,3980.142856094012
2020-10-16,4032.1579295584397
2020-10-19,4019.496724791935
2020-10-20,4056.902220435895
2020-10-21,4070.2838392428375
2020-10-22,4052.409844984389
2020-10-23,4056.2613161547797
2020-10-26,4042.645525868144
2020-10-27,4087.4737681673723
2020-10-28,4064.0820307378444
2020-10-29,4111.645353765105
2020-10-30,4026.089167530471
2020-11-02,4092.7239015281716
2020-11-03,4048.877039474994
2020-11-04,4129.435944171551
2020-11-05,4237.996263277139
2020-11-06,4271.902879285836
2020-11-09,4271.037105473251
2020-11-10,4132.702567030188
2020-11-11,4075.6305419722885
2020-11-12,4138.195470621276
2020-11-13,4175.135922341528
2020-11-16,4174.488040815273
2020-11-17,4136.6320329769305
2020-11-18,4142.326554294345
2020-11-19,4136.363301248021
2020-11-20,4202.392845418185
2020-11-23,4226.632988010355
2020-11-24,4245.376407727497
2020-11-25,4189.886080102171
2020-11-26,4231.402237913703
2020-11-27,4252.183751353912
2020-11-30,4125.057326986974
2020-12-01,4153.801541354486
2020-12-02,4122.374093320725
2020-12-03,4158.926967264424
2020-12-04,4165.047132102007
2020-12-07,4128.157871463843
2020-12-08,4136.417438246442
2020-12-09,4119.78872689441
2020-12-10,4117.605787530804
2020-12-11,4124.708447097075
2020-12-14,4075.719168465029
2020-12-15,4075.4958870065175
2020-12-16,4135.1332260317695
2020-12-17,4185.427998843453
2020-12-18,4169.532125490487
2020-12-21,4164.093659762427
2020-12-22,4125.239954973165
2020-12-23,4155.117694755714
2020-12-24,4047.7259959647986
2020-12-25,4049.0275771535075
2020-12-28,3989.599696321356
2020-12-29,4084.4494280436047
2020-12-30,4203.510478542022
2020-12-31,4218.445193961311
