Date,CHINA WITH PARTIAL A SHARES
2014-04-16,1984.9881520006086
2014-04-17,1994.0052341175704
2014-04-18,1993.9017500959653
2014-04-21,1992.8748293927526
2014-04-22,1987.0038827426297
2014-04-23,1969.40093088609
2014-04-24,1973.6429393782507
2014-04-25,1946.2701457800347
2014-04-28,1929.2836413299444
2014-04-29,1951.8805484356762
2014-04-30,1931.420189150758
2014-05-01,1931.3718400768807
2014-05-02,1939.2838095571865
2014-05-05,1928.0349814597337
2014-05-06,1928.3529615483078
2014-05-07,1902.5790202663688
2014-05-08,1912.578110618459
2014-05-09,1904.5631688241795
2014-05-12,1937.2094634680093
2014-05-13,1948.4465535166203
2014-05-14,1973.4704190132563
2014-05-15,1979.9517308091308
2014-05-16,1971.9662654517301
2014-05-19,1969.116510877299
2014-05-20,1973.7324951297853
2014-05-21,1987.4745398462605
2014-05-22,2011.3288643271742
2014-05-23,2016.2549100911965
2014-05-26,2018.312915914817
2014-05-27,2012.7846797032018
2014-05-28,2029.1519341826797
2014-05-29,2015.8609413959914
2014-05-30,2018.8816888923054
2014-06-02,2018.6539904677445
2014-06-03,2048.6038097848573
2014-06-04,2031.9180003399988
2014-06-05,2036.3519648141942
2014-06-06,2028.6735289141138
2014-06-09,2044.558044766907
2014-06-10,2071.2530019499372
2014-06-11,2068.437221854064
2014-06-12,2068.63869674052
2014-06-13,2082.8194546568125
2014-06-16,2083.7970937004084
2014-06-17,2075.5502717568493
2014-06-18,2072.859457961621
2014-06-19,2066.649810941479
2014-06-20,2071.8275776709365
2014-06-23,2039.3754536973477
2014-06-24,2047.5538379498194
2014-06-25,2046.6592259608246
2014-06-26,2079.407878056297
2014-06-27,2077.375738280284
2014-06-30,2083.9373383381244
2014-07-01,2083.9417028113994
2014-07-02,2118.6944762418075
2014-07-03,2131.5796052674546
2014-07-04,2136.9419412637176
2014-07-07,2140.6593187338212
2014-07-08,2144.2791307158022
2014-07-09,2111.4403558310028
2014-07-10,2118.804560265711
2014-07-11,2118.0119358400925
2014-07-14,2134.8804655607337
2014-07-15,2149.45579836725
2014-07-16,2151.453579918381
2014-07-17,2150.422282233518
2014-07-18,2144.5813174205036
2014-07-21,2132.7066371537267
2014-07-22,2174.0659590401783
2014-07-23,2201.6139895426877
2014-07-24,2220.2959714135786
2014-07-25,2225.396396323119
2014-07-28,2247.223723107209
2014-07-29,2256.997397359644
2014-07-30,2254.4022781947037
2014-07-31,2256.3203353797276
2014-08-01,2234.4209642523683
2014-08-04,2255.066541298371
2014-08-05,2254.715481314405
2014-08-06,2251.6751310596383
2014-08-07,2230.309320484759
2014-08-08,2227.5466925661544
2014-08-11,2261.376713959424
2014-08-12,2270.1300513693636
2014-08-13,2292.1495623339824
2014-08-14,2271.0470215627065
2014-08-15,2286.210181425744
2014-08-18,2288.540333854852
2014-08-19,2296.8294338247315
2014-08-20,2293.8723173053777
2014-08-21,2277.286773481291
2014-08-22,2290.6569167814732
2014-08-25,2289.2311049053264
2014-08-26,2282.9405091726553
2014-08-27,2275.172767619253
2014-08-28,2253.64141455778
2014-08-29,2262.4348445171254
2014-09-01,2262.6252055890177
2014-09-02,2268.2895531396744
2014-09-03,2327.9311420283693
2014-09-04,2336.920446753397
2014-09-05,2333.5963690943904
2014-09-08,2338.37836315982
2014-09-09,2338.2143368255593
2014-09-10,2287.035634912775
2014-09-11,2280.10852155495
2014-09-12,2275.7103159377316
2014-09-15,2251.23476829513
2014-09-16,2220.9837717560345
2014-09-17,2252.0589180247143
2014-09-18,2232.9095758532
2014-09-19,2238.172481918134
2014-09-22,2201.4115858831847
2014-09-23,2189.9031705719726
2014-09-24,2209.8524644033455
2014-09-25,2198.92495982775
2014-09-26,2181.823684246232
2014-09-29,2152.3214368064073
2014-09-30,2126.6034080800137
2014-10-01,2126.563643067021
2014-10-02,2127.3725004118546
2014-10-03,2141.6014769642957
2014-10-06,2163.3571373116024
2014-10-07,2176.583634762384
2014-10-08,2160.475114915048
2014-10-09,2181.749579361957
2014-10-10,2139.8945656265087
2014-10-13,2130.228527033151
2014-10-14,2122.167368883649
2014-10-15,2127.9459229419676
2014-10-16,2106.2288758802256
2014-10-17,2115.2770106417156
2014-10-20,2129.262880910274
2014-10-21,2124.180044346814
2014-10-22,2152.8123247810595
2014-10-23,2143.5049247760185
2014-10-24,2141.016915286212
2014-10-27,2122.028731060638
2014-10-28,2162.8165477085818
2014-10-29,2195.9551450765725
2014-10-30,2186.3428534792192
2014-10-31,2216.603120317833
2014-11-03,2208.2470296747465
2014-11-04,2211.74165547034
2014-11-05,2195.4109851515987
2014-11-06,2190.7887097146445
2014-11-07,2179.6044656277427
2014-11-10,2195.62759831191
2014-11-11,2197.4831479245377
2014-11-12,2209.654621700575
2014-11-13,2218.6486100374536
2014-11-14,2225.754864605454
2014-11-17,2190.2503723225773
2014-11-18,2167.8339437324307
2014-11-19,2154.8039815736333
2014-11-20,2156.284085289074
2014-11-21,2167.4403697939806
2014-11-24,2231.264498085276
2014-11-25,2225.3479793530732
2014-11-26,2256.063452759536
2014-11-27,2247.8494919549235
2014-11-28,2257.237122935885
2014-12-01,2196.787298138763
2014-12-02,2233.1931925983554
2014-12-03,2215.44685455835
2014-12-04,2270.586222773989
2014-12-05,2283.422377101326
2014-12-08,2304.523017590921
2014-12-09,2225.9071952199656
2014-12-10,2240.7470212814096
2014-12-11,2219.926390497348
2014-12-12,2219.1023914283155
2014-12-15,2206.1273876194473
2014-12-16,2183.110372383742
2014-12-17,2182.788761124911
2014-12-18,2206.9638941087273
2014-12-19,2224.075773031867
2014-12-22,2259.083850860108
2014-12-23,2243.9115520505356
2014-12-24,2232.0930577843114
2014-12-25,2235.0821865536786
2014-12-26,2238.291029600707
2014-12-29,2293.725916359573
2014-12-30,2274.8495095994813
2014-12-31,2297.410470835167
2015-01-01,2297.410470835167
2015-01-02,2337.313851716285
2015-01-05,2338.5823746947367
2015-01-06,2323.401822119157
2015-01-07,2338.90900355977
2015-01-08,2353.3983742412943
2015-01-09,2365.886187907722
2015-01-12,2351.8160435049917
2015-01-13,2365.2719103689974
2015-01-14,2354.1508129589934
2015-01-15,2378.7123756928418
2015-01-16,2354.696740782196
2015-01-19,2279.116059054419
2015-01-20,2315.7998729872543
2015-01-21,2374.5577116733753
2015-01-22,2382.192395731126
2015-01-23,2410.9558610102254
2015-01-26,2411.6582947822726
2015-01-27,2387.0607038270914
2015-01-28,2384.509888856778
2015-01-29,2354.5889222239375
2015-01-30,2341.7716467517403
2015-02-02,2328.7111780397254
2015-02-03,2352.9531911711047
2015-02-04,2360.885898039851
2015-02-05,2368.1684562967685
2015-02-06,2348.7652029348633
2015-02-09,2332.742000871895
2015-02-10,2340.482488648343
2015-02-11,2329.561676355196
2015-02-12,2352.53845883502
2015-02-13,2378.0423360687405
2015-02-16,2379.0420575976377
2015-02-17,2385.565257405831
2015-02-18,2389.6739068414545
2015-02-19,2390.027748137053
2015-02-20,2389.5559840648907
2015-02-23,2391.740651894892
2015-02-24,2395.157529220014
2015-02-25,2398.8529944898846
2015-02-26,2424.820792780001
2015-02-27,2415.976188016395
2015-03-02,2423.9393732810736
2015-03-03,2387.1036500477626
2015-03-04,2364.7559714268864
2015-03-05,2355.5153785713032
2015-03-06,2354.9721480406247
2015-03-09,2358.1009117984695
2015-03-10,2328.2256694141574
2015-03-11,2310.1898827200503
2015-03-12,2328.015682139892
2015-03-13,2340.888206151117
2015-03-16,2363.5618821717853
2015-03-17,2368.479727491422
2015-03-18,2396.2326318594196
2015-03-19,2422.118377848791
2015-03-20,2419.3075225155894
2015-03-23,2433.947724784985
2015-03-24,2419.2771611764365
2015-03-25,2418.2671386933357
2015-03-26,2409.3070986249745
2015-03-27,2412.7391061314065
2015-03-30,2480.214246216559
2015-03-31,2493.839809899533
2015-04-01,2527.9766870159574
2015-04-02,2563.9245180418434
2015-04-03,2565.1584108136913
2015-04-06,2565.2214187309232
2015-04-07,2568.207345570492
2015-04-08,2719.7130106195527
2015-04-09,2787.2134389132425
2015-04-10,2824.5270123848427
2015-04-13,2929.032818328404
2015-04-14,2855.9147486274646
2015-04-15,2870.574158529343
2015-04-16,2910.160994624111
2015-04-17,2902.3522519965386
2015-04-20,2824.479982486302
2015-04-21,2905.8676690052407
2015-04-22,2949.1584006788703
2015-04-23,2935.8990283973026
2015-04-24,2938.2989314785855
2015-04-27,2981.982382823431
2015-04-28,2972.706433708553
2015-04-29,2956.2148836794777
2015-04-30,2927.479321159375
2015-05-01,2927.5871461440474
2015-05-04,2934.0797244640657
2015-05-05,2876.605981694238
2015-05-06,2847.561054323796
2015-05-07,2787.0708199488313
2015-05-08,2841.420207027878
2015-05-11,2876.8198424085176
2015-05-12,2843.8566913274612
2015-05-13,2831.5649079658956
2015-05-14,2831.1891795019683
2015-05-15,2865.689965814757
2015-05-18,2849.5570813538297
2015-05-19,2883.486003722776
2015-05-20,2864.2155104833296
2015-05-21,2842.7286946189092
2015-05-22,2890.6859362310174
2015-05-25,2895.0393121821317
2015-05-26,2949.414284742198
2015-05-27,2935.6686099993312
2015-05-28,2849.7830152503
2015-05-29,2835.9045688757938
2015-06-01,2876.303422497938
2015-06-02,2860.424112034984
2015-06-03,2856.2238989673842
2015-06-04,2854.1532971697643
2015-06-05,2827.039838073068
2015-06-08,2839.588954924884
2015-06-09,2784.474559720684
2015-06-10,2751.0784892979464
2015-06-11,2770.4475738954957
2015-06-12,2818.6559408276894
2015-06-15,2761.2035988626735
2015-06-16,2698.396338156873
2015-06-17,2729.037526047768
2015-06-18,2707.9809935533117
2015-06-19,2685.6079012986434
2015-06-22,2720.226763898757
2015-06-23,2776.075978326374
2015-06-24,2798.4740831883014
2015-06-25,2764.4009732904146
2015-06-26,2689.577629393563
2015-06-29,2613.0623793333357
2015-06-30,2666.020544672445
2015-07-01,2658.631227379479
2015-07-02,2631.426254795194
2015-07-03,2581.430712968807
2015-07-06,2481.646640750003
2015-07-07,2402.8147036720597
2015-07-08,2248.923101644341
2015-07-09,2378.44174227141
2015-07-10,2462.3396927294175
2015-07-13,2498.313528216442
2015-07-14,2475.6333173833873
2015-07-15,2439.340033650364
2015-07-16,2459.0048588362233
2015-07-17,2495.3002707890814
2015-07-20,2492.0312761663054
2015-07-21,2517.383849043115
2015-07-22,2488.057742231374
2015-07-23,2506.601182322256
2015-07-24,2475.086922604906
2015-07-27,2362.1603246957875
2015-07-28,2359.9864918192507
2015-07-29,2380.6527735140753
2015-07-30,2363.135688306131
2015-07-31,2371.58640630212
2015-08-03,2342.6830205467186
2015-08-04,2352.7351218882013
2015-08-05,2361.7706314570796
2015-08-06,2350.704791677639
2015-08-07,2374.7641565569998
2015-08-10,2401.579199336578
2015-08-11,2391.470734327862
2015-08-12,2334.9186022787912
2015-08-13,2351.8918710951857
2015-08-14,2350.502015375436
2015-08-17,2337.0859454579245
2015-08-18,2291.275097742077
2015-08-19,2270.595145947123
2015-08-20,2218.7040109791446
2015-08-21,2172.400621476877
2015-08-24,2036.7924075928697
2015-08-25,2029.8321075323302
2015-08-26,2010.2529871481042
2015-08-27,2112.022867359423
2015-08-28,2104.2322079382866
2015-08-31,2088.569713017147
2015-09-01,2031.042903875839
2015-09-02,2008.2892729077062
2015-09-03,2007.9581258852802
2015-09-04,1997.545213639317
2015-09-07,1982.5820982325388
2015-09-08,2053.9723297609003
2015-09-09,2135.0663879481904
2015-09-10,2094.070912464352
2015-09-11,2087.5100374786593
2015-09-14,2085.129936706643
2015-09-15,2074.7975191582655
2015-09-16,2126.8807569734154
2015-09-17,2126.3064279151445
2015-09-18,2144.42681810063
2015-09-21,2130.630786512871
2015-09-22,2132.690937167262
2015-09-23,2078.4821914003005
2015-09-24,2068.483467371339
2015-09-25,2069.9951795743355
2015-09-28,2070.615990422437
2015-09-29,2009.0953309840504
2015-09-30,2047.7772822881464
2015-10-01,2047.7772822881461
2015-10-02,2114.448616407619
2015-10-05,2146.3491932496463
2015-10-06,2146.5529534763045
2015-10-07,2224.876036302974
2015-10-08,2200.6687925989772
2015-10-09,2217.9832318193494
2015-10-12,2253.584405682315
2015-10-13,2239.7282748009266
2015-10-14,2217.559190503699
2015-10-15,2263.6659589749916
2015-10-16,2276.851889902397
2015-10-19,2285.6907175031474
2015-10-20,2281.3451107460387
2015-10-21,2276.953125022434
2015-10-22,2263.6808871794974
2015-10-23,2291.2004890891553
2015-10-26,2293.7080725693168
2015-10-27,2289.1059197910995
2015-10-28,2262.5513755815973
2015-10-29,2244.6108094685064
2015-10-30,2237.619722437244
2015-11-02,2213.74183057318
2015-11-03,2229.199867406942
2015-11-04,2284.7106767370065
2015-11-05,2290.2896679171863
2015-11-06,2284.9050710884603
2015-11-09,2267.400724860875
2015-11-10,2232.5552051815575
2015-11-11,2224.8856206461974
2015-11-12,2264.877361497188
2015-11-13,2220.3127921145674
2015-11-16,2183.243962374736
2015-11-17,2204.005861981404
2015-11-18,2201.283434279095
2015-11-19,2231.8585998204953
2015-11-20,2253.5169097887756
2015-11-23,2244.738846390196
2015-11-24,2237.1368415629545
2015-11-25,2231.252715325936
2015-11-26,2223.462274345273
2015-11-27,2171.06797731794
2015-11-30,2165.7693885210374
2015-12-01,2193.330792809714
2015-12-02,2208.57618932815
2015-12-03,2196.182778227493
2015-12-04,2183.5814751583757
2015-12-07,2181.1723435474773
2015-12-08,2155.8991910272216
2015-12-09,2140.476871109183
2015-12-10,2127.0922985364177
2015-12-11,2086.177302292412
2015-12-14,2083.411577924472
2015-12-15,2097.005586195671
2015-12-16,2134.7842206537325
2015-12-17,2144.957370895031
2015-12-18,2130.663178227121
2015-12-21,2144.3647549118937
2015-12-22,2149.9366691294663
2015-12-23,2170.702756336158
2015-12-24,2173.012836086972
2015-12-25,2173.3411503988923
2015-12-28,2146.226693818931
2015-12-29,2154.032931524696
2015-12-30,2133.9231944307585
2015-12-31,2136.394468477541
2016-01-01,2136.394468477541
2016-01-04,2055.161099935436
2016-01-05,2049.8596297693825
2016-01-06,2035.6887693072565
2016-01-07,1944.0390189763045
2016-01-08,1951.7663821741073
2016-01-11,1887.52670045986
2016-01-12,1884.464074657021
2016-01-13,1883.316011820771
2016-01-14,1884.7010266132313
2016-01-15,1836.04838072752
2016-01-18,1821.1361578711933
2016-01-19,1865.0806235930231
2016-01-20,1801.1269907362837
2016-01-21,1775.322881648856
2016-01-22,1829.9514991036774
2016-01-25,1848.4839942034328
2016-01-26,1798.5705724539887
2016-01-27,1801.3622561597372
2016-01-28,1802.0471994245584
2016-01-29,1848.7442367541935
2016-02-01,1841.3098709406484
2016-02-02,1821.4861489442776
2016-02-03,1780.7435844568413
2016-02-04,1803.6729737388919
2016-02-05,1795.7158876710134
2016-02-08,1788.9528025239426
2016-02-09,1785.0118071252612
2016-02-10,1789.7578264686313
2016-02-11,1722.4943663509787
2016-02-12,1711.3579696055947
2016-02-15,1763.9261357908358
2016-02-16,1810.4412199486414
2016-02-17,1803.0347535984843
2016-02-18,1840.234620217747
2016-02-19,1842.1958224221478
2016-02-22,1865.2049872565622
2016-02-23,1847.5447225077664
2016-02-24,1833.647631530581
2016-02-25,1789.847919958159
2016-02-26,1830.4985076303178
2016-02-29,1808.5790715607145
2016-03-01,1847.7696011732446
2016-03-02,1897.876166412632
2016-03-03,1896.3147320478156
2016-03-04,1926.7037665826626
2016-03-07,1934.2268552337446
2016-03-08,1913.1064837316844
2016-03-09,1906.5920692651753
2016-03-10,1899.1568159364522
2016-03-11,1936.136661454191
2016-03-14,1958.5982918383797
2016-03-15,1936.4894461570025
2016-03-16,1935.855229948541
2016-03-17,1967.1950740910722
2016-03-18,1997.7819411348632
2016-03-21,2009.8933596190764
2016-03-22,2007.9321835788576
2016-03-23,1996.5646021398177
2016-03-24,1972.6739982351678
2016-03-25,1973.1186889942053
2016-03-28,1971.7216294951477
2016-03-29,1978.4127871737212
2016-03-30,2018.4126535750672
2016-03-31,2024.7741635920415
2016-04-01,2004.5596618839802
2016-04-04,2003.9967593886695
2016-04-05,1977.292138750018
2016-04-06,1987.2479430347983
2016-04-07,1988.379302261981
2016-04-08,1994.2532535041498
2016-04-11,2010.0435479605442
2016-04-12,2018.6921928873314
2016-04-13,2081.397467805606
2016-04-14,2089.2581530247876
2016-04-15,2085.59423306511
2016-04-18,2070.206484872133
2016-04-19,2087.9347018026288
2016-04-20,2064.414826632751
2016-04-21,2085.817435942939
2016-04-22,2065.841470518733
2016-04-25,2040.6523129257707
2016-04-26,2042.9758600295427
2016-04-27,2037.0764325928924
2016-04-28,2037.1229360767989
2016-04-29,2021.142681651324
2016-05-02,2011.533169034004
2016-05-03,1980.2076744621043
2016-05-04,1974.8884524797384
2016-05-05,1967.613235681223
2016-05-06,1940.5656635942346
2016-05-09,1928.8996943763464
2016-05-10,1935.9111782994173
2016-05-11,1930.1126917260422
2016-05-12,1918.733409365499
2016-05-13,1897.4992082362007
2016-05-16,1922.9399534671215
2016-05-17,1943.838382485675
2016-05-18,1919.58156116411
2016-05-19,1898.9693407831294
2016-05-20,1913.081336818132
2016-05-23,1914.9054115045062
2016-05-24,1925.4808492935908
2016-05-25,1949.4141733592041
2016-05-26,1955.95284364446
2016-05-27,1985.335364537647
2016-05-30,1991.31757739681
2016-05-31,2009.0678564139457
2016-06-01,1993.4903264065003
2016-06-02,2000.1145572677563
2016-06-03,2000.6443422624884
2016-06-06,2017.9224785046708
2016-06-07,2043.724673122939
2016-06-08,2036.5941894815878
2016-06-09,2035.8658371998729
2016-06-10,1998.027188361663
2016-06-13,1957.029337336883
2016-06-14,1954.76580299115
2016-06-15,1968.3767608412459
2016-06-16,1941.97611878194
2016-06-17,1946.054277375942
2016-06-20,1973.4732072228287
2016-06-21,1988.181475180788
2016-06-22,2009.0673311241783
2016-06-23,2012.7744392315967
2016-06-24,1962.5077024641596
2016-06-27,1955.8535807715016
2016-06-28,1961.802925414741
2016-06-29,1992.4064109311548
2016-06-30,2029.3739366361474
2016-07-01,2028.6950303674287
2016-07-04,2047.5356244301117
2016-07-05,2022.8246590659771
2016-07-06,1998.2732551923302
2016-07-07,2020.782851195488
2016-07-08,2010.9339094001286
2016-07-11,2051.336128607325
2016-07-12,2077.8733426652952
2016-07-13,2081.6886321511815
2016-07-14,2101.742074902752
2016-07-15,2105.1584933730333
2016-07-18,2114.3781829917107
2016-07-19,2099.3191779537556
2016-07-20,2115.8415747393433
2016-07-21,2124.9241755337152
2016-07-22,2118.9173867095697
2016-07-25,2119.387949840522
2016-07-26,2128.3196457475246
2016-07-27,2132.9319701003033
2016-07-28,2130.99397323013
2016-07-29,2099.058562324977
2016-08-01,2124.4163775053407
2016-08-02,2120.8966722243013
2016-08-03,2096.79158913291
2016-08-04,2105.182773429928
2016-08-05,2131.833657903796
2016-08-08,2162.8050762592447
2016-08-09,2167.5373926851908
2016-08-10,2174.288104608117
2016-08-11,2198.6320733384505
2016-08-12,2233.4009683895756
2016-08-15,2260.12946663985
2016-08-16,2263.7832814867334
2016-08-17,2253.622185939727
2016-08-18,2274.222166567803
2016-08-19,2272.6151981666458
2016-08-22,2267.5320622588138
2016-08-23,2260.5084242389225
2016-08-24,2241.9724346184335
2016-08-25,2236.059597504976
2016-08-26,2250.822502042373
2016-08-29,2248.9598953420964
2016-08-30,2270.255402015865
2016-08-31,2254.22912174246
2016-09-01,2265.8203050570755
2016-09-02,2280.415330133153
2016-09-05,2314.7880861858835
2016-09-06,2356.2877404834817
2016-09-07,2346.8155142983724
2016-09-08,2358.5018150196834
2016-09-09,2350.972924444831
2016-09-12,2289.857069388308
2016-09-13,2284.967943451874
2016-09-14,2287.733990611246
2016-09-15,2302.362638363856
2016-09-16,2301.336263831393
2016-09-19,2319.1019843978615
2016-09-20,2316.7883892325717
2016-09-21,2350.234176806244
2016-09-22,2373.0302215784886
2016-09-23,2360.5562034332747
2016-09-26,2317.396770891141
2016-09-27,2343.150128530008
2016-09-28,2342.0323501082644
2016-09-29,2343.286076040353
2016-09-30,2306.174780077216
2016-10-03,2330.0589207866306
2016-10-04,2343.2764013146198
2016-10-05,2355.2150363956703
2016-10-06,2368.3603654011577
2016-10-07,2355.294180933592
2016-10-10,2365.9621060506456
2016-10-11,2335.1055543552075
2016-10-12,2317.1930400193396
2016-10-13,2283.6271318531803
2016-10-14,2293.552584971096
2016-10-17,2282.8868743186995
2016-10-18,2317.3265161141508
2016-10-19,2311.7874882428146
2016-10-20,2316.1611811676526
2016-10-21,2317.6608159613793
2016-10-24,2340.154372371453
2016-10-25,2333.4524499081035
2016-10-26,2305.3453011685165
2016-10-27,2288.415830610967
2016-10-28,2271.5970823535777
2016-10-31,2263.633988723888
2016-11-01,2277.1530644905233
2016-11-02,2238.6758564232136
2016-11-03,2227.5110500990004
2016-11-04,2223.3599280561125
2016-11-07,2255.9049713000113
2016-12-08,2235.9352989902213
2017-04-03,2444.630303411008
2017-04-04,2440.553670264889
2017-04-05,2456.306879009118
2017-04-06,2449.24357601892
2017-04-07,2452.5536225408187
2017-04-10,2453.3961402972423
2017-04-11,2435.2716182954414
2017-04-12,2452.460045404664
2017-04-13,2449.2696591453614
2017-04-14,2448.4302414827002
2017-04-17,2453.0449646210145
2017-04-18,2426.045001962166
2017-04-19,2424.439951951299
2017-04-20,2450.998834180625
2017-04-21,2452.8358251442046
2017-04-24,2461.1318820811957
2017-04-25,2495.6576683300577
2017-04-26,2494.694296180675
2017-04-27,2492.670365979728
2017-04-28,2484.3253331647384
2017-05-01,2489.285295342003
2017-05-02,2493.644142059391
