Date,AC ASIA WITH PARTIAL A SHARES
2020-10-07,2861.7322431392254
2020-10-08,2879.6833787334995
2020-10-09,2880.768908611386
2020-10-12,2907.562385197785
2020-10-13,2909.788715709353
2020-10-14,2907.1863949929693
2020-10-15,2872.7907032144117
2020-10-16,2868.5553582091525
2020-10-19,2886.2930810939906
2020-10-20,2885.8941046540313
2020-10-21,2910.033563150438
2020-10-22,2891.284532749709
2020-10-23,2896.5463195735156
2020-10-26,2886.6641545418943
2020-10-27,2896.6334177988606
2020-10-28,2884.660614284339
2020-10-29,2881.1706675721452
2020-10-30,2830.6914188993114
2020-11-02,2866.201421414699
2020-11-03,2875.546510095805
2020-11-04,2910.8200210094897
2020-11-05,2981.5192737590155
2020-11-06,3005.4934973825193
2020-11-09,3013.3703434466865
2020-11-10,3011.590052855876
2020-11-11,3028.116731407181
2020-11-12,3038.755596604211
2020-11-13,3042.3066943806984
2020-11-16,3082.7767371469918
2020-11-17,3088.724064685335
2020-11-18,3093.921190463503
2020-11-19,3085.6538142094905
2020-11-20,3102.8095062056373
2020-11-23,3113.4725482760723
2020-11-24,3143.21149462071
2020-11-25,3135.7414363215407
2020-11-26,3162.4635333437063
2020-11-27,3173.760886808347
2020-11-30,3107.5453699504646
2020-12-01,3137.4379902270125
2020-12-02,3145.19169307977
2020-12-03,3170.4796080866295
2020-12-04,3185.502255404543
2020-12-07,3177.9190313051586
2020-12-08,3175.7778481929436
2020-12-09,3195.260124439522
2020-12-10,3184.347437044204
2020-12-11,3198.562422962584
2020-12-14,3190.436475890188
2020-12-15,3183.323418318195
2020-12-16,3212.5660957939244
2020-12-17,3233.5613674032784
2020-12-18,3222.568773229076
2020-12-21,3208.743639822208
2020-12-22,3169.978418824329
2020-12-23,3189.9176346044383
2020-12-24,3187.85296942849
2020-12-25,3191.3899674139066
2020-12-28,3195.115721807182
2020-12-29,3246.174448058081
2020-12-30,3282.944667926681
2020-12-31,3286.2352493675535
