Date,AC ASIA WITH PARTIAL A SHARES
2014-08-13,2018.459460794581
2014-08-14,2025.5390202572346
2014-08-15,2028.0519524866863
2014-08-18,2025.1295792563944
2014-08-19,2037.1207811894274
2014-08-20,2033.9594828528082
2014-08-21,2030.5915602873356
2014-08-22,2031.9251458948195
2014-08-25,2034.9887511545214
2014-08-26,2029.0629986959575
2014-08-27,2033.8508149444158
2014-08-28,2026.8357918159772
2014-08-29,2022.010366981925
2014-09-01,2025.5671117987583
2014-09-02,2023.300316151894
2014-09-03,2040.8105483423026
2014-09-04,2037.1196624025467
2014-09-05,2033.0398436123678
2014-09-08,2034.1992755949816
2014-09-09,2026.6898351966654
2014-09-10,2015.4087602078325
2014-09-11,2012.4699122573827
2014-09-12,2008.6671289228086
2014-09-15,2000.1461410729028
2014-09-16,1989.5813894321157
2014-09-17,1993.4457387948937
2014-09-18,1988.4182384273888
2014-09-19,1997.1287553572529
2014-09-22,1986.2539185320359
2014-09-23,1981.0960764702913
2014-09-24,1980.7442001603927
2014-09-25,1988.9536943632781
2014-09-26,1977.4317451074044
2014-09-29,1968.1519449222008
2014-09-30,1951.4103162295326
2014-10-01,1942.5774545884206
2014-10-02,1921.0702455684748
2014-10-03,1917.385609223181
2014-10-06,1934.1948275340758
2014-10-07,1939.955258888765
2014-10-08,1918.4515486052185
2014-10-09,1922.81911005939
2014-10-10,1898.057900619783
2014-10-13,1895.9042827856752
2014-10-14,1878.0368134933985
2014-10-15,1890.9789133817906
2014-10-16,1863.1874286745508
2014-10-17,1844.9480708866902
2014-10-20,1888.5220611845402
2014-10-21,1876.1988849220459
2014-10-22,1904.5270637192607
2014-10-23,1892.747091366529
2014-10-24,1897.1773762530718
2014-10-27,1907.0575539815284
2014-10-28,1912.1593987180804
2014-10-29,1940.1645960207134
2014-10-30,1937.196962072685
2014-10-31,1960.1759246686588
2014-11-03,1940.57047067308
2014-11-04,1968.8321444145524
2014-11-05,1954.38024614697
2014-11-06,1941.2434022152506
2014-11-07,1939.6586945630804
2014-11-10,1951.908655721287
2014-11-11,1952.5657405834686
2014-11-12,1959.9770800806039
2014-11-13,1966.3560797906237
2014-11-14,1966.5513751292542
2014-11-17,1937.9793604531733
2014-11-18,1952.412357920724
2014-11-19,1942.6974979678287
2014-11-20,1938.565480924804
2014-11-21,1948.9769081811194
2014-11-24,1956.6790999114266
2014-11-25,1965.763408914196
2014-11-26,1972.7102440286749
2014-11-27,1963.2709742484942
2014-11-28,1967.3415356161015
2014-12-01,1958.465174240276
2014-12-02,1960.9915598770403
2014-12-03,1954.5405634206518
2014-12-04,1969.8453136373255
2014-12-05,1962.453103207757
2014-12-08,1963.3811133346055
2014-12-09,1959.4315516231832
2014-12-10,1940.9338612501342
2014-12-11,1919.0697811961204
2014-12-12,1926.517623470653
2014-12-15,1906.214768435088
2014-12-16,1887.4269461122506
2014-12-17,1878.1399668962815
2014-12-18,1891.2708651224675
2014-12-19,1921.0119595492438
2014-12-22,1931.3959948886782
2014-12-23,1919.9317016339287
2014-12-24,1930.083908365078
2014-12-25,1926.6287064752744
2014-12-26,1934.2101150021106
2014-12-29,1940.8139834455496
2014-12-30,1933.2841958130368
2014-12-31,1934.6225542300888
2015-01-01,1934.587392853403
2015-01-02,1937.9303516538885
2015-01-05,1928.9769093042187
2015-01-06,1894.604020850422
2015-01-07,1893.044654718405
2015-01-08,1916.6033679631864
2015-01-09,1931.0037773150614
2015-01-12,1934.037457776655
2015-01-13,1935.883719031158
2015-01-14,1933.0563191094184
2015-01-15,1952.9695973095422
2015-01-16,1934.3062719943232
2015-01-19,1934.000401328398
2015-01-20,1950.6380455241776
2015-01-21,1965.8334384456894
2015-01-22,1967.1316383505527
2015-01-23,1991.226893595228
2015-01-26,1985.814774799877
2015-01-27,2010.0016388505064
2015-01-28,2008.3102157548565
2015-01-29,1982.9421098103624
2015-01-30,1980.529478334999
2015-02-02,1976.9023553584195
2015-02-03,1969.7888107700956
2015-02-04,1994.9548306814374
2015-02-05,1987.2962007565964
2015-02-06,1980.1287687369502
2015-02-09,1979.4105603848218
2015-02-10,1975.8536584843334
2015-02-11,1966.7447575676272
2015-02-12,1991.3639943921123
2015-02-13,2006.421961498875
2015-02-16,2013.254255560904
2015-02-17,2010.9330865277043
2015-02-18,2025.2460139069992
2015-02-19,2033.9231663479911
2015-02-20,2038.7746677033304
2015-02-23,2037.5561574936326
2015-02-24,2041.6635299816378
2015-02-25,2051.4351574488096
2015-02-26,2058.232424132894
2015-02-27,2055.5625525355235
2015-03-02,2054.0265224894274
2015-03-03,2058.9967800317195
2015-03-04,2046.375612620028
2015-03-05,2040.7939969926797
2015-03-06,2048.8851607327624
2015-03-09,2029.8278132160747
2015-03-10,2014.1145449846947
2015-03-11,2007.5148437531311
2015-03-12,2026.8964581532005
2015-03-13,2034.2881752746944
2015-03-16,2032.1149995558796
2015-03-17,2048.583040819217
2015-03-18,2065.8561143743627
2015-03-19,2074.1428313278757
2015-03-20,2079.5195269862224
2015-03-23,2096.803651199232
2015-03-24,2094.009722194159
2015-03-25,2102.125126201473
2015-03-26,2081.041926897824
2015-03-27,2075.5918202984935
2015-03-30,2083.2962807189883
2015-03-31,2077.968231432531
2015-04-01,2075.7843020237783
2015-04-02,2100.3559354450595
2015-04-03,2107.8818314091272
2015-04-06,2117.181576023255
2015-04-07,2120.520875325247
2015-04-08,2152.525033221472
2015-04-09,2167.095841304733
2015-04-10,2174.915791528259
2015-04-13,2187.0754086818347
2015-04-14,2191.5341637809966
2015-04-15,2186.271901769199
2015-04-16,2206.38067763424
2015-04-17,2200.1284616013522
2015-04-20,2180.113199290545
2015-04-21,2205.3239011016744
2015-04-22,2220.0220806089847
2015-04-23,2227.58279390452
2015-04-24,2234.129323215318
2015-04-27,2239.6496339573064
2015-04-28,2246.413665571778
2015-04-29,2237.306404645858
2015-04-30,2198.1811201522937
2015-05-01,2190.6579886675286
2015-05-04,2195.08167367642
2015-05-05,2186.706448589478
2015-05-06,2182.6602203762004
2015-05-07,2155.4101468653066
2015-05-08,2170.945629267732
2015-05-11,2181.265416937447
2015-05-12,2173.6689072067898
2015-05-13,2184.5357960846873
2015-05-14,2177.361544213825
2015-05-15,2195.5531617337015
2015-05-18,2203.6282137426965
2015-05-19,2205.809610785009
2015-05-20,2203.966644862877
2015-05-21,2201.5668865460457
2015-05-22,2212.457946147172
2015-05-25,2218.940306738507
2015-05-26,2207.848851810311
2015-05-27,2192.900973070286
2015-05-28,2183.2923146267194
2015-05-29,2181.5334036308695
2015-06-01,2182.750080062986
2015-06-02,2171.758994006144
2015-06-03,2169.82770913257
2015-06-04,2162.798038774483
2015-06-05,2144.4628870592223
2015-06-08,2135.823781565657
2015-06-09,2113.7370722572364
2015-06-10,2124.5640955897566
2015-06-11,2131.15970168905
2015-06-12,2142.874306967105
2015-06-15,2128.4200873002715
2015-06-16,2110.8468931800385
2015-06-17,2108.124254394735
2015-06-18,2109.873811950732
2015-06-19,2118.622035738501
2015-06-22,2139.6449558864556
2015-06-23,2161.0938864778936
2015-06-24,2160.8736685580275
2015-06-25,2155.182211076065
2015-06-26,2137.5298990953997
2015-06-29,2098.3875726384094
2015-06-30,2118.3940475502395
2015-07-01,2118.9716406408847
2015-07-02,2122.131713573422
2015-07-03,2120.197215769666
2015-07-06,2075.2098327114136
2015-07-07,2076.172352800793
2015-07-08,2012.2066977902552
2015-07-09,2032.6235570811496
2015-07-10,2039.3125205208116
2015-07-13,2065.1522402186147
2015-07-14,2073.8899132429196
2015-07-15,2071.4903883276615
2015-07-16,2083.717959791902
2015-07-17,2092.2416941180413
2015-07-20,2085.201821043012
2015-07-21,2098.6842354860582
2015-07-22,2079.0515130263902
2015-07-23,2080.7388589605157
2015-07-24,2067.9515256172085
2015-07-27,2036.8283790033283
2015-07-28,2026.3263669909536
2015-07-29,2033.2143537691438
2015-07-30,2032.7654629968297
2015-07-31,2048.5466103831677
2015-08-03,2036.3986227810474
2015-08-04,2039.2904278220135
2015-08-05,2034.4983816469842
2015-08-06,2034.636921918784
2015-08-07,2044.0507805617676
2015-08-10,2049.9408184001686
2015-08-11,2033.0354720583523
2015-08-12,2004.5539294344617
2015-08-13,2007.5924655916542
2015-08-14,2007.0045249399711
2015-08-17,1999.243271552487
2015-08-18,1988.3106849434419
2015-08-19,1968.9237265367149
2015-08-20,1944.0341083283674
2015-08-21,1902.2254832469491
2015-08-24,1824.3928976107677
2015-08-25,1800.10218111431
2015-08-26,1833.0477512026769
2015-08-27,1862.7640437799462
2015-08-28,1898.9535091250048
2015-08-31,1885.6549559777802
2015-09-01,1842.9730694450473
2015-09-02,1827.4276141219134
2015-09-03,1834.2155721038769
2015-09-04,1814.6588033913245
2015-09-07,1804.3976069705288
2015-09-08,1800.268294923918
2015-09-09,1879.9185616109082
2015-09-10,1852.583326947602
2015-09-11,1851.9667704520857
2015-09-14,1847.7975956758196
2015-09-15,1841.6049263810235
2015-09-16,1864.3454133141272
2015-09-17,1879.0525524077661
2015-09-18,1875.0771258107147
2015-09-21,1856.9859080009915
2015-09-22,1858.6783000176688
2015-09-23,1832.9749010020405
2015-09-24,1815.5620822731462
2015-09-25,1819.4842314748507
2015-09-28,1817.3458063201624
2015-09-29,1766.0441027779675
2015-09-30,1805.4446084085894
2015-10-01,1832.3063451330536
2015-10-02,1846.0511311694293
2015-10-05,1864.6639538784138
2015-10-06,1879.8409556642457
2015-10-07,1919.1924053522011
2015-10-08,1910.6722861884473
2015-10-09,1937.7114496431059
2015-10-12,1952.8517267845154
2015-10-13,1935.6221188827956
2015-10-14,1915.423200617501
2015-10-15,1953.0437729974387
2015-10-16,1961.6804045647716
2015-10-19,1954.5911435004898
2015-10-20,1950.515659628474
2015-10-21,1965.5916068360002
2015-10-22,1952.864839233901
2015-10-23,1980.3797530637146
2015-10-26,1989.8959329241713
2015-10-27,1981.6571634790998
2015-10-28,1976.2374339763346
2015-10-29,1959.275915691297
2015-10-30,1968.4135531112402
2015-11-02,1946.6654154690127
2015-11-03,1952.0771663702205
2015-11-04,1973.2687314554105
2015-11-05,1977.0038953590238
2015-11-06,1962.3256467919541
2015-11-09,1967.7062382968525
2015-11-10,1953.1701810769207
2015-11-11,1956.0564977003241
2015-11-12,1961.7979500760573
2015-11-13,1942.8817004236755
2015-11-16,1918.6661452286762
2015-11-17,1934.3686051415991
2015-11-18,1929.1126309987642
2015-11-19,1959.7932594264157
2015-11-20,1968.1606745342363
2015-11-23,1964.0068571992863
2015-11-24,1969.2800839991635
2015-11-25,1959.6909377940938
2015-11-26,1968.9239692150732
2015-11-27,1947.6888019458806
2015-11-30,1925.0984780312594
2015-12-01,1956.6666262821473
2015-12-02,1951.3295193333208
2015-12-03,1948.81015544401
2015-12-04,1926.9952696810544
2015-12-07,1931.0115553459525
2015-12-08,1910.1267070859797
2015-12-09,1902.6914517061014
2015-12-10,1896.767263318892
2015-12-11,1894.6636020638455
2015-12-14,1876.966735233863
2015-12-15,1858.5348800185525
2015-12-16,1898.1457133656359
2015-12-17,1913.1094752388483
2015-12-18,1896.8969271784629
2015-12-21,1901.8768438845623
2015-12-22,1908.8976307593955
2015-12-23,1915.4907716561954
2015-12-24,1917.25910930272
2015-12-25,1913.508497761445
2015-12-28,1914.4561511813258
2015-12-29,1921.8897636077163
2015-12-30,1918.1183866016877
2015-12-31,1922.517886662865
2016-01-01,1922.6187350362736
2016-01-04,1875.1735365110876
2016-01-05,1872.5326618524612
2016-01-06,1856.6754684961518
2016-01-07,1813.412942849524
2016-01-08,1814.794196335077
2016-01-11,1795.822877533766
2016-01-12,1763.22646700098
2016-01-13,1792.285752204331
2016-01-14,1764.3059544434125
2016-01-15,1756.8894727580268
2016-01-18,1738.4654212717057
2016-01-19,1752.1955314857
2016-01-20,1704.0605936615502
2016-01-21,1665.6141117835796
2016-01-22,1726.0513419311417
2016-01-25,1744.6771572450814
2016-01-26,1710.262339516935
2016-01-27,1738.6282555474888
2016-01-28,1735.0673397614596
2016-01-29,1764.7284327404777
2016-02-01,1783.2548055972477
2016-02-02,1771.232395446493
2016-02-03,1742.8265051523395
2016-02-04,1755.09557948655
2016-02-05,1747.6696501480028
2016-02-08,1761.121961668681
2016-02-09,1717.3972581786154
2016-02-10,1695.2330872006248
2016-02-11,1691.431610833493
2016-02-12,1637.1796315309587
2016-02-15,1705.5109454657595
2016-02-16,1724.556649648659
2016-02-17,1707.7681918141984
2016-02-18,1745.0294189969877
2016-02-19,1738.2008410221367
2016-02-22,1747.3090466815258
2016-02-23,1744.6950363788399
2016-02-24,1739.653786870255
2016-02-25,1734.7182800107532
2016-02-26,1740.13583130551
2016-02-29,1733.462131788952
2016-03-01,1743.5584203783812
2016-03-02,1794.435288402774
2016-03-03,1818.907937828649
2016-03-04,1830.614972371329
2016-03-07,1825.723780897176
2016-03-08,1816.1768824936112
2016-03-09,1802.3520193093022
2016-03-10,1813.3475238528035
2016-03-11,1829.2650812870133
2016-03-14,1849.3660493762754
2016-03-15,1839.1312581975174
2016-03-16,1826.410689499921
2016-03-17,1860.420506069099
2016-03-18,1862.9480336168758
2016-03-21,1864.6304345338074
2016-03-22,1880.6482328212676
2016-03-23,1865.8136167506707
2016-03-24,1849.1801182782199
2016-03-25,1856.6394859493644
2016-03-28,1858.949632635741
2016-03-29,1864.4744868611374
2016-03-30,1877.6206507712752
2016-03-31,1876.0473336626324
2016-04-01,1834.1113310995825
2016-04-04,1845.4626924478266
2016-04-05,1816.8212405317306
2016-04-06,1819.1496659127595
2016-04-07,1838.9839127804717
2016-04-08,1846.6327851616638
2016-04-11,1851.4568959101878
2016-04-12,1863.957356289341
2016-04-13,1898.5958647495836
2016-04-14,1928.3208064562098
2016-04-15,1927.181431135544
2016-04-18,1894.9214776370009
2016-04-19,1927.229362699915
2016-04-20,1923.7774914907127
2016-04-21,1949.0101723651949
2016-04-22,1934.7166854147888
2016-04-25,1929.4404724353044
2016-04-26,1922.648000178391
2016-04-27,1913.685166553518
2016-04-28,1901.0108750171526
2016-04-29,1906.6439219181073
2016-05-02,1879.4031814409834
2016-05-03,1871.0076783668837
2016-05-04,1857.188487680761
2016-05-05,1851.6373452505334
2016-05-06,1848.3134105161294
2016-05-09,1837.3694753690497
2016-05-10,1851.7611873992184
2016-05-11,1852.4234826204913
2016-05-12,1851.641727054302
2016-05-13,1825.7947498594554
2016-05-16,1833.862509043004
2016-05-17,1850.8825404710492
2016-05-18,1838.7107548017777
2016-05-19,1822.9997432829482
2016-05-20,1826.2000454391052
2016-05-23,1836.9738907566132
2016-05-24,1821.2056431357773
2016-05-25,1846.084291501623
2016-05-26,1854.7092333139312
2016-05-27,1868.7696047751904
2016-05-30,1869.6538142956085
2016-05-31,1884.659865764981
2016-06-01,1882.7487174487026
2016-06-02,1873.5582441650402
2016-06-03,1895.0051232457802
2016-06-06,1894.9643648938265
2016-06-07,1916.060975580852
2016-06-08,1930.751022678264
2016-06-09,1920.1816649242683
2016-06-10,1900.9823312447834
2016-06-13,1854.6143619632853
2016-06-14,1848.2273022012714
2016-06-15,1857.1001108456212
2016-06-16,1838.7946066074473
2016-06-17,1847.069646507243
2016-06-20,1879.541810135679
2016-06-21,1894.2970463548402
2016-06-22,1892.5465442525108
2016-06-23,1896.8820580091465
2016-06-24,1828.9491858011445
2016-06-27,1842.950250741291
2016-06-28,1839.947930917843
2016-06-29,1873.9258611456837
2016-06-30,1889.2204731271527
2016-07-01,1899.6815345994632
2016-07-04,1913.799091759047
2016-07-05,1908.1770019847413
2016-07-06,1883.6937218784033
2016-07-07,1889.332358603751
2016-07-08,1876.2464443396577
2016-07-11,1911.590186622313
2016-07-12,1925.9536497591644
2016-07-13,1943.5286435121795
2016-07-14,1949.4067748661437
2016-07-15,1956.348347191258
2016-07-18,1958.4796418061062
2016-07-19,1961.5770409586025
2016-07-20,1960.808598740178
2016-07-21,1972.7516630859789
2016-07-22,1963.2603037697083
2016-07-25,1963.6135166289548
2016-07-26,1967.9579078324862
2016-07-27,1973.2474880436296
2016-07-28,1972.729803590842
2016-07-29,1994.3426541609606
2016-08-01,2011.2058272136726
2016-08-02,2003.5918119392268
2016-08-03,1966.3529828865
2016-08-04,1982.1494865340285
2016-08-05,1988.5313909457852
2016-08-08,2013.7552058499305
2016-08-09,2029.6554046445826
2016-08-10,2037.4080961427294
2016-08-11,2038.6042238341881
2016-08-12,2054.0432087816494
2016-08-15,2054.0644316867747
2016-08-16,2048.267251731029
2016-08-17,2053.8479320169954
2016-08-18,2047.407131498924
2016-08-19,2045.206877826194
2016-08-22,2043.4750057404685
2016-08-23,2043.739432577343
2016-08-24,2040.016332663568
2016-08-25,2041.0183982597675
2016-08-26,2030.9334637808504
2016-08-29,2030.2699775279757
2016-08-30,2031.9391731090884
2016-08-31,2035.28608098687
2016-09-01,2041.3139654981435
2016-09-02,2040.7485366067895
2016-09-05,2065.4371974841843
2016-09-06,2095.19001232055
2016-09-07,2100.5750953281304
2016-09-08,2100.990216390439
2016-09-09,2079.0689697069033
2016-09-12,2041.5849149286475
2016-09-13,2036.5005800408899
2016-09-14,2025.8314272479058
2016-09-15,2022.6209121922989
2016-09-16,2030.5834086769116
2016-09-19,2049.1799876546374
2016-09-20,2053.554732276612
2016-09-21,2095.9180335081733
2016-09-22,2107.616777479747
2016-09-23,2100.2135681899917
2016-09-26,2080.475536210011
2016-09-27,2099.8108212999596
2016-09-28,2088.2409372656193
2016-09-29,2091.392581011849
2016-09-30,2067.6100780765473
2016-10-03,2079.335181310984
2016-10-04,2079.803318022529
2016-10-05,2078.5465608252093
2016-10-06,2083.1729543537176
2016-10-07,2082.8512240411956
2016-10-10,2080.6564540433233
2016-10-11,2069.5899320687304
2016-10-12,2051.001004120472
2016-10-13,2040.8915719096728
2016-10-14,2042.1345267178654
2016-10-17,2043.6374978319834
2016-10-18,2061.939685542775
2016-10-19,2070.6287668493005
2016-10-20,2075.4012873857882
2016-10-21,2069.3464858427965
2016-10-24,2075.5953642983304
2016-10-25,2079.3575233461233
2016-10-26,2073.781066482219
2016-10-27,2060.7748150861653
2016-10-28,2060.727747524142
2016-10-31,2062.893832971113
2016-11-01,2071.5258103921033
2016-11-02,2050.271360895843
2016-11-03,2047.0478738317827
2016-11-04,2029.3738205818543
2016-11-07,2035.540040276045
2016-12-08,2049.7789209017774
2017-04-03,2192.7110217040286
2017-04-04,2187.517009778655
2017-04-05,2189.706740473659
2017-04-06,2171.7805320372136
2017-04-07,2177.2345924339897
2017-04-10,2177.03904707941
2017-04-11,2181.1406644556646
2017-04-12,2178.854246177445
2017-04-13,2177.5066408153916
2017-04-14,2169.3040170146655
2017-04-17,2178.4493939237063
2017-04-18,2171.136072003484
2017-04-19,2163.331268754987
2017-04-20,2169.953504031574
2017-04-21,2186.370449476915
2017-04-24,2194.846409740461
2017-04-25,2213.914104671074
