Date,ACWI WITH PARTIAL A SHARES
2020-10-19,3482.534462918185
2020-10-20,3491.3575462997323
2020-10-21,3486.77065411984
2020-10-22,3490.5671015890152
2020-10-23,3502.95920250864
2020-10-26,3449.6968081376017
2020-10-27,3440.314205626547
2020-10-28,3340.250513858095
2020-10-29,3355.033736126966
2020-10-30,3316.628310539464
2020-11-02,3357.942639130347
2020-11-03,3419.7691469481283
2020-11-04,3485.07380305122
2020-11-05,3560.4718126985304
2020-11-06,3569.0572840750865
2020-11-09,3615.9433110626987
2020-11-10,3617.666704327245
2020-11-11,3644.305376993642
2020-11-12,3622.089238104342
2020-11-13,3650.2484021565483
2020-11-16,3696.558442835339
2020-11-17,3692.3250275907376
2020-11-18,3675.979970165685
2020-11-19,3676.990533943376
2020-11-20,3672.3946343006137
2020-11-23,3685.643814756163
2020-11-24,3738.988834780015
2020-11-25,3739.404120743354
2020-11-26,3744.5336751627747
2020-11-27,3759.304520404866
2020-11-30,3726.43542095933
2020-12-01,3766.58769648653
2020-12-02,3774.863308756962
2020-12-03,3788.7598963945684
2020-12-04,3816.5824284404307
2020-12-07,3812.932887918688
2020-12-08,3821.1401603134814
2020-12-09,3803.8245642373377
2020-12-10,3805.0023019359423
2020-12-11,3797.845767258647
2020-12-14,3791.9346607624366
2020-12-15,3822.4650103290655
2020-12-16,3841.826192138399
2020-12-17,3871.1394765910736
2020-12-18,3858.693311321411
2020-12-21,3827.080561588565
2020-12-22,3821.776021262423
2020-12-23,3836.0287105811367
2020-12-24,3844.0160858887916
2020-12-25,3844.8148538227256
2020-12-28,3865.795360452028
2020-12-29,3879.3366526914197
2020-12-30,3893.2158420232104
2020-12-31,3898.871585222482
