Date,ACWI WITH PARTIAL A SHARES
2011-06-30,1705.2844361576017
2011-07-28,1686.3448947246222
2011-07-29,1677.543032055977
2011-08-30,1534.2923738414036
2011-08-31,1555.024588683269
2011-09-29,1439.5064820525038
2011-09-30,1408.2069804455634
2011-10-28,1603.0526993563592
2011-10-31,1559.0284065878982
2011-11-29,1458.2595702626181
2011-11-30,1512.3259841473434
2011-12-29,1503.1435435154233
2011-12-30,1509.259699166282
2012-01-30,1591.9437199956021
2012-01-31,1596.9655520226245
2012-02-28,1679.57788795967
2012-02-29,1677.3081921181963
2012-03-29,1679.0600407641616
2012-03-30,1688.3839584683162
2012-04-27,1672.6054182479672
2012-04-30,1669.1486771190553
2012-05-30,1523.8149937807061
2012-05-31,1519.5615914675016
2012-06-28,1547.612061131171
2012-06-29,1594.524294475288
2012-07-30,1619.2619077138054
2012-07-31,1616.2907836302224
2012-08-30,1642.5769802962084
2012-08-31,1651.3552019438073
2012-09-27,1712.2471239104566
2012-09-28,1703.396049798725
2012-10-30,1692.2464385897554
2012-10-31,1692.051665549231
2012-11-29,1711.9994201927177
2012-11-30,1713.638298651877
2012-12-28,1739.4281221027938
2012-12-31,1752.7186927269854
2013-01-30,1837.8295959510247
2013-01-31,1833.4858803142859
2013-02-27,1824.6858993717549
2013-02-28,1833.1649253143823
2013-03-28,1866.1311360262348
2013-03-29,1866.5144389464801
2013-04-29,1908.0399294042904
2013-04-30,1919.785858699255
2013-05-30,1938.979202055361
2013-05-31,1914.6945007941351
2013-06-27,1856.524513312941
2013-06-28,1858.4531322751925
2013-07-30,1951.311464013328
2013-07-31,1947.3346452261803
2013-08-29,1914.5311164054424
2013-08-30,1906.9347983882453
2013-09-27,2021.200907493417
2013-09-30,2005.4036785088938
2013-10-30,2098.1282610192916
2013-10-31,2085.940564299747
2013-11-28,2114.593030853137
2013-11-29,2115.561537392236
2013-12-30,2146.0537847295254
2013-12-31,2151.993488176354
2014-01-01,2152.0163097405602
2014-01-02,2131.127943714077
2014-01-03,2129.561458004874
2014-01-06,2122.260567628424
2014-01-07,2129.5539003689573
2014-01-08,2133.095057307049
2014-01-09,2126.399912367322
2014-01-10,2138.094993272364
2014-01-13,2128.6323584154147
2014-01-14,2135.464851814475
2014-01-15,2145.784497045967
2014-01-16,2144.2988659665284
2014-01-17,2141.4411048153056
2014-01-20,2140.8799624469893
2014-01-21,2143.6495689844623
2014-01-22,2147.742768964399
2014-01-23,2131.8832883157925
2014-01-24,2091.520053228797
2014-01-27,2071.8545338728204
2014-01-28,2079.967499810466
2014-01-29,2071.936813084182
2014-01-30,2076.3045994136705
2014-01-31,2065.932512411116
2014-02-03,2033.0325254911224
2014-02-04,2028.6931756325778
2014-02-05,2031.488979403126
2014-02-06,2058.391129077251
2014-02-07,2082.2632320571242
2014-02-10,2087.73966309099
2014-02-11,2110.449909157141
2014-02-12,2116.801050436387
2014-02-13,2121.536444428634
2014-02-14,2132.2677459509705
2014-02-17,2138.0335331929646
2014-02-18,2144.9951039499424
2014-02-19,2139.1509005161397
2014-02-20,2138.453833823498
2014-02-21,2144.9786479356085
2014-02-24,2154.7172134504726
2014-02-25,2155.34543411259
2014-02-26,2150.5228331981884
2014-02-27,2156.6608493026297
2014-02-28,2165.5633216087326
2014-03-03,2139.030126679556
2014-03-04,2166.3294848123464
2014-03-05,2168.806086960162
2014-03-06,2179.9537512016423
2014-03-07,2173.515506466884
2014-03-10,2165.476619295869
2014-03-11,2160.7189779860864
2014-03-12,2151.2096444084495
2014-03-13,2134.925870483024
2014-03-14,2121.3793735172917
2014-03-17,2137.600891760648
2014-03-18,2153.179841973936
2014-03-19,2144.2095029815946
2014-03-20,2137.6768643563373
2014-03-21,2137.781162427465
2014-03-24,2131.454555589671
2014-03-25,2143.837875688994
2014-03-26,2144.7159936080448
2014-03-27,2146.3315843679675
2014-03-28,2158.7543094364887
2014-03-31,2175.064859305482
2014-04-01,2188.0490142720714
2014-04-02,2193.6626585889717
2014-04-03,2190.099890341224
2014-04-04,2180.425419732345
2014-04-07,2161.293807991764
2014-04-08,2168.4834005611547
2014-04-09,2182.8927628691163
2014-04-10,2162.315971816102
2014-04-11,2140.462626321562
2014-04-14,2146.8808759698295
2014-04-15,2146.982380872809
2014-04-16,2168.8269164346043
2014-04-17,2176.2689179981653
2014-04-18,2177.8012141792515
2014-04-21,2179.6426349870153
2014-04-22,2190.5371800581715
2014-04-23,2186.5949418321075
2014-04-24,2189.058289835244
2014-04-25,2174.5655735505397
2014-04-28,2176.824858816598
2014-04-29,2189.9561231071025
2014-04-30,2195.6700838080314
2014-05-01,2198.9738762685724
2014-05-02,2199.498965803669
2014-05-05,2200.3102792381346
2014-05-06,2193.769880835822
2014-05-07,2195.175760672563
2014-05-08,2199.7841848880184
2014-05-09,2195.7199290624685
2014-05-12,2211.7541866190427
2014-05-13,2217.285607518143
2014-05-14,2216.8542257948043
2014-05-15,2201.8459604972913
2014-05-16,2204.417902171071
2014-05-19,2208.1010167369463
2014-05-20,2197.883957530263
2014-05-21,2208.5884121788067
2014-05-22,2217.8529172682343
2014-05-23,2224.944588453906
2014-05-26,2230.915712937465
2014-05-27,2234.2271458971913
2014-05-28,2234.0249076966993
2014-05-29,2242.5963390684165
2014-05-30,2242.363165400615
2014-06-02,2245.480792285586
2014-06-03,2245.4329198926985
2014-06-04,2246.860486872372
2014-06-05,2257.077340225064
2014-06-06,2269.9546794998996
2014-06-09,2272.7391822837367
2014-06-10,2274.090819288157
2014-06-11,2269.334702039923
2014-06-12,2262.786215565907
2014-06-13,2263.5347556149513
2014-06-16,2262.784868018672
2014-06-17,2264.2075399289433
2014-06-18,2275.1591754265214
2014-06-19,2289.055018067208
2014-06-20,2286.5262468389947
2014-06-23,2284.927144815837
2014-06-24,2276.54751401407
2014-06-25,2275.7006120454453
2014-06-26,2276.2850508341885
2014-06-27,2280.4680085381824
2014-06-30,2284.6344921653563
2014-07-01,2298.2087558188373
2014-07-02,2303.3049360962304
2014-07-03,2312.2149429499004
2014-07-04,2311.6152436777857
2014-07-07,2302.0965958323227
2014-07-08,2287.052329594177
2014-07-09,2291.434176854549
2014-07-10,2278.333965747553
2014-07-11,2279.3280187683645
2014-07-14,2293.6020914072797
2014-07-15,2287.8125901121675
2014-07-16,2299.951151083212
2014-07-17,2279.9132708032034
2014-07-18,2290.8440847846005
2014-07-21,2285.995717323617
2014-07-22,2301.1552038641094
2014-07-23,2305.9247631997864
2014-07-24,2309.22563218326
2014-07-25,2299.387740582214
2014-07-28,2299.613628923526
2014-07-29,2295.3066833771327
2014-07-30,2290.3710636678447
2014-07-31,2257.1998987386664
2014-08-01,2245.853527690896
2014-08-04,2253.2480947413997
2014-08-05,2237.932879289821
2014-08-06,2231.1507431760388
2014-08-07,2220.1828297607144
2014-08-08,2225.7482574516257
2014-08-11,2242.6201961609454
2014-08-12,2240.768652955948
2014-08-13,2254.156808726427
2014-08-14,2262.7483652703963
2014-08-15,2261.671137661548
2014-08-18,2277.741517842377
2014-08-19,2288.687483408371
2014-08-20,2290.2679959627085
2014-08-21,2296.7079868100336
2014-08-22,2290.1577281628006
2014-08-25,2301.646821148505
2014-08-26,2306.8319905736003
2014-08-27,2310.4544322089305
2014-08-28,2301.5852207456537
2014-08-29,2307.0425897356427
2014-09-01,2307.347643196857
2014-09-02,2305.2663215893826
2014-09-03,2314.7324922761027
2014-09-04,2310.7538729781013
2014-09-05,2312.37589632319
2014-09-08,2304.7904118229435
2014-09-09,2290.0504937842666
2014-09-10,2290.3264247582483
2014-09-11,2290.674644964895
2014-09-12,2280.0675302862915
2014-09-15,2275.7126322722856
2014-09-16,2281.947188872381
2014-09-17,2287.290008120258
2014-09-18,2294.6198006062145
2014-09-19,2291.2640801588095
2014-09-22,2271.8485451284964
2014-09-23,2258.25389934677
2014-09-24,2267.6657459200187
2014-09-25,2241.319970487396
2014-09-26,2247.726387117341
2014-09-29,2237.687115987945
2014-09-30,2232.33343187107
2014-10-01,2207.9226180807177
2014-10-02,2193.8427467498113
2014-10-03,2203.5961753369634
2014-10-06,2212.1170739089453
2014-10-07,2190.6442888386277
2014-10-08,2202.2301255768834
2014-10-09,2180.553806331688
2014-10-10,2145.435422219627
2014-10-13,2130.515721157439
2014-10-14,2127.2729976945866
2014-10-15,2106.926112925341
2014-10-16,2101.0413373938677
2014-10-17,2127.142477243865
2014-10-20,2142.9585360571264
2014-10-21,2172.429139387392
2014-10-22,2169.1951315524757
2014-10-23,2183.094009570754
2014-10-24,2193.003967525989
2014-10-27,2190.180617546743
2014-10-28,2214.5602838892164
2014-10-29,2219.7792184967675
2014-10-30,2223.9085842661416
2014-10-31,2248.1166625635014
2014-11-03,2236.248205661697
2014-11-04,2234.4740829272155
2014-11-05,2242.3898013344997
2014-11-06,2242.4028635504997
2014-11-07,2241.3395586368124
2014-11-10,2252.8973226489497
2014-11-11,2254.624669348637
2014-11-12,2253.4185803369287
2014-11-13,2254.317288899234
2014-11-14,2255.1169835393025
2014-11-17,2251.3493618476064
2014-11-18,2267.759472241003
2014-11-19,2264.0126662806006
2014-11-20,2265.1199496182185
2014-11-21,2282.5207696485286
2014-11-24,2287.6616038211673
2014-11-25,2290.5014484856074
2014-11-26,2297.4987039433413
2014-11-27,2293.8191049504444
2014-11-28,2285.8813276339547
2014-12-01,2269.9165119033128
2014-12-02,2277.079850958988
2014-12-03,2282.037665306462
2014-12-04,2278.8101577262864
2014-12-05,2280.7757520838745
2014-12-08,2264.740288010542
2014-12-09,2256.573956998369
2014-12-10,2227.5194404909753
2014-12-11,2225.491291442259
2014-12-12,2195.5448758645284
2014-12-15,2168.2004635457397
2014-12-16,2165.9799069019055
2014-12-17,2187.7926050387987
2014-12-18,2231.7129807664764
2014-12-19,2246.644451426928
2014-12-22,2257.2281846401042
2014-12-23,2256.878058108345
2014-12-24,2259.206209364356
2014-12-25,2258.6508068231274
2014-12-26,2263.6172241745157
2014-12-29,2268.460077030113
2014-12-30,2255.0389683861367
2014-12-31,2242.234970266095
2015-01-01,2242.2381606331396
2015-01-02,2236.035235420387
2015-01-05,2193.7894590555625
2015-01-06,2172.548933022578
2015-01-07,2183.5573689927974
2015-01-08,2225.3251878905917
2015-01-09,2213.7624937396636
2015-01-12,2203.98037803239
2015-01-13,2206.8880926176544
2015-01-14,2190.8581256248026
2015-01-15,2188.5933148463655
2015-01-16,2202.925081249547
2015-01-19,2209.3851684873543
2015-01-20,2214.593278692021
2015-01-21,2230.0226084325423
2015-01-22,2250.8851761566584
2015-01-23,2249.4620276847904
2015-01-26,2254.63278466617
2015-01-27,2246.7195193489088
2015-01-28,2226.4121951610236
2015-01-29,2229.1071860743004
2015-01-30,2207.1874453451046
2015-02-02,2227.4550461327153
2015-02-03,2255.1273316363104
2015-02-04,2256.2885899101034
2015-02-05,2271.403879344876
2015-02-06,2262.534147849416
2015-02-09,2253.780273845172
2015-02-10,2266.085939753452
2015-02-11,2260.156136808929
2015-02-12,2286.1466659328416
2015-02-13,2302.9407062003133
2015-02-16,2303.2189678712716
2015-02-17,2305.48998271576
2015-02-18,2311.0424649091683
2015-02-19,2313.553250355026
2015-02-20,2322.070890273691
2015-02-23,2324.5420246135036
2015-02-24,2331.127825010792
2015-02-25,2334.8903645593145
2015-02-26,2332.0672572356866
2015-02-27,2329.913336030572
2015-03-02,2334.037901955311
2015-03-03,2324.295216836747
2015-03-04,2313.1016992892046
2015-03-05,2316.65386705203
2015-03-06,2290.39493530734
2015-03-09,2287.4471193164886
2015-03-10,2249.3291582859224
2015-03-11,2247.363416929193
2015-03-12,2270.164371383591
2015-03-13,2257.663395172456
2015-03-16,2281.9110182298477
2015-03-17,2279.996201233576
2015-03-18,2302.61321089698
2015-03-19,2301.66132793931
2015-03-20,2330.364201022959
2015-03-23,2336.110034820685
2015-03-24,2330.357654691244
2015-03-25,2311.165500286656
2015-03-26,2294.415691119938
2015-03-27,2294.781976265948
2015-03-30,2312.4502631481287
2015-03-31,2294.493448711321
2015-04-01,2293.6297573977395
2015-04-02,2309.6712643225233
2015-04-03,2311.137918345719
2015-04-06,2330.7662501202767
2015-04-07,2330.8592357332072
2015-04-08,2337.719480428626
2015-04-09,2346.198170046002
2015-04-10,2356.832721840685
2015-04-13,2350.1642762608526
2015-04-14,2358.1227817478175
2015-04-15,2362.836763427048
2015-04-16,2370.20656019153
2015-04-17,2347.35313025901
2015-04-20,2357.3238348757354
2015-04-21,2363.0081661760833
2015-04-22,2370.3035873162535
2015-04-23,2378.946031165366
2015-04-24,2389.6920649213653
2015-04-27,2393.255366671677
2015-04-28,2395.793318231998
2015-04-29,2385.3125276343844
2015-04-30,2362.317434842205
2015-05-01,2372.515754161546
2015-05-04,2377.5812460239968
2015-05-05,2357.002095535603
2015-05-06,2354.773947119453
2015-05-07,2347.2150871733315
2015-05-08,2380.23172789993
2015-05-11,2374.6693782713132
2015-05-12,2368.3004606038926
2015-05-13,2375.9557817122695
2015-05-14,2392.87875241137
2015-05-15,2399.2991877857544
2015-05-18,2401.0857407985845
2015-05-19,2395.5841061376154
2015-05-20,2394.88584036803
2015-05-21,2402.44516136794
2015-05-22,2395.3976857893413
2015-05-25,2395.3433141628734
2015-05-26,2366.722646927907
2015-05-27,2379.8689128279516
2015-05-28,2374.919475393296
2015-05-29,2359.3876911919783
2015-06-01,2358.2930397868463
2015-06-02,2362.5533057365737
2015-06-03,2370.6283430189965
2015-06-04,2351.9145925044177
2015-06-05,2332.7984117001242
2015-06-08,2322.117856849406
2015-06-09,2319.884944570352
2015-06-10,2351.3371706948155
2015-06-11,2354.8071312459297
2015-06-12,2344.695038405535
2015-06-15,2326.9130434140093
2015-06-16,2333.259490846304
2015-06-17,2332.5674204522684
2015-06-18,2356.57598214606
2015-06-19,2348.7817916063264
2015-06-22,2377.2428991931224
2015-06-23,2378.3956551481638
2015-06-24,2367.040743473802
2015-06-25,2360.891394830404
2015-06-26,2352.86747497149
2015-06-29,2302.0814777873074
2015-06-30,2303.3583604456558
2015-07-01,2317.0297608385217
2015-07-02,2317.0045059589434
2015-07-03,2311.73673482729
2015-07-06,2288.567831359744
2015-07-07,2279.699018068967
2015-07-08,2251.7835725202262
2015-07-09,2268.6569134163014
2015-07-10,2302.813882399223
2015-07-13,2323.846507065748
2015-07-14,2335.970387395761
2015-07-15,2333.757202206753
2015-07-16,2351.212893838183
2015-07-17,2350.115566267806
2015-07-20,2350.224579751326
2015-07-21,2346.258343519165
2015-07-22,2330.861142212051
2015-07-23,2324.6898096468576
2015-07-24,2300.8538932499077
2015-07-27,2281.878755421029
2015-07-28,2297.5047517908324
2015-07-29,2316.1961072649374
2015-07-30,2313.5968635876966
2015-07-31,2322.47050536158
2015-08-03,2314.5219323946035
2015-08-04,2312.5325992176645
2015-08-05,2317.1212309995863
2015-08-06,2303.9374979996983
2015-08-07,2297.8366249343376
2015-08-10,2321.6161541315246
2015-08-11,2299.231533096912
2015-08-12,2286.6554314988007
2015-08-13,2287.413179002609
2015-08-14,2290.1377011535383
2015-08-17,2294.169072026766
2015-08-18,2286.811917042913
2015-08-19,2263.4056427326286
2015-08-20,2226.7525644971633
2015-08-21,2167.303932824036
2015-08-24,2083.8880148899307
2015-08-25,2081.3714318907846
2015-08-26,2119.850532442149
2015-08-27,2167.1631458894776
2015-08-28,2178.1568559836332
2015-08-31,2162.862251570146
2015-09-01,2105.401635720503
2015-09-02,2122.168378001253
2015-09-03,2132.1546943218814
2015-09-04,2096.675751224525
2015-09-07,2097.6054029270745
2015-09-08,2134.7266335234285
2015-09-09,2141.2205611773425
2015-09-10,2136.7999613977704
2015-09-11,2138.5416824922972
2015-09-14,2131.9189151860096
2015-09-15,2147.898970584035
2015-09-16,2175.6720383477536
2015-09-17,2175.875015379207
2015-09-18,2150.2868254060672
2015-09-21,2144.699413715683
2015-09-22,2109.5005254719426
2015-09-23,2100.4266422111605
2015-09-24,2087.9385468472046
2015-09-25,2097.4643970283623
2015-09-28,2055.8548470572405
2015-09-29,2043.0771050861215
2015-09-30,2084.5694549480586
2015-10-01,2093.270517784838
2015-10-02,2117.8833047863395
2015-10-05,2158.445376548675
2015-10-06,2164.51300544254
2015-10-07,2185.3138881443983
2015-10-08,2196.8690276184757
2015-10-09,2211.8610897941994
2015-10-12,2214.244295647628
2015-10-13,2195.7525221991755
2015-10-14,2184.9540628245677
2015-10-15,2216.0412140383355
2015-10-16,2225.522119216654
2015-10-19,2221.721173142679
2015-10-20,2218.228468309412
2015-10-21,2211.3405182760216
2015-10-22,2230.9860590255707
2015-10-23,2254.230929461959
2015-10-26,2252.091923575317
2015-10-27,2240.4395097745255
2015-10-28,2261.1204697795447
2015-10-29,2248.827030601026
2015-10-30,2248.323571701157
2015-11-02,2260.0161389662253
2015-11-03,2265.389451098917
2015-11-04,2263.539426535363
2015-11-05,2259.3093224637983
2015-11-06,2249.0408213627616
2015-11-09,2231.8345802267863
2015-11-10,2228.1496617450616
2015-11-11,2229.898980935885
2015-11-12,2206.2306117248163
2015-11-13,2182.5185758143575
2015-11-16,2196.3884423813424
2015-11-17,2209.6181816134977
2015-11-18,2227.709340720958
2015-11-19,2242.3716904157627
2015-11-20,2246.879169473146
2015-11-23,2239.754201042442
2015-11-24,2237.1414030889327
2015-11-25,2239.2808679707496
2015-11-26,2246.980489060481
2015-11-27,2239.756077312418
2015-11-30,2229.727357376022
2015-12-01,2251.39995436065
2015-12-02,2234.3421812739816
2015-12-03,2212.345222396507
2015-12-04,2230.1494614786957
2015-12-07,2219.3787335579327
2015-12-08,2197.291999068831
2015-12-09,2189.735783037409
2015-12-10,2187.6366086638636
2015-12-11,2152.5860445453413
2015-12-14,2145.6168136972433
2015-12-15,2165.000427034362
2015-12-16,2194.1656705391338
2015-12-17,2180.529507374719
2015-12-18,2152.7490463264335
2015-12-21,2159.6246069962535
2015-12-22,2173.959290468429
2015-12-23,2201.576023095352
2015-12-24,2204.73053519951
2015-12-25,2203.973222687288
2015-12-28,2199.4790450759906
2015-12-29,2218.0780738155913
2015-12-30,2205.005277019991
2015-12-31,2189.539424147658
2016-01-01,2189.558948687603
2016-01-04,2144.3972965422954
2016-01-05,2144.422041080588
2016-01-06,2118.176243314737
2016-01-07,2071.972725870591
2016-01-08,2054.683431147199
2016-01-11,2045.3654338994395
2016-01-12,2050.3761334898654
2016-01-13,2031.3006966791147
2016-01-14,2035.5138962493359
2016-01-15,1998.2645550253171
2016-01-18,1988.5093754002733
2016-01-19,1999.2469734526155
2016-01-20,1959.4140947262194
2016-01-21,1965.6373355854541
2016-01-22,2017.7162472538396
2016-01-25,2000.6180450199372
2016-01-26,2015.6247886768558
2016-01-27,2012.5855766697885
2016-01-28,2015.7180788924943
2016-01-29,2056.2226569936847
2016-02-01,2061.5809095780796
2016-02-02,2025.0689997062436
2016-02-03,2025.6062400412598
2016-02-04,2040.2049468988262
2016-02-05,2010.4271137551088
2016-02-08,1978.926121667447
2016-02-09,1966.0696034734779
2016-02-10,1964.454728904873
2016-02-11,1938.8078179485517
2016-02-12,1959.3470773399558
2016-02-15,1984.3069863958456
2016-02-16,2005.3011422084517
2016-02-17,2035.6110928165256
2016-02-18,2038.0202848557094
2016-02-19,2030.5578955617607
2016-02-22,2056.60953920639
2016-02-23,2034.718551295833
2016-02-24,2025.5506043400417
2016-02-25,2048.3169657008
2016-02-26,2050.5493992034653
2016-02-29,2042.1019909538702
2016-03-01,2079.100118098267
2016-03-02,2098.9314845719455
2016-03-03,2114.5604967045592
2016-03-04,2129.1818258189837
2016-03-07,2129.946099473971
2016-03-08,2111.564891943698
2016-03-09,2117.3666753139933
2016-03-10,2116.735964111942
2016-03-11,2154.4651268873276
2016-03-14,2156.8520909528656
2016-03-15,2143.498475951369
2016-03-16,2146.5986363627508
2016-03-17,2179.452468067499
2016-03-18,2185.4658498784624
2016-03-21,2184.182053663836
2016-03-22,2184.585268612892
2016-03-23,2167.6382337129025
2016-03-24,2154.8502110778863
2016-03-25,2156.3022439552155
2016-03-28,2161.1279328817345
2016-03-29,2173.0737802062627
2016-03-30,2198.7021750777762
2016-03-31,2193.893023262481
2016-04-01,2181.8396620052636
2016-04-04,2182.9416227699617
2016-04-05,2152.786869507235
2016-04-06,2169.9407969937797
2016-04-07,2156.3969311766305
2016-04-08,2171.048792950572
2016-04-11,2173.300634220655
2016-04-12,2189.6126962503436
2016-04-13,2219.737608851871
2016-04-14,2227.261928879519
2016-04-15,2225.8382888621986
2016-04-18,2230.853374732968
2016-04-19,2254.314099930715
2016-04-20,2255.9989770059788
2016-04-21,2251.8464108642893
2016-04-22,2244.531161044015
2016-04-25,2238.7423941769403
2016-04-26,2243.42271419861
2016-04-27,2244.121430312118
2016-04-28,2234.645317305789
2016-04-29,2226.1137676253834
2016-05-02,2230.847858916862
2016-05-03,2206.818381472732
2016-05-04,2187.6942175989616
2016-05-05,2183.978517091474
2016-05-06,2185.4480617473787
2016-05-09,2183.8772008445753
2016-05-10,2208.96918940677
2016-05-11,2199.074577521948
2016-05-12,2195.238370210113
2016-05-13,2175.8692373934323
2016-05-16,2191.714620143269
2016-05-17,2185.26880869703
2016-05-18,2182.838910722132
2016-05-19,2163.8146905317626
2016-05-20,2179.6304081507196
2016-05-23,2175.9517603519635
2016-05-24,2198.363069092996
2016-05-25,2218.834094803837
2016-05-26,2223.9887785810565
2016-05-27,2230.591206029756
2016-05-30,2231.4424466551313
2016-05-31,2228.9327901080937
2016-06-01,2226.9672586699517
2016-06-02,2229.089624935206
2016-06-03,2236.8122937317776
2016-06-06,2248.3150374198435
2016-06-07,2261.392070529045
2016-06-08,2269.409507543243
2016-06-09,2255.5623955439632
2016-06-10,2223.9037845352123
2016-06-13,2196.6586024962294
2016-06-14,2176.8020031233973
2016-06-15,2182.391139719935
2016-06-16,2173.549441879917
2016-06-17,2184.588901042563
2016-06-20,2222.833434684519
2016-06-21,2229.711054849065
2016-06-22,2230.0758159115
2016-06-23,2260.4102807588633
2016-06-24,2152.911114163209
2016-06-27,2105.8150300874377
2016-06-28,2142.026471363328
2016-06-29,2189.3535217676426
2016-06-30,2215.4758361528297
2016-07-01,2225.511862017952
2016-07-04,2227.5151951598505
2016-07-05,2206.0013194482362
2016-07-06,2197.1478780855014
2016-07-07,2203.335275536021
2016-07-08,2225.86443769763
2016-07-11,2247.6007613518873
2016-07-12,2267.210780368198
2016-07-13,2272.386900723218
2016-07-14,2285.7141807926555
2016-07-15,2283.1616842970193
2016-07-18,2287.8386606807167
2016-07-19,2281.158718840741
2016-07-20,2292.324947134387
2016-07-21,2290.2440473104703
2016-07-22,2291.624164987692
2016-07-25,2287.96422064805
2016-07-26,2290.9660932496004
2016-07-27,2292.3979390846434
2016-07-28,2294.4480953764105
2016-07-29,2310.8777577943824
2016-08-01,2308.5076089306604
2016-08-02,2293.660218331655
2016-08-03,2287.885472277891
2016-08-04,2295.687556640087
2016-08-05,2309.2062788959565
2016-08-08,2316.0599855819332
2016-08-09,2327.674547671555
2016-08-10,2327.6402031781236
2016-08-11,2339.8180332746374
2016-08-12,2341.1222769846217
2016-08-15,2347.0652988384254
2016-08-16,2336.997006491077
2016-08-17,2336.5904594027634
2016-08-18,2344.9643169829305
2016-08-19,2337.4339961255223
2016-08-22,2336.634674114729
2016-08-23,2344.452818114832
2016-08-24,2333.0166484411866
2016-08-25,2328.8070647654763
2016-08-26,2328.3575287438216
2016-08-29,2326.5202749735354
2016-08-30,2325.2287472211256
2016-08-31,2319.027512439969
2016-09-01,2323.307507145336
2016-09-02,2339.1617707106943
2016-09-05,2345.3860207205144
2016-09-06,2359.626335067991
2016-09-07,2362.517379709438
2016-09-08,2359.405405509024
2016-09-09,2310.5903840154115
2016-09-12,2314.2938475912483
2016-09-13,2288.5301522518776
2016-09-14,2285.625457274219
2016-09-15,2301.706215481731
2016-09-16,2290.4943393075596
2016-09-19,2302.214414169658
2016-09-20,2302.7552193457523
2016-09-21,2326.9518183600503
2016-09-22,2354.032254321431
2016-09-23,2340.0322582622416
2016-09-26,2318.8211297477856
2016-09-27,2326.6261003775835
2016-09-28,2335.499299088966
2016-09-29,2328.8930602279884
2016-09-30,2333.1871292339283
2016-10-03,2332.2626912929013
2016-10-04,2327.489933850663
2016-10-05,2331.7816578919806
2016-10-06,2329.116787616712
2016-10-07,2321.292427892931
2016-10-10,2330.707751389495
2016-10-11,2304.2033989722563
2016-10-12,2297.740426536465
2016-10-13,2287.2145716730674
2016-10-14,2293.95408034874
2016-10-17,2286.239076011569
2016-10-18,2306.16683409538
2016-10-19,2314.4008614731056
2016-10-20,2311.3809580461298
2016-10-21,2307.333722764541
2016-10-24,2315.5894847362683
2016-10-25,2309.5102082974786
2016-10-26,2305.7754734915834
2016-10-27,2298.116852626292
2016-10-28,2293.2255293471635
2016-10-31,2293.6415684749863
2016-11-01,2284.6405084444305
2016-11-02,2267.7913890063664
2016-11-03,2259.7128191389984
2016-11-04,2250.164562962046
2016-11-07,2285.0513093862355
2016-12-08,2365.543105529418
2017-04-03,2520.414234321711
2017-04-04,2521.8584372879127
2017-04-05,2518.406749990318
2017-04-06,2518.0705651932153
2017-04-07,2516.3241217385767
2017-04-10,2517.22276319105
2017-04-11,2517.718896005108
2017-04-12,2512.919162070644
2017-04-13,2502.454097720312
2017-04-14,2500.708888049462
2017-04-17,2518.1347345552413
2017-04-18,2506.159771620689
2017-04-19,2502.202892695919
2017-04-20,2517.9995575320922
2017-04-21,2513.549750183749
2017-04-24,2552.329328668876
2017-04-25,2568.346246928551
2017-04-26,2568.9235179168404
2017-04-27,2567.032771474531
2017-04-28,2563.2727858271055
2017-05-01,2568.9227908424973
2017-05-02,2576.2173520965302
2017-05-03,2572.110054593782
2017-05-04,2574.9378681103703
2017-05-05,2587.013638984003
2017-05-08,2590.3373839381097
