Date,AC ASIA ex JAPAN WITH PARTIAL A SHARES
2012-05-31,2059.6470780404597
2012-06-28,2070.300607403993
2012-06-29,2120.729651746775
2012-07-30,2142.1843577487675
2012-07-31,2175.0216477107842
2012-08-30,2161.4637893788286
2012-08-31,2162.9269780493782
2012-09-27,2293.5987814655155
2012-09-28,2314.8039630854037
2012-10-30,2294.9562070758093
2012-10-31,2308.695270159957
2012-11-29,2357.7844358527523
2012-11-30,2371.433749280138
2012-12-28,2446.73047934022
2012-12-31,2449.1276772452634
2013-01-30,2499.050443563707
2013-01-31,2491.2167955197933
2013-02-27,2461.6901326709817
2013-02-28,2488.039230891951
2013-03-28,2431.772884679975
2013-03-29,2437.646991909644
2013-04-29,2454.5930854838675
2013-04-30,2480.1290097631068
2013-05-30,2466.2337675624285
2013-05-31,2451.218714410612
2013-06-27,2255.0111711817854
2013-06-28,2308.3392606306315
2013-07-30,2366.2711103042784
2013-07-31,2350.5136528923936
2013-08-29,2293.6341121759965
2013-08-30,2317.251795674608
2013-09-27,2476.063520005184
2013-09-30,2442.3043745269
2013-10-30,2563.6683524045534
2013-10-31,2548.18743364914
2013-11-28,2542.4899008758607
2013-11-29,2554.213203432108
2013-12-30,2518.1167793256136
2013-12-31,2526.4058633835016
2014-01-01,2526.3067995072383
2014-01-02,2505.924333546273
2014-01-03,2467.556734862713
2014-01-06,2451.2875989229638
2014-01-07,2447.2694617357915
2014-01-08,2464.609514009399
2014-01-09,2448.790190552612
2014-01-10,2452.169995122972
2014-01-13,2471.955029404099
2014-01-14,2465.572234968549
2014-01-15,2471.0599406035512
2014-01-16,2473.8571422004875
2014-01-17,2474.7633188308446
2014-01-20,2466.509974231797
2014-01-21,2470.957941774938
2014-01-22,2479.673939060729
2014-01-23,2454.3028244607185
2014-01-24,2430.256799080558
2014-01-27,2377.9558565804678
2014-01-28,2385.3399324626666
2014-01-29,2407.886482511474
2014-01-30,2399.6147321990006
2014-01-31,2400.669183755721
2014-02-03,2385.209989726734
2014-02-04,2346.202760373949
2014-02-05,2337.2060099894143
2014-02-06,2356.6967619197394
2014-02-07,2382.04071298854
2014-02-10,2381.6407126602066
2014-02-11,2406.0867095090894
2014-02-12,2431.9115939064545
2014-02-13,2416.58606181563
2014-02-14,2435.0140437432788
2014-02-17,2455.1775184242033
2014-02-18,2452.051497296106
2014-02-19,2456.657693615012
2014-02-20,2432.9803233487787
2014-02-21,2453.899216314631
2014-02-24,2438.315922166794
2014-02-25,2442.5743120916445
2014-02-26,2455.970689383287
2014-02-27,2475.443140840601
2014-02-28,2481.785134714517
2014-03-03,2459.5715898099293
2014-03-04,2460.2461873306906
2014-03-05,2469.6780210682423
2014-03-06,2492.5763251889816
2014-03-07,2496.2554688900204
2014-03-10,2465.761902696806
2014-03-11,2472.7641750354605
2014-03-12,2441.355860698615
2014-03-13,2441.09879759895
2014-03-14,2422.8868959547044
2014-03-17,2428.691935943795
2014-03-18,2437.6868251414044
2014-03-19,2432.469532200315
2014-03-20,2392.450733022613
2014-03-21,2408.8124201813216
2014-03-24,2437.340020328856
2014-03-25,2433.215730304289
2014-03-26,2457.0833629532713
2014-03-27,2464.1033048405443
2014-03-28,2487.2888533150876
2014-03-31,2504.757088969852
2014-04-01,2529.489405641066
2014-04-02,2540.3162459968007
2014-04-03,2539.750179108526
2014-04-04,2535.6823687953547
2014-04-07,2534.836634472994
2014-04-08,2550.7119731308762
2014-04-09,2573.013205582371
2014-04-10,2591.0454080464024
2014-04-11,2577.6504007971143
2014-04-14,2573.075016673845
2014-04-15,2558.298713601217
2014-04-16,2557.936465446385
2014-04-17,2566.0946932375523
2014-04-18,2572.0108008813404
2014-04-21,2569.401643057543
2014-04-22,2567.8464820512363
2014-04-23,2556.43959744522
2014-04-24,2560.7098520079776
2014-04-25,2529.821362874858
2014-04-28,2523.6898529682016
2014-04-29,2538.0060169651597
2014-04-30,2521.5299504631926
2014-05-01,2521.8863229052863
2014-05-02,2534.9856862126544
2014-05-05,2527.6376433104697
2014-05-06,2530.1352806217774
2014-05-07,2512.7285002647623
2014-05-08,2519.2368487207564
2014-05-09,2525.095587264093
2014-05-12,2544.0093715897992
2014-05-13,2561.785002320194
2014-05-14,2589.0780279996757
2014-05-15,2596.914735069251
2014-05-16,2601.1741793484416
2014-05-19,2609.388564546808
2014-05-20,2603.379380937059
2014-05-21,2604.2344590875673
2014-05-22,2625.5671148933093
2014-05-23,2631.3224489884306
2014-05-26,2626.932848542962
2014-05-27,2619.1773174647
2014-05-28,2637.228665502237
2014-05-29,2631.621480725038
2014-05-30,2622.7493228078383
2014-06-02,2627.6210466790785
2014-06-03,2649.1868303257493
2014-06-04,2638.1930910211413
2014-06-05,2643.8272273567236
2014-06-06,2644.9861808666133
2014-06-09,2654.4104805317693
2014-06-10,2675.352540514998
2014-06-11,2672.9386846872226
2014-06-12,2667.7528814351404
2014-06-13,2659.8956980725425
2014-06-16,2657.5568272136456
2014-06-17,2657.851620779379
2014-06-18,2647.5467301532863
2014-06-19,2653.667138189922
2014-06-20,2642.715120938117
2014-06-23,2631.8644240599497
2014-06-24,2646.9597974349876
2014-06-25,2640.4354135019826
2014-06-26,2666.659467252924
2014-06-27,2667.8661060527265
2014-06-30,2684.359886942902
2014-07-01,2684.6769738915377
2014-07-02,2721.3243586479634
2014-07-03,2724.77697359738
2014-07-04,2728.2611528104603
2014-07-07,2734.4842613765013
2014-07-08,2733.0637063562863
2014-07-09,2712.5396486852387
2014-07-10,2722.2246425294834
2014-07-11,2706.8136296466855
2014-07-14,2714.089457208205
2014-07-15,2726.2390736517605
2014-07-16,2726.4463648971237
2014-07-17,2725.392281888479
2014-07-18,2721.149427349322
2014-07-21,2724.18561438183
2014-07-22,2750.170425696321
2014-07-23,2766.471808448838
2014-07-24,2774.487270843384
2014-07-25,2772.08229492323
2014-07-28,2781.7194432168153
2014-07-29,2795.483751601967
2014-07-30,2806.347569719445
2014-07-31,2788.1120589206294
2014-08-01,2757.822197892669
2014-08-04,2779.160678391158
2014-08-05,2770.3438720147606
2014-08-06,2758.7071641120333
2014-08-07,2744.4689771440135
2014-08-08,2726.5713610214266
2014-08-11,2758.7643588757805
2014-08-12,2768.2609830753504
2014-08-13,2789.772413985892
2014-08-14,2793.601367774409
2014-08-15,2798.6636951363625
2014-08-18,2795.534804947806
2014-08-19,2815.0503505425745
2014-08-20,2820.287707573576
2014-08-21,2800.686752080574
2014-08-22,2819.7588940630917
2014-08-25,2815.966984530934
2014-08-26,2814.6738735374875
2014-08-27,2822.8611793586956
2014-08-28,2811.9770456628626
2014-08-29,2807.254485120701
2014-09-01,2816.5623966730154
2014-09-02,2803.152772701463
2014-09-03,2834.7558954264377
2014-09-04,2837.008641147124
2014-09-05,2827.055478959378
2014-09-08,2832.2728532338583
2014-09-09,2828.769346835771
2014-09-10,2796.8504020270793
2014-09-11,2782.739932502129
2014-09-12,2778.5181553381453
2014-09-15,2754.121996678262
2014-09-16,2732.5017737731073
2014-09-17,2758.3704998081616
2014-09-18,2745.4508746811525
2014-09-19,2749.1521819312384
2014-09-22,2723.470347940272
2014-09-23,2707.635294057307
2014-09-24,2714.647896731015
2014-09-25,2697.7438230512507
2014-09-26,2690.9237715198933
2014-09-29,2660.6669865163044
2014-09-30,2644.8538454971767
2014-10-01,2634.4553684522753
2014-10-02,2623.09773637204
2014-10-03,2636.6876609126434
2014-10-06,2643.826957156482
2014-10-07,2648.49027584027
2014-10-08,2621.7958659378264
2014-10-09,2647.5120805459633
2014-10-10,2614.2588857258725
2014-10-13,2597.401082846433
2014-10-14,2597.81622353666
2014-10-15,2598.0194619839604
2014-10-16,2574.6226137732187
2014-10-17,2573.4668227465704
2014-10-20,2604.107541194568
2014-10-21,2602.5194100748536
2014-10-22,2631.9674566685912
2014-10-23,2627.258185481484
2014-10-24,2620.439725195321
2014-10-27,2615.0494474292486
2014-10-28,2637.391096645812
2014-10-29,2677.805774055186
2014-10-30,2671.372480438413
2014-10-31,2696.879196639452
2014-11-03,2688.6204581831976
2014-11-04,2677.89761245118
2014-11-05,2660.71498399157
2014-11-06,2656.8573718323382
2014-11-07,2645.5589054406955
2014-11-10,2677.525545474323
2014-11-11,2674.5290310398177
2014-11-12,2674.8088681610034
2014-11-13,2682.4755079876277
2014-11-14,2679.4120697915323
2014-11-17,2662.531344666987
2014-11-18,2655.2735472073864
2014-11-19,2648.2759438668763
2014-11-20,2643.6135788572774
2014-11-21,2655.3925061627497
2014-11-24,2690.8728576827784
2014-11-25,2688.1234049499403
2014-11-26,2705.9257928515135
2014-11-27,2711.2079161577503
2014-11-28,2707.7913335028584
2014-12-01,2659.5871122773947
2014-12-02,2672.1730467403227
2014-12-03,2662.8234761780664
2014-12-04,2685.9858618236467
2014-12-05,2690.1377725599823
2014-12-08,2680.279870892331
2014-12-09,2651.280158621472
2014-12-10,2650.971777234454
2014-12-11,2624.84559614371
2014-12-12,2621.8492514476984
2014-12-15,2602.448691172588
2014-12-16,2575.140318337653
2014-12-17,2558.30343691921
2014-12-18,2579.620433528116
2014-12-19,2609.793012963937
2014-12-22,2638.7058355937666
2014-12-23,2624.300033064887
2014-12-24,2625.5538303757785
2014-12-25,2623.663712325693
2014-12-26,2631.9874626204264
2014-12-29,2656.85476139743
2014-12-30,2644.6471422736713
2014-12-31,2657.598790449689
2015-01-01,2657.510475945627
2015-01-02,2671.584656636007
2015-01-05,2649.896808842439
2015-01-06,2611.6407902696974
2015-01-07,2622.172669542849
2015-01-08,2656.566869041775
2015-01-09,2671.628706317979
2015-01-12,2675.2100258991004
2015-01-13,2686.2624601528214
2015-01-14,2677.3734541290105
2015-01-15,2697.5042061888366
2015-01-16,2683.4311860139633
2015-01-19,2667.2526624977395
2015-01-20,2683.1850144359146
2015-01-21,2722.056178289528
2015-01-22,2730.5144443782733
2015-01-23,2766.141989858751
2015-01-26,2767.535366731547
2015-01-27,2770.926135137787
2015-01-28,2768.766916233206
2015-01-29,2738.6117414833884
2015-01-30,2721.485230000813
2015-02-02,2717.8368948049388
2015-02-03,2730.7234134233545
2015-02-04,2752.745895114407
2015-02-05,2743.9777551453008
2015-02-06,2742.202441129052
2015-02-09,2720.868240474304
2015-02-10,2721.0917097722704
2015-02-11,2718.7750098504685
2015-02-12,2718.208344543112
2015-02-13,2750.4556362661788
2015-02-16,2748.574342990058
2015-02-17,2749.4928850131855
2015-02-18,2754.041011161382
2015-02-19,2755.4310204251988
2015-02-20,2754.1175070678723
2015-02-23,2748.3962531917978
2015-02-24,2756.1916527770322
2015-02-25,2775.1689659597782
2015-02-26,2780.2783031314634
2015-02-27,2773.306095747827
2015-03-02,2779.609636392402
2015-03-03,2777.583782340211
2015-03-04,2764.34058080122
2015-03-05,2748.971008144088
2015-03-06,2760.0211220160045
2015-03-09,2729.561874752251
2015-03-10,2702.297847406687
2015-03-11,2690.070209578015
2015-03-12,2702.375407295716
2015-03-13,2697.0893266154203
2015-03-16,2697.883481979859
2015-03-17,2717.8573775789923
2015-03-18,2734.427974735944
2015-03-19,2765.2176993054277
2015-03-20,2758.1388805081806
2015-03-23,2772.361315673638
2015-03-24,2775.794765357591
2015-03-25,2776.765138139703
2015-03-26,2753.8250160342145
2015-03-27,2750.2968694453775
2015-03-30,2780.860820031777
2015-03-31,2792.8093580650107
2015-04-01,2803.583105451755
2015-04-02,2827.9641085651897
2015-04-03,2832.1441960914276
2015-04-06,2846.166874438247
2015-04-07,2851.7094474158375
2015-04-08,2910.446393405247
2015-04-09,2944.408766411265
2015-04-10,2970.3998618890123
2015-04-13,3009.2147260418997
2015-04-14,2989.648690927549
2015-04-15,2981.712670062729
2015-04-16,3015.6214860401633
2015-04-17,3009.691776071684
2015-04-20,2972.2215715585753
2015-04-21,2997.683770832237
2015-04-22,3020.219841836861
2015-04-23,3028.032300791488
2015-04-24,3040.949531182931
2015-04-27,3057.74930205326
2015-04-28,3052.988777142023
2015-04-29,3033.12759686036
2015-04-30,3008.2597275807957
2015-05-01,3007.843200850414
2015-05-04,3019.7249558305625
2015-05-05,2995.6983240906693
2015-05-06,2972.5360137104253
2015-05-07,2925.9320142501733
2015-05-08,2950.7197009950546
2015-05-11,2965.610584833887
2015-05-12,2939.892810571264
2015-05-13,2947.022836972438
2015-05-14,2952.2555458801307
2015-05-15,2974.5266313057245
2015-05-18,2974.32964040341
2015-05-19,2989.0387298840856
2015-05-20,2979.1534986074857
2015-05-21,2965.5867387828625
2015-05-22,2999.3563649754765
2015-05-25,2996.3268755995496
2015-05-26,3001.015979064373
2015-05-27,2975.474152378355
2015-05-28,2941.022008209062
2015-05-29,2934.1877585561147
2015-06-01,2939.2951227171466
2015-06-02,2911.4663751050625
2015-06-03,2913.995193822735
2015-06-04,2899.3029450424765
2015-06-05,2887.6726555297787
2015-06-08,2868.8355735796254
2015-06-09,2836.38332869363
2015-06-10,2839.432824776149
2015-06-11,2845.0000727715906
2015-06-12,2862.429784061042
2015-06-15,2830.0147968634965
2015-06-16,2803.4477948721096
2015-06-17,2824.1179789802954
2015-06-18,2829.948451179814
2015-06-19,2826.58761746386
2015-06-22,2859.9862097222426
2015-06-23,2884.2990926420407
2015-06-24,2889.0320370396644
2015-06-25,2875.5427238642155
2015-06-26,2841.690446650996
2015-06-29,2782.128365523295
2015-06-30,2820.076887893178
2015-07-01,2826.9813649282805
2015-07-02,2820.2163738038394
2015-07-03,2800.2814116431587
2015-07-06,2733.9016546623466
2015-07-07,2703.2859195976253
2015-07-08,2603.8382148247065
2015-07-09,2661.245033197455
2015-07-10,2698.5014811814476
2015-07-13,2732.069907349611
2015-07-14,2716.497347053594
2015-07-15,2709.9179552486994
2015-07-16,2720.9624693753753
2015-07-17,2736.540249636853
2015-07-20,2724.796144747319
2015-07-21,2735.570711963472
2015-07-22,2718.7172849132558
2015-07-23,2710.6398367679526
2015-07-24,2685.743738576058
2015-07-27,2620.8758645045946
2015-07-28,2620.4317119422617
2015-07-29,2636.0613429051714
2015-07-30,2623.4454855725007
2015-07-31,2635.0417362872126
2015-08-03,2608.8670003649327
2015-08-04,2617.348528296532
2015-08-05,2617.7125460845396
2015-08-06,2601.038591348614
2015-08-07,2606.2222402275866
2015-08-10,2611.4936799438246
2015-08-11,2581.315082937271
2015-08-12,2523.8881924984603
2015-08-13,2539.4602580457295
2015-08-14,2541.608343188338
2015-08-17,2513.055553321588
2015-08-18,2487.0265774974464
2015-08-19,2469.3910906633328
2015-08-20,2431.5620694226222
2015-08-21,2379.4780846734393
2015-08-24,2253.5038340805595
2015-08-25,2290.974712866893
2015-08-26,2288.03454130696
2015-08-27,2357.714887032403
2015-08-28,2377.99021918238
2015-08-31,2372.8802742703656
2015-09-01,2330.7730206110527
2015-09-02,2314.6719231838943
2015-09-03,2319.101931296106
2015-09-04,2296.360819241401
2015-09-07,2270.0000683129924
2015-09-08,2311.405641204397
2015-09-09,2389.82845587755
2015-09-10,2365.579741136774
2015-09-11,2362.529240283045
2015-09-14,2370.0889178422135
2015-09-15,2356.2696438338326
2015-09-16,2400.8093240043113
2015-09-17,2415.912852988618
2015-09-18,2434.7161602967453
2015-09-21,2400.272307470094
2015-09-22,2395.4325444202245
2015-09-23,2340.0254524088728
2015-09-24,2329.6596863150144
2015-09-25,2326.522582274991
2015-09-28,2318.6449232098053
2015-09-29,2291.0604328230716
2015-09-30,2330.6963673954324
2015-10-01,2344.433840278754
2015-10-02,2366.886537320133
2015-10-05,2403.867523995285
2015-10-06,2421.6132698215024
2015-10-07,2486.307451912081
2015-10-08,2478.6415812356613
2015-10-09,2501.7970877053526
2015-10-12,2531.6747201390685
2015-10-13,2510.310725904314
2015-10-14,2498.945159030422
2015-10-15,2549.2671258436835
2015-10-16,2555.2755309036693
2015-10-19,2563.1840305850897
2015-10-20,2553.573622055678
2015-10-21,2548.595807604274
2015-10-22,2539.065231700526
2015-10-23,2574.546379104039
2015-10-26,2575.66383746221
2015-10-27,2567.460835518264
2015-10-28,2551.926852207801
2015-10-29,2521.7416524378277
2015-10-30,2518.2048530321713
2015-11-02,2512.8635499218267
2015-11-03,2535.860904314335
2015-11-04,2573.808307960936
2015-11-05,2561.0242321809164
2015-11-06,2542.268772324743
2015-11-09,2515.237487052885
2015-11-10,2480.4073288665513
2015-11-11,2474.2284889598204
2015-11-12,2491.4900930215167
2015-11-13,2455.633982650946
2015-11-16,2422.5747526739146
2015-11-17,2446.910629497903
2015-11-18,2434.528844571594
2015-11-19,2475.024549570478
2015-11-20,2493.402973191125
2015-11-23,2486.3940151381266
2015-11-24,2487.341169200219
2015-11-25,2488.311047744732
2015-11-26,2493.1107156151184
2015-11-27,2456.4615762732396
2015-11-30,2434.3635240138815
2015-12-01,2471.4509081727947
2015-12-02,2470.6604693450463
2015-12-03,2458.246045319471
2015-12-04,2445.57564983025
2015-12-07,2442.4040258706727
2015-12-08,2409.985120372877
2015-12-09,2394.144377678639
2015-12-10,2390.473350580922
2015-12-11,2362.3329658003845
2015-12-14,2347.846780860733
2015-12-15,2358.487159929907
2015-12-16,2397.4574734243774
2015-12-17,2416.2281911168297
2015-12-18,2396.3604019346353
2015-12-21,2408.575048463248
2015-12-22,2418.743119606832
2015-12-23,2436.209250438818
2015-12-24,2439.2424973331695
2015-12-25,2440.4792320843985
2015-12-28,2424.4041699198688
2015-12-29,2427.4471706247787
2015-12-30,2415.589215919363
2015-12-31,2421.146293484895
2016-01-01,2421.38768962374
2016-01-04,2342.983960819725
2016-01-05,2342.620058767675
2016-01-06,2319.5681908663014
2016-01-07,2252.813256134443
2016-01-08,2263.0262991101563
2016-01-11,2211.0538741534688
2016-01-12,2207.204240830073
2016-01-13,2225.212141931432
2016-01-14,2206.162520414151
2016-01-15,2174.3209053549326
2016-01-18,2159.2264440243216
2016-01-19,2193.474994601208
2016-01-20,2127.353524515834
2016-01-21,2105.9179925542694
2016-01-22,2165.209394148563
2016-01-25,2187.2869157422806
2016-01-26,2148.9754353300636
2016-01-27,2164.1392158423087
2016-01-28,2170.139550678536
2016-01-29,2222.8278376269336
2016-02-01,2222.4585400944684
2016-02-02,2195.6164375880944
2016-02-03,2157.1901370385003
2016-02-04,2193.888445536212
2016-02-05,2202.8947372617044
2016-02-08,2196.8095424103944
2016-02-09,2190.878297461082
2016-02-10,2189.908986503696
2016-02-11,2136.541791555351
2016-02-12,2124.0068851795972
2016-02-15,2169.0912747707607
2016-02-16,2193.2338582801854
2016-02-17,2185.7422540114308
2016-02-18,2221.0020378086847
2016-02-19,2218.6393690438936
2016-02-22,2233.1743229996887
2016-02-23,2222.839199295892
2016-02-24,2205.887122778512
2016-02-25,2187.0075831154913
2016-02-26,2215.377904515327
2016-02-29,2202.884980121273
2016-03-01,2235.220844596572
2016-03-02,2286.673493358633
2016-03-03,2308.27702591081
2016-03-04,2332.416804660412
2016-03-07,2337.189514332253
2016-03-08,2316.5930381391204
2016-03-09,2313.700099773932
2016-03-10,2321.265742673334
2016-03-11,2350.822738485726
2016-03-14,2370.629167434557
2016-03-15,2347.215377755168
2016-03-16,2349.150118625948
2016-03-17,2390.9096032579528
2016-03-18,2421.370974619899
2016-03-21,2429.382438599236
2016-03-22,2432.8207464740703
2016-03-23,2422.6939815245864
2016-03-24,2399.4392260532154
2016-03-25,2395.435747650524
2016-03-28,2389.943123612448
2016-03-29,2395.9895604364
2016-03-30,2445.28859478956
2016-03-31,2451.3935718379785
2016-04-01,2421.1192710700548
2016-04-04,2428.224360689948
2016-04-05,2396.170258680625
2016-04-06,2394.4705615278754
2016-04-07,2397.04876845566
2016-04-08,2401.7360250170764
2016-04-11,2416.68499826689
2016-04-12,2426.9803996360583
2016-04-13,2469.4724736888215
2016-04-14,2476.7781990926173
2016-04-15,2481.7279826012227
2016-04-18,2472.651550737998
2016-04-19,2491.595179950322
2016-04-20,2476.0059933248153
2016-04-21,2494.567823064541
2016-04-22,2475.7039153074534
2016-04-25,2459.478334104082
2016-04-26,2462.6595202445924
2016-04-27,2457.9991564024826
2016-04-28,2447.4846748428513
2016-04-29,2430.47149505468
2016-05-02,2423.4945108918887
2016-05-03,2397.2101698039937
2016-05-04,2377.776352226311
2016-05-05,2373.7001745307216
2016-05-06,2355.473829422131
2016-05-09,2349.0110116727396
2016-05-10,2353.447395175107
2016-05-11,2349.263877611704
2016-05-12,2344.933573668481
2016-05-13,2318.37287354736
2016-05-16,2327.2938853131445
2016-05-17,2348.154162472523
2016-05-18,2326.8245849428063
2016-05-19,2300.4618804502816
2016-05-20,2309.19988740446
2016-05-23,2324.5161253505507
2016-05-24,2315.072837958473
2016-05-25,2354.6675173808103
2016-05-26,2363.9361157793796
2016-05-27,2389.5846578520463
2016-05-30,2389.4046813099976
2016-05-31,2400.02494296611
2016-06-01,2396.997890709599
2016-06-02,2405.0596455418
2016-06-03,2413.8324357613883
2016-06-06,2431.5435292827324
2016-06-07,2467.9603145583283
2016-06-08,2475.6379164893274
2016-06-09,2469.387781713741
2016-06-10,2442.772424949266
2016-06-13,2392.7107371036627
2016-06-14,2388.511538786428
2016-06-15,2399.1616297110595
2016-06-16,2374.5530364669917
2016-06-17,2384.536865936251
2016-06-20,2418.5921017515275
2016-06-21,2430.9051490698644
2016-06-22,2445.299121254418
2016-06-23,2451.1203665255944
2016-06-24,2376.618772086883
2016-06-27,2370.702056242335
2016-06-28,2386.339688602147
2016-06-29,2424.1191803713823
2016-06-30,2462.6825470601766
2016-07-01,2476.0739972775464
2016-07-04,2493.8030882000294
2016-07-05,2469.8578060624754
2016-07-06,2436.8533645936363
2016-07-07,2461.0066073120006
2016-07-08,2450.176977845693
2016-07-11,2499.542730515667
2016-07-12,2521.3840419742596
2016-07-13,2532.037715735995
2016-07-14,2550.4875894690263
2016-07-15,2563.3828634035417
2016-07-18,2569.683650435887
2016-07-19,2565.6013310963012
2016-07-20,2573.292900964191
2016-07-21,2578.981939920585
2016-07-22,2574.4147002805853
2016-07-25,2575.8891931419707
2016-07-26,2588.752282940864
2016-07-27,2597.012719487596
2016-07-28,2603.4193546810825
2016-07-29,2580.778856565914
2016-08-01,2618.700212058004
2016-08-02,2607.675697602623
2016-08-03,2571.223001058197
2016-08-04,2582.779384828409
2016-08-05,2616.8748324546796
2016-08-08,2645.3860035186817
2016-08-09,2650.8057355382557
2016-08-10,2661.617507166787
2016-08-11,2665.7983174699784
2016-08-12,2679.973983016584
2016-08-15,2692.8914380604688
2016-08-16,2697.5279560894164
2016-08-17,2680.292153852076
2016-08-18,2697.541862236514
2016-08-19,2681.7963629997175
2016-08-22,2668.483134495854
2016-08-23,2677.478839507215
2016-08-24,2662.2453716909226
2016-08-25,2667.933471081245
2016-08-26,2672.6477919338363
2016-08-29,2659.2917187085573
2016-08-30,2676.8193192147532
2016-08-31,2670.4412606031515
2016-09-01,2666.6629514504484
2016-09-02,2679.5624844821727
2016-09-05,2717.227979127384
2016-09-06,2751.7988442087967
2016-09-07,2759.5932048574796
2016-09-08,2766.2751310379967
2016-09-09,2740.31678533261
2016-09-12,2668.822576461483
2016-09-13,2662.7548702321565
2016-09-14,2660.339290462209
2016-09-15,2672.1413582267983
2016-09-16,2672.54980156332
2016-09-19,2706.7430861940697
2016-09-20,2706.0073308483647
2016-09-21,2726.0283990814146
2016-09-22,2756.094071556913
2016-09-23,2752.126719673953
2016-09-26,2716.5702437587493
2016-09-27,2739.7266843178713
2016-09-28,2737.72962910179
2016-09-29,2744.186996624169
2016-09-30,2712.5871394304295
2016-10-03,2736.550293628432
2016-10-04,2748.813103478098
2016-10-05,2746.777021417131
2016-10-06,2756.4082646434226
2016-10-07,2742.866909591298
2016-10-10,2747.203074082682
2016-10-11,2711.901308478537
2016-10-12,2699.45308795257
2016-10-13,2664.510943562163
2016-10-14,2679.2746629513595
2016-10-17,2667.339778642405
2016-10-18,2704.9112819081547
2016-10-19,2711.8927490396177
2016-10-20,2713.943178606488
2016-10-21,2705.1846911712737
2016-10-24,2726.596345484872
2016-10-25,2725.449017008692
2016-10-26,2700.797128750567
2016-10-27,2684.5865277826592
2016-10-28,2676.4331048715735
2016-10-31,2672.0037931038146
2016-11-01,2682.078975896691
2016-11-02,2643.6208292606516
2016-11-03,2634.398357503767
2016-11-04,2627.635481323947
2016-11-07,2647.7674527439367
2016-12-08,2631.5402796446874
2017-04-03,2899.1601355860575
2017-04-04,2894.2830398696597
2017-04-05,2912.3837041996967
2017-04-06,2898.5676580684226
2017-04-07,2895.2623668844353
2017-04-10,2888.8956010646048
2017-04-11,2875.2653210258777
2017-04-12,2889.6198458168274
2017-04-13,2899.35441547399
2017-04-14,2892.0543476087546
2017-04-17,2886.9294686655844
2017-04-18,2868.196582059102
2017-04-19,2857.012071668079
2017-04-20,2874.8371035837426
2017-04-21,2888.2921737105
2017-04-24,2902.940517701415
2017-04-25,2943.1835194247383
2017-04-26,2953.101810842414
2017-04-27,2952.0016745489525
2017-04-28,2943.557884714853
2017-05-01,2945.7283996873775
2017-05-02,2967.5837625052327
2017-05-03,2968.844725045306
2017-05-04,2965.0832094225643
2017-05-05,2947.9085241246303
2017-05-08,2975.5221584913784
2017-05-09,2991.153946880808
