Date,AC ASIA ex JAPAN WITH PARTIAL A SHARES
2020-10-21,4018.6875641829197
2020-10-22,4010.9327447295796
2020-10-23,4014.0949018111114
2020-10-26,4001.9771110299043
2020-10-27,4017.033304231281
2020-10-28,3994.309918090505
2020-10-29,3995.6359768477
2020-10-30,3926.6319388529223
2020-11-02,3967.634537576821
2020-11-03,3983.0606231489696
2020-11-04,4028.934788842218
2020-11-05,4131.143798308122
2020-11-06,4163.605510739179
2020-11-09,4195.032682814641
2020-11-10,4157.0877944632975
2020-11-11,4158.786056920679
2020-11-12,4172.169068808176
2020-11-13,4200.597483490314
2020-11-16,4245.686186127707
2020-11-17,4240.929817636514
2020-11-18,4261.089188653356
2020-11-19,4237.825407580683
2020-11-20,4276.364021688791
2020-11-23,4316.864524294951
2020-11-24,4331.14274079134
2020-11-25,4296.449403479459
2020-11-26,4336.198158429936
2020-11-27,4342.798785158556
2020-11-30,4245.344481169034
2020-12-01,4297.974771587493
2020-12-02,4309.899832479904
2020-12-03,4344.533518728577
2020-12-04,4386.877883512126
2020-12-07,4386.8095367408905
2020-12-08,4387.883060351461
2020-12-09,4403.480471278026
2020-12-10,4388.412213105501
2020-12-11,4402.119283510778
2020-12-14,4376.945509992767
2020-12-15,4365.2607969472865
2020-12-16,4416.999842300557
2020-12-17,4437.668432153603
2020-12-18,4422.384676419743
2020-12-21,4401.4009241544645
2020-12-22,4359.065492464828
2020-12-23,4393.932099569706
2020-12-24,4378.284448583795
2020-12-25,4383.097615014972
2020-12-28,4376.8030556451295
2020-12-29,4431.766944554616
2020-12-30,4524.470305683748
2020-12-31,4531.7202809901955
