Date,AC ASIA ex JP MINIMUM VOLATILITY (USD)
1998-05-21,941.04238672
1998-05-22,934.93816085
1998-05-25,925.94874336
1998-05-26,915.13047223
1998-05-27,887.64670396
1998-05-28,876.1338268
1998-05-29,869.33682277
1998-06-01,842.02540036
1998-06-02,835.98089149
1998-06-03,851.30949126
1998-06-04,837.06190966
1998-06-05,832.27765822
1998-06-08,823.32349211
1998-06-09,816.71296378
1998-06-10,784.27234574
1998-06-11,779.67528883
1998-06-12,773.81699202
1998-06-15,743.76530187
1998-06-16,740.53823668
1998-06-17,776.91061425
1998-06-18,807.28826748
1998-06-19,801.68744642
1998-06-22,779.24634267
1998-06-23,772.31709357
1998-06-24,768.46558114
1998-06-25,779.43960746
1998-06-26,773.79965342
1998-06-29,767.74769689
1998-06-30,771.12674741
1998-07-01,778.28889736
1998-07-02,789.09206019
1998-07-03,781.22652707
1998-07-06,782.35834357
1998-07-07,785.40617591
1998-07-08,793.45750224
1998-07-09,787.70723711
1998-07-10,772.75794047
1998-07-13,764.02606114
1998-07-14,769.05534817
1998-07-15,781.82716239
1998-07-16,800.85928851
1998-07-17,806.82210714
1998-07-20,813.72062881
1998-07-21,806.09759336
1998-07-22,796.95865497
1998-07-23,778.31784445
1998-07-24,782.90279194
1998-07-27,775.61677899
1998-07-28,770.41959686
1998-07-29,764.85432384
1998-07-30,767.11937049
1998-07-31,768.02793826
1998-08-03,740.99572768
1998-08-04,744.3674847
1998-08-05,737.96336144
1998-08-06,724.08930252
1998-08-07,715.12648099
1998-08-10,704.21997993
1998-08-11,685.57496577
1998-08-12,684.21562494
1998-08-13,673.21382012
1998-08-14,687.84917588
1998-08-17,677.91703521
1998-08-18,673.19052229
1998-08-19,692.28260175
1998-08-20,705.31986315
1998-08-21,694.21973493
1998-08-24,688.07431197
1998-08-25,692.69559473
1998-08-26,694.3392296
1998-08-27,690.5521836
1998-08-28,670.68466786
1998-08-31,649.85359146
1998-09-01,637.12576598
1998-09-02,650.14100698
1998-09-03,655.57629014
1998-09-04,669.3852671
1998-09-07,713.6378137
1998-09-08,708.38497264
1998-09-09,705.41682469
1998-09-10,708.09350297
1998-09-11,693.49525705
1998-09-14,695.67272548
1998-09-15,699.21276957
1998-09-16,708.21967658
1998-09-17,703.56743656
1998-09-18,690.76107338
1998-09-21,679.44054912
1998-09-22,684.52329816
1998-09-23,687.29087531
1998-09-24,713.27586065
1998-09-25,708.68508032
1998-09-28,718.10405327
1998-09-29,721.14145376
1998-09-30,707.0541913
1998-10-01,701.55649309
1998-10-02,699.27232134
1998-10-05,687.2156076
1998-10-06,688.4397016
1998-10-07,705.44147865
1998-10-08,712.96853452
1998-10-09,738.8782698
1998-10-12,759.18807342
1998-10-13,752.91042119
1998-10-14,746.12029725
1998-10-15,763.48653771
1998-10-16,792.89910564
1998-10-19,793.26649451
1998-10-20,797.50562818
1998-10-21,801.06883482
1998-10-22,795.25247554
1998-10-23,792.98570941
1998-10-26,797.83686919
1998-10-27,796.87305721
1998-10-28,797.48661245
1998-10-29,809.40346299
1998-10-30,821.94162668
1998-11-02,833.08188357
1998-11-03,836.42413573
1998-11-04,842.1165729
1998-11-05,839.45804509
1998-11-06,838.16261394
1998-11-09,835.1554605
1998-11-10,819.81440126
1998-11-11,835.45498261
1998-11-12,829.25432144
1998-11-13,831.10543379
1998-11-16,850.71193057
1998-11-17,855.78626776
1998-11-18,860.92978694
1998-11-19,875.33334043
1998-11-20,882.52535868
1998-11-23,897.30200839
1998-11-24,917.02038605
1998-11-25,912.68119936
1998-11-26,907.85888469
1998-11-27,905.63747709
1998-11-30,896.45535742
1998-12-01,879.54243777
1998-12-02,883.87521572
1998-12-03,881.72275074
1998-12-04,886.28109883
1998-12-07,920.39825982
1998-12-08,917.49073368
1998-12-09,920.45346621
1998-12-10,935.67615201
1998-12-11,920.92394951
1998-12-14,915.71858749
1998-12-15,920.9212186
1998-12-16,907.80567106
1998-12-17,897.75437524
1998-12-18,903.22483053
1998-12-21,925.24497566
1998-12-22,926.43867831
1998-12-23,919.23372417
1998-12-24,925.60997611
1998-12-25,926.3612836
1998-12-28,930.46951369
1998-12-29,932.43147622
1998-12-30,935.24508917
1998-12-31,932.28469348
1999-01-01,932.28469348
1999-01-04,941.5080962
1999-01-05,947.47189995
1999-01-06,964.26159282
1999-01-07,996.80230718
1999-01-08,997.60361425
1999-01-11,998.85629813
1999-01-12,983.75326354
1999-01-13,961.40350505
1999-01-14,936.46189984
1999-01-15,942.27706902
1999-01-18,954.07887741
1999-01-19,945.33558739
1999-01-20,942.50587959
1999-01-21,926.64584893
1999-01-22,898.09647408
1999-01-25,877.97327919
1999-01-26,879.40791926
1999-01-27,901.30912069
1999-01-28,882.61119237
1999-01-29,884.12591489
1999-02-01,881.12523319
1999-02-02,870.31114285
1999-02-03,866.40298925
1999-02-04,857.68893585
1999-02-05,850.16135707
1999-02-08,849.56119036
1999-02-09,844.08288765
1999-02-10,838.20202312
1999-02-11,842.96872423
1999-02-12,863.05836463
1999-02-15,864.80962356
1999-02-16,866.17305334
1999-02-17,864.56308195
1999-02-18,855.38612501
1999-02-19,841.30296
1999-02-22,844.65918481
1999-02-23,843.4091435
1999-02-24,847.12324202
1999-02-25,847.75625747
1999-02-26,856.25974469
1999-03-01,876.38721085
1999-03-02,877.82650404
1999-03-03,883.60002874
1999-03-04,877.99302951
1999-03-05,886.37457221
1999-03-08,907.14752569
1999-03-09,917.2437178
1999-03-10,924.87485962
1999-03-11,924.99530711
1999-03-12,936.18589271
1999-03-15,946.97527763
1999-03-16,952.98216542
1999-03-17,950.12646809
1999-03-18,938.56967593
1999-03-19,960.27408986
1999-03-22,969.78049819
1999-03-23,972.26772428
1999-03-24,959.28571598
1999-03-25,964.23538708
1999-03-26,962.86373419
1999-03-29,957.74925849
1999-03-30,971.25862668
1999-03-31,977.72598513
1999-04-01,987.98529753
1999-04-02,995.98162251
1999-04-05,988.1484649
1999-04-06,995.47738031
1999-04-07,1012.07580303
1999-04-08,1018.48375245
1999-04-09,1029.6548907
1999-04-12,1033.14504647
1999-04-13,1039.72708895
1999-04-14,1041.56584826
1999-04-15,1056.74410117
1999-04-16,1089.42018494
1999-04-19,1121.07456718
1999-04-20,1112.30528193
1999-04-21,1105.47022048
1999-04-22,1115.12914881
1999-04-23,1126.4440818
1999-04-26,1139.22846216
1999-04-27,1161.26873258
1999-04-28,1149.17198802
1999-04-29,1126.04067657
1999-04-30,1138.73482609
1999-05-03,1143.46532146
1999-05-04,1167.90871368
1999-05-05,1177.79864255
1999-05-06,1202.04636216
1999-05-07,1182.85450626
1999-05-10,1187.30615635
1999-05-11,1179.45846447
1999-05-12,1174.85036503
1999-05-13,1172.97089493
1999-05-14,1168.33301749
1999-05-17,1150.91956217
1999-05-18,1158.56009829
1999-05-19,1158.08681131
1999-05-20,1150.33003055
1999-05-21,1146.75541688
1999-05-24,1150.28794323
1999-05-25,1146.50419301
1999-05-26,1142.56037245
1999-05-27,1137.47703141
1999-05-28,1123.64390321
1999-05-31,1135.05645777
1999-06-01,1145.27805777
1999-06-02,1154.80741588
1999-06-03,1160.90340373
1999-06-04,1171.46732402
1999-06-07,1203.60384092
1999-06-08,1218.84044372
1999-06-09,1204.57641483
1999-06-10,1225.31417876
1999-06-11,1225.65947393
1999-06-14,1213.78632013
1999-06-15,1200.88499901
1999-06-16,1222.88193242
1999-06-17,1240.77034112
1999-06-18,1241.73247802
1999-06-21,1276.01460547
1999-06-22,1288.41956237
1999-06-23,1286.81565072
1999-06-24,1281.36781993
1999-06-25,1278.69210943
1999-06-28,1297.70840754
1999-06-29,1297.5527158
1999-06-30,1276.40801205
1999-07-01,1287.88594192
1999-07-02,1306.52167082
1999-07-05,1335.94897342
1999-07-06,1333.56948905
1999-07-07,1324.59536131
1999-07-08,1320.01898862
1999-07-09,1334.92004514
1999-07-12,1341.58440497
1999-07-13,1324.54865799
1999-07-14,1294.8140825
1999-07-15,1304.30832488
1999-07-16,1292.24796791
1999-07-19,1291.78503364
1999-07-20,1296.87935656
1999-07-21,1286.59409547
1999-07-22,1282.58605645
1999-07-23,1251.43460405
1999-07-26,1234.9369436
1999-07-27,1242.05576303
1999-07-28,1263.44593304
1999-07-29,1278.50135159
1999-07-30,1263.6831025
1999-08-02,1258.27189156
1999-08-03,1269.72208884
1999-08-04,1278.22500561
1999-08-05,1251.16643453
1999-08-06,1237.30480528
1999-08-09,1239.47340856
1999-08-10,1237.52182769
1999-08-11,1212.53001877
1999-08-12,1226.05034987
1999-08-13,1215.2102531
1999-08-16,1239.64777099
1999-08-17,1230.70767804
1999-08-18,1244.67133903
1999-08-19,1256.38421017
1999-08-20,1267.45657919
1999-08-23,1286.19448222
1999-08-24,1287.82911848
1999-08-25,1297.30778101
1999-08-26,1305.77465334
1999-08-27,1301.56390708
1999-08-30,1306.00161895
1999-08-31,1293.60656141
1999-09-01,1285.66078851
1999-09-02,1273.79777343
1999-09-03,1266.4030937
1999-09-06,1284.17774034
1999-09-07,1277.818062
1999-09-08,1270.57333202
1999-09-09,1287.29939501
1999-09-10,1297.42820325
1999-09-13,1308.4473304
1999-09-14,1302.14709578
1999-09-15,1281.79983789
1999-09-16,1263.98133563
1999-09-17,1268.8507989
1999-09-20,1278.22902178
1999-09-21,1278.64210733
1999-09-22,1266.46430853
1999-09-23,1268.45828827
1999-09-24,1260.97456203
1999-09-27,1241.79158576
1999-09-28,1238.9968676
1999-09-29,1234.80463834
1999-09-30,1224.63584703
1999-10-01,1228.7168644
1999-10-04,1228.55752416
1999-10-05,1233.20512842
1999-10-06,1250.78936384
1999-10-07,1269.95322047
1999-10-08,1267.11450079
1999-10-11,1269.07158636
1999-10-12,1274.70338594
1999-10-13,1259.33352547
1999-10-14,1265.45858546
1999-10-15,1245.98422575
1999-10-18,1233.47297129
1999-10-19,1220.54940966
1999-10-20,1242.71330186
1999-10-21,1239.44385773
1999-10-22,1244.98878936
1999-10-25,1242.89117521
1999-10-26,1237.7682751
1999-10-27,1228.56265272
1999-10-28,1230.26982328
1999-10-29,1244.764819
1999-11-01,1252.65477643
1999-11-02,1268.4414712
1999-11-03,1266.28084554
1999-11-04,1276.21531524
1999-11-05,1278.58019025
1999-11-08,1278.30752769
1999-11-09,1287.55038647
1999-11-10,1293.4169617
1999-11-11,1300.61549452
1999-11-12,1308.77419758
1999-11-15,1311.7331556
1999-11-16,1321.12664816
1999-11-17,1304.71161891
1999-11-18,1308.64464057
1999-11-19,1322.10017551
1999-11-22,1328.19125072
1999-11-23,1329.57020921
1999-11-24,1322.80429944
1999-11-25,1315.20979837
1999-11-26,1311.22641516
1999-11-29,1332.24920781
1999-11-30,1338.38409964
1999-12-01,1344.73952735
1999-12-02,1353.29791609
1999-12-03,1362.45069071
1999-12-06,1379.65812513
1999-12-07,1376.06922976
1999-12-08,1378.91447269
1999-12-09,1383.71902063
1999-12-10,1391.214851
1999-12-13,1396.41811045
1999-12-14,1386.59311207
1999-12-15,1366.28091732
1999-12-16,1362.36070572
1999-12-17,1366.77478925
1999-12-20,1388.42476258
1999-12-21,1385.8238896
1999-12-22,1391.96522838
1999-12-23,1395.63813233
1999-12-24,1405.60797063
1999-12-27,1403.89955749
1999-12-28,1413.26695437
1999-12-29,1411.71293949
1999-12-30,1422.29255018
1999-12-31,1422.62618989
2000-01-03,1451.87061043
2000-01-04,1486.73353297
2000-01-05,1434.77813355
2000-01-06,1415.54267008
2000-01-07,1426.8029074
2000-01-10,1453.99636815
2000-01-11,1435.52250561
2000-01-12,1446.60261096
2000-01-13,1440.33833449
2000-01-14,1445.06045342
2000-01-17,1459.06130435
2000-01-18,1455.82638418
2000-01-19,1431.53864983
2000-01-20,1439.90358893
2000-01-21,1440.16308251
2000-01-24,1444.35112474
2000-01-25,1421.03083225
2000-01-26,1430.6328048
2000-01-27,1450.39287795
2000-01-28,1463.57824992
2000-01-31,1442.61840705
2000-02-01,1448.84777027
2000-02-02,1471.96664552
2000-02-03,1477.41124463
2000-02-04,1482.0230018
2000-02-07,1485.47505839
2000-02-08,1473.92171914
2000-02-09,1492.99888421
2000-02-10,1503.39481603
2000-02-11,1513.93618633
2000-02-14,1501.49843328
2000-02-15,1490.46113418
2000-02-16,1502.64426181
2000-02-17,1527.56620902
2000-02-18,1513.20629427
2000-02-21,1514.32713431
2000-02-22,1484.89907348
2000-02-23,1481.74997884
2000-02-24,1471.68339791
2000-02-25,1452.73205973
2000-02-28,1433.69030742
2000-02-29,1423.98028818
2000-03-01,1442.19254281
2000-03-02,1450.09226701
2000-03-03,1433.35146003
2000-03-06,1458.51837
2000-03-07,1457.53250094
2000-03-08,1461.18876723
2000-03-09,1439.34678649
2000-03-10,1437.3592301
2000-03-13,1384.17664348
2000-03-14,1374.64603575
2000-03-15,1360.22955885
2000-03-16,1350.25117971
2000-03-17,1382.83440509
2000-03-20,1367.89865856
2000-03-21,1375.37982662
2000-03-22,1390.59817122
2000-03-23,1404.01839772
2000-03-24,1404.68474962
2000-03-27,1423.81144692
2000-03-28,1432.52033226
2000-03-29,1437.54878489
2000-03-30,1426.47813977
2000-03-31,1406.68669954
2000-04-03,1390.78574904
2000-04-04,1370.42851443
2000-04-05,1371.62454203
2000-04-06,1376.51521678
2000-04-07,1402.97144361
2000-04-10,1424.64269218
2000-04-11,1423.57729005
2000-04-12,1412.09531825
2000-04-13,1388.49243167
2000-04-14,1381.89368455
2000-04-17,1297.51382007
2000-04-18,1322.73830017
2000-04-19,1323.0339838
2000-04-20,1326.39583557
2000-04-21,1326.77232542
2000-04-24,1309.68355409
2000-04-25,1304.65719767
2000-04-26,1302.39557724
2000-04-27,1295.41443441
2000-04-28,1302.30688102
2000-05-01,1300.94629014
2000-05-02,1284.33623034
2000-05-03,1273.1707515
2000-05-04,1276.452063
2000-05-05,1290.75696937
2000-05-08,1267.36683592
2000-05-09,1262.64092314
2000-05-10,1244.48089232
2000-05-11,1223.90777636
2000-05-12,1228.32431113
2000-05-15,1218.36737467
2000-05-16,1227.69868015
2000-05-17,1227.34122929
2000-05-18,1209.5471309
2000-05-19,1213.09680388
2000-05-22,1174.734956
2000-05-23,1175.35341712
2000-05-24,1166.57773007
2000-05-25,1169.88473556
2000-05-26,1154.66131148
2000-05-29,1158.82386495
2000-05-30,1164.30960716
2000-05-31,1198.52084814
2000-06-01,1197.34706439
2000-06-02,1217.45063172
2000-06-05,1246.43476985
2000-06-06,1248.85052927
2000-06-07,1264.11041403
2000-06-08,1260.28815906
2000-06-09,1275.07574772
2000-06-12,1274.66293432
2000-06-13,1256.2737868
2000-06-14,1261.82473607
2000-06-15,1258.41198202
2000-06-16,1263.62500822
2000-06-19,1258.81935275
2000-06-20,1263.95114003
2000-06-21,1259.34164423
2000-06-22,1257.43044609
2000-06-23,1251.20959022
2000-06-26,1253.15963716
2000-06-27,1258.4445447
2000-06-28,1268.2514663
2000-06-29,1257.02387013
2000-06-30,1263.60289664
2000-07-03,1268.43780071
2000-07-04,1259.0764311
2000-07-05,1276.5293096
2000-07-06,1274.42279882
2000-07-07,1274.87431038
2000-07-10,1284.62530708
2000-07-11,1281.34520786
2000-07-12,1287.03061099
2000-07-13,1285.37766617
2000-07-14,1285.54722276
2000-07-17,1290.72007699
2000-07-18,1277.49500768
2000-07-19,1282.81207612
2000-07-20,1273.58989667
2000-07-21,1272.98254468
2000-07-24,1251.29961989
2000-07-25,1250.100792
2000-07-26,1247.91319719
2000-07-27,1241.53872723
2000-07-28,1233.07506995
2000-07-31,1233.02103013
2000-08-01,1235.33755027
2000-08-02,1238.7303588
2000-08-03,1233.23075886
2000-08-04,1234.76172249
2000-08-07,1220.64992313
2000-08-08,1214.35648594
2000-08-09,1227.60379532
2000-08-10,1233.84709095
2000-08-11,1230.71067618
2000-08-14,1233.57375672
2000-08-15,1239.16128554
2000-08-16,1253.08636039
2000-08-17,1252.33260095
2000-08-18,1250.23098201
2000-08-21,1254.11385543
2000-08-22,1259.28181284
2000-08-23,1247.53494117
2000-08-24,1240.71389698
2000-08-25,1234.31432809
2000-08-28,1229.49267799
2000-08-29,1231.15654841
2000-08-30,1219.27479443
2000-08-31,1217.83010911
2000-09-01,1218.23222104
2000-09-04,1234.30667093
2000-09-05,1234.67833056
2000-09-06,1229.26010029
2000-09-07,1216.37971141
2000-09-08,1212.68914404
2000-09-11,1207.06796358
2000-09-12,1200.59974226
2000-09-13,1200.67726396
2000-09-14,1186.90522568
2000-09-15,1175.57751761
2000-09-18,1125.35035159
2000-09-19,1117.22138001
