Date,MSCI ACWI Minimum Volatility (USD)
1998-02-25,516.06367699
1998-02-26,520.10581934
1998-02-27,521.89032619
1998-03-02,526.28668084
1998-03-03,526.9156916
1998-03-04,524.57633686
1998-03-05,519.17762773
1998-03-06,524.34192359
1998-03-09,527.10307579
1998-03-10,530.35289775
1998-03-11,532.2142891
1998-03-12,533.21211761
1998-03-13,536.89763314
1998-03-16,538.01456776
1998-03-17,539.97206139
1998-03-18,538.5777946
1998-03-19,540.89533066
1998-03-20,544.7321146
1998-03-23,546.22554718
1998-03-24,548.53201594
1998-03-25,551.01295075
1998-03-26,551.64338152
1998-03-27,551.41502084
1998-03-30,548.24643144
1998-03-31,551.19310678
1998-04-01,553.46976502
1998-04-02,555.39103613
1998-04-03,554.75570939
1998-04-06,556.56083376
1998-04-07,555.02929347
1998-04-08,552.54661383
1998-04-09,556.00752955
1998-04-10,555.64575574
1998-04-13,553.84212529
1998-04-14,558.08417053
1998-04-15,560.67462647
1998-04-16,556.24148225
1998-04-17,558.1211945
1998-04-20,559.64875331
1998-04-21,561.45201919
1998-04-22,560.27390857
1998-04-23,556.69302516
1998-04-24,552.37374744
1998-04-27,543.78094487
1998-04-28,544.18234375
1998-04-29,546.10037267
1998-04-30,553.61461588
1998-05-01,556.50828428
1998-05-04,559.86811221
1998-05-05,556.73051141
1998-05-06,553.8128768
1998-05-07,548.10187355
1998-05-08,550.96347602
1998-05-11,552.30067654
1998-05-12,550.50569348
1998-05-13,549.02617386
1998-05-14,547.86860338
1998-05-15,545.3347488
1998-05-18,541.57608995
1998-05-19,543.01039518
1998-05-20,547.40778991
1998-05-21,549.08133844
1998-05-22,548.54836439
1998-05-25,547.36373162
1998-05-26,543.36612589
1998-05-27,535.41372588
1998-05-28,536.22099695
1998-05-29,536.21151428
1998-06-01,533.825997
1998-06-02,535.39231455
1998-06-03,534.8411232
1998-06-04,535.42402706
1998-06-05,538.16969388
1998-06-08,537.75202161
1998-06-09,537.67012286
1998-06-10,531.3432783
1998-06-11,525.40026885
1998-06-12,522.71457218
1998-06-15,511.66157147
1998-06-16,514.69336201
1998-06-17,526.66778455
1998-06-18,525.17448267
1998-06-19,522.69940656
1998-06-22,517.88535636
1998-06-23,521.07132564
1998-06-24,524.20975678
1998-06-25,524.17702908
1998-06-26,521.08803641
1998-06-29,521.82606636
1998-06-30,524.88860562
1998-07-01,529.61640209
1998-07-02,528.75366004
1998-07-03,530.56311201
1998-07-06,533.33004542
1998-07-07,534.03635636
1998-07-08,534.60379156
1998-07-09,530.5148569
1998-07-10,528.30835913
1998-07-13,530.40763184
1998-07-14,537.96027741
1998-07-15,537.86167947
1998-07-16,541.01359335
1998-07-17,542.26706471
1998-07-20,542.07751515
1998-07-21,537.93278699
1998-07-22,535.0136595
1998-07-23,527.41406003
1998-07-24,526.93791624
1998-07-27,524.00548126
1998-07-28,522.42612092
1998-07-29,521.32216418
1998-07-30,524.52743504
1998-07-31,519.57925676
1998-08-03,515.19021506
1998-08-04,508.25094765
1998-08-05,506.15714069
1998-08-06,503.63947994
1998-08-07,505.01177904
1998-08-10,501.39552534
1998-08-11,492.56421507
1998-08-12,497.8985404
1998-08-13,493.18984027
1998-08-14,492.32212734
1998-08-17,493.58870394
1998-08-18,498.90479407
1998-08-19,500.10868153
1998-08-20,499.52785937
1998-08-21,490.39410141
1998-08-24,492.30265323
1998-08-25,494.39470951
1998-08-26,488.77964965
1998-08-27,475.8496452
1998-08-28,473.21652335
1998-08-31,464.92369322
1998-09-01,470.15804956
1998-09-02,470.99055474
1998-09-03,470.44647882
1998-09-04,470.19217582
1998-09-07,478.632277
1998-09-08,488.38383192
1998-09-09,483.06041351
1998-09-10,477.06953064
1998-09-11,480.15395967
1998-09-14,484.7084145
1998-09-15,488.60029401
1998-09-16,490.5929446
1998-09-17,481.54366878
1998-09-18,481.21751109
1998-09-21,476.36475134
1998-09-22,481.4463024
1998-09-23,490.0793184
1998-09-24,490.34774318
1998-09-25,487.18307758
1998-09-28,489.468516
1998-09-29,491.26445132
1998-09-30,481.10754335
1998-10-01,471.65765961
1998-10-02,475.38302585
1998-10-05,471.70528637
1998-10-06,475.62212634
1998-10-07,483.18909308
1998-10-08,477.37144012
1998-10-09,476.88193972
1998-10-12,481.76595501
1998-10-13,479.96741654
1998-10-14,484.61517976
1998-10-15,495.86995409
1998-10-16,502.44095554
1998-10-19,502.0549763
1998-10-20,505.59940479
1998-10-21,504.60381298
1998-10-22,504.27215773
1998-10-23,502.07948651
1998-10-26,503.00033076
1998-10-27,504.67564154
1998-10-28,503.02747011
1998-10-29,509.71384361
1998-10-30,513.78026652
1998-11-02,523.25115271
1998-11-03,523.19760672
1998-11-04,526.1634106
1998-11-05,526.58242803
1998-11-06,526.2429422
1998-11-09,520.0680206
1998-11-10,516.37365755
1998-11-11,517.08302836
1998-11-12,512.08448069
1998-11-13,515.91173724
1998-11-16,522.7450637
1998-11-17,522.29024446
1998-11-18,522.49148999
1998-11-19,526.11209836
1998-11-20,530.50792978
1998-11-23,534.67739374
1998-11-24,533.56248995
1998-11-25,532.09060408
1998-11-26,534.46711242
1998-11-27,533.32657085
1998-11-30,525.61891593
1998-12-01,524.41133432
1998-12-02,523.60313578
1998-12-03,521.59177991
1998-12-04,526.34090838
1998-12-07,527.55673889
1998-12-08,528.06881203
1998-12-09,531.56259381
1998-12-10,530.03428011
1998-12-11,528.39867439
1998-12-14,523.70146656
1998-12-15,524.13736905
1998-12-16,525.66570175
1998-12-17,528.7183739
1998-12-18,530.6250599
1998-12-21,535.49009347
1998-12-22,534.16058985
1998-12-23,540.70173841
1998-12-24,539.81247708
1998-12-25,540.32142208
1998-12-28,541.51585397
1998-12-29,546.8100217
1998-12-30,544.29653788
1998-12-31,546.65637177
1999-01-01,546.65641763
1999-01-04,550.03374098
1999-01-05,555.14604827
1999-01-06,562.51631864
1999-01-07,560.51151422
1999-01-08,561.2259986
1999-01-11,556.42942605
1999-01-12,547.6024259
1999-01-13,539.26091015
1999-01-14,535.98567823
1999-01-15,541.16573682
1999-01-18,544.06945647
1999-01-19,543.8835702
1999-01-20,544.38484871
1999-01-21,541.0794263
1999-01-22,535.81852797
1999-01-25,536.46835288
1999-01-26,540.60412088
1999-01-27,538.84434252
1999-01-28,539.33200036
1999-01-29,541.73356655
1999-02-01,540.16641707
1999-02-02,539.40626276
1999-02-03,538.46563652
1999-02-04,536.71765481
1999-02-05,535.30808043
1999-02-08,534.35283345
1999-02-09,528.32851838
1999-02-10,528.23733795
1999-02-11,532.80568088
1999-02-12,530.3435181
1999-02-15,529.23147772
1999-02-16,530.21785127
1999-02-17,527.31692505
1999-02-18,528.08791206
1999-02-19,525.70434655
1999-02-22,532.02904889
1999-02-23,529.28984354
1999-02-24,528.1305284
1999-02-25,526.75968499
1999-02-26,524.99745198
1999-03-01,524.00270526
1999-03-02,522.25636855
1999-03-03,523.28517715
1999-03-04,524.10096351
1999-03-05,534.54315804
1999-03-08,535.31395405
1999-03-09,535.88645431
1999-03-10,539.31429198
1999-03-11,542.21647832
1999-03-12,547.24932032
1999-03-15,549.34886764
1999-03-16,550.41722608
1999-03-17,548.97390493
1999-03-18,546.99814489
1999-03-19,548.34833793
1999-03-22,548.55952771
1999-03-23,540.24337657
1999-03-24,538.88974479
1999-03-25,542.46222198
1999-03-26,538.2259961
1999-03-29,541.79259828
1999-03-30,539.55498616
1999-03-31,541.3484705
1999-04-01,543.58929505
1999-04-02,542.4534323
1999-04-05,542.67353684
1999-04-06,545.54492232
1999-04-07,547.04251379
1999-04-08,553.26053174
1999-04-09,550.29063977
1999-04-12,552.57086623
1999-04-13,552.92653892
1999-04-14,554.50322237
1999-04-15,552.71590958
1999-04-16,555.75346564
1999-04-19,557.44858422
1999-04-20,555.77126854
1999-04-21,558.37583051
1999-04-22,559.69036625
1999-04-23,562.68602708
1999-04-26,562.90175579
1999-04-27,565.47468686
1999-04-28,566.38198116
1999-04-29,566.01940594
1999-04-30,565.24765905
1999-05-03,571.31143524
1999-05-04,570.54950675
1999-05-05,572.02535768
1999-05-06,575.25716647
1999-05-07,575.6926325
1999-05-10,575.77263597
1999-05-11,576.289722
1999-05-12,575.24634536
1999-05-13,576.9708935
1999-05-14,570.63846999
1999-05-17,565.91829844
1999-05-18,567.08070516
1999-05-19,569.63564711
1999-05-20,571.6743628
1999-05-21,571.9717386
1999-05-24,569.4947461
1999-05-25,567.77964434
1999-05-26,567.98240574
1999-05-27,560.26192606
1999-05-28,563.70166204
1999-05-31,564.55351343
1999-06-01,566.18025306
1999-06-02,566.74074004
1999-06-03,567.46201903
1999-06-04,570.56464513
1999-06-07,574.17768766
1999-06-08,575.86884927
1999-06-09,575.09639015
1999-06-10,572.78975785
1999-06-11,571.84282199
1999-06-14,570.369623
1999-06-15,571.6700893
1999-06-16,574.34160316
1999-06-17,576.47891228
1999-06-18,575.98686035
1999-06-21,576.19649823
1999-06-22,575.5012657
1999-06-23,568.28433171
1999-06-24,565.52693678
1999-06-25,565.1971958
1999-06-28,567.18751692
1999-06-29,569.26205723
1999-06-30,569.73240498
1999-07-01,575.71288551
1999-07-02,578.52527633
1999-07-05,581.10098
1999-07-06,580.70242027
1999-07-07,580.81289434
1999-07-08,577.01351093
1999-07-09,578.75204703
1999-07-12,579.8487931
1999-07-13,578.02065234
1999-07-14,580.76675572
1999-07-15,585.4945223
1999-07-16,583.90139466
1999-07-19,584.17328073
1999-07-20,582.06520827
1999-07-21,582.64843162
1999-07-22,579.40710494
1999-07-23,576.91551424
1999-07-26,576.78853636
1999-07-27,578.43792518
1999-07-28,579.18830906
1999-07-29,575.58922748
1999-07-30,577.35527129
1999-08-02,575.89218781
1999-08-03,576.05293676
1999-08-04,573.82741422
1999-08-05,572.40178073
1999-08-06,568.56110189
1999-08-09,567.86837243
1999-08-10,563.28914662
1999-08-11,563.36467987
1999-08-12,565.52831319
1999-08-13,569.69105087
1999-08-16,573.05505732
1999-08-17,573.85998669
1999-08-18,575.0632973
1999-08-19,573.12796637
1999-08-20,576.60230722
1999-08-23,580.57839079
1999-08-24,579.83543649
1999-08-25,583.57174054
1999-08-26,580.1498071
1999-08-27,579.10449105
1999-08-30,576.235747
1999-08-31,570.60651871
1999-09-01,576.23048036
1999-09-02,573.61283758
1999-09-03,578.05835427
1999-09-06,581.08935637
1999-09-07,577.8620073
1999-09-08,577.72240935
1999-09-09,581.29626647
1999-09-10,578.87556588
1999-09-13,580.22496506
1999-09-14,580.18706086
1999-09-15,578.44784236
1999-09-16,575.37601102
1999-09-17,576.44680106
1999-09-20,575.25061797
1999-09-21,572.55641132
1999-09-22,569.45490862
1999-09-23,565.83962193
1999-09-24,560.73655248
1999-09-27,560.45237241
1999-09-28,561.57759238
1999-09-29,560.33545326
1999-09-30,563.91331636
1999-10-01,564.09662509
1999-10-04,566.52277633
1999-10-05,565.33047629
1999-10-06,570.04664397
1999-10-07,573.07895407
1999-10-08,575.34914137
1999-10-11,576.86481536
1999-10-12,571.84516147
1999-10-13,565.546741
1999-10-14,566.72252616
1999-10-15,558.88390052
1999-10-18,556.23751455
1999-10-19,560.38718792
1999-10-20,564.93866418
1999-10-21,561.91687339
1999-10-22,566.08877725
1999-10-25,564.68859291
1999-10-26,564.84595917
1999-10-27,566.00593879
1999-10-28,571.17700158
1999-10-29,577.90337274
1999-11-01,576.56786154
1999-11-02,576.91867819
1999-11-03,576.53156417
1999-11-04,578.2704273
1999-11-05,578.69471845
1999-11-08,578.44070151
1999-11-09,576.87864522
1999-11-10,579.07535691
1999-11-11,580.22435465
1999-11-12,581.18247978
1999-11-15,581.33396716
1999-11-16,584.79417407
1999-11-17,585.6542174
1999-11-18,587.75113452
1999-11-19,586.43529272
1999-11-22,583.32381928
1999-11-23,581.86579816
1999-11-24,581.28704836
1999-11-25,583.24398271
1999-11-26,586.21575258
1999-11-29,586.91817065
1999-11-30,580.58209795
1999-12-01,582.42104741
1999-12-02,584.93189346
1999-12-03,591.89682893
1999-12-06,592.99037729
1999-12-07,590.8149441
1999-12-08,585.75473831
1999-12-09,588.07502731
1999-12-10,589.4610829
1999-12-13,588.64833035
1999-12-14,585.02768425
1999-12-15,582.70100668
1999-12-16,585.50970859
1999-12-17,586.61539268
1999-12-20,588.85030204
1999-12-21,590.99062897
1999-12-22,594.98540167
1999-12-23,602.61081539
1999-12-24,603.20683095
1999-12-27,601.30557628
1999-12-28,605.11644941
1999-12-29,606.28513784
1999-12-30,608.86270054
1999-12-31,610.09053263
2000-01-03,611.42857617
2000-01-04,600.02446324
2000-01-05,595.20190075
2000-01-06,594.45323775
2000-01-07,604.78136185
2000-01-10,609.88468256
2000-01-11,606.8046927
2000-01-12,605.32660862
2000-01-13,608.67325156
2000-01-14,610.50365639
2000-01-17,612.13471793
2000-01-18,606.90846255
2000-01-19,606.09292361
2000-01-20,607.00359935
2000-01-21,609.2635239
2000-01-24,603.03279352
2000-01-25,595.71970292
2000-01-26,598.43531706
2000-01-27,598.74861417
2000-01-28,589.67343452
2000-01-31,589.52726453
2000-02-01,590.51445471
2000-02-02,591.81013551
2000-02-03,600.60685833
2000-02-04,600.5422542
2000-02-07,597.42043905
2000-02-08,600.13826826
2000-02-09,597.34767382
2000-02-10,593.82087803
2000-02-11,590.91589526
2000-02-14,591.48446802
2000-02-15,590.94309401
2000-02-16,589.34609895
2000-02-17,594.08719667
2000-02-18,585.41143894
2000-02-21,584.31285928
2000-02-22,585.54080776
2000-02-23,585.91648764
2000-02-24,582.88600417
2000-02-25,579.03204529
2000-02-28,579.35930134
2000-02-29,578.73669389
2000-03-01,587.74732628
2000-03-02,589.72972231
2000-03-03,590.40553297
2000-03-06,591.00437861
2000-03-07,585.49833612
2000-03-08,583.79749731
2000-03-09,588.28042477
2000-03-10,587.54121571
2000-03-13,578.56958837
2000-03-14,576.42416153
2000-03-15,580.66376898
2000-03-16,597.17341235
2000-03-17,595.73876989
2000-03-20,594.52052646
2000-03-21,598.68012019
2000-03-22,598.48779336
2000-03-23,604.76205209
2000-03-24,610.90655997
2000-03-27,612.7452731
2000-03-28,610.79557924
2000-03-29,611.02794235
2000-03-30,603.11672253
2000-03-31,606.14796443
2000-04-03,609.27100246
2000-04-04,606.68748748
2000-04-05,603.53933705
2000-04-06,606.21264954
2000-04-07,610.06800514
2000-04-10,612.57475737
2000-04-11,610.86347154
2000-04-12,608.30345008
2000-04-13,603.93388572
2000-04-14,586.22696959
2000-04-17,581.93229095
2000-04-18,588.61097771
2000-04-19,588.97835498
2000-04-20,592.03934588
2000-04-21,593.55573382
2000-04-24,594.77568006
2000-04-25,601.86849296
2000-04-26,601.74525032
2000-04-27,595.36037884
2000-04-28,592.46885436
2000-05-01,595.04148119
2000-05-02,591.4164036
2000-05-03,581.60954371
2000-05-04,583.83401153
2000-05-05,586.41786346
2000-05-08,584.22403468
2000-05-09,582.16175709
2000-05-10,581.1315428
2000-05-11,582.55619498
2000-05-12,585.48289911
2000-05-15,590.35570966
2000-05-16,593.18283707
2000-05-17,584.46592692
2000-05-18,583.49438018
2000-05-19,577.69108322
2000-05-22,573.78109876
2000-05-23,573.32399424
2000-05-24,573.72208108
2000-05-25,576.80553545
2000-05-26,577.6301951
2000-05-29,579.3172604
2000-05-30,586.51874095
2000-05-31,583.82629929
2000-06-01,588.24187279
2000-06-02,593.76037536
2000-06-05,592.12647259
2000-06-06,596.57133736
2000-06-07,597.0635967
2000-06-08,596.87226584
2000-06-09,595.06997576
2000-06-12,595.09953854
2000-06-13,598.99392657
2000-06-14,600.1322139
2000-06-15,598.7418437
2000-06-16,600.39372327
2000-06-19,601.39675252
2000-06-20,601.4345584
2000-06-21,599.76563864
2000-06-22,597.89621076
2000-06-23,595.93839617
2000-06-26,593.41990985
2000-06-27,593.97569956
2000-06-28,595.81457349
2000-06-29,595.03199141
2000-06-30,594.84231853
2000-07-03,601.80763669
2000-07-04,602.10899385
2000-07-05,601.61330014
2000-07-06,601.11649212
2000-07-07,605.09551812
2000-07-10,607.06494128
2000-07-11,609.70695134
2000-07-12,609.6438738
2000-07-13,605.36365896
2000-07-14,603.80143695
2000-07-17,602.2751473
2000-07-18,599.87397734
2000-07-19,599.49659827
2000-07-20,599.87067396
2000-07-21,596.21276003
2000-07-24,594.44135281
2000-07-25,596.38447078
2000-07-26,590.90869233
2000-07-27,593.09010802
2000-07-28,586.71401249
2000-07-31,586.16995711
2000-08-01,591.4962572
2000-08-02,591.57718929
2000-08-03,589.4806501
2000-08-04,592.36646011
2000-08-07,597.1654553
2000-08-08,595.95793445
2000-08-09,594.84714359
2000-08-10,594.54664082
2000-08-11,596.95880573
2000-08-14,599.95474534
2000-08-15,600.00197135
2000-08-16,601.5377122
2000-08-17,600.03947176
2000-08-18,600.63985022
2000-08-21,601.26078347
2000-08-22,602.10981881
2000-08-23,601.81968453
2000-08-24,604.03507243
2000-08-25,605.36417067
2000-08-28,606.1215367
2000-08-29,603.03674298
2000-08-30,601.62722526
2000-08-31,603.15801456
2000-09-01,608.55592406
2000-09-04,610.23207506
2000-09-05,608.15319199
2000-09-06,604.98560282
2000-09-07,605.56818455
2000-09-08,607.21638306
2000-09-11,606.33242882
2000-09-12,605.00817453
2000-09-13,604.27114497
2000-09-14,602.07646214
2000-09-15,600.06429409
2000-09-18,593.98118794
2000-09-19,591.74918608
2000-09-20,588.79798869
2000-09-21,589.31604225
2000-09-22,594.5394975
2000-09-25,598.49001169
2000-09-26,598.31632688
2000-09-27,599.13918795
2000-09-28,603.87687658
2000-09-29,605.89468819
2000-10-02,606.47541296
2000-10-03,604.32267741
2000-10-04,600.51100867
2000-10-05,598.87403942
2000-10-06,596.43813346
2000-10-09,592.53823309
2000-10-10,591.9194221
2000-10-11,586.974879
2000-10-12,579.55449472
2000-10-13,583.29603511
2000-10-16,582.8189181
2000-10-17,579.7823179
2000-10-18,575.21634592
2000-10-19,579.25546346
2000-10-20,580.83299669
2000-10-23,582.20581767
2000-10-24,585.82249508
2000-10-25,580.40346247
2000-10-26,580.72627847
2000-10-27,587.79578191
2000-10-30,592.8930337
2000-10-31,599.26086972
2000-11-01,603.29317016
2000-11-02,603.73729048
2000-11-03,604.13552375
2000-11-06,605.77252624
2000-11-07,604.42769539
2000-11-08,602.352108
2000-11-09,600.99521484
2000-11-10,597.72244533
2000-11-13,592.63193265
2000-11-14,595.67435077
2000-11-15,597.29525024
2000-11-16,594.33471153
2000-11-17,593.89623583
2000-11-20,588.85574625
2000-11-21,588.28061184
2000-11-22,582.87891118
2000-11-23,583.22251438
2000-11-24,586.15106399
2000-11-27,591.91041922
2000-11-28,590.83063295
2000-11-29,592.05718665
2000-11-30,591.39271866
2000-12-01,590.84665889
2000-12-04,595.06254936
2000-12-05,598.23033689
2000-12-06,594.51229536
2000-12-07,594.43088803
2000-12-08,595.3909999
2000-12-11,594.91657625
2000-12-12,596.39360029
