Date,EMERGING MARKETS IMI WTH PARTIAL A SHRES
2016-02-26,2184.8786363794607
2016-02-29,2197.640727943259
2016-03-30,2363.374834488519
2016-03-31,2363.6225021415194
2016-04-28,2403.5735918331447
2016-04-29,2365.982233875376
2016-05-30,2343.8327143391716
2016-05-31,2346.7313345948105
2016-06-29,2407.125729876025
2016-06-30,2439.8276611413926
2016-07-28,2569.441060352939
2016-07-29,2542.083801924853
2016-08-30,2623.33925585912
2016-08-31,2613.642609372611
2016-09-29,2651.38314599252
2016-09-30,2622.6908123327034
2016-10-28,2693.982968293418
2016-10-31,2689.3713410660675
2018-03-30,3165.508456576576
2018-04-11,3161.9582559106434
2018-04-12,3181.0259389010334
2018-04-13,3163.61150649517
2018-04-16,3135.664183141568
2018-04-17,3142.890457493871
2018-04-18,3163.1366905415266
2018-04-19,3187.6222582593427
2018-04-20,3168.9952128043033
2018-04-23,3156.7844550179298
2018-04-24,3148.276205982147
2018-04-25,3122.2808695462545
2018-04-26,3145.5764214310484
2018-04-27,3179.2587129841904
2018-04-30,3207.8297765832267
2018-05-01,3227.3690370238132
2018-05-02,3208.928029375725
2018-05-03,3174.2703780394313
2018-05-04,3174.8410218151307
2018-05-07,3188.254766767268
2018-05-08,3210.5291572884985
2018-05-09,3213.3205431986544
2018-05-10,3239.845272730502
2018-05-11,3243.807949003354
2018-05-14,3248.1220393458593
2018-05-15,3228.4251199980195
2018-05-16,3260.8400912386387
2018-05-17,3232.250237468379
2018-05-18,3223.0052698234726
2018-05-21,3225.09176609754
2018-05-22,3234.447746891838
2018-05-23,3229.113498030897
2018-05-24,3229.818853298097
2018-05-25,3254.652050571423
2018-05-28,3267.890133160097
2018-05-29,3252.677474750251
2018-05-30,3204.187060513371
2018-05-31,3210.947275094796
