Date,EM VALUE WEIGHTED
1997-03-25,248.0440623
1997-03-26,248.2637689
1997-03-27,248.3388976
1997-03-28,248.0909179
1997-03-31,245.1303229
1997-04-01,244.7476137
1997-04-02,246.2491545
1997-04-03,245.8606426
1997-04-04,248.2346887
1997-04-07,250.1609441
1997-04-08,249.8799436
1997-04-09,251.4085841
1997-04-10,250.0945385
1997-04-11,248.433768
1997-04-14,247.0866222
1997-04-15,247.4293604
1997-04-16,248.5698259
1997-04-17,247.0949378
1997-04-18,246.613428
1997-04-21,247.8053054
1997-04-22,248.4312363
1997-04-23,250.182177
1997-04-24,250.2062113
1997-04-25,250.0475386
1997-04-28,250.36449
1997-04-29,250.5102689
1997-04-30,251.9670193
1997-05-01,252.0894284
1997-05-02,252.9751763
1997-05-05,252.8678936
1997-05-06,253.6845654
1997-05-07,252.9274418
1997-05-08,253.5750498
1997-05-09,254.3003815
1997-05-12,254.2490678
1997-05-13,254.926561
1997-05-14,252.2962212
1997-05-15,252.6466448
1997-05-16,253.0588442
1997-05-19,253.9538602
1997-05-20,255.7707548
1997-05-21,257.0701084
1997-05-22,256.2385227
1997-05-23,256.7980669
1997-05-26,257.1298701
1997-05-27,257.4803214
1997-05-28,259.2174562
1997-05-29,260.1504379
1997-05-30,261.4516293
1997-06-02,263.9266028
1997-06-03,264.8138751
1997-06-04,264.6553928
1997-06-05,264.9958161
1997-06-06,265.9943089
1997-06-09,266.7598215
1997-06-10,266.7112463
1997-06-11,267.8040104
1997-06-12,270.3167372
1997-06-13,270.5148093
1997-06-16,272.5106508
1997-06-17,272.8056324
1997-06-18,272.2239295
1997-06-19,272.4518644
1997-06-20,272.7437941
1997-06-23,274.1346625
1997-06-24,274.8449665
1997-06-25,276.0281927
1997-06-26,275.9518304
1997-06-27,275.5298218
1997-06-30,275.4617159
1997-07-01,278.8952089
1997-07-02,283.2504863
1997-07-03,284.7728963
1997-07-04,286.2953088
1997-07-07,285.5161983
1997-07-08,285.9817082
1997-07-09,286.5343857
1997-07-10,287.0536418
1997-07-11,284.2682152
1997-07-14,280.995591
1997-07-15,274.6099565
1997-07-16,278.3061017
1997-07-17,275.5670224
1997-07-18,271.8469945
1997-07-21,271.4241237
1997-07-22,275.1550661
1997-07-23,276.4336212
1997-07-24,278.1569123
1997-07-25,278.8871246
1997-07-28,281.5146704
1997-07-29,283.1677087
1997-07-30,283.1333138
1997-07-31,283.0291026
1997-08-01,279.5149238
1997-08-04,279.7953611
1997-08-05,279.094632
1997-08-06,281.9703137
1997-08-07,280.5370017
1997-08-08,279.0920899
1997-08-11,277.5806664
1997-08-12,276.0377135
1997-08-13,275.5486182
1997-08-14,274.5761266
1997-08-15,270.9061572
1997-08-18,266.2498465
1997-08-19,266.0871832
1997-08-20,266.6249265
1997-08-21,267.1710852
1997-08-22,264.3930852
1997-08-25,263.4184598
1997-08-26,263.261175
1997-08-27,263.1589568
1997-08-28,256.7184097
1997-08-29,250.3555667
1997-09-01,244.8671644
1997-09-02,249.5942538
1997-09-03,251.4615478
1997-09-04,252.1818874
1997-09-05,258.951685
1997-09-08,261.0775058
1997-09-09,261.3875357
1997-09-10,257.6296404
1997-09-11,254.3117302
1997-09-12,255.6613169
1997-09-15,253.5390115
1997-09-16,254.1932076
1997-09-17,256.5298235
1997-09-18,257.1011487
1997-09-19,256.9438024
1997-09-22,255.3255373
1997-09-23,254.2327441
1997-09-24,254.668135
1997-09-25,254.947269
1997-09-26,255.7670935
1997-09-29,256.0140383
1997-09-30,257.1652364
1997-10-01,257.3278389
1997-10-02,258.2976656
1997-10-03,257.8618085
1997-10-06,257.8058409
1997-10-07,256.6773742
1997-10-08,256.639156
1997-10-09,258.4291496
1997-10-10,259.715276
1997-10-13,259.7509572
1997-10-14,260.737122
1997-10-15,259.1575426
1997-10-16,256.6760466
1997-10-17,254.3768385
1997-10-20,252.8346902
1997-10-21,254.5103211
1997-10-22,254.9090756
1997-10-23,245.6214756
1997-10-24,239.8710642
1997-10-27,220.8236068
1997-10-28,216.6872673
1997-10-29,217.8550219
1997-10-30,208.7841299
1997-10-31,210.7982377
1997-11-03,221.1493468
1997-11-04,226.159121
1997-11-05,226.1345597
1997-11-06,222.6467776
1997-11-07,214.3744181
1997-11-10,213.6838358
1997-11-11,211.8036935
1997-11-12,202.7261199
1997-11-13,202.3837405
1997-11-14,205.2102972
1997-11-17,206.9937944
1997-11-18,204.9393152
1997-11-19,204.9986392
1997-11-20,201.4542948
1997-11-21,206.6105704
1997-11-24,201.4151683
1997-11-25,199.5322876
1997-11-26,201.140731
1997-11-27,203.2609703
1997-11-28,200.2886037
1997-12-01,197.9814002
1997-12-02,199.093486
1997-12-03,200.6538746
1997-12-04,205.2158499
1997-12-05,205.4918987
1997-12-08,207.9895025
1997-12-09,202.5446056
1997-12-10,198.6587909
1997-12-11,189.6080506
1997-12-12,187.2601671
1997-12-15,191.8479358
1997-12-16,195.1274314
1997-12-17,197.6314256
1997-12-18,197.3306707
1997-12-19,191.6001536
1997-12-22,191.8856032
1997-12-23,189.3154103
1997-12-24,189.4231456
1997-12-25,189.4231456
1997-12-26,194.4571491
1997-12-29,198.0387205
1997-12-30,199.0336084
1997-12-31,199.2721684
1998-01-01,199.2721684
1998-01-02,199.2986359
1998-01-05,198.5235842
1998-01-06,192.7406549
1998-01-07,189.4043118
1998-01-08,182.9127587
1998-01-09,176.8393152
1998-01-12,171.4551227
1998-01-13,176.2371633
1998-01-14,179.8994452
1998-01-15,178.198384
1998-01-16,181.8114423
1998-01-19,188.8972616
1998-01-20,187.1793776
1998-01-21,183.2715069
1998-01-22,180.245372
1998-01-23,177.6455639
1998-01-26,179.5209489
1998-01-27,181.1877872
1998-01-28,181.2429851
1998-01-29,181.3541202
1998-01-30,187.5511901
1998-02-02,193.7995829
1998-02-03,197.4413834
1998-02-04,194.7580961
1998-02-05,197.9169559
1998-02-06,200.9511044
1998-02-09,202.4540306
1998-02-10,204.609043
1998-02-11,205.9080961
1998-02-12,200.1927925
1998-02-13,197.8671449
1998-02-16,194.1460297
1998-02-17,196.6236083
1998-02-18,197.503329
1998-02-19,200.5520228
1998-02-20,200.9673877
1998-02-23,201.6108426
1998-02-24,202.1916947
1998-02-25,202.692395
1998-02-26,205.1008024
1998-02-27,208.0288738
1998-03-02,213.5072694
1998-03-03,211.1967789
1998-03-04,210.0838374
1998-03-05,205.1390063
1998-03-06,206.4061734
1998-03-09,206.1869074
1998-03-10,209.6013871
1998-03-11,211.074599
1998-03-12,211.9040495
1998-03-13,215.1989899
1998-03-16,215.259141
1998-03-17,214.4856065
1998-03-18,214.571582
1998-03-19,216.9958425
1998-03-20,219.122314
1998-03-23,223.1258687
1998-03-24,221.3063725
1998-03-25,221.6255554
1998-03-26,221.1210296
1998-03-27,222.6003621
1998-03-30,219.8149533
1998-03-31,219.2545829
1998-04-01,217.5722647
1998-04-02,216.3743985
1998-04-03,213.2165129
1998-04-06,215.7861724
1998-04-07,216.4227337
1998-04-08,216.9008836
1998-04-09,218.2705957
1998-04-10,218.2143641
1998-04-13,219.4252833
1998-04-14,219.4223465
1998-04-15,221.1591448
1998-04-16,218.9611454
1998-04-17,218.9171265
1998-04-20,219.5229127
1998-04-21,220.2234367
1998-04-22,218.9127716
1998-04-23,216.9762479
1998-04-24,216.7108601
1998-04-27,210.8250295
1998-04-28,211.5812468
1998-04-29,212.8633418
1998-04-30,215.4311744
1998-05-01,215.8434839
1998-05-04,215.0449126
1998-05-05,214.2848588
1998-05-06,208.4741069
1998-05-07,206.9370991
1998-05-08,206.8587249
1998-05-11,205.022498
1998-05-12,200.9921785
1998-05-13,197.026091
1998-05-14,196.7510941
1998-05-15,196.8490085
1998-05-18,190.0563898
1998-05-19,190.914867
1998-05-20,192.4340317
1998-05-21,193.279912
1998-05-22,191.4785679
1998-05-25,187.8014655
1998-05-26,182.2809111
1998-05-27,178.2722695
1998-05-28,180.1147535
1998-05-29,179.5726927
1998-06-01,173.0752755
1998-06-02,177.7272584
1998-06-03,179.1843916
1998-06-04,179.7072051
1998-06-05,179.4533974
1998-06-08,178.9442915
1998-06-09,176.7286444
1998-06-10,169.4909855
1998-06-11,167.1131107
1998-06-12,163.5312021
1998-06-15,155.9482512
1998-06-16,156.1323783
1998-06-17,164.8968174
1998-06-18,164.5163688
1998-06-19,163.0976243
1998-06-22,160.4934002
1998-06-23,162.3177585
1998-06-24,163.0346065
1998-06-25,159.7817748
1998-06-26,156.2163086
1998-06-29,155.4844129
1998-06-30,156.7981223
1998-07-01,159.0739649
1998-07-02,159.1866719
1998-07-03,160.4281524
1998-07-06,160.3577136
1998-07-07,162.6044574
1998-07-08,162.3723951
1998-07-09,161.6160576
1998-07-10,160.9665421
1998-07-13,162.8187737
1998-07-14,167.5017566
1998-07-15,169.0117036
1998-07-16,170.543348
1998-07-17,173.4760022
1998-07-20,174.1996624
1998-07-21,171.8307999
1998-07-22,168.8857568
1998-07-23,164.9999342
1998-07-24,164.4772645
1998-07-27,161.5622634
1998-07-28,160.1351196
1998-07-29,161.127577
1998-07-30,163.7313486
1998-07-31,162.4948918
1998-08-03,158.454086
1998-08-04,156.3592704
1998-08-05,153.8546366
1998-08-06,150.946782
1998-08-07,148.2064353
1998-08-10,144.4224046
1998-08-11,138.7874133
1998-08-12,136.4074729
1998-08-13,135.768215
1998-08-14,137.8784026
1998-08-17,135.2754239
1998-08-18,134.8601658
1998-08-19,135.6997625
1998-08-20,133.6184353
1998-08-21,128.7645834
1998-08-24,127.2289793
1998-08-25,127.0910619
1998-08-26,122.6458139
1998-08-27,115.0491121
1998-08-28,114.7715068
1998-08-31,112.637036
1998-09-01,114.0441931
1998-09-02,116.5458223
1998-09-03,113.4506438
1998-09-04,113.5044227
1998-09-07,119.5165773
1998-09-08,117.2871832
1998-09-09,116.0081015
1998-09-10,111.7868874
1998-09-11,111.9804898
1998-09-14,114.9570253
1998-09-15,119.7849826
1998-09-16,119.7343433
1998-09-17,116.7221018
1998-09-18,117.0749546
1998-09-21,114.6541174
1998-09-22,116.5675961
1998-09-23,120.8411028
1998-09-24,121.7531775
1998-09-25,120.5264639
1998-09-28,121.6942867
1998-09-29,121.4624452
1998-09-30,116.431357
1998-10-01,111.0185952
1998-10-02,112.3358611
1998-10-05,110.4359291
1998-10-06,111.6357783
1998-10-07,112.2649728
1998-10-08,111.8385075
1998-10-09,116.007291
1998-10-12,119.0648455
1998-10-13,118.3803761
1998-10-14,118.9773026
1998-10-15,124.275049
1998-10-16,125.7826276
1998-10-19,126.3042829
1998-10-20,129.1007211
1998-10-21,130.0801027
1998-10-22,131.2510531
1998-10-23,129.9518363
1998-10-26,129.422845
1998-10-27,128.0073805
1998-10-28,127.3807391
1998-10-29,128.0670339
1998-10-30,131.8124932
1998-11-02,135.0536039
1998-11-03,137.3999306
1998-11-04,139.9796646
1998-11-05,141.309744
1998-11-06,142.4236391
1998-11-09,142.5445819
1998-11-10,138.720266
1998-11-11,138.8451815
1998-11-12,136.6350763
1998-11-13,137.3829907
1998-11-16,140.4586832
1998-11-17,142.0535257
1998-11-18,142.9600795
1998-11-19,144.6702026
1998-11-20,147.9220004
1998-11-23,150.767821
1998-11-24,150.5732941
1998-11-25,151.0966216
1998-11-26,151.1446453
1998-11-27,151.1534238
1998-11-30,149.1579338
1998-12-01,146.4952173
1998-12-02,146.7780202
1998-12-03,142.6712688
1998-12-04,142.8866512
1998-12-07,148.1616393
1998-12-08,147.1848149
1998-12-09,148.0073446
1998-12-10,150.6281797
1998-12-11,147.2075881
1998-12-14,144.3071819
1998-12-15,146.5854045
1998-12-16,144.0780524
1998-12-17,142.5079541
1998-12-18,142.9150772
1998-12-21,148.8546557
1998-12-22,147.8374555
1998-12-23,148.306071
1998-12-24,148.9960985
1998-12-25,149.1600839
1998-12-28,149.1112804
1998-12-29,148.5081058
1998-12-30,149.9220157
1998-12-31,149.78208
1999-01-01,149.78208
1999-01-04,153.1319287
1999-01-05,155.3835301
1999-01-06,159.5154231
1999-01-07,160.4627441
1999-01-08,159.3605554
1999-01-11,157.8635196
1999-01-12,153.3433852
1999-01-13,145.1809746
1999-01-14,140.7005428
1999-01-15,146.6919012
1999-01-18,147.6199221
1999-01-19,148.0215402
1999-01-20,150.036448
1999-01-21,144.5847833
1999-01-22,140.6380975
1999-01-25,138.1573114
1999-01-26,139.3811512
1999-01-27,141.947867
1999-01-28,142.4560115
1999-01-29,142.1157413
1999-02-01,145.9769585
1999-02-02,146.425322
1999-02-03,145.0607527
1999-02-04,144.1711998
1999-02-05,143.1478842
1999-02-08,142.8851468
1999-02-09,140.5523276
1999-02-10,141.743901
1999-02-11,143.3189606
1999-02-12,145.2580831
1999-02-15,145.1922795
1999-02-16,145.8717675
1999-02-17,145.2146106
1999-02-18,143.8910232
1999-02-19,142.7658911
1999-02-22,142.1451344
1999-02-23,140.6624089
1999-02-24,140.6506732
1999-02-25,139.8661372
1999-02-26,141.5350404
1999-03-01,141.495164
1999-03-02,141.7602978
1999-03-03,142.5257177
1999-03-04,143.4715785
1999-03-05,145.80039
1999-03-08,149.9262548
1999-03-09,151.4170513
1999-03-10,153.1118364
1999-03-11,153.7417322
1999-03-12,154.6216866
1999-03-15,157.1968177
1999-03-16,158.8290069
1999-03-17,159.2898525
1999-03-18,159.1864667
1999-03-19,161.8309566
1999-03-22,161.4282434
1999-03-23,160.5870346
1999-03-24,159.9326859
1999-03-25,162.5235663
1999-03-26,162.1380504
1999-03-29,162.2661615
1999-03-30,165.361382
1999-03-31,166.0562212
1999-04-01,167.491388
1999-04-02,169.2065693
1999-04-05,170.1848949
1999-04-06,172.9184349
1999-04-07,174.4633329
1999-04-08,175.7196735
1999-04-09,175.9734007
1999-04-12,176.2651709
1999-04-13,176.7811001
1999-04-14,178.2716289
1999-04-15,182.7904193
1999-04-16,186.9467155
1999-04-19,191.1570135
1999-04-20,189.8878748
1999-04-21,187.0980817
1999-04-22,188.0562101
1999-04-23,190.2262529
1999-04-26,191.9647169
1999-04-27,194.3977586
1999-04-28,196.2721786
1999-04-29,194.5200075
1999-04-30,196.7507667
1999-05-03,198.2956153
1999-05-04,201.0742418
1999-05-05,202.6236693
1999-05-06,209.3626206
1999-05-07,211.6816373
1999-05-10,213.8891174
1999-05-11,210.88308
1999-05-12,206.9414593
1999-05-13,207.2890082
1999-05-14,206.3697206
1999-05-17,203.151753
1999-05-18,206.8837533
1999-05-19,205.7744357
1999-05-20,202.9943128
1999-05-21,200.8453381
1999-05-24,197.4790413
1999-05-25,194.7734128
1999-05-26,197.7153089
1999-05-27,195.6889312
1999-05-28,194.9666391
1999-05-31,196.3506987
1999-06-01,197.3644883
1999-06-02,198.0649587
1999-06-03,199.8479564
1999-06-04,202.1750263
1999-06-07,205.7905978
1999-06-08,207.7370798
1999-06-09,205.4360225
1999-06-10,208.5411394
1999-06-11,208.9747212
1999-06-14,207.1353451
1999-06-15,206.664909
1999-06-16,212.6995976
1999-06-17,215.4308574
1999-06-18,217.1563353
1999-06-21,221.2553713
1999-06-22,222.3142888
1999-06-23,219.6892925
1999-06-24,217.542997
1999-06-25,216.0695629
1999-06-28,218.3608096
1999-06-29,219.6623177
1999-06-30,220.5255929
1999-07-01,223.2329102
1999-07-02,226.2759594
1999-07-05,230.2442291
1999-07-06,230.6612133
1999-07-07,231.3373867
1999-07-08,230.1751423
1999-07-09,231.7832482
1999-07-12,230.6450344
1999-07-13,229.5353998
1999-07-14,226.7935287
1999-07-15,228.3073868
1999-07-16,229.7008037
1999-07-19,230.2467903
1999-07-20,226.6349818
1999-07-21,224.8368634
1999-07-22,224.2981942
1999-07-23,217.8137815
1999-07-26,212.970496
1999-07-27,214.8778814
1999-07-28,217.2434559
1999-07-29,217.3206559
1999-07-30,216.3591861
1999-08-02,212.9305757
1999-08-03,213.3430471
1999-08-04,213.092023
1999-08-05,208.3363618
1999-08-06,206.6952308
1999-08-09,207.1584423
1999-08-10,207.0893621
1999-08-11,206.0995626
1999-08-12,207.2180851
1999-08-13,207.2560594
1999-08-16,208.5161757
1999-08-17,206.3807617
1999-08-18,204.9822793
1999-08-19,204.9172655
1999-08-20,207.1195634
1999-08-23,211.7800655
1999-08-24,211.9060427
1999-08-25,215.4695351
1999-08-26,214.4478021
1999-08-27,214.1055221
1999-08-30,212.8701421
1999-08-31,212.122237
1999-09-01,211.1977476
1999-09-02,209.6314768
1999-09-03,210.387106
1999-09-06,213.3741419
1999-09-07,212.4493719
1999-09-08,210.9149742
1999-09-09,212.5846453
1999-09-10,214.6743282
1999-09-13,216.0024379
1999-09-14,215.8772306
1999-09-15,213.0542591
1999-09-16,208.6510398
1999-09-17,209.1706139
1999-09-20,210.5025856
1999-09-21,209.6600329
1999-09-22,208.7875888
1999-09-23,207.9913354
1999-09-24,207.5354647
1999-09-27,205.8440431
1999-09-28,205.5086951
1999-09-29,204.1337264
1999-09-30,201.7762545
1999-10-01,201.4293182
1999-10-04,201.8465173
1999-10-05,200.5329446
1999-10-06,203.9623143
1999-10-07,207.4021965
1999-10-08,207.5579118
1999-10-11,208.3178773
1999-10-12,209.4856547
1999-10-13,206.6081448
1999-10-14,206.4186909
1999-10-15,202.0104811
1999-10-18,198.704077
1999-10-19,199.5330738
1999-10-20,202.6418781
1999-10-21,201.3539512
1999-10-22,203.2060893
1999-10-25,201.9192479
1999-10-26,201.7853079
1999-10-27,200.8698438
1999-10-28,203.2590354
1999-10-29,205.188045
1999-11-01,207.5878786
1999-11-02,209.8227066
1999-11-03,211.341332
1999-11-04,214.5557939
1999-11-05,216.6247639
1999-11-08,216.8152711
1999-11-09,219.4025189
1999-11-10,219.5547544
1999-11-11,220.8233419
1999-11-12,221.1118873
1999-11-15,221.4038587
1999-11-16,222.6773887
1999-11-17,219.8508627
1999-11-18,221.2193164
1999-11-19,224.3085229
1999-11-22,224.1254072
1999-11-23,224.1490255
1999-11-24,223.6117087
1999-11-25,224.6488925
1999-11-26,223.9878453
1999-11-29,225.1970243
1999-11-30,225.5456179
1999-12-01,226.5912683
1999-12-02,228.9993906
1999-12-03,230.6978837
1999-12-06,231.7998066
1999-12-07,230.2169178
1999-12-08,231.0137283
1999-12-09,231.2552939
1999-12-10,235.1029155
1999-12-13,236.319974
1999-12-14,234.4195741
1999-12-15,233.3540662
1999-12-16,234.2553091
1999-12-17,235.7541035
1999-12-20,238.0664162
1999-12-21,238.0152593
1999-12-22,239.0093512
1999-12-23,238.7181117
1999-12-24,239.521809
1999-12-27,240.0944027
1999-12-28,241.9250268
1999-12-29,244.2246391
1999-12-30,246.6927849
1999-12-31,247.6878988
2000-01-03,250.3466076
2000-01-04,250.1684649
2000-01-05,247.6264008
2000-01-06,245.2883647
2000-01-07,250.114919
2000-01-10,257.6162159
2000-01-11,253.9535822
2000-01-12,254.4760883
2000-01-13,258.8210168
2000-01-14,262.110095
2000-01-17,265.7494214
2000-01-18,264.3805215
2000-01-19,258.8705807
2000-01-20,258.8820607
2000-01-21,256.9221394
2000-01-24,256.6153775
2000-01-25,252.1118219
2000-01-26,252.5126332
2000-01-27,253.208244
2000-01-28,250.4600108
2000-01-31,246.8407537
2000-02-01,249.0463042
2000-02-02,251.0014346
2000-02-03,255.9257684
2000-02-04,258.5873208
2000-02-07,261.3154854
2000-02-08,263.3746781
2000-02-09,262.7892344
2000-02-10,262.6335076
2000-02-11,260.1908565
2000-02-14,255.2830329
2000-02-15,253.7167617
2000-02-16,253.9733049
2000-02-17,255.6573586
2000-02-18,251.5797147
2000-02-21,249.3225639
2000-02-22,245.5696615
2000-02-23,248.7661502
2000-02-24,248.7383849
2000-02-25,246.2522075
2000-02-28,242.6439721
2000-02-29,242.8012228
2000-03-01,247.4279809
2000-03-02,250.8270008
2000-03-03,250.6453537
2000-03-06,251.6349317
2000-03-07,251.6463319
2000-03-08,252.172046
2000-03-09,253.3777354
2000-03-10,252.0384193
2000-03-13,244.3608737
2000-03-14,244.1636382
2000-03-15,242.8398247
2000-03-16,244.6305269
2000-03-17,245.9462867
2000-03-20,244.6903407
2000-03-21,246.9862898
2000-03-22,247.5332921
2000-03-23,249.5945922
2000-03-24,251.4693075
2000-03-27,253.6595878
2000-03-28,251.126622
2000-03-29,249.3854157
2000-03-30,245.1042771
2000-03-31,245.4106623
2000-04-03,243.5622419
2000-04-04,240.1335962
2000-04-05,238.2816147
2000-04-06,240.7015107
2000-04-07,244.4504247
2000-04-10,245.273717
2000-04-11,241.239797
2000-04-12,238.8382651
2000-04-13,234.2485259
2000-04-14,227.8067011
2000-04-17,216.5552001
2000-04-18,222.7132762
2000-04-19,221.3562744
2000-04-20,222.8035122
2000-04-21,223.5316631
2000-04-24,220.2250235
2000-04-25,223.4187891
2000-04-26,222.5654211
2000-04-27,221.034331
2000-04-28,223.5804773
2000-05-01,223.5080773
2000-05-02,224.0314297
2000-05-03,220.7712069
2000-05-04,220.4183527
2000-05-05,221.0813245
2000-05-08,219.2508772
2000-05-09,218.3453096
2000-05-10,216.0903184
2000-05-11,215.1487176
2000-05-12,214.7213788
2000-05-15,215.9797298
2000-05-16,218.3321889
2000-05-17,214.5422825
2000-05-18,211.8601575
2000-05-19,208.1856833
2000-05-22,202.9257963
2000-05-23,200.5753626
2000-05-24,202.080759
2000-05-25,204.2635055
2000-05-26,204.0259591
2000-05-29,206.2132249
2000-05-30,211.4336935
2000-05-31,213.0975461
2000-06-01,214.409449
2000-06-02,220.7265324
2000-06-05,223.5694639
2000-06-06,221.693379
2000-06-07,223.146842
2000-06-08,222.4908078
2000-06-09,225.8166061
2000-06-12,226.6310717
2000-06-13,224.1827722
2000-06-14,225.439872
2000-06-15,222.2023322
2000-06-16,221.8572586
2000-06-19,221.4875774
2000-06-20,223.0246926
2000-06-21,223.0643496
2000-06-22,222.0004778
2000-06-23,220.4468921
2000-06-26,220.3324306
2000-06-27,222.24245
2000-06-28,223.245214
2000-06-29,221.9211352
2000-06-30,224.5262949
2000-07-03,227.8510543
2000-07-04,228.1809799
2000-07-05,229.4265347
2000-07-06,229.9283114
2000-07-07,231.6130833
2000-07-10,232.7435998
2000-07-11,230.433791
2000-07-12,231.6999316
2000-07-13,231.2134545
2000-07-14,231.8124524
2000-07-17,232.5229153
2000-07-18,229.9726783
2000-07-19,226.6865663
2000-07-20,226.2134275
2000-07-21,226.7431747
2000-07-24,223.1866879
2000-07-25,222.860563
2000-07-26,222.3583211
2000-07-27,221.2391561
2000-07-28,217.8052198
2000-07-31,218.6379318
2000-08-01,219.0607909
2000-08-02,219.6448369
2000-08-03,219.2588163
2000-08-04,219.521814
2000-08-07,217.3646909
2000-08-08,216.8259514
2000-08-09,218.9670339
2000-08-10,220.4556149
2000-08-11,221.5793707
2000-08-14,223.7099751
2000-08-15,223.5806565
2000-08-16,223.994059
2000-08-17,224.4967076
2000-08-18,222.0979179
2000-08-21,221.0192654
2000-08-22,222.1851974
2000-08-23,220.863803
2000-08-24,220.18288
2000-08-25,220.8455711
2000-08-28,220.3790044
2000-08-29,220.434204
2000-08-30,219.9785634
2000-08-31,219.4964991
2000-09-01,220.4358326
2000-09-04,221.6338605
2000-09-05,221.248543
2000-09-06,220.3488545
2000-09-07,218.4649471
2000-09-08,217.4187839
2000-09-11,215.7249127
2000-09-12,214.1256731
2000-09-13,214.5188227
2000-09-14,213.6775457
2000-09-15,211.2008644
2000-09-18,201.8984198
2000-09-19,200.0799933
2000-09-20,202.4224325
2000-09-21,200.6289697
2000-09-22,196.6107273
2000-09-25,201.0207808
2000-09-26,200.6520469
2000-09-27,201.0622977
2000-09-28,201.3180281
2000-09-29,201.2877787
2000-10-02,198.2598458
2000-10-03,198.8414551
2000-10-04,199.1651966
2000-10-05,199.8789467
2000-10-06,199.1275927
2000-10-09,196.3407862
2000-10-10,195.0195366
2000-10-11,191.0378472
2000-10-12,187.8076239
2000-10-13,186.0896929
2000-10-16,188.453598
2000-10-17,184.644425
2000-10-18,181.4533303
2000-10-19,183.0935089
2000-10-20,185.5369658
2000-10-23,182.8258458
2000-10-24,184.4676278
2000-10-25,182.7190295
2000-10-26,182.7468933
2000-10-27,184.0420285
2000-10-30,183.7119433
2000-10-31,185.7178317
2000-11-01,189.3999818
2000-11-02,191.5737173
2000-11-03,191.3532502
2000-11-06,191.7078639
2000-11-07,191.923866
2000-11-08,191.5333173
2000-11-09,190.4388681
2000-11-10,190.4963956
2000-11-13,185.2041105
2000-11-14,188.3943201
2000-11-15,188.6866584
2000-11-16,186.7980889
2000-11-17,185.8919692
2000-11-20,183.6915764
2000-11-21,183.2764491
2000-11-22,180.0462709
2000-11-23,177.9897252
2000-11-24,180.2602298
2000-11-27,182.0738607
2000-11-28,179.663408
2000-11-29,177.9067788
2000-11-30,174.0651869
2000-12-01,175.0738979
2000-12-04,174.310201
2000-12-05,179.5921976
2000-12-06,181.6837159
2000-12-07,181.6142004
2000-12-08,184.6047876
2000-12-11,186.7800683
2000-12-12,185.3921641
2000-12-13,185.9778823
2000-12-14,184.7561583
2000-12-15,181.7333937
2000-12-18,182.1757806
2000-12-19,181.5588289
2000-12-20,177.8131471
2000-12-21,176.2932946
2000-12-22,176.8965389
2000-12-25,177.049131
2000-12-26,176.4077006
2000-12-27,176.8475991
2000-12-28,178.4808862
2000-12-29,178.6498047
2001-01-01,178.7922995
2001-01-02,179.9266198
2001-01-03,181.6857469
2001-01-04,188.0080706
2001-01-05,190.1248954
2001-01-08,190.6308471
2001-01-09,192.7815647
2001-01-10,189.7574215
