Date,EM LATIN AMERICA VALUE WEIGHTED
1998-02-13,1657.9229668064586
1998-02-16,1638.7386855890345
1998-02-17,1645.5845122035266
1998-02-18,1638.7367421902757
1998-02-19,1637.4310446743864
1998-02-20,1641.7454041574963
1998-02-23,1637.7673574132016
1998-02-24,1637.94352949747
1998-02-25,1662.6108175417555
1998-02-26,1669.5663339161704
1998-02-27,1675.4823480487132
1998-03-02,1701.8333398494515
1998-03-03,1706.2965994734773
1998-03-04,1699.1555764861826
1998-03-05,1697.963969622289
1998-03-06,1727.3264304141442
1998-03-09,1724.2565690642127
1998-03-10,1724.7201228590493
1998-03-11,1738.9414832027892
1998-03-12,1750.2839351478813
1998-03-13,1773.3700023871174
1998-03-16,1771.2568066559045
1998-03-17,1781.6518666740508
1998-03-18,1792.2364071824425
1998-03-19,1796.3996466169806
1998-03-20,1821.75434781562
1998-03-23,1852.2708582585951
1998-03-24,1834.4502433466585
1998-03-25,1816.6630994668549
1998-03-26,1832.3764072947256
1998-03-27,1831.406824737924
1998-03-30,1824.8723617031565
1998-03-31,1834.1128664866942
1998-04-01,1829.1184886272858
1998-04-02,1831.8247457381713
1998-04-03,1804.4064498565297
1998-04-06,1827.1481053319328
1998-04-07,1810.0613583475215
1998-04-08,1818.4412422936637
1998-04-09,1819.6370664428396
1998-04-10,1819.6952801391674
1998-04-13,1827.6585778557753
1998-04-14,1844.379846325234
1998-04-15,1850.311753132727
1998-04-16,1829.5947705927254
1998-04-17,1831.8844360098067
1998-04-20,1834.3410753080288
1998-04-21,1834.7084254571894
1998-04-22,1811.1449736806442
1998-04-23,1795.5357529341711
1998-04-24,1800.6620254806217
1998-04-27,1727.6404289172544
1998-04-28,1759.1083446960677
1998-04-29,1777.2575990018613
1998-04-30,1798.5886669599568
1998-05-01,1798.4231070328642
1998-05-04,1792.2792253848775
1998-05-05,1791.2788917475668
1998-05-06,1748.928807617203
1998-05-07,1740.3494106376302
1998-05-08,1745.9756481206994
1998-05-11,1711.1775068992513
1998-05-12,1684.498305261229
1998-05-13,1673.1723599689985
1998-05-14,1671.2850875598497
1998-05-15,1685.6754452262048
1998-05-18,1611.548331465394
1998-05-19,1614.318334126506
1998-05-20,1607.8414119286738
1998-05-21,1595.7593351125656
1998-05-22,1586.8770501117801
1998-05-25,1567.6114756490385
1998-05-26,1501.3743679833335
1998-05-27,1522.042066422497
1998-05-28,1555.6244142759547
1998-05-29,1545.7561262677518
1998-06-01,1509.495811456657
1998-06-02,1561.9605338193562
1998-06-03,1537.8973114820283
1998-06-04,1569.9609269345772
1998-06-05,1579.8310485705756
1998-06-08,1585.2349415041697
1998-06-09,1567.6921896232104
1998-06-10,1511.0358751087988
1998-06-11,1492.028179176148
1998-06-12,1461.444042167482
1998-06-15,1410.1492246040023
1998-06-16,1411.3678086602463
1998-06-17,1487.7898355019975
1998-06-18,1448.0857264455103
1998-06-19,1465.3163220055246
1998-06-22,1451.5045495253426
1998-06-23,1484.7340909146567
1998-06-24,1475.6055673555559
1998-06-25,1430.4635545550625
1998-06-26,1411.49835107753
1998-06-29,1426.4530338532466
1998-06-30,1443.4172127979753
1998-07-01,1478.348577735027
1998-07-02,1479.1594808475215
1998-07-03,1494.4521229921306
1998-07-06,1486.9748881595945
1998-07-07,1510.3786858014173
1998-07-08,1519.7848567008452
1998-07-09,1515.6219884129857
1998-07-10,1515.2988399360552
1998-07-13,1527.997389721004
1998-07-14,1551.5542803923154
1998-07-15,1551.2639246668978
1998-07-16,1577.2831450787291
1998-07-17,1607.8396083586206
1998-07-20,1596.7321990690268
1998-07-21,1579.607399800279
1998-07-22,1564.4185126073553
1998-07-23,1537.8162832415976
1998-07-24,1533.0994076506715
1998-07-27,1522.9922287673733
1998-07-28,1491.5803211513908
1998-07-29,1504.5476450000822
1998-07-30,1531.0314378763485
1998-07-31,1509.5883382947532
1998-08-03,1484.824234662184
1998-08-04,1432.8811180623293
1998-08-05,1423.4781207708695
1998-08-06,1408.6949375877887
1998-08-07,1369.3045502515686
1998-08-10,1336.4335017385656
1998-08-11,1289.9490343808595
1998-08-12,1243.2854990979115
1998-08-13,1272.1458549033832
1998-08-14,1277.6104049827338
1998-08-17,1259.9009157929895
1998-08-18,1261.1630285392318
1998-08-19,1248.065287097772
1998-08-20,1188.1281448293873
1998-08-21,1141.2639492083933
1998-08-24,1130.7595202036212
1998-08-25,1125.8019989650322
1998-08-26,1085.3944490964661
1998-08-27,996.3787347211996
1998-08-28,1010.2075668044166
1998-08-31,971.2420454331636
1998-09-01,1016.6073560094255
1998-09-02,1022.5013773048781
1998-09-03,959.9286247683852
1998-09-04,917.644010830222
1998-09-07,933.1148627141819
1998-09-08,929.9473427451563
1998-09-09,901.1522194268935
1998-09-10,808.8386476143161
1998-09-11,863.3821605872768
1998-09-14,915.056266837883
1998-09-15,1043.729927340937
1998-09-16,1022.4656832972213
1998-09-17,992.4109677160957
1998-09-18,1015.7094143711894
1998-09-21,996.6512287317175
1998-09-22,1021.565962004207
1998-09-23,1115.050880225816
1998-09-24,1068.030491898378
1998-09-25,1058.3265180437982
1998-09-28,1076.4632868987064
1998-09-29,1074.8380675138585
1998-09-30,1053.9697813936712
1998-10-01,977.3144758923977
1998-10-02,1020.4308560091304
1998-10-05,984.1433800463087
1998-10-06,999.1977320553042
1998-10-07,980.3247781012519
1998-10-08,975.7399004310279
1998-10-09,1014.1726947651208
1998-10-12,1020.7910124474784
1998-10-13,1028.0965591825804
1998-10-14,1018.5907074572633
1998-10-15,1067.4946277615331
1998-10-16,1066.9118773551222
1998-10-19,1076.1806030514306
1998-10-20,1092.8616243495649
1998-10-21,1111.7255828305779
1998-10-22,1144.8238718281284
1998-10-23,1119.4446752362805
1998-10-26,1097.4969805392475
1998-10-27,1088.4572498037949
1998-10-28,1073.9793270994214
1998-10-29,1061.2211978958462
1998-10-30,1122.746597045018
1998-11-02,1130.9566089577431
1998-11-03,1171.5423582118665
1998-11-04,1200.3046858182631
1998-11-05,1228.3700392327469
1998-11-06,1241.6236197159847
1998-11-09,1233.2644411924152
1998-11-10,1206.4421350584041
1998-11-11,1196.8332634271355
1998-11-12,1169.907373717578
1998-11-13,1177.8303190252786
1998-11-16,1196.695472500782
1998-11-17,1212.4059508961652
1998-11-18,1229.7725222746697
1998-11-19,1214.8149504530152
1998-11-20,1233.9693548409673
1998-11-23,1245.1048387457802
1998-11-24,1231.6909603481383
1998-11-25,1247.5877389862724
1998-11-26,1259.7160083375015
1998-11-27,1270.408292317205
1998-11-30,1221.1233756297372
1998-12-01,1205.844779736583
1998-12-02,1200.546891652461
1998-12-03,1134.2067883823195
1998-12-04,1126.024862734522
1998-12-07,1151.818053869865
1998-12-08,1145.373000067301
1998-12-09,1145.2030144050798
1998-12-10,1138.8633664328186
1998-12-11,1107.307228520709
1998-12-14,1052.9170187842344
1998-12-15,1073.8833767108888
1998-12-16,1053.4915020918882
1998-12-17,1061.2911181093307
1998-12-18,1077.3678169217858
1998-12-21,1115.002804799556
1998-12-22,1112.525418240503
1998-12-23,1117.8976746405071
1998-12-24,1121.2953360060071
1998-12-25,1121.2953360060071
1998-12-28,1101.2836630322547
1998-12-29,1086.9429208540334
1998-12-30,1100.248588608011
1998-12-31,1102.7024548226796
1999-01-01,1102.7024548226796
1999-01-04,1098.4394286150025
1999-01-05,1096.9707451391494
1999-01-06,1110.2902325294
1999-01-07,1078.7953287040955
1999-01-08,1064.4612592271842
1999-01-11,1027.0923796927516
1999-01-12,975.5773694789461
1999-01-13,880.5241381501784
1999-01-14,845.4073952478616
1999-01-15,951.2871088266268
1999-01-18,930.2615672228616
1999-01-19,946.3154394253336
1999-01-20,977.8025112218518
1999-01-21,917.1325857685782
1999-01-22,903.1415430476771
1999-01-25,890.96158268168
1999-01-26,908.2591656664454
1999-01-27,904.6730648760416
1999-01-28,919.0165799601357
1999-01-29,913.1285605059676
1999-02-01,982.9720702745577
1999-02-02,1010.6530746890885
1999-02-03,998.2047784766861
1999-02-04,996.2580831519771
1999-02-05,977.6561029671273
1999-02-08,977.0066710306871
1999-02-09,975.6313434041249
1999-02-10,988.8860881300802
1999-02-11,1005.4982796066698
1999-02-12,999.8345834721578
1999-02-15,1000.986052391204
1999-02-16,1004.292758851028
1999-02-17,991.2246638849498
1999-02-18,986.883716175713
1999-02-19,996.2962029910013
1999-02-22,989.3057489487763
1999-02-23,973.5130645525124
1999-02-24,968.1600862641129
1999-02-25,955.0565505071212
1999-02-26,964.7642254396932
1999-03-01,948.9586597332521
1999-03-02,940.4674415165917
1999-03-03,944.2956686687372
1999-03-04,981.8725403107568
1999-03-05,1008.0823923864259
1999-03-08,1024.4043525931033
1999-03-09,1044.8955301062772
1999-03-10,1074.6645040909823
1999-03-11,1060.884564987679
1999-03-12,1058.2555689930766
1999-03-15,1097.7080698225307
1999-03-16,1115.5363038350747
1999-03-17,1115.4580559063138
1999-03-18,1139.3671442260509
1999-03-19,1132.5427946486973
1999-03-22,1116.3072687050171
1999-03-23,1101.3044629774336
1999-03-24,1115.2303207604198
1999-03-25,1156.5722236971787
1999-03-26,1152.8269855665353
1999-03-29,1167.8692630600747
1999-03-30,1193.7660862759112
1999-03-31,1211.2373158746361
1999-04-01,1211.926709646868
1999-04-02,1212.7385909186112
1999-04-05,1245.1400193282295
1999-04-06,1264.8496826832402
1999-04-07,1279.621816772593
1999-04-08,1285.2179645633726
1999-04-09,1280.2739097567264
1999-04-12,1292.1523981685384
1999-04-13,1292.1116548756154
1999-04-14,1299.7398345015451
1999-04-15,1332.1714980631891
1999-04-16,1363.4473665839878
1999-04-19,1362.222231088702
1999-04-20,1326.825689830058
1999-04-21,1320.030161128297
1999-04-22,1343.4633914501305
1999-04-23,1347.075734088111
1999-04-26,1324.7765649092632
1999-04-27,1319.7429722160375
1999-04-28,1354.1766055942185
1999-04-29,1369.9232048632205
1999-04-30,1396.6647908998652
1999-05-03,1418.0195351616476
1999-05-04,1412.1785281063283
1999-05-05,1434.4783421227826
1999-05-06,1475.5555849390096
1999-05-07,1517.9158249841214
1999-05-10,1550.9592567243703
1999-05-11,1529.809809741027
1999-05-12,1507.1735875796687
1999-05-13,1545.5420609514958
1999-05-14,1523.9702553350862
1999-05-17,1499.7193661234323
1999-05-18,1509.4407391302952
1999-05-19,1480.3184357124508
1999-05-20,1472.5335043088446
1999-05-21,1424.6930634899238
1999-05-24,1369.3424404650277
1999-05-25,1320.3059813700122
1999-05-26,1377.878904938926
1999-05-27,1339.7056796189686
1999-05-28,1335.845280004049
1999-05-31,1349.616373101482
1999-06-01,1336.8608655926087
1999-06-02,1335.4093010978145
1999-06-03,1338.1626326521418
1999-06-04,1344.8800940641759
1999-06-07,1342.7383449185688
1999-06-08,1339.0137758159772
1999-06-09,1332.8005598383488
1999-06-10,1327.1562789608067
1999-06-11,1324.0546307724946
1999-06-14,1313.4654318263742
1999-06-15,1334.330613633892
1999-06-16,1393.5504238781289
1999-06-17,1406.7013652685737
1999-06-18,1414.321893573304
1999-06-21,1410.6574596627297
1999-06-22,1408.163082863809
1999-06-23,1380.1382905853964
1999-06-24,1349.8410903142162
1999-06-25,1332.7769557407364
1999-06-28,1345.2153610050107
1999-06-29,1362.509459009405
1999-06-30,1392.3111606325779
1999-07-01,1389.9464472549528
1999-07-02,1412.8192987300174
1999-07-05,1424.9583245320243
1999-07-06,1410.099352356538
1999-07-07,1424.3333216600654
1999-07-08,1413.8293927212874
1999-07-09,1414.9073838074282
1999-07-12,1385.8954050709915
1999-07-13,1416.3088753847996
1999-07-14,1398.4507909558145
1999-07-15,1403.9107170071254
1999-07-16,1420.2483538340482
1999-07-19,1430.5926922902966
1999-07-20,1389.5370652644508
1999-07-21,1397.974037735789
1999-07-22,1385.3424014734437
1999-07-23,1355.1045859788562
1999-07-26,1319.9020778767765
1999-07-27,1314.7792701667563
1999-07-28,1329.6044155714774
1999-07-29,1307.5636980557574
1999-07-30,1311.7469850274874
1999-08-02,1281.7568229718242
1999-08-03,1266.192835580006
1999-08-04,1259.7019064721944
1999-08-05,1237.331483775261
1999-08-06,1227.93346742495
1999-08-09,1225.6970860519814
1999-08-10,1212.9300628858082
1999-08-11,1232.7823899500136
1999-08-12,1228.7757998748991
1999-08-13,1248.404691040577
1999-08-16,1241.9865378336533
1999-08-17,1232.9113529260756
1999-08-18,1200.6212032199353
1999-08-19,1195.1154473860577
1999-08-20,1208.9436934843125
1999-08-23,1223.6023949456917
1999-08-24,1219.6861705957824
1999-08-25,1243.7625218369278
1999-08-26,1235.4332748181882
1999-08-27,1231.011197456374
1999-08-30,1227.604002444846
1999-08-31,1222.1056498026173
1999-09-01,1236.3093465389907
1999-09-02,1240.9481718176455
1999-09-03,1251.0876289504356
1999-09-06,1253.8514704147958
1999-09-07,1243.2640276519
1999-09-08,1245.8208479933944
1999-09-09,1264.9421668582634
1999-09-10,1281.6466568221886
1999-09-13,1285.8806178808634
1999-09-14,1288.410836070364
1999-09-15,1276.3698917541763
1999-09-16,1263.8446892254615
1999-09-17,1270.395777634073
1999-09-20,1293.7737128468377
1999-09-21,1275.2599441307598
1999-09-22,1280.798126654261
1999-09-23,1268.4389639973451
1999-09-24,1275.7543130552178
1999-09-27,1288.2797159540785
1999-09-28,1281.2076597052626
1999-09-29,1282.5237377879992
1999-09-30,1266.3377592981915
1999-10-01,1245.714197878253
1999-10-04,1254.5873842652443
1999-10-05,1242.608314634956
1999-10-06,1265.6238168484956
1999-10-07,1273.7349685907568
1999-10-08,1281.208765844461
1999-10-11,1286.5620492528265
1999-10-12,1272.4076782323339
1999-10-13,1241.3459857437635
1999-10-14,1235.577474468243
1999-10-15,1200.6580921483712
1999-10-18,1187.9316964823506
1999-10-19,1205.1746869113783
1999-10-20,1223.2463345499953
1999-10-21,1227.6890804372883
1999-10-22,1251.4989008986063
1999-10-25,1246.093117695014
1999-10-26,1242.2646213820772
1999-10-27,1247.5499367590191
1999-10-28,1269.03141546757
1999-10-29,1294.6851982933363
1999-11-01,1300.3945948567853
1999-11-02,1307.692588149269
1999-11-03,1351.6569563145881
1999-11-04,1371.155467227563
1999-11-05,1394.9253807593564
1999-11-08,1404.2624658033915
1999-11-09,1401.0157404990928
1999-11-10,1414.9526580025993
1999-11-11,1417.5846501247415
1999-11-12,1415.2935127453718
1999-11-15,1423.486108005135
1999-11-16,1427.349866100855
1999-11-17,1413.9314369852468
1999-11-18,1432.3224031632124
1999-11-19,1453.8792687274438
1999-11-22,1436.5109235208265
1999-11-23,1442.7656681996643
1999-11-24,1441.4584317756512
1999-11-25,1460.6867923337206
1999-11-26,1475.5752579399655
1999-11-29,1473.260593004626
1999-11-30,1464.247414634821
1999-12-01,1466.8726958905893
1999-12-02,1500.7280455821433
1999-12-03,1524.9593990183319
1999-12-06,1516.643373449929
1999-12-07,1511.5971653367535
1999-12-08,1526.9523586853632
1999-12-09,1530.8880162586333
1999-12-10,1548.0862349570814
1999-12-13,1543.4651853786715
1999-12-14,1530.5098872107292
1999-12-15,1532.5394948110568
1999-12-16,1553.2702798505466
1999-12-17,1582.7196799341418
1999-12-20,1593.553828681285
1999-12-21,1609.165677144852
1999-12-22,1610.0851622615094
1999-12-23,1615.3812391601537
1999-12-24,1615.6052045054578
1999-12-27,1610.9357296463343
1999-12-28,1624.8675703855008
1999-12-29,1659.8615062738245
1999-12-30,1683.8146508005073
1999-12-31,1683.8371182132041
2000-01-03,1681.2957137460573
2000-01-04,1585.2983126085167
2000-01-05,1613.9137660895115
2000-01-06,1603.3534298481811
2000-01-07,1649.9169864735943
2000-01-10,1705.072483852635
2000-01-11,1665.859344651109
2000-01-12,1665.0409135083617
2000-01-13,1720.9890933231663
2000-01-14,1755.9828264758619
2000-01-17,1785.1291475928012
2000-01-18,1769.9811811178704
2000-01-19,1741.1595904931598
2000-01-20,1721.5663108656556
2000-01-21,1697.895830381043
2000-01-24,1691.3278811151688
2000-01-25,1686.545327035455
2000-01-26,1696.0745535552246
2000-01-27,1686.6317826585573
2000-01-28,1643.470248025428
2000-01-31,1619.6048786649974
2000-02-01,1633.9228711424948
2000-02-02,1651.4637870260774
2000-02-03,1711.8018468039131
2000-02-04,1756.564031384619
2000-02-07,1781.9222413648126
2000-02-08,1808.85146161203
2000-02-09,1791.942293275076
2000-02-10,1814.8213416426727
2000-02-11,1794.5181512493868
2000-02-14,1769.7139416493173
2000-02-15,1765.2570861186887
2000-02-16,1775.1887081983837
2000-02-17,1769.084594944069
2000-02-18,1726.180200997376
2000-02-21,1728.1950257079457
2000-02-22,1701.738250338676
2000-02-23,1731.3775857439352
2000-02-24,1731.6002783958284
2000-02-25,1712.2422563891134
2000-02-28,1699.5656129040233
2000-02-29,1708.556947433035
2000-03-01,1740.018233517213
2000-03-02,1776.6653608573015
2000-03-03,1812.2759598025052
2000-03-06,1797.1868928270474
2000-03-07,1794.9207300216815
2000-03-08,1808.2773171750284
2000-03-09,1828.614145008839
2000-03-10,1802.686473134121
2000-03-13,1764.2510913615724
2000-03-14,1740.3535699663682
2000-03-15,1745.97313763553
2000-03-16,1762.5668977499454
2000-03-17,1755.3274507036315
2000-03-20,1755.4237439644592
2000-03-21,1772.9659097887845
2000-03-22,1761.2683498606389
2000-03-23,1782.2765824591816
2000-03-24,1792.8500502413974
2000-03-27,1808.1258490266184
2000-03-28,1767.2647796911444
2000-03-29,1745.2483189572836
2000-03-30,1710.7955686428093
2000-03-31,1718.9421643714875
2000-04-03,1696.4311957654334
2000-04-04,1654.157534390115
2000-04-05,1653.8107567903626
2000-04-06,1685.6842092847494
2000-04-07,1715.8018646629782
2000-04-10,1679.8295528962892
2000-04-11,1649.1294380722757
2000-04-12,1619.0328568003267
2000-04-13,1569.7165265130664
2000-04-14,1489.842625308394
2000-04-17,1477.1531429735287
2000-04-18,1532.9757607909785
2000-04-19,1490.1590173793445
2000-04-20,1505.4292674684907
2000-04-21,1505.4292674684907
2000-04-24,1484.212586776453
2000-04-25,1531.6923297230396
2000-04-26,1526.8614152379437
2000-04-27,1525.1683587408122
2000-04-28,1532.1002090853303
2000-05-01,1536.02410722906
2000-05-02,1553.3575466738273
2000-05-03,1511.1025720664438
2000-05-04,1515.3219326923054
