Date,NORTH AMERICA EQUAL WEIGHTED
1997-04-10,741.01801667
1997-04-11,723.87394233
1997-04-14,725.66087717
1997-04-15,734.63131173
1997-04-16,740.65998373
1997-04-17,741.4929124
1997-04-18,743.41723779
1997-04-21,737.42586594
1997-04-22,744.64631821
1997-04-23,745.45887705
1997-04-24,744.29749109
1997-04-25,738.00849099
1997-04-28,742.53776246
1997-04-29,757.49359146
1997-04-30,764.87823749
1997-05-01,765.98570605
1997-05-02,779.65682432
1997-05-05,792.94015297
1997-05-06,792.95625195
1997-05-07,785.58156749
1997-05-08,789.85135114
1997-05-09,793.68511592
1997-05-12,801.72634261
1997-05-13,798.18164915
1997-05-14,800.08862718
1997-05-15,803.5419093
1997-05-16,799.23089068
1997-05-19,801.25960688
1997-05-20,805.16911873
1997-05-21,805.29356814
1997-05-22,805.26808298
1997-05-23,813.99227128
1997-05-26,814.89662023
1997-05-27,814.43006785
1997-05-28,812.64445118
1997-05-29,813.4290385
1997-05-30,817.63249051
1997-06-02,817.90177693
1997-06-03,818.78579434
1997-06-04,816.66910317
1997-06-05,820.55206592
1997-06-06,828.28362387
1997-06-09,829.97462098
1997-06-10,832.26870019
1997-06-11,835.70803587
1997-06-12,847.28283489
1997-06-13,853.80961128
1997-06-16,853.41157593
1997-06-17,853.29750921
1997-06-18,849.85196508
1997-06-19,855.14185851
1997-06-20,854.2073229
1997-06-23,839.7899557
1997-06-24,849.26339629
1997-06-25,845.66374112
1997-06-26,843.03942646
1997-06-27,845.51885142
1997-06-30,844.14710504
1997-07-01,850.1190463
1997-07-02,861.23416634
1997-07-03,869.14197642
1997-07-04,868.75595334
1997-07-07,864.98088965
1997-07-08,871.07235775
1997-07-09,865.06054307
1997-07-10,870.61700132
1997-07-11,874.90734043
1997-07-14,875.36370161
1997-07-15,880.02355277
1997-07-16,889.06957092
1997-07-17,885.58125184
1997-07-18,876.44198785
1997-07-21,870.67624574
1997-07-22,883.53474587
1997-07-23,886.44067129
1997-07-24,889.01374055
1997-07-25,887.70181968
1997-07-28,887.19156999
1997-07-29,892.6598958
1997-07-30,902.25370372
1997-07-31,905.30064673
1997-08-01,900.20388783
1997-08-04,902.15670129
1997-08-05,905.77152907
1997-08-06,912.67124985
1997-08-07,908.1522599
1997-08-08,893.54717244
1997-08-11,896.08250899
1997-08-12,889.90907681
1997-08-13,888.55970255
1997-08-14,889.86481007
1997-08-15,875.42100746
1997-08-18,878.07171982
1997-08-19,887.87711393
1997-08-20,897.43280769
1997-08-21,887.51131906
1997-08-22,885.45597185
1997-08-25,886.64876563
1997-08-26,882.60184989
1997-08-27,882.07589588
1997-08-28,877.43582063
1997-08-29,875.38944149
1997-09-01,875.48949962
1997-09-02,892.24359607
1997-09-03,895.65081133
1997-09-04,898.12569566
1997-09-05,899.56581858
1997-09-08,903.30482813
1997-09-09,905.11813916
1997-09-10,896.71314146
1997-09-11,891.63445207
1997-09-12,899.51665869
1997-09-15,899.78983034
1997-09-16,915.29925098
1997-09-17,915.8140728
1997-09-18,921.58049319
1997-09-19,921.55529929
1997-09-22,924.18923
1997-09-23,919.66325975
1997-09-24,915.51207598
1997-09-25,911.57113258
1997-09-26,915.95573201
1997-09-29,923.53017131
1997-09-30,923.68969026
1997-10-01,928.36918777
1997-10-02,932.55602744
1997-10-03,937.39201989
1997-10-06,944.20709604
1997-10-07,949.63106499
1997-10-08,943.06247355
1997-10-09,941.00976247
1997-10-10,938.62771499
1997-10-13,939.6780236
1997-10-14,941.53593957
1997-10-15,938.70965737
1997-10-16,932.21843667
1997-10-17,922.41767771
1997-10-20,931.4851194
1997-10-21,944.45051651
1997-10-22,943.0592881
1997-10-23,928.29498444
1997-10-24,921.36229341
1997-10-27,861.49101169
1997-10-28,887.04724653
1997-10-29,893.48150949
1997-10-30,880.48710286
1997-10-31,888.79442141
1997-11-03,907.26059217
1997-11-04,908.18856215
1997-11-05,911.69477702
1997-11-06,909.14523485
1997-11-07,895.0443314
1997-11-10,892.92440328
1997-11-11,892.77550735
1997-11-12,877.64490751
1997-11-13,883.11202176
1997-11-14,890.55544042
1997-11-17,903.14408407
1997-11-18,896.47592855
1997-11-19,897.86778546
1997-11-20,909.16815249
1997-11-21,911.87136221
1997-11-24,900.59763549
1997-11-25,901.05847054
1997-11-26,899.3704835
1997-11-27,898.18804238
1997-11-28,902.49752941
1997-12-01,915.83090995
1997-12-02,916.15012006
1997-12-03,917.76474325
1997-12-04,914.12559815
1997-12-05,922.87546079
1997-12-08,924.19721611
1997-12-09,918.60295829
1997-12-10,911.58988844
1997-12-11,899.09839819
1997-12-12,896.58281405
1997-12-15,900.83043677
1997-12-16,902.14810139
1997-12-17,904.68438681
1997-12-18,895.2908129
1997-12-19,888.28312246
1997-12-22,892.74764536
1997-12-23,884.64194992
1997-12-24,882.21019967
1997-12-25,882.21019967
1997-12-26,884.03785404
1997-12-29,896.33190872
1997-12-30,911.68008171
1997-12-31,915.58370843
1998-01-01,915.58370843
1998-01-02,917.0079388
1998-01-05,916.29656172
1998-01-06,907.25593988
1998-01-07,902.95248623
1998-01-08,893.96782948
1998-01-09,868.38731108
1998-01-12,872.14953462
1998-01-13,882.86610238
1998-01-14,887.86131059
1998-01-15,884.32930059
1998-01-16,892.88357851
1998-01-19,894.23727605
1998-01-20,905.66224265
1998-01-21,900.37899738
1998-01-22,892.72294357
1998-01-23,889.32132189
1998-01-26,891.42628845
1998-01-27,899.48871522
1998-01-28,907.76306138
1998-01-29,912.9450705
1998-01-30,910.26266164
1998-02-02,926.78560977
1998-02-03,930.88319667
1998-02-04,933.11701682
1998-02-05,935.0246511
1998-02-06,941.75016259
1998-02-09,941.35480391
1998-02-10,948.60769331
1998-02-11,949.68645545
1998-02-12,953.75787869
1998-02-13,951.26872009
1998-02-16,951.62861472
1998-02-17,952.18357222
1998-02-18,958.23745756
1998-02-19,955.7087881
1998-02-20,961.3970851
1998-02-23,963.0879385
1998-02-24,956.2738816
1998-02-25,967.21893766
1998-02-26,976.87473911
1998-02-27,977.98123104
1998-03-02,978.99267867
1998-03-03,983.25140612
1998-03-04,981.34101031
1998-03-05,974.16368629
1998-03-06,988.66338855
1998-03-09,989.9461186
1998-03-10,1000.49429419
1998-03-11,1006.6222218
1998-03-12,1008.06509599
1998-03-13,1007.81290581
1998-03-16,1014.88053034
1998-03-17,1014.09973618
1998-03-18,1017.24452116
1998-03-19,1018.75837259
1998-03-20,1024.00234776
1998-03-23,1025.36796966
1998-03-24,1032.02477634
1998-03-25,1031.00811008
1998-03-26,1031.26907688
1998-03-27,1029.51496614
1998-03-30,1023.69408283
1998-03-31,1029.27860912
1998-04-01,1034.84811009
1998-04-02,1041.77761901
1998-04-03,1044.47670499
1998-04-06,1042.72097474
1998-04-07,1032.47292608
1998-04-08,1029.0240206
1998-04-09,1034.45208489
1998-04-10,1034.45208489
1998-04-13,1034.9342715
1998-04-14,1045.36735953
1998-04-15,1050.67320492
1998-04-16,1042.5676966
1998-04-17,1050.98049308
1998-04-20,1049.36844259
1998-04-21,1052.02313816
1998-04-22,1053.91137571
1998-04-23,1044.16537149
1998-04-24,1033.07790668
1998-04-27,1011.19660608
1998-04-28,1013.54205112
1998-04-29,1023.32617518
1998-04-30,1038.08666867
1998-05-01,1043.44576238
1998-05-04,1045.87599614
1998-05-05,1041.00899687
1998-05-06,1034.15867527
1998-05-07,1026.13036546
1998-05-08,1036.89851256
1998-05-11,1035.91721587
1998-05-12,1037.34617174
1998-05-13,1037.43827241
1998-05-14,1035.61789257
1998-05-15,1029.64729718
1998-05-18,1024.34389982
1998-05-19,1025.88089754
1998-05-20,1030.28393996
1998-05-21,1028.86184003
1998-05-22,1024.00673352
1998-05-25,1024.83861151
1998-05-26,1008.30910937
1998-05-27,1001.47294976
1998-05-28,1008.54938754
1998-05-29,1007.75521392
1998-06-01,1003.40050006
1998-06-02,1004.99292641
1998-06-03,999.34363775
1998-06-04,1007.24461571
1998-06-05,1016.81911029
1998-06-08,1021.0271588
1998-06-09,1021.02613437
1998-06-10,1010.15976248
1998-06-11,994.48635101
1998-06-12,992.89281075
1998-06-15,973.49804439
1998-06-16,980.18687464
1998-06-17,994.07624807
1998-06-18,989.1536591
1998-06-19,985.64904986
1998-06-22,986.51769471
1998-06-23,995.63750352
1998-06-24,1003.36077419
1998-06-25,1003.68563147
1998-06-26,1005.67080095
1998-06-29,1010.46838441
1998-06-30,1009.40230342
1998-07-01,1019.94874104
1998-07-02,1017.67600955
1998-07-03,1018.27130476
1998-07-06,1025.10006838
1998-07-07,1022.7373184
1998-07-08,1027.86583283
1998-07-09,1019.7025771
1998-07-10,1018.57892675
1998-07-13,1014.7751821
1998-07-14,1021.76470704
1998-07-15,1019.28529725
1998-07-16,1024.79697266
1998-07-17,1025.89790286
1998-07-20,1023.70627676
1998-07-21,1010.6940094
1998-07-22,1007.10445245
1998-07-23,986.64538394
1998-07-24,981.03662201
1998-07-27,980.62377853
1998-07-28,968.60748733
1998-07-29,963.14565342
1998-07-30,973.7103645
1998-07-31,958.44412482
1998-08-03,953.86170689
1998-08-04,924.65274226
1998-08-05,927.54214195
1998-08-06,930.32232687
1998-08-07,936.42720893
1998-08-10,930.58214781
1998-08-11,912.05246999
1998-08-12,929.81354904
1998-08-13,918.399161
1998-08-14,910.88134381
1998-08-17,922.0788747
1998-08-18,934.76688876
1998-08-19,929.56266329
1998-08-20,925.99249866
1998-08-21,915.09772557
1998-08-24,915.5979869
1998-08-25,915.56554145
1998-08-26,901.91593315
1998-08-27,863.02560584
1998-08-28,854.24925954
1998-08-31,810.21451396
1998-09-01,832.46045035
1998-09-02,836.16775534
1998-09-03,835.30481293
1998-09-04,839.49911216
1998-09-07,840.47680397
1998-09-08,874.21284037
1998-09-09,860.59578932
1998-09-10,845.91434372
1998-09-11,863.34135278
1998-09-14,878.76131225
1998-09-15,886.41489678
1998-09-16,895.29548383
1998-09-17,877.29333213
1998-09-18,880.38067019
1998-09-21,881.2300341
1998-09-22,887.01290516
1998-09-23,911.9652429
1998-09-24,896.99661944
1998-09-25,895.43157677
1998-09-28,899.97877736
1998-09-29,897.30182666
1998-09-30,873.27744688
1998-10-01,847.67603979
1998-10-02,859.70985384
1998-10-05,842.59360531
1998-10-06,841.3496351
1998-10-07,838.54966129
1998-10-08,823.75423444
1998-10-09,838.76592118
1998-10-12,849.32078244
1998-10-13,846.59998734
1998-10-14,851.93443311
1998-10-15,884.76267885
1998-10-16,897.18395996
1998-10-19,904.00619038
1998-10-20,912.97985717
1998-10-21,911.09520748
1998-10-22,913.51727219
1998-10-23,906.56074599
1998-10-26,908.23089408
1998-10-27,907.8089994
1998-10-28,908.44270806
1998-10-29,920.91307184
1998-10-30,936.35633734
1998-11-02,952.40350949
1998-11-03,956.19852329
1998-11-04,968.87675432
1998-11-05,984.61356801
1998-11-06,986.06227938
1998-11-09,976.29780415
1998-11-10,967.50348681
1998-11-11,958.83635517
1998-11-12,958.73632135
1998-11-13,964.86098725
1998-11-16,967.5867921
1998-11-17,968.28012487
1998-11-18,969.72460669
1998-11-19,977.16545484
1998-11-20,983.69214869
1998-11-23,998.89246908
1998-11-24,995.99106675
1998-11-25,995.70241098
1998-11-26,999.02706236
1998-11-27,995.57426019
1998-11-30,975.76731405
1998-12-01,979.17930361
1998-12-02,975.50641087
1998-12-03,962.66332528
1998-12-04,975.82157518
1998-12-07,983.22885641
1998-12-08,977.6275589
1998-12-09,976.74366282
1998-12-10,962.53484134
1998-12-11,957.16770125
1998-12-14,944.2234815
1998-12-15,949.64997854
1998-12-16,951.09984231
1998-12-17,961.2115777
1998-12-18,963.88380478
1998-12-21,968.91454676
1998-12-22,968.69363402
1998-12-23,981.58485187
1998-12-24,982.52772258
1998-12-25,982.52772258
1998-12-28,981.60028412
1998-12-29,992.21750147
1998-12-30,988.99280272
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1005.5357191130025
1999-01-05,1016.6578371581229
1999-01-06,1040.109548440345
1999-01-07,1037.7692264171112
1999-01-08,1047.4288403701175
1999-01-11,1043.2464404587458
1999-01-12,1025.3051318636503
1999-01-13,1013.8698942055921
1999-01-14,998.2669773019963
1999-01-15,1020.1522910949401
1999-01-18,1019.9438433101631
1999-01-19,1018.0309077438324
1999-01-20,1013.3269400612961
1999-01-21,1004.2791661260713
1999-01-22,993.8083245517698
1999-01-25,997.2178471842749
1999-01-26,998.8826444540387
1999-01-27,989.2729002945496
1999-01-28,995.6101618183217
1999-01-29,1005.4527578786119
1999-02-01,1003.2369336055697
1999-02-02,994.1955483137466
1999-02-03,1002.0422489746159
1999-02-04,998.4981733359324
1999-02-05,998.5996662318013
1999-02-08,1000.973294692533
1999-02-09,981.244887612082
1999-02-10,981.6413232456249
1999-02-11,995.6074571581332
1999-02-12,982.9039975425925
1999-02-15,983.0795764256821
1999-02-16,984.0772268561569
1999-02-17,972.3082516076328
1999-02-18,980.8965409793467
1999-02-19,984.270781999286
1999-02-22,1002.398445824261
1999-02-23,999.9568200092461
1999-02-24,990.3552704147929
1999-02-25,984.2064549721661
1999-02-26,982.3112055809673
1999-03-01,980.7597030753516
1999-03-02,976.5097665003135
1999-03-03,975.0984583104963
1999-03-04,986.1251748501479
1999-03-05,1003.0779806026503
1999-03-08,1006.7412184178302
1999-03-09,1001.7333215811963
1999-03-10,1009.3233251661867
1999-03-11,1015.0144574890342
1999-03-12,1014.8010575063562
1999-03-15,1019.1089227102349
1999-03-16,1017.6424678052995
1999-03-17,1016.7628557472857
1999-03-18,1027.370093527406
1999-03-19,1021.7368782473237
1999-03-22,1019.9093742758919
1999-03-23,997.581822955092
1999-03-24,1004.5535676121502
1999-03-25,1016.5221550329278
1999-03-26,1013.9912413934825
1999-03-29,1025.4505132204433
1999-03-30,1014.0559188421366
1999-03-31,1009.9754467234377
1999-04-01,1013.4627080456033
1999-04-02,1014.2663795138349
1999-04-05,1026.8730631983185
1999-04-06,1018.995716141484
1999-04-07,1019.8456215993808
1999-04-08,1029.3867400219608
1999-04-09,1033.7093202993706
1999-04-12,1043.7378720904064
1999-04-13,1045.306394512525
1999-04-14,1055.6999671411224
1999-04-15,1073.4019869240333
1999-04-16,1086.2307719326343
1999-04-19,1091.6450812025648
1999-04-20,1087.3539580399174
1999-04-21,1104.1638515698883
1999-04-22,1108.6374605363903
1999-04-23,1109.5955308594466
1999-04-26,1106.500251926577
1999-04-27,1114.4173997311707
1999-04-28,1124.3144684256577
1999-04-29,1130.417856068571
1999-04-30,1124.4552419889037
1999-05-03,1146.6247347766948
1999-05-04,1138.941664697833
1999-05-05,1144.4154449023954
1999-05-06,1141.5980662646257
1999-05-07,1144.0264808364577
1999-05-10,1142.587823854793
1999-05-11,1148.894300280054
1999-05-12,1146.8608034661547
1999-05-13,1150.8335391680446
1999-05-14,1131.7638560338435
1999-05-17,1127.7773469562128
1999-05-18,1121.7092923689777
1999-05-19,1130.980217019132
1999-05-20,1131.5166429132703
1999-05-21,1131.7137089914697
1999-05-24,1120.843221322406
1999-05-25,1104.4051485102996
1999-05-26,1109.2098561032446
1999-05-27,1091.4257022183667
1999-05-28,1102.3852311591054
1999-05-31,1103.0504553618168
1999-06-01,1104.0611049314737
1999-06-02,1107.2121785533832
1999-06-03,1112.2702441750937
1999-06-04,1127.3173504390363
1999-06-07,1134.1710771542062
1999-06-08,1124.2649555826144
1999-06-09,1121.0868753938644
1999-06-10,1116.5089276980614
1999-06-11,1114.197988085308
1999-06-14,1116.7222878844448
1999-06-15,1119.8808119630803
1999-06-16,1131.7002105755712
1999-06-17,1135.1887573218105
1999-06-18,1139.6786689630774
1999-06-21,1137.5180084361186
1999-06-22,1129.7707423340985
1999-06-23,1127.6077398405964
1999-06-24,1113.5505153244862
1999-06-25,1116.6001023674487
1999-06-28,1125.9430910344365
1999-06-29,1135.094887453617
1999-06-30,1142.9298647979704
1999-07-01,1148.9781290289159
1999-07-02,1158.9345676188505
1999-07-05,1162.3615213884123
1999-07-06,1158.2313776121966
1999-07-07,1155.5716156064377
1999-07-08,1154.5272400365557
1999-07-09,1162.5008096516901
1999-07-12,1157.949918420565
1999-07-13,1151.3856963042203
1999-07-14,1157.5896950031156
1999-07-15,1160.8220938194129
1999-07-16,1164.4916676522141
1999-07-19,1157.903833643583
1999-07-20,1142.027569606594
1999-07-21,1141.34628813589
1999-07-22,1136.0283441751214
1999-07-23,1132.824874370799
1999-07-26,1125.4138843038197
1999-07-27,1133.1071719429387
1999-07-28,1133.7110551118567
1999-07-29,1118.4907198900194
1999-07-30,1115.99303195582
1999-08-02,1115.5432035204647
1999-08-03,1111.707353815356
1999-08-04,1104.200661422582
1999-08-05,1104.6688285277453
1999-08-06,1097.029359268016
1999-08-09,1097.1739582779094
1999-08-10,1084.7104446136768
1999-08-11,1101.5967291550255
1999-08-12,1098.743934254309
1999-08-13,1113.7933461592725
1999-08-16,1115.1730929833607
1999-08-17,1122.810106603046
1999-08-18,1113.2014243675703
1999-08-19,1112.3529313630727
1999-08-20,1121.9527944933177
1999-08-23,1133.5310154030255
1999-08-24,1129.003517758583
1999-08-25,1131.6713632166197
1999-08-26,1119.4637944807957
1999-08-27,1112.9825895819945
1999-08-30,1098.3100293639204
1999-08-31,1092.493151117707
1999-09-01,1097.091754773206
1999-09-02,1087.0837051201156
1999-09-03,1109.9618981030621
1999-09-06,1110.036432915532
1999-09-07,1106.0210544919194
1999-09-08,1102.0135393994406
1999-09-09,1107.023262566924
1999-09-10,1110.067585938467
1999-09-13,1104.1623296126802
1999-09-14,1099.265935264433
1999-09-15,1089.854219645963
1999-09-16,1083.8459179204635
1999-09-17,1093.0946870186278
1999-09-20,1089.3140025193754
1999-09-21,1071.1356833061136
1999-09-22,1069.7846566162984
1999-09-23,1051.5569440577735
1999-09-24,1046.8292455259657
1999-09-27,1057.3772742800393
1999-09-28,1052.8319889792622
1999-09-29,1052.204852461574
1999-09-30,1059.8379526319711
1999-10-01,1056.3725539876966
1999-10-04,1069.6321077861874
1999-10-05,1062.858135652125
1999-10-06,1072.317800502599
1999-10-07,1068.34950762441
1999-10-08,1073.7969983403277
1999-10-11,1073.3820622110316
1999-10-12,1058.422763757948
1999-10-13,1041.2303194578053
1999-10-14,1042.4824153944078
1999-10-15,1018.2430254973802
1999-10-18,1018.88305390668
1999-10-19,1020.9276096998832
1999-10-20,1033.7273506037773
1999-10-21,1030.778225762339
1999-10-22,1046.6783184605915
1999-10-25,1044.203228647626
1999-10-26,1034.8830221661115
1999-10-27,1041.4566961122523
1999-10-28,1069.935639306086
1999-10-29,1090.679421858353
1999-11-01,1082.429784739211
1999-11-02,1081.0334280895977
1999-11-03,1079.9065795846664
1999-11-04,1081.4326901030192
1999-11-05,1086.1708917499748
1999-11-08,1087.9903154970027
1999-11-09,1081.8252215919042
1999-11-10,1085.6696275600807
1999-11-11,1088.5000214372042
1999-11-12,1102.3916545432608
1999-11-15,1107.3726353076372
1999-11-16,1119.766167521383
1999-11-17,1116.2963434352282
1999-11-18,1121.0130335561862
1999-11-19,1116.033383249339
1999-11-22,1109.794297389995
1999-11-23,1101.4449825194451
1999-11-24,1106.8155441899355
1999-11-25,1108.5118235429811
1999-11-26,1108.4569211843855
1999-11-29,1100.028704515803
1999-11-30,1092.1480998164654
1999-12-01,1093.8023187761046
1999-12-02,1099.7330077003508
1999-12-03,1114.2880191702545
1999-12-06,1108.44851065345
1999-12-07,1100.7570721399604
1999-12-08,1096.9048312917844
1999-12-09,1097.2939628031672
1999-12-10,1098.5640373613487
1999-12-13,1095.5784959684986
1999-12-14,1089.8546541974742
1999-12-15,1096.2669987118422
1999-12-16,1099.5315195481098
1999-12-17,1102.1541322075038
1999-12-20,1098.2079849928055
1999-12-21,1102.478115428273
1999-12-22,1105.6020632777997
1999-12-23,1124.465368963128
1999-12-24,1126.5934705771517
1999-12-27,1128.2451343736182
1999-12-28,1134.913713454571
1999-12-29,1143.500338068381
1999-12-30,1145.332933320582
1999-12-31,1149.8856863557098
2000-01-03,1137.4383270971232
2000-01-04,1108.8014612971565
2000-01-05,1113.4406234960627
2000-01-06,1123.6468984111107
2000-01-07,1149.0058317154592
2000-01-10,1159.8548448606691
2000-01-11,1146.135904743257
2000-01-12,1137.9636137071411
2000-01-13,1149.1238675422564
2000-01-14,1149.4276154494376
2000-01-17,1153.681405485374
2000-01-18,1145.7571104603044
2000-01-19,1144.6917676087132
2000-01-20,1133.461894301581
2000-01-21,1130.1144456608638
2000-01-24,1102.7036324786607
2000-01-25,1100.2823217888538
2000-01-26,1104.6569325501314
2000-01-27,1104.450889571122
2000-01-28,1078.9497540329628
2000-01-31,1087.82392844639
2000-02-01,1099.2578065326395
2000-02-02,1099.4885002172427
2000-02-03,1108.0381851074715
2000-02-04,1105.2610716186855
2000-02-07,1100.8328332752988
2000-02-08,1102.2250595951073
2000-02-09,1082.7442314450338
2000-02-10,1079.3307555676827
2000-02-11,1063.4556765417135
2000-02-14,1069.258117213091
2000-02-15,1078.7822980705644
2000-02-16,1075.165184365567
2000-02-17,1076.8863302977772
2000-02-18,1053.43558805454
2000-02-21,1054.288636323421
2000-02-22,1051.6393808803841
2000-02-23,1050.876487334182
2000-02-24,1046.1044390942786
2000-02-25,1040.3396150582937
2000-02-28,1047.825512277087
2000-02-29,1055.3753074368049
2000-03-01,1065.651320028611
2000-03-02,1060.070827842284
2000-03-03,1071.9872604322547
2000-03-06,1053.277854108753
2000-03-07,1032.119477821741
2000-03-08,1034.0688187912688
2000-03-09,1047.9495862014046
2000-03-10,1044.8669054277946
2000-03-13,1045.785114902561
2000-03-14,1033.3720064946779
2000-03-15,1068.658913058282
2000-03-16,1125.8526996416279
2000-03-17,1114.057337092241
2000-03-20,1110.0147407475429
2000-03-21,1127.3979083948598
2000-03-22,1125.3587186639825
2000-03-23,1138.9473997257357
2000-03-24,1139.3404307081198
2000-03-27,1132.5559711365129
2000-03-28,1127.3456526911925
2000-03-29,1129.2518727116155
2000-03-30,1135.243812590148
2000-03-31,1146.247602800497
2000-04-03,1161.2571798189738
2000-04-04,1153.4584676193967
2000-04-05,1155.395283430011
2000-04-06,1165.9858052424831
2000-04-07,1157.0735900185123
2000-04-10,1160.9894150162124
2000-04-11,1169.9791553117836
2000-04-12,1176.0034461858208
2000-04-13,1166.7805336032136
2000-04-14,1107.2654794915145
2000-04-17,1121.357537470272
2000-04-18,1135.445702804551
2000-04-19,1136.1019995594327
2000-04-20,1146.3801833428827
2000-04-21,1146.3801833428827
2000-04-24,1153.8163130900823
2000-04-25,1181.895076005017
2000-04-26,1174.6066878408521
2000-04-27,1168.0965745805966
2000-04-28,1164.6694769252813
2000-05-01,1174.8054234993094
2000-05-02,1165.7414562488777
2000-05-03,1148.8454412835824
2000-05-04,1150.910653173263
2000-05-05,1161.61505089763
2000-05-08,1161.4841442368293
2000-05-09,1163.0739296274298
2000-05-10,1156.7091259123126
2000-05-11,1175.995556330125
2000-05-12,1180.9608006640262
2000-05-15,1198.05259409899
2000-05-16,1207.7227228814909
2000-05-17,1194.4913304984977
2000-05-18,1193.528989047196
2000-05-19,1180.4832487297047
2000-05-22,1178.1000440815644
2000-05-23,1170.970840703386
2000-05-24,1181.5761036529461
2000-05-25,1163.962595880147
2000-05-26,1160.426461090408
2000-05-29,1162.3451061011237
2000-05-30,1180.0675338437406
2000-05-31,1176.3213210812726
2000-06-01,1197.4928521357933
2000-06-02,1214.584509223014
2000-06-05,1206.3011072241645
2000-06-06,1199.0467642523884
2000-06-07,1201.6362578969588
2000-06-08,1197.338410946362
2000-06-09,1199.075437270286
2000-06-12,1194.1273143166727
2000-06-13,1196.1231220959896
2000-06-14,1199.8652669234175
2000-06-15,1194.776214676689
2000-06-16,1184.463492209583
2000-06-19,1187.3171786798432
2000-06-20,1181.2377154090257
2000-06-21,1179.5443614973276
2000-06-22,1166.6529945196728
2000-06-23,1161.8758088217062
2000-06-26,1162.0943910331941
2000-06-27,1165.507797857161
2000-06-28,1168.0604516413648
2000-06-29,1164.623942928734
2000-06-30,1155.0346474144528
2000-07-03,1171.8793672959491
2000-07-04,1172.279737502063
2000-07-05,1162.6481509583678
2000-07-06,1166.9479969246086
2000-07-07,1177.3390058094765
2000-07-10,1179.3229240901646
2000-07-11,1189.1531238503362
2000-07-12,1197.6437083654143
2000-07-13,1198.0526043265816
2000-07-14,1202.6736053568536
2000-07-17,1200.9859250036693
2000-07-18,1194.6587413226102
2000-07-19,1190.2245267363685
2000-07-20,1196.0370910446634
2000-07-21,1186.3403070383772
2000-07-24,1178.8104554199326
2000-07-25,1179.6971482212466
2000-07-26,1165.4870953686343
2000-07-27,1172.116728771943
2000-07-28,1155.379059426195
2000-07-31,1158.4232733984895
2000-08-01,1170.280458262655
2000-08-02,1174.30287467016
2000-08-03,1178.7850682079122
2000-08-04,1190.321186382284
2000-08-07,1201.6214171173897
2000-08-08,1211.6126711500758
2000-08-09,1205.0310411467285
2000-08-10,1198.5212351849416
2000-08-11,1212.4165329250889
2000-08-14,1225.0232821807936
2000-08-15,1216.8314440121044
2000-08-16,1217.7228796876173
2000-08-17,1222.6166358066077
