Date,PACIFIC ex JAPAN EQUAL WEIGHTED
1997-09-03,1748.81049183
1997-09-04,1729.82121166
1997-09-05,1831.91097406
1997-09-08,1920.94273181
1997-09-09,1943.43272802
1997-09-10,1912.10397163
1997-09-11,1871.50455581
1997-09-12,1880.3191553
1997-09-15,1877.70280438
1997-09-16,1847.08325266
1997-09-17,1833.74473361
1997-09-18,1815.48904946
1997-09-19,1825.16432103
1997-09-22,1780.47627897
1997-09-23,1816.588923
1997-09-24,1811.06459909
1997-09-25,1812.31349786
1997-09-26,1809.55466721
1997-09-29,1796.26878181
1997-09-30,1801.92002406
1997-10-01,1769.9354868
1997-10-02,1769.56458522
1997-10-03,1752.44351548
1997-10-06,1732.67475664
1997-10-07,1749.69693227
1997-10-08,1794.30918157
1997-10-09,1793.35469641
1997-10-10,1807.21283959
1997-10-13,1775.41400942
1997-10-14,1772.50840928
1997-10-15,1738.39369271
1997-10-16,1723.94451009
1997-10-17,1705.84756629
1997-10-20,1649.89314061
1997-10-21,1624.38318686
1997-10-22,1563.38880513
1997-10-23,1499.6766669
1997-10-24,1486.58530809
1997-10-27,1441.56413936
1997-10-28,1305.39738185
1997-10-29,1388.62408441
1997-10-30,1365.48962452
1997-10-31,1404.32159473
1997-11-03,1505.36160425
1997-11-04,1497.47084236
1997-11-05,1489.29508058
1997-11-06,1484.06289566
1997-11-07,1450.34164226
1997-11-10,1421.039129
1997-11-11,1422.11336604
1997-11-12,1405.06085068
1997-11-13,1394.1764222
1997-11-14,1396.68867594
1997-11-17,1393.69081463
1997-11-18,1353.44875336
1997-11-19,1308.30332566
1997-11-20,1254.02418851
1997-11-21,1299.46843884
1997-11-24,1292.11530164
1997-11-25,1249.11299457
1997-11-26,1242.41285157
1997-11-27,1250.86293291
1997-11-28,1256.02530608
1997-12-01,1246.13432234
1997-12-02,1260.80136729
1997-12-03,1263.36774322
1997-12-04,1275.35202684
1997-12-05,1275.56942311
1997-12-08,1334.97840369
1997-12-09,1304.3843596
1997-12-10,1290.03453817
1997-12-11,1225.01123921
1997-12-12,1198.73192861
1997-12-15,1169.24022015
1997-12-16,1138.25328628
1997-12-17,1155.71818838
1997-12-18,1174.09291093
1997-12-19,1150.06139971
1997-12-22,1128.52061865
1997-12-23,1127.92268717
1997-12-24,1117.55983755
1997-12-25,1117.55983755
1997-12-26,1120.72939059
1997-12-29,1122.17092917
1997-12-30,1137.85936649
1997-12-31,1147.60978521
1998-01-01,1147.60978521
1998-01-02,1123.34637935
1998-01-05,1087.94274384
1998-01-06,1036.41633309
1998-01-07,1009.47235255
1998-01-08,966.9941664
1998-01-09,944.0222928
1998-01-12,884.1412674
1998-01-13,921.71204126
1998-01-14,979.55657366
1998-01-15,963.60870068
1998-01-16,997.71524548
1998-01-19,1075.05525148
1998-01-20,1051.79857935
1998-01-21,1030.47027106
1998-01-22,997.57980668
1998-01-23,988.07889361
1998-01-26,1009.89155106
1998-01-27,1022.08682547
1998-01-28,1034.95791498
1998-01-29,1037.73026439
1998-01-30,1058.97378983
1998-02-02,1114.88992852
1998-02-03,1204.77628115
1998-02-04,1205.61326075
1998-02-05,1258.9569136
1998-02-06,1310.23211498
1998-02-09,1328.57947657
1998-02-10,1381.78027197
1998-02-11,1388.52633682
1998-02-12,1307.58788617
1998-02-13,1272.75539159
1998-02-16,1212.40975822
1998-02-17,1254.36287763
1998-02-18,1282.77404108
1998-02-19,1316.13980456
1998-02-20,1299.4114835
1998-02-23,1286.04845406
1998-02-24,1322.2048364
1998-02-25,1312.51319192
1998-02-26,1351.15766432
1998-02-27,1372.13863605
1998-03-02,1375.9735343
1998-03-03,1335.05707412
1998-03-04,1310.65347363
1998-03-05,1263.63284084
1998-03-06,1258.89954003
1998-03-09,1227.9284097
1998-03-10,1267.91862375
1998-03-11,1263.38021283
1998-03-12,1267.23333628
1998-03-13,1300.10188264
1998-03-16,1285.53764011
1998-03-17,1292.55939992
1998-03-18,1312.4452929
1998-03-19,1356.78262973
1998-03-20,1352.14191238
1998-03-23,1377.0081596
1998-03-24,1353.76428148
1998-03-25,1379.55558348
1998-03-26,1372.4391999
1998-03-27,1376.29260588
1998-03-30,1342.85786213
1998-03-31,1340.64914982
1998-04-01,1313.09436561
1998-04-02,1284.29611822
1998-04-03,1263.27491545
1998-04-06,1265.44055428
1998-04-07,1265.04022493
1998-04-08,1279.30338227
1998-04-09,1300.91487865
1998-04-10,1295.80773217
1998-04-13,1286.65759108
1998-04-14,1274.95045662
1998-04-15,1259.35945976
1998-04-16,1243.58963775
1998-04-17,1240.02128541
1998-04-20,1239.49325098
1998-04-21,1234.62907339
1998-04-22,1229.74713766
1998-04-23,1233.89234011
1998-04-24,1231.8951821
1998-04-27,1201.54867028
1998-04-28,1198.68988893
1998-04-29,1199.32427279
1998-04-30,1206.24354354
1998-05-01,1221.40131988
1998-05-04,1212.1847577
1998-05-05,1188.87465557
1998-05-06,1136.75689598
1998-05-07,1131.41372038
1998-05-08,1134.66367822
1998-05-11,1131.32869327
1998-05-12,1113.57669706
1998-05-13,1081.64084197
1998-05-14,1091.93948421
1998-05-15,1100.34430354
1998-05-18,1064.54479771
1998-05-19,1059.4286387
1998-05-20,1074.5956966
1998-05-21,1112.33172274
1998-05-22,1098.10745575
1998-05-25,1084.38221563
1998-05-26,1071.91074965
1998-05-27,1042.60871924
1998-05-28,1028.2161221
1998-05-29,1019.90686157
1998-06-01,983.35761087
1998-06-02,984.88025267
1998-06-03,995.59357149
1998-06-04,971.29074315
1998-06-05,951.67943085
1998-06-08,933.9058097
1998-06-09,933.80370884
1998-06-10,895.30161368
1998-06-11,886.17003289
1998-06-12,881.73826292
1998-06-15,845.72084155
1998-06-16,834.79031894
1998-06-17,882.36779993
1998-06-18,907.18404453
1998-06-19,913.31399634
1998-06-22,885.23433673
1998-06-23,879.94831069
1998-06-24,880.48742628
1998-06-25,873.04001664
1998-06-26,865.39535587
1998-06-29,857.31499969
1998-06-30,878.25113708
1998-07-01,895.58660625
1998-07-02,909.78313956
1998-07-03,907.18966692
1998-07-06,902.13529092
1998-07-07,902.72084785
1998-07-08,894.22169685
1998-07-09,877.63415204
1998-07-10,853.53521718
1998-07-13,839.50871862
1998-07-14,858.52368837
1998-07-15,874.35784595
1998-07-16,889.87314522
1998-07-17,899.06100166
1998-07-20,897.55006277
1998-07-21,888.79191935
1998-07-22,869.02769826
1998-07-23,858.0010722
1998-07-24,864.53238607
1998-07-27,845.04517271
1998-07-28,842.05269192
1998-07-29,821.05202306
1998-07-30,825.32367577
1998-07-31,835.45098672
1998-08-03,811.1899086
1998-08-04,812.96426946
1998-08-05,798.88344907
1998-08-06,779.11716092
1998-08-07,760.83450508
1998-08-10,753.69585633
1998-08-11,723.62484005
1998-08-12,726.30501259
1998-08-13,709.42317716
1998-08-14,718.37696524
1998-08-17,702.34619956
1998-08-18,705.98069933
1998-08-19,745.24573659
1998-08-20,751.85011295
1998-08-21,728.0686469
1998-08-24,720.48370081
1998-08-25,725.59080739
1998-08-26,720.12718546
1998-08-27,697.97341946
1998-08-28,681.89383197
1998-08-31,666.84075315
1998-09-01,662.75637323
1998-09-02,697.81923345
1998-09-03,719.42927233
1998-09-04,797.61715448
1998-09-07,943.56213855
1998-09-08,822.20246328
1998-09-09,860.47410726
1998-09-10,839.84959888
1998-09-11,812.18482094
1998-09-14,856.74777457
1998-09-15,860.61569199
1998-09-16,890.01380487
1998-09-17,875.79244705
1998-09-18,873.18302458
1998-09-21,838.6630738
1998-09-22,843.38565697
1998-09-23,826.81387522
1998-09-24,855.82890119
1998-09-25,853.31791432
1998-09-28,857.60564472
1998-09-29,855.09028454
1998-09-30,736.08178397
1998-10-01,734.78570307
1998-10-02,730.97444103
1998-10-05,726.62064927
1998-10-06,720.55637479
1998-10-07,757.9906166
1998-10-08,767.40374807
1998-10-09,779.69847399
1998-10-12,810.34144567
1998-10-13,813.57366908
1998-10-14,810.54674857
1998-10-15,816.979603
1998-10-16,863.98168743
1998-10-19,867.01523273
1998-10-20,868.97169685
1998-10-21,883.53876341
1998-10-22,879.18256381
1998-10-23,871.74586388
1998-10-26,874.08530792
1998-10-27,891.49040853
1998-10-28,906.30296803
1998-10-29,917.50969332
1998-10-30,929.93098079
1998-11-02,960.49435918
1998-11-03,963.84514906
1998-11-04,985.54057588
1998-11-05,992.11908689
1998-11-06,989.03470436
1998-11-09,956.94246392
1998-11-10,928.79672885
1998-11-11,970.95209516
1998-11-12,952.16745387
1998-11-13,960.67864218
1998-11-16,981.9332407
1998-11-17,970.98687812
1998-11-18,990.00943624
1998-11-19,1015.14244251
1998-11-20,1021.12077209
1998-11-23,1029.98333883
1998-11-24,1047.64730708
1998-11-25,1040.69792247
1998-11-26,1037.55501245
1998-11-27,1038.87440481
1998-11-30,1025.46807438
1998-12-01,997.72385661
1998-12-02,1006.09966853
1998-12-03,989.97381845
1998-12-04,984.16141693
1998-12-07,1000.64212131
1998-12-08,998.58556571
1998-12-09,999.77390713
1998-12-10,1011.40750828
1998-12-11,994.36245963
1998-12-14,973.2239618
1998-12-15,982.37995837
1998-12-16,982.83881559
1998-12-17,995.17117269
1998-12-18,1001.67958252
1998-12-21,997.78191415
1998-12-22,999.6498791
1998-12-23,988.7589786
1998-12-24,995.18204023
1998-12-25,995.18204023
1998-12-28,988.63673976
1998-12-29,992.42875389
1998-12-30,997.84145959
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1001.3499344687704
1999-01-05,1002.533343372748
1999-01-06,1033.5906025848133
1999-01-07,1060.7087981142495
1999-01-08,1070.0963297487576
1999-01-11,1077.7288899223538
1999-01-12,1077.716592229225
1999-01-13,1049.0008727386994
1999-01-14,1039.0517496506548
1999-01-15,1049.5439849586176
1999-01-18,1057.5532653067323
1999-01-19,1058.0155346319661
1999-01-20,1063.0457236369048
1999-01-21,1046.4535309811183
1999-01-22,1023.062544479517
1999-01-25,996.486366877156
1999-01-26,1006.1153763395566
1999-01-27,1015.5523323360194
1999-01-28,1000.2693434463864
1999-01-29,1006.715208901319
1999-02-01,1013.0703750737632
1999-02-02,1010.3986787013438
1999-02-03,1009.7473769015785
1999-02-04,1016.5848793308809
1999-02-05,1012.8429089726257
1999-02-08,1007.3384144331354
1999-02-09,1001.6839783087765
1999-02-10,983.3688221546408
1999-02-11,1003.8211018719725
1999-02-12,1007.5263380324393
1999-02-15,1006.6864648467651
1999-02-16,997.5727473317801
1999-02-17,995.723406883882
1999-02-18,990.6346997653224
1999-02-19,1003.1899219050512
1999-02-22,1005.4099732499682
1999-02-23,1002.9119018084237
1999-02-24,1000.3157996548823
1999-02-25,1000.5978473728397
1999-02-26,998.6392673374612
1999-03-01,1003.2647751497564
1999-03-02,997.7645302474702
1999-03-03,999.2622362591195
1999-03-04,999.0934389685445
1999-03-05,1012.976535940654
1999-03-08,1017.810419444439
1999-03-09,1028.5536820466743
1999-03-10,1039.534178847705
1999-03-11,1038.0768008502837
1999-03-12,1050.2353415884688
1999-03-15,1054.4698115526703
1999-03-16,1048.9138957222672
1999-03-17,1044.083020368912
1999-03-18,1039.6888976964603
1999-03-19,1053.5109679391437
1999-03-22,1060.2724168767836
1999-03-23,1066.8285154835912
1999-03-24,1054.7694400830092
1999-03-25,1060.430845307871
1999-03-26,1059.361352108723
1999-03-29,1055.7024596258777
1999-03-30,1060.8830459124345
1999-03-31,1063.4249426865467
1999-04-01,1074.4492645012017
1999-04-02,1071.3202986742133
1999-04-05,1074.1788517316602
1999-04-06,1076.9327500907084
1999-04-07,1088.1283650224873
1999-04-08,1092.2252415576038
1999-04-09,1108.464930475069
1999-04-12,1107.8892683207268
1999-04-13,1126.4710413752016
1999-04-14,1137.650083046462
1999-04-15,1148.6231468443734
1999-04-16,1189.1884640939143
1999-04-19,1216.3745929921365
1999-04-20,1192.515181551135
1999-04-21,1199.351262233827
1999-04-22,1223.5879079553736
1999-04-23,1222.6621084909887
1999-04-26,1223.997978160752
1999-04-27,1241.4696080883816
1999-04-28,1231.4451022762207
1999-04-29,1238.3950706085877
1999-04-30,1265.7677824772954
1999-05-03,1275.2899780066691
1999-05-04,1286.4484698412753
1999-05-05,1293.2602127008317
1999-05-06,1310.6540265867923
1999-05-07,1281.3629936583463
1999-05-10,1267.387665238194
1999-05-11,1266.388577323268
1999-05-12,1273.0970754911505
1999-05-13,1270.4909636906186
1999-05-14,1276.6393472404852
1999-05-17,1265.1024604964045
1999-05-18,1277.9043795785065
1999-05-19,1257.247084756122
1999-05-20,1250.11901039386
1999-05-21,1253.8803996292538
1999-05-24,1264.1490898571658
1999-05-25,1244.4054299171546
1999-05-26,1236.3419332077715
1999-05-27,1238.740777954268
1999-05-28,1233.8547004071752
1999-05-31,1226.2877622894678
1999-06-01,1227.6250341748284
1999-06-02,1231.720810489753
1999-06-03,1239.8070683612946
1999-06-04,1242.9668738112541
1999-06-07,1257.4254147875363
1999-06-08,1267.7721472762194
1999-06-09,1273.8288792701119
1999-06-10,1279.661513547535
1999-06-11,1291.4708147815513
1999-06-14,1291.926076266624
1999-06-15,1282.4522739046197
1999-06-16,1287.2710683295509
1999-06-17,1297.9659858322627
1999-06-18,1293.6840272233253
1999-06-21,1311.7300136281017
1999-06-22,1321.9621418338513
1999-06-23,1332.0929400458972
1999-06-24,1325.466426295041
1999-06-25,1328.4342729923942
1999-06-28,1329.3024211603938
1999-06-29,1330.8434303707575
1999-06-30,1324.1698224996296
1999-07-01,1346.0564623141875
1999-07-02,1372.9463387853566
1999-07-05,1379.870104426378
1999-07-06,1377.3703558971329
1999-07-07,1359.6482157478172
1999-07-08,1369.328388285898
1999-07-09,1368.9002151936652
1999-07-12,1360.8813138318142
1999-07-13,1348.2743511850676
1999-07-14,1337.0323001737065
1999-07-15,1345.9168351411747
1999-07-16,1326.747973531644
1999-07-19,1321.62041141641
1999-07-20,1333.8746527160017
1999-07-21,1321.1675715060808
1999-07-22,1315.6251059413635
1999-07-23,1299.3857448244266
1999-07-26,1283.1395417374654
1999-07-27,1285.8655195672316
1999-07-28,1308.9153053972223
1999-07-29,1318.903411747422
1999-07-30,1319.1671406637747
1999-08-02,1312.1129818549346
1999-08-03,1324.9722055839952
1999-08-04,1329.0715261811415
1999-08-05,1312.4038320009056
1999-08-06,1305.6755293637996
1999-08-09,1295.5830630747187
1999-08-10,1274.3715501423615
1999-08-11,1255.8115390155613
1999-08-12,1275.1355424180504
1999-08-13,1269.0455008044762
1999-08-16,1289.334002645413
1999-08-17,1268.3062896763518
1999-08-18,1296.305372012566
1999-08-19,1297.946365886038
1999-08-20,1305.1771251228397
1999-08-23,1314.559743115798
1999-08-24,1312.0064299926305
1999-08-25,1302.1787766603952
1999-08-26,1305.7015975381594
1999-08-27,1296.771695703719
1999-08-30,1298.6813239390158
1999-08-31,1286.6463943214426
1999-09-01,1297.6085847837244
1999-09-02,1299.5801522125294
1999-09-03,1286.042841449221
1999-09-06,1296.35044893177
1999-09-07,1301.9624071822568
1999-09-08,1299.3773751778185
1999-09-09,1316.696782684903
1999-09-10,1319.5282456317577
1999-09-13,1328.3012434412542
1999-09-14,1326.8465990757795
1999-09-15,1301.6726031024184
1999-09-16,1289.762788143499
1999-09-17,1298.7865694103373
1999-09-20,1288.4632038851985
1999-09-21,1279.5014886912509
1999-09-22,1270.5773061246236
1999-09-23,1275.5619693179394
1999-09-24,1265.2243780721892
1999-09-27,1265.2120243995116
1999-09-28,1275.757865594171
1999-09-29,1268.981680262074
1999-09-30,1269.7174680770636
1999-10-01,1280.5571991951488
1999-10-04,1283.4016969721615
1999-10-05,1302.619165072871
1999-10-06,1303.0401719553518
1999-10-07,1312.3394951538944
1999-10-08,1300.9608321842857
1999-10-11,1300.8770721948397
1999-10-12,1296.5617664429165
1999-10-13,1280.801226351061
1999-10-14,1282.8322105992886
1999-10-15,1262.3618507166502
1999-10-18,1241.5349919754806
1999-10-19,1231.3702829752867
1999-10-20,1249.3537141887527
1999-10-21,1252.5430789867487
1999-10-22,1260.2486107662805
1999-10-25,1266.6085516790351
1999-10-26,1252.5442013565269
1999-10-27,1236.9687545506283
1999-10-28,1248.6579827330997
1999-10-29,1257.9222974412157
1999-11-01,1268.8939740478488
1999-11-02,1267.4898269800854
1999-11-03,1276.1932848539243
1999-11-04,1277.65659292008
1999-11-05,1273.150919449892
1999-11-08,1264.8592204145725
1999-11-09,1263.1188874417871
1999-11-10,1277.3282891157019
1999-11-11,1290.4337369058685
1999-11-12,1299.8584992388533
1999-11-15,1305.1718912750691
1999-11-16,1307.2014972889383
1999-11-17,1307.3955249827384
1999-11-18,1305.633121683389
1999-11-19,1316.3615978239616
1999-11-22,1316.6888704701535
1999-11-23,1311.1617521079618
1999-11-24,1300.786818244067
1999-11-25,1299.9238813735867
1999-11-26,1308.5948925757712
1999-11-29,1314.0927494722987
1999-11-30,1300.970356670522
1999-12-01,1309.016408915495
1999-12-02,1317.8483676670087
1999-12-03,1325.47845450427
1999-12-06,1333.7605958137167
1999-12-07,1336.6467450297189
1999-12-08,1345.7610467076772
1999-12-09,1356.1949114482431
1999-12-10,1346.3189325234496
1999-12-13,1340.5418441039467
1999-12-14,1339.7761608430098
1999-12-15,1326.707151883893
1999-12-16,1336.1273220854148
1999-12-17,1353.3337952343127
1999-12-20,1357.7643093242816
1999-12-21,1346.576078885646
1999-12-22,1352.8003574200634
1999-12-23,1354.255511458185
1999-12-24,1366.7571358389002
1999-12-27,1368.0467471586344
1999-12-28,1364.6701654936567
1999-12-29,1368.7736738370093
1999-12-30,1377.656769240468
1999-12-31,1377.656769240468
2000-01-03,1397.2195183229542
2000-01-04,1385.9185274823442
2000-01-05,1336.757698962976
2000-01-06,1312.656248637789
2000-01-07,1333.4730464656518
2000-01-10,1361.2727289219795
2000-01-11,1356.4747131225643
2000-01-12,1348.8413143593202
2000-01-13,1346.6320689424742
2000-01-14,1356.9729104762012
2000-01-17,1348.1009723189813
2000-01-18,1345.6419287256929
2000-01-19,1325.7257480759345
2000-01-20,1333.8111392139463
2000-01-21,1318.0840080113796
2000-01-24,1304.8836484283172
2000-01-25,1290.402958911327
2000-01-26,1296.7216640490442
2000-01-27,1300.51998495107
2000-01-28,1283.4941250354818
2000-01-31,1266.9618323129587
2000-02-01,1269.5224117829637
2000-02-02,1276.9931812079087
2000-02-03,1278.0212215390632
2000-02-04,1272.981135054186
2000-02-07,1281.970837746029
2000-02-08,1268.330298200072
2000-02-09,1272.3998374703867
2000-02-10,1279.5939004270242
2000-02-11,1269.6780575557202
2000-02-14,1249.8520777996819
2000-02-15,1247.381547587428
2000-02-16,1252.5098677847368
2000-02-17,1259.7133405502059
2000-02-18,1236.7759045965804
2000-02-21,1220.6426614038114
2000-02-22,1207.8374358882368
2000-02-23,1215.3186992762253
2000-02-24,1212.009516404461
2000-02-25,1217.2137999299193
2000-02-28,1187.7205550640163
2000-02-29,1195.7264644333195
2000-03-01,1189.2930706957786
2000-03-02,1191.3590261047889
2000-03-03,1193.1406502349548
2000-03-06,1188.5987548696032
2000-03-07,1189.6904754125121
2000-03-08,1191.1581831281294
2000-03-09,1192.0813391272768
2000-03-10,1198.4126287301451
2000-03-13,1188.3832368247495
2000-03-14,1186.6521164207495
2000-03-15,1176.272950593809
2000-03-16,1180.6211956123072
2000-03-17,1204.3058722085743
2000-03-20,1201.4588377204107
2000-03-21,1205.8330025898445
2000-03-22,1212.9134076072812
2000-03-23,1213.408124832402
2000-03-24,1222.340173773177
2000-03-27,1235.2608780253859
2000-03-28,1241.0619772466448
2000-03-29,1233.3943154047138
2000-03-30,1219.5682073710498
2000-03-31,1207.8990676862768
2000-04-03,1211.3990325440766
2000-04-04,1217.2126900015933
2000-04-05,1223.2522222807006
2000-04-06,1231.0098898511678
2000-04-07,1235.404816082846
2000-04-10,1224.6537538795455
2000-04-11,1217.8133513250389
2000-04-12,1222.3914106378304
2000-04-13,1215.3291066437657
2000-04-14,1229.6939534653236
2000-04-17,1159.8165569833495
2000-04-18,1186.0911864289876
2000-04-19,1203.4318133923123
2000-04-20,1206.203820090326
2000-04-21,1206.203820090326
2000-04-24,1203.5124666780573
2000-04-25,1211.5958333447081
2000-04-26,1210.3850070404164
2000-04-27,1211.3617919313758
2000-04-28,1212.510000668113
2000-05-01,1201.028058042535
2000-05-02,1214.1700710281846
2000-05-03,1218.8989454781522
2000-05-04,1216.349702477521
2000-05-05,1232.208002512152
2000-05-08,1212.7755057908425
2000-05-09,1199.4329720645758
2000-05-10,1184.1421236277615
2000-05-11,1174.0703634921986
2000-05-12,1186.0877333344542
2000-05-15,1172.3983123289324
2000-05-16,1184.138262575901
2000-05-17,1165.8041507682883
2000-05-18,1159.625574376784
2000-05-19,1158.1888509248188
2000-05-22,1145.2309955403816
2000-05-23,1147.5651348410447
2000-05-24,1124.1021802652754
2000-05-25,1119.5435177017202
2000-05-26,1106.0510478023268
2000-05-29,1109.9451477815303
2000-05-30,1108.6555493391716
2000-05-31,1097.6367985569505
2000-06-01,1113.4583740500245
2000-06-02,1137.3622042248778
2000-06-05,1160.1986097376964
2000-06-06,1174.6089692489968
2000-06-07,1180.4987937185608
2000-06-08,1184.336539065627
2000-06-09,1186.6580481117146
2000-06-12,1193.72959640279
2000-06-13,1190.1845180585774
2000-06-14,1199.5424895890844
2000-06-15,1197.9479112094275
2000-06-16,1212.3750820865946
2000-06-19,1199.4575134212976
2000-06-20,1198.3619210860866
2000-06-21,1205.072441350106
2000-06-22,1205.9771074765408
2000-06-23,1207.9558445968428
2000-06-26,1209.5086461572548
2000-06-27,1221.5960140895265
2000-06-28,1227.8066756500598
2000-06-29,1231.9708609061693
2000-06-30,1244.2753874747623
2000-07-03,1247.0985182288935
2000-07-04,1244.3324951531813
2000-07-05,1239.1396905016663
2000-07-06,1237.8492203311569
2000-07-07,1247.2641909915933
2000-07-10,1267.6745672708907
2000-07-11,1269.0115439407662
2000-07-12,1279.6799533405097
2000-07-13,1258.4347586326494
2000-07-14,1257.1521467425375
2000-07-17,1262.2315421008661
2000-07-18,1255.2311958862724
