Date,UNITED KINGDOM GROWTH
1997-01-31,3324.5240389345327
1997-02-28,3420.6699203591943
1997-03-31,3487.0222780573067
1997-04-30,3541.264596075831
1997-05-30,3647.309768248658
1997-06-30,3724.6763504401933
1997-07-31,3891.6450224232035
1997-08-29,3854.479875346657
1997-09-30,4247.100619755049
1997-10-31,3965.9896572870693
1997-11-28,3969.4279209452493
1997-12-31,4163.412456324342
1998-01-30,4354.271367399723
1998-02-27,4706.602643013898
1998-03-31,4885.398865095784
1998-04-30,4962.142613656812
1998-05-29,4811.398173567519
1998-06-30,4904.686854334411
1998-07-31,4743.013065927802
1998-08-31,4496.005365982659
1998-09-30,4331.104945178432
1998-10-30,4639.7446120024015
1998-11-30,4860.607897330725
1998-12-31,5195.342706774824
1999-01-29,5284.635576391432
1999-02-26,5304.921165737811
1999-03-31,5356.804561929643
1999-04-30,5274.3302952886825
1999-05-31,5012.297696499647
1999-06-30,5048.488794437898
1999-07-30,5003.099121811111
1999-08-31,4983.23001853796
1999-09-30,4837.474173331759
1999-10-29,5166.890055391778
1999-11-30,5345.052263657968
1999-12-31,5687.639001577326
2000-01-31,5223.165801904191
2000-02-29,5144.150503684994
2000-03-31,5497.287653106953
2000-04-28,5462.096341683151
2000-05-31,5005.874018722421
2000-06-30,5119.759831383944
2000-07-31,5102.8221323782
2000-08-31,5229.41134204751
2000-09-29,5077.22516395702
2000-10-31,4926.725600834454
2000-11-30,4707.521183305544
2000-12-29,4966.979397855231
2001-01-01,4966.979397855231
2001-01-02,4946.751330429785
2001-01-03,4862.535869377535
2001-01-04,4839.868332475874
2001-01-05,4823.26488278718
2001-01-08,4829.56888965642
2001-01-09,4755.185342436891
2001-01-10,4755.949060589793
2001-01-11,4807.485229954756
2001-01-12,4795.992644125167
2001-01-15,4850.857844697164
2001-01-16,4767.170378951828
2001-01-17,4846.96848093336
2001-01-18,4881.178122906368
2001-01-19,4853.420480640617
2001-01-22,4858.79073571342
2001-01-23,4869.766391214094
2001-01-24,4824.93893974766
2001-01-25,4832.824891284365
2001-01-26,4869.177270605154
2001-01-29,4849.563170166639
2001-01-30,4822.939161511428
2001-01-31,4828.340200502359
2001-02-01,4870.38349822484
2001-02-02,4855.905348728705
2001-02-05,4901.449659080177
2001-02-06,4865.656009180875
2001-02-07,4832.36562973914
2001-02-08,4746.407113574769
2001-02-09,4741.347252072469
2001-02-12,4802.262083530228
2001-02-13,4814.24766442205
2001-02-14,4808.343783463337
2001-02-15,4761.5552804064755
2001-02-16,4679.178806463886
2001-02-19,4692.354794660652
2001-02-20,4597.71996814678
2001-02-21,4657.893403889887
2001-02-22,4673.674046605161
2001-02-23,4632.0610975370455
2001-02-26,4603.436955177905
2001-02-27,4640.799947798626
2001-02-28,4648.808051032872
2001-03-01,4679.518401906074
2001-03-02,4707.361280855286
2001-03-05,4711.92269826961
2001-03-06,4716.687481467295
2001-03-07,4687.237844655506
2001-03-08,4706.790205470006
2001-03-09,4668.378000842397
2001-03-12,4563.257871014668
2001-03-13,4458.448652299082
2001-03-14,4384.534706036374
2001-03-15,4460.068792031366
2001-03-16,4264.455545112275
2001-03-19,4237.4826468403335
2001-03-20,4315.587541182848
2001-03-21,4248.170970349823
2001-03-22,4011.590850751671
2001-03-23,4154.327280764948
2001-03-26,4286.591739460614
2001-03-27,4406.311529080221
2001-03-28,4310.525998561484
2001-03-29,4293.823805479534
2001-03-30,4318.407881903727
2001-04-02,4295.763003004159
2001-04-03,4188.800207996755
2001-04-04,4239.162158162049
2001-04-05,4293.24326921911
2001-04-06,4281.748306398812
2001-04-09,4329.3426708525585
2001-04-10,4396.776212141124
2001-04-11,4352.789106976349
2001-04-12,4360.765044289625
2001-04-13,4360.765044289625
2001-04-16,4342.448226489816
2001-04-17,4364.74088295997
2001-04-18,4452.619071131253
2001-04-19,4431.381097197972
2001-04-20,4458.426136712261
2001-04-23,4446.269139502473
2001-04-24,4409.627937646663
2001-04-25,4423.118518626679
2001-04-26,4469.1109132149595
2001-04-27,4546.257186971378
2001-04-30,4559.211313287557
2001-05-01,4533.842333190805
2001-05-02,4548.547397659572
2001-05-03,4468.465357844139
2001-05-04,4541.149499444216
2001-05-07,4549.837520261993
2001-05-08,4564.675400533062
2001-05-09,4503.405290832234
2001-05-10,4604.158203424027
2001-05-11,4524.39920999762
2001-05-14,4366.010893633481
2001-05-15,4494.052019675241
2001-05-16,4551.151030254984
2001-05-17,4551.486213661042
2001-05-18,4556.821944726088
2001-05-21,4602.232676079965
2001-05-22,4619.2130216973555
2001-05-23,4556.038241591837
2001-05-24,4520.898416378788
2001-05-25,4505.402143972061
2001-05-28,4504.609302289735
2001-05-29,4496.13601558054
2001-05-30,4470.238701246641
2001-05-31,4465.940093391393
2001-06-01,4479.965483240452
2001-06-04,4520.964753338884
2001-06-05,4550.379118088794
2001-06-06,4501.109271255291
2001-06-07,4511.377130851985
2001-06-08,4481.495335299927
2001-06-11,4377.740859176429
2001-06-12,4349.56138982792
2001-06-13,4379.840680777261
2001-06-14,4379.503944144398
2001-06-15,4367.654012414534
2001-06-18,4336.788107940096
2001-06-19,4330.051840833211
2001-06-20,4327.168557513823
2001-06-21,4381.318198330939
2001-06-22,4400.618746320282
2001-06-25,4397.399774282436
2001-06-26,4300.397450464735
2001-06-27,4344.334146481229
2001-06-28,4358.193435768714
2001-06-29,4372.374160888201
2001-07-02,4444.394760394562
2001-07-03,4358.269561637143
2001-07-04,4318.147387365575
2001-07-05,4224.775237843129
2001-07-06,4205.131690027715
2001-07-09,4210.1375149172945
2001-07-10,4223.148582432651
2001-07-11,4181.921700649646
2001-07-12,4211.900656643894
2001-07-13,4235.8923208793885
2001-07-16,4209.941985326625
2001-07-17,4161.400449431926
2001-07-18,4222.105529258235
2001-07-19,4238.908764417433
2001-07-20,4235.385509959857
2001-07-23,4178.6208330056415
2001-07-24,4132.827643145328
2001-07-25,4154.982422105526
2001-07-26,4188.059420330757
2001-07-27,4265.302269397471
2001-07-30,4290.845388329064
2001-07-31,4354.279983479196
2001-08-01,4405.742309407445
2001-08-02,4435.791888856037
2001-08-03,4374.870722075117
2001-08-06,4341.757681637587
2001-08-07,4351.3304429730515
2001-08-08,4286.650043718156
2001-08-09,4256.017946252544
2001-08-10,4309.382373679107
2001-08-13,4271.58331495182
2001-08-14,4321.294620028592
2001-08-15,4336.090247311188
2001-08-16,4278.56108302371
2001-08-17,4234.753948136263
2001-08-20,4256.038345175087
2001-08-21,4337.384067866214
2001-08-22,4339.994783930375
2001-08-23,4298.9779259412
2001-08-24,4352.992416670477
2001-08-27,4342.459041768412
2001-08-28,4328.964112274204
2001-08-29,4313.789790691099
2001-08-30,4240.191237100685
2001-08-31,4244.448940736602
2001-09-03,4226.556659770058
2001-09-04,4237.076655606554
2001-09-05,4189.087984915743
2001-09-06,4100.367402269607
2001-09-07,4047.508425875966
2001-09-10,4014.0231056245293
2001-09-11,3737.8038697920706
2001-09-12,3917.2165861163753
2001-09-13,3995.2776820543145
2001-09-14,3824.8149250306046
2001-09-17,3916.814467802503
2001-09-18,3814.617590315844
2001-09-19,3744.4896418618578
2001-09-20,3615.501082739768
2001-09-21,3479.7043315282885
2001-09-24,3667.9718533389764
2001-09-25,3737.9852448889656
2001-09-26,3760.1506256665625
2001-09-27,3849.596326361457
2001-09-28,3918.664126148193
2001-10-01,3855.148802659005
2001-10-02,3837.426888172952
2001-10-03,3916.955016608457
2001-10-04,4004.193398501892
2001-10-05,4042.75829079449
2001-10-08,4023.2388160492046
2001-10-09,3981.652505655515
2001-10-10,4037.793170851007
2001-10-11,4052.1753006723807
2001-10-12,4062.9081224365655
2001-10-15,3992.6013916689876
2001-10-16,3996.2319065842453
2001-10-17,4091.3010491936707
2001-10-18,4016.839000563703
2001-10-19,3945.0218851291916
2001-10-22,3961.534056913052
2001-10-23,4023.4244824824978
2001-10-24,4024.911316506204
2001-10-25,3987.967837124876
2001-10-26,4060.492753119496
2001-10-29,4009.084864188476
2001-10-30,3976.307671885164
2001-10-31,4016.515736081893
2001-11-01,4083.894943594627
2001-11-02,4157.03970545941
2001-11-05,4202.516248677027
2001-11-06,4227.396933967408
2001-11-07,4228.589503575645
2001-11-08,4248.1666513160435
2001-11-09,4226.33376656935
2001-11-12,4145.808087762804
2001-11-13,4199.165494283006
2001-11-14,4202.24086172362
2001-11-15,4209.508625757891
2001-11-16,4254.191176588151
2001-11-19,4221.953297310907
2001-11-20,4174.4780381306255
2001-11-21,4187.059105067725
2001-11-22,4209.187242142909
2001-11-23,4150.506595339004
2001-11-26,4172.572767718892
2001-11-27,4129.656346063242
2001-11-28,4119.546232930558
2001-11-29,4107.458871504427
2001-11-30,4121.826586658351
2001-12-03,4079.94023139676
2001-12-04,4130.107617674558
2001-12-05,4185.639649880629
2001-12-06,4216.190109747479
2001-12-07,4137.77926760063
2001-12-10,4112.439862655001
2001-12-11,4107.666789697909
2001-12-12,4105.510068851605
2001-12-13,4081.6590569563396
2001-12-14,4069.0331131123403
2001-12-17,4114.98776529648
2001-12-18,4131.726987710469
2001-12-19,4105.933297523616
2001-12-20,4077.738034590548
2001-12-21,4129.1999718195175
2001-12-24,4123.806599678519
2001-12-25,4123.806599678519
2001-12-26,4147.872165495736
2001-12-27,4189.193485010678
2001-12-28,4203.920564996929
2001-12-31,4201.270264981123
2002-01-01,4201.270264981123
2002-01-02,4182.81860305832
2002-01-03,4245.426182310028
2002-01-04,4221.703108718268
2002-01-07,4182.668821743829
2002-01-08,4169.369553890753
2002-01-09,4169.353186340572
2002-01-10,4170.65091358519
2002-01-11,4161.178051992083
2002-01-14,4125.609398421678
2002-01-15,4142.7188994043445
2002-01-16,4095.5690629193323
2002-01-17,4079.396321971054
2002-01-18,4090.7589815199663
2002-01-21,4101.952424084292
2002-01-22,4100.3769060370005
2002-01-23,4129.033379055941
2002-01-24,4143.280277987144
2002-01-25,4060.3820070836987
2002-01-28,4070.582882139725
2002-01-29,4027.104099618218
2002-01-30,4011.4794225686337
2002-01-31,4082.532957073563
2002-02-01,4086.8004723159124
2002-02-04,4106.494383867644
2002-02-05,4079.8357120927226
2002-02-06,4067.77302819623
2002-02-07,4090.4913066783365
2002-02-08,4100.270569657603
2002-02-11,4148.3887349406705
2002-02-12,4178.571152187236
2002-02-13,4199.5566424421295
2002-02-14,4233.02738697514
2002-02-15,4235.322941594245
2002-02-18,4191.027337276863
2002-02-19,4160.128860178595
2002-02-20,4130.1764088496575
2002-02-21,4139.109919512418
2002-02-22,4141.560714483836
2002-02-25,4164.883074975862
2002-02-26,4170.767776129795
2002-02-27,4158.291679954593
2002-02-28,4111.245833069924
2002-03-01,4187.677226100566
2002-03-04,4196.738376330886
2002-03-05,4170.356875984311
2002-03-06,4166.317604692659
2002-03-07,4187.09031625274
2002-03-08,4209.958294680688
2002-03-11,4181.888792385564
2002-03-12,4153.871849079839
2002-03-13,4191.057656857935
2002-03-14,4201.903933951917
2002-03-15,4224.352222135111
2002-03-18,4222.530524607183
2002-03-19,4247.397931225348
2002-03-20,4214.316270690856
2002-03-21,4190.625410430899
2002-03-22,4212.429132595055
2002-03-25,4180.7472762021325
2002-03-26,4169.23784586832
2002-03-27,4173.364983251936
2002-03-28,4232.494853492227
2002-03-29,4232.494853492227
2002-04-01,4275.295363246644
2002-04-02,4263.559276760629
2002-04-03,4230.706676118516
2002-04-04,4190.86607998835
2002-04-05,4220.233489926228
2002-04-08,4172.642909388735
2002-04-09,4195.164183071462
2002-04-10,4263.229172611738
2002-04-11,4221.919792053238
2002-04-12,4253.935614339092
2002-04-15,4267.950505802762
2002-04-16,4280.175121433178
2002-04-17,4302.715991124741
2002-04-18,4292.107570679405
2002-04-19,4309.094510882694
2002-04-22,4308.01416498551
2002-04-23,4306.090894303269
2002-04-24,4344.27965305625
2002-04-25,4331.923426654163
2002-04-26,4314.88459622819
2002-04-29,4300.589156269572
2002-04-30,4294.302136691215
2002-05-01,4277.848570737538
2002-05-02,4323.68997065449
2002-05-03,4362.477982703436
2002-05-06,4360.100772441082
2002-05-07,4279.534022657432
2002-05-08,4316.375907438447
2002-05-09,4285.504288967734
2002-05-10,4273.405897936998
2002-05-13,4283.807576427948
2002-05-14,4244.317772292727
2002-05-15,4310.513487636361
2002-05-16,4288.1943325595885
2002-05-17,4287.22731516156
2002-05-20,4279.272198098385
2002-05-21,4258.272754985076
2002-05-22,4238.507461685782
2002-05-23,4214.151214580576
2002-05-24,4167.380101073963
2002-05-27,4155.980188246654
2002-05-28,4137.489021886531
2002-05-29,4129.616663655119
2002-05-30,4113.772526190623
2002-05-31,4119.0180481177995
2002-06-03,4114.654532432746
2002-06-04,4119.29956525877
2002-06-05,4026.46281290232
2002-06-06,4014.719443895923
2002-06-07,4003.426905215479
2002-06-10,4034.3257944513985
2002-06-11,4032.2395732376217
2002-06-12,3977.1320839801824
2002-06-13,3932.209372581621
2002-06-14,3842.8612166912985
2002-06-17,3954.658918446331
2002-06-18,3938.7074702351338
2002-06-19,3900.2794722505855
2002-06-20,3862.48862175184
2002-06-21,3889.935221889174
2002-06-24,3837.5832036813786
2002-06-25,3899.666231590501
2002-06-26,3904.0591614793652
2002-06-27,3911.987183466892
2002-06-28,4011.9399907009306
2002-07-01,4040.7723962469427
2002-07-02,3918.54883856245
2002-07-03,3767.374367327571
2002-07-04,3829.076441189841
2002-07-05,3920.340672550732
2002-07-08,3937.334223203374
2002-07-09,3921.512793182341
2002-07-10,3781.792139890908
2002-07-11,3620.137919891279
2002-07-12,3626.4344312450066
2002-07-15,3467.772642278962
2002-07-16,3474.4595365241457
2002-07-17,3611.7191931452767
2002-07-18,3706.3362720663504
2002-07-19,3545.5864057366134
2002-07-22,3369.917028823748
2002-07-23,3316.5284504638475
2002-07-24,3266.866293646923
2002-07-25,3438.868554458268
2002-07-26,3476.515271166671
2002-07-29,3629.872076158026
2002-07-30,3637.899460028614
2002-07-31,3663.267210114057
2002-08-01,3473.924605409841
2002-08-02,3557.7860567758453
2002-08-05,3483.188926403087
2002-08-06,3503.4449474596695
2002-08-07,3477.5294196091313
2002-08-08,3590.642824912029
2002-08-09,3662.2566492770284
2002-08-12,3600.1531527914767
2002-08-13,3629.1029301193744
2002-08-14,3579.7607532576126
2002-08-15,3675.2107691263204
2002-08-16,3687.2439318293023
2002-08-19,3710.425623614758
2002-08-20,3636.815227769761
2002-08-21,3654.1106413498874
2002-08-22,3684.6286505068433
2002-08-23,3648.943081340471
2002-08-26,3655.6608409747364
2002-08-27,3710.6079592953397
2002-08-28,3595.6594978863
2002-08-29,3557.5410286357555
2002-08-30,3566.5846516139163
2002-09-02,3554.7441826849195
2002-09-03,3478.5685777940735
2002-09-04,3494.502006761058
2002-09-05,3489.741757454396
2002-09-06,3551.362135367991
2002-09-09,3523.668810991965
2002-09-10,3605.9882423207973
2002-09-11,3632.2522265441694
2002-09-12,3552.0491441499794
2002-09-13,3508.93312076243
2002-09-16,3490.291865245487
2002-09-17,3462.1294983150538
2002-09-18,3371.098682982249
2002-09-19,3335.5149433587
2002-09-20,3372.348247257454
2002-09-23,3277.1451902575614
2002-09-24,3212.981174766427
2002-09-25,3278.9536605861754
2002-09-26,3414.9308407866383
2002-09-27,3463.697051892011
2002-09-30,3365.5687680529427
2002-10-01,3431.1819090839176
2002-10-02,3522.491118861315
2002-10-03,3510.2776363323123
2002-10-04,3441.7782175908956
2002-10-07,3409.2162325205163
2002-10-08,3326.5362179756016
2002-10-09,3336.10080834278
2002-10-10,3365.53212371847
2002-10-11,3494.115081296614
2002-10-14,3517.0290653080224
2002-10-15,3656.673675734146
2002-10-16,3591.593287031234
2002-10-17,3682.180774804044
2002-10-18,3618.201603736051
2002-10-21,3616.2718550249947
2002-10-22,3626.7196553143367
2002-10-23,3511.8498715646037
2002-10-24,3551.2860798942893
2002-10-25,3540.0746300811934
2002-10-28,3564.187947043034
2002-10-29,3463.1160768280056
2002-10-30,3520.8180832818434
2002-10-31,3572.639596526892
2002-11-01,3525.1779920692015
2002-11-04,3618.0193318345055
2002-11-05,3639.100057169192
2002-11-06,3622.272639579821
2002-11-07,3640.350697117895
2002-11-08,3636.0174292704523
2002-11-11,3614.2753720060555
2002-11-12,3646.4129366173315
2002-11-13,3595.9062831342185
2002-11-14,3602.2262789519536
2002-11-15,3607.7483558933727
2002-11-18,3614.254710171288
2002-11-19,3625.4990524529953
2002-11-20,3594.735970481764
2002-11-21,3675.9686850457906
2002-11-22,3665.3425912768266
2002-11-25,3586.0779569633587
2002-11-26,3539.5442603656156
2002-11-27,3559.19116193428
2002-11-28,3589.560571446265
2002-11-29,3586.9173254388743
2002-12-02,3564.470447766951
2002-12-03,3541.0154073957488
2002-12-04,3539.685564025924
2002-12-05,3526.729993485948
2002-12-06,3521.9521313256623
2002-12-09,3467.440372769731
2002-12-10,3452.3189122433755
2002-12-11,3505.0806999540064
2002-12-12,3488.8254579829854
2002-12-13,3479.807785741468
2002-12-16,3544.596757424436
2002-12-17,3483.853759382664
2002-12-18,3432.4942068541172
2002-12-19,3442.2873542304746
2002-12-20,3491.3624705182433
2002-12-23,3507.6510260973746
2002-12-24,3525.0908498079134
2002-12-25,3525.0908498079134
2002-12-26,3524.4285292373975
2002-12-27,3439.4913041507307
2002-12-30,3509.069785237167
2002-12-31,3567.676544319203
2003-01-01,3567.676544319203
2003-01-02,3584.869378548295
2003-01-03,3575.577125769793
2003-01-06,3586.541275050312
2003-01-07,3544.8333413999057
2003-01-08,3510.4028898072033
2003-01-09,3539.2105578727587
2003-01-10,3562.533785538255
2003-01-13,3529.82239034449
2003-01-14,3534.9859423051475
2003-01-15,3477.1769069190477
2003-01-16,3468.0718975219884
2003-01-17,3450.7343766735435
2003-01-20,3402.549424301171
2003-01-21,3355.743965508498
2003-01-22,3307.361528476808
2003-01-23,3280.5582642247996
2003-01-24,3268.8845752271213
2003-01-27,3145.806000623053
2003-01-28,3173.7225367879983
2003-01-29,3209.8780173126797
2003-01-30,3300.828322241406
2003-01-31,3299.563623989947
2003-02-03,3383.3223281789155
2003-02-04,3308.3878318489146
2003-02-05,3369.175725197334
2003-02-06,3290.556577235398
2003-02-07,3257.445149270235
2003-02-10,3244.523568851104
2003-02-11,3298.189567393125
2003-02-12,3229.387443892746
2003-02-13,3219.6393464098987
2003-02-14,3207.0743254598347
2003-02-17,3250.5345925295237
2003-02-18,3275.113931616818
2003-02-19,3226.1141453489654
2003-02-20,3250.8184953824566
2003-02-21,3289.9418691280025
2003-02-24,3242.021632306901
2003-02-25,3137.080721391898
2003-02-26,3143.685074380606
2003-02-27,3106.4500053605902
2003-02-28,3173.7931020357487
2003-03-03,3207.495138119331
2003-03-04,3157.2695480478255
2003-03-05,3135.7002078671308
2003-03-06,3129.9760677677314
2003-03-07,3085.6021240594114
2003-03-10,3042.2192808348036
2003-03-11,3062.4282276611907
2003-03-12,2940.82384816043
2003-03-13,3104.8077918689974
2003-03-14,3164.3290625824948
2003-03-17,3248.903330449362
2003-03-18,3249.575494764002
2003-03-19,3270.7982858663167
2003-03-20,3273.2269058719967
2003-03-21,3349.2037899742154
2003-03-24,3277.9456743816136
2003-03-25,3304.21061665644
2003-03-26,3338.057641888354
2003-03-27,3283.681538522674
2003-03-28,3256.6169581256777
2003-03-31,3196.0224957970067
2003-04-01,3235.9274774158785
2003-04-02,3294.5041464533097
2003-04-03,3300.7521766644586
2003-04-04,3329.1974396539636
2003-04-07,3421.086447917575
2003-04-08,3371.761683942261
2003-04-09,3379.629156402525
2003-04-10,3352.664855197479
2003-04-11,3354.821179942136
2003-04-14,3403.0374896204526
2003-04-15,3445.1269799149622
2003-04-16,3400.1567376866087
2003-04-17,3447.8202217037974
2003-04-18,3447.8202217037974
2003-04-21,3415.1730973319604
2003-04-22,3470.349068561067
2003-04-23,3535.854177612041
2003-04-24,3497.9854813788816
2003-04-25,3487.81215975222
2003-04-28,3530.740344694405
2003-04-29,3503.200025752229
2003-04-30,3549.395337351912
2003-05-01,3559.8825402371194
2003-05-02,3602.795416404585
2003-05-05,3609.5367538019623
2003-05-06,3682.4882111823867
2003-05-07,3618.6515678575142
2003-05-08,3581.863332574016
2003-05-09,3613.5026991133004
2003-05-12,3661.7594224062623
2003-05-13,3668.3820494443457
2003-05-14,3680.872464322199
2003-05-15,3703.903607265221
2003-05-16,3758.0899985126666
2003-05-19,3669.051975824242
2003-05-20,3685.6835947799323
2003-05-21,3661.921562972557
2003-05-22,3693.8835012912227
2003-05-23,3674.3178982490235
2003-05-26,3676.0006891770204
2003-05-27,3696.957296491945
2003-05-28,3742.8834671195464
2003-05-29,3772.457345544093
2003-05-30,3696.940085514219
2003-06-02,3749.8551179166966
2003-06-03,3732.1552933595103
2003-06-04,3758.6948190728835
2003-06-05,3793.365416557209
2003-06-06,3858.996708030087
2003-06-09,3802.822405185192
2003-06-10,3789.0855879579926
2003-06-11,3866.788708076629
2003-06-12,3869.7467978095583
2003-06-13,3830.9456290224484
2003-06-16,3880.331313546701
2003-06-17,3939.648896704002
2003-06-18,3933.2712594872437
2003-06-19,3854.210723126559
2003-06-20,3853.340112837564
2003-06-23,3772.0303425610095
2003-06-24,3748.6172838754537
2003-06-25,3787.505901149272
2003-06-26,3728.486141301655
