Date,EM (EMERGING MARKETS) QUALITY
1998-09-07,150.75822836
1998-09-08,151.47352533
1998-09-09,151.42366541
1998-09-10,147.45223216
1998-09-11,144.8444104
1998-09-14,147.55677713
1998-09-15,149.72545599
1998-09-16,151.60599097
1998-09-17,148.13743224
1998-09-18,148.60663196
1998-09-21,146.16044018
1998-09-22,150.36535578
1998-09-23,153.99653436
1998-09-24,157.28773542
1998-09-25,156.64568632
1998-09-28,157.60936256
1998-09-29,156.49098377
1998-09-30,150.93167666
1998-10-01,145.30319528
1998-10-02,143.40314804
1998-10-05,140.69294719
1998-10-06,142.74175169
1998-10-07,144.70919924
1998-10-08,143.97554648
1998-10-09,144.82025167
1998-10-12,147.38754836
1998-10-13,146.91823074
1998-10-14,148.57250484
1998-10-15,152.43365103
1998-10-16,156.73408891
1998-10-19,157.47349453
1998-10-20,158.67628435
1998-10-21,159.28156752
1998-10-22,159.96041578
1998-10-23,159.5080152
1998-10-26,161.24209734
1998-10-27,161.13014892
1998-10-28,159.72112107
1998-10-29,160.24662002
1998-10-30,163.91687726
1998-11-02,167.99402759
1998-11-03,168.95066221
1998-11-04,171.60038218
1998-11-05,171.87198732
1998-11-06,173.11337842
1998-11-09,171.26569517
1998-11-10,168.63845418
1998-11-11,166.98826743
1998-11-12,164.79343312
1998-11-13,165.54198028
1998-11-16,169.13523599
1998-11-17,170.0038656
1998-11-18,171.03001323
1998-11-19,173.33502246
1998-11-20,175.02636187
1998-11-23,175.82374681
1998-11-24,174.76890153
1998-11-25,173.85641394
1998-11-26,173.64776483
1998-11-27,172.9274023
1998-11-30,171.6561427
1998-12-01,169.22458467
1998-12-02,169.94774121
1998-12-03,167.06561626
1998-12-04,166.54120853
1998-12-07,167.8771602
1998-12-08,167.46278889
1998-12-09,167.83855281
1998-12-10,168.69694624
1998-12-11,167.88097385
1998-12-14,166.07932922
1998-12-15,164.61134976
1998-12-16,163.87643428
1998-12-17,163.06594077
1998-12-18,163.94715413
1998-12-21,167.03255716
1998-12-22,168.20666468
1998-12-23,168.49482814
1998-12-24,169.25008747
1998-12-25,169.6616962
1998-12-28,170.12898114
1998-12-29,169.59423519
1998-12-30,171.01671189
1998-12-31,170.76243065
1999-01-01,170.76243065
1999-01-04,172.75182307
1999-01-05,172.82721395
1999-01-06,176.64947981
1999-01-07,178.2941525
1999-01-08,179.62024951
1999-01-11,177.83657999
1999-01-12,174.92516657
1999-01-13,167.25925889
1999-01-14,167.08189381
1999-01-15,170.25754747
1999-01-18,173.17082252
1999-01-19,171.99951784
1999-01-20,174.35263316
1999-01-21,174.30658168
1999-01-22,172.11130507
1999-01-25,171.4137303
1999-01-26,172.67537365
1999-01-27,175.13683366
1999-01-28,175.42237438
1999-01-29,175.89333023
1999-02-01,176.51045079
1999-02-02,175.57558574
1999-02-03,176.65146352
1999-02-04,175.57260329
1999-02-05,176.27828203
1999-02-08,177.94533063
1999-02-09,175.9260315
1999-02-10,177.01205291
1999-02-11,179.41587231
1999-02-12,180.12392217
1999-02-15,179.71650145
1999-02-16,180.95723861
1999-02-17,180.59298565
1999-02-18,180.92711015
1999-02-19,180.24091172
1999-02-22,181.52913431
1999-02-23,179.4350479
1999-02-24,180.98149007
1999-02-25,181.92765603
1999-02-26,181.49831564
1999-03-01,184.49587399
1999-03-02,182.45450476
1999-03-03,185.65311556
1999-03-04,185.15218879
1999-03-05,187.62079966
1999-03-08,191.65316741
1999-03-09,194.20226351
1999-03-10,195.71992378
1999-03-11,196.13625228
1999-03-12,196.89103943
1999-03-15,199.34395067
1999-03-16,200.15679683
1999-03-17,200.82272332
1999-03-18,201.16093906
1999-03-19,202.17929002
1999-03-22,202.50152819
1999-03-23,200.21143589
1999-03-24,198.7850023
1999-03-25,200.24696364
1999-03-26,198.58287645
1999-03-29,198.29922228
1999-03-30,199.81435713
1999-03-31,200.71213163
1999-04-01,200.35567969
1999-04-02,201.78597838
1999-04-05,201.01082526
1999-04-06,202.39340486
1999-04-07,203.64709821
1999-04-08,204.10104172
1999-04-09,203.56801897
1999-04-12,204.18133861
1999-04-13,203.64232209
1999-04-14,205.50851365
1999-04-15,205.16575423
1999-04-16,209.6392603
1999-04-19,210.16112875
1999-04-20,210.4564006
1999-04-21,209.13914342
1999-04-22,210.17198918
1999-04-23,211.08585508
1999-04-26,209.69483639
1999-04-27,209.81348606
1999-04-28,211.53026634
1999-04-29,211.00246289
1999-04-30,212.51383157
1999-05-03,214.5266951
1999-05-04,217.8590625
1999-05-05,218.08076611
1999-05-06,221.93225274
1999-05-07,222.90484873
1999-05-10,225.48100853
1999-05-11,226.61668992
1999-05-12,223.21366788
1999-05-13,224.80555779
1999-05-14,225.63434313
1999-05-17,222.8230282
1999-05-18,224.35425714
1999-05-19,222.68114219
1999-05-20,221.72038177
1999-05-21,220.13860492
1999-05-24,218.47470728
1999-05-25,215.80359911
1999-05-26,216.60238208
1999-05-27,213.37245326
1999-05-28,212.14369963
1999-05-31,214.42885369
1999-06-01,216.40166372
1999-06-02,215.91166017
1999-06-03,217.50471504
1999-06-04,219.89254325
1999-06-07,222.58546831
1999-06-08,224.00292538
1999-06-09,224.04905598
1999-06-10,224.7903501
1999-06-11,222.93032117
1999-06-14,221.93447931
1999-06-15,221.23988003
1999-06-16,225.04180653
1999-06-17,229.28856215
1999-06-18,231.07881274
1999-06-21,234.09672723
1999-06-22,235.08789158
1999-06-23,231.23160336
1999-06-24,230.34523376
1999-06-25,228.01222184
1999-06-28,229.76029081
1999-06-29,231.98542416
1999-06-30,233.41199884
1999-07-01,235.60045803
1999-07-02,236.7681608
1999-07-05,240.12731189
1999-07-06,238.30363631
1999-07-07,236.94789113
1999-07-08,236.22511159
1999-07-09,236.74855445
1999-07-12,238.34906579
1999-07-13,236.31954782
1999-07-14,236.48555434
1999-07-15,237.8908506
1999-07-16,235.29120859
1999-07-19,239.24165655
1999-07-20,239.73689411
1999-07-21,240.9276719
1999-07-22,239.75940949
1999-07-23,238.02928937
1999-07-26,234.47566695
1999-07-27,232.86571212
1999-07-28,234.62028197
1999-07-29,232.81084947
1999-07-30,233.09201677
1999-08-02,229.20950305
1999-08-03,230.10061138
1999-08-04,231.9071792
1999-08-05,230.2374884
1999-08-06,227.94454327
1999-08-09,230.24877503
1999-08-10,230.5785639
1999-08-11,230.13762407
1999-08-12,231.52285924
1999-08-13,234.17704172
1999-08-16,237.93206092
1999-08-17,238.64765224
1999-08-18,238.56800352
1999-08-19,237.1307495
1999-08-20,237.81527775
1999-08-23,239.21686795
1999-08-24,238.70799691
1999-08-25,240.58454519
1999-08-26,239.20834003
1999-08-27,238.86832866
1999-08-30,238.65316774
1999-08-31,238.31746794
1999-09-01,240.6172515
1999-09-02,239.54903449
1999-09-03,238.28091135
1999-09-06,242.52656438
1999-09-07,239.79168044
1999-09-08,238.91651396
1999-09-09,238.7489831
1999-09-10,240.86512575
1999-09-13,241.9962043
1999-09-14,242.83382661
1999-09-15,241.1433133
1999-09-16,239.13312261
1999-09-17,238.64495893
1999-09-20,240.38395162
1999-09-21,238.72111748
1999-09-22,239.58898038
1999-09-23,238.90205056
1999-09-24,237.47547289
1999-09-27,236.82436751
1999-09-28,238.80526011
1999-09-29,239.25182682
1999-09-30,238.70226519
1999-10-01,237.64364789
1999-10-04,238.72660969
1999-10-05,239.85331939
1999-10-06,240.4493119
1999-10-07,246.16596669
1999-10-08,246.37724003
1999-10-11,247.89063638
1999-10-12,248.88398419
1999-10-13,246.0714034
1999-10-14,245.27936169
1999-10-15,239.70006983
1999-10-18,237.09446706
1999-10-19,238.46119227
1999-10-20,240.69850616
1999-10-21,237.41333259
1999-10-22,237.98136137
1999-10-25,237.74170699
1999-10-26,238.05855762
1999-10-27,236.73523456
1999-10-28,237.31751211
1999-10-29,237.59237801
1999-11-01,237.51826564
1999-11-02,240.46392416
1999-11-03,242.35033281
1999-11-04,243.77085235
1999-11-05,246.89598299
1999-11-08,248.48150427
1999-11-09,249.01006578
1999-11-10,249.62104375
1999-11-11,251.12418058
1999-11-12,251.00782966
1999-11-15,251.85071131
1999-11-16,252.00011123
1999-11-17,250.55483588
1999-11-18,251.78910685
1999-11-19,253.12744111
1999-11-22,255.39206266
1999-11-23,254.50175873
1999-11-24,253.22952073
1999-11-25,254.11434721
1999-11-26,252.47075896
1999-11-29,252.79116762
1999-11-30,251.09418052
1999-12-01,253.33817488
1999-12-02,256.59468101
1999-12-03,258.73817335
1999-12-06,261.64459041
1999-12-07,261.05981095
1999-12-08,262.11208011
1999-12-09,265.11657112
1999-12-10,268.59129783
1999-12-13,271.70713556
1999-12-14,266.78260543
1999-12-15,266.86481519
1999-12-16,267.50660302
1999-12-17,268.88788407
1999-12-20,271.5368907
1999-12-21,272.6792762
1999-12-22,274.48723517
1999-12-23,273.97804135
1999-12-24,274.18028934
1999-12-27,279.72383959
1999-12-28,281.3591355
1999-12-29,283.95260622
1999-12-30,286.55535234
1999-12-31,286.73199519
2000-01-03,293.44033047
2000-01-04,298.21484841
2000-01-05,292.94995074
2000-01-06,288.65264032
2000-01-07,290.59916437
2000-01-10,298.63018978
2000-01-11,294.27286914
2000-01-12,297.68281682
2000-01-13,301.78906992
2000-01-14,307.63949087
2000-01-17,310.02670226
2000-01-18,310.61225564
2000-01-19,304.07219989
2000-01-20,302.11549283
2000-01-21,301.78951395
2000-01-24,302.3970751
2000-01-25,299.38922585
2000-01-26,300.47978694
2000-01-27,300.06077714
2000-01-28,294.66807432
2000-01-31,289.11989333
2000-02-01,293.02164478
2000-02-02,295.30101254
2000-02-03,301.17752312
2000-02-04,303.05372763
2000-02-07,308.52896353
2000-02-08,311.25923172
2000-02-09,312.97422469
2000-02-10,317.07945836
2000-02-11,317.17408972
2000-02-14,314.04596854
2000-02-15,315.00028662
2000-02-16,312.75062455
2000-02-17,313.35214358
2000-02-18,311.22138365
2000-02-21,309.1773975
2000-02-22,305.49684079
2000-02-23,304.9160514
2000-02-24,309.26382347
2000-02-25,307.97667278
2000-02-28,305.86743194
2000-02-29,305.79118749
2000-03-01,313.79245536
2000-03-02,314.2431762
2000-03-03,314.21620108
2000-03-06,316.70275561
2000-03-07,319.53515451
2000-03-08,321.77856873
2000-03-09,323.51436292
2000-03-10,321.86258711
2000-03-13,312.1824013
2000-03-14,308.17043086
2000-03-15,305.41274238
2000-03-16,305.87022714
2000-03-17,307.62194571
2000-03-20,303.48070027
2000-03-21,307.91209501
2000-03-22,306.40546967
2000-03-23,309.98024676
2000-03-24,312.301227
2000-03-27,313.69845057
2000-03-28,309.16369623
2000-03-29,302.56810274
2000-03-30,298.33139552
2000-03-31,296.69540902
2000-04-03,293.11446924
2000-04-04,290.28964764
2000-04-05,287.88252038
2000-04-06,294.16758743
2000-04-07,301.14589746
2000-04-10,302.59131885
2000-04-11,299.31149242
2000-04-12,295.77602382
2000-04-13,288.49831477
2000-04-14,280.52301289
2000-04-17,266.50286502
2000-04-18,271.21649278
2000-04-19,268.69284205
2000-04-20,271.30266558
2000-04-21,272.21357728
2000-04-24,266.95041464
2000-04-25,272.20274055
2000-04-26,273.87012702
2000-04-27,273.87834759
2000-04-28,275.4319754
2000-05-01,275.46581513
2000-05-02,274.49208853
2000-05-03,269.59504173
2000-05-04,270.24942552
2000-05-05,272.18976541
2000-05-08,266.23331186
2000-05-09,267.1806119
2000-05-10,263.32807194
2000-05-11,260.48385076
2000-05-12,260.58601107
2000-05-15,262.85486115
2000-05-16,267.11912543
2000-05-17,266.13915023
2000-05-18,263.66593797
2000-05-19,257.50644102
2000-05-22,252.70161554
2000-05-23,249.48648913
2000-05-24,250.23789808
2000-05-25,252.17350915
2000-05-26,254.15517436
2000-05-29,255.57315845
2000-05-30,262.91022912
2000-05-31,266.78081107
2000-06-01,267.83533979
2000-06-02,277.48916668
2000-06-05,277.69973688
2000-06-06,275.69056202
2000-06-07,275.88941279
2000-06-08,276.74862231
2000-06-09,277.24711541
2000-06-12,275.08570786
2000-06-13,275.31157015
2000-06-14,274.94557604
2000-06-15,272.40501674
2000-06-16,272.60419156
2000-06-19,274.68182089
2000-06-20,274.94554471
2000-06-21,273.24253098
2000-06-22,271.75916605
2000-06-23,269.67365106
2000-06-26,269.00824463
2000-06-27,271.49861577
2000-06-28,271.95673605
2000-06-29,270.81678221
2000-06-30,274.00370819
2000-07-03,276.96944772
2000-07-04,277.03327559
2000-07-05,278.35670271
2000-07-06,275.45546546
2000-07-07,275.78400764
2000-07-10,277.73811531
2000-07-11,275.12198783
2000-07-12,277.6286382
2000-07-13,276.91043749
2000-07-14,278.73759527
2000-07-17,277.60679753
2000-07-18,274.31332506
2000-07-19,269.17385395
2000-07-20,269.32106062
2000-07-21,270.07024359
2000-07-24,265.51379806
2000-07-25,265.67345952
2000-07-26,264.72224439
2000-07-27,263.68902713
2000-07-28,260.97635703
2000-07-31,261.69370578
2000-08-01,261.08860421
2000-08-02,261.34577209
2000-08-03,258.53000774
2000-08-04,260.41945832
2000-08-07,259.08878473
2000-08-08,260.95515202
2000-08-09,260.73243417
2000-08-10,261.49848411
2000-08-11,261.25001846
2000-08-14,263.53698576
2000-08-15,262.40036988
2000-08-16,265.91303261
2000-08-17,266.81779214
2000-08-18,266.5133346
2000-08-21,267.04983565
2000-08-22,267.28470616
2000-08-23,267.38204387
2000-08-24,267.31441359
2000-08-25,265.74958106
2000-08-28,265.16823847
2000-08-29,268.23167301
2000-08-30,267.01665847
2000-08-31,269.5654153
2000-09-01,270.93519106
2000-09-04,274.7666855
2000-09-05,274.35529638
2000-09-06,270.98045853
2000-09-07,269.55948152
2000-09-08,267.80273869
2000-09-11,264.72851223
2000-09-12,263.74418407
2000-09-13,265.85265224
2000-09-14,265.06697321
2000-09-15,262.84078275
2000-09-18,254.66066524
2000-09-19,251.08046528
2000-09-20,254.32855023
2000-09-21,250.98299574
2000-09-22,246.28503589
2000-09-25,250.57203913
2000-09-26,249.94614607
2000-09-27,249.47109778
2000-09-28,249.26702385
2000-09-29,248.95456835
2000-10-02,247.93881417
2000-10-03,247.54641651
2000-10-04,246.12971458
2000-10-05,246.38237519
2000-10-06,247.57641066
2000-10-09,244.57967474
2000-10-10,242.6935597
2000-10-11,237.10856285
2000-10-12,231.37521513
2000-10-13,230.73626676
2000-10-16,232.12317238
2000-10-17,231.30593487
2000-10-18,227.81585799
2000-10-19,231.62665462
2000-10-20,235.0072057
2000-10-23,236.22188155
2000-10-24,239.85923762
2000-10-25,237.38595835
2000-10-26,234.94025032
2000-10-27,236.38211925
2000-10-30,233.65206157
2000-10-31,237.79048748
2000-11-01,239.95793213
2000-11-02,245.00542531
2000-11-03,246.31402364
2000-11-06,246.78703592
2000-11-07,249.09809674
2000-11-08,246.92749403
2000-11-09,243.67654234
2000-11-10,239.72497715
2000-11-13,233.00742145
2000-11-14,236.82123431
2000-11-15,237.77336458
2000-11-16,233.25944105
2000-11-17,232.70789119
2000-11-20,223.58393854
2000-11-21,224.9824732
2000-11-22,218.57531429
2000-11-23,216.79330941
2000-11-24,221.06948444
2000-11-27,224.04125311
2000-11-28,219.96757673
2000-11-29,218.27933315
2000-11-30,213.17636142
2000-12-01,213.99327114
2000-12-04,213.12448515
2000-12-05,221.12441155
2000-12-06,226.54005868
2000-12-07,224.70040108
2000-12-08,230.04751294
2000-12-11,230.94667939
2000-12-12,229.79829299
2000-12-13,228.28970414
2000-12-14,226.87637764
2000-12-15,222.99980569
2000-12-18,224.05311047
2000-12-19,220.95189564
2000-12-20,216.66732942
2000-12-21,213.69615129
2000-12-22,217.64497403
2000-12-25,217.79423024
2000-12-26,216.20000119
2000-12-27,216.38217037
2000-12-28,219.16098395
