Date,EUROPE SMALL CAP VALUE WEIGHTED
2000-07-21,1412.8285872075226
2000-07-24,1413.7485880030786
2000-07-25,1410.7524393018425
2000-07-26,1409.73899086174
2000-07-27,1407.1682133638465
2000-07-28,1407.1590327252911
2000-07-31,1404.2907278451814
2000-08-01,1406.1138630409225
2000-08-02,1407.3809970461161
2000-08-03,1407.0711280683665
2000-08-04,1413.780002480417
2000-08-07,1418.579037334568
2000-08-08,1421.8352375103239
2000-08-09,1427.1159022456427
2000-08-10,1424.1464286966634
2000-08-11,1432.078802448427
2000-08-14,1440.157380974081
2000-08-15,1436.690672903637
2000-08-16,1438.9905907284601
2000-08-17,1438.9355925859918
2000-08-18,1442.6980389755067
2000-08-21,1447.6646421079204
2000-08-22,1448.0494878898787
2000-08-23,1448.7837167138566
2000-08-24,1447.5807409970812
2000-08-25,1448.1183583184775
2000-08-28,1453.043123517466
2000-08-29,1454.6309610382368
2000-08-30,1455.5633902186003
2000-08-31,1463.926977444592
2000-09-01,1467.1848081207286
2000-09-04,1473.552112372726
2000-09-05,1475.9992379825842
2000-09-06,1481.8140411646405
2000-09-07,1482.4015689688492
2000-09-08,1481.7870939398456
2000-09-11,1481.8532035380674
2000-09-12,1474.8570223460217
2000-09-13,1469.727844686524
2000-09-14,1475.1530096042698
2000-09-15,1474.1334840285244
2000-09-18,1472.007588314963
2000-09-19,1462.4578308928128
2000-09-20,1460.1939789475384
2000-09-21,1444.9403188665826
2000-09-22,1431.6238442841536
2000-09-25,1446.1919363563786
2000-09-26,1440.9911463628366
2000-09-27,1441.6989324395588
2000-09-28,1437.1589954780654
2000-09-29,1444.9155075282627
2000-10-02,1444.3240481831522
2000-10-03,1444.9663356325566
2000-10-04,1440.6356014820196
2000-10-05,1444.5474965930505
2000-10-06,1440.8256722452675
2000-10-09,1430.1805199047049
2000-10-10,1427.7389197028342
2000-10-11,1411.5850361159428
2000-10-12,1416.180285227595
2000-10-13,1406.4031864037952
2000-10-16,1414.37849509535
2000-10-17,1409.3291964636887
2000-10-18,1399.0667206796697
2000-10-19,1413.0452948873453
2000-10-20,1424.6886024655892
2000-10-23,1427.507896451538
2000-10-24,1433.6104997379862
2000-10-25,1432.5700889306527
2000-10-26,1428.9653520960717
2000-10-27,1431.2748872619586
2000-10-30,1434.1978908311426
2000-10-31,1439.5456145818011
2000-11-01,1440.1993399910693
2000-11-02,1442.8594573627563
2000-11-03,1444.4330471245305
2000-11-06,1448.5262658446898
2000-11-07,1448.0883978200134
2000-11-08,1450.778544813535
2000-11-09,1444.3139169663102
2000-11-10,1439.7791048293598
2000-11-13,1431.6418736002395
2000-11-14,1437.7473850710244
2000-11-15,1440.2416172985068
2000-11-16,1439.1469678345263
2000-11-17,1439.9189345848647
2000-11-20,1439.0465077210213
2000-11-21,1432.4261240205674
2000-11-22,1421.9362084569318
2000-11-23,1416.1904531241903
2000-11-24,1427.6409360547302
2000-11-27,1432.5086481372457
2000-11-28,1426.0996312250827
2000-11-29,1418.7688735452625
2000-11-30,1405.6145215832423
2000-12-01,1416.2237945639915
2000-12-04,1405.5833710923373
2000-12-05,1416.984218463486
2000-12-06,1422.2997622478747
2000-12-07,1413.9448037310615
2000-12-08,1422.9679264041556
2000-12-11,1434.759715313188
2000-12-12,1431.46393414521
2000-12-13,1430.0331985332114
2000-12-14,1421.3322109555543
2000-12-15,1406.6392239234947
2000-12-18,1403.9710866925966
2000-12-19,1401.4612828351153
2000-12-20,1381.502114283619
2000-12-21,1372.137277073992
2000-12-22,1377.366313604556
2000-12-25,1377.3137256713742
2000-12-26,1376.1956279446933
2000-12-27,1381.145842232154
2000-12-28,1389.994776133017
2000-12-29,1396.568362894128
2001-01-01,1396.606121269893
2001-01-02,1395.4651057005974
2001-01-03,1384.6729197905606
2001-01-04,1398.1188410240475
2001-01-05,1397.4410042604293
2001-01-08,1397.2809905188726
2001-01-09,1399.6446231026944
2001-01-10,1399.4414445158077
2001-01-11,1400.1984267492592
2001-01-12,1406.6893932256312
2001-01-15,1415.4772058036679
2001-01-16,1414.086133310738
2001-01-17,1433.0505168437708
2001-01-18,1432.3207146811728
2001-01-19,1442.0007278243186
2001-01-22,1440.9119800089143
2001-01-23,1439.5354587436188
2001-01-24,1447.9489130766196
2001-01-25,1450.5596423666593
2001-01-26,1450.292616913665
2001-01-29,1456.9416738967593
2001-01-30,1458.597116368343
2001-01-31,1461.9466806877313
2001-02-01,1464.884825852136
2001-02-02,1468.2567650899748
2001-02-05,1465.4905005895027
2001-02-06,1470.1088377788944
2001-02-07,1464.964235327051
2001-02-08,1470.872002978548
2001-02-09,1462.429845946904
2001-02-12,1461.6465145678874
2001-02-13,1466.4613697251918
2001-02-14,1460.7703767187852
2001-02-15,1471.2918603634432
2001-02-16,1464.3414722438033
2001-02-19,1462.1741239578384
2001-02-20,1472.5700961613602
2001-02-21,1462.7694541929093
2001-02-22,1461.5434717153291
2001-02-23,1459.7934851789562
2001-02-26,1462.127919785688
2001-02-27,1460.859213990307
2001-02-28,1457.9450400612056
2001-03-01,1448.6480162498958
2001-03-02,1450.9547003174202
2001-03-05,1458.0496870125826
2001-03-06,1466.6137355117476
2001-03-07,1468.6212585134647
2001-03-08,1469.4368528957546
2001-03-09,1464.7825911016835
2001-03-12,1451.0545268639926
2001-03-13,1435.3878903320071
2001-03-14,1416.7748474237424
2001-03-15,1420.0196968596836
2001-03-16,1416.1531324589184
2001-03-19,1406.9358041552741
2001-03-20,1408.30569319555
2001-03-21,1393.095459225438
2001-03-22,1364.4941417841658
2001-03-23,1370.1552987868397
2001-03-26,1382.5858463631148
2001-03-27,1387.7827873805536
2001-03-28,1391.3229188544303
2001-03-29,1394.9895396361483
2001-03-30,1399.1609442912454
2001-04-02,1400.4484402895089
2001-04-03,1384.5481760398798
2001-04-04,1371.613581538195
2001-04-05,1388.8244675213302
2001-04-06,1391.9083573361697
2001-04-09,1395.9867724607332
2001-04-10,1407.3792613009566
2001-04-11,1417.7930539272022
2001-04-12,1419.1188447703526
2001-04-13,1418.9604231105973
2001-04-16,1421.773073624317
2001-04-17,1419.81313686291
2001-04-18,1432.6424571065884
2001-04-19,1433.103158017763
2001-04-20,1429.7017793288398
2001-04-23,1430.6661365562848
2001-04-24,1435.4588100900414
2001-04-25,1436.7399636996834
2001-04-26,1440.7664124033577
2001-04-27,1449.4373510129842
2001-04-30,1461.6514695959586
2001-05-01,1461.9450381018053
2001-05-02,1465.9419437576714
2001-05-03,1466.6370579339937
2001-05-04,1466.7573558914607
2001-05-07,1473.1734619754582
2001-05-08,1479.5518898852613
2001-05-09,1474.5928573042495
2001-05-10,1479.2691288787448
2001-05-11,1485.5370143545856
2001-05-14,1487.1492089309218
2001-05-15,1488.3583913310845
2001-05-16,1485.7325462031606
2001-05-17,1498.0160488883146
2001-05-18,1504.9812549767369
2001-05-21,1515.039731671648
2001-05-22,1521.610770396422
2001-05-23,1521.2380672812865
2001-05-24,1519.924787774989
2001-05-25,1523.4325238333945
2001-05-28,1525.1462695333394
2001-05-29,1523.5489396001408
2001-05-30,1519.458509768329
2001-05-31,1524.2716765699429
2001-06-01,1524.1864995306516
2001-06-04,1526.612265250941
2001-06-05,1532.9437578621712
2001-06-06,1529.34629221917
2001-06-07,1523.8854978522054
2001-06-08,1525.3025320867036
2001-06-11,1520.9903732698933
2001-06-12,1506.4521082439946
2001-06-13,1509.3592856474504
2001-06-14,1499.9388536120102
2001-06-15,1489.1355001041381
2001-06-18,1486.20507068478
2001-06-19,1487.603826892997
2001-06-20,1475.885012917891
2001-06-21,1479.6487877222096
2001-06-22,1476.406389187682
2001-06-25,1468.2783271435999
2001-06-26,1454.5850826380854
2001-06-27,1454.1352073449455
2001-06-28,1457.1649249205723
2001-06-29,1462.930053314924
2001-07-02,1463.9820503986534
2001-07-03,1462.7321694253624
2001-07-04,1462.419163102807
2001-07-05,1458.734823892923
2001-07-06,1446.1787791421928
2001-07-09,1438.8489962045724
2001-07-10,1437.5042732479576
2001-07-11,1429.1247170189952
2001-07-12,1434.984494580362
2001-07-13,1433.2296825363835
2001-07-16,1429.3366933479142
2001-07-17,1425.2377584672681
2001-07-18,1417.6820680095773
2001-07-19,1421.62624538553
2001-07-20,1418.3279736974614
2001-07-23,1417.7603241979364
2001-07-24,1409.367284161144
2001-07-25,1401.847012730506
2001-07-26,1402.075790868942
2001-07-27,1408.7952314337094
2001-07-30,1409.2339113398689
2001-07-31,1416.6660939557403
2001-08-01,1421.9337290649357
2001-08-02,1425.8485931701882
2001-08-03,1423.0486814650187
2001-08-06,1422.1004799975929
2001-08-07,1418.2973198690572
2001-08-08,1413.3455699798812
2001-08-09,1400.9289531408765
2001-08-10,1399.50483145416
2001-08-13,1398.433579540851
2001-08-14,1402.6413316054784
2001-08-15,1400.3566823956585
2001-08-16,1396.610309606405
2001-08-17,1390.816708476842
2001-08-20,1387.446243229197
2001-08-21,1391.0343005636082
2001-08-22,1388.0371477363183
2001-08-23,1388.5829446837138
2001-08-24,1394.0581178044556
2001-08-27,1395.3840872726535
2001-08-28,1392.7590512703744
2001-08-29,1390.3967155148089
2001-08-30,1384.3974153081056
2001-08-31,1380.9044244148845
2001-09-03,1371.9909120541843
2001-09-04,1374.0345505330351
2001-09-05,1367.2499172582957
2001-09-06,1352.1990150076595
2001-09-07,1339.5738193884752
2001-09-10,1316.8560815113492
2001-09-11,1278.8503206773519
2001-09-12,1262.5650339197928
2001-09-13,1266.768829743067
2001-09-14,1237.7549080622307
2001-09-17,1217.4403041444846
2001-09-18,1207.255120700949
2001-09-19,1198.9295132553304
2001-09-20,1159.9381281240344
2001-09-21,1122.5336509230117
2001-09-24,1148.2118272131922
2001-09-25,1157.887783986706
2001-09-26,1171.500176198521
2001-09-27,1168.9472775346308
2001-09-28,1186.9798765437922
2001-10-01,1186.5522844991515
2001-10-02,1182.8954709845063
2001-10-03,1177.8076453120261
2001-10-04,1195.7250562254058
2001-10-05,1197.045847390461
2001-10-08,1190.2421833644216
2001-10-09,1194.5042502502124
2001-10-10,1198.3237725004933
2001-10-11,1219.0637527166148
2001-10-12,1221.130886538608
2001-10-15,1216.379793176213
2001-10-16,1225.973552128916
2001-10-17,1238.2440704034475
2001-10-18,1233.7049661691628
2001-10-19,1231.4439353321384
2001-10-22,1233.6092084485774
2001-10-23,1241.1588555001438
2001-10-24,1243.8151660563856
2001-10-25,1244.1094183899318
2001-10-26,1251.6819178493533
2001-10-29,1249.2215691847116
2001-10-30,1235.1482228236594
2001-10-31,1244.0224264871958
2001-11-01,1244.3183651158677
2001-11-02,1246.5365594040013
2001-11-05,1255.134330810132
2001-11-06,1258.0349384090537
2001-11-07,1260.5165237742267
2001-11-08,1274.3729332626733
2001-11-09,1276.360644395044
2001-11-12,1267.559784584152
2001-11-13,1282.1299077154588
2001-11-14,1291.5489599429825
2001-11-15,1299.7428973652097
2001-11-16,1302.8681654130876
2001-11-19,1318.8016580661365
2001-11-20,1315.5152602808405
2001-11-21,1315.198998126191
2001-11-22,1321.3987406278352
2001-11-23,1322.6084375533226
2001-11-26,1326.0376598467146
2001-11-27,1322.5253240735474
2001-11-28,1319.3077722423284
2001-11-29,1317.7446143944474
2001-11-30,1319.4573816321292
2001-12-03,1312.3651935447906
2001-12-04,1316.9013866334165
2001-12-05,1331.188988848897
2001-12-06,1340.4874423016643
2001-12-07,1346.0713699771102
2001-12-10,1342.2564067813726
2001-12-11,1341.2663414567567
2001-12-12,1336.1472489119813
2001-12-13,1324.9934518489563
2001-12-14,1321.8952483346507
2001-12-17,1323.6936256046697
2001-12-18,1324.8232575804675
2001-12-19,1322.443657739518
2001-12-20,1321.2984753765213
2001-12-21,1328.6710951860912
2001-12-24,1331.3618260629414
2001-12-25,1331.322272428239
2001-12-26,1332.5185192136832
2001-12-27,1341.4888868443136
2001-12-28,1350.0259333141378
2001-12-31,1351.6290191532635
2002-01-01,1351.6102733867883
2002-01-02,1351.105699872471
2002-01-03,1363.6740745035822
2002-01-04,1375.317103498537
2002-01-07,1382.4271216891236
2002-01-08,1379.6498931513065
2002-01-09,1383.2960468317815
2002-01-10,1378.6008364487084
2002-01-11,1385.029524261261
2002-01-14,1374.3193503248235
2002-01-15,1373.2175824320593
2002-01-16,1366.021892021797
2002-01-17,1373.0917924017788
2002-01-18,1371.967477319429
2002-01-21,1371.9136243325554
2002-01-22,1374.3770282932649
2002-01-23,1372.5011969762988
2002-01-24,1380.230465182526
2002-01-25,1381.2143262683842
2002-01-28,1383.447326118731
2002-01-29,1383.2057888230256
2002-01-30,1374.7028261391158
2002-01-31,1380.9324408388304
2002-02-01,1384.2144785706964
2002-02-04,1381.8832220985491
2002-02-05,1374.980623856638
2002-02-06,1373.248660296499
2002-02-07,1372.1242646900164
2002-02-08,1373.5572019162935
2002-02-11,1377.2442031986627
2002-02-12,1379.682200240997
2002-02-13,1381.5904782843932
2002-02-14,1387.416292931556
2002-02-15,1388.7604015754903
2002-02-18,1387.0347094346864
2002-02-19,1378.9153199170219
2002-02-20,1375.5934008859076
2002-02-21,1380.1461464868348
2002-02-22,1372.3421267469132
2002-02-25,1376.9856512081324
2002-02-26,1385.4545148108978
2002-02-27,1394.5562256265016
2002-02-28,1398.3584234478933
2002-03-01,1405.722806441904
2002-03-04,1422.069419905793
2002-03-05,1424.3401106646822
2002-03-06,1423.983639436595
2002-03-07,1434.5072382162061
2002-03-08,1442.8210719159854
2002-03-11,1445.9153582721174
2002-03-12,1437.9738134041422
2002-03-13,1438.5942097737295
2002-03-14,1437.4400428398453
2002-03-15,1438.0049611198583
2002-03-18,1445.0546979085718
2002-03-19,1448.118855575934
2002-03-20,1450.1653898385455
2002-03-21,1451.2032373288928
2002-03-22,1459.1842913275827
2002-03-25,1461.0096050721531
2002-03-26,1457.7485021331102
2002-03-27,1463.4593954047677
2002-03-28,1469.910565748096
2002-03-29,1469.8770863442967
2002-04-01,1471.3611374934874
2002-04-02,1474.6946030385477
2002-04-03,1473.511901451049
2002-04-04,1470.5593874268911
2002-04-05,1479.232067515519
2002-04-08,1471.7838934926242
2002-04-09,1474.0205383200382
2002-04-10,1476.199319775046
2002-04-11,1476.1391682642022
2002-04-12,1476.3204643038919
2002-04-15,1476.8570237626034
2002-04-16,1482.661486541305
2002-04-17,1489.2443557756676
2002-04-18,1490.211533264668
2002-04-19,1495.3611181910348
2002-04-22,1494.064153782598
2002-04-23,1493.1351631643765
2002-04-24,1495.6254993129753
2002-04-25,1486.4555347886164
2002-04-26,1489.4309337674092
2002-04-29,1487.7532132239944
2002-04-30,1488.0164118230102
2002-05-01,1489.310124146258
2002-05-02,1496.3900447397777
2002-05-03,1493.2406620473917
2002-05-06,1490.3861158515303
2002-05-07,1481.7367467083081
2002-05-08,1493.0097359213867
2002-05-09,1494.8598997919019
2002-05-10,1493.1623923852624
2002-05-13,1493.6405829651198
2002-05-14,1502.7021316278865
2002-05-15,1508.8300078932698
2002-05-16,1511.459100182209
2002-05-17,1509.4504258931247
2002-05-20,1511.2118175829976
2002-05-21,1509.504291618369
