DATE,DGS1PTRE
2018-01,160.6050853
2018-02,163.4427975
2018-03,162.2483766
2018-04,165.5954945
2018-05,171.6623822
2018-06,171.7136251
2018-07,171.4334529
2018-08,173.3787513
2018-09,173.1285493
2018-10,177.7709142
2018-11,178.2919721
2018-12,176.737081
2019-01,177.2917758
2019-02,178.855787
2019-03,181.8934806
2019-04,182.7069012
2019-05,184.2497085
2019-06,181.4489186
2019-07,185.5795148
2019-08,188.7159887
2019-09,190.4722604
2019-10,186.8758404
2019-11,189.2912242
2019-12,186.051483
2020-01,188.9911568
2020-02,191.5189528
2020-03,192.9375454
2020-04,194.4302177
2020-05,191.410822
2020-06,189.2409006
2020-07,179.9864659
2020-08,178.0585774
2020-09,181.5235008
2020-10,182.7079935
2020-11,178.1637094
2020-12,174.0883074
2021-01,175.4676555
2021-02,176.1266849
2021-03,181.4016861
2021-04,177.123857
2021-05,174.749877
2021-06,179.8193788
2021-07,179.5937289
2021-08,180.5762712
2021-09,184.0286776
2021-10,184.3317175
2021-11,188.508904
2021-12,187.7540201
2022-01,188.8512308
2022-02,188.3464006
2022-03,189.5699991
2022-04,198.9180981
2022-05,195.704035
2022-06,199.5415035
2022-07,204.8911978
2022-08,207.1435668
2022-09,212.6137177
2022-10,209.9038948
2022-11,201.6177468
2022-12,195.3355767
2023-01,193.304476
2023-02,198.0946991
2023-03,194.6835909
2023-04,192.1648551
2023-05,199.2021776
2023-06,194.7802198
2023-07,193.938294
2023-08,198.053326
2023-09,203.5525321
2023-10,204.8258895
2023-11,199.8624862
2023-12,198.6168866
2024-01,203.3256564
2024-02,204.487832
2024-03,205.606524
