Date,EM IMI VALUE WEIGHTED
1997-04-11,209.2563605231
1997-04-14,207.4722100358
1997-04-15,207.2789009871
1997-04-16,207.9720182004
1997-04-17,207.2278857842
1997-04-18,207.035988054
1997-04-21,207.9957070527
1997-04-22,208.1832421211
1997-04-23,209.5092149682
1997-04-24,209.2493708196
1997-04-25,209.0015225307
1997-04-28,208.8158399595
1997-04-29,208.788305913
1997-04-30,209.9268689733
1997-05-01,210.0821111214
1997-05-02,210.4009754018
1997-05-05,210.3772464002
1997-05-06,210.7724479025
1997-05-07,210.2320273599
1997-05-08,210.6237448828
1997-05-09,210.8542523691
1997-05-12,210.4135824511
1997-05-13,210.651004946
1997-05-14,208.8450046488
1997-05-15,208.9883179094
1997-05-16,209.3424392472
1997-05-19,210.4041171294
1997-05-20,211.4397732016
1997-05-21,212.5106208721
1997-05-22,212.004809613
1997-05-23,212.4352694651
1997-05-26,212.9629781246
1997-05-27,213.0388818425
1997-05-28,213.9449836934
1997-05-29,214.4179153902
1997-05-30,215.3851982541
1997-06-02,217.2788577199
1997-06-03,217.7045984147
1997-06-04,217.6028623459
1997-06-05,218.0061887541
1997-06-06,219.0044748549
1997-06-09,219.7619417173
1997-06-10,219.9708810693
1997-06-11,220.6593725902
1997-06-12,222.5333756142
1997-06-13,222.832943272
1997-06-16,224.1862808029
1997-06-17,224.3343381773
1997-06-18,223.9119579419
1997-06-19,223.8222936589
1997-06-20,224.2687644196
1997-06-23,225.1457592171
1997-06-24,225.9329759942
1997-06-25,226.5611926127
1997-06-26,226.1498099713
1997-06-27,225.8089338344
1997-06-30,226.1187472977
1997-07-01,228.3532798366
1997-07-02,230.2611586682
1997-07-03,230.9472963163
1997-07-04,232.767504616
1997-07-07,233.0479108597
1997-07-08,233.9196824248
1997-07-09,234.3401611946
1997-07-10,234.4298669422
1997-07-11,232.4279728336
1997-07-14,229.9047786448
1997-07-15,224.4032062377
1997-07-16,226.9559979757
1997-07-17,225.3640431135
1997-07-18,222.8390600135
1997-07-21,222.4441623563
1997-07-22,225.0837359001
1997-07-23,225.9995598219
1997-07-24,227.2782438098
1997-07-25,227.9057213499
1997-07-28,229.6810243414
1997-07-29,230.8943256501
1997-07-30,231.0463306907
1997-07-31,231.383395344
1997-08-01,228.9047925109
1997-08-04,229.3264677359
1997-08-05,228.9497036249
1997-08-06,231.1180849177
1997-08-07,230.0339670855
1997-08-08,229.162680932
1997-08-11,227.6814933306
1997-08-12,226.6911404995
1997-08-13,226.1767296987
1997-08-14,225.4039197027
1997-08-15,222.8656473311
1997-08-18,219.2169500891
1997-08-19,219.0872359724
1997-08-20,219.561869899
1997-08-21,219.7698064425
1997-08-22,217.6379005502
1997-08-25,217.0682946625
1997-08-26,216.8814244582
1997-08-27,216.3969286255
1997-08-28,210.9770627012
1997-08-29,205.8274987228
1997-09-01,201.5021459768
1997-09-02,204.683448813
1997-09-03,206.0219870493
1997-09-04,206.5073773587
1997-09-05,211.9207473942
1997-09-08,213.9118212579
1997-09-09,213.9484979469
1997-09-10,211.1669637242
1997-09-11,208.5453514129
1997-09-12,209.666949973
1997-09-15,208.0666948595
1997-09-16,208.0480070421
1997-09-17,209.5446283423
1997-09-18,210.064509157
1997-09-19,210.207978454
1997-09-22,208.8513079651
1997-09-23,207.96993011
1997-09-24,208.0398460115
1997-09-25,207.7726985236
1997-09-26,207.9892450554
1997-09-29,208.1472409935
1997-09-30,209.4916511569
1997-10-01,209.0482730451
1997-10-02,209.8436451824
1997-10-03,209.6104308523
1997-10-06,209.6576053795
1997-10-07,209.1031773186
1997-10-08,209.3908244718
1997-10-09,210.746255729
1997-10-10,211.5807326706
1997-10-13,211.5962335273
1997-10-14,212.2928709811
1997-10-15,210.9854757648
1997-10-16,209.2986872568
1997-10-17,207.7715420076
1997-10-20,206.2767433709
1997-10-21,207.6711967818
1997-10-22,207.8257080753
1997-10-23,201.354093125
1997-10-24,197.439608516
1997-10-27,183.0246967513
1997-10-28,178.6884057967
1997-10-29,179.444181829
1997-10-30,172.9288571309
1997-10-31,174.1905263581
1997-11-03,181.669560694
1997-11-04,184.5385169478
1997-11-05,184.623806843
1997-11-06,182.367416397
1997-11-07,175.8630015244
1997-11-10,174.9818793173
1997-11-11,173.760426967
1997-11-12,166.7210452727
1997-11-13,166.2654395633
1997-11-14,167.7770636457
1997-11-17,169.5787938732
1997-11-18,167.940348851
1997-11-19,167.6413800586
1997-11-20,165.4836184651
1997-11-21,169.4589905819
1997-11-24,165.2228377616
1997-11-25,163.7586628714
1997-11-26,164.9424576883
1997-11-27,166.5750946045
1997-11-28,164.5759192902
1997-12-01,162.5455129531
1997-12-02,162.7370483357
1997-12-03,163.5623414327
1997-12-04,166.7648136527
1997-12-05,166.8618942566
1997-12-08,168.4992701402
1997-12-09,164.2085894871
1997-12-10,161.6486122876
1997-12-11,154.7525820221
1997-12-12,152.611934435
1997-12-15,154.963511402
1997-12-16,157.0059985489
1997-12-17,159.0304149632
1997-12-18,158.9572491074
1997-12-19,154.8501544675
1997-12-22,154.3070239474
1997-12-23,152.1104140615
1997-12-24,152.1541012822
1997-12-25,152.148861462
1997-12-26,156.0371205234
1997-12-29,158.7020953543
1997-12-30,159.6272400856
1997-12-31,159.8807256759
1998-01-01,159.8941744786
1998-01-02,159.8280934129
1998-01-05,158.7431418924
1998-01-06,154.4040196583
1998-01-07,151.7750037507
1998-01-08,147.2195937597
1998-01-09,143.0770560733
1998-01-12,138.8950971386
1998-01-13,142.3555132177
1998-01-14,145.5757737294
1998-01-15,144.4384558473
1998-01-16,146.9715449085
1998-01-19,152.2368792172
1998-01-20,150.7650288848
1998-01-21,148.1009548544
1998-01-22,145.8153083113
1998-01-23,144.0988426196
1998-01-26,145.8762228146
1998-01-27,146.7847827916
1998-01-28,146.9270994068
1998-01-29,147.2681116943
1998-01-30,151.6875069763
1998-02-02,155.951880586
1998-02-03,158.7651099024
1998-02-04,156.8375149081
1998-02-05,159.504229794
1998-02-06,162.0433748942
1998-02-09,163.3420005096
1998-02-10,165.262736364
1998-02-11,166.3713765259
1998-02-12,161.9090876537
1998-02-13,160.131683543
1998-02-16,157.23160984
1998-02-17,159.2623762061
1998-02-18,160.2037740655
1998-02-19,162.2261314306
1998-02-20,162.432664972
1998-02-23,163.3427894052
1998-02-24,164.2947138888
1998-02-25,164.564491251
1998-02-26,166.8971641628
1998-02-27,169.0845870005
1998-03-02,173.0125863214
1998-03-03,171.0914106562
1998-03-04,169.8865952715
1998-03-05,165.9169882913
1998-03-06,166.7576944412
1998-03-09,166.3825226371
1998-03-10,169.0430956307
1998-03-11,170.0474629269
1998-03-12,170.6727058259
1998-03-13,173.3462312718
1998-03-16,173.6250862886
1998-03-17,173.6312619406
1998-03-18,173.5261218587
1998-03-19,175.419611697
1998-03-20,176.5474500308
1998-03-23,179.4631887659
1998-03-24,178.1031273198
1998-03-25,178.9325927608
1998-03-26,178.5236544228
1998-03-27,179.6628230117
1998-03-30,177.4108575107
1998-03-31,177.1250441243
1998-04-01,175.7230420635
1998-04-02,174.8732219014
1998-04-03,172.9118513054
1998-04-06,174.8507648428
1998-04-07,175.6206520531
1998-04-08,176.2113447692
1998-04-09,177.4450568376
1998-04-10,177.5765028257
1998-04-13,178.4426809277
1998-04-14,178.3842504533
1998-04-15,179.8629964977
1998-04-16,178.1512015423
1998-04-17,178.4606163466
1998-04-20,178.8884084402
1998-04-21,179.1239956748
1998-04-22,178.0963311257
1998-04-23,176.5963746368
1998-04-24,176.2250877114
1998-04-27,172.0778468482
1998-04-28,172.4624599588
1998-04-29,173.1251881239
1998-04-30,175.0531451691
1998-05-01,175.3879601463
1998-05-04,174.8182352973
1998-05-05,174.0505647627
1998-05-06,169.7412484702
1998-05-07,168.5464742274
1998-05-08,168.5886414016
1998-05-11,167.3371072117
1998-05-12,164.29090078
1998-05-13,161.4466642406
1998-05-14,161.3896302439
1998-05-15,161.4273977492
1998-05-18,156.3586059765
1998-05-19,156.8313846133
1998-05-20,158.07628383
1998-05-21,159.20024801
1998-05-22,157.9247765802
1998-05-25,155.2968517933
1998-05-26,151.1624411818
1998-05-27,147.694406705
1998-05-28,148.9232256005
1998-05-29,148.6547966268
1998-06-01,143.8936094057
1998-06-02,146.4850842328
1998-06-03,147.5902285403
1998-06-04,148.0138326093
1998-06-05,147.7827624129
1998-06-08,147.1054797642
1998-06-09,145.5234574861
1998-06-10,140.0225555585
1998-06-11,138.4210065848
1998-06-12,135.5734590949
1998-06-15,129.5401423958
1998-06-16,129.5808438347
1998-06-17,135.7573599554
1998-06-18,135.9940371446
1998-06-19,134.9194220214
1998-06-22,132.4491654554
1998-06-23,133.5931038892
1998-06-24,134.0337842633
1998-06-25,132.0195990291
1998-06-26,129.1143762622
1998-06-29,128.4653021423
1998-06-30,129.3274217798
1998-07-01,130.5704950564
1998-07-02,130.5984170255
1998-07-03,131.621964185
1998-07-06,131.5109337357
1998-07-07,133.2854351506
1998-07-08,133.3172313652
1998-07-09,132.5399566155
1998-07-10,131.905408015
1998-07-13,132.9854145319
1998-07-14,136.7205125653
1998-07-15,137.7204647924
1998-07-16,139.2672079212
1998-07-17,140.9781419163
1998-07-20,141.4748586551
1998-07-21,139.7811370143
1998-07-22,137.7318159792
1998-07-23,134.9660113127
1998-07-24,134.7594393251
1998-07-27,132.6896375662
1998-07-28,131.8480378062
1998-07-29,132.5416442271
1998-07-30,134.2019929177
1998-07-31,133.4346621009
1998-08-03,130.2893314744
1998-08-04,128.5970751725
1998-08-05,126.5195055093
1998-08-06,124.3235286183
1998-08-07,122.3896312548
1998-08-10,119.5812126618
1998-08-11,115.2781697593
1998-08-12,113.6617717288
1998-08-13,113.009654063
1998-08-14,114.5619935038
1998-08-17,112.697228038
1998-08-18,112.303394689
1998-08-19,113.0926614543
1998-08-20,111.7987044196
1998-08-21,108.0196451623
1998-08-24,106.5460593411
1998-08-25,106.8030450257
1998-08-26,103.3469166066
1998-08-27,97.7848229082
1998-08-28,96.8637209444
1998-08-31,95.3449618839
1998-09-01,96.0096004128
1998-09-02,97.9810415744
1998-09-03,96.1308573751
1998-09-04,96.438280298
1998-09-07,101.2673038205
1998-09-08,98.8146769557
1998-09-09,98.2127755666
1998-09-10,94.9350822492
1998-09-11,94.5144787708
1998-09-14,96.3940415762
1998-09-15,99.1683050001
1998-09-16,99.7168679574
1998-09-17,97.543632392
1998-09-18,97.8398596528
1998-09-21,96.0030831817
1998-09-22,97.3304453446
1998-09-23,99.7912466361
1998-09-24,101.116280173
1998-09-25,99.9934045736
1998-09-28,100.6723407979
1998-09-29,100.607664401
1998-09-30,96.1698460753
1998-10-01,92.4230666087
1998-10-02,93.0592684904
1998-10-05,91.8785428247
1998-10-06,92.9307932913
1998-10-07,93.5544549642
1998-10-08,93.3194456131
1998-10-09,96.3623513316
1998-10-12,98.9348859595
1998-10-13,98.2974937857
1998-10-14,98.6477456541
1998-10-15,102.2721849579
1998-10-16,104.1070956241
1998-10-19,104.3290781963
1998-10-20,106.8870324415
1998-10-21,107.8444751985
1998-10-22,108.622544879
1998-10-23,107.6471254921
1998-10-26,107.3086487179
1998-10-27,106.1094198024
1998-10-28,105.8015482843
1998-10-29,106.6467940983
1998-10-30,108.9109250534
1998-11-02,111.4088816413
1998-11-03,112.6955589137
1998-11-04,114.8480427832
1998-11-05,116.5514412293
1998-11-06,118.2186165625
1998-11-09,118.1321388453
1998-11-10,114.90691716
1998-11-11,115.1735385948
1998-11-12,113.2358348342
1998-11-13,113.7489439756
1998-11-16,116.542510491
1998-11-17,117.6175396124
1998-11-18,118.4538683893
1998-11-19,120.1351415239
1998-11-20,122.9722645347
1998-11-23,125.6785748978
1998-11-24,125.57420794
1998-11-25,126.1083760081
1998-11-26,125.8502642446
1998-11-27,125.5498060945
1998-11-30,124.6537311624
1998-12-01,123.0864185831
1998-12-02,123.4766241404
1998-12-03,120.4557020495
1998-12-04,120.5898613232
1998-12-07,123.6167007735
1998-12-08,122.139452044
1998-12-09,122.3236197825
1998-12-10,124.1207072922
1998-12-11,122.3827436535
1998-12-14,120.6781073418
1998-12-15,122.2851667899
1998-12-16,120.2414452327
1998-12-17,118.8369463442
1998-12-18,119.1185318179
1998-12-21,122.4847424667
1998-12-22,121.5259920989
1998-12-23,122.1292288418
1998-12-24,122.6428150041
1998-12-25,122.7915345959
1998-12-28,122.8341188256
1998-12-29,122.7853874863
1998-12-30,123.8857973842
1998-12-31,123.9040664765
1999-01-01,123.9060177569
1999-01-04,125.8995745284
1999-01-05,127.6285657088
1999-01-06,130.636880479
1999-01-07,131.2056813864
1999-01-08,130.6420704268
1999-01-11,130.0826692155
1999-01-12,127.3064818834
1999-01-13,121.3586393689
1999-01-14,118.2754029996
1999-01-15,121.4251938744
1999-01-18,121.8574373336
1999-01-19,122.0342419
1999-01-20,123.0405531274
1999-01-21,119.2119203496
1999-01-22,116.6182971168
1999-01-25,114.2760959887
1999-01-26,114.9785895626
1999-01-27,116.8244870302
1999-01-28,116.8880784138
1999-01-29,116.591424934
1999-02-01,119.3917123068
1999-02-02,119.6696569866
1999-02-03,118.7056044053
1999-02-04,118.171172867
1999-02-05,117.2296570607
1999-02-08,116.5135261009
1999-02-09,115.1686428759
1999-02-10,115.9500577768
1999-02-11,117.8063387698
1999-02-12,119.4257588014
1999-02-15,119.293176209
1999-02-16,119.8555235292
1999-02-17,119.6289017152
1999-02-18,118.727672598
1999-02-19,117.7801117621
1999-02-22,117.3930742176
1999-02-23,116.3451500142
1999-02-24,115.9780972858
1999-02-25,115.4227854055
1999-02-26,118.2296926551
1999-03-01,118.0102212458
1999-03-02,118.07856026
1999-03-03,118.4912681306
1999-03-04,118.9118861549
1999-03-05,120.7358051282
1999-03-08,123.717067613
1999-03-09,125.2436809745
1999-03-10,126.3705019112
1999-03-11,126.9359907323
1999-03-12,127.7676585121
1999-03-15,129.4890099772
1999-03-16,130.7145244434
1999-03-17,131.3723568525
1999-03-18,131.3783227901
1999-03-19,133.5665169448
1999-03-22,132.8365869285
1999-03-23,132.2192149041
1999-03-24,131.3196912588
1999-03-25,133.6661931903
1999-03-26,133.3873164972
1999-03-29,133.2459927492
1999-03-30,135.085994389
1999-03-31,135.8370377486
1999-04-01,137.1412253683
1999-04-02,138.5348183738
1999-04-05,138.956808188
1999-04-06,141.1430501278
1999-04-07,142.1376305258
1999-04-08,142.850941868
1999-04-09,143.3083266448
1999-04-12,143.7205160522
1999-04-13,144.4299620149
1999-04-14,145.7368694145
1999-04-15,148.6388579228
1999-04-16,151.3970670478
1999-04-19,154.3397747042
1999-04-20,153.8818751974
1999-04-21,151.9780669272
1999-04-22,153.0409741538
1999-04-23,154.4866071138
1999-04-26,155.8937171511
1999-04-27,157.070894076
1999-04-28,158.397275455
1999-04-29,157.3858785592
1999-04-30,159.1421730487
1999-05-03,160.6508910105
1999-05-04,162.4014212008
1999-05-05,163.838077998
1999-05-06,168.1742744352
1999-05-07,169.183594164
1999-05-10,170.9048632566
1999-05-11,169.1343191206
1999-05-12,165.9988145133
1999-05-13,166.0697708134
1999-05-14,166.643695531
1999-05-17,164.4507096584
1999-05-18,167.6110564758
1999-05-19,167.0474070656
1999-05-20,165.018646809
1999-05-21,163.5086571231
1999-05-24,160.354598007
1999-05-25,158.7689673413
1999-05-26,160.5156423083
1999-05-27,159.5299876459
1999-05-28,158.9759602134
1999-05-31,159.4272499235
1999-06-01,160.3810745395
1999-06-02,160.3187961233
1999-06-03,161.4359788369
1999-06-04,163.4145789565
1999-06-07,165.8284113249
1999-06-08,167.8890167535
1999-06-09,166.4584662219
1999-06-10,168.8065522317
1999-06-11,169.3146887053
1999-06-14,168.5649190394
1999-06-15,167.705513841
1999-06-16,171.4265619238
1999-06-17,173.5215649164
1999-06-18,174.9350013199
1999-06-21,177.9104103341
1999-06-22,178.5266687307
1999-06-23,176.7371284435
1999-06-24,175.181441324
1999-06-25,174.1184921886
1999-06-28,175.5157969431
1999-06-29,176.3928619742
1999-06-30,177.2515386492
1999-07-01,180.1242720988
1999-07-02,182.1168169833
1999-07-05,185.1882449971
1999-07-06,185.8865262537
1999-07-07,185.8463703442
1999-07-08,184.901227877
1999-07-09,185.9886512849
1999-07-12,184.9871500353
1999-07-13,183.1101294289
1999-07-14,182.971394921
1999-07-15,184.3233646337
1999-07-16,184.5697910987
1999-07-19,185.1676106344
1999-07-20,182.788540518
1999-07-21,181.2408858739
1999-07-22,180.6959673816
1999-07-23,176.0447814821
1999-07-26,171.705785071
1999-07-27,173.5708766365
1999-07-28,174.6270846046
1999-07-29,174.4276071926
1999-07-30,173.051171399
1999-08-02,170.0261972014
1999-08-03,171.21449559
1999-08-04,170.5195935931
1999-08-05,167.4910372862
1999-08-06,166.5460244751
1999-08-09,166.2149841611
1999-08-10,166.2879220382
1999-08-11,165.9177390555
1999-08-12,167.8294921049
1999-08-13,168.3735951878
1999-08-16,169.3515395915
1999-08-17,167.5908707034
1999-08-18,167.0809952146
1999-08-19,167.0719855939
1999-08-20,168.9065723898
1999-08-23,172.9727991171
1999-08-24,172.995656326
1999-08-25,174.9126839453
1999-08-26,173.6297643335
1999-08-27,173.2060248281
1999-08-30,174.4454330024
1999-08-31,174.2620573047
1999-09-01,173.6634358703
1999-09-02,172.5278071263
1999-09-03,173.412667899
1999-09-06,175.4440762822
1999-09-07,174.8674709823
1999-09-08,173.9473891127
1999-09-09,175.0575447998
1999-09-10,176.4181199577
1999-09-13,176.9955691103
1999-09-14,176.8175718806
1999-09-15,174.6699122761
1999-09-16,172.1144936154
1999-09-17,172.6434677181
1999-09-20,173.1205815473
1999-09-21,172.9411492999
1999-09-22,172.1718429435
1999-09-23,170.9511812401
1999-09-24,170.2596114957
1999-09-27,168.9837342246
1999-09-28,168.908422676
1999-09-29,168.1234127599
1999-09-30,166.3502133724
1999-10-01,166.5431432849
1999-10-04,166.8838128247
1999-10-05,167.0090314536
1999-10-06,169.3392730356
1999-10-07,171.5702710237
1999-10-08,171.8479014488
1999-10-11,173.0394737117
1999-10-12,173.9813190203
1999-10-13,171.7942734457
1999-10-14,171.3290887207
1999-10-15,168.4797552835
1999-10-18,165.8000963527
1999-10-19,166.8545350526
1999-10-20,169.48558914
1999-10-21,168.9546054623
1999-10-22,170.2194376569
1999-10-25,169.4302396464
1999-10-26,169.2365785667
1999-10-27,168.3174605142
1999-10-28,169.82390968
1999-10-29,171.1443138309
1999-11-01,172.164963635
1999-11-02,173.6045220512
1999-11-03,174.6520091154
1999-11-04,176.750190956
1999-11-05,178.2215113724
1999-11-08,178.6042502562
1999-11-09,180.0203695503
1999-11-10,181.1261240174
1999-11-11,181.734424969
1999-11-12,182.2054093741
1999-11-15,182.5842668543
1999-11-16,183.4883203888
1999-11-17,181.9861758754
1999-11-18,183.1191581923
1999-11-19,185.7400575197
1999-11-22,186.1046788306
1999-11-23,186.2147237646
1999-11-24,185.3046637565
1999-11-25,186.0660512017
1999-11-26,185.89343653
1999-11-29,186.3786043314
1999-11-30,186.5052411123
1999-12-01,187.2614878584
1999-12-02,188.7142491456
1999-12-03,189.672351315
1999-12-06,190.9112679304
1999-12-07,190.0921640153
1999-12-08,190.1646553461
1999-12-09,190.6556248697
1999-12-10,193.7033263079
1999-12-13,195.9695727937
1999-12-14,194.8210970591
1999-12-15,194.2222183552
1999-12-16,195.0451135333
1999-12-17,196.6228750528
1999-12-20,198.6575394206
1999-12-21,198.6005040332
1999-12-22,199.5366147228
1999-12-23,199.0364279965
1999-12-24,199.7333116537
1999-12-27,201.2597854307
1999-12-28,202.4054934175
1999-12-29,204.1042925996
1999-12-30,206.2686805701
1999-12-31,207.2608104066
2000-01-03,209.7333626653
2000-01-04,209.9423957882
2000-01-05,207.673220915
2000-01-06,206.1412617354
2000-01-07,209.0001217752
2000-01-10,214.5311408082
2000-01-11,212.14341524
2000-01-12,212.8398524135
2000-01-13,216.4376792686
2000-01-14,219.3010538005
2000-01-17,222.2937184502
2000-01-18,221.2919396038
2000-01-19,216.7483519083
2000-01-20,217.4679326494
2000-01-21,216.3584726799
2000-01-24,216.2584319984
2000-01-25,212.8334083058
2000-01-26,212.7145082526
2000-01-27,213.5432712971
2000-01-28,211.3223293463
2000-01-31,208.6681198934
2000-02-01,210.0812874708
2000-02-02,211.0384766304
2000-02-03,214.478986988
2000-02-04,216.5840530615
2000-02-07,218.2809183217
2000-02-08,220.1021632427
2000-02-09,220.1373059602
2000-02-10,220.0893758169
2000-02-11,218.6221413854
2000-02-14,214.9184707763
2000-02-15,213.4159223523
2000-02-16,213.3928220128
2000-02-17,214.6619193192
2000-02-18,212.1901686439
2000-02-21,210.3440504872
2000-02-22,207.3982967336
2000-02-23,209.5700145766
2000-02-24,209.5761450726
2000-02-25,207.8148905216
2000-02-28,204.0419295395
2000-02-29,204.2178337736
2000-03-01,207.4912527368
2000-03-02,208.2945941116
2000-03-03,208.8029886961
2000-03-06,208.9600546111
2000-03-07,208.3474001231
2000-03-08,208.5975781195
2000-03-09,209.7409194023
2000-03-10,209.5310711899
2000-03-13,203.768339704
2000-03-14,203.7084545819
2000-03-15,202.6987146797
2000-03-16,204.1643212169
2000-03-17,204.7886895275
2000-03-20,203.6607469254
2000-03-21,205.3154172877
2000-03-22,206.6545381984
2000-03-23,208.5039280229
2000-03-24,209.7974066336
2000-03-27,211.4096543972
2000-03-28,209.2332231992
2000-03-29,208.4292232515
2000-03-30,204.679761862
2000-03-31,205.4765060866
2000-04-03,203.3414668375
2000-04-04,201.0706082907
2000-04-05,199.1998324648
2000-04-06,200.7402003656
2000-04-07,203.533584292
2000-04-10,204.371001432
2000-04-11,201.4275545569
2000-04-12,199.9620554937
2000-04-13,196.5769995479
2000-04-14,191.8916504431
2000-04-17,181.841313779
2000-04-18,185.7803411891
2000-04-19,184.9681838261
2000-04-20,185.8108080166
2000-04-21,186.5247603027
2000-04-24,183.7677223119
2000-04-25,185.7727692919
2000-04-26,185.3980849933
2000-04-27,184.0339028306
2000-04-28,186.3976436072
2000-05-01,186.4421295503
2000-05-02,186.3223873052
2000-05-03,183.790623219
2000-05-04,183.2326023614
2000-05-05,184.6050167993
2000-05-08,183.5067609591
2000-05-09,182.8278286097
2000-05-10,181.5019685618
2000-05-11,180.2809018526
2000-05-12,179.5333619243
2000-05-15,180.0439723382
2000-05-16,181.8942492671
2000-05-17,179.3085058317
2000-05-18,177.3002062188
2000-05-19,175.3522819541
2000-05-22,171.1339441933
2000-05-23,168.9387859255
2000-05-24,169.1807352023
2000-05-25,170.5483347247
2000-05-26,170.1689475875
2000-05-29,171.8970563823
2000-05-30,175.5052936437
2000-05-31,177.3200231495
2000-06-01,178.2999058936
2000-06-02,182.786933791
2000-06-05,185.2333473003
2000-06-06,184.0286715369
2000-06-07,185.3753054069
2000-06-08,185.1216421121
2000-06-09,186.9405355426
2000-06-12,187.1581776772
2000-06-13,184.9267831215
2000-06-14,185.8761238864
2000-06-15,183.5163550828
2000-06-16,183.4233195607
2000-06-19,183.0815286689
2000-06-20,183.8760703364
2000-06-21,183.7942619608
2000-06-22,183.2233837829
2000-06-23,182.004323336
2000-06-26,181.7199439374
2000-06-27,183.1979769902
2000-06-28,183.9479557734
2000-06-29,182.6375128301
2000-06-30,184.7022769281
2000-07-03,186.8474100903
2000-07-04,186.9757039633
2000-07-05,188.1130936327
2000-07-06,188.5293620364
2000-07-07,189.9140004562
2000-07-10,190.9097798634
2000-07-11,189.2051121771
2000-07-12,189.9561656033
2000-07-13,189.3508620989
2000-07-14,190.1188467964
2000-07-17,190.7763608449
2000-07-18,188.5855077428
2000-07-19,186.2683962006
2000-07-20,185.8432386294
2000-07-21,186.2923817643
2000-07-24,183.7715325247
2000-07-25,183.2354147886
2000-07-26,182.8593792826
2000-07-27,182.0193048054
2000-07-28,180.0475299245
2000-07-31,180.7064281717
2000-08-01,180.985013164
2000-08-02,181.2009022227
2000-08-03,181.0307203575
2000-08-04,181.4810503833
2000-08-07,179.8002119903
2000-08-08,179.5621069924
2000-08-09,181.1053444513
2000-08-10,182.0508070833
2000-08-11,183.2005113498
2000-08-14,184.8884550681
2000-08-15,184.7074104991
2000-08-16,184.9263952823
2000-08-17,185.5763630554
2000-08-18,184.1050611591
2000-08-21,183.1591880497
2000-08-22,183.9919453524
2000-08-23,183.354697399
2000-08-24,182.9122551169
2000-08-25,183.3501874466
2000-08-28,182.9882943868
2000-08-29,183.1222291213
2000-08-30,182.7044768159
2000-08-31,182.3005371649
2000-09-01,183.0112163356
2000-09-04,184.1355660621
2000-09-05,183.8446738996
2000-09-06,183.2104695647
2000-09-07,181.5075705871
2000-09-08,181.1187276008
2000-09-11,179.6602770581
2000-09-12,178.1652181794
2000-09-13,178.5191869302
2000-09-14,177.7239761999
2000-09-15,175.6250443885
2000-09-18,168.3690135034
2000-09-19,167.0861775845
2000-09-20,168.5817733944
2000-09-21,167.1803080482
2000-09-22,164.2162156611
2000-09-25,167.5310088862
2000-09-26,167.2617126243
2000-09-27,167.6748649448
2000-09-28,167.8806324721
2000-09-29,167.96965132
