Date,EM LATIN AMERICA IMI VALUE WEIGHTED
1997-04-03,1272.29364173
1997-04-04,1294.19953534
1997-04-07,1312.05735564
1997-04-08,1307.10857955
1997-04-09,1314.63285858
1997-04-10,1308.87830529
1997-04-11,1291.65816824
1997-04-14,1281.51673189
1997-04-15,1284.2912432
1997-04-16,1291.65053812
1997-04-17,1279.9249355
1997-04-18,1279.62708748
1997-04-21,1277.31619016
1997-04-22,1287.40933887
1997-04-23,1298.47494006
1997-04-24,1303.00325003
1997-04-25,1301.2388237
1997-04-28,1301.74504767
1997-04-29,1312.76058547
1997-04-30,1324.3191136
1997-05-01,1324.39419969
1997-05-02,1334.02996763
1997-05-05,1326.92758617
1997-05-06,1333.068764
1997-05-07,1327.73188098
1997-05-08,1340.18916135
1997-05-09,1342.97336291
1997-05-12,1355.40562383
1997-05-13,1355.96102395
1997-05-14,1331.32709594
1997-05-15,1340.50839638
1997-05-16,1344.57855207
1997-05-19,1348.68448843
1997-05-20,1360.32088359
1997-05-21,1369.12138288
1997-05-22,1366.83102021
1997-05-23,1365.51125061
1997-05-26,1377.67301705
1997-05-27,1381.48351875
1997-05-28,1388.03351665
1997-05-29,1389.44017892
1997-05-30,1399.75799951
1997-06-02,1410.59252193
1997-06-03,1406.91227587
1997-06-04,1408.09125009
1997-06-05,1412.25789754
1997-06-06,1429.21716877
1997-06-09,1429.12137946
1997-06-10,1436.33994946
1997-06-11,1445.98111591
1997-06-12,1478.71884048
1997-06-13,1486.85990463
1997-06-16,1496.3700981
1997-06-17,1505.46621738
1997-06-18,1504.54751811
1997-06-19,1507.39067389
1997-06-20,1509.06487687
1997-06-23,1514.14282062
1997-06-24,1537.86968298
1997-06-25,1555.70921723
1997-06-26,1546.02489026
1997-06-27,1539.32658169
1997-06-30,1533.02912588
1997-07-01,1557.54579793
1997-07-02,1578.02703921
1997-07-03,1583.63167261
1997-07-04,1603.71391916
1997-07-07,1616.62742377
1997-07-08,1640.81523795
1997-07-09,1641.26030092
1997-07-10,1651.89456704
1997-07-11,1635.24475773
1997-07-14,1605.15888476
1997-07-15,1513.10030564
1997-07-16,1570.56912282
1997-07-17,1538.81983847
1997-07-18,1500.59132478
1997-07-21,1494.08042585
1997-07-22,1552.54664087
1997-07-23,1573.10873781
1997-07-24,1585.05160633
1997-07-25,1596.08979141
1997-07-28,1612.0519345
1997-07-29,1626.11447669
1997-07-30,1632.55346365
1997-07-31,1637.53905001
1997-08-01,1607.38025421
1997-08-04,1602.88649321
1997-08-05,1604.63608821
1997-08-06,1640.42638486
1997-08-07,1629.12450172
1997-08-08,1619.46942865
1997-08-11,1610.48541081
1997-08-12,1608.06589116
1997-08-13,1609.09803264
1997-08-14,1616.21605941
1997-08-15,1585.24687442
1997-08-18,1566.67004601
1997-08-19,1575.55068629
1997-08-20,1563.03185782
1997-08-21,1563.93744611
1997-08-22,1553.54213071
1997-08-25,1561.4797006
1997-08-26,1569.04868913
1997-08-27,1582.26096033
1997-08-28,1554.77345031
1997-08-29,1499.59608698
1997-09-01,1460.57043122
1997-09-02,1518.40682668
1997-09-03,1540.53550505
1997-09-04,1556.04258106
1997-09-05,1584.07275491
1997-09-08,1578.93919388
1997-09-09,1577.23088228
1997-09-10,1547.99324115
1997-09-11,1523.27271856
1997-09-12,1536.97462842
1997-09-15,1514.24465619
1997-09-16,1531.5810729
1997-09-17,1568.64836261
1997-09-18,1588.18848694
1997-09-19,1596.9049821
1997-09-22,1608.06208713
1997-09-23,1593.68253772
1997-09-24,1587.13063321
1997-09-25,1583.40249049
1997-09-26,1594.37013952
1997-09-29,1600.17475911
1997-09-30,1617.86451925
1997-10-01,1636.46335545
1997-10-02,1648.75189869
1997-10-03,1654.34592684
1997-10-06,1657.11749933
1997-10-07,1645.6401307
1997-10-08,1634.72567801
1997-10-09,1644.16064135
1997-10-10,1644.53620298
1997-10-13,1644.43865366
1997-10-14,1656.34330439
1997-10-15,1654.58613264
1997-10-16,1644.59235814
1997-10-17,1632.2323031
1997-10-20,1651.23290964
1997-10-21,1669.28739245
1997-10-22,1662.64649002
1997-10-23,1578.892622
1997-10-24,1543.3164192
1997-10-27,1362.68916205
1997-10-28,1423.95709307
1997-10-29,1390.52534397
1997-10-30,1304.78078784
1997-10-31,1305.44320894
1997-11-03,1375.3983808
1997-11-04,1397.98383509
1997-11-05,1386.27381866
1997-11-06,1357.83719309
1997-11-07,1289.80812256
1997-11-10,1283.97193648
1997-11-11,1271.70146749
1997-11-12,1177.07824053
1997-11-13,1193.66593204
1997-11-14,1234.38429793
1997-11-17,1272.71021988
1997-11-18,1269.79103517
1997-11-19,1292.58710747
1997-11-20,1295.09944855
1997-11-21,1326.17577964
1997-11-24,1292.92955025
1997-11-25,1294.62900095
1997-11-26,1319.23610612
1997-11-27,1341.50252156
1997-11-28,1331.52753893
1997-12-01,1351.23755344
1997-12-02,1368.69799962
1997-12-03,1370.56768408
1997-12-04,1376.33467697
1997-12-05,1374.8687666
1997-12-08,1376.50130337
1997-12-09,1359.58421518
1997-12-10,1327.52653535
1997-12-11,1293.52887622
1997-12-12,1295.74159798
1997-12-15,1324.31478815
1997-12-16,1341.13050251
1997-12-17,1348.51510815
1997-12-18,1323.57321468
1997-12-19,1293.24866451
1997-12-22,1307.01461538
1997-12-23,1307.75658969
1997-12-24,1310.61404937
1997-12-25,1310.64573281
1997-12-26,1329.88375788
1997-12-29,1359.41725786
1997-12-30,1384.88198345
1997-12-31,1387.43190876
1998-01-01,1387.75496201
1998-01-02,1404.11122877
1998-01-05,1410.7564611
1998-01-06,1366.47107335
1998-01-07,1339.4925016
1998-01-08,1304.70130543
1998-01-09,1248.31980981
1998-01-12,1248.87527304
1998-01-13,1264.61415603
1998-01-14,1261.85167573
1998-01-15,1239.16171516
1998-01-16,1268.48521759
1998-01-19,1293.10381816
1998-01-20,1273.67657125
1998-01-21,1255.57550702
1998-01-22,1263.94815304
1998-01-23,1247.45331437
1998-01-26,1249.9732543
1998-01-27,1254.59761916
1998-01-28,1250.79375569
1998-01-29,1250.7919142
1998-01-30,1253.95807317
1998-02-02,1279.15752641
1998-02-03,1284.52219308
1998-02-04,1282.95065921
1998-02-05,1283.67784395
1998-02-06,1286.81589321
1998-02-09,1295.78311998
1998-02-10,1303.6729335
1998-02-11,1316.47831438
1998-02-12,1305.07350959
1998-02-13,1304.10938228
1998-02-16,1291.27488341
1998-02-17,1294.52956583
1998-02-18,1290.26845586
1998-02-19,1287.36934287
1998-02-20,1291.5248811
1998-02-23,1289.37086405
1998-02-24,1289.1581425
1998-02-25,1307.97698653
1998-02-26,1312.95342451
1998-02-27,1320.60632633
1998-03-02,1339.34708018
1998-03-03,1343.18162708
1998-03-04,1340.19304563
1998-03-05,1341.19101761
1998-03-06,1365.41060349
1998-03-09,1365.23810717
1998-03-10,1365.20298588
1998-03-11,1376.40172897
1998-03-12,1383.99444645
1998-03-13,1401.64892092
1998-03-16,1401.33856118
1998-03-17,1416.52316539
1998-03-18,1419.96869567
1998-03-19,1423.60879471
1998-03-20,1435.3551338
1998-03-23,1450.56984479
1998-03-24,1441.20159977
1998-03-25,1431.98086132
1998-03-26,1441.22391035
1998-03-27,1443.19609838
1998-03-30,1436.65167261
1998-03-31,1444.72375953
1998-04-01,1441.20742688
1998-04-02,1450.02580173
1998-04-03,1431.20513206
1998-04-06,1448.67324328
1998-04-07,1440.16418456
1998-04-08,1446.15920301
1998-04-09,1448.10934681
1998-04-10,1448.27553245
1998-04-13,1452.37526923
1998-04-14,1465.74280305
1998-04-15,1476.06503436
1998-04-16,1469.20668073
1998-04-17,1477.28319773
1998-04-20,1482.57812623
1998-04-21,1481.55252559
1998-04-22,1465.3364139
1998-04-23,1455.75113672
1998-04-24,1458.63555944
1998-04-27,1406.53897915
1998-04-28,1426.97548764
1998-04-29,1434.5096719
1998-04-30,1451.85107627
1998-05-01,1451.52533142
1998-05-04,1447.534186
1998-05-05,1446.11465585
1998-05-06,1419.24132491
1998-05-07,1409.29308625
1998-05-08,1415.42759756
1998-05-11,1389.6842616
1998-05-12,1368.09746908
1998-05-13,1359.90813099
1998-05-14,1355.77450288
1998-05-15,1366.18264504
1998-05-18,1304.52965503
1998-05-19,1307.17497196
1998-05-20,1297.77762031
1998-05-21,1289.75314812
1998-05-22,1285.30448326
1998-05-25,1271.08564621
1998-05-26,1218.87482433
1998-05-27,1227.81279213
1998-05-28,1253.74990956
1998-05-29,1244.27443495
1998-06-01,1219.4703706
1998-06-02,1252.46343914
1998-06-03,1233.50398915
1998-06-04,1254.87923954
1998-06-05,1265.50934471
1998-06-08,1266.37719711
1998-06-09,1251.79836111
1998-06-10,1212.69427621
1998-06-11,1200.99587823
1998-06-12,1177.84974941
1998-06-15,1137.15072121
1998-06-16,1137.26901434
1998-06-17,1189.63140907
1998-06-18,1163.73780977
1998-06-19,1173.95316068
1998-06-22,1164.16974172
1998-06-23,1185.61980183
1998-06-24,1179.87769408
1998-06-25,1153.09363672
1998-06-26,1139.32458416
1998-06-29,1145.70835835
1998-06-30,1157.24607522
1998-07-01,1176.96679476
1998-07-02,1176.91055378
1998-07-03,1190.44440122
1998-07-06,1185.66099296
1998-07-07,1204.17221993
1998-07-08,1214.72579578
1998-07-09,1212.57693397
1998-07-10,1214.82141991
1998-07-13,1222.16407153
1998-07-14,1243.24124892
1998-07-15,1243.99369356
1998-07-16,1261.76211505
1998-07-17,1282.00365036
1998-07-20,1275.70242918
1998-07-21,1262.10563263
1998-07-22,1252.25765906
1998-07-23,1232.9110155
1998-07-24,1228.15841874
1998-07-27,1221.13964342
1998-07-28,1201.86291086
1998-07-29,1209.81635131
1998-07-30,1224.24849117
1998-07-31,1209.82980722
1998-08-03,1190.77856744
1998-08-04,1155.27840788
1998-08-05,1146.37588167
1998-08-06,1135.60580201
1998-08-07,1109.82666662
1998-08-10,1085.07688429
1998-08-11,1052.77601289
1998-08-12,1022.39552288
1998-08-13,1038.35646309
1998-08-14,1041.8222353
1998-08-17,1029.30901131
1998-08-18,1029.31861263
1998-08-19,1019.65774838
1998-08-20,978.72392698
1998-08-21,942.25615264
1998-08-24,931.90985221
1998-08-25,927.65897404
1998-08-26,898.3151032
1998-08-27,834.04928189
1998-08-28,841.01210258
1998-08-31,813.98029095
1998-09-01,843.37456919
1998-09-02,844.24914923
1998-09-03,801.03624507
1998-09-04,769.20803734
1998-09-07,777.62493157
1998-09-08,773.0192988
1998-09-09,753.57442336
1998-09-10,681.79156167
1998-09-11,717.86413584
1998-09-14,748.78480777
1998-09-15,830.82552358
1998-09-16,820.40468504
1998-09-17,797.37852813
1998-09-18,813.81427297
1998-09-21,803.10705057
1998-09-22,815.11487017
1998-09-23,872.98604148
1998-09-24,844.95013135
1998-09-25,834.35988519
1998-09-28,844.42585011
1998-09-29,840.97852623
1998-09-30,824.66580125
1998-10-01,776.21310078
1998-10-02,803.90859016
1998-10-05,780.0000654
1998-10-06,789.8995517
1998-10-07,775.69877202
1998-10-08,764.22278078
1998-10-09,791.1277882
1998-10-12,795.34613738
1998-10-13,802.48720013
1998-10-14,796.26373786
1998-10-15,825.74823354
1998-10-16,825.44411545
1998-10-19,824.79113677
1998-10-20,838.6851777
1998-10-21,857.63993424
1998-10-22,881.03362723
1998-10-23,865.28784655
1998-10-26,851.1490268
1998-10-27,843.68796303
1998-10-28,834.66327227
1998-10-29,825.75981545
1998-10-30,863.49070747
1998-11-02,868.59154469
1998-11-03,892.59248858
1998-11-04,909.48440488
1998-11-05,932.42081685
1998-11-06,943.55835972
1998-11-09,938.6343294
1998-11-10,922.08041067
1998-11-11,916.91192412
1998-11-12,897.78595959
1998-11-13,906.21662806
1998-11-16,921.47045673
1998-11-17,934.38058808
1998-11-18,947.39810306
1998-11-19,937.20200827
1998-11-20,951.33409493
1998-11-23,962.46132296
1998-11-24,953.74950298
1998-11-25,964.13941657
1998-11-26,969.3533993
1998-11-27,972.27547764
1998-11-30,942.90797837
1998-12-01,933.00578285
1998-12-02,927.3847323
1998-12-03,881.36702039
1998-12-04,878.88585504
1998-12-07,893.63989699
1998-12-08,879.51597477
1998-12-09,869.74470245
1998-12-10,867.88916467
1998-12-11,850.92888705
1998-12-14,814.52372175
1998-12-15,829.76942079
1998-12-16,815.83823694
1998-12-17,819.40677976
1998-12-18,828.53571682
1998-12-21,849.25488992
1998-12-22,848.32813403
1998-12-23,852.22954
1998-12-24,854.98768862
1998-12-25,854.92803842
1998-12-28,842.85803923
1998-12-29,836.55272653
1998-12-30,848.33292857
1998-12-31,851.63582608
1999-01-01,851.68121203
1999-01-04,851.95382003
1999-01-05,853.04712404
1999-01-06,860.01793632
1999-01-07,839.98438759
1999-01-08,830.50310579
1999-01-11,803.51571295
1999-01-12,769.17750754
1999-01-13,697.20625307
1999-01-14,667.50492859
1999-01-15,726.58898877
1999-01-18,705.73413153
1999-01-19,717.27476127
1999-01-20,734.54362662
1999-01-21,687.1602131
1999-01-22,679.5910306
1999-01-25,667.86137649
1999-01-26,678.43183801
1999-01-27,673.17993918
1999-01-28,680.37811769
1999-01-29,672.50109266
1999-02-01,723.84918854
1999-02-02,751.59691249
1999-02-03,744.1753241
1999-02-04,741.70626439
1999-02-05,729.359615
1999-02-08,724.65950194
1999-02-09,722.06711942
1999-02-10,730.31006874
1999-02-11,748.97218661
1999-02-12,748.41207999
1999-02-15,749.25882941
1999-02-16,751.92796336
1999-02-17,744.36712387
1999-02-18,742.80617246
1999-02-19,747.69026563
1999-02-22,742.39849836
1999-02-23,730.81939188
1999-02-24,721.20312702
1999-02-25,712.64593982
1999-02-26,721.34636376
1999-03-01,709.22090378
1999-03-02,702.51117308
1999-03-03,705.40177123
1999-03-04,731.41081186
1999-03-05,752.28122942
1999-03-08,765.73002121
1999-03-09,783.04163664
1999-03-10,802.74899802
1999-03-11,793.63274845
1999-03-12,796.46312182
1999-03-15,825.53305947
1999-03-16,837.46402784
1999-03-17,840.0773317
1999-03-18,856.89487656
1999-03-19,854.33598539
1999-03-22,842.78235082
1999-03-23,834.1468611
1999-03-24,842.85314409
1999-03-25,873.14016624
1999-03-26,875.27565766
1999-03-29,884.87009794
1999-03-30,898.35517142
1999-03-31,911.15975552
1999-04-01,911.82030799
1999-04-02,912.49343705
1999-04-05,933.54687513
1999-04-06,944.69867017
1999-04-07,956.53822225
1999-04-08,964.60221679
1999-04-09,962.50880971
1999-04-12,970.18260559
1999-04-13,971.994463
1999-04-14,977.62276393
1999-04-15,995.80195856
1999-04-16,1010.8224978
1999-04-19,1008.49455495
1999-04-20,983.53350161
1999-04-21,980.7349499
1999-04-22,995.28324588
1999-04-23,997.41952916
1999-04-26,983.03185615
1999-04-27,978.17838881
1999-04-28,1001.94051982
1999-04-29,1014.00125526
1999-04-30,1028.75451177
1999-05-03,1040.12670411
1999-05-04,1032.01604313
1999-05-05,1045.2923645
1999-05-06,1073.97819519
1999-05-07,1105.78744513
1999-05-10,1122.96175167
1999-05-11,1110.87503145
1999-05-12,1096.18093153
1999-05-13,1121.65431425
1999-05-14,1112.82887578
1999-05-17,1094.35321069
1999-05-18,1104.6751826
1999-05-19,1087.90634177
1999-05-20,1083.33401602
1999-05-21,1049.55993452
1999-05-24,1010.06669044
1999-05-25,976.07027984
1999-05-26,1010.97357148
1999-05-27,984.72205497
1999-05-28,986.47008101
1999-05-31,995.47474459
1999-06-01,985.28926224
1999-06-02,983.04784702
1999-06-03,983.33890541
1999-06-04,996.14589415
1999-06-07,993.96129706
1999-06-08,988.67545926
1999-06-09,982.25067975
1999-06-10,979.9550915
1999-06-11,976.89288347
1999-06-14,970.58385973
1999-06-15,978.36546619
1999-06-16,1012.38156944
1999-06-17,1021.93818711
1999-06-18,1027.28774929
1999-06-21,1031.51504627
1999-06-22,1026.60707051
1999-06-23,1009.90272264
1999-06-24,987.48202384
1999-06-25,975.91864407
1999-06-28,984.12361298
1999-06-29,992.20312613
1999-06-30,1014.70602957
1999-07-01,1019.61364635
1999-07-02,1033.48902859
1999-07-05,1040.70214485
1999-07-06,1031.72273379
1999-07-07,1035.91008324
1999-07-08,1017.58844754
1999-07-09,1018.37583152
1999-07-12,981.40178002
1999-07-13,986.20373432
1999-07-14,992.18322854
1999-07-15,998.64056515
1999-07-16,1005.08940916
1999-07-19,1014.20290832
1999-07-20,992.85157947
1999-07-21,996.54923209
1999-07-22,990.39026835
1999-07-23,968.52891065
1999-07-26,944.170795
1999-07-27,950.00863783
1999-07-28,959.28043515
1999-07-29,947.26998528
1999-07-30,939.37234529
1999-08-02,917.42710266
1999-08-03,918.73000118
1999-08-04,910.09464783
1999-08-05,903.50648874
1999-08-06,895.3684848
1999-08-09,891.64752127
1999-08-10,881.85080741
1999-08-11,899.44216846
1999-08-12,901.2252183
1999-08-13,907.81019381
1999-08-16,904.78989322
1999-08-17,897.61531193
1999-08-18,875.46693706
1999-08-19,872.7821917
1999-08-20,889.67635891
1999-08-23,905.25494963
1999-08-24,903.6113418
1999-08-25,925.13761532
1999-08-26,917.4089793
1999-08-27,910.62318856
1999-08-30,910.55068084
1999-08-31,913.16010991
1999-09-01,924.08084473
1999-09-02,929.7707031
1999-09-03,935.03247202
1999-09-06,938.48705787
1999-09-07,932.97770003
1999-09-08,933.63336469
1999-09-09,946.97801951
1999-09-10,955.43246663
1999-09-13,954.84004405
1999-09-14,956.90935715
1999-09-15,947.62696713
1999-09-16,939.1611919
1999-09-17,948.06325053
1999-09-20,960.40093628
1999-09-21,948.69096827
1999-09-22,952.45560232
1999-09-23,941.11867761
1999-09-24,946.60950577
1999-09-27,951.76139604
1999-09-28,946.08442006
1999-09-29,946.48319267
1999-09-30,934.02599819
1999-10-01,923.54289662
1999-10-04,926.33102287
1999-10-05,917.94046524
1999-10-06,933.32897634
1999-10-07,938.76114503
1999-10-08,941.93946513
1999-10-11,945.99822877
1999-10-12,939.02162719
1999-10-13,919.88419902
1999-10-14,915.5164641
1999-10-15,895.77505702
1999-10-18,885.7151991
1999-10-19,896.02264802
1999-10-20,910.2246298
1999-10-21,915.67763915
1999-10-22,932.12625489
1999-10-25,925.39241345
1999-10-26,923.31973014
1999-10-27,926.93388395
1999-10-28,941.96543857
1999-10-29,961.01870222
1999-11-01,966.56161539
1999-11-02,970.06062334
1999-11-03,1001.05335891
1999-11-04,1015.5365981
1999-11-05,1032.4703535
1999-11-08,1041.03954888
1999-11-09,1037.20414052
1999-11-10,1052.18235233
1999-11-11,1055.59258243
1999-11-12,1054.93717053
1999-11-15,1060.3103915
1999-11-16,1063.70367974
1999-11-17,1057.71900012
1999-11-18,1073.71288087
1999-11-19,1094.7630065
1999-11-22,1087.96804149
1999-11-23,1093.62407512
1999-11-24,1091.59512912
1999-11-25,1105.11699272
1999-11-26,1121.11451122
1999-11-29,1119.55291056
1999-11-30,1114.97495021
1999-12-01,1118.51055808
1999-12-02,1139.04524934
1999-12-03,1153.17227792
1999-12-06,1148.6998436
1999-12-07,1149.77728314
1999-12-08,1157.98978625
1999-12-09,1162.31397663
1999-12-10,1174.79900374
1999-12-13,1173.47848449
1999-12-14,1165.94940755
1999-12-15,1167.70021828
1999-12-16,1185.88556578
1999-12-17,1209.91375562
1999-12-20,1224.00115074
1999-12-21,1235.38598531
1999-12-22,1238.20149621
1999-12-23,1238.93238449
1999-12-24,1238.68349183
1999-12-27,1234.96413387
1999-12-28,1246.34232904
1999-12-29,1268.79034061
1999-12-30,1288.41175454
1999-12-31,1288.40133087
2000-01-03,1282.19340167
2000-01-04,1216.04708525
2000-01-05,1234.65524822
2000-01-06,1226.44667311
2000-01-07,1254.84556741
2000-01-10,1294.21625738
2000-01-11,1270.93634003
2000-01-12,1271.89196894
2000-01-13,1307.63186174
2000-01-14,1330.80166666
2000-01-17,1351.51495795
2000-01-18,1341.18313777
2000-01-19,1326.94596789
2000-01-20,1316.2869102
2000-01-21,1306.76152405
2000-01-24,1304.54965275
2000-01-25,1299.31593201
2000-01-26,1302.19165649
2000-01-27,1297.0825982
2000-01-28,1266.72723879
2000-01-31,1253.93735892
2000-02-01,1261.21345744
2000-02-02,1270.28937342
2000-02-03,1304.96731305
2000-02-04,1334.28474922
2000-02-07,1348.97815897
2000-02-08,1370.05949632
2000-02-09,1357.55594507
2000-02-10,1372.22952802
2000-02-11,1360.16900421
2000-02-14,1343.28031863
2000-02-15,1337.87359273
2000-02-16,1343.42779017
2000-02-17,1341.04042921
2000-02-18,1314.78744386
2000-02-21,1320.71768359
2000-02-22,1299.94224081
2000-02-23,1317.16828457
2000-02-24,1313.40468046
2000-02-25,1303.26600762
2000-02-28,1294.49627637
2000-02-29,1300.00125016
2000-03-01,1316.4358303
2000-03-02,1333.88753915
2000-03-03,1358.81089972
2000-03-06,1350.57259272
2000-03-07,1349.11330439
2000-03-08,1355.20159235
2000-03-09,1365.3420919
2000-03-10,1350.0796553
2000-03-13,1322.26297895
2000-03-14,1308.53240714
2000-03-15,1311.70327859
2000-03-16,1326.22809751
2000-03-17,1320.02095845
2000-03-20,1314.84531821
2000-03-21,1331.35241389
2000-03-22,1330.55337147
2000-03-23,1343.23095957
2000-03-24,1350.63106968
2000-03-27,1357.64723752
2000-03-28,1334.25425406
2000-03-29,1323.3655947
2000-03-30,1302.54142699
2000-03-31,1315.80835864
2000-04-03,1297.63359834
2000-04-04,1269.7955397
2000-04-05,1268.68611441
2000-04-06,1285.82187983
2000-04-07,1305.69271076
2000-04-10,1280.53883019
2000-04-11,1260.66120021
2000-04-12,1243.38654841
2000-04-13,1205.88124191
2000-04-14,1150.04840934
2000-04-17,1140.22243256
2000-04-18,1177.69809651
2000-04-19,1148.41501301
2000-04-20,1160.69533846
2000-04-21,1160.67359889
2000-04-24,1145.46283839
2000-04-25,1173.94237806
2000-04-26,1169.9641151
2000-04-27,1167.64436
2000-04-28,1178.35426153
2000-05-01,1180.91373224
2000-05-02,1183.07373887
2000-05-03,1154.74033597
2000-05-04,1158.06934368
2000-05-05,1165.51370413
2000-05-08,1144.46176548
2000-05-09,1129.7810121
2000-05-10,1113.32044424
2000-05-11,1113.84684015
2000-05-12,1119.01748203
2000-05-15,1147.80911956
2000-05-16,1161.44388669
2000-05-17,1134.43345014
2000-05-18,1120.8140709
2000-05-19,1094.4176163
2000-05-22,1068.67769981
2000-05-23,1053.09164863
2000-05-24,1078.32172479
2000-05-25,1071.00304782
2000-05-26,1084.16871804
2000-05-29,1094.80182264
2000-05-30,1125.48498953
2000-05-31,1119.51295072
2000-06-01,1142.1425764
2000-06-02,1186.06959347
2000-06-05,1180.73766994
2000-06-06,1156.53249732
2000-06-07,1165.29728838
2000-06-08,1165.7262274
2000-06-09,1167.04834415
2000-06-12,1162.70689352
2000-06-13,1173.00695521
2000-06-14,1181.01190937
2000-06-15,1179.62849663
2000-06-16,1177.83391923
2000-06-19,1190.73876048
2000-06-20,1189.13214754
2000-06-21,1206.96839596
2000-06-22,1194.69794492
2000-06-23,1177.65936052
2000-06-26,1171.64722163
2000-06-27,1181.11535088
2000-06-28,1188.44313496
2000-06-29,1186.3737515
2000-06-30,1210.34229645
2000-07-03,1241.70976941
2000-07-04,1262.15303237
2000-07-05,1254.05834237
2000-07-06,1261.27603208
2000-07-07,1280.11739962
2000-07-10,1283.31185374
2000-07-11,1259.6518959
2000-07-12,1271.20130112
2000-07-13,1250.99735438
2000-07-14,1270.66148479
2000-07-17,1286.62121148
2000-07-18,1280.26613456
2000-07-19,1243.90567207
2000-07-20,1257.03022039
2000-07-21,1260.49445874
2000-07-24,1265.40445311
2000-07-25,1259.69664707
2000-07-26,1258.45167294
2000-07-27,1251.28681403
2000-07-28,1228.22324795
2000-07-31,1237.46762013
2000-08-01,1224.2412825
2000-08-02,1223.69044506
2000-08-03,1228.43693377
2000-08-04,1238.54861139
2000-08-07,1247.05093382
2000-08-08,1245.12807967
2000-08-09,1234.19422219
2000-08-10,1237.06287643
2000-08-11,1260.71227142
2000-08-14,1275.25621958
2000-08-15,1270.8561157
2000-08-16,1255.90880567
2000-08-17,1270.37772856
2000-08-18,1249.3278623
2000-08-21,1237.62976889
2000-08-22,1242.43159179
2000-08-23,1245.90087313
2000-08-24,1239.18492153
2000-08-25,1244.58779162
2000-08-28,1241.65674427
2000-08-29,1238.86241647
2000-08-30,1257.60584647
2000-08-31,1261.72571925
2000-09-01,1275.34738976
2000-09-04,1278.18343021
2000-09-05,1274.8851609
2000-09-06,1280.63781081
2000-09-07,1284.4000202
2000-09-08,1277.91707493
2000-09-11,1274.27545814
2000-09-12,1259.5357915
2000-09-13,1266.03632281
2000-09-14,1260.26473463
2000-09-15,1249.78080994
2000-09-18,1212.26487662
2000-09-19,1221.16231435
2000-09-20,1218.44541159
2000-09-21,1211.26549066
2000-09-22,1212.2342771
2000-09-25,1222.89224265
2000-09-26,1209.51207228
2000-09-27,1195.3187045
2000-09-28,1206.34440136
2000-09-29,1202.61757981
2000-10-02,1187.47691504
2000-10-03,1189.47382442
2000-10-04,1195.85475402
2000-10-05,1207.86565153
2000-10-06,1189.87735737
2000-10-09,1183.35168611
2000-10-10,1180.02078624
2000-10-11,1164.88606106
2000-10-12,1152.40121988
2000-10-13,1142.74719446
2000-10-16,1145.55117906
2000-10-17,1130.65131865
2000-10-18,1108.09046814
