Date,CHINA ALL SHARES EQUAL WEIGHTED
2010-06-03,1875.8563744666687
2010-06-04,1882.323018522401
2010-06-07,1840.584530531391
2010-06-08,1844.9031433808625
2010-06-09,1872.6897459462039
2010-06-10,1860.9628366745544
2010-06-11,1879.4211849343778
2010-06-14,1896.8776651775108
2010-06-15,1899.6189084272555
2010-06-16,1899.676808560266
2010-06-17,1905.2877278460196
2010-06-18,1895.1547914129585
2010-06-21,1966.8288558732877
2010-06-22,1958.1172781466887
2010-06-23,1945.3664676755564
2010-06-24,1938.089756741064
2010-06-25,1919.0641370003125
2010-06-28,1910.3123335268415
2010-06-29,1842.7251053744217
2010-06-30,1834.410680567001
2010-07-01,1820.3112879203188
2010-07-02,1803.5951188260722
2010-07-05,1788.6737531741076
2010-07-06,1827.9860443143716
2010-07-07,1830.2797235057767
2010-07-08,1839.342024818939
2010-07-09,1888.4476687201022
2010-07-12,1907.1137818814216
2010-07-13,1886.288683534799
2010-07-14,1896.6957649987107
2010-07-15,1868.383619306472
2010-07-16,1869.8947762459711
2010-07-19,1889.0438786518246
2010-07-20,1932.8693521874504
2010-07-21,1953.3553907199803
2010-07-22,1967.3247125229639
2010-07-23,1986.2460001678708
2010-07-26,1985.3607924571693
2010-07-27,1987.2437832788453
2010-07-28,2017.9364175962774
2010-07-29,2022.1006180943066
2010-07-30,2020.7328432949864
2010-08-02,2060.4886313775046
2010-08-03,2045.4327721161008
2010-08-04,2046.1756479961066
2010-08-05,2034.4724586448665
2010-08-06,2050.0797900590314
2010-08-09,2065.7763133766643
2010-08-10,2017.4485334686406
2010-08-11,2009.8898893444193
2010-08-12,1986.2216921775437
2010-08-13,2010.517785060484
2010-08-16,2032.2321064042371
2010-08-17,2044.047685139047
2010-08-18,2044.799462285914
2010-08-19,2055.7392613046736
2010-08-20,2028.796734520281
2010-08-23,2015.677968389794
2010-08-24,2018.780440837241
2010-08-25,1985.500397862645
2010-08-26,1985.7678004972277
2010-08-27,1983.6920514156072
2010-08-30,2016.163426174869
2010-08-31,2008.5066734168072
2010-09-01,2013.2883823084032
2010-09-02,2044.0092839529
2010-09-03,2053.6898813345347
2010-09-06,2097.60478196924
2010-09-07,2099.703378205774
2010-09-08,2090.053943429902
2010-09-09,2077.0176847921043
2010-09-10,2081.4523220963515
2010-09-13,2110.9579317287057
2010-09-14,2116.126756254361
2010-09-15,2097.0311348373934
2010-09-16,2077.432800628094
2010-09-17,2095.04918603494
2010-09-20,2091.3975055325163
2010-09-21,2101.1890097523615
2010-09-22,2102.591238415246
2010-09-23,2102.4462969185515
2010-09-24,2102.162267221191
2010-09-27,2137.1732998727584
2010-09-28,2117.1805875878563
2010-09-29,2129.2041724438714
2010-09-30,2151.3608343449555
2010-10-01,2152.0683273591826
2010-10-04,2168.218449477596
2010-10-05,2165.2487067733737
2010-10-06,2173.7170571421266
2010-10-07,2167.2940680756783
2010-10-08,2206.3407075811638
2010-10-11,2246.288924236791
2010-10-12,2262.4267594635885
2010-10-13,2307.853004340691
2010-10-14,2326.089477719502
2010-10-15,2364.4915930106963
2010-10-18,2343.7832239748973
2010-10-19,2378.726345021656
2010-10-20,2361.787113848372
2010-10-21,2369.694737725241
2010-10-22,2367.7876500919247
2010-10-25,2417.4234839096002
2010-10-26,2409.624021598136
2010-10-27,2361.2734601036077
2010-10-28,2354.7015907093123
2010-10-29,2355.5300564993477
2010-11-01,2412.00727279981
2010-11-02,2415.9741089655818
2010-11-03,2416.1349205386964
2010-11-04,2444.0388891215084
2010-11-05,2472.931478104161
2010-11-08,2493.0269946592557
2010-11-09,2487.0897074936333
2010-11-10,2462.830515686031
2010-11-11,2476.8476257844195
2010-11-12,2360.380737593226
2010-11-15,2348.670350678649
2010-11-16,2286.687491875459
2010-11-17,2223.7715218430794
2010-11-18,2271.3411216143227
2010-11-19,2290.0097350631377
2010-11-22,2289.086542041936
2010-11-23,2235.668035022109
2010-11-24,2259.0872150588516
2010-11-25,2286.3385782779737
2010-11-26,2264.4819772995243
2010-11-29,2266.6954307845635
2010-11-30,2241.488016011364
2010-12-01,2251.6991335143107
2010-12-02,2271.420154050406
2010-12-03,2276.013557174133
2010-12-06,2275.589159278921
2010-12-07,2291.6940685850036
2010-12-08,2265.0123358451665
2010-12-09,2247.233628275249
2010-12-10,2251.838599919648
2010-12-13,2290.0251931665057
2010-12-14,2303.711519200913
2010-12-15,2282.5596873409595
2010-12-16,2253.9534506044365
2010-12-17,2259.2917243943566
2010-12-20,2227.7365347818627
2010-12-21,2265.1238597202946
2010-12-22,2262.342248414653
2010-12-23,2248.438244980098
2010-12-24,2234.7634213108745
2010-12-27,2213.730125429057
2010-12-28,2179.2434339184174
2010-12-29,2197.1175386612535
2010-12-30,2208.658174910183
2010-12-31,2243.6045983873287
2011-01-03,2262.3689340028986
2011-01-04,2304.2001749003684
2011-01-05,2305.8045247977043
2011-01-06,2306.177355391381
2011-01-07,2304.2914549209686
2011-01-10,2266.5116672598856
2011-01-11,2280.1056708817428
2011-01-12,2299.4527966796636
2011-01-13,2297.0517397943777
2011-01-14,2281.014462970424
2011-01-17,2220.28368304807
2011-01-18,2224.9451355579463
2011-01-19,2262.3647598560465
2011-01-20,2201.6322522040577
2011-01-21,2206.037150363611
2011-01-24,2183.5661987187555
2011-01-25,2180.8873498551275
2011-01-26,2199.34967630778
2011-01-27,2218.0410551901928
2011-01-28,2213.2037712141473
2011-01-31,2218.212589071753
2011-02-01,2217.96268427828
2011-02-02,2237.626503772187
2011-02-03,2237.8003780624954
2011-02-04,2237.6416212368063
2011-02-07,2223.2741492495616
2011-02-08,2218.239648425504
2011-02-09,2179.441167912551
2011-02-10,2173.3515200697366
2011-02-11,2184.108299303789
2011-02-14,2247.0884428540867
2011-02-15,2243.501184516654
2011-02-16,2259.6956621644576
2011-02-17,2260.796439983247
2011-02-18,2260.7046294059137
2011-02-21,2270.329833421957
2011-02-22,2202.00210419902
2011-02-23,2193.6931261246737
2011-02-24,2176.7832162928917
2011-02-25,2193.8751699692757
2011-02-28,2230.823750127325
2011-03-01,2254.6496525904527
2011-03-02,2242.5922235568146
2011-03-03,2245.2279134525284
2011-03-04,2277.224159830965
2011-03-07,2293.5021182300034
2011-03-08,2298.3329014489414
2011-03-09,2306.315364318423
2011-03-10,2280.1432913189533
2011-03-11,2250.189254248664
2011-03-14,2262.53451449304
2011-03-15,2215.3654637326176
2011-03-16,2240.460565952562
2011-03-17,2195.2789275489627
2011-03-18,2217.3245703852776
2011-03-21,2239.722179958877
2011-03-22,2258.619736067571
2011-03-23,2270.9364724786565
2011-03-24,2271.137527199778
2011-03-25,2293.742657954843
2011-03-28,2281.9079594241343
2011-03-29,2272.33033755239
2011-03-30,2288.5445204630437
2011-03-31,2287.8986011429147
2011-04-01,2311.0430359385023
2011-04-04,2330.781315464227
2011-04-05,2330.984779948835
2011-04-06,2347.852296709607
2011-04-07,2357.0655725714546
2011-04-08,2379.9542819762423
2011-04-11,2371.7458317666274
2011-04-12,2357.4751328763114
2011-04-13,2385.419568472013
2011-04-14,2380.414733904084
2011-04-15,2381.7095071259964
2011-04-18,2380.1848505129287
2011-04-19,2349.4269568281293
2011-04-20,2369.3106691219236
2011-04-21,2390.795571289802
2011-04-22,2386.3983629833665
2011-04-25,2364.8835444270553
2011-04-26,2346.080691279776
2011-04-27,2330.247557590355
2011-04-28,2296.57769429248
2011-04-29,2308.018116063799
2011-05-02,2308.334611568021
2011-05-03,2308.3639940831854
2011-05-04,2266.7172234360883
2011-05-05,2262.9629658432023
2011-05-06,2269.1620747013667
2011-05-09,2290.155277894718
2011-05-10,2298.253906831174
2011-05-11,2304.1105920435098
2011-05-12,2268.0325984938872
2011-05-13,2284.65835995031
2011-05-16,2259.8733207003665
2011-05-17,2268.7716503229312
2011-05-18,2287.108794713163
2011-05-19,2279.7205736001674
2011-05-20,2274.5153984504964
2011-05-23,2211.151628735239
2011-05-24,2218.000628187255
2011-05-25,2199.992810576991
2011-05-26,2195.0092151473477
2011-05-27,2197.8498222462554
2011-05-30,2198.1059503519655
2011-05-31,2233.754955130503
2011-06-01,2236.206864610804
2011-06-02,2204.6670743233876
2011-06-03,2209.4811335550485
2011-06-06,2209.296606613744
2011-06-07,2209.203502431988
2011-06-08,2197.261262546926
2011-06-09,2161.433637424418
2011-06-10,2154.8726406316046
2011-06-13,2147.2984084492227
2011-06-14,2168.8375924515144
2011-06-15,2158.2717838873978
2011-06-16,2119.567743299116
2011-06-17,2100.638528363516
2011-06-20,2088.2865667436918
2011-06-21,2116.0516750025317
2011-06-22,2124.126801367731
2011-06-23,2138.9003030824215
2011-06-24,2191.5416529058352
2011-06-27,2197.3878800526663
2011-06-28,2202.1080216635014
2011-06-29,2197.0767727293787
2011-06-30,2228.2881277101674
2011-07-01,2233.0158865698404
2011-07-04,2289.6287660561657
2011-07-05,2294.5858438937557
2011-07-06,2286.059211253374
2011-07-07,2280.5297203479554
2011-07-08,2287.654016594178
2011-07-11,2269.3062457147794
2011-07-12,2205.2557120198026
2011-07-13,2245.8023051152113
2011-07-14,2257.1969898581233
2011-07-15,2252.595889959067
2011-07-18,2235.378836423884
2011-07-19,2219.7051202663924
2011-07-20,2226.8703387812266
2011-07-21,2213.8678481517513
2011-07-22,2242.547241408661
2011-07-25,2191.334328418491
2011-07-26,2207.0519530703255
2011-07-27,2218.326909811327
2011-07-28,2208.0647573957353
2011-07-29,2191.03451757713
2011-08-01,2204.7072561173313
2011-08-02,2179.358494834168
2011-08-03,2160.163995280246
2011-08-04,2154.3762294904236
2011-08-05,2085.1306325596265
2011-08-08,2017.033323296994
2011-08-09,1977.4585104352996
2011-08-10,2002.1882872169517
2011-08-11,2014.873057654516
2011-08-12,2024.3375824292111
2011-08-15,2069.6875287481175
2011-08-16,2065.9175166116474
2011-08-17,2060.0368018377776
2011-08-18,2025.6564436772085
2011-08-19,1976.3111950301156
2011-08-22,1938.3495640536737
2011-08-23,1977.3619523530729
2011-08-24,1958.654948312389
2011-08-25,2005.6419677097253
2011-08-26,1995.4505136974733
2011-08-29,1994.201228532549
2011-08-30,2007.5202358701167
2011-08-31,2032.5559045270568
2011-09-01,2039.8321630891176
2011-09-02,2009.9227982927189
2011-09-05,1952.8310163707702
2011-09-06,1936.406239701068
2011-09-07,1969.9026016661442
2011-09-08,1959.3936172562849
2011-09-09,1952.0170299738888
2011-09-12,1903.5273472813758
2011-09-13,1890.61429920816
2011-09-14,1879.657994662149
2011-09-15,1882.1736442948004
2011-09-16,1896.5275463968362
2011-09-19,1844.114599143326
2011-09-20,1838.8586230561534
2011-09-21,1863.9105200478152
2011-09-22,1769.8165981909476
2011-09-23,1754.5061870247187
2011-09-26,1693.268752168841
2011-09-27,1745.8403229878813
2011-09-28,1756.3103716334927
2011-09-29,1748.3591205438959
2011-09-30,1723.1576477285194
2011-10-03,1667.9360851209235
2011-10-04,1640.3056554189225
2011-10-05,1640.5567534769568
2011-10-06,1690.7648472666951
2011-10-07,1733.445687349083
2011-10-10,1721.716018154764
2011-10-11,1745.5334662089585
2011-10-12,1802.4101820179924
2011-10-13,1855.3659795423223
2011-10-14,1821.686611679505
2011-10-17,1851.2649629767106
2011-10-18,1761.7872288341541
2011-10-19,1765.3662816418118
2011-10-20,1720.5560536716082
2011-10-21,1720.1789446638768
2011-10-24,1785.3013719232852
2011-10-25,1819.3369181786493
2011-10-26,1847.5736520678797
2011-10-27,1903.2751132736064
2011-10-28,1932.0320912497016
2011-10-31,1912.07412202292
2011-11-01,1882.2293796471022
2011-11-02,1917.565028779327
2011-11-03,1908.732396420606
2011-11-04,1945.5221342236537
2011-11-07,1929.7305479418683
2011-11-08,1917.2457979533726
2011-11-09,1938.3623882787242
2011-11-10,1867.5166078506902
2011-11-11,1874.368520153191
2011-11-14,1921.5148912344482
2011-11-15,1913.8124314238617
2011-11-16,1868.739704142674
2011-11-17,1861.1616898772343
2011-11-18,1814.5521814038318
2011-11-21,1793.2906125915154
2011-11-22,1793.4640970334804
2011-11-23,1763.6743736724645
2011-11-24,1771.8341154764462
2011-11-25,1752.330145057786
2011-11-28,1772.3851451447806
2011-11-29,1803.1777509412725
2011-11-30,1758.9224259250254
2011-12-01,1839.7321100247848
2011-12-02,1825.6294752346164
2011-12-05,1813.1127046653073
2011-12-06,1790.4459927140326
2011-12-07,1809.6442672142332
2011-12-08,1803.0677759061336
2011-12-09,1768.4042828099784
2011-12-12,1754.731846943429
2011-12-13,1726.0622816384796
2011-12-14,1710.2527227922624
2011-12-15,1670.3668193818435
2011-12-16,1712.7289628264086
2011-12-19,1696.9610588600437
2011-12-20,1687.5897706715632
2011-12-21,1695.8361205049448
2011-12-22,1696.6806314780545
2011-12-23,1722.6670413092108
2011-12-26,1715.8597909592156
2011-12-27,1706.1183534802708
2011-12-28,1694.7941698211923
2011-12-29,1693.8259887234674
2011-12-30,1712.0873353217837
2012-01-02,1712.0873353217835
2012-01-03,1727.6118109377724
2012-01-04,1701.6757843058688
2012-01-05,1685.8855816634796
2012-01-06,1675.2410224069333
2012-01-09,1719.097064208034
2012-01-10,1761.1260498784532
2012-01-11,1767.89728369296
2012-01-12,1768.595562828745
2012-01-13,1759.5388452039065
2012-01-16,1725.4815577841896
2012-01-17,1804.7467375354481
2012-01-18,1795.6209409020337
2012-01-19,1829.834113702096
2012-01-20,1841.1700025800708
2012-01-23,1841.308849968637
2012-01-24,1841.3530369381183
2012-01-25,1841.0816656403204
2012-01-26,1862.9690441709483
2012-01-27,1863.1672585433355
2012-01-30,1819.4565916567435
2012-01-31,1834.3272810578312
2012-02-01,1818.4850698389646
2012-02-02,1863.8582655094806
2012-02-03,1878.053819671011
2012-02-06,1880.7675720671166
2012-02-07,1861.1993029960104
2012-02-08,1924.5193555782134
2012-02-09,1939.983351789134
2012-02-10,1923.5913994977761
2012-02-13,1915.8108026048917
2012-02-14,1903.8821315826967
2012-02-15,1938.9055572938914
2012-02-16,1927.0726399094124
2012-02-17,1936.1595847580272
2012-02-20,1939.494847055958
2012-02-21,1945.8926607764665
2012-02-22,1980.7503818105595
2012-02-23,1971.063314125707
2012-02-24,1996.8586055649578
2012-02-27,1992.5947059865161
2012-02-28,2008.3192816626483
2012-02-29,2004.8840582366915
2012-03-01,1982.2661115647277
2012-03-02,2021.3036891825243
2012-03-05,2000.5625355603681
2012-03-06,1956.7545050439007
2012-03-07,1945.9994760210698
2012-03-08,1977.2220276804694
2012-03-09,2000.0267284127126
2012-03-12,1988.0356185870878
2012-03-13,2004.7288063426263
2012-03-14,1974.0899749738978
2012-03-15,1959.0231951945414
2012-03-16,1973.3694372548546
2012-03-19,1960.105462259669
2012-03-20,1926.9305773075891
2012-03-21,1917.3582085252187
2012-03-22,1918.6142903588554
2012-03-23,1897.463066615033
2012-03-26,1893.1391919770483
2012-03-27,1908.7183621810946
2012-03-28,1866.0977640268404
2012-03-29,1843.2189683397899
2012-03-30,1854.2120521653167
2012-04-02,1855.7039182060469
2012-04-03,1872.9251287940672
2012-04-04,1872.8325283813595
2012-04-05,1895.3263199471498
2012-04-06,1897.6180516610082
2012-04-09,1888.8628235332133
2012-04-10,1883.1541758114338
2012-04-11,1872.9408515960833
2012-04-12,1904.5024752644058
2012-04-13,1924.9834598633015
2012-04-16,1914.9540568011676
2012-04-17,1897.3305737575183
2012-04-18,1928.1319930031013
2012-04-19,1927.3706724114068
2012-04-20,1937.9475726044152
