Date,CHINA ALL SHARES EQUAL WEIGHTED
2009-03-26,1320.207779963832
2009-03-27,1362.9882622237574
2009-03-30,1338.9156992077797
2009-03-31,1342.8414341754267
2009-04-01,1376.0960852491992
2009-04-02,1400.1283819131531
2009-04-03,1399.5144937902703
2009-04-06,1409.9273565511576
2009-04-07,1412.4622790531278
2009-04-08,1371.2922811670458
2009-04-09,1408.1569834281538
2009-04-10,1429.370173776033
2009-04-13,1435.082319534852
2009-04-14,1487.0850100122577
2009-04-15,1513.5667144160175
2009-04-16,1508.203098465086
2009-04-17,1506.5525995371552
2009-04-20,1547.650952339709
2009-04-21,1520.6853246502417
2009-04-22,1472.2045422654596
2009-04-23,1492.0619728820868
2009-04-24,1474.0486213458082
2009-04-27,1435.3020400483592
2009-04-28,1424.0298427669331
2009-04-29,1455.8922225444303
2009-04-30,1495.8668648278021
2009-05-01,1495.6514970800636
2009-05-04,1560.624645911028
2009-05-05,1568.9947091450124
2009-05-06,1607.8908220257017
2009-05-07,1597.090345910769
2009-05-08,1599.755090591637
2009-05-11,1545.187427758358
2009-05-12,1554.383906968239
2009-05-13,1577.0171449168806
2009-05-14,1561.5774003447946
2009-05-15,1584.811609652266
2009-05-18,1617.2170333576641
2009-05-19,1629.9471660967504
2009-05-20,1601.7974481606238
2009-05-21,1583.3454981047394
2009-05-22,1543.7633751678986
2009-05-25,1563.899661704868
2009-05-26,1558.536350310627
2009-05-27,1604.9578909540028
2009-05-28,1603.530841815528
2009-05-29,1600.7134612676118
2009-06-01,1667.680296573189
2009-06-02,1640.1102500715251
2009-06-03,1686.0558937077885
2009-06-04,1676.027969159963
2009-06-05,1705.2643999247437
2009-06-08,1708.6582552789741
2009-06-09,1679.2500691691778
2009-06-10,1716.8788123348318
2009-06-11,1701.6782645786527
2009-06-12,1692.2321995562081
2009-06-15,1705.3126197247723
2009-06-16,1675.469853279774
2009-06-17,1697.9843588248875
2009-06-18,1687.8374227663069
2009-06-19,1703.9580658388222
2009-06-22,1719.3880902248752
2009-06-23,1683.5115860037315
2009-06-24,1720.9588629789953
2009-06-25,1749.2914869204553
2009-06-26,1751.15683322611
2009-06-29,1769.1374226368607
2009-06-30,1755.479902789455
2009-07-01,1759.0985684099087
2009-07-02,1786.3891506834605
2009-07-03,1802.7680234178733
2009-07-06,1824.500110407606
2009-07-07,1796.2974986784336
2009-07-08,1802.6929126706423
2009-07-09,1814.947903750817
2009-07-10,1823.4684267530058
2009-07-13,1796.1473601596315
2009-07-14,1846.5599856944837
2009-07-15,1863.0395855845006
2009-07-16,1862.486855701485
2009-07-17,1882.615362148699
2009-07-20,1914.4528165666252
2009-07-21,1900.7466954978067
2009-07-22,1916.4026076047207
2009-07-23,1941.4140385794383
2009-07-24,1962.6200177016722
2009-07-27,2008.6572197469259
2009-07-28,2037.8611384535675
2009-07-29,1964.0483783980071
2009-07-30,1980.318225931432
2009-07-31,2018.2634720540348
2009-08-03,2030.0067393530035
2009-08-04,2033.5363979324768
2009-08-05,2008.497391599049
2009-08-06,1990.5123993795423
2009-08-07,1942.509253932564
2009-08-10,1965.8511951519185
2009-08-11,1978.1836689032125
2009-08-12,1895.7312492972253
2009-08-13,1911.9428134320337
2009-08-14,1887.94513096495
2009-08-17,1807.1907939074513
2009-08-18,1814.1040895599126
2009-08-19,1741.429210216922
2009-08-20,1792.878354089997
2009-08-21,1805.1448689093395
2009-08-24,1832.272172497495
2009-08-25,1796.727632159743
2009-08-26,1824.8399657728332
2009-08-27,1805.3233065358236
2009-08-28,1745.3919784643028
2009-08-31,1671.8097325518486
2009-09-01,1688.2010935760388
2009-09-02,1691.9522059142623
2009-09-03,1762.5773142656876
2009-09-04,1798.4398123032643
2009-09-07,1808.4750244838956
2009-09-08,1815.5703040730211
2009-09-09,1808.96723470958
2009-09-10,1810.7074730654858
2009-09-11,1824.346749014994
2009-09-14,1830.228887563318
2009-09-15,1830.6316130605394
2009-09-16,1823.521793389983
2009-09-17,1845.464162363808
2009-09-18,1808.9501878407902
2009-09-21,1809.8986886171394
2009-09-22,1776.791566186698
2009-09-23,1754.417248614609
2009-09-24,1744.940001248991
2009-09-25,1742.4030957782702
2009-09-28,1703.7820806352108
2009-09-29,1726.3589873360781
2009-09-30,1723.5985868326643
2009-10-01,1730.167945866364
2009-10-02,1710.9572207748854
2009-10-05,1711.3253245883964
2009-10-06,1723.4984086886914
2009-10-07,1748.693142291575
2009-10-08,1746.1687206647528
2009-10-09,1793.4427532013765
2009-10-12,1776.4814257180426
2009-10-13,1792.485591825721
2009-10-14,1805.2461584788396
2009-10-15,1806.3848782720734
2009-10-16,1811.6279250516168
2009-10-19,1845.323405152172
2009-10-20,1864.0789132159716
2009-10-21,1861.5726828694799
2009-10-22,1853.8774714261751
2009-10-23,1880.7875389024553
2009-10-26,1887.878179959949
2009-10-27,1861.637172521289
2009-10-28,1857.3913147202445
2009-10-29,1804.0111927149414
2009-10-30,1836.6025360135848
2009-11-02,1857.2104614734749
2009-11-03,1878.72045759645
2009-11-04,1880.7746144068633
2009-11-05,1877.9449289290196
2009-11-06,1899.405539689342
2009-11-09,1899.543993501909
2009-11-10,1908.174902823537
2009-11-11,1909.8585810355128
2009-11-12,1932.6060401687018
2009-11-13,1941.6110013290158
2009-11-16,1975.8201069873664
2009-11-17,1996.5643626089861
2009-11-18,1971.527339126946
2009-11-19,1985.4794661212486
2009-11-20,1975.635228159798
2009-11-23,1976.1138471582242
2009-11-24,1946.6657890737151
2009-11-25,1965.6073001360407
2009-11-26,1933.2867659091144
2009-11-27,1862.7046271726347
2009-11-30,1932.93862424688
2009-12-01,1954.2848858188363
2009-12-02,1981.655619704609
2009-12-03,1997.1848407537614
2009-12-04,2031.7714698952598
2009-12-07,2043.9667027389858
2009-12-08,2043.0301263249437
2009-12-09,2006.0610563188206
2009-12-10,2005.0943082133615
2009-12-11,2027.9252218133788
2009-12-14,2042.8383886935894
2009-12-15,2037.0779514697974
2009-12-16,2007.0804738340514
2009-12-17,1998.7770274732256
2009-12-18,1959.314576871211
2009-12-21,1952.4796660581067
2009-12-22,1946.6074396905472
2009-12-23,1957.7455430572518
2009-12-24,1994.1622764577512
2009-12-25,1991.9676069822003
2009-12-28,2007.5814635283364
2009-12-29,2007.7190494667561
2009-12-30,2034.4106437651328
2009-12-31,2048.858760490977
2010-01-01,2048.858760490977
2010-01-04,2031.4324980145966
2010-01-05,2069.0011447646157
2010-01-06,2075.359633174051
2010-01-07,2060.4794905008807
2010-01-08,2064.290193157674
2010-01-11,2040.2271361109097
2010-01-12,2056.9864986121556
2010-01-13,2000.5761537998849
2010-01-14,2026.6567704259214
2010-01-15,2047.78650133261
2010-01-18,2042.5016072266062
2010-01-19,2071.106694877038
2010-01-20,2055.5072502400744
2010-01-21,2032.8008635290503
2010-01-22,1991.7275022717706
2010-01-25,1967.4262969939605
2010-01-26,1913.4265235204107
2010-01-27,1891.7784954239667
2010-01-28,1920.1989036994426
2010-01-29,1918.201354342663
2010-02-01,1913.068761808347
2010-02-02,1910.862315796814
2010-02-03,1967.102967101085
2010-02-04,1962.4822823275113
2010-02-05,1913.373949873466
2010-02-08,1897.5492530546414
2010-02-09,1903.6368341386255
2010-02-10,1938.365124589524
2010-02-11,1974.0528166974586
2010-02-12,1984.7462935672786
2010-02-15,1986.7147799911793
2010-02-16,1971.4333951606243
2010-02-17,1989.7447393312166
2010-02-18,1990.3166785560336
2010-02-19,1979.211822944473
2010-02-22,1986.1833708372633
2010-02-23,1992.9777591655188
2010-02-24,2002.9637763979551
2010-02-25,2022.8984657290919
2010-02-26,2012.498462316582
2010-03-01,2075.423237275515
2010-03-02,2060.625647428662
2010-03-03,2054.397399285562
2010-03-04,2025.152794980442
2010-03-05,2042.121987393004
2010-03-08,2068.2988766546723
2010-03-09,2090.007234957002
2010-03-10,2074.4677638149496
2010-03-11,2069.240330569241
2010-03-12,2038.817554995711
2010-03-15,2026.2947294313215
2010-03-16,2012.610111069189
2010-03-17,2054.335574111246
2010-03-18,2075.4563366675247
2010-03-19,2100.7497835855056
2010-03-22,2087.040556697116
2010-03-23,2072.152554047524
2010-03-24,2098.4677535760156
2010-03-25,2083.7313291559117
2010-03-26,2100.6663239730483
2010-03-29,2127.464364172443
2010-03-30,2144.1504212979576
2010-03-31,2110.1982952103745
2010-04-01,2147.757463213555
2010-04-02,2156.116852792774
2010-04-05,2161.234200164735
2010-04-06,2178.937731944748
2010-04-07,2204.1807614867475
2010-04-08,2177.44606819895
2010-04-09,2178.160349368333
2010-04-12,2128.705447160919
2010-04-13,2134.8932758427636
2010-04-14,2130.150021323932
2010-04-15,2134.4934871354285
2010-04-16,2115.110604866856
2010-04-19,2034.1346787862667
2010-04-20,2044.6945159180718
2010-04-21,2081.1958846364773
2010-04-22,2082.087712131057
2010-04-23,2063.871684783995
2010-04-26,2081.1997980815195
2010-04-27,2044.547582282117
2010-04-28,2044.4119357278732
2010-04-29,2021.428378042035
2010-04-30,2035.2879498556308
2010-05-03,2035.6470796175186
2010-05-04,2035.4317780759104
2010-05-05,2034.3869074315357
2010-05-06,1979.7486269068484
2010-05-07,1956.041818750628
2010-05-10,1966.2973434074388
2010-05-11,1963.2334966672192
2010-05-12,1966.7377006724153
2010-05-13,2025.8676268157903
2010-05-14,2028.8760086449788
2010-05-17,1953.1448709729505
2010-05-18,1979.2854448939281
2010-05-19,1948.0535069952966
2010-05-20,1916.8290755056148
2010-05-21,1897.2950746649205
2010-05-24,1987.7655100331144
2010-05-25,1937.005087742609
2010-05-26,1972.6668005405138
2010-05-27,2015.3763481545107
2010-05-28,2022.8493420878765
2010-05-31,2010.9184553445186
2010-06-01,1969.730015569693
2010-06-02,1983.846688334024
2010-06-03,1996.2819117188817
2010-06-04,2031.2073250721953
2010-06-07,2003.814910523194
2010-06-08,2005.4906282416005
2010-06-09,2017.292396147408
2010-06-10,1996.5459542977958
2010-06-11,2018.4332368567984
2010-06-14,2006.7318657103126
2010-06-15,2004.5702293348388
2010-06-16,2003.2478698965397
2010-06-17,2002.9038453471549
2010-06-18,1987.7469458831872
2010-06-21,2063.422712446063
2010-06-22,2070.6747442248165
2010-06-23,2064.3343014151005
2010-06-24,2043.8380773427198
2010-06-25,2027.7257575138349
2010-06-28,2011.7681495051177
2010-06-29,1965.290989374527
2010-06-30,1945.0833471470498
2010-07-01,1898.209795865845
2010-07-02,1858.9130979100128
2010-07-05,1853.831920059475
2010-07-06,1877.1996634556285
2010-07-07,1881.7124237230291
2010-07-08,1884.020048765645
2010-07-09,1941.4381067270895
2010-07-12,1968.183853720771
2010-07-13,1933.7083090690217
2010-07-14,1935.2122703800824
2010-07-15,1882.0775156127088
2010-07-16,1875.0921366493726
2010-07-19,1892.030221394247
2010-07-20,1948.4715264056663
2010-07-21,1979.26196088868
2010-07-22,1979.59429527393
2010-07-23,2012.5887853159857
2010-07-26,1993.3415253891242
2010-07-27,1987.7794491297811
2010-07-28,2013.7501491925052
2010-07-29,2007.1106479028547
2010-07-30,2014.5285668341483
2010-08-02,2029.6254479792974
2010-08-03,2009.3091437615938
2010-08-04,2021.8905444441139
2010-08-05,2008.5689098004277
2010-08-06,2003.192665973011
2010-08-09,2025.692922471583
2010-08-10,2002.1105293364437
2010-08-11,2023.600766108939
2010-08-12,2008.4119535989673
2010-08-13,2046.282030590515
2010-08-16,2054.856410897488
2010-08-17,2062.788759486087
2010-08-18,2066.1160273976543
2010-08-19,2075.2325140544926
2010-08-20,2077.175672062545
2010-08-23,2068.472757353664
2010-08-24,2067.327948087526
2010-08-25,2042.2649217898181
2010-08-26,2024.6616314996265
2010-08-27,2025.6460699572222
2010-08-30,2063.997050457886
2010-08-31,2052.5185628339027
2010-09-01,2039.6715685976242
2010-09-02,2069.503631117888
2010-09-03,2073.727827309849
2010-09-06,2115.3576293358556
2010-09-07,2142.8474031459227
2010-09-08,2129.9035399974555
2010-09-09,2117.7818880577684
2010-09-10,2124.3047901451687
2010-09-13,2130.3952459141715
2010-09-14,2118.002104591503
2010-09-15,2090.3519228879127
2010-09-16,2059.435729844497
2010-09-17,2085.8149421809667
2010-09-20,2075.9731592232274
2010-09-21,2078.0691306806525
2010-09-22,2036.1969208915648
2010-09-23,2048.0441389318344
2010-09-24,2026.0376615218781
2010-09-27,2060.6218639803565
2010-09-28,2029.9676267230973
2010-09-29,2033.5395096478414
2010-09-30,2046.7238878166045
2010-10-01,2033.322186428623
2010-10-04,2058.3138706877917
2010-10-05,2032.0279058905724
2010-10-06,2032.631638155581
2010-10-07,2019.2113163923036
2010-10-08,2056.7703649785863
2010-10-11,2099.8129083048398
2010-10-12,2123.9942717057424
2010-10-13,2147.086051386189
2010-10-14,2144.999832199999
2010-10-15,2191.7722449432913
2010-10-18,2179.4985689830287
2010-10-19,2240.465409851065
2010-10-20,2196.004655808616
2010-10-21,2198.0856487341402
2010-10-22,2208.54077341333
2010-10-25,2246.1277110575447
2010-10-26,2256.6389149883976
2010-10-27,2225.721728704961
2010-10-28,2200.126920623902
2010-10-29,2201.138526067597
2010-11-01,2255.6991978055826
2010-11-02,2237.258687907381
2010-11-03,2239.2436383585405
2010-11-04,2231.5847370318925
2010-11-05,2288.9419924185327
2010-11-08,2329.3719367385643
2010-11-09,2321.820026661442
2010-11-10,2335.090903217883
2010-11-11,2353.3631049919923
2010-11-12,2237.301588751018
2010-11-15,2243.8051132485684
2010-11-16,2191.197959604431
2010-11-17,2132.876308067637
2010-11-18,2168.8118282257624
2010-11-19,2177.114258243972
2010-11-22,2184.631935339897
2010-11-23,2161.5257705636764
2010-11-24,2190.7731463588716
2010-11-25,2220.5993983678686
2010-11-26,2225.499748111401
2010-11-29,2249.3765476031413
2010-11-30,2236.4084003806865
2010-12-01,2238.7712122853764
2010-12-02,2240.115794890214
2010-12-03,2208.919415697937
2010-12-06,2224.464832778732
2010-12-07,2230.471172601598
2010-12-08,2226.189429638429
2010-12-09,2215.001165973965
2010-12-10,2212.1533723437246
2010-12-13,2221.6879334339174
2010-12-14,2235.6338186110847
2010-12-15,2224.1642448183948
2010-12-16,2218.678041339226
2010-12-17,2231.458624823871
2010-12-20,2208.6059397539666
2010-12-21,2240.0295953132972
2010-12-22,2243.513867481829
2010-12-23,2234.6737010867396
2010-12-24,2212.3638336815916
2010-12-27,2186.375184903433
2010-12-28,2155.3467651334454
2010-12-29,2172.2804850707844
2010-12-30,2159.7690389800828
2010-12-31,2172.109613794091
2011-01-03,2199.0456305066346
2011-01-04,2247.1899284104366
2011-01-05,2278.351338436044
2011-01-06,2297.7738860667605
2011-01-07,2305.2676615839428
2011-01-10,2275.0070353855554
2011-01-11,2289.8022464557394
2011-01-12,2286.5132582992355
2011-01-13,2237.3623305297815
2011-01-14,2217.1692744394454
2011-01-17,2170.156869011765
2011-01-18,2157.985768099963
2011-01-19,2177.6916550070655
2011-01-20,2132.0309940073294
2011-01-21,2109.169311268179
2011-01-24,2073.868942519868
2011-01-25,2071.6276530328673
2011-01-26,2086.265965226807
2011-01-27,2097.943940924897
2011-01-28,2109.731418754447
2011-01-31,2101.396433761045
2011-02-01,2088.6672957806195
2011-02-02,2104.5907039606896
2011-02-03,2132.239110136871
2011-02-04,2144.200190100608
2011-02-07,2132.1630842836375
2011-02-08,2107.2627672433036
2011-02-09,2065.118690366106
2011-02-10,2075.398098865211
2011-02-11,2093.3656993105756
2011-02-14,2168.1290168478477
2011-02-15,2156.258066711237
2011-02-16,2171.180119119066
2011-02-17,2162.3995995656833
2011-02-18,2153.115181251302
2011-02-21,2157.062463532142
2011-02-22,2088.4006958513905
2011-02-23,2070.3158205280674
2011-02-24,2050.1113384730124
2011-02-25,2072.6714462673904
2011-02-28,2097.736668596416
2011-03-01,2117.534867875103
2011-03-02,2098.4717434838553
2011-03-03,2091.9703102637427
2011-03-04,2114.1234730439296
2011-03-07,2125.589090307641
2011-03-08,2147.6903175781604
2011-03-09,2151.7436931088046
2011-03-10,2146.1338551815757
2011-03-11,2111.742334201499
2011-03-14,2102.7404847395783
2011-03-15,2059.934610750232
2011-03-16,2090.302552301693
2011-03-17,2033.5413102493353
2011-03-18,2036.9650247675759
2011-03-21,2050.7957046992065
2011-03-22,2064.1700828234607
2011-03-23,2088.357907356731
2011-03-24,2077.2911410754027
2011-03-25,2106.273306102764
2011-03-28,2101.050657663452
2011-03-29,2097.8090360827696
2011-03-30,2108.805692215254
2011-03-31,2093.9487725772797
2011-04-01,2121.8596741672036
2011-04-04,2126.677278811998
2011-04-05,2131.129826972791
2011-04-06,2125.455191305804
2011-04-07,2142.232088209513
2011-04-08,2141.381795241249
2011-04-11,2131.4122029396262
2011-04-12,2112.375786533117
2011-04-13,2136.2359067306425
2011-04-14,2138.1670572250937
2011-04-15,2145.4877984847026
2011-04-18,2176.2647545555733
2011-04-19,2131.858547195566
2011-04-20,2120.713067816791
2011-04-21,2131.1315932817643
2011-04-22,2127.211965164405
2011-04-25,2109.5540848227056
2011-04-26,2083.337619194703
2011-04-27,2067.016478485421
2011-04-28,2012.2749169176775
2011-04-29,2020.5270484926275
2011-05-02,2013.272667967999
2011-05-03,2020.149016585972
2011-05-04,1978.1705558869758
2011-05-05,2011.384978639624
2011-05-06,2031.6325113722366
2011-05-09,2084.9948653649653
2011-05-10,2079.250608938652
2011-05-11,2093.2980112941455
2011-05-12,2075.1088295050267
2011-05-13,2088.9224061270415
2011-05-16,2061.7613577729953
2011-05-17,2079.8875026923756
2011-05-18,2084.486090013302
2011-05-19,2077.6066245601496
2011-05-20,2087.363080379795
2011-05-23,2048.0985133371328
2011-05-24,2042.5704370472629
2011-05-25,2030.8107053144247
2011-05-26,2021.9709696325228
2011-05-27,2001.8003850865614
2011-05-30,2000.5606028640432
2011-05-31,2018.0863492790045
2011-06-01,2013.369017196293
2011-06-02,1982.9789446892078
2011-06-03,1970.0505243272555
2011-06-06,1964.962290399186
2011-06-07,1954.2404283730061
2011-06-08,1953.7228231642002
2011-06-09,1935.1140885688526
2011-06-10,1949.124998713231
2011-06-13,1939.9771653407417
2011-06-14,1945.6321764580928
2011-06-15,1961.4886242480948
2011-06-16,1946.6090970137827
2011-06-17,1906.9084890012468
2011-06-20,1895.0996316983696
2011-06-21,1912.1463267886231
2011-06-22,1911.3315017433897
2011-06-23,1963.4616486860439
2011-06-24,2009.441792300811
2011-06-27,1998.3666832002261
2011-06-28,1991.295619673157
2011-06-29,1982.191798013974
2011-06-30,1996.1379592854194
2011-07-01,2002.5831406710922
2011-07-04,2049.1798796539056
2011-07-05,2060.431480952164
2011-07-06,2075.446458532002
2011-07-07,2061.707444950353
2011-07-08,2083.8131898534334
2011-07-11,2106.7726604248433
2011-07-12,2047.9683377579056
2011-07-13,2059.70273903445
2011-07-14,2071.0306597631525
2011-07-15,2071.4918694932812
2011-07-18,2070.0224824407974
2011-07-19,2031.6077729480926
2011-07-20,2037.3044032043513
2011-07-21,1999.6325054275148
2011-07-22,2027.5106032797808
2011-07-25,1985.2160748787612
2011-07-26,1978.888596629553
2011-07-27,2003.1028542864753
2011-07-28,2005.4786761577493
2011-07-29,1980.3170712798722
2011-08-01,2016.3888347617703
2011-08-02,1990.8220657551117
2011-08-03,1963.0709467324264
2011-08-04,1976.5505929164428
2011-08-05,1908.1009410050326
2011-08-08,1846.370567923414
2011-08-09,1806.0073928369081
2011-08-10,1833.5569521857058
2011-08-11,1833.987754770261
2011-08-12,1849.537231936309
2011-08-15,1860.8633569887195
2011-08-16,1863.5369452201326
2011-08-17,1851.1611708076975
2011-08-18,1837.68559986586
2011-08-19,1780.2357943649574
2011-08-22,1750.532568781359
2011-08-23,1784.5859938268159
2011-08-24,1765.4945151420159
2011-08-25,1815.027722729509
2011-08-26,1804.8616784639285
2011-08-29,1781.9529106419502
2011-08-30,1806.4691740382495
2011-08-31,1833.5071598831375
2011-09-01,1859.1165316446059
2011-09-02,1837.271865730079
2011-09-05,1797.2909042391977
2011-09-06,1792.079538352392
2011-09-07,1822.8195347990795
2011-09-08,1817.2382391405763
2011-09-09,1848.8822012981493
2011-09-12,1816.5996683559654
2011-09-13,1795.2404239008324
2011-09-14,1785.685406478586
2011-09-15,1765.0941400123377
2011-09-16,1786.9418384854082
2011-09-19,1759.447617253619
2011-09-20,1741.8930636899804
2011-09-21,1768.2031870850212
2011-09-22,1707.1205330340904
2011-09-23,1685.654943749458
2011-09-26,1632.496348080682
2011-09-27,1662.9977348710381
2011-09-28,1677.1530848302184
2011-09-29,1663.7497349616526
2011-09-30,1668.0607832375354
2011-10-03,1631.9989357805148
2011-10-04,1604.4803323227118
2011-10-05,1600.9279923482259
2011-10-06,1638.3522092214598
2011-10-07,1668.6920091379998
2011-10-10,1637.61608522842
2011-10-11,1662.461586794893
2011-10-12,1696.8471617896264
2011-10-13,1758.2352590051935
2011-10-14,1706.4598422281579
2011-10-17,1746.8925704113278
2011-10-18,1672.1786413401046
2011-10-19,1661.2503453096547
2011-10-20,1631.3755311057703
2011-10-21,1607.6045427806753
2011-10-24,1670.0874545188437
2011-10-25,1699.3561951315567
2011-10-26,1736.3449054310868
2011-10-27,1747.9043430226338
2011-10-28,1770.1208240089677
2011-10-31,1780.4716587922057
2011-11-01,1787.5398642041946
2011-11-02,1804.6036224756099
2011-11-03,1803.8722523983722
2011-11-04,1836.5027603239198
2011-11-07,1822.655832788087
2011-11-08,1803.5191152182517
2011-11-09,1853.1118250313987
2011-11-10,1785.184787132168
2011-11-11,1772.427982508165
2011-11-14,1830.6048123929447
2011-11-15,1838.097748970873
2011-11-16,1793.8796213898781
2011-11-17,1788.7204401454435
2011-11-18,1742.7644555256206
2011-11-21,1729.4418768396954
2011-11-22,1726.0846011315925
2011-11-23,1715.6576238818088
2011-11-24,1727.3470813892345
2011-11-25,1715.220734343999
2011-11-28,1724.1312410695734
2011-11-29,1756.2559152024933
2011-11-30,1697.0534091976544
2011-12-01,1773.9005675576768
2011-12-02,1765.4797382336621
2011-12-05,1748.4933032516342
2011-12-06,1737.6657988694083
2011-12-07,1755.2488512436776
2011-12-08,1759.1830133314952
2011-12-09,1718.5211242151888
2011-12-12,1724.4595360246105
2011-12-13,1713.005036595138
2011-12-14,1715.1387818412404
2011-12-15,1669.145931920091
2011-12-16,1704.9838100091513
2011-12-19,1693.0504096231562
2011-12-20,1671.8852739498293
2011-12-21,1688.1026658837498
2011-12-22,1686.6810594440851
2011-12-23,1715.9290998177798
2011-12-26,1709.1484749580713
2011-12-27,1695.9333518293092
2011-12-28,1700.226831779836
2011-12-29,1703.4660220326296
2011-12-30,1712.9445989415185
2012-01-02,1712.9445989415183
2012-01-03,1719.0088255925677
2012-01-04,1712.0896340974998
2012-01-05,1711.5830481236044
2012-01-06,1711.3442188942308
2012-01-09,1752.9054107897107
2012-01-10,1790.0692702943613
2012-01-11,1809.9121050411195
2012-01-12,1794.9925115276815
2012-01-13,1804.1993069520656
2012-01-16,1768.4398873545908
2012-01-17,1840.3117395862764
2012-01-18,1819.6484828491098
2012-01-19,1843.3884404702594
2012-01-20,1850.9320015101173
2012-01-23,1832.9822444541014
2012-01-24,1842.4169518702888
2012-01-25,1843.1393743659369
2012-01-26,1839.0394425547067
2012-01-27,1842.736548428331
2012-01-30,1801.9751572699242
2012-01-31,1819.9643043718047
2012-02-01,1789.5502414811692
2012-02-02,1837.821982420068
2012-02-03,1858.875400844924
2012-02-06,1867.8245317332703
2012-02-07,1825.4989085721327
2012-02-08,1885.8953817903905
2012-02-09,1893.90437259751
2012-02-10,1894.275919074768
2012-02-13,1882.6883595681409
2012-02-14,1883.1483607490723
2012-02-15,1927.3308876575127
2012-02-16,1919.093654895219
2012-02-17,1910.4186497635233
2012-02-20,1898.7080028312944
2012-02-21,1905.3303085804023
2012-02-22,1942.903554033347
2012-02-23,1922.800835501328
2012-02-24,1926.4056725156108
2012-02-27,1932.0507682980867
2012-02-28,1943.1631713215236
2012-02-29,1946.5825034296292
2012-03-01,1931.118531128314
2012-03-02,1988.087263544311
2012-03-05,1963.597673293638
2012-03-06,1937.7322642301233
2012-03-07,1926.3474101262643
2012-03-08,1934.7667969196066
2012-03-09,1979.9799648328299
2012-03-12,1965.0385551148474
2012-03-13,1986.2245584543468
2012-03-14,1968.3310759220778
2012-03-15,1946.6579900682227
2012-03-16,1945.9511237617533
2012-03-19,1922.5079099704408
2012-03-20,1893.042951330961
2012-03-21,1887.9945725796467
2012-03-22,1888.5870933480476
2012-03-23,1858.120358078568
2012-03-26,1845.1217038419559
2012-03-27,1860.864291248165
2012-03-28,1823.898691288001
2012-03-29,1803.097684777976
2012-03-30,1808.4032540003855
2012-04-02,1812.0353725028297
2012-04-03,1823.641320397132
2012-04-04,1854.3433488558867
2012-04-05,1884.4444800944334
2012-04-06,1886.7230540437247
2012-04-09,1876.9404653264507
2012-04-10,1869.4799690773448
2012-04-11,1854.0265828687875
2012-04-12,1877.5420811973208
2012-04-13,1911.0055168313504
2012-04-16,1904.1052893686697
2012-04-17,1875.2400496128641
2012-04-18,1908.3694665745304
2012-04-19,1904.6405153526098
