Date,AC ASIA IMI WITH PARTIAL A SHARES
2012-06-28,1600.6209110301113
2012-06-29,1593.1754549737361
2012-07-30,1635.3589729319633
2012-07-31,1644.084541978317
2012-08-30,1622.523287650644
2012-08-31,1599.6725225120042
2012-09-27,1644.90440160157
2012-09-28,1644.5014230749664
2012-10-30,1602.040822821591
2012-10-31,1615.5764736007543
2012-11-29,1647.5511900111278
2012-11-30,1649.0116050613276
2012-12-28,1689.4483995599212
2012-12-31,1692.09355690641
2013-01-30,1688.235382928262
2013-01-31,1687.7894569136142
2013-02-27,1747.7728570881125
2013-02-28,1774.8292424414126
2013-03-28,1831.9926162200186
2013-03-29,1833.223765010331
2013-04-29,1864.7100702358846
2013-04-30,1872.3381356155376
2013-05-30,1834.6815511357233
2013-05-31,1842.448032481421
2013-06-27,1746.3495289310122
2013-06-28,1787.1249647741847
2013-07-30,1796.121928443668
2013-07-31,1771.073352680562
2013-08-29,1742.3546328290652
2013-08-30,1751.6742779551041
2013-09-27,1854.5092638295973
2013-09-30,1827.4785890590865
2013-10-30,1845.8436971907665
2013-10-31,1857.232922975637
2013-11-28,1865.7171190381941
2013-11-29,1865.4226766817048
2013-12-30,1833.8850424698862
2013-12-31,1841.2523570488515
2014-01-30,1792.4171718103912
2014-01-31,1806.8662687657788
2014-02-27,1807.1459729488993
2014-02-28,1788.7525678153183
2014-03-28,1779.5604510980515
2014-03-31,1792.7263957320786
2014-04-29,1775.0221314619216
2014-04-30,1767.420907618323
2014-05-29,1873.5624553133487
2014-05-30,1865.86422955734
2014-06-27,1923.379919779315
2014-06-30,1930.043225776015
2014-07-30,2025.370455577832
2014-07-31,2016.740483668321
2014-08-28,2043.2874312862787
2014-08-29,2039.233756704949
2014-09-29,2060.7305369759038
2014-09-30,2052.713468524029
2014-10-30,2032.8336553493423
2014-10-31,2070.0307801528697
2014-11-27,2076.6702122073393
2014-11-28,2082.9451695831754
2014-12-30,2101.5066077889387
2014-12-31,2114.3260849801404
2015-01-29,2312.590340075666
2015-01-30,2322.931583895996
2015-02-26,2425.0643532985014
2015-02-27,2422.1053533499526
2015-03-30,2542.783702488947
2015-03-31,2559.6358238029966
2015-04-29,2648.6094473964986
2015-04-30,2592.6777277832607
2015-05-28,2650.536042093711
2015-05-29,2639.453272630398
2015-06-29,2499.7020583458943
2015-06-30,2526.009481124211
2015-07-30,2467.6429900895423
2015-07-31,2458.1275199999973
2015-08-28,2247.3966188203876
2015-08-31,2236.131675162713
2015-09-29,2101.9210691564103
2015-09-30,2157.958614108383
2015-10-29,2376.752558075491
2015-10-30,2368.6939601475547
2015-11-27,2449.8272587968386
2015-11-30,2431.4718770708196
2015-12-30,2347.7128619395226
2015-12-31,2363.91206895789
2016-01-28,2120.968441776088
2016-01-29,2180.010215625502
2016-02-26,2129.9968806888796
2016-02-29,2135.0576090868763
2016-03-30,2211.392389156998
2016-03-31,2201.1789494356617
2016-04-28,2248.0627965129192
2016-04-29,2228.6432875632418
2016-05-30,2246.7714070692923
2016-05-31,2266.050141243289
2016-06-29,2260.724270382431
2016-06-30,2276.82367618583
2016-07-28,2376.971804706312
2016-07-29,2383.448055434801
2016-08-30,2422.76388016945
2016-08-31,2429.9378642823904
2016-09-29,2481.6548972934
2016-09-30,2453.072259637413
2016-10-28,2513.591379249918
2016-10-31,2508.2170076478305
2018-03-30,2895.7995715095662
2018-04-11,2900.2956754910338
2018-04-12,2899.8004223839685
2018-04-13,2899.779540362046
2018-04-16,2888.3150633095365
2018-04-17,2883.762374576458
2018-04-18,2899.8017164984954
2018-04-19,2917.5531841189218
2018-04-20,2913.8620081256036
2018-04-23,2906.2158453285897
2018-04-24,2912.4078227958053
2018-04-25,2903.3924772613645
2018-04-26,2918.319390686113
2018-04-27,2944.021350781556
2018-04-30,2964.4485284733837
2018-05-01,2982.2419115252333
2018-05-02,2976.424553564765
2018-05-03,2975.033132255415
2018-05-04,2970.454785498028
2018-05-07,2980.986331063866
2018-05-08,3010.2218094634263
2018-05-09,2998.2010276126994
2018-05-10,3008.5912795990725
2018-05-11,3020.938302050144
2018-05-14,3030.5450948299294
2018-05-15,3029.0864664365504
2018-05-16,3044.368839972188
2018-05-17,3035.6267872762346
2018-05-18,3047.0123274935727
2018-05-21,3046.5284118683862
2018-05-22,3041.3320852654338
2018-05-23,3051.9414431420773
2018-05-24,3048.072536496045
2018-05-25,3064.6942404290257
2018-05-28,3080.976099001743
2018-05-29,3081.336471732835
2018-05-30,3024.3324625605464
2018-05-31,3037.470556860056
