Date,ACWI IMI WITH PARTIAL A SHARES
2018-05-18,3405.407023157615
2018-05-21,3424.865927768246
2018-05-22,3417.0095695885884
2018-05-23,3426.070986190641
2018-05-24,3414.947942571924
2018-05-25,3426.638551462291
2018-05-28,3431.8905944376784
2018-05-29,3412.645874273599
2018-05-30,3419.4983149689983
2018-05-31,3394.9053883935903
